nace_r2,age,wstatus,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
H51,Y35-44,EMP,THS,EA19	88.7 	91.5 	107.8 	104.4 	107.7 	117.5 	123.9 	118.5 	107.9 	111.3 b
H51,Y35-44,EMP,THS,EE	: c	: u	: u	: c	: u	: u	: c	: c	: c	: bc
H51,Y35-44,EMP,THS,EL	2.2 u	2.1 u	4.1 	3.2 u	3.1 u	3.9 	3.7 	1.7 u	1.7 bu	2.6 bu
H51,Y35-44,EMP,THS,ES	13.0 	11.4 	16.9 	15.7 	16.4 	14.5 	17.8 	16.6 	12.4 	14.2 b
H51,Y35-44,EMP,THS,EU15	106.2 	109.6 	126.1 	127.3 	131.7 	138.3 	149.0 	141.1 	130.7 	129.0 b
H51,Y35-44,EMP,THS,EU27	118.2 	120.3 	135.1 	137.3 	141.0 	148.6 	161.4 	153.4 	143.1 	140.7 b
H51,Y35-44,EMP,THS,EU28	118.4 	120.3 	135.1 	137.7 	141.5 	148.6 	161.4 	153.4 	143.1 	140.8 b
H51,Y35-44,EMP,THS,FI	2.7 u	: u	2.2 u	2.4 u	: u	: u	2.4 u	2.2 u	: u	2.7 bu
H51,Y35-44,EMP,THS,FR	19.5 	25.2 	33.2 	28.2 b	28.8 	36.9 	36.9 	31.0 	21.6 	25.2 b
H51,Y35-44,EMP,THS,HR	: c	: 	: 	: c	: c	: 	: 	: 	: 	: bc
H51,Y35-44,EMP,THS,HU	: u	: u	: u	: u	: u	: u	: u	3.4 u	: u	: bu
H51,Y35-44,EMP,THS,IE	2.8 bu	2.7 u	2.9 u	3.0 u	2.8 u	3.2 	2.3 u	2.5 u	2.7 u	: bu
H51,Y35-44,EMP,THS,IS	0.9 	0.8 	0.6 	0.9 	0.9 	0.5 	0.5 	0.8 	0.9 	0.6 b
H51,Y35-44,EMP,THS,IT	9.9 	9.1 	9.1 	12.6 	11.0 	10.1 	12.5 	12.6 	12.2 	11.7 b
H51,Y35-44,EMP,THS,LT	: c	: 	: c	: c	: c	: c	: c	: c	: c	: 
H51,Y35-44,EMP,THS,LU	0.7 u	0.9 u	0.8 bu	1.0 	0.8 u	0.7 u	0.9 u	1.1 	0.7 bu	1.3 b
H51,Y35-44,EMP,THS,LV	: u	: u	: c	: c	: 	: c	: c	: c	: u	: bc
H51,Y35-44,EMP,THS,ME	: c	: u	: u	: u	: u	: c	: c	: 	: 	: 
H51,Y35-44,EMP,THS,MK	: 	: c	: 	: 	: c	: c	: c	: 	: 	: 
H51,Y35-44,EMP,THS,MT	0.7 u	0.4 u	: u	0.4 u	: u	: u	: u	0.4 u	: u	0.4 bu
H51,Y35-44,EMP,THS,NL	5.7 	5.8 	6.4 	7.4 	7.2 b	8.6 	10.1 b	11.4 b	11.3 	10.3 b
H51,Y35-44,EMP,THS,NO	1.4 	1.6 	2.1 	2.3 	2.9 	2.6 	1.2 u	1.4 u	1.7 u	2.1 b
H51,Y35-44,EMP,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y35-44,EMP,THS,PT	5.1 	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
H51,Y35-44,EMP,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y35-44,EMP,THS,SE	1.3 u	2.1 	2.2 	1.9 u	2.2 	2.5 	1.9 u	2.8 	2.8 u	2.6 bu
H51,Y35-44,EMP,THS,SI	: c	: c	: u	: u	0.6 u	: u	: u	: u	0.6 u	0.6 bu
H51,Y35-44,EMP,THS,SK	: u	: u	: c	: u	: u	: u	: bu	: c	: bu	: bu
H51,Y35-44,EMP,THS,TR	10.3 	12.8 	10.6 	3.7 b	12.4 	6.5 	6.2 	5.5 	5.1 	: 
H51,Y35-44,EMP,THS,UK	18.2 	16.7 	15.4 	21.1 	22.5 	18.0 	22.8 	18.9 	22.2 	15.9 b
H51,Y35-44,NRP,THS,EA17	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,NRP,THS,EA18	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,NRP,THS,EA19	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,NRP,THS,ES	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,NRP,THS,EU15	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,NRP,THS,EU27	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,NRP,THS,EU28	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y35-44,SAL,THS,AT	: u	3.0 u	: u	: u	: u	3.2 u	3.4 u	3.7 u	3.8 u	: bu
H51,Y35-44,SAL,THS,BE	: bu	2.9 u	4.4 u	3.5 u	2.8 u	4.6 u	3.0 bu	3.8 u	3.3 u	3.6 bu
H51,Y35-44,SAL,THS,BG	: u	: c	: u	: u	: u	: u	: bu	: bu	: u	: bu
H51,Y35-44,SAL,THS,CH	1.7 u	2.5 u	2.0 u	2.6 u	2.7 u	2.9 u	1.9 u	2.6 bu	: u	: bu
H51,Y35-44,SAL,THS,CY	: c	: u	: u	: u	0.6 u	: u	0.6 u	: u	0.5 bu	0.8 bu
H51,Y35-44,SAL,THS,CZ	2.7 u	3.6 	1.6 u	1.6 u	1.8 u	1.6 u	2.7 bu	2.8 u	2.0 u	2.7 bu
H51,Y35-44,SAL,THS,DE	19.6 	21.0 	21.0 	19.8 	24.9 	26.0 	26.0 b	28.7 b	29.2 	28.9 b
H51,Y35-44,SAL,THS,DK	: bu	: bu	2.2 u	: u	: u	2.3 u	2.8 u	2.7 u	: u	2.5 bu
H51,Y35-44,SAL,THS,EA17	86.7 	90.8 	106.9 	103.3 	106.8 	115.9 	122.3 	117.6 	106.8 	110.1 b
H51,Y35-44,SAL,THS,EA18	87.9 	91.1 	107.1 	103.4 	106.8 	116.0 	122.4 	117.7 	107.2 	110.3 b
H51,Y35-44,SAL,THS,EA19	88.1 	91.1 	107.2 	103.6 	106.9 	116.1 	122.6 	117.8 	107.3 	110.3 b
H51,Y35-44,SAL,THS,EE	: c	: u	: u	: c	: u	: u	: c	: c	: c	: bc
H51,Y35-44,SAL,THS,EL	2.2 u	2.1 u	4.0 	3.1 u	3.0 u	3.9 	3.7 	1.7 u	1.6 bu	2.3 bu
H51,Y35-44,SAL,THS,ES	13.0 	11.4 	16.7 	15.7 	16.4 	13.8 	17.6 	16.6 	12.4 b	14.2 b
H51,Y35-44,SAL,THS,EU15	105.7 	108.7 	125.1 	125.1 	130.3 	136.6 	147.7 	140.4 	129.5 	128.1 b
H51,Y35-44,SAL,THS,EU27	117.2 	119.0 	134.0 	134.8 	139.4 	146.9 	160.1 	152.6 	141.9 	139.6 b
H51,Y35-44,SAL,THS,EU28	117.4 	119.0 	134.0 	135.2 	139.9 	146.9 	160.1 	152.6 	141.9 	139.8 b
H51,Y35-44,SAL,THS,FI	2.7 u	: u	2.2 u	2.4 u	: u	: u	2.4 u	2.2 u	: u	2.7 bu
H51,Y35-44,SAL,THS,FR	19.5 	25.2 	33.2 	28.2 b	28.8 	36.9 	36.9 	31.0 	21.6 	25.2 b
H51,Y35-44,SAL,THS,HR	: c	: 	: 	: bc	: c	: 	: 	: 	: 	: bc
H51,Y35-44,SAL,THS,HU	: u	: u	: u	: u	: u	: u	: u	3.4 u	: u	: bu
H51,Y35-44,SAL,THS,IE	2.7 bu	2.6 u	2.7 u	3.0 u	2.7 u	3.1 u	2.2 u	2.4 u	2.6 u	: bu
H51,Y35-44,SAL,THS,IS	0.9 	0.8 	0.6 	0.9 	0.9 	0.5 	0.5 	0.8 	0.9 	0.6 b
H51,Y35-44,SAL,THS,IT	9.9 	9.1 	9.1 	12.6 	11.0 	10.1 	12.5 	12.5 	12.2 	11.7 b
H51,Y35-44,SAL,THS,LT	: c	: 	: c	: c	: c	: c	: c	: c	: c	: 
H51,Y35-44,SAL,THS,LU	0.7 u	0.9 u	0.8 bu	1.0 	0.8 u	0.7 u	0.9 u	1.0 	0.7 bu	1.3 b
H51,Y35-44,SAL,THS,LV	: u	: u	: c	: c	: 	: c	: c	: c	: u	: bc
H51,Y35-44,SAL,THS,ME	: c	: u	: u	: u	: c	: c	: c	: 	: 	: 
H51,Y35-44,SAL,THS,MK	: 	: c	: 	: 	: c	: c	: c	: 	: 	: 
H51,Y35-44,SAL,THS,MT	0.6 u	0.4 u	: u	0.4 u	: u	: u	: u	0.4 u	: u	0.4 bu
H51,Y35-44,SAL,THS,NL	5.7 	5.7 	6.4 	7.4 	7.2 b	8.6 	10.0 b	11.4 b	11.2 	10.3 b
H51,Y35-44,SAL,THS,NO	1.4 	1.6 	2.1 	2.3 	2.9 	2.6 	1.2 u	1.4 u	1.7 u	2.1 b
H51,Y35-44,SAL,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y35-44,SAL,THS,PT	5.1 	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
H51,Y35-44,SAL,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y35-44,SAL,THS,SE	1.3 u	2.1 	2.2 	1.8 u	2.1 	2.5 	1.9 u	2.8 	2.8 u	2.6 bu
H51,Y35-44,SAL,THS,SI	: c	: c	: u	: u	0.6 u	: u	: u	: u	0.6 u	0.6 bu
H51,Y35-44,SAL,THS,SK	: c	: u	: c	: u	: u	: u	: bu	: c	: bu	: bu
H51,Y35-44,SAL,THS,TR	10.3 	12.8 	10.5 	3.7 b	12.3 	5.9 	5.4 	5.5 	5.1 	: 
H51,Y35-44,SAL,THS,UK	18.0 	16.2 	15.0 	19.7 	22.0 	17.8 	22.8 	18.9 	21.6 	15.9 b
H51,Y35-44,SELF,THS,AT	: 	: 	: 	: u	: u	: 	: u	: u	: c	: bc
H51,Y35-44,SELF,THS,BE	: bc	: c	: 	: 	: 	: 	: bc	: 	: c	: bc
H51,Y35-44,SELF,THS,CZ	: 	: 	: c	: c	: 	: 	: 	: 	: 	: bc
H51,Y35-44,SELF,THS,DE	: 	: 	: c	: c	: c	: u	: bc	: bc	: c	: bc
H51,Y35-44,SELF,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,EL	: 	: c	: c	: c	: c	: 	: 	: 	: bc	: bc
H51,Y35-44,SELF,THS,ES	: 	: 	: c	: 	: 	: u	: c	: 	: 	: 
H51,Y35-44,SELF,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,IE	: bc	: u	: u	: u	: c	: u	: u	: u	: u	: bu
H51,Y35-44,SELF,THS,IS	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,Y35-44,SELF,THS,IT	: 	: 	: 	: 	: 	: 	: c	: c	: c	: 
H51,Y35-44,SELF,THS,LU	: 	: c	: 	: 	: 	: 	: 	: c	: 	: 
H51,Y35-44,SELF,THS,ME	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,Y35-44,SELF,THS,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,Y35-44,SELF,THS,NL	: c	: c	: 	: 	: bc	: 	: bc	: bc	: c	: 
H51,Y35-44,SELF,THS,PL	: c	: c	: 	: 	: c	: 	: 	: 	: 	: 
H51,Y35-44,SELF,THS,PT	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,Y35-44,SELF,THS,RO	: 	: 	: 	: c	: 	: 	: 	: bc	: 	: 
H51,Y35-44,SELF,THS,SE	: 	: 	: 	: c	: u	: c	: 	: 	: 	: 
H51,Y35-44,SELF,THS,SK	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,Y35-44,SELF,THS,TR	: 	: 	: c	: 	: c	: c	0.8 u	: 	: 	: 
H51,Y35-44,SELF,THS,UK	: c	: c	: c	: u	: c	: c	: 	: 	: u	: 
H51,Y45-54,CFAM,THS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
H51,Y45-54,CFAM,THS,EA17	: c	: c	: 	: 	: 	: 	: 	: 	: c	: bc
H51,Y45-54,CFAM,THS,EA18	: c	: c	: 	: 	: 	: 	: 	: 	: c	: bc
H51,Y45-54,CFAM,THS,EA19	: c	: c	: 	: 	: 	: 	: 	: 	: c	: bc
H51,Y45-54,CFAM,THS,EU15	: c	: c	: 	: 	: c	: c	: 	: 	: c	: bc
H51,Y45-54,CFAM,THS,EU27	: c	: c	: 	: 	: c	: c	: 	: 	: c	: bc
H51,Y45-54,CFAM,THS,EU28	: c	: c	: 	: 	: c	: c	: 	: 	: c	: bc
H51,Y45-54,CFAM,THS,IE	: bc	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,Y45-54,CFAM,THS,LU	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,Y45-54,CFAM,THS,NL	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,Y45-54,CFAM,THS,UK	: 	: 	: 	: 	: c	: c	: 	: 	: 	: bc
H51,Y45-54,EMP,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,EMP,THS,BE	3.2 bu	3.6 u	2.0 u	2.5 u	2.5 u	3.4 u	: bu	3.2 u	: u	: bu
H51,Y45-54,EMP,THS,BG	: u	: u	: u	: u	: u	: c	: bu	: bu	: u	: bu
H51,Y45-54,EMP,THS,CH	3.2 u	2.1 u	2.0 u	1.9 u	1.7 u	2.5 u	2.5 u	2.3 bu	: u	: bu
H51,Y45-54,EMP,THS,CY	: 	: 	: u	: u	0.5 u	: u	: u	: u	: bu	0.6 bu
H51,Y45-54,EMP,THS,CZ	2.4 u	0.8 u	: u	1.0 u	2.1 u	0.7 u	1.8 bu	1.2 u	1.8 u	1.6 bu
H51,Y45-54,EMP,THS,DE	24.4 	28.4 	22.8 	23.7 	24.4 	26.7 	23.0 b	22.4 b	17.4 	15.6 b
H51,Y45-54,EMP,THS,DK	: bu	: bu	: u	2.5 u	2.2 u	2.7 u	2.0 u	: u	: u	: bu
H51,Y45-54,EMP,THS,EA17	87.5 	99.7 	96.4 	93.6 	95.4 	94.6 	85.0 	85.5 	70.1 	76.6 b
H51,Y45-54,EMP,THS,EA18	87.6 	99.9 	96.6 	93.7 	95.5 	95.2 	85.6 	85.6 	70.5 	77.0 b
H51,Y45-54,EMP,THS,EA19	87.7 	99.9 	96.6 	93.8 	95.5 	95.3 	85.6 	85.7 	70.6 	77.3 b
H51,Y45-54,EMP,THS,EE	: 	: 	: c	: c	: c	: c	: c	: c	: c	: bc
H51,Y45-54,EMP,THS,EL	1.6 u	2.5 u	1.8 u	: u	: u	2.2 u	1.5 u	1.5 u	1.7 bu	1.7 bu
H51,Y45-54,EMP,THS,ES	11.6 	9.1 	8.3 	10.5 	11.7 	11.8 	12.9 	12.8 	9.5 	11.1 b
H51,Y45-54,EMP,THS,EU15	108.6 	120.0 	117.7 	116.8 	111.7 	116.4 	101.9 	104.3 	90.0 	88.4 b
H51,Y45-54,EMP,THS,EU27	117.9 	128.3 	125.6 	124.1 	120.3 	125.1 	112.9 	112.6 	98.9 	98.5 b
H51,Y45-54,EMP,THS,EU28	117.9 	128.3 	125.6 	124.5 	120.6 	125.2 	112.9 	112.6 	98.9 	98.6 b
H51,Y45-54,EMP,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,EMP,THS,FR	22.7 	28.8 	35.6 	28.8 b	24.8 	23.8 	20.4 	17.4 	13.1 	17.9 b
H51,Y45-54,EMP,THS,HR	: 	: 	: 	: u	: c	: c	: 	: 	: 	: bc
H51,Y45-54,EMP,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,EMP,THS,IE	: bu	2.0 u	3.0 u	2.6 u	2.1 u	1.9 u	: u	2.3 u	: u	: bu
H51,Y45-54,EMP,THS,IS	0.6 	0.8 	0.7 	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,EMP,THS,IT	8.2 	8.2 	6.6 	10.2 	11.2 	9.4 	7.2 	7.4 	6.6 	10.1 b
H51,Y45-54,EMP,THS,LT	: c	: 	: c	: c	: c	: c	: c	: c	: c	: bu
H51,Y45-54,EMP,THS,LU	: u	0.7 u	0.7 bu	0.5 u	0.8 u	: u	: u	: u	0.6 bu	0.8 bu
H51,Y45-54,EMP,THS,LV	: u	: u	: c	: c	: c	: u	: u	: c	: u	: bu
H51,Y45-54,EMP,THS,ME	: c	: u	: u	: 	: 	: c	: c	: 	: 	: 
H51,Y45-54,EMP,THS,MK	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
H51,Y45-54,EMP,THS,MT	: u	: u	0.4 u	: u	: u	0.4 u	: u	: u	0.5 u	0.6 bu
H51,Y45-54,EMP,THS,NL	8.3 	8.1 	7.4 	7.8 	9.4 b	9.1 	10.1 b	10.6 b	11.6 	8.3 b
H51,Y45-54,EMP,THS,NO	1.2 	1.0 u	1.6 	2.4 	1.9 	2.0 	2.6 	2.2 	1.8 u	1.9 bu
H51,Y45-54,EMP,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y45-54,EMP,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
H51,Y45-54,EMP,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y45-54,EMP,THS,SE	2.4 	1.9 u	1.6 u	1.9 u	1.9 u	1.8 u	1.9 u	2.0 u	: u	: bu
H51,Y45-54,EMP,THS,SI	: u	: u	: u	: 	: u	: u	: u	: u	: u	: bu
H51,Y45-54,EMP,THS,SK	: c	: u	: u	: 	: c	: c	: bc	: u	: bc	: bu
H51,Y45-54,EMP,THS,TR	3.1 	2.1 u	2.8 	2.9 b	6.6 	3.7 	2.0 u	3.7 	1.8 u	: 
H51,Y45-54,EMP,THS,UK	17.7 	18.2 	19.5 	19.6 	13.6 	18.4 	14.1 	16.8 	18.1 	10.2 b
H51,Y45-54,NRP,THS,EA17	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,NRP,THS,EA18	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,NRP,THS,EA19	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,NRP,THS,ES	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,NRP,THS,EU15	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,NRP,THS,EU27	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,NRP,THS,EU28	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y45-54,SAL,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SAL,THS,BE	3.2 bu	3.5 u	2.0 u	2.5 u	2.5 u	3.4 u	: bu	3.2 u	: u	: bu
H51,Y45-54,SAL,THS,BG	: u	: u	: u	: u	: u	: c	: bu	: bu	: u	: bu
H51,Y45-54,SAL,THS,CH	3.2 u	2.1 u	2.0 u	1.8 u	1.7 u	2.5 u	2.5 u	2.3 bu	: u	: bu
H51,Y45-54,SAL,THS,CY	: 	: 	: u	: u	0.5 u	: u	: u	: u	: bu	0.6 bu
H51,Y45-54,SAL,THS,CZ	2.4 u	0.8 u	: u	1.0 u	2.1 u	0.7 u	1.8 bu	1.2 u	1.8 u	1.6 bu
H51,Y45-54,SAL,THS,DE	23.8 	28.1 	22.5 	23.2 	24.3 	26.6 	23.0 b	22.3 b	17.3 	14.9 b
H51,Y45-54,SAL,THS,DK	: bu	: bu	: u	2.5 u	2.2 u	2.7 u	2.0 u	: u	: u	: bu
H51,Y45-54,SAL,THS,EA17	86.5 	98.9 	95.5 	92.7 	94.9 	93.0 	84.7 	84.8 	69.5 	75.5 b
H51,Y45-54,SAL,THS,EA18	86.6 	99.1 	95.7 	92.8 	95.0 	93.6 	85.2 	84.9 	69.9 	75.9 b
H51,Y45-54,SAL,THS,EA19	86.6 	99.1 	95.7 	92.9 	95.0 	93.7 	85.3 	85.0 	70.1 	76.1 b
H51,Y45-54,SAL,THS,EE	: 	: 	: c	: c	: c	: c	: c	: c	: c	: bc
H51,Y45-54,SAL,THS,EL	1.6 u	2.5 u	1.8 u	: u	: u	2.2 u	1.5 u	1.5 u	1.7 bu	1.7 bu
H51,Y45-54,SAL,THS,ES	11.6 	9.1 	8.3 	10.5 	11.7 	11.6 	12.9 	12.8 	9.5 b	11.1 b
H51,Y45-54,SAL,THS,EU15	107.3 	118.9 	116.5 	114.8 	110.2 	113.4 	101.2 	103.0 	88.6 	87.1 b
H51,Y45-54,SAL,THS,EU27	115.8 	127.2 	124.2 	122.1 	118.7 	122.2 	111.8 	111.0 	97.4 	97.2 b
H51,Y45-54,SAL,THS,EU28	115.8 	127.2 	124.2 	122.5 	119.0 	122.3 	111.8 	111.0 	97.4 	97.3 b
H51,Y45-54,SAL,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SAL,THS,FR	22.7 	28.8 	35.6 	28.8 b	24.7 	23.4 	20.4 	17.4 	13.1 	17.9 b
H51,Y45-54,SAL,THS,HR	: 	: 	: 	: bu	: c	: c	: 	: 	: 	: bc
H51,Y45-54,SAL,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SAL,THS,IE	: bu	2.0 u	2.8 u	2.5 u	2.0 u	: u	: u	2.3 u	: u	: bu
H51,Y45-54,SAL,THS,IS	0.6 	0.8 	0.7 	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SAL,THS,IT	8.2 	8.2 	6.6 	10.2 	11.2 	9.0 	7.1 	7.4 	6.4 	10.0 b
H51,Y45-54,SAL,THS,LT	: c	: 	: c	: c	: c	: c	: c	: c	: c	: bu
H51,Y45-54,SAL,THS,LU	: u	0.6 u	0.7 bu	0.5 u	0.8 u	: u	: u	: u	0.5 bu	0.8 bu
H51,Y45-54,SAL,THS,LV	: u	: u	: c	: c	: c	: u	: u	: c	: u	: bu
H51,Y45-54,SAL,THS,ME	: c	: u	: u	: 	: 	: c	: c	: 	: 	: 
H51,Y45-54,SAL,THS,MK	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
H51,Y45-54,SAL,THS,MT	: u	: u	0.4 u	: u	: u	0.4 u	: u	: u	0.5 u	0.6 bu
H51,Y45-54,SAL,THS,NL	8.3 	7.9 	7.3 	7.6 	9.2 b	9.1 	10.1 b	10.4 b	11.5 	8.2 b
H51,Y45-54,SAL,THS,NO	1.2 	1.0 u	1.6 	2.4 	1.9 	2.0 	2.6 	2.2 	1.7 u	1.9 bu
H51,Y45-54,SAL,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y45-54,SAL,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
H51,Y45-54,SAL,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
H51,Y45-54,SAL,THS,SE	2.4 	1.9 u	1.6 u	1.9 u	1.9 u	1.8 u	1.9 u	1.9 u	: u	: bu
H51,Y45-54,SAL,THS,SI	: u	: u	: u	: 	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SAL,THS,SK	: c	: u	: c	: 	: c	: c	: bc	: u	: bc	: bu
H51,Y45-54,SAL,THS,TR	3.1 	2.1 u	2.8 	2.9 b	6.2 	3.7 	1.9 u	3.3 	1.8 u	: 
H51,Y45-54,SAL,THS,UK	17.2 	17.9 	18.9 	18.4 	12.6 	17.0 	13.7 	16.2 	17.3 	10.1 b
H51,Y45-54,SELF,THS,AT	: 	: 	: 	: 	: 	: 	: c	: u	: 	: bc
H51,Y45-54,SELF,THS,BE	: 	: c	: 	: 	: 	: 	: 	: 	: 	: bc
H51,Y45-54,SELF,THS,CH	: 	: 	: 	: c	: 	: 	: 	: bc	: 	: 
H51,Y45-54,SELF,THS,DE	: u	: c	: c	: u	: c	: c	: 	: bc	: c	: bu
H51,Y45-54,SELF,THS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
H51,Y45-54,SELF,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SELF,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SELF,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SELF,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SELF,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SELF,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,Y45-54,SELF,THS,FI	: c	: 	: 	: c	: c	: c	: 	: 	: 	: 
H51,Y45-54,SELF,THS,FR	: 	: 	: 	: 	: c	: u	: 	: 	: 	: 
H51,Y45-54,SELF,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,Y45-54,SELF,THS,IE	: bc	: c	: u	: u	: c	: u	: u	: 	: 	: bu
H51,Y45-54,SELF,THS,IS	: 	: 	: 	: 	: c	: c	: c	: 	: 	: 
H51,Y45-54,SELF,THS,IT	: 	: 	: 	: 	: 	: c	: c	: c	: u	: bc
H51,Y45-54,SELF,THS,LU	: 	: c	: 	: 	: 	: 	: 	: 	: bc	: 
H51,Y45-54,SELF,THS,MT	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,Y45-54,SELF,THS,NL	: 	: u	: c	: u	: bu	: 	: 	: bc	: u	: bc
H51,Y45-54,SELF,THS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,Y45-54,SELF,THS,PL	: c	: 	: 	: 	: 	: 	: c	: bc	: 	: 
H51,Y45-54,SELF,THS,SE	: 	: 	: 	: 	: 	: c	: c	: c	: 	: 
H51,Y45-54,SELF,THS,SI	: 	: 	: 	: 	: 	: c	: c	: 	: 	: 
H51,Y45-54,SELF,THS,SK	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 
H51,Y45-54,SELF,THS,TR	: 	: 	: 	: 	: c	: 	: c	: c	: 	: 
H51,Y45-54,SELF,THS,UK	: c	: c	: c	: u	: c	: u	: c	: u	: u	: 
H51,Y_GE15,CFAM,THS,CZ	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,Y_GE15,CFAM,THS,DE	: 	: 	: c	: c	: c	: c	: bc	: bc	: c	: bc
H51,Y_GE15,CFAM,THS,EA17	: c	: c	: c	: u	: c	: c	: c	: c	: u	: bc
H51,Y_GE15,CFAM,THS,EA18	: c	: c	: c	: u	: c	: c	: c	: c	: u	: bc
H51,Y_GE15,CFAM,THS,EA19	: c	: c	: c	: u	: c	: c	: c	: c	: u	: bc
H51,Y_GE15,CFAM,THS,EU15	: c	: c	: c	: u	: u	: c	: c	: c	: u	: bu
H51,Y_GE15,CFAM,THS,EU27	: c	: c	: c	: u	: u	: u	: c	: c	: u	: bu
H51,Y_GE15,CFAM,THS,EU28	: c	: c	: c	: u	: u	: u	: c	: c	: u	: bu
H51,Y_GE15,CFAM,THS,IE	: bc	: 	: c	: c	: 	: 	: 	: c	: u	: 
