nace_r2,wstatus,isced11,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I,SELF,ED0-2,THS,EU15	564.0 	583.4 	568.8 	578.4 b	572.5 	599.4 	624.7 	630.6 	657.3 	695.5 b
I,SELF,ED0-2,THS,EU27	570.3 	589.1 	575.6 	586.8 b	580.5 	608.5 	633.6 	639.2 	666.4 	705.2 b
I,SELF,ED0-2,THS,EU28	570.3 	589.2 	575.9 	587.2 b	581.2 	608.9 	634.7 	639.9 	667.5 	705.5 b
I,SELF,ED0-2,THS,FI	: u	2.8 u	2.8 u	2.8 bu	3.2 u	2.7 u	2.7 u	2.9 u	2.6 u	2.3 bu
I,SELF,ED0-2,THS,FR	39.1 	43.9 	40.2 	37.2 b	42.3 b	45.3 	52.1 	49.3 	53.7 	57.3 b
I,SELF,ED0-2,THS,HR	: 	: c	: c	: bu	: u	: u	1.1 u	: bu	1.1 u	: bu
I,SELF,ED0-2,THS,HU	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED0-2,THS,IE	1.9 bu	3.0 	3.2 	2.8 bu	2.8 u	2.6 u	3.3 	3.5 	3.0 u	3.3 b
I,SELF,ED0-2,THS,IS	: u	: u	0.7 	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED0-2,THS,IT	150.3 	157.2 	157.2 	162.2 b	146.3 	153.0 	157.0 	155.8 	162.9 	165.2 b
I,SELF,ED0-2,THS,LT	: 	: 	: c	: bc	: 	: 	: 	: 	: 	: 
I,SELF,ED0-2,THS,LU	: u	: u	: bu	: bu	: u	: u	: u	: u	: bu	0.7 bu
I,SELF,ED0-2,THS,LV	: c	: 	: 	: bc	: c	: c	: c	: c	: c	: 
I,SELF,ED0-2,THS,ME	: c	: 	: c	: bu	: c	: c	: c	: 	: 	: 
I,SELF,ED0-2,THS,MK	1.0 u	0.7 u	0.8 u	0.6 bu	1.1 	: u	0.7 u	: 	: 	: 
I,SELF,ED0-2,THS,MT	1.0 	0.9 	0.9 	0.7 bu	0.8 u	0.9 	0.5 bu	0.7 u	0.8 	0.7 bu
I,SELF,ED0-2,THS,NL	16.5 	16.0 	13.7 	13.6 b	11.7 b	15.2 	17.0 b	16.9 b	15.4 	12.9 b
I,SELF,ED0-2,THS,NO	2.0 	2.2 	1.7 	0.8 bu	1.3 u	1.3 u	0.9 u	: u	: u	: bu
I,SELF,ED0-2,THS,PL	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
I,SELF,ED0-2,THS,PT	48.8 	42.0 	39.3 	50.8 b	52.5 	46.4 	47.3 b	50.1 	59.9 	77.0 b
I,SELF,ED0-2,THS,RO	: u	: c	: c	: bu	: u	: u	: u	: bu	: u	: bu
I,SELF,ED0-2,THS,SE	6.6 	7.5 	8.6 	7.4 b	6.8 	6.6 	7.3 	9.1 	7.5 	7.9 b
I,SELF,ED0-2,THS,SI	: u	: c	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED0-2,THS,SK	: c	: c	: c	: bc	: 	: c	: bu	: u	: bc	: bu
I,SELF,ED0-2,THS,TR	171.8 	160.6 	166.4 	182.4 b	168.7 	168.6 	167.0 	173.4 	164.5 	: 
I,SELF,ED0-2,THS,UK	37.6 	40.2 	35.5 	32.7 b	30.9 	36.0 	36.8 b	36.3 b	31.7 	33.6 b
I,SELF,ED3_4,THS,AT	18.6 	23.5 	22.5 	23.3 b	26.4 	28.4 	24.6 	25.3 	24.5 	29.8 b
I,SELF,ED3_4,THS,BE	23.0 b	22.8 	28.4 	25.7 b	22.3 	28.5 	24.9 b	24.8 	22.6 	18.2 b
I,SELF,ED3_4,THS,BG	11.9 	11.9 	11.6 	12.0 b	12.3 	11.6 	12.0 b	13.2 b	12.0 	12.8 b
I,SELF,ED3_4,THS,CH	17.9 	18.1 	16.5 	16.5 b	14.8 	17.3 	18.6 	16.8 b	10.1 	7.1 b
I,SELF,ED3_4,THS,CY	1.5 u	1.3 u	1.0 u	1.4 bu	1.3 u	1.6 	2.2 	1.8 	1.8 b	2.1 b
I,SELF,ED3_4,THS,CZ	26.0 	30.3 	30.1 	28.1 b	26.3 	29.8 	30.7 b	31.0 	28.4 	28.7 b
I,SELF,ED3_4,THS,DE	110.4 	114.8 	132.6 	134.4 b	130.9 	140.4 	135.9 b	133.6 b	137.8 	139.8 b
I,SELF,ED3_4,THS,DK	4.0 b	3.5 bu	4.8 	4.2 b	4.4 	5.2 	5.7 	4.9 	4.7 	3.6 bu
I,SELF,ED3_4,THS,EA17	611.6 	620.2 	651.8 	633.9 b	605.8 	623.4 	608.6 	616.0 	582.2 	605.7 b
I,SELF,ED3_4,THS,EA18	612.9 	621.5 	653.2 	635.2 b	607.3 	625.2 	609.1 	616.5 	582.9 	606.6 b
I,SELF,ED3_4,THS,EA19	614.9 	622.6 	654.0 	635.9 b	608.1 	625.8 	609.6 	616.9 	583.5 	607.9 b
I,SELF,ED3_4,THS,EE	: u	: u	: u	1.1 bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED3_4,THS,EL	49.6 	52.3 	46.6 	39.0 b	41.8 	44.3 	44.4 	45.8 	42.3 b	42.8 b
I,SELF,ED3_4,THS,ES	79.0 	82.4 	93.3 	87.8 b	72.4 	66.6 	70.5 	75.9 	74.7 b	75.6 b
I,SELF,ED3_4,THS,EU15	682.4 	680.2 	707.1 	687.8 b	665.8 	689.2 	664.8 	681.2 	643.9 	672.2 b
I,SELF,ED3_4,THS,EU27	797.3 	806.1 	825.0 	799.5 b	776.0 	804.5 	785.4 	808.1 	766.4 	787.2 b
I,SELF,ED3_4,THS,EU28	807.6 	816.1 	837.3 	810.0 b	789.0 	815.7 	797.4 	820.2 	780.3 	801.5 b
I,SELF,ED3_4,THS,FI	5.0 	6.3 	6.8 	5.8 b	4.7 	5.1 	4.5 	5.8 	6.4 	5.5 b
I,SELF,ED3_4,THS,FR	85.5 	80.0 	88.3 	84.6 b	80.7 b	93.7 	85.9 	97.7 	82.0 	88.0 b
I,SELF,ED3_4,THS,HR	10.4 	10.1 	12.3 	10.5 b	13.0 	11.2 	12.0 	12.1 b	13.8 	14.3 b
I,SELF,ED3_4,THS,HU	16.8 	16.3 	12.6 	13.4 b	13.8 	17.4 	16.8 	17.7 	19.3 	17.3 b
I,SELF,ED3_4,THS,IE	4.7 b	6.3 	6.0 	6.2 b	5.2 	5.1 	6.0 	6.6 	6.1 	6.3 b
I,SELF,ED3_4,THS,IS	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED3_4,THS,IT	179.1 	171.4 	164.7 	171.1 b	169.1 	162.4 	158.2 	146.0 	133.7 	148.1 b
I,SELF,ED3_4,THS,LT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED3_4,THS,LU	: u	: u	: bu	: bu	: u	: u	: u	: u	: bu	: bu
I,SELF,ED3_4,THS,LV	1.3 u	1.4 u	1.3 u	: bu	: u	1.8 u	: u	: u	: u	: bu
I,SELF,ED3_4,THS,ME	2.4 	1.9 u	2.4 	2.1 b	1.9 u	2.5 	1.7 u	: 	: 	: 
I,SELF,ED3_4,THS,MK	2.2 	2.2 	2.4 	2.4 b	2.0 	1.7 	2.5 	: 	: 	: 
I,SELF,ED3_4,THS,MT	0.6 u	0.5 u	0.4 u	: bu	: u	: u	: bu	: u	: u	0.4 bu
I,SELF,ED3_4,THS,NL	26.2 	29.7 	28.6 	25.5 b	22.7 b	21.7 	22.7 b	23.7 b	20.4 	23.0 b
I,SELF,ED3_4,THS,NO	2.0 	1.9 	1.6 	1.8 b	1.6 	1.5 u	1.5 	1.6 u	1.6 u	2.0 b
I,SELF,ED3_4,THS,PL	33.1 	39.2 	34.0 	29.6 b	30.4 	34.3 	37.3 	38.4 b	34.1 	29.0 b
I,SELF,ED3_4,THS,PT	12.2 	10.1 	12.0 	9.6 b	10.2 	11.6 	11.2 b	9.4 	8.1 	9.1 b
I,SELF,ED3_4,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
I,SELF,ED3_4,THS,SE	9.5 	10.2 	10.4 	10.8 b	10.5 	9.1 	10.8 	13.1 	12.4 	11.3 b
I,SELF,ED3_4,THS,SI	4.3 	5.0 	5.0 	4.2 b	4.6 	4.6 	4.0 	4.3 	4.6 	3.7 bu
I,SELF,ED3_4,THS,SK	10.4 	12.9 	14.2 	13.8 b	12.1 	8.0 	12.5 b	14.0 	15.5 b	12.2 b
I,SELF,ED3_4,THS,TR	68.3 	69.6 	55.2 	54.0 b	55.7 	54.1 	52.2 	47.6 	55.5 	: 
I,SELF,ED3_4,THS,UK	75.1 	66.5 	61.7 	59.7 b	64.0 	66.9 	59.3 b	68.0 b	67.8 	70.8 b
I,SELF,ED5-8,THS,AT	8.7 	7.6 	6.3 	7.9 b	3.7 u	4.8 u	5.2 u	4.2 u	4.1 u	4.1 bu
I,SELF,ED5-8,THS,BE	7.7 b	7.4 	8.9 	5.9 b	8.8 	8.4 	6.4 b	6.1 	5.8 	7.3 b
I,SELF,ED5-8,THS,BG	3.6 u	3.6 u	: u	3.6 bu	: u	: u	: bu	: bu	3.6 u	: bu
I,SELF,ED5-8,THS,CH	9.5 	9.6 	9.9 	6.9 b	6.2 	5.8 	5.7 	4.9 bu	6.1 u	6.2 bu
I,SELF,ED5-8,THS,CY	0.6 u	0.9 u	1.1 u	0.8 bu	0.9 u	0.7 u	0.6 u	0.6 u	0.9 bu	0.9 bu
I,SELF,ED5-8,THS,CZ	3.4 	3.3 	2.1 u	2.0 bu	1.5 u	2.2 u	2.1 bu	3.1 	1.8 u	2.2 bu
I,SELF,ED5-8,THS,DE	33.7 	32.5 	30.3 	32.4 b	32.6 	34.7 	32.4 b	32.2 b	34.3 	34.3 b
I,SELF,ED5-8,THS,DK	: bu	2.3 bu	2.5 u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED5-8,THS,EA17	220.8 	217.9 	222.6 	207.6 b	192.4 	161.9 	157.9 	155.5 	165.4 	155.8 b
I,SELF,ED5-8,THS,EA18	221.7 	219.2 	223.4 	208.2 b	194.1 	162.9 	158.1 	155.9 	165.6 	156.2 b
I,SELF,ED5-8,THS,EA19	222.8 	220.4 	224.6 	209.1 b	195.2 	164.3 	158.9 	157.0 	166.6 	156.9 b
I,SELF,ED5-8,THS,EE	: u	: u	: u	: bu	: u	: u	: c	: c	: u	: bu
I,SELF,ED5-8,THS,EL	11.2 	10.8 	10.7 	10.2 b	9.6 	9.1 	7.8 	7.2 	6.8 b	7.5 b
I,SELF,ED5-8,THS,ES	60.5 	61.9 	63.3 	59.6 b	48.1 	39.4 	46.8 	43.1 	48.6 b	42.5 b
I,SELF,ED5-8,THS,EU15	274.3 	268.1 	270.9 	254.2 b	238.0 	205.1 	198.9 	192.8 	193.8 	182.8 b
I,SELF,ED5-8,THS,EU27	308.7 	303.6 	307.5 	287.3 b	269.4 	233.5 	226.3 	219.9 	218.0 	204.8 b
I,SELF,ED5-8,THS,EU28	312.6 	305.8 	309.5 	289.1 b	271.9 	235.9 	228.0 	222.5 	219.5 	205.8 b
I,SELF,ED5-8,THS,FI	2.2 u	2.4 u	: u	2.1 bu	: u	: u	2.3 u	2.0 u	: u	2.1 bu
I,SELF,ED5-8,THS,FR	43.6 	46.0 	48.1 	45.6 b	43.5 b	28.6 	27.7 	32.6 	32.3 	25.1 b
I,SELF,ED5-8,THS,HR	4.0 u	2.2 u	2.0 u	1.8 bu	2.5 u	2.4 u	1.7 u	2.6 bu	1.5 u	1.0 bu
I,SELF,ED5-8,THS,HU	3.5 u	3.5 u	5.5 	5.1 b	4.8 	3.9 u	4.3 u	3.2 u	2.6 u	: bu
I,SELF,ED5-8,THS,IE	4.2 b	4.6 	4.6 	4.6 b	4.6 	4.2 	4.3 	4.3 	4.1 	3.8 b
I,SELF,ED5-8,THS,IS	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED5-8,THS,IT	29.6 	24.4 	26.4 	20.9 b	22.1 	17.4 	11.2 	12.1 	14.0 	15.5 b
I,SELF,ED5-8,THS,LT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,ED5-8,THS,LU	: u	: u	: bu	: bc	: c	: u	: c	: u	: bu	: bc
I,SELF,ED5-8,THS,LV	: u	1.2 u	: u	: bu	1.7 u	: u	: u	: u	: u	: bu
I,SELF,ED5-8,THS,ME	: u	: u	: u	: bu	: u	: u	: u	: 	: 	: 
I,SELF,ED5-8,THS,MK	: u	0.5 u	0.5 u	: bu	0.9 u	: u	: u	: 	: 	: 
I,SELF,ED5-8,THS,MT	: u	: u	: u	: bu	: u	: u	: bu	: u	: c	: bu
I,SELF,ED5-8,THS,NL	11.4 	9.9 	10.6 	9.4 b	9.3 b	6.7 	6.2 b	5.5 b	6.9 	8.6 b
I,SELF,ED5-8,THS,NO	0.9 	0.5 u	1.2 u	1.3 bu	0.9 u	: u	0.6 u	1.0 u	: u	: bu
I,SELF,ED5-8,THS,PL	17.2 	16.0 	15.5 	14.2 bu	12.7 u	12.2 u	12.5 u	11.6 bu	9.6 u	8.2 bu
I,SELF,ED5-8,THS,PT	: u	5.0 	6.2 	: bu	: u	: u	4.7 b	: u	: u	: bu
I,SELF,ED5-8,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
I,SELF,ED5-8,THS,SE	5.0 	4.7 	4.3 	3.5 b	3.8 	3.7 	4.3 	4.1 	2.8 u	3.1 bu
I,SELF,ED5-8,THS,SI	0.8 u	0.5 u	1.1 u	0.8 bu	0.8 u	: u	0.7 u	0.8 u	0.8 u	: bu
I,SELF,ED5-8,THS,SK	: u	3.3 	2.7 u	2.3 bu	: u	: u	: bu	: u	: bu	: bu
I,SELF,ED5-8,THS,TR	27.1 	27.6 	26.0 	21.9 b	17.0 	16.8 	14.5 	15.2 	11.1 	: 
I,SELF,ED5-8,THS,UK	50.5 	48.7 	46.6 	46.1 b	44.3 	40.9 	38.6 b	35.6 b	27.5 	25.3 b
I,SELF,NRP,THS,CH	: c	: u	: c	: bc	: c	: u	: u	: bc	: 	: 
I,SELF,NRP,THS,DE	: u	: u	: u	: bu	: u	: c	: bc	: bu	: u	: bu
I,SELF,NRP,THS,DK	: bu	: bc	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,EA17	5.0 u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,EA18	5.1 u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,EA19	5.1 u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,EU15	6.3 u	: u	5.4 u	5.1 bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,FR	: c	: 	: c	: bc	: bc	: 	: 	: 	: 	: 
I,SELF,NRP,THS,IE	: bu	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I,SELF,NRP,THS,LU	: u	: u	: bc	: bc	: c	: 	: c	: c	: bc	: 
I,SELF,NRP,THS,LV	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
I,SELF,NRP,THS,NL	2.7 	2.2 u	: u	1.8 bu	: bu	: u	: bu	: bu	: u	: bu
I,SELF,NRP,THS,NO	: 	: 	: 	: 	: 	: c	: 	: c	: c	: bu
I,SELF,NRP,THS,SE	: c	: u	: u	: bu	: 	: 	: c	: u	: u	: bu
I,SELF,NRP,THS,UK	: c	: c	: u	: bu	: u	: u	: bu	: bu	: u	: bu
I,SELF,TOTAL,THS,AT	33.6 	36.8 	32.7 	35.7 	35.9 	40.6 	36.0 	36.4 	36.3 	41.6 b
I,SELF,TOTAL,THS,BE	38.6 b	42.4 	52.8 	45.8 	44.0 	51.8 	44.2 b	47.0 	43.8 	39.8 b
I,SELF,TOTAL,THS,BG	15.8 	16.2 	15.8 	16.9 	16.8 	15.3 	15.9 b	17.9 b	16.9 	17.6 b
I,SELF,TOTAL,THS,CH	33.3 	33.3 	31.9 	28.9 	27.0 	29.7 	30.8 	27.1 b	20.6 	17.1 b
I,SELF,TOTAL,THS,CY	2.7 	3.0 	2.9 	3.1 	3.2 	3.8 	4.1 	3.7 	4.2 b	4.3 b
I,SELF,TOTAL,THS,CZ	30.4 	34.7 	34.1 	32.2 	29.2 	33.1 	33.9 b	35.4 	31.6 	31.7 b
I,SELF,TOTAL,THS,DE	201.1 	204.6 	217.6 	218.5 	216.1 	227.1 	227.8 b	224.7 b	238.4 	240.8 b
I,SELF,TOTAL,THS,DK	9.4 b	9.3 b	11.4 	10.4 	10.8 	12.0 	11.8 	9.5 	12.5 	9.6 b
I,SELF,TOTAL,THS,EA17	1356.5 	1375.6 	1400.3 	1380.6 	1333.9 	1342.8 	1346.7 	1357.0 	1366.1 	1416.5 b
I,SELF,TOTAL,THS,EA18	1358.8 	1378.2 	1402.4 	1382.6 	1337.2 	1345.6 	1347.4 	1358.0 	1367.1 	1417.9 b
I,SELF,TOTAL,THS,EA19	1361.9 	1380.4 	1404.6 	1384.2 	1339.0 	1347.6 	1348.8 	1359.6 	1368.7 	1419.9 b
I,SELF,TOTAL,THS,EE	1.5 u	: u	1.2 u	1.6 u	1.7 u	1.6 u	: u	: u	2.1 u	: bu
I,SELF,TOTAL,THS,EL	91.7 	90.1 	84.9 	77.6 	82.8 	88.0 	91.2 	94.1 	93.4 b	96.1 b
I,SELF,TOTAL,THS,ES	297.2 	310.0 	320.6 	313.3 	290.4 	284.3 	296.4 	299.2 	306.4 b	316.5 b
I,SELF,TOTAL,THS,EU15	1527.1 	1535.7 	1552.2 	1525.5 	1481.3 	1497.8 	1491.9 	1507.4 	1500.2 	1555.8 b
I,SELF,TOTAL,THS,EU27	1682.6 	1702.7 	1713.5 	1678.7 	1630.9 	1650.6 	1648.9 	1670.0 	1656.0 	1702.4 b
I,SELF,TOTAL,THS,EU28	1696.9 	1715.1 	1728.1 	1691.4 	1647.0 	1664.6 	1663.7 	1685.4 	1672.4 	1718.0 b
I,SELF,TOTAL,THS,FI	8.8 	11.6 	11.6 	10.7 	9.9 	9.8 	9.5 	10.7 	10.7 	9.9 b
I,SELF,TOTAL,THS,FR	168.4 	169.9 	176.6 	167.4 b	166.5 	167.6 	165.7 	179.5 	167.9 	170.4 b
I,SELF,TOTAL,THS,HR	14.3 	12.4 	14.6 	12.7 b	16.2 	14.0 	14.8 	15.4 	16.4 	15.6 b
I,SELF,TOTAL,THS,HU	20.7 	20.4 	19.2 	19.5 	19.6 	21.7 	22.2 	22.6 	23.4 	21.6 b
I,SELF,TOTAL,THS,IE	11.6 b	14.4 	14.2 	14.3 	13.1 	12.8 	14.4 	15.0 	14.1 	14.0 b
I,SELF,TOTAL,THS,IS	0.8 	0.8 	1.2 	1.0 	1.0 	0.7 	0.7 	0.8 	0.7 	0.5 b
I,SELF,TOTAL,THS,IT	359.0 	353.0 	348.2 	354.2 	337.5 	332.8 	326.4 	314.0 	310.6 	328.9 b
I,SELF,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,SELF,TOTAL,THS,LU	0.9 u	0.8 u	1.1 b	0.6 u	0.6 u	0.7 u	0.7 u	0.9 u	0.7 bu	1.1 b
I,SELF,TOTAL,THS,LV	2.3 	2.6 	2.1 	2.1 u	3.3 	2.8 	: u	: u	: u	1.4 bu
I,SELF,TOTAL,THS,ME	3.0 	2.4 	3.1 	3.4 	2.7 	3.2 	1.9 	: 	: 	: 
I,SELF,TOTAL,THS,MK	3.7 	3.4 	3.7 	3.2 	4.0 	2.3 	3.6 	: 	: 	: 
I,SELF,TOTAL,THS,MT	1.9 	1.6 	1.4 	1.1 	1.1 	1.2 	0.8 	0.9 	1.1 	1.2 b
I,SELF,TOTAL,THS,NL	56.9 	57.7 	53.8 	50.3 	45.2 b	44.1 	46.2 b	46.1 b	43.1 	44.8 b
I,SELF,TOTAL,THS,NO	4.9 	4.6 	4.5 	3.9 	3.7 	3.2 	3.1 	3.4 	2.6 	3.5 b
I,SELF,TOTAL,THS,PL	52.5 	56.7 	50.3 	44.6 	44.2 	47.6 	51.0 	51.0 b	45.1 	39.2 b
I,SELF,TOTAL,THS,PT	65.4 	57.1 	57.5 	64.8 	66.6 	61.8 	63.2 b	62.8 	70.9 	88.3 b
I,SELF,TOTAL,THS,RO	7.2 u	6.7 u	8.9 u	9.1 u	9.3 u	8.7 u	6.8 u	: bu	6.5 u	8.7 bu
I,SELF,TOTAL,THS,SE	21.2 	22.6 	23.6 	21.9 	21.1 	19.3 	22.4 	26.5 	22.9 	22.7 b
I,SELF,TOTAL,THS,SI	5.3 	5.6 	6.3 	5.3 	5.5 	5.5 	4.8 	5.6 	5.7 	4.3 b
I,SELF,TOTAL,THS,SK	12.0 	16.2 	16.9 	16.3 	14.0 	9.3 	14.3 b	15.6 	16.6 b	13.4 b
I,SELF,TOTAL,THS,TR	267.3 	257.9 	247.7 	258.3 b	241.4 	239.5 	233.6 	236.2 	231.2 	: 
I,SELF,TOTAL,THS,UK	163.4 	155.6 	145.5 	140.0 	140.9 	145.2 	136.0 	141.0 	128.3 	131.2 b
I55,CFAM,ED0-2,THS,AT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I55,CFAM,ED0-2,THS,BE	: bc	: c	: c	: 	: 	: 	: bc	: c	: c	: 
I55,CFAM,ED0-2,THS,CH	: c	: u	: u	: bc	: c	: c	: c	: bu	: u	: bc
I55,CFAM,ED0-2,THS,CY	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
I55,CFAM,ED0-2,THS,CZ	: u	: 	: 	: 	: c	: 	: bu	: 	: 	: 
I55,CFAM,ED0-2,THS,DE	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
I55,CFAM,ED0-2,THS,DK	: bc	: bc	: 	: bc	: 	: 	: c	: 	: c	: 
I55,CFAM,ED0-2,THS,EA17	6.0 u	7.4 u	7.6 u	7.0 bu	7.1 u	6.6 u	7.4 u	10.6 u	10.9 u	11.4 bu
I55,CFAM,ED0-2,THS,EA18	6.0 u	7.4 u	7.6 u	7.0 bu	7.1 u	6.6 u	7.4 u	10.6 u	10.9 u	11.4 bu
I55,CFAM,ED0-2,THS,EA19	6.0 u	7.4 u	7.6 u	7.0 bu	7.1 u	6.6 u	7.4 u	10.6 u	10.9 u	11.5 bu
I55,CFAM,ED0-2,THS,EL	: u	: u	1.8 u	1.4 bu	: u	: u	: u	1.4 u	1.8 bu	2.1 bu
I55,CFAM,ED0-2,THS,ES	: c	: u	: u	: bu	: u	: u	: u	1.8 u	2.7 bu	1.7 bu
I55,CFAM,ED0-2,THS,EU15	6.9 u	7.4 u	7.5 u	7.6 bu	7.5 u	7.6 u	7.4 u	10.5 u	11.2 u	11.7 bu
I55,CFAM,ED0-2,THS,EU27	7.3 u	8.1 u	7.7 u	7.8 bu	7.8 u	7.9 u	7.9 u	10.9 u	11.3 u	11.8 bu
I55,CFAM,ED0-2,THS,EU28	7.3 u	8.1 u	7.7 u	7.8 bu	7.8 u	7.9 u	7.9 u	11.4 u	11.8 u	11.8 bu
I55,CFAM,ED0-2,THS,FI	: u	: c	: c	: bc	: 	: 	: c	: u	: c	: bc
I55,CFAM,ED0-2,THS,FR	: c	: c	1.3 u	: bc	: 	: c	: u	: u	: c	: bc
I55,CFAM,ED0-2,THS,HR	: 	: 	: 	: 	: 	: 	: 	: bc	: c	: 
I55,CFAM,ED0-2,THS,HU	: u	: u	: u	: 	: c	: c	: 	: 	: 	: 
I55,CFAM,ED0-2,THS,IE	: bc	: c	: c	: bc	: c	: c	: 	: u	: u	: bu
I55,CFAM,ED0-2,THS,IS	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
I55,CFAM,ED0-2,THS,IT	2.0 u	2.3 u	1.7 u	1.9 bu	2.8 	2.3 u	2.6 	3.2 	3.2 	3.2 b
I55,CFAM,ED0-2,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
I55,CFAM,ED0-2,THS,LU	: 	: 	: bc	: 	: 	: c	: 	: 	: 	: 
I55,CFAM,ED0-2,THS,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
I55,CFAM,ED0-2,THS,NL	: c	: u	: u	: bc	: 	: u	: bc	: 	: u	: bu
I55,CFAM,ED0-2,THS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
I55,CFAM,ED0-2,THS,PL	: 	: c	: 	: 	: c	: c	: c	: bc	: 	: 
I55,CFAM,ED0-2,THS,PT	: c	: 	: c	: bc	: c	: u	: bc	: c	: c	: bu
I55,CFAM,ED0-2,THS,RO	: 	: 	: 	: bc	: 	: 	: c	: bc	: 	: 
I55,CFAM,ED0-2,THS,SE	: 	: 	: 	: bc	: c	: c	: c	: c	: c	: bu
I55,CFAM,ED0-2,THS,SI	: 	: c	: c	: bc	: c	: u	: u	: u	: c	: bc
I55,CFAM,ED0-2,THS,TR	1.8 u	1.8 u	1.7 u	1.0 bu	0.7 u	1.6 u	3.3 	1.8 u	0.5 u	: 
I55,CFAM,ED0-2,THS,UK	: c	: 	: 	: bc	: c	: c	: 	: 	: c	: bc
I55,CFAM,ED3_4,THS,AT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
I55,CFAM,ED3_4,THS,BE	: bc	: c	: c	: bc	: c	: 	: bc	: c	: u	: bc
I55,CFAM,ED3_4,THS,BG	: c	: c	: u	: bc	: c	: c	: 	: bc	: c	: bc
I55,CFAM,ED3_4,THS,CH	: u	: u	: u	: bu	: u	: u	: u	: bu	: c	: bc
I55,CFAM,ED3_4,THS,CY	: 	: 	: 	: bc	: c	: 	: c	: c	: bc	: 
I55,CFAM,ED3_4,THS,CZ	1.0 u	1.2 u	0.8 u	: bc	0.6 u	0.5 u	: bu	0.8 u	0.9 u	0.9 bu
I55,CFAM,ED3_4,THS,DE	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
I55,CFAM,ED3_4,THS,DK	: bc	: 	: 	: 	: c	: c	: c	: c	: 	: 
I55,CFAM,ED3_4,THS,EA17	9.9 u	13.3 	13.2 	13.2 b	11.0 	11.1 	11.6 	14.7 	12.5 u	15.1 b
I55,CFAM,ED3_4,THS,EA18	9.9 u	13.4 	13.2 	13.2 b	11.0 	11.1 	11.6 	14.7 	12.5 u	15.1 b
I55,CFAM,ED3_4,THS,EA19	9.9 u	13.4 	13.2 	13.2 b	11.1 	11.3 	11.6 	14.7 	12.5 u	15.2 bu
I55,CFAM,ED3_4,THS,EE	: 	: c	: 	: 	: 	: c	: c	: 	: 	: bc
I55,CFAM,ED3_4,THS,EL	1.9 u	2.7 u	2.4 u	3.1 bu	1.7 u	2.0 u	2.3 u	2.2 u	2.0 bu	2.9 bu
I55,CFAM,ED3_4,THS,ES	: u	: u	: u	: bu	: c	: c	: u	: c	: bu	1.9 bu
I55,CFAM,ED3_4,THS,EU15	11.9 	13.7 	13.8 	14.0 b	12.1 	11.3 	11.9 	16.6 	13.0 u	15.7 b
I55,CFAM,ED3_4,THS,EU27	14.2 u	17.1 	15.5 	15.7 b	15.0 u	14.4 u	14.3 u	20.0 	15.5 	18.1 bu
I55,CFAM,ED3_4,THS,EU28	15.0 	17.4 	16.7 	16.4 b	15.0 	14.4 u	14.3 u	21.1 	16.7 	18.1 bu
I55,CFAM,ED3_4,THS,FI	: c	: c	: c	: 	: 	: 	: 	: u	: c	: 
I55,CFAM,ED3_4,THS,FR	: u	: u	1.0 u	1.7 bu	: bu	: c	: u	: u	: u	: bu
