nace_r2,wstatus,worktime,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
H51,SAL,NRP,THS,EU15	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,NRP,THS,EU27	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,NRP,THS,EU28	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,NRP,THS,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SAL,NRP,THS,NO	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SAL,NRP,THS,UK	: c	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,SAL,PT,THS,AT	: u	: u	: u	: u	: u	: u	3.1 u	: u	3.4 u	: bu
H51,SAL,PT,THS,BE	2.3 bu	2.3 u	: u	: u	2.5 u	2.8 u	3.0 bu	2.5 u	2.1 u	2.7 bu
H51,SAL,PT,THS,BG	: 	: 	: 	: 	: 	: 	: 	: bc	: 	: 
H51,SAL,PT,THS,CH	2.7 u	2.8 u	2.3 u	1.6 u	2.3 u	3.6 u	3.1 u	3.3 bu	2.2 u	: bu
H51,SAL,PT,THS,CY	: c	: 	: 	: 	: 	: 	: c	: 	: bc	: bc
H51,SAL,PT,THS,CZ	: u	: u	: u	: c	: u	: u	: bu	0.7 u	: u	: bu
H51,SAL,PT,THS,DE	20.0 	21.6 	17.0 	19.5 	23.1 	24.3 	22.5 b	23.9 b	22.4 	17.0 b
H51,SAL,PT,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,PT,THS,EA17	59.7 	59.3 	59.7 	59.4 	62.0 	61.6 	69.1 	69.4 	62.1 	56.2 b
H51,SAL,PT,THS,EA18	59.7 	59.3 	59.7 	59.4 	62.0 	61.6 	69.1 	69.4 	62.1 	56.4 b
H51,SAL,PT,THS,EA19	59.7 	59.3 	59.7 	59.4 	62.0 	61.6 	69.1 	69.4 	62.1 	56.4 b
H51,SAL,PT,THS,EE	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 
H51,SAL,PT,THS,EL	: 	: c	: c	: u	: u	: u	: c	: c	: bu	: bu
H51,SAL,PT,THS,ES	5.6 	5.2 	6.2 	5.1 	7.3 	4.5 u	9.0 	7.8 	9.2 b	6.1 b
H51,SAL,PT,THS,EU15	71.1 	74.0 	76.3 	76.4 	74.7 	73.2 	78.8 	79.1 	72.9 	66.0 b
H51,SAL,PT,THS,EU27	72.7 	75.5 	77.8 	77.3 	76.0 	73.7 	79.5 	80.9 	74.3 	67.0 b
H51,SAL,PT,THS,EU28	72.7 	75.5 	77.8 	77.3 	76.0 	73.7 	79.5 	80.9 	74.3 	67.3 b
H51,SAL,PT,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,PT,THS,FR	13.0 	10.8 	16.6 	13.7 b	9.2 u	7.9 u	13.9 	14.3 	7.1 u	12.3 bu
H51,SAL,PT,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
H51,SAL,PT,THS,HU	: c	: c	: 	: 	: u	: c	: c	: u	: c	: bc
H51,SAL,PT,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,PT,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,PT,THS,IT	4.3 	4.7 	3.9 	4.5 	5.4 	5.5 	3.7 	4.0 	2.5 	2.7 b
H51,SAL,PT,THS,LT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SAL,PT,THS,LU	: u	: u	: bu	: c	: u	: u	: u	: u	: bu	: bu
H51,SAL,PT,THS,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: bc
H51,SAL,PT,THS,MT	0.5 u	: u	: u	: u	: u	: u	: c	: u	: c	: bu
H51,SAL,PT,THS,NL	7.8 	8.8 	9.3 	10.5 	9.8 b	11.3 	11.0 b	12.2 b	13.5 	11.0 b
H51,SAL,PT,THS,NO	0.6 	0.9 u	1.2 u	0.9 u	1.5 u	1.7 	1.1 u	1.4 u	1.2 u	1.9 bu
H51,SAL,PT,THS,PL	: c	: c	: c	: c	: c	: 	: 	: bc	: c	: 
H51,SAL,PT,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: c	: u	: bu
H51,SAL,PT,THS,RO	: 	: 	: c	: 	: 	: 	: 	: 	: 	: bc
H51,SAL,PT,THS,SE	2.1 	2.3 	2.1 	1.6 u	1.6 u	1.6 u	1.5 u	1.6 u	: u	: bu
H51,SAL,PT,THS,SI	: c	: c	: 	: 	: 	: c	: u	: u	: u	: bu
H51,SAL,PT,THS,SK	: 	: 	: 	: 	: 	: 	: bc	: c	: bc	: 
H51,SAL,PT,THS,TR	2.5 u	: c	: c	: bc	: c	: c	1.3 u	: c	1.1 u	: 
H51,SAL,PT,THS,UK	9.0 u	12.1 	13.9 	13.9 	10.3 	9.4 u	7.4 u	8.2 u	8.8 u	6.7 bu
H51,SAL,TOTAL,THS,AT	8.0 	8.3 	7.9 	7.8 	9.2 	9.3 	10.1 	8.3 	10.5 	8.2 b
H51,SAL,TOTAL,THS,BE	11.0 b	11.8 	9.8 	9.8 	9.6 	12.2 	11.2 b	12.0 	9.1 	11.3 b
H51,SAL,TOTAL,THS,BG	: u	: u	: u	: u	3.3 u	: u	: bu	: bu	: u	: bu
H51,SAL,TOTAL,THS,CH	10.7 	12.2 	8.8 	8.2 	8.2 	9.7 	9.8 	10.0 b	7.2 	5.8 bu
H51,SAL,TOTAL,THS,CY	: u	: u	: u	1.3 u	1.6 	1.1 u	1.8 	1.4 u	1.6 b	2.0 b
H51,SAL,TOTAL,THS,CZ	8.1 	6.1 	3.6 	6.9 	8.5 	6.5 	11.8 b	11.6 	9.3 	9.2 b
H51,SAL,TOTAL,THS,DE	77.6 	78.6 	75.7 	77.2 	83.3 	93.8 	85.0 b	91.7 b	87.3 	80.2 b
H51,SAL,TOTAL,THS,DK	4.9 b	4.6 b	6.1 	7.0 	6.3 	7.5 	7.3 	5.3 	4.1 	6.9 b
H51,SAL,TOTAL,THS,EA17	294.7 	297.6 	312.0 	316.9 	314.5 	333.4 	342.5 	345.2 	340.3 	351.4 b
H51,SAL,TOTAL,THS,EA18	297.1 	300.0 	313.5 	318.5 	315.7 	335.9 	345.1 	347.8 	342.4 	352.8 b
H51,SAL,TOTAL,THS,EA19	297.8 	300.4 	313.9 	319.3 	316.0 	336.2 	345.5 	348.1 	342.9 	353.3 b
H51,SAL,TOTAL,THS,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,TOTAL,THS,EL	7.6 	8.1 	9.0 	8.5 	7.2 	8.5 	8.6 	7.2 	6.4 b	6.4 b
H51,SAL,TOTAL,THS,ES	42.0 	38.0 	40.9 	44.2 	44.2 	37.9 	49.4 	53.9 	50.8 b	53.3 b
H51,SAL,TOTAL,THS,EU15	368.8 	372.2 	385.5 	391.8 	376.7 	403.1 	414.6 	411.3 	412.7 	408.5 b
H51,SAL,TOTAL,THS,EU27	411.6 	412.0 	422.7 	433.6 	416.6 	443.0 	461.3 	455.8 	455.1 	449.0 b
H51,SAL,TOTAL,THS,EU28	412.6 	412.1 	422.7 	434.7 	417.4 	443.1 	461.7 	456.5 	455.6 	450.0 b
H51,SAL,TOTAL,THS,FI	6.5 	5.2 	5.3 	5.5 	5.5 	5.0 	5.6 	6.2 	7.1 	8.9 b
H51,SAL,TOTAL,THS,FR	67.2 	72.8 	86.7 	78.7 b	73.9 	82.5 	83.5 	75.5 	68.9 	83.4 b
H51,SAL,TOTAL,THS,HR	: u	: c	: 	1.1 bu	: u	: c	: c	: c	: c	: bu
H51,SAL,TOTAL,THS,HU	4.9 	5.8 	5.4 	5.7 	3.9 u	3.0 u	7.2 	6.8 	5.2 	4.2 bu
H51,SAL,TOTAL,THS,IE	7.1 b	7.5 	10.0 	10.4 	8.8 	8.2 	7.9 	9.2 	8.3 	7.2 b
H51,SAL,TOTAL,THS,IS	3.2 	3.0 	2.1 	2.0 	2.0 	1.5 	1.8 	1.9 	2.0 	2.0 b
H51,SAL,TOTAL,THS,IT	25.8 	22.0 	23.6 	32.1 	30.3 	31.7 	32.2 	31.6 	31.4 	35.6 b
H51,SAL,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SAL,TOTAL,THS,LU	2.3 	2.3 	2.3 b	2.4 	2.2 	2.1 	2.6 	2.6 	2.4 b	3.2 b
H51,SAL,TOTAL,THS,LV	2.4 	2.4 	1.5 u	1.5 u	: u	2.6 u	2.6 u	2.5 u	2.1 u	1.5 bu
H51,SAL,TOTAL,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
H51,SAL,TOTAL,THS,MK	: c	: c	: c	: c	: c	: c	0.6 u	: 	: 	: 
H51,SAL,TOTAL,THS,MT	1.6 	1.5 	1.6 	1.7 	1.1 	1.2 	1.6 	1.6 	1.2 	1.4 b
H51,SAL,TOTAL,THS,NL	24.3 	24.1 	24.7 	25.6 	26.4 b	30.5 	33.0 b	33.3 b	36.3 	34.0 b
H51,SAL,TOTAL,THS,NO	5.5 	6.4 	6.9 	7.4 	8.6 	8.7 	6.5 	6.7 	7.4 	7.9 b
H51,SAL,TOTAL,THS,PL	13.4 u	9.7 u	9.9 u	11.8 u	7.6 u	9.7 u	7.6 u	6.4 bu	5.4 u	5.8 bu
H51,SAL,TOTAL,THS,PT	11.2 	12.9 	10.2 	8.7 	7.6 	7.0 	6.7 b	6.9 	13.5 	10.5 b
H51,SAL,TOTAL,THS,RO	6.5 u	7.0 u	8.0 u	: u	8.9 u	10.2 u	8.5 u	7.2 bu	8.7 u	7.7 bu
H51,SAL,TOTAL,THS,SE	7.8 	8.1 	6.5 	5.9 	6.4 	6.7 	6.1 	7.0 	7.5 	7.9 b
H51,SAL,TOTAL,THS,SI	: u	0.8 u	0.8 u	0.5 u	1.5 u	1.2 u	1.5 u	1.8 u	1.9 u	1.6 bu
H51,SAL,TOTAL,THS,SK	: u	2.5 u	2.4 u	2.3 u	: u	: u	: bu	: u	2.3 bu	2.8 bu
H51,SAL,TOTAL,THS,TR	37.7 	35.9 	29.8 	22.0 b	40.7 	23.2 	22.8 	21.3 	26.2 	: 
H51,SAL,TOTAL,THS,UK	65.5 	68.0 	66.9 	68.0 	55.8 	60.2 	65.3 	60.6 	69.0 	51.5 b
H51,SELF,FT,THS,AT	: 	: 	: 	: c	: u	: 	: u	: u	: u	: bu
H51,SELF,FT,THS,BE	: bu	: u	: c	: 	: c	: c	: bc	: 	: c	: bc
H51,SELF,FT,THS,CH	: 	: 	: 	: c	: 	: c	: c	: bc	: 	: 
H51,SELF,FT,THS,CZ	: 	: 	: c	: c	: 	: 	: bu	: u	: 	: bc
H51,SELF,FT,THS,DE	: u	: u	: u	: u	: u	: u	: bu	: bu	: c	: bu
H51,SELF,FT,THS,DK	: bc	: 	: 	: 	: 	: 	: 	: 	: 	: bc
H51,SELF,FT,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,EL	: 	: c	: c	: c	: c	: 	: 	: 	: bc	: bc
H51,SELF,FT,THS,ES	: 	: 	: c	: 	: 	: u	: c	: 	: 	: 
H51,SELF,FT,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,FI	: c	: 	: 	: c	: u	: u	: 	: 	: 	: 
H51,SELF,FT,THS,FR	: 	: 	: 	: 	: u	: u	: u	: c	: 	: 
H51,SELF,FT,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,SELF,FT,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,FT,THS,IS	: c	: c	: c	: 	: c	: c	: c	: 	: 	: 
H51,SELF,FT,THS,IT	: 	: 	: 	: 	: 	: u	: u	: c	: u	: bu
H51,SELF,FT,THS,LT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,FT,THS,LU	: 	: u	: 	: 	: 	: c	: 	: 	: bc	: 
H51,SELF,FT,THS,ME	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,FT,THS,MT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,FT,THS,NL	: c	: c	: 	: c	: bu	: 	: bc	: bu	: u	: bu
H51,SELF,FT,THS,PL	: c	: c	: 	: 	: c	: 	: c	: bc	: 	: 
H51,SELF,FT,THS,PT	: 	: 	: 	: 	: c	: c	: 	: c	: 	: 
H51,SELF,FT,THS,RO	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 
H51,SELF,FT,THS,SE	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 
H51,SELF,FT,THS,SI	: 	: 	: 	: 	: 	: c	: u	: c	: c	: 
H51,SELF,FT,THS,SK	: c	: c	: c	: 	: c	: c	: 	: 	: 	: 
H51,SELF,FT,THS,TR	: 	: 	: c	: 	0.5 u	: c	1.3 u	: c	: 	: 
H51,SELF,FT,THS,UK	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bc
H51,SELF,NRP,THS,EA17	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,NRP,THS,EA18	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,NRP,THS,EA19	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,NRP,THS,EU15	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,NRP,THS,EU27	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,NRP,THS,EU28	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,NRP,THS,LU	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,PT,THS,AT	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
H51,SELF,PT,THS,BE	: bc	: c	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,PT,THS,CH	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
H51,SELF,PT,THS,DE	: c	: 	: c	: c	: c	: c	: bu	: bu	: u	: bc
H51,SELF,PT,THS,DK	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,PT,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
H51,SELF,PT,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
H51,SELF,PT,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
H51,SELF,PT,THS,ES	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
H51,SELF,PT,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,PT,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,PT,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,PT,THS,FI	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
H51,SELF,PT,THS,FR	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
H51,SELF,PT,THS,IE	: 	: c	: u	: c	: 	: u	: 	: c	: u	: 
H51,SELF,PT,THS,IT	: c	: c	: u	: 	: c	: c	: c	: c	: c	: 
H51,SELF,PT,THS,LU	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,PT,THS,MT	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,PT,THS,NL	: u	: u	: c	: u	: bc	: 	: 	: bc	: c	: bc
H51,SELF,PT,THS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,SELF,PT,THS,PL	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,PT,THS,RO	: 	: 	: 	: 	: 	: 	: c	: bc	: 	: 
H51,SELF,PT,THS,SE	: 	: 	: 	: 	: 	: 	: 	: u	: c	: 
H51,SELF,PT,THS,UK	: 	: c	: c	: c	: u	: c	: c	: u	: u	: bc
H51,SELF,TOTAL,THS,AT	: 	: 	: 	: u	: u	: 	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,BE	: bu	: u	: c	: 	: c	: c	: bc	: 	: c	: bc
H51,SELF,TOTAL,THS,CH	: 	: 	: c	: c	: 	: c	: c	: bc	: 	: 
H51,SELF,TOTAL,THS,CZ	: 	: 	: c	: c	: 	: 	: bu	: u	: 	: bc
H51,SELF,TOTAL,THS,DE	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
H51,SELF,TOTAL,THS,DK	: bc	: 	: 	: 	: c	: 	: 	: 	: 	: bc
H51,SELF,TOTAL,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,EL	: 	: c	: c	: c	: c	: 	: 	: 	: bc	: bc
H51,SELF,TOTAL,THS,ES	: 	: 	: c	: 	: 	: u	: c	: c	: 	: 
H51,SELF,TOTAL,THS,EU15	5.0 u	: u	: u	5.8 u	5.3 u	6.1 u	: u	5.6 u	: u	: bu
H51,SELF,TOTAL,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,FI	: c	: 	: 	: c	: u	: u	: c	: 	: 	: 
H51,SELF,TOTAL,THS,FR	: 	: 	: 	: 	: u	: u	: u	: c	: 	: 
H51,SELF,TOTAL,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,SELF,TOTAL,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,IS	: c	: c	: c	: 	: c	: c	: c	: 	: 	: 
H51,SELF,TOTAL,THS,IT	: c	: c	: u	: 	: c	: u	: u	: u	: u	: bu
H51,SELF,TOTAL,THS,LT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,TOTAL,THS,LU	: 	: u	: 	: 	: c	: c	: 	: c	: bc	: 
H51,SELF,TOTAL,THS,ME	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
H51,SELF,TOTAL,THS,MT	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
H51,SELF,TOTAL,THS,NL	: u	: u	: c	: u	: bu	: 	: bc	: bu	: u	: bu
H51,SELF,TOTAL,THS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
H51,SELF,TOTAL,THS,PL	: c	: c	: 	: 	: c	: 	: c	: bc	: 	: 
H51,SELF,TOTAL,THS,PT	: 	: 	: 	: 	: c	: c	: 	: c	: 	: 
H51,SELF,TOTAL,THS,RO	: 	: 	: 	: c	: 	: 	: c	: bc	: 	: 
H51,SELF,TOTAL,THS,SE	: 	: 	: 	: u	: u	: u	: u	: u	: c	: 
H51,SELF,TOTAL,THS,SI	: 	: 	: 	: 	: 	: c	: u	: c	: c	: 
H51,SELF,TOTAL,THS,SK	: c	: c	: c	: 	: c	: c	: 	: 	: 	: 
H51,SELF,TOTAL,THS,TR	: 	: 	: c	: 	0.5 u	: c	1.3 u	: c	: 	: 
H51,SELF,TOTAL,THS,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
I,CFAM,FT,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,CFAM,FT,THS,BE	2.3 bu	3.2 u	3.0 u	3.0 u	2.5 u	2.9 u	3.7 bu	4.9 u	6.2 	4.3 bu
I,CFAM,FT,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
I,CFAM,FT,THS,CH	2.1 u	1.2 u	1.5 u	1.6 u	1.5 u	1.4 u	1.6 u	1.0 bu	: u	: bu
I,CFAM,FT,THS,CY	: u	: u	: u	: u	: u	: u	: u	0.6 u	: bu	: bu
I,CFAM,FT,THS,CZ	1.9 u	3.2 	3.4 	1.4 u	2.3 u	1.5 u	2.2 bu	2.5 u	2.4 u	2.3 bu
I,CFAM,FT,THS,DE	6.0 	7.4 	7.0 	7.8 	5.9 	7.7 	8.6 b	8.1 b	10.9 	16.6 b
I,CFAM,FT,THS,DK	: bu	: bc	: c	: c	: u	: u	: u	: u	: c	: 
I,CFAM,FT,THS,EA17	88.3 	99.4 	93.8 	101.2 	87.8 	90.2 	110.0 	124.3 	128.2 	143.2 b
I,CFAM,FT,THS,EA18	88.3 	99.4 	93.8 	101.2 	87.8 	90.2 	110.0 	124.3 	128.2 	143.2 b
I,CFAM,FT,THS,EA19	88.3 	99.4 	93.8 	101.2 	87.9 	90.2 	110.0 	124.5 	128.4 	143.9 b
I,CFAM,FT,THS,EE	: c	: 	: 	: c	: 	: 	: 	: 	: 	: 
I,CFAM,FT,THS,EL	22.2 	24.2 	22.9 	21.4 	18.8 	21.0 	28.1 	29.7 	30.3 b	35.0 b
I,CFAM,FT,THS,ES	7.2 	9.4 	9.4 	11.6 	9.3 	9.1 	11.3 	15.4 	15.8 b	18.0 b
I,CFAM,FT,THS,EU15	91.2 	99.6 	93.6 	101.5 	88.0 	91.0 	111.0 	124.2 	128.8 	143.6 b
I,CFAM,FT,THS,EU27	101.0 	109.2 	101.4 	108.4 	96.1 	99.9 	121.9 	135.4 	139.0 	153.0 b
I,CFAM,FT,THS,EU28	101.4 	109.3 	102.0 	108.7 	96.1 	100.4 	122.0 	137.1 	140.7 	153.3 b
I,CFAM,FT,THS,FI	: u	: u	: c	: c	: 	: c	: c	: c	: c	: bc
I,CFAM,FT,THS,FR	6.7 u	7.7 u	8.2 u	9.9 bu	9.3 u	5.9 u	7.2 u	12.3 	12.9 u	16.5 b
I,CFAM,FT,THS,HR	: u	: c	: u	: bc	: c	: u	: c	1.7 u	1.7 u	: bc
I,CFAM,FT,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,CFAM,FT,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,CFAM,FT,THS,IT	37.5 	40.5 	37.3 	41.1 	37.3 	35.9 	43.3 	44.8 	43.4 	44.5 b
I,CFAM,FT,THS,LT	: 	: c	: 	: 	: c	: c	: c	: u	: u	: bu
I,CFAM,FT,THS,LU	: u	: c	: bu	: 	: 	: c	: 	: c	: 	: 
I,CFAM,FT,THS,ME	: u	: 	: c	: 	: c	: c	: 	: 	: 	: 
I,CFAM,FT,THS,MK	: u	: c	: u	0.5 u	0.5 u	: c	: u	: 	: 	: 
I,CFAM,FT,THS,NL	: u	1.8 u	1.8 u	1.8 u	: bu	1.8 u	1.9 bu	: bu	: u	1.7 bu
I,CFAM,FT,THS,NO	: 	: c	: c	: c	: c	: c	: c	: 	: c	: bc
I,CFAM,FT,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I,CFAM,FT,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I,CFAM,FT,THS,RO	: c	: u	: 	: u	: u	: c	: c	: 	: 	: bc
I,CFAM,FT,THS,SE	: c	: u	: u	: u	: u	: c	: u	: u	: c	: bu
I,CFAM,FT,THS,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,CFAM,FT,THS,SK	: c	: u	: u	: c	: c	: 	: 	: u	: bu	: bc
I,CFAM,FT,THS,TR	57.0 	62.6 	52.1 	58.1 b	46.9 	48.4 	44.9 	46.7 	47.0 	: 
I,CFAM,FT,THS,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,CFAM,NRP,THS,CH	: 	: 	: 	: 	: 	: 	: c	: bc	: 	: bc
I,CFAM,NRP,THS,EA17	: c	: 	: c	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,EA18	: c	: 	: c	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,EA19	: c	: 	: c	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,EU15	: c	: 	: c	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,EU27	: c	: 	: c	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,EU28	: c	: 	: c	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,FI	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 
I,CFAM,NRP,THS,LU	: c	: 	: bc	: 	: 	: 	: 	: 	: 	: 
I,CFAM,NRP,THS,NO	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
I,CFAM,PT,THS,AT	3.3 u	4.4 u	3.8 u	4.9 u	4.1 u	5.5 u	4.0 u	4.6 u	4.0 u	6.1 b
I,CFAM,PT,THS,BE	: bu	: u	2.3 u	: u	: u	: u	: bu	: u	: u	: bu
I,CFAM,PT,THS,BG	: c	: c	: c	: c	: c	: c	: bc	: bc	: u	: bu
I,CFAM,PT,THS,CH	5.1 	5.0 u	3.0 u	3.7 u	4.4 u	4.0 u	3.3 u	3.1 bu	2.9 u	2.3 bu
I,CFAM,PT,THS,CY	: u	: u	: u	0.7 u	0.7 u	0.8 u	0.7 u	: u	0.5 bu	: bu
I,CFAM,PT,THS,CZ	0.7 u	1.0 u	1.0 u	: u	1.1 u	0.6 u	0.8 bu	0.5 u	0.6 u	: bu
I,CFAM,PT,THS,DE	14.1 	13.7 	12.5 	14.2 	16.9 	15.2 	17.1 b	16.3 b	17.7 	28.4 b
I,CFAM,PT,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bc
I,CFAM,PT,THS,EA17	54.2 	54.2 	53.5 	54.7 	60.9 	66.8 	66.9 	69.1 	71.5 	83.7 b
I,CFAM,PT,THS,EA18	54.2 	54.2 	53.5 	54.7 	61.0 	66.8 	66.9 	69.1 	71.5 	83.7 b
I,CFAM,PT,THS,EA19	54.2 	54.2 	53.5 	54.7 	61.1 	66.9 	66.9 	69.1 	71.6 	83.9 b
I,CFAM,PT,THS,EE	: 	: c	: 	: 	: c	: u	: c	: 	: 	: bc
I,CFAM,PT,THS,EL	5.3 	3.8 	4.8 	3.3 u	3.4 u	3.3 u	4.6 	4.6 	3.8 b	4.2 b
I,CFAM,PT,THS,ES	8.7 	8.1 	8.7 	9.6 	10.2 	13.3 	14.1 	19.8 	20.5 b	21.3 b
I,CFAM,PT,THS,EU15	61.0 	60.7 	63.0 	60.0 	66.0 	70.9 	74.4 	73.6 	74.9 	88.6 b
I,CFAM,PT,THS,EU27	64.4 	65.9 	66.9 	63.2 	69.8 	75.1 	78.3 	78.5 	80.6 	91.5 b
I,CFAM,PT,THS,EU28	65.0 	66.6 	69.2 	64.3 	69.8 	75.1 	78.4 	78.6 	80.6 	91.7 b
I,CFAM,PT,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I,CFAM,PT,THS,FR	3.9 u	3.5 u	1.1 u	1.4 bu	2.0 u	: u	: u	: u	: u	: bu
I,CFAM,PT,THS,HR	: c	: u	2.3 u	1.1 bu	: 	: c	: c	: c	: 	: bc
I,CFAM,PT,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: c	: bc
I,CFAM,PT,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
