worktime,wstatus,sex,nace_r2,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
FT,SAL,M,H51,THS,DK	3.0 bu	3.0 bu	3.9 u	3.8 u	4.2 	4.9 	4.6 	3.4 u	2.9 u	4.4 b
FT,SAL,M,H51,THS,EA17	153.0 	158.1 	163.4 	161.9 	171.9 	179.7 	179.7 	177.8 	181.0 	189.9 b
FT,SAL,M,H51,THS,EA18	154.5 	159.3 	164.2 	163.0 	172.8 	181.4 	181.1 	179.3 	182.4 	190.7 b
FT,SAL,M,H51,THS,EA19	154.7 	159.4 	164.4 	163.6 	172.9 	181.6 	181.3 	179.5 	182.6 	190.9 b
FT,SAL,M,H51,THS,EE	: u	: u	: u	: 	: c	: u	: c	: c	: u	: bu
FT,SAL,M,H51,THS,EL	3.7 	4.2 	5.2 	5.2 	4.7 	5.3 	5.4 	4.8 	3.9 b	3.4 bu
FT,SAL,M,H51,THS,ES	22.5 	19.8 	21.0 	22.4 	25.4 	19.7 	26.1 	26.9 	22.9 b	28.8 b
FT,SAL,M,H51,THS,EU15	193.7 	196.5 	202.7 	201.9 	207.6 	219.2 	222.1 	214.1 	222.4 	218.4 b
FT,SAL,M,H51,THS,EU27	219.7 	220.5 	224.1 	227.6 	234.0 	244.3 	255.2 	242.9 	249.0 	241.9 b
FT,SAL,M,H51,THS,EU28	219.9 	220.7 	224.1 	228.1 	234.3 	244.4 	255.7 	243.7 	249.5 	242.4 b
FT,SAL,M,H51,THS,FI	3.4 u	2.3 u	: u	2.8 u	3.2 u	: u	2.3 u	3.6 u	4.0 u	4.8 b
FT,SAL,M,H51,THS,FR	38.5 	44.7 	46.3 	39.1 b	46.5 	51.3 	43.2 	36.1 	43.5 	45.3 b
FT,SAL,M,H51,THS,HR	: c	: c	: 	: bu	: c	: c	: c	: c	: c	: bc
FT,SAL,M,H51,THS,HU	3.2 u	3.3 u	: u	3.6 u	2.8 u	: u	5.1 	4.2 u	2.9 u	: bu
FT,SAL,M,H51,THS,IE	4.0 b	4.1 	5.6 	6.4 	4.9 	3.9 	4.0 	4.7 	4.8 	3.6 b
FT,SAL,M,H51,THS,IS	1.6 	1.5 	1.0 	1.4 	1.3 	0.8 	0.8 	1.0 	1.3 	1.2 b
FT,SAL,M,H51,THS,IT	15.0 	12.5 	14.2 	17.1 	16.3 	18.6 	21.2 	21.7 	19.8 	21.7 b
FT,SAL,M,H51,THS,LT	: c	: c	: c	: u	: c	: u	: u	: u	: c	: bu
FT,SAL,M,H51,THS,LU	1.6 	1.7 	1.7 b	1.9 	1.3 	1.6 	1.7 	2.1 	1.8 b	2.3 b
FT,SAL,M,H51,THS,LV	1.6 u	1.3 u	: u	: u	: u	1.6 u	: u	: u	: u	: bu
FT,SAL,M,H51,THS,ME	: u	: u	: u	: u	: c	: c	: u	: 	: 	: 
FT,SAL,M,H51,THS,MK	: c	: 	: 	: 	: c	: c	0.5 u	: 	: 	: 
FT,SAL,M,H51,THS,MT	0.7 u	0.9 	1.0 	0.8 u	0.6 u	0.8 u	1.2 	1.1 	1.0 	1.1 b
FT,SAL,M,H51,THS,NL	13.2 	12.5 	12.6 	11.8 	13.1 b	16.0 	18.2 b	16.2 b	18.1 	17.1 b
FT,SAL,M,H51,THS,NO	3.5 	3.7 	3.5 	4.8 	5.2 	4.9 	3.0 	3.1 	3.7 	4.0 b
FT,SAL,M,H51,THS,PL	7.9 u	5.3 u	6.3 u	7.2 u	5.2 u	5.9 u	5.5 u	: bu	: u	: bu
FT,SAL,M,H51,THS,PT	: u	5.6 	5.7 	5.6 	: u	4.7 	4.8 b	: u	7.3 	5.6 b
FT,SAL,M,H51,THS,RO	: u	: u	: u	: u	: u	: u	6.8 u	: bu	: u	: bu
FT,SAL,M,H51,THS,SE	3.2 	3.8 	2.6 	2.5 	2.8 	3.6 	3.2 	3.1 	3.6 	3.4 bu
FT,SAL,M,H51,THS,SI	: u	: u	: u	: u	1.2 u	0.7 u	1.1 u	1.2 u	1.3 u	1.2 bu
FT,SAL,M,H51,THS,SK	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
FT,SAL,M,H51,THS,TR	22.6 	20.2 	17.7 	12.9 b	30.0 	16.8 	15.5 	14.3 	14.8 	: 
FT,SAL,M,H51,THS,UK	36.6 	35.2 	36.0 	36.5 	32.6 	33.9 	38.8 	34.1 	40.0 	26.2 b
FT,SAL,M,I,THS,AT	59.8 	57.8 	51.2 	53.0 	55.4 	59.1 	57.0 	57.4 	54.5 	51.3 b
FT,SAL,M,I,THS,BE	31.8 b	34.5 	32.2 	36.2 	28.5 	32.1 	32.4 b	30.0 	30.0 	32.4 b
FT,SAL,M,I,THS,BG	57.2 	51.2 	52.1 	50.2 	43.3 	46.0 	48.8 b	50.5 b	47.7 	47.2 b
FT,SAL,M,I,THS,CH	53.4 	45.1 	52.5 	50.1 	50.5 	46.6 	49.7 	51.4 b	42.0 	45.5 b
FT,SAL,M,I,THS,CY	13.1 	12.2 	11.2 	9.5 	10.1 	10.3 	8.8 	9.6 	9.3 b	9.1 b
FT,SAL,M,I,THS,CZ	53.4 	54.3 	58.5 	55.8 	51.4 	50.2 	56.1 b	56.0 	57.0 	57.4 b
FT,SAL,M,I,THS,DE	352.6 	353.5 	323.9 	329.6 	321.1 	319.6 	308.6 b	306.8 b	316.0 	303.6 b
FT,SAL,M,I,THS,DK	25.2 b	24.6 b	23.2 	21.3 	18.9 	18.0 	15.8 	15.9 	15.9 	16.2 b
FT,SAL,M,I,THS,EA17	1927.9 	1877.5 	1771.7 	1670.2 	1627.9 	1685.9 	1672.0 	1672.8 	1682.2 	1675.3 b
FT,SAL,M,I,THS,EA18	1934.6 	1883.4 	1779.6 	1677.2 	1631.8 	1692.1 	1677.2 	1677.5 	1685.9 	1679.3 b
FT,SAL,M,I,THS,EA19	1941.6 	1888.7 	1785.4 	1682.6 	1637.7 	1696.8 	1681.9 	1682.1 	1689.4 	1682.8 b
FT,SAL,M,I,THS,EE	5.8 	4.4 	3.6 	5.1 	4.9 	3.0 	3.2 	3.9 	3.0 u	3.8 b
FT,SAL,M,I,THS,EL	93.2 	90.4 	89.5 	79.0 	66.0 	73.1 	76.0 	75.5 	83.9 b	85.6 b
FT,SAL,M,I,THS,ES	449.3 	440.7 	404.0 	366.5 	337.6 	371.3 	376.0 	377.4 	388.2 b	393.5 b
FT,SAL,M,I,THS,EU15	2386.4 	2340.7 	2215.0 	2095.6 	2015.6 	2035.1 	2027.3 	2023.1 	2014.5 	1975.8 b
FT,SAL,M,I,THS,EU27	2804.5 	2764.5 	2617.7 	2468.5 	2375.1 	2387.3 	2383.8 	2381.2 	2363.2 	2321.9 b
FT,SAL,M,I,THS,EU28	2844.8 	2794.9 	2648.4 	2500.8 	2407.9 	2422.8 	2418.7 	2414.9 	2391.9 	2355.9 b
FT,SAL,M,I,THS,FI	14.0 	13.3 	11.6 	14.3 	15.2 	13.8 	13.9 	13.6 	12.6 	12.2 b
FT,SAL,M,I,THS,FR	318.9 	323.5 	319.5 	290.6 b	315.2 	313.0 	310.7 	308.5 	300.4 	278.6 b
FT,SAL,M,I,THS,HR	40.4 	30.4 	30.7 	32.4 b	32.8 	35.5 	34.9 	33.7 	28.7 	34.0 b
FT,SAL,M,I,THS,HU	68.0 	76.0 	65.3 	54.6 	52.6 	49.0 	45.5 	46.6 	48.7 	54.2 b
FT,SAL,M,I,THS,IE	47.3 b	43.1 	41.2 	40.6 	38.5 	34.1 	31.5 	34.7 	37.7 	38.1 b
FT,SAL,M,I,THS,IS	3.6 	3.1 	2.4 	2.6 	1.9 	1.7 	1.7 	1.9 	1.9 	1.8 b
FT,SAL,M,I,THS,IT	347.9 	329.6 	315.1 	276.6 	267.5 	291.3 	287.7 	287.9 	279.4 	291.6 b
FT,SAL,M,I,THS,LT	7.0 u	5.3 u	5.8 u	5.4 u	5.9 u	4.7 u	4.7 u	4.6 u	: u	: bu
FT,SAL,M,I,THS,LU	2.5 	3.9 	4.3 b	3.8 	2.9 	3.7 	3.4 	2.2 	2.6 b	2.1 b
FT,SAL,M,I,THS,LV	6.7 	5.9 	7.9 	7.0 	3.9 	6.3 	5.2 	4.7 	3.7 	4.0 b
FT,SAL,M,I,THS,ME	9.8 	9.0 	7.3 	7.4 	8.2 	6.8 	6.2 	: 	: 	: 
FT,SAL,M,I,THS,MK	15.9 	13.6 	13.6 	11.5 	12.4 	12.2 	12.6 	: 	: 	: 
FT,SAL,M,I,THS,MT	6.6 	7.6 	6.6 	6.6 	7.6 	6.9 	6.4 	6.5 	6.5 	5.9 b
FT,SAL,M,I,THS,NL	52.9 	44.4 	45.3 	46.1 	43.4 b	47.8 	49.7 b	46.2 b	47.0 	50.5 b
FT,SAL,M,I,THS,NO	20.0 	16.1 	16.4 	16.9 	14.7 	15.6 	15.4 	16.3 	14.1 	13.1 b
FT,SAL,M,I,THS,PL	82.4 	86.3 	77.8 	74.3 	76.7 	75.9 	74.6 	70.3 b	70.7 	68.7 b
FT,SAL,M,I,THS,PT	87.6 	75.5 	66.0 	67.8 	72.1 	67.2 	66.3 b	69.1 	67.8 	72.1 b
FT,SAL,M,I,THS,RO	73.3 	77.5 	67.6 	59.5 	61.2 	60.6 	63.0 	61.7 b	55.2 	47.3 b
FT,SAL,M,I,THS,SE	42.6 	42.0 	40.6 	37.5 	32.7 	29.8 	30.0 	31.3 	29.7 	28.3 b
FT,SAL,M,I,THS,SI	10.1 	9.2 	13.2 	10.0 	8.5 	9.5 	11.4 	13.6 	11.3 	12.4 b
FT,SAL,M,I,THS,SK	34.5 	33.8 	33.2 	34.8 	33.4 	30.0 	28.8 b	30.0 	31.9 b	32.9 b
FT,SAL,M,I,THS,TR	831.6 	819.4 	828.9 	766.3 b	741.5 	697.7 	671.8 	646.6 	623.2 	: 
FT,SAL,M,I,THS,UK	460.7 	463.9 	447.3 	432.6 	400.7 	361.2 	368.2 	366.8 	348.9 	319.9 b
FT,SAL,M,I55,THS,AT	19.6 	19.4 	17.2 	18.5 	20.9 	19.3 	18.1 	20.3 	21.1 	22.6 b
FT,SAL,M,I55,THS,BE	6.3 b	8.9 	6.7 	8.6 	6.8 	8.9 	6.9 b	6.1 	7.7 	7.5 b
FT,SAL,M,I55,THS,BG	14.9 	14.6 	14.0 	13.0 	11.4 	13.5 	12.1 b	12.7 b	12.2 	12.9 b
FT,SAL,M,I55,THS,CH	17.8 	18.2 	19.8 	16.9 	18.2 	15.9 	17.0 	16.7 b	15.4 	17.2 b
FT,SAL,M,I55,THS,CY	5.4 	5.6 	4.9 	4.4 	4.6 	4.8 	4.4 	4.2 	4.5 b	5.2 b
FT,SAL,M,I55,THS,CZ	13.1 	14.4 	15.2 	13.3 	12.1 	13.0 	13.2 b	12.7 	14.8 	16.2 b
FT,SAL,M,I55,THS,DE	110.8 	116.8 	104.6 	114.6 	111.1 	99.1 	96.5 b	91.7 b	103.7 	83.1 b
FT,SAL,M,I55,THS,DK	4.9 b	4.7 b	4.8 	4.2 	4.8 	4.6 	4.6 	4.0 	5.4 	5.2 b
FT,SAL,M,I55,THS,EA17	561.6 	579.9 	533.7 	496.6 	479.9 	491.4 	498.2 	489.8 	509.8 	515.9 b
FT,SAL,M,I55,THS,EA18	563.4 	581.0 	534.2 	497.3 	480.6 	492.4 	499.3 	491.2 	510.4 	516.4 b
FT,SAL,M,I55,THS,EA19	565.3 	581.9 	535.4 	499.0 	482.7 	493.9 	500.4 	492.0 	510.9 	517.4 b
FT,SAL,M,I55,THS,EE	2.1 u	: u	: u	2.3 u	2.2 u	1.2 u	: u	1.9 u	1.7 u	: bu
FT,SAL,M,I55,THS,EL	27.5 	25.9 	27.5 	25.8 	19.9 	24.1 	19.9 	17.8 	21.5 b	24.4 b
FT,SAL,M,I55,THS,ES	144.6 	150.5 	133.1 	113.2 	107.2 	124.2 	131.1 	124.4 	117.3 b	124.8 b
FT,SAL,M,I55,THS,EU15	650.4 	686.5 	644.0 	599.4 	570.2 	577.8 	585.4 	583.6 	592.4 	594.1 b
FT,SAL,M,I55,THS,EU27	755.7 	803.0 	756.8 	702.7 	670.6 	681.4 	686.6 	682.0 	693.8 	700.1 b
FT,SAL,M,I55,THS,EU28	769.6 	813.1 	769.6 	716.3 	682.4 	696.5 	700.7 	694.4 	703.5 	712.7 b
FT,SAL,M,I55,THS,FI	3.1 u	2.3 u	2.7 u	3.1 u	2.5 u	2.9 u	3.3 u	3.4 u	2.9 u	3.6 bu
FT,SAL,M,I55,THS,FR	75.4 	90.9 	80.4 	64.7 b	60.5 	65.7 	73.8 	74.0 	76.8 	89.5 b
FT,SAL,M,I55,THS,HR	13.9 	10.1 	12.8 	13.6 b	11.8 	15.1 	14.1 	12.4 	9.7 u	12.6 b
FT,SAL,M,I55,THS,HU	12.3 	16.6 	15.1 	11.5 	12.0 	13.7 	12.4 	12.3 	11.2 	14.1 b
FT,SAL,M,I55,THS,IE	15.5 b	14.0 	15.4 	16.2 	15.6 	14.5 	11.7 	14.2 	15.0 	15.3 b
FT,SAL,M,I55,THS,IS	1.2 	1.0 	0.8 	0.9 	0.7 	0.7 	0.6 	0.9 	0.8 	: bu
FT,SAL,M,I55,THS,IT	93.3 	88.9 	85.1 	73.6 	75.0 	74.3 	74.2 	75.4 	81.4 	83.3 b
FT,SAL,M,I55,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,SAL,M,I55,THS,LU	: u	0.8 u	1.6 b	1.2 	0.7 u	0.6 u	1.1 	0.5 u	0.7 bu	0.8 bu
FT,SAL,M,I55,THS,LV	1.7 u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,SAL,M,I55,THS,ME	3.6 	3.8 	2.9 	2.6 	3.3 	2.7 	2.1 	: 	: 	: 
FT,SAL,M,I55,THS,MK	3.4 	3.2 	2.3 	2.4 	2.3 	2.3 	2.4 	: 	: 	: 
FT,SAL,M,I55,THS,MT	3.9 	3.9 	3.4 	3.6 	4.9 	4.5 	4.2 	4.5 	4.8 	4.0 b
FT,SAL,M,I55,THS,NL	15.4 	13.1 	12.9 	11.7 	13.8 b	14.7 	18.0 b	13.9 b	13.8 	14.4 b
FT,SAL,M,I55,THS,NO	7.6 	4.9 	4.1 	5.5 	6.1 	6.4 	4.0 	5.1 	5.8 	5.5 b
FT,SAL,M,I55,THS,PL	24.1 	29.5 	28.4 	23.8 	24.7 	24.4 	22.3 	17.8 b	21.6 	23.8 b
FT,SAL,M,I55,THS,PT	26.8 	24.5 	22.1 	22.3 	21.5 	20.1 	21.4 b	23.8 	23.2 	22.5 b
FT,SAL,M,I55,THS,RO	14.2 	15.3 	13.9 	16.3 	12.8 	13.4 	16.6 	16.4 b	15.7 	13.3 b
FT,SAL,M,I55,THS,SE	8.7 	10.1 	10.3 	8.0 	7.5 	7.5 	7.4 	8.0 	6.7 	7.3 b
FT,SAL,M,I55,THS,SI	2.3 u	2.6 u	5.4 	3.6 u	2.4 u	3.5 u	4.1 	4.7 	3.5 u	3.4 bu
FT,SAL,M,I55,THS,SK	9.1 	11.0 	10.2 	9.3 	10.3 	8.9 	8.4 b	9.0 	10.2 b	10.4 b
FT,SAL,M,I55,THS,TR	186.6 	170.8 	201.5 	175.5 b	181.0 	168.3 	149.6 	140.8 	132.0 	: 
FT,SAL,M,I55,THS,UK	98.2 	115.9 	119.7 	113.8 	102.4 	97.4 	97.4 	106.1 	95.3 	89.9 b
FT,SAL,M,N79,THS,AT	4.5 u	4.1 u	5.1 u	4.8 u	5.8 u	4.5 u	: u	4.1 u	5.9 u	5.1 bu
FT,SAL,M,N79,THS,BE	: bu	: u	2.8 u	2.8 u	3.4 u	3.3 u	2.3 bu	4.2 u	: u	3.7 bu
FT,SAL,M,N79,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
FT,SAL,M,N79,THS,CH	2.9 u	3.9 u	5.6 	5.4 	3.3 u	2.6 u	4.0 u	4.5 bu	4.6 u	3.6 bu
FT,SAL,M,N79,THS,CY	0.5 u	: u	: u	: u	: u	: u	: u	: u	: bu	0.5 bu
FT,SAL,M,N79,THS,CZ	2.8 u	1.6 u	1.8 u	2.5 u	3.2 	2.1 u	1.3 bu	1.6 u	3.2 	1.5 bu
FT,SAL,M,N79,THS,DE	37.2 	37.0 	33.9 	34.4 	31.9 	29.2 	30.5 b	29.8 b	30.7 	33.6 b
FT,SAL,M,N79,THS,DK	: bu	: bu	: u	2.6 u	: u	: u	2.2 u	2.3 u	2.1 u	: bu
FT,SAL,M,N79,THS,EA17	95.7 	91.4 	94.6 	91.1 	84.3 	82.6 	70.1 	88.4 	89.0 	89.9 b
FT,SAL,M,N79,THS,EA18	96.2 	91.6 	94.9 	91.4 	84.4 	82.7 	70.1 	88.4 	89.7 	90.6 b
FT,SAL,M,N79,THS,EA19	96.8 	92.1 	95.6 	91.9 	84.9 	83.0 	70.6 	88.9 	90.0 	90.7 b
FT,SAL,M,N79,THS,EE	: c	: u	: u	: u	: u	: u	: u	: 	: 	: bc
FT,SAL,M,N79,THS,EL	7.1 	6.7 	6.3 	7.8 	2.9 u	3.3 u	3.4 u	3.5 	3.8 b	6.0 b
FT,SAL,M,N79,THS,ES	14.9 	13.4 	18.4 	15.0 	9.7 	8.0 	6.1 	12.5 	13.4 b	11.5 b
FT,SAL,M,N79,THS,EU15	131.3 	122.2 	122.4 	122.3 	118.5 	108.6 	92.7 	124.2 	116.5 	120.3 b
FT,SAL,M,N79,THS,EU27	152.0 	138.9 	137.4 	140.9 	136.0 	122.4 	107.8 	138.8 	131.8 	132.2 b
FT,SAL,M,N79,THS,EU28	153.2 	141.5 	138.6 	141.3 	136.4 	123.0 	108.4 	140.2 	133.1 	133.3 b
FT,SAL,M,N79,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,SAL,M,N79,THS,FR	10.3 	11.7 	7.9 u	8.0 bu	11.7 	11.8 	7.6 u	9.5 u	10.7 u	: bu
FT,SAL,M,N79,THS,HR	1.2 u	2.6 u	1.2 u	: bu	: u	: u	: u	1.4 u	1.3 u	1.1 bu
FT,SAL,M,N79,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
FT,SAL,M,N79,THS,IE	: bu	: u	: u	: u	: u	2.0 u	: u	: u	: u	: bu
FT,SAL,M,N79,THS,IS	1.1 	0.9 	0.9 	0.8 	: u	: u	: u	: u	: u	: bu
FT,SAL,M,N79,THS,IT	9.2 	6.5 	7.5 	7.9 	7.8 	9.7 	8.4 	10.9 	9.2 	12.0 b
FT,SAL,M,N79,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
FT,SAL,M,N79,THS,LU	: c	: u	: bu	: c	: u	: u	: u	: u	: bu	: bu
FT,SAL,M,N79,THS,LV	: u	: u	: u	: u	: c	: c	: 	: 	: u	: bu
FT,SAL,M,N79,THS,ME	: c	: u	: u	: u	: u	: u	: u	: 	: 	: 
FT,SAL,M,N79,THS,MK	: u	: u	: u	0.6 u	: u	0.5 u	: u	: 	: 	: 
FT,SAL,M,N79,THS,MT	: u	0.4 u	0.4 u	: u	: u	: u	: u	0.4 u	: u	: bu
FT,SAL,M,N79,THS,NL	3.1 	2.7 	4.0 	2.0 u	3.0 b	4.7 	2.6 b	3.8 b	4.1 	3.8 b
FT,SAL,M,N79,THS,NO	1.5 	1.8 	1.9 	1.9 	2.1 	1.6 	1.0 u	1.9 u	2.1 	2.2 b
FT,SAL,M,N79,THS,PL	5.0 u	: u	: u	: u	: u	: u	5.4 u	: bu	: u	: bu
FT,SAL,M,N79,THS,PT	: u	: u	: u	: u	: u	: u	: bu	5.9 	4.7 	: bu
FT,SAL,M,N79,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
FT,SAL,M,N79,THS,SE	2.6 	2.5 	2.4 	2.2 	2.9 	2.6 	2.0 u	1.6 u	: u	3.0 bu
FT,SAL,M,N79,THS,SI	0.7 u	0.8 u	: u	0.9 u	1.0 u	0.8 u	: u	: u	: u	: bu
FT,SAL,M,N79,THS,SK	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
FT,SAL,M,N79,THS,TR	21.9 	23.9 	23.8 	24.5 b	19.2 	16.1 	15.2 	13.8 	15.7 	: 
FT,SAL,M,N79,THS,UK	34.0 	29.6 	26.3 	28.8 	31.5 	24.5 	21.0 	33.9 	26.2 	27.7 b
FT,SAL,M,TOTAL,THS,AT	1712.9 	1693.9 	1676.4 	1664.3 	1680.3 	1694.4 	1688.5 	1667.1 	1664.0 	1704.6 
FT,SAL,M,TOTAL,THS,BE	1827.9 b	1792.6 	1768.5 	1809.2 	1793.4 	1827.0 	1822.7 b	1839.8 	1814.8 	1870.0 
FT,SAL,M,TOTAL,THS,BG	1418.9 	1360.6 	1349.8 	1315.8 	1296.4 	1304.2 	1320.9 b	1379.5 b	1458.9 	1513.2 b
FT,SAL,M,TOTAL,THS,CH	1706.3 	1694.1 	1691.8 	1670.8 	1677.8 	1675.8 	1661.2 	1626.2 b	1660.6 	1636.0 
FT,SAL,M,TOTAL,THS,CY	155.4 	144.2 	140.1 	133.0 	137.9 	150.2 	153.9 	153.8 	149.0 b	153.8 
FT,SAL,M,TOTAL,THS,CZ	2244.6 	2227.3 	2182.8 	2133.7 	2139.4 	2104.9 	2118.9 b	2130.4 	2179.0 	2236.1 
FT,SAL,M,TOTAL,THS,DE	17329.9 	17157.2 	16616.8 	16508.5 	16339.9 	16254.4 	16103.1 b	15901.7 b	16199.5 	16453.4 
FT,SAL,M,TOTAL,THS,DK	1084.7 b	1079.2 b	1068.7 	1051.1 	1035.2 	1032.2 	1047.0 	1045.7 	1065.9 	1136.7 
FT,SAL,M,TOTAL,THS,EA17	57843.7 	56785.9 	55624.6 	54997.8 	54547.6 	55439.2 	56335.8 	56639.1 	57927.5 	60111.2 
FT,SAL,M,TOTAL,THS,EA18	58203.9 	57136.6 	55985.1 	55359.1 	54910.3 	55788.4 	56674.0 	56966.1 	58278.8 	60557.9 
FT,SAL,M,TOTAL,THS,EA19	58738.8 	57673.3 	56519.0 	55886.4 	55426.4 	56291.3 	57171.3 	57453.9 	58789.5 	61154.2 
FT,SAL,M,TOTAL,THS,EE	274.8 	269.3 	271.7 	266.5 	262.4 	257.5 	254.6 	230.2 	241.7 	288.7 
FT,SAL,M,TOTAL,THS,EL	1257.3 	1223.6 	1176.4 	1143.7 	1154.2 	1223.8 	1380.8 	1533.6 	1626.9 b	1692.1 
FT,SAL,M,TOTAL,THS,ES	7560.8 	7290.4 	7062.6 	6802.5 	6677.9 	7072.6 	7647.7 	7871.8 	8160.3 b	8965.7 
FT,SAL,M,TOTAL,THS,EU15	70913.9 	69709.7 	68444.4 	67562.8 	66844.0 	67559.4 	68554.2 	68748.2 	70098.3 	72680.8 
FT,SAL,M,TOTAL,THS,EU27	89705.4 	88133.4 	86538.1 	85239.7 	84198.4 	84799.1 	85681.0 	85778.0 	87824.7 	90980.2 
FT,SAL,M,TOTAL,THS,EU28	90439.7 	88827.5 	87216.7 	85919.1 	84847.3 	85470.8 	86369.7 	86488.5 	88565.9 	91743.9 
FT,SAL,M,TOTAL,THS,FI	959.6 	931.0 	913.8 	927.6 	945.3 	952.3 	956.0 	950.0 	947.9 	1010.5 b
FT,SAL,M,TOTAL,THS,FR	10982.2 	10801.4 	10763.6 	10771.0 b	10684.3 	10740.5 	10728.4 	10730.5 	10867.2 	11165.7 
FT,SAL,M,TOTAL,THS,HR	734.3 	694.1 	678.6 	679.3 b	649.0 	671.7 	688.7 	710.5 	741.3 	763.7 
FT,SAL,M,TOTAL,THS,HU	2063.3 	1989.6 	1894.2 	1823.6 	1730.1 	1675.2 	1633.4 	1625.0 	1643.2 	1715.8 
FT,SAL,M,TOTAL,THS,IE	814.8 b	763.8 	733.9 	695.5 	668.4 	643.3 	653.7 	672.6 	715.9 	851.4 
FT,SAL,M,TOTAL,THS,IS	76.9 	74.0 	69.8 	68.2 	66.5 	64.4 	64.6 	63.6 	64.3 	71.7 
FT,SAL,M,TOTAL,THS,IT	8801.3 	8689.1 	8554.5 	8434.8 	8415.5 	8666.1 	8862.7 	8909.3 	9130.9 	9286.3 
FT,SAL,M,TOTAL,THS,LT	535.0 	536.7 	533.9 	527.3 	516.1 	502.9 	497.3 	487.8 	510.8 	596.3 
FT,SAL,M,TOTAL,THS,LU	123.0 	119.8 	119.9 b	117.0 	114.7 	113.8 	110.6 	109.6 	107.0 b	104.9 
FT,SAL,M,TOTAL,THS,LV	360.2 	350.7 	360.5 	361.2 	362.7 	349.2 	338.2 	327.0 	351.2 	446.7 
FT,SAL,M,TOTAL,THS,ME	92.2 	89.5 	88.7 	90.6 	87.9 	86.0 	87.1 	: 	: 	: 
FT,SAL,M,TOTAL,THS,MK	325.3 	314.7 	294.8 	285.4 	280.6 	273.6 	263.4 	266.5 	264.5 	256.1 
FT,SAL,M,TOTAL,THS,MT	99.8 	95.6 	92.0 	87.8 	84.8 	84.7 	83.9 	82.1 	83.2 	83.8 
FT,SAL,M,TOTAL,THS,NL	2636.0 	2615.7 	2589.7 	2576.9 	2606.6 	2704.8 	2735.0 b	2753.1 b	2915.2 	2984.6 
FT,SAL,M,TOTAL,THS,NO	1068.7 	1062.6 	1068.6 	1067.7 	1058.5 	1050.8 	1027.9 	998.6 	993.1 	1014.2 
FT,SAL,M,TOTAL,THS,PL	6652.7 	6555.2 	6468.8 	6384.0 	6259.8 	6238.8 	6206.4 	6121.4 b	6282.1 	6287.9 
FT,SAL,M,TOTAL,THS,PT	1841.9 	1756.7 	1721.5 	1674.1 	1609.6 	1658.8 	1782.9 b	1862.3 	1876.6 	1971.3 
FT,SAL,M,TOTAL,THS,RO	3520.8 	3453.0 	3376.8 	3258.5 	3192.7 	3177.0 	3148.0 	3121.1 b	3399.8 	3452.7 
FT,SAL,M,TOTAL,THS,SE	1939.5 	1897.9 	1861.4 	1844.2 	1815.3 	1805.7 	1811.6 	1761.6 	1745.2 	1815.6 
FT,SAL,M,TOTAL,THS,SI	402.4 	384.8 	382.5 	375.3 	377.3 	383.7 	382.6 	393.4 	403.7 	430.8 
FT,SAL,M,TOTAL,THS,SK	1063.7 	1056.7 	1040.7 	1010.1 	995.0 	1011.2 	988.8 b	978.1 	1023.6 	1093.6 
FT,SAL,M,TOTAL,THS,TR	12929.9 	12616.5 	12450.0 	12059.7 b	11659.5 	11329.1 	10955.1 	10191.4 	9524.2 	9757.9 
FT,SAL,M,TOTAL,THS,UK	12042.1 	11897.4 	11816.6 	11542.4 	11303.2 	11169.7 	11223.5 	11139.3 	11261.0 	11668.0 b
FT,SAL,T,H51,THS,AT	5.4 u	5.3 u	5.8 u	6.3 	6.9 	6.7 	7.0 	5.8 u	7.1 	6.5 b
FT,SAL,T,H51,THS,BE	8.7 b	9.5 	8.3 	7.9 	7.2 	9.4 	8.2 b	9.5 	7.0 	8.6 b
FT,SAL,T,H51,THS,BG	: u	: u	: u	: u	3.3 u	: u	: bu	: bu	: u	: bu
FT,SAL,T,H51,THS,CH	8.0 	9.4 	6.5 	6.6 	6.0 	6.0 	6.7 	6.6 b	5.0 u	3.8 bu
FT,SAL,T,H51,THS,CY	: u	: u	: u	1.3 u	1.6 	1.1 u	1.8 	1.4 u	1.5 b	2.0 b
FT,SAL,T,H51,THS,CZ	7.7 	6.0 	3.4 	6.9 	8.2 	6.3 	11.4 b	10.8 	8.9 	9.0 b
FT,SAL,T,H51,THS,DE	57.7 	57.0 	58.7 	57.8 	60.2 	69.6 	62.5 b	67.8 b	64.9 	63.3 b
FT,SAL,T,H51,THS,DK	4.0 bu	4.0 b	5.1 	5.4 	5.3 	6.7 	6.3 	4.9 	3.4 u	5.4 b
