duration,unit,partner,geo,time\isced11	TOTAL 	ED0-2 	ED3_4 	ED5-8 
N_GE1,NR,OUT,LV,2015	143281 	10251 	78964 	54066 
N_GE1,NR,OUT,LV,2016	172925 	14948 	89839 	68138 
N_GE1,NR,OUT,LV,2017	171665 	18767 	91008 	61890 
N_GE1,NR,OUT,ME,2016	: c	: 	: 	: 
N_GE1,NR,OUT,MT,2012	54634 	: 	: 	: 
N_GE1,NR,OUT,MT,2013	69852 	: 	: 	: 
N_GE1,NR,OUT,MT,2014	68065 	: 	: 	: 
N_GE1,NR,OUT,MT,2015	78359 	: 	: 	: 
N_GE1,NR,OUT,MT,2016	92138 	: 	: 	: 
N_GE1,NR,OUT,MT,2017	108073 	: 	: 	: 
N_GE1,NR,OUT,NL,2012	2746075 	665760 	1062305 	1018011 
N_GE1,NR,OUT,NL,2013	2964143 	713000 	1093069 	1158073 
N_GE1,NR,OUT,NL,2014	2993323 	741179 	1037395 	1214749 
N_GE1,NR,OUT,NL,2015	3087836 	753352 	1051878 	1282606 
N_GE1,NR,OUT,NL,2016	3124256 	753473 	1094249 	1276535 
N_GE1,NR,OUT,NL,2017	3439785 	745498 	1744642 	949645 
N_GE1,NR,OUT,NO,2013	663900 	: 	: 	: 
N_GE1,NR,OUT,NO,2016	668879 	: 	: 	: 
N_GE1,NR,OUT,NO,2017	746881 	: 	: 	: 
N_GE1,NR,OUT,PL,2012	2570000 	: 	: 	: 
N_GE1,NR,OUT,PL,2013	2850000 	: 	: 	: 
N_GE1,NR,OUT,PL,2014	2347682 	: 	: 	: 
N_GE1,NR,OUT,PL,2015	2446305 	: 	: 	: 
N_GE1,NR,OUT,PL,2016	2565836 	: 	: 	: 
N_GE1,NR,OUT,PL,2017	2663926 	: 	: 	: 
N_GE1,NR,OUT,PT,2012	269946 	: 	: 	: 
N_GE1,NR,OUT,PT,2013	315740 	: 	: 	: 
N_GE1,NR,OUT,PT,2014	296537 	: 	: 	: 
N_GE1,NR,OUT,PT,2015	351714 	: 	: 	: 
N_GE1,NR,OUT,PT,2016	321219 	: 	: 	: 
N_GE1,NR,OUT,PT,2017	382545 	: 	: 	: 
N_GE1,NR,OUT,RO,2012	187423 	: 	: 	: 
N_GE1,NR,OUT,RO,2013	228902 	: 	: 	: 
N_GE1,NR,OUT,RO,2014	224384 	: 	: 	: 
N_GE1,NR,OUT,RO,2015	236170 	: 	: 	: 
N_GE1,NR,OUT,RO,2016	224532 	: 	: 	: 
N_GE1,NR,OUT,RO,2017	232524 	: 	: 	: 
N_GE1,NR,OUT,SE,2012	: u	: 	: 	: 
N_GE1,NR,OUT,SE,2014	797220 	: 	: 	: 
N_GE1,NR,OUT,SE,2015	895416 	: 	: 	: 
N_GE1,NR,OUT,SE,2016	994398 	: 	: 	: 
N_GE1,NR,OUT,SE,2017	988205 	: 	: 	: 
N_GE1,NR,OUT,SI,2012	504533 	71203 	302475 	130855 
N_GE1,NR,OUT,SI,2013	543807 e	76940 e	318296 e	148571 e
N_GE1,NR,OUT,SI,2014	553912 e	85678 e	308393 e	159841 e
N_GE1,NR,OUT,SI,2015	603571 	121514 u	324396 	157660 
N_GE1,NR,OUT,SI,2016	587530 	113602 	323448 	150479 
N_GE1,NR,OUT,SI,2017	609000 	: 	: 	: 
N_GE1,NR,OUT,SK,2012	1256216 	: 	: 	: 
N_GE1,NR,OUT,SK,2013	904451 b	: 	: 	: 
N_GE1,NR,OUT,SK,2014	723361 	: 	: 	: 
N_GE1,NR,OUT,SK,2015	803399 	: 	: 	: 
N_GE1,NR,OUT,SK,2016	857278 	: 	: 	: 
N_GE1,NR,OUT,SK,2017	761127 	: 	: 	: 
N_GE1,NR,OUT,UK,2012	15406000 	: 	: 	: 
N_GE1,NR,OUT,UK,2013	8538000 	: 	: 	: 
N_GE1,NR,OUT,UK,2014	10617700 	: 	: 	: 
N_GE1,NR,OUT,UK,2015	11591300 	: 	: 	: 
N_GE1,NR,OUT,UK,2016	10693610 	: 	: 	: 
N_GE1,NR,WORLD,AT,2012	5437926 	: 	: 	: 
N_GE1,NR,WORLD,AT,2013	5467644 	: 	: 	: 
N_GE1,NR,WORLD,AT,2014	5511799 	: 	: 	: 
N_GE1,NR,WORLD,AT,2015	5545035 	: 	: 	: 
N_GE1,NR,WORLD,AT,2016	5661092 	: 	: 	: 
N_GE1,NR,WORLD,AT,2017	5668361 	: 	: 	: 
N_GE1,NR,WORLD,BE,2012	4534221 	: 	: 	: 
N_GE1,NR,WORLD,BE,2013	5708759 	: 	: 	: 
N_GE1,NR,WORLD,BE,2014	5255288 	: 	: 	: 
N_GE1,NR,WORLD,BE,2015	5480598 	: 	: 	: 
N_GE1,NR,WORLD,BE,2016	5825439 	: 	: 	: 
N_GE1,NR,WORLD,BE,2017	5838576 b	: 	: 	: 
N_GE1,NR,WORLD,BG,2012	1201165 	: 	: 	: 
N_GE1,NR,WORLD,BG,2013	1398293 	: 	: 	: 
N_GE1,NR,WORLD,BG,2014	1612329 	: 	: 	: 
N_GE1,NR,WORLD,BG,2015	1763434 	: 	: 	: 
N_GE1,NR,WORLD,BG,2016	1841067 	: 	: 	: 
N_GE1,NR,WORLD,BG,2017	2127469 	: 	: 	: 
N_GE1,NR,WORLD,CH,2012	5640555 	: 	: 	: 
N_GE1,NR,WORLD,CH,2013	5711495 	: 	: 	: 
N_GE1,NR,WORLD,CH,2014	5754804 	: 	: 	: 
N_GE1,NR,WORLD,CH,2015	5891862 	: 	: 	: 
N_GE1,NR,WORLD,CH,2016	6116881 	: 	: 	: 
N_GE1,NR,WORLD,CY,2012	544925 e	: 	: 	: 
N_GE1,NR,WORLD,CY,2013	373406 e	: 	: 	: 
N_GE1,NR,WORLD,CY,2014	444501 e	: 	: 	: 
N_GE1,NR,WORLD,CY,2015	476250 e	: 	: 	: 
N_GE1,NR,WORLD,CY,2016	491014 e	: 	: 	: 
N_GE1,NR,WORLD,CY,2017	491783 e	: 	: 	: 
N_GE1,NR,WORLD,CZ,2012	6724164 	: 	: 	: 
N_GE1,NR,WORLD,CZ,2013	6580964 	: 	: 	: 
N_GE1,NR,WORLD,CZ,2014	7495851 	: 	: 	: 
N_GE1,NR,WORLD,CZ,2015	7190847 	: 	: 	: 
N_GE1,NR,WORLD,CZ,2016	7214653 	: 	: 	: 
N_GE1,NR,WORLD,CZ,2017	7284097 	: 	: 	: 
N_GE1,NR,WORLD,DE,2012	54801532 	: 	: 	: 
N_GE1,NR,WORLD,DE,2013	54860590 	: 	: 	: 
N_GE1,NR,WORLD,DE,2014	53295033 	: 	: 	: 
N_GE1,NR,WORLD,DE,2015	53820334 	: 	: 	: 
N_GE1,NR,WORLD,DE,2016	53761868 	: 	: 	: 
N_GE1,NR,WORLD,DE,2017	51707246 	: 	: 	: 
N_GE1,NR,WORLD,DK,2012	3553989 e	: 	: 	: 
N_GE1,NR,WORLD,DK,2013	3837602 	: 	: 	: 
N_GE1,NR,WORLD,DK,2014	3864593 	: 	: 	: 
N_GE1,NR,WORLD,DK,2015	3765894 	: 	: 	: 
N_GE1,NR,WORLD,DK,2016	3832039 	: 	: 	: 
N_GE1,NR,WORLD,EE,2012	685717 	: 	: 	: 
N_GE1,NR,WORLD,EE,2013	699962 	: 	: 	: 
N_GE1,NR,WORLD,EE,2014	787749 	: 	: 	: 
N_GE1,NR,WORLD,EE,2015	729477 	: 	: 	: 
N_GE1,NR,WORLD,EE,2016	759058 	: 	: 	: 
N_GE1,NR,WORLD,EE,2017	746057 	: 	: 	: 
N_GE1,NR,WORLD,EL,2012	3482938 	: 	: 	: 
N_GE1,NR,WORLD,EL,2013	3050958 	: 	: 	: 
N_GE1,NR,WORLD,EL,2014	3578609 	: 	: 	: 
N_GE1,NR,WORLD,EL,2015	3380943 	: 	: 	: 
N_GE1,NR,WORLD,EL,2016	3249406 	: 	: 	: 
N_GE1,NR,WORLD,EL,2017	3592564 	: 	: 	: 
N_GE1,NR,WORLD,ES,2012	20813614 	8509401 	6766282 	5537931 
N_GE1,NR,WORLD,ES,2013	21114718 	8529283 	6953971 	5631464 
N_GE1,NR,WORLD,ES,2014	20869290 	8387610 	6916967 	5564713 
N_GE1,NR,WORLD,ES,2015	24449869 b	9991011 b	5566847 b	8892012 b
N_GE1,NR,WORLD,ES,2016	25614204 	10613648 	5697616 	9302940 
N_GE1,NR,WORLD,ES,2017	25665519 	10474784 	5786814 	9403921 
N_GE1,NR,WORLD,FI,2012	4061736 	1118245 	1540889 	1402602 
N_GE1,NR,WORLD,FI,2013	4014698 	952204 	1656459 	1406036 
N_GE1,NR,WORLD,FI,2014	4032299 	975868 	1651848 	1404583 
N_GE1,NR,WORLD,FI,2015	4035811 	911074 	1559378 	1565359 
N_GE1,NR,WORLD,FI,2016	4079587 	855042 	1671269 	1553276 
N_GE1,NR,WORLD,FI,2017	4086639 	909037 	1601823 	1575779 
N_GE1,NR,WORLD,FR,2012	38380851 	: 	: 	: 
N_GE1,NR,WORLD,FR,2013	38480199 	: 	: 	: 
N_GE1,NR,WORLD,FR,2014	38229887 	: 	: 	: 
N_GE1,NR,WORLD,FR,2015	38689286 	: 	: 	: 
N_GE1,NR,WORLD,FR,2016	38049563 	: 	: 	: 
N_GE1,NR,WORLD,FR,2017	38695712 	: 	: 	: 
N_GE1,NR,WORLD,HR,2012	1909309 	459357 	1086990 	362962 
N_GE1,NR,WORLD,HR,2013	1710521 	304674 	1014006 	391842 
N_GE1,NR,WORLD,HR,2014	1781473 	: 	: 	: 
N_GE1,NR,WORLD,HR,2015	1559333 b	: b	: b	: b
N_GE1,NR,WORLD,HR,2016	1597525 	: 	: 	: 
N_GE1,NR,WORLD,HR,2017	1564984 	: 	: 	: 
N_GE1,NR,WORLD,HU,2012	4354928 	: 	: 	: 
N_GE1,NR,WORLD,HU,2013	4318166 	: 	: 	: 
N_GE1,NR,WORLD,HU,2014	4482218 	: 	: 	: 
N_GE1,NR,WORLD,HU,2015	4523655 	: 	: 	: 
N_GE1,NR,WORLD,HU,2016	4728742 	: 	: 	: 
N_GE1,NR,WORLD,IE,2012	2545174 	: 	: 	: 
N_GE1,NR,WORLD,IE,2013	2534005 	: 	: 	: 
N_GE1,NR,WORLD,IE,2014	2662137 	: 	: 	: 
N_GE1,NR,WORLD,IE,2015	2688271 	: 	: 	: 
N_GE1,NR,WORLD,IE,2016	2794153 	: 	: 	: 
N_GE1,NR,WORLD,IE,2017	2833130 	: 	: 	: 
N_GE1,NR,WORLD,IT,2012	24998498 	: 	: 	: 
N_GE1,NR,WORLD,IT,2013	21648795 	: 	: 	: 
N_GE1,NR,WORLD,IT,2014	19726341 b	: 	: 	: 
N_GE1,NR,WORLD,IT,2015	21806405 	: 	: 	: 
N_GE1,NR,WORLD,IT,2016	21802773 	: 	: 	: 
N_GE1,NR,WORLD,IT,2017	21540692 	: 	: 	: 
N_GE1,NR,WORLD,LT,2012	1329514 	: 	: 	: 
N_GE1,NR,WORLD,LT,2013	1426056 	: 	: 	: 
N_GE1,NR,WORLD,LT,2014	1454396 	: 	: 	: 
N_GE1,NR,WORLD,LT,2015	1453527 	: 	: 	: 
N_GE1,NR,WORLD,LT,2016	1412182 	: 	: 	: 
N_GE1,NR,WORLD,LT,2017	1399279 	: 	: 	: 
N_GE1,NR,WORLD,LU,2012	341767 	: 	: 	: 
N_GE1,NR,WORLD,LU,2013	378419 	61833 e	143323 e	173263 e
N_GE1,NR,WORLD,LU,2014	376984 	43869 e	169679 e	163436 e
N_GE1,NR,WORLD,LU,2015	389075 	: 	: 	: 
N_GE1,NR,WORLD,LU,2016	389553 	: 	: 	: 
N_GE1,NR,WORLD,LV,2012	791292 	: 	: 	: 
N_GE1,NR,WORLD,LV,2013	889146 	: 	: 	: 
N_GE1,NR,WORLD,LV,2014	878919 	: 	: 	: 
N_GE1,NR,WORLD,LV,2015	915729 	97048 	474784 	343897 
N_GE1,NR,WORLD,LV,2016	963281 	111078 	471588 	380615 
N_GE1,NR,WORLD,LV,2017	930819 	110988 	486396 	333435 
N_GE1,NR,WORLD,ME,2016	: c	: 	: 	: 
N_GE1,NR,WORLD,MT,2012	175406 	: 	: 	: 
N_GE1,NR,WORLD,MT,2013	182068 	: 	: 	: 
N_GE1,NR,WORLD,MT,2014	191974 	: 	: 	: 
N_GE1,NR,WORLD,MT,2015	186655 	: 	: 	: 
N_GE1,NR,WORLD,MT,2016	217996 	: 	: 	: 
N_GE1,NR,WORLD,MT,2017	251186 	: 	: 	: 
N_GE1,NR,WORLD,NL,2012	11630639 	2689102 	4144120 	4797417 
N_GE1,NR,WORLD,NL,2013	11604547 	2799711 	4024038 	4780798 
N_GE1,NR,WORLD,NL,2014	11485661 	2693492 	3945147 	4847022 
N_GE1,NR,WORLD,NL,2015	11498436 	2629502 	3971910 	4897024 
N_GE1,NR,WORLD,NL,2016	11881447 	2556386 	4107424 	5217637 
N_GE1,NR,WORLD,NL,2017	12017263 	2354762 	5829656 	3832845 
N_GE1,NR,WORLD,NO,2013	3508980 	: 	: 	: 
N_GE1,NR,WORLD,NO,2016	3283068 	: 	: 	: 
N_GE1,NR,WORLD,NO,2017	3656232 	: 	: 	: 
N_GE1,NR,WORLD,PL,2012	15660000 	: 	: 	: 
N_GE1,NR,WORLD,PL,2013	17050000 	: 	: 	: 
N_GE1,NR,WORLD,PL,2014	17199994 	: 	: 	: 
N_GE1,NR,WORLD,PL,2015	17447589 	: 	: 	: 
N_GE1,NR,WORLD,PL,2016	18375208 	: 	: 	: 
N_GE1,NR,WORLD,PL,2017	19180052 	: 	: 	: 
N_GE1,NR,WORLD,PT,2012	3299493 	: 	: 	: 
N_GE1,NR,WORLD,PT,2013	3364354 	: 	: 	: 
N_GE1,NR,WORLD,PT,2014	3429793 	: 	: 	: 
N_GE1,NR,WORLD,PT,2015	3698666 	: 	: 	: 
N_GE1,NR,WORLD,PT,2016	3767951 	: 	: 	: 
N_GE1,NR,WORLD,PT,2017	3712984 	: 	: 	: 
N_GE1,NR,WORLD,RO,2012	3874801 	: 	: 	: 
N_GE1,NR,WORLD,RO,2013	4230146 	: 	: 	: 
N_GE1,NR,WORLD,RO,2014	4201139 	: 	: 	: 
N_GE1,NR,WORLD,RO,2015	4357576 	: 	: 	: 
N_GE1,NR,WORLD,RO,2016	3961003 	: 	: 	: 
N_GE1,NR,WORLD,RO,2017	4380527 	: 	: 	: 
N_GE1,NR,WORLD,SE,2012	: u	: 	: 	: 
N_GE1,NR,WORLD,SE,2014	6130000 	: 	: 	: 
N_GE1,NR,WORLD,SE,2015	6592772 	: 	: 	: 
N_GE1,NR,WORLD,SE,2016	6487885 	: 	: 	: 
N_GE1,NR,WORLD,SE,2017	6048527 	: 	: 	: 
N_GE1,NR,WORLD,SI,2012	1120255 	159964 	650883 	309407 
N_GE1,NR,WORLD,SI,2013	1081948 e	155957 e	603526 e	322464 e
N_GE1,NR,WORLD,SI,2014	1105720 e	168595 e	605318 e	331806 e
N_GE1,NR,WORLD,SI,2015	1101410 	214918 u	588286 	298207 
N_GE1,NR,WORLD,SI,2016	1170373 	228963 	626549 	314862 
N_GE1,NR,WORLD,SI,2017	1152354 	: 	: 	: 
N_GE1,NR,WORLD,SK,2012	2488503 	: 	: 	: 
N_GE1,NR,WORLD,SK,2013	2566368 b	: 	: 	: 
N_GE1,NR,WORLD,SK,2014	2455999 	: 	: 	: 
N_GE1,NR,WORLD,SK,2015	2760910 	: 	: 	: 
N_GE1,NR,WORLD,SK,2016	3039212 	: 	: 	: 
N_GE1,NR,WORLD,SK,2017	3246263 	: 	: 	: 
N_GE1,NR,WORLD,UK,2012	34148000 	: 	: 	: 
N_GE1,NR,WORLD,UK,2013	33832000 	: 	: 	: 
N_GE1,NR,WORLD,UK,2014	34338000 	: 	: 	: 
N_GE1,NR,WORLD,UK,2015	34565500 	: 	: 	: 
N_GE1,NR,WORLD,UK,2016	34583500 	: 	: 	: 
N_GE1,PC_POP,DOM,AT,2012	18.99 	: 	: 	: 
N_GE1,PC_POP,DOM,AT,2013	18.56 	: 	: 	: 
N_GE1,PC_POP,DOM,AT,2014	18.69 	: 	: 	: 
N_GE1,PC_POP,DOM,AT,2015	18.41 	: 	: 	: 
N_GE1,PC_POP,DOM,AT,2016	18.5 	: 	: 	: 
N_GE1,PC_POP,DOM,AT,2017	17.63 	: 	: 	: 
N_GE1,PC_POP,DOM,BE,2012	5.67 	: 	: 	: 
N_GE1,PC_POP,DOM,BE,2013	5.29 	: 	: 	: 
N_GE1,PC_POP,DOM,BE,2014	4.66 	: 	: 	: 
N_GE1,PC_POP,DOM,BE,2015	5.15 	: 	: 	: 
N_GE1,PC_POP,DOM,BE,2016	3.96 	: 	: 	: 
N_GE1,PC_POP,DOM,BE,2017	7 b	: 	: 	: 
N_GE1,PC_POP,DOM,BG,2012	15.85 	: 	: 	: 
N_GE1,PC_POP,DOM,BG,2013	18.83 	: 	: 	: 
N_GE1,PC_POP,DOM,BG,2014	22.78 	: 	: 	: 
N_GE1,PC_POP,DOM,BG,2015	24.71 	: 	: 	: 
N_GE1,PC_POP,DOM,BG,2016	26.24 	: 	: 	: 
N_GE1,PC_POP,DOM,BG,2017	29.72 	: 	: 	: 
N_GE1,PC_POP,DOM,CH,2012	12.45 	: 	: 	: 
N_GE1,PC_POP,DOM,CH,2013	10.22 	: 	: 	: 
N_GE1,PC_POP,DOM,CH,2014	9.75 	: 	: 	: 
N_GE1,PC_POP,DOM,CH,2015	9.99 	: 	: 	: 
N_GE1,PC_POP,DOM,CH,2016	9.24 	: 	: 	: 
N_GE1,PC_POP,DOM,CY,2012	28.21 e	: 	: 	: 
N_GE1,PC_POP,DOM,CY,2013	26.31 e	: 	: 	: 
N_GE1,PC_POP,DOM,CY,2014	22.71 e	: 	: 	: 
N_GE1,PC_POP,DOM,CY,2015	27.15 e	: 	: 	: 
N_GE1,PC_POP,DOM,CY,2016	24.33 e	: 	: 	: 
N_GE1,PC_POP,DOM,CY,2017	23.65 e	: 	: 	: 
N_GE1,PC_POP,DOM,CZ,2012	35.45 	: 	: 	: 
N_GE1,PC_POP,DOM,CZ,2013	35.25 	: 	: 	: 
N_GE1,PC_POP,DOM,CZ,2014	42.62 	: 	: 	: 
N_GE1,PC_POP,DOM,CZ,2015	40.55 	: 	: 	: 
N_GE1,PC_POP,DOM,CZ,2016	40.59 	: 	: 	: 
N_GE1,PC_POP,DOM,CZ,2017	38.75 	: 	: 	: 
N_GE1,PC_POP,DOM,DE,2012	24.84 	: 	: 	: 
N_GE1,PC_POP,DOM,DE,2013	23.38 	: 	: 	: 
N_GE1,PC_POP,DOM,DE,2014	23.26 	: 	: 	: 
N_GE1,PC_POP,DOM,DE,2015	23.86 	: 	: 	: 
N_GE1,PC_POP,DOM,DE,2016	21.21 	: 	: 	: 
N_GE1,PC_POP,DOM,DE,2017	19.14 	: 	: 	: 
N_GE1,PC_POP,DOM,DK,2012	19.81 e	: 	: 	: 
N_GE1,PC_POP,DOM,DK,2013	21.34 	: 	: 	: 
N_GE1,PC_POP,DOM,DK,2014	22.63 	: 	: 	: 
N_GE1,PC_POP,DOM,DK,2015	21.74 	: 	: 	: 
N_GE1,PC_POP,DOM,DK,2016	22.28 	: 	: 	: 
N_GE1,PC_POP,DOM,EE,2012	20.38 	: 	: 	: 
N_GE1,PC_POP,DOM,EE,2013	20.39 	: 	: 	: 
N_GE1,PC_POP,DOM,EE,2014	25.43 	: 	: 	: 
N_GE1,PC_POP,DOM,EE,2015	23.58 	: 	: 	: 
N_GE1,PC_POP,DOM,EE,2016	23.3 	: 	: 	: 
N_GE1,PC_POP,DOM,EL,2012	32.63 	: 	: 	: 
N_GE1,PC_POP,DOM,EL,2013	27.66 	: 	: 	: 
N_GE1,PC_POP,DOM,EL,2014	33.23 	: 	: 	: 
N_GE1,PC_POP,DOM,EL,2015	31.23 	: 	: 	: 
N_GE1,PC_POP,DOM,EL,2016	30.07 	: 	: 	: 
N_GE1,PC_POP,DOM,EL,2017	33.67 	: 	: 	: 
N_GE1,PC_POP,DOM,ES,2012	41.47 	34.7 	47.04 	52.54 
N_GE1,PC_POP,DOM,ES,2013	43 	36.14 	48.81 	53.06 
N_GE1,PC_POP,DOM,ES,2014	41.82 	35.35 	48 	50.09 
N_GE1,PC_POP,DOM,ES,2015	43.48 b	38.2 b	48.73 b	49.81 b
N_GE1,PC_POP,DOM,ES,2016	45.13 	40.66 	50.78 	49.63 
N_GE1,PC_POP,DOM,ES,2017	43.46 	39.34 	48.33 	47.63 
N_GE1,PC_POP,DOM,FI,2012	33.74 	34.4 	37.55 	28.83 
N_GE1,PC_POP,DOM,FI,2013	31.43 	37.14 	30.74 	27.84 
N_GE1,PC_POP,DOM,FI,2014	32.65 	37.2 	35.14 	26.12 
N_GE1,PC_POP,DOM,FI,2015	28.26 	30.1 	32.01 	23.04 
N_GE1,PC_POP,DOM,FI,2016	29.77 	33.78 	34.74 	21.43 
N_GE1,PC_POP,DOM,FI,2017	28.25 	33.68 	31.14 	21.74 
N_GE1,PC_POP,DOM,FR,2012	51.07 	: 	: 	: 
N_GE1,PC_POP,DOM,FR,2013	50.06 	: 	: 	: 
N_GE1,PC_POP,DOM,FR,2014	48.51 	: 	: 	: 
N_GE1,PC_POP,DOM,FR,2015	49.34 	: 	: 	: 
N_GE1,PC_POP,DOM,FR,2016	47.72 	: 	: 	: 
N_GE1,PC_POP,DOM,FR,2017	48.61 	: 	: 	: 
N_GE1,PC_POP,DOM,HR,2012	25.71 u	18.7 u	27.28 u	36.83 u
N_GE1,PC_POP,DOM,HR,2013	24.85 	19.14 	26.53 	28.51 
N_GE1,PC_POP,DOM,HR,2014	30.05 	: 	: 	: 
N_GE1,PC_POP,DOM,HR,2015	28.6 b	: b	: b	: b
N_GE1,PC_POP,DOM,HR,2016	29.12 	: 	: 	: 
N_GE1,PC_POP,DOM,HR,2017	24.89 	: 	: 	: 
N_GE1,PC_POP,DOM,HU,2012	32.89 	: 	: 	: 
N_GE1,PC_POP,DOM,HU,2013	34.12 	: 	: 	: 
N_GE1,PC_POP,DOM,HU,2014	34 	: 	: 	: 
N_GE1,PC_POP,DOM,HU,2015	31.71 	: 	: 	: 
N_GE1,PC_POP,DOM,HU,2016	32.85 	: 	: 	: 
N_GE1,PC_POP,DOM,IE,2012	18.55 	: 	: 	: 
N_GE1,PC_POP,DOM,IE,2013	20.88 	: 	: 	: 
N_GE1,PC_POP,DOM,IE,2014	19.33 	: 	: 	: 
N_GE1,PC_POP,DOM,IE,2015	19.6 	: 	: 	: 
N_GE1,PC_POP,DOM,IE,2016	16.83 	: 	: 	: 
N_GE1,PC_POP,DOM,IE,2017	18.66 	: 	: 	: 
N_GE1,PC_POP,DOM,IT,2012	35.95 	: 	: 	: 
N_GE1,PC_POP,DOM,IT,2013	30.74 	: 	: 	: 
N_GE1,PC_POP,DOM,IT,2014	24.28 b	: 	: 	: 
N_GE1,PC_POP,DOM,IT,2015	26.92 	: 	: 	: 
N_GE1,PC_POP,DOM,IT,2016	26.25 	: 	: 	: 
N_GE1,PC_POP,DOM,IT,2017	25.26 	: 	: 	: 
N_GE1,PC_POP,DOM,LT,2012	25.12 	: 	: 	: 
N_GE1,PC_POP,DOM,LT,2013	26.99 	: 	: 	: 
N_GE1,PC_POP,DOM,LT,2014	27.73 	: 	: 	: 
N_GE1,PC_POP,DOM,LT,2015	28.86 	: 	: 	: 
N_GE1,PC_POP,DOM,LT,2016	27.86 	: 	: 	: 
N_GE1,PC_POP,DOM,LT,2017	27.95 	: 	: 	: 
N_GE1,PC_POP,DOM,LU,2012	0.63 	: 	: 	: 
N_GE1,PC_POP,DOM,LU,2013	0.89 	0.5 e	1.75 e	0.25 e
N_GE1,PC_POP,DOM,LU,2014	0.38 	1.41 e	0.2 e	0.18 e
N_GE1,PC_POP,DOM,LU,2015	: c	: 	: 	: 
N_GE1,PC_POP,DOM,LU,2016	: c	: 	: 	: 
N_GE1,PC_POP,DOM,LV,2012	31.43 	: 	: 	: 
N_GE1,PC_POP,DOM,LV,2013	25.06 	: 	: 	: 
N_GE1,PC_POP,DOM,LV,2014	23.54 	: 	: 	: 
N_GE1,PC_POP,DOM,LV,2015	24.1 	18.3 	26.54 	22.98 
N_GE1,PC_POP,DOM,LV,2016	25.29 	22.71 	26.4 	24.72 
N_GE1,PC_POP,DOM,LV,2017	24.08 	24.98 	25.56 	20.43 
N_GE1,PC_POP,DOM,ME,2016	: c	: 	: 	: 
N_GE1,PC_POP,DOM,MT,2012	20.97 	: 	: 	: 
N_GE1,PC_POP,DOM,MT,2013	14.89 	: 	: 	: 
N_GE1,PC_POP,DOM,MT,2014	16.23 	: 	: 	: 
N_GE1,PC_POP,DOM,MT,2015	13.49 	: 	: 	: 
N_GE1,PC_POP,DOM,MT,2016	14.54 	: 	: 	: 
N_GE1,PC_POP,DOM,MT,2017	13.85 	: 	: 	: 
N_GE1,PC_POP,DOM,NL,2012	23.45 	26.97 	25.1 	19.47 
N_GE1,PC_POP,DOM,NL,2013	23.73 	29.31 	26.22 	17.55 
N_GE1,PC_POP,DOM,NL,2014	24.11 	29.58 	26.27 	18.6 
N_GE1,PC_POP,DOM,NL,2015	23.03 	27.41 	25.61 	17.95 
N_GE1,PC_POP,DOM,NL,2016	22.81 	27.27 	25.13 	18.32 
N_GE1,PC_POP,DOM,NL,2017	21.12 	24.31 	23.08 	15.58 
N_GE1,PC_POP,DOM,NO,2013	14.43 	: 	: 	: 
N_GE1,PC_POP,DOM,NO,2016	17.13 	: 	: 	: 
N_GE1,PC_POP,DOM,NO,2017	17.07 	: 	: 	: 
N_GE1,PC_POP,DOM,PL,2012	34.58 	: 	: 	: 
N_GE1,PC_POP,DOM,PL,2013	37.59 	: 	: 	: 
N_GE1,PC_POP,DOM,PL,2014	36.78 	: 	: 	: 
N_GE1,PC_POP,DOM,PL,2015	37.41 	: 	: 	: 
N_GE1,PC_POP,DOM,PL,2016	39.7 	: 	: 	: 
N_GE1,PC_POP,DOM,PL,2017	41.16 	: 	: 	: 
N_GE1,PC_POP,DOM,PT,2012	28.34 	: 	: 	: 
N_GE1,PC_POP,DOM,PT,2013	29.09 	: 	: 	: 
N_GE1,PC_POP,DOM,PT,2014	18.2 	: 	: 	: 
N_GE1,PC_POP,DOM,PT,2015	18.12 	: 	: 	: 
N_GE1,PC_POP,DOM,PT,2016	31.9 	: 	: 	: 
N_GE1,PC_POP,DOM,PT,2017	30.77 	: 	: 	: 
N_GE1,PC_POP,DOM,RO,2012	20.43 	: 	: 	: 
N_GE1,PC_POP,DOM,RO,2013	22.14 	: 	: 	: 
N_GE1,PC_POP,DOM,RO,2014	23.57 	: 	: 	: 
N_GE1,PC_POP,DOM,RO,2015	24.58 	: 	: 	: 
N_GE1,PC_POP,DOM,RO,2016	22.43 	: 	: 	: 
N_GE1,PC_POP,DOM,RO,2017	25.03 	: 	: 	: 
N_GE1,PC_POP,DOM,SE,2014	26.09 	: 	: 	: 
N_GE1,PC_POP,DOM,SE,2015	26.37 	: 	: 	: 
N_GE1,PC_POP,DOM,SE,2016	28.23 	: 	: 	: 
N_GE1,PC_POP,DOM,SE,2017	19.17 	: 	: 	: 
N_GE1,PC_POP,DOM,SI,2012	13.86 	13.34 	14.84 	11.88 
N_GE1,PC_POP,DOM,SI,2013	12.7 e	12.05 e	13.38 e	11.7 e
N_GE1,PC_POP,DOM,SI,2014	13.23 e	11.57 e	14.46 e	11.94 e
N_GE1,PC_POP,DOM,SI,2015	12.38 	11.36 	13.81 	10.03 u
N_GE1,PC_POP,DOM,SI,2016	12.81 	13.33 	13.71 	9.94 
N_GE1,PC_POP,DOM,SI,2017	10.52 	: 	: 	: 
N_GE1,PC_POP,DOM,SK,2012	21.72 	: 	: 	: 
