duration,unit,partner,geo,time\isced11	TOTAL 	ED0-2 	ED3_4 	ED5-8 
N_GE1,NR,DOM,DE,2016	15124254 	: 	: 	: 
N_GE1,NR,DOM,DE,2017	13680047 	: 	: 	: 
N_GE1,NR,DOM,DK,2012	958961 e	: 	: 	: 
N_GE1,NR,DOM,DK,2013	996650 	: 	: 	: 
N_GE1,NR,DOM,DK,2014	1065837 	: 	: 	: 
N_GE1,NR,DOM,DK,2015	1038616 	: 	: 	: 
N_GE1,NR,DOM,DK,2016	1069290 	: 	: 	: 
N_GE1,NR,DOM,EE,2012	230663 	: 	: 	: 
N_GE1,NR,DOM,EE,2013	230813 	: 	: 	: 
N_GE1,NR,DOM,EE,2014	281740 	: 	: 	: 
N_GE1,NR,DOM,EE,2015	260260 	: 	: 	: 
N_GE1,NR,DOM,EE,2016	257381 	: 	: 	: 
N_GE1,NR,DOM,EL,2012	3064523 	: 	: 	: 
N_GE1,NR,DOM,EL,2013	2590468 	: 	: 	: 
N_GE1,NR,DOM,EL,2014	3062062 	: 	: 	: 
N_GE1,NR,DOM,EL,2015	2878410 	: 	: 	: 
N_GE1,NR,DOM,EL,2016	2747432 	: 	: 	: 
N_GE1,NR,DOM,EL,2017	3073570 	: 	: 	: 
N_GE1,NR,DOM,ES,2012	16178398 	7208731 	5235602 	3734066 
N_GE1,NR,DOM,ES,2013	16707425 	7330302 	5510434 	3866688 
N_GE1,NR,DOM,ES,2014	16184672 	7102318 	5436232 	3646123 
N_GE1,NR,DOM,ES,2015	16927230 b	7838399 b	3811848 b	5276982 b
N_GE1,NR,DOM,ES,2016	17588030 	8343270 	3872264 	5372495 
N_GE1,NR,DOM,ES,2017	16992606 	7992062 	3800368 	5200176 
N_GE1,NR,DOM,FI,2012	1488515 	448133 	621058 	419324 
N_GE1,NR,DOM,FI,2013	1391172 	422823 	561002 	407347 
N_GE1,NR,DOM,FI,2014	1450799 	435857 	624746 	390196 
N_GE1,NR,DOM,FI,2015	1258190 	329926 	553211 	375053 
N_GE1,NR,DOM,FI,2016	1327962 	349930 	636745 	341287 
N_GE1,NR,DOM,FI,2017	1264051 	340349 	565319 	358383 
N_GE1,NR,DOM,FR,2012	26105790 	: 	: 	: 
N_GE1,NR,DOM,FR,2013	25667941 	: 	: 	: 
N_GE1,NR,DOM,FR,2014	24961148 	: 	: 	: 
N_GE1,NR,DOM,FR,2015	25530695 	: 	: 	: 
N_GE1,NR,DOM,FR,2016	24838386 	: 	: 	: 
N_GE1,NR,DOM,FR,2017	25492185 	: 	: 	: 
N_GE1,NR,DOM,HR,2012	946953 u	227826 u	539111 u	180017 u
N_GE1,NR,DOM,HR,2013	902595 	188667 	544410 	169518 
N_GE1,NR,DOM,HR,2014	1091609 	: 	: 	: 
N_GE1,NR,DOM,HR,2015	1038738 b	: b	: b	: b
N_GE1,NR,DOM,HR,2016	1057604 	: 	: 	: 
N_GE1,NR,DOM,HR,2017	903998 	: 	: 	: 
N_GE1,NR,DOM,HU,2012	2754432 	: 	: 	: 
N_GE1,NR,DOM,HU,2013	2851524 	: 	: 	: 
N_GE1,NR,DOM,HU,2014	2873819 	: 	: 	: 
N_GE1,NR,DOM,HU,2015	2708696 	: 	: 	: 
N_GE1,NR,DOM,HU,2016	2813680 	: 	: 	: 
N_GE1,NR,DOM,IE,2012	665185 	: 	: 	: 
N_GE1,NR,DOM,IE,2013	751112 	: 	: 	: 
N_GE1,NR,DOM,IE,2014	696393 	: 	: 	: 
N_GE1,NR,DOM,IE,2015	709202 	: 	: 	: 
N_GE1,NR,DOM,IE,2016	633404 	: 	: 	: 
N_GE1,NR,DOM,IE,2017	712604 	: 	: 	: 
N_GE1,NR,DOM,IT,2012	18542557 	: 	: 	: 
N_GE1,NR,DOM,IT,2013	15943533 	: 	: 	: 
N_GE1,NR,DOM,IT,2014	12638439 b	: 	: 	: 
N_GE1,NR,DOM,IT,2015	14014287 	: 	: 	: 
N_GE1,NR,DOM,IT,2016	13663208 	: 	: 	: 
N_GE1,NR,DOM,IT,2017	13145371 	: 	: 	: 
N_GE1,NR,DOM,LT,2012	643022 	: 	: 	: 
N_GE1,NR,DOM,LT,2013	684333 	: 	: 	: 
N_GE1,NR,DOM,LT,2014	696939 	: 	: 	: 
N_GE1,NR,DOM,LT,2015	720282 	: 	: 	: 
N_GE1,NR,DOM,LT,2016	686732 	: 	: 	: 
N_GE1,NR,DOM,LT,2017	678080 	: 	: 	: 
N_GE1,NR,DOM,LU,2012	2640 	1885 	517 	238 
N_GE1,NR,DOM,LU,2013	4051 	472 e	3118 e	460 e
N_GE1,NR,DOM,LU,2014	1743 	1008 e	410 e	325 e
N_GE1,NR,DOM,LU,2015	: c	: 	: 	: 
N_GE1,NR,DOM,LU,2016	: c	: 	: 	: 
N_GE1,NR,DOM,LV,2012	404717 	: 	: 	: 
N_GE1,NR,DOM,LV,2013	424712 	: 	: 	: 
N_GE1,NR,DOM,LV,2014	394081 	: 	: 	: 
N_GE1,NR,DOM,LV,2015	399092 	53677 	240766 	104648 
N_GE1,NR,DOM,LV,2016	413034 	59050 	227801 	126182 
N_GE1,NR,DOM,LV,2017	388243 	64281 	234576 	89386 
N_GE1,NR,DOM,ME,2016	: c	: 	: 	: 
N_GE1,NR,DOM,MT,2012	75574 	: 	: 	: 
N_GE1,NR,DOM,MT,2013	53814 	: 	: 	: 
N_GE1,NR,DOM,MT,2014	58044 	: 	: 	: 
N_GE1,NR,DOM,MT,2015	48692 	: 	: 	: 
N_GE1,NR,DOM,MT,2016	53122 	: 	: 	: 
N_GE1,NR,DOM,MT,2017	54350 	: 	: 	: 
N_GE1,NR,DOM,NL,2012	3199863 	978827 	1209178 	1011858 
N_GE1,NR,DOM,NL,2013	3262589 	1090083 	1246325 	926180 
N_GE1,NR,DOM,NL,2014	3308568 	1054929 	1246616 	1007023 
N_GE1,NR,DOM,NL,2015	3170976 	956973 	1235625 	978378 
N_GE1,NR,DOM,NL,2016	3177698 	874342 	1248272 	1055085 
N_GE1,NR,DOM,NL,2017	2972054 	733243 	1589295 	649516 
N_GE1,NR,DOM,NO,2013	554270 	: 	: 	: 
N_GE1,NR,DOM,NO,2016	621870 	: 	: 	: 
N_GE1,NR,DOM,NO,2017	690891 	: 	: 	: 
N_GE1,NR,DOM,PL,2012	11320000 	: 	: 	: 
N_GE1,NR,DOM,PL,2013	12300000 	: 	: 	: 
N_GE1,NR,DOM,PL,2014	11907720 	: 	: 	: 
N_GE1,NR,DOM,PL,2015	12063806 	: 	: 	: 
N_GE1,NR,DOM,PL,2016	12853326 	: 	: 	: 
N_GE1,NR,DOM,PL,2017	13328185 	: 	: 	: 
N_GE1,NR,DOM,PT,2012	2553946 	: 	: 	: 
N_GE1,NR,DOM,PT,2013	2611167 	: 	: 	: 
N_GE1,NR,DOM,PT,2014	2614722 	: 	: 	: 
N_GE1,NR,DOM,PT,2015	2747385 	: 	: 	: 
N_GE1,NR,DOM,PT,2016	2835741 	: 	: 	: 
N_GE1,NR,DOM,PT,2017	2706666 	: 	: 	: 
N_GE1,NR,DOM,RO,2012	3682794 	: 	: 	: 
N_GE1,NR,DOM,RO,2013	3972221 	: 	: 	: 
N_GE1,NR,DOM,RO,2014	3930320 	: 	: 	: 
N_GE1,NR,DOM,RO,2015	4068425 	: 	: 	: 
N_GE1,NR,DOM,RO,2016	3699409 	: 	: 	: 
N_GE1,NR,DOM,RO,2017	4097763 	: 	: 	: 
N_GE1,NR,DOM,SE,2012	: u	: 	: 	: 
N_GE1,NR,DOM,SE,2014	2125850 	: 	: 	: 
N_GE1,NR,DOM,SE,2015	2144625 	: 	: 	: 
N_GE1,NR,DOM,SE,2016	2324225 	: 	: 	: 
N_GE1,NR,DOM,SE,2017	1416153 	: 	: 	: 
N_GE1,NR,DOM,SI,2012	244176 	54823 	144948 	44405 
N_GE1,NR,DOM,SI,2013	223629 e	48228 e	129219 e	46181 e
N_GE1,NR,DOM,SI,2014	232703 e	46078 e	138416 e	48209 e
N_GE1,NR,DOM,SI,2015	217678 	53604 	127870 	36204 u
N_GE1,NR,DOM,SI,2016	225052 	60749 	127000 	37302 
N_GE1,NR,DOM,SI,2017	184746 	: 	: 	: 
N_GE1,NR,DOM,SK,2012	993008 	: 	: 	: 
N_GE1,NR,DOM,SK,2013	1252382 b	: 	: 	: 
N_GE1,NR,DOM,SK,2014	1204700 	: 	: 	: 
N_GE1,NR,DOM,SK,2015	1262276 	: 	: 	: 
N_GE1,NR,DOM,SK,2016	1523774 	: 	: 	: 
N_GE1,NR,DOM,SK,2017	1574565 	: 	: 	: 
N_GE1,NR,DOM,UK,2012	13124000 	: 	: 	: 
N_GE1,NR,DOM,UK,2013	14175000 	: 	: 	: 
N_GE1,NR,DOM,UK,2014	13277100 	: 	: 	: 
N_GE1,NR,DOM,UK,2015	13186000 	: 	: 	: 
N_GE1,NR,DOM,UK,2016	13372020 	: 	: 	: 
N_GE1,NR,DOT,AT,2012	2558195 	: 	: 	: 
N_GE1,NR,DOT,AT,2013	2602614 	: 	: 	: 
N_GE1,NR,DOT,AT,2014	2422224 	: 	: 	: 
N_GE1,NR,DOT,AT,2015	2488677 	: 	: 	: 
N_GE1,NR,DOT,AT,2016	2555815 	: 	: 	: 
N_GE1,NR,DOT,AT,2017	2685317 	: 	: 	: 
N_GE1,NR,DOT,BE,2012	1019752 	: 	: 	: 
N_GE1,NR,DOT,BE,2013	1477964 	: 	: 	: 
N_GE1,NR,DOT,BE,2014	1149952 	: 	: 	: 
N_GE1,NR,DOT,BE,2015	1552284 	: 	: 	: 
N_GE1,NR,DOT,BE,2016	1667107 	: 	: 	: 
N_GE1,NR,DOT,BE,2017	2444516 b	: 	: 	: 
N_GE1,NR,DOT,BG,2012	77207 	: 	: 	: 
N_GE1,NR,DOT,BG,2013	79528 	: 	: 	: 
N_GE1,NR,DOT,BG,2014	96309 	: 	: 	: 
N_GE1,NR,DOT,BG,2015	88278 	: 	: 	: 
N_GE1,NR,DOT,BG,2016	101678 	: 	: 	: 
N_GE1,NR,DOT,BG,2017	164877 	: 	: 	: 
N_GE1,NR,DOT,CH,2012	2762098 	: 	: 	: 
N_GE1,NR,DOT,CH,2013	2944436 	: 	: 	: 
N_GE1,NR,DOT,CH,2014	2854179 	: 	: 	: 
N_GE1,NR,DOT,CH,2015	2868726 	: 	: 	: 
N_GE1,NR,DOT,CH,2016	2905170 	: 	: 	: 
N_GE1,NR,DOT,CY,2012	113449 e	: 	: 	: 
N_GE1,NR,DOT,CY,2013	51563 e	: 	: 	: 
N_GE1,NR,DOT,CY,2014	161867 e	: 	: 	: 
N_GE1,NR,DOT,CY,2015	168210 e	: 	: 	: 
N_GE1,NR,DOT,CY,2016	184631 e	: 	: 	: 
N_GE1,NR,DOT,CY,2017	179425 e	: 	: 	: 
N_GE1,NR,DOT,CZ,2012	3017239 	: 	: 	: 
N_GE1,NR,DOT,CZ,2013	2801352 	: 	: 	: 
N_GE1,NR,DOT,CZ,2014	3072152 	: 	: 	: 
N_GE1,NR,DOT,CZ,2015	3085190 	: 	: 	: 
N_GE1,NR,DOT,CZ,2016	3107752 	: 	: 	: 
N_GE1,NR,DOT,CZ,2017	3348560 	: 	: 	: 
N_GE1,NR,DOT,DE,2012	26001140 	: 	: 	: 
N_GE1,NR,DOT,DE,2013	26472209 	: 	: 	: 
N_GE1,NR,DOT,DE,2014	26633382 	: 	: 	: 
N_GE1,NR,DOT,DE,2015	26734846 	: 	: 	: 
N_GE1,NR,DOT,DE,2016	26984283 	: 	: 	: 
N_GE1,NR,DOT,DE,2017	27252768 	: 	: 	: 
N_GE1,NR,DOT,DK,2012	603543 e	: 	: 	: 
N_GE1,NR,DOT,DK,2013	811012 	: 	: 	: 
N_GE1,NR,DOT,DK,2014	878953 	: 	: 	: 
N_GE1,NR,DOT,DK,2015	856505 	: 	: 	: 
N_GE1,NR,DOT,DK,2016	828872 	: 	: 	: 
N_GE1,NR,DOT,EE,2012	297778 	: 	: 	: 
N_GE1,NR,DOT,EE,2013	292871 	: 	: 	: 
N_GE1,NR,DOT,EE,2014	363045 	: 	: 	: 
N_GE1,NR,DOT,EE,2015	334924 	: 	: 	: 
N_GE1,NR,DOT,EE,2016	348776 	: 	: 	: 
N_GE1,NR,DOT,EE,2017	384812 	: 	: 	: 
N_GE1,NR,DOT,EL,2012	136641 	: 	: 	: 
N_GE1,NR,DOT,EL,2013	168317 	: 	: 	: 
N_GE1,NR,DOT,EL,2014	208552 	: 	: 	: 
N_GE1,NR,DOT,EL,2015	201398 	: 	: 	: 
N_GE1,NR,DOT,EL,2016	177770 	: 	: 	: 
N_GE1,NR,DOT,EL,2017	256953 	: 	: 	: 
N_GE1,NR,DOT,ES,2012	3150074 	750313 	989727 	1410034 
N_GE1,NR,DOT,ES,2013	2988885 	663094 	949917 	1375875 
N_GE1,NR,DOT,ES,2014	3169211 	704989 	967007 	1497215 
N_GE1,NR,DOT,ES,2015	5505574 b	1231888 b	1257779 b	3015907 b
N_GE1,NR,DOT,ES,2016	5969011 	1286158 	1345853 	3337000 
N_GE1,NR,DOT,ES,2017	6570032 	1465024 	1443562 	3661445 
N_GE1,NR,DOT,FI,2012	2330730 	548225 	839030 	943475 
N_GE1,NR,DOT,FI,2013	2381930 	447134 	993809 	940987 
N_GE1,NR,DOT,FI,2014	2332607 	444076 	928636 	959895 
N_GE1,NR,DOT,FI,2015	2554691 	499826 	927910 	1126955 
N_GE1,NR,DOT,FI,2016	2530621 	450407 	938499 	1141715 
N_GE1,NR,DOT,FI,2017	2616243 	491269 	964921 	1160053 
N_GE1,NR,DOT,FR,2012	10376043 	: 	: 	: 
N_GE1,NR,DOT,FR,2013	10797102 	: 	: 	: 
N_GE1,NR,DOT,FR,2014	11204367 	: 	: 	: 
N_GE1,NR,DOT,FR,2015	11058509 	: 	: 	: 
N_GE1,NR,DOT,FR,2016	10973195 	: 	: 	: 
N_GE1,NR,DOT,FR,2017	11116234 	: 	: 	: 
N_GE1,NR,DOT,HR,2012	303975 u	73133 u	173056 u	57786 u
N_GE1,NR,DOT,HR,2013	647212 	92219 	364367 	190626 
N_GE1,NR,DOT,HR,2014	330501 	: 	: 	: 
N_GE1,NR,DOT,HR,2015	300039 b	: b	: b	: b
N_GE1,NR,DOT,HR,2016	318360 	: 	: 	: 
N_GE1,NR,DOT,HR,2017	310880 	: 	: 	: 
N_GE1,NR,DOT,HU,2012	1137920 	: 	: 	: 
N_GE1,NR,DOT,HU,2013	992574 	: 	: 	: 
N_GE1,NR,DOT,HU,2014	1119544 	: 	: 	: 
N_GE1,NR,DOT,HU,2015	1269718 	: 	: 	: 
N_GE1,NR,DOT,HU,2016	1340228 	: 	: 	: 
N_GE1,NR,DOT,IE,2012	1548782 	: 	: 	: 
N_GE1,NR,DOT,IE,2013	1460461 	: 	: 	: 
N_GE1,NR,DOT,IE,2014	1630277 	: 	: 	: 
N_GE1,NR,DOT,IE,2015	1576187 	: 	: 	: 
N_GE1,NR,DOT,IE,2016	1730283 	: 	: 	: 
N_GE1,NR,DOT,IE,2017	1780109 	: 	: 	: 
N_GE1,NR,DOT,IT,2012	2077845 	: 	: 	: 
N_GE1,NR,DOT,IT,2013	2018905 	: 	: 	: 
N_GE1,NR,DOT,IT,2014	3783097 b	: 	: 	: 
N_GE1,NR,DOT,IT,2015	4085928 	: 	: 	: 
N_GE1,NR,DOT,IT,2016	4776823 	: 	: 	: 
N_GE1,NR,DOT,IT,2017	4271156 	: 	: 	: 
N_GE1,NR,DOT,LT,2012	13933 u	: 	: 	: 
N_GE1,NR,DOT,LT,2013	37153 u	: 	: 	: 
N_GE1,NR,DOT,LT,2014	38485 	: 	: 	: 
N_GE1,NR,DOT,LT,2015	40837 u	: 	: 	: 
N_GE1,NR,DOT,LT,2016	43351 u	: 	: 	: 
N_GE1,NR,DOT,LT,2017	41825 u	: 	: 	: 
N_GE1,NR,DOT,LU,2012	47434 	: 	: 	: 
N_GE1,NR,DOT,LU,2013	47107 	9374 e	17016 e	20718 e
N_GE1,NR,DOT,LU,2014	43188 	2900 e	20653 e	19635 e
N_GE1,NR,DOT,LU,2015	55555 	: 	: 	: 
N_GE1,NR,DOT,LU,2016	40299 	: 	: 	: 
N_GE1,NR,DOT,LV,2012	237563 	: 	: 	: 
N_GE1,NR,DOT,LV,2013	292108 	: 	: 	: 
N_GE1,NR,DOT,LV,2014	339218 	: 	: 	: 
N_GE1,NR,DOT,LV,2015	373357 	33120 	155054 	185183 
N_GE1,NR,DOT,LV,2016	377322 	37080 	153948 	186294 
N_GE1,NR,DOT,LV,2017	370911 	27940 	160811 	182160 
N_GE1,NR,DOT,ME,2016	: c	: 	: 	: 
N_GE1,NR,DOT,MT,2012	45199 	: 	: 	: 
N_GE1,NR,DOT,MT,2013	58401 	: 	: 	: 
N_GE1,NR,DOT,MT,2014	65866 	: 	: 	: 
N_GE1,NR,DOT,MT,2015	59605 	: 	: 	: 
N_GE1,NR,DOT,MT,2016	72735 	: 	: 	: 
N_GE1,NR,DOT,MT,2017	88763 	: 	: 	: 
N_GE1,NR,DOT,NL,2012	5684702 	1045398 	1873050 	2766254 
N_GE1,NR,DOT,NL,2013	5377815 	996627 	1684644 	2696544 
N_GE1,NR,DOT,NL,2014	5183771 	897385 	1661136 	2625250 
N_GE1,NR,DOT,NL,2015	5239625 	919177 	1684407 	2636040 
N_GE1,NR,DOT,NL,2016	5579492 	928572 	1764903 	2886018 
N_GE1,NR,DOT,NL,2017	5605424 	876021 	2495719 	2233684 
N_GE1,NR,DOT,NO,2013	2290810 	: 	: 	: 
N_GE1,NR,DOT,NO,2016	1992320 	: 	: 	: 
N_GE1,NR,DOT,NO,2017	2218461 	: 	: 	: 
N_GE1,NR,DOT,PL,2012	1770000 	: 	: 	: 
N_GE1,NR,DOT,PL,2013	1900000 	: 	: 	: 
N_GE1,NR,DOT,PL,2014	2944592 	: 	: 	: 
N_GE1,NR,DOT,PL,2015	2937478 	: 	: 	: 
N_GE1,NR,DOT,PL,2016	2956047 	: 	: 	: 
N_GE1,NR,DOT,PL,2017	3187942 	: 	: 	: 
N_GE1,NR,DOT,PT,2012	475601 	: 	: 	: 
N_GE1,NR,DOT,PT,2013	437447 	: 	: 	: 
N_GE1,NR,DOT,PT,2014	518534 	: 	: 	: 
N_GE1,NR,DOT,PT,2015	599567 	: 	: 	: 
N_GE1,NR,DOT,PT,2016	610991 	: 	: 	: 
N_GE1,NR,DOT,PT,2017	623773 	: 	: 	: 
N_GE1,NR,DOT,RO,2012	4584 	: 	: 	: 
N_GE1,NR,DOT,RO,2013	29023 	: 	: 	: 
N_GE1,NR,DOT,RO,2014	46435 	: 	: 	: 
N_GE1,NR,DOT,RO,2015	52981 	: 	: 	: 
N_GE1,NR,DOT,RO,2016	37062 	: 	: 	: 
N_GE1,NR,DOT,RO,2017	50240 	: 	: 	: 
N_GE1,NR,DOT,SE,2012	: u	: 	: 	: 
N_GE1,NR,DOT,SE,2014	3206880 	: 	: 	: 
N_GE1,NR,DOT,SE,2015	3552731 	: 	: 	: 
N_GE1,NR,DOT,SE,2016	3169261 	: 	: 	: 
N_GE1,NR,DOT,SE,2017	3644169 	: 	: 	: 
N_GE1,NR,DOT,SI,2012	371546 	33938 	203460 	134147 
N_GE1,NR,DOT,SI,2013	314512 e	30790 e	156011 e	127711 e
N_GE1,NR,DOT,SI,2014	319105 e	36839 e	158509 e	123757 e
N_GE1,NR,DOT,SI,2015	280162 	39800 	136020 	104342 
N_GE1,NR,DOT,SI,2016	357792 	54611 	176100 	127081 
N_GE1,NR,DOT,SI,2017	358607 	: 	: 	: 
N_GE1,NR,DOT,SK,2012	239279 	: 	: 	: 
N_GE1,NR,DOT,SK,2013	409535 b	: 	: 	: 
N_GE1,NR,DOT,SK,2014	527938 	: 	: 	: 
N_GE1,NR,DOT,SK,2015	695235 	: 	: 	: 
N_GE1,NR,DOT,SK,2016	658160 	: 	: 	: 
N_GE1,NR,DOT,SK,2017	910571 	: 	: 	: 
N_GE1,NR,DOT,UK,2012	5618000 	: 	: 	: 
N_GE1,NR,DOT,UK,2013	11120000 	: 	: 	: 
N_GE1,NR,DOT,UK,2014	10443200 	: 	: 	: 
N_GE1,NR,DOT,UK,2015	9788100 	: 	: 	: 
N_GE1,NR,DOT,UK,2016	10517880 	: 	: 	: 
N_GE1,NR,OUT,AT,2012	1524633 	: 	: 	: 
N_GE1,NR,OUT,AT,2013	1537308 	: 	: 	: 
N_GE1,NR,OUT,AT,2014	1741378 	: 	: 	: 
N_GE1,NR,OUT,AT,2015	1711778 	: 	: 	: 
N_GE1,NR,OUT,AT,2016	1741260 	: 	: 	: 
N_GE1,NR,OUT,AT,2017	1678636 	: 	: 	: 
N_GE1,NR,OUT,BE,2012	2996186 	: 	: 	: 
N_GE1,NR,OUT,BE,2013	3740856 	: 	: 	: 
N_GE1,NR,OUT,BE,2014	3664482 	: 	: 	: 
N_GE1,NR,OUT,BE,2015	3427879 	: 	: 	: 
N_GE1,NR,OUT,BE,2016	3764342 	: 	: 	: 
N_GE1,NR,OUT,BE,2017	2763075 b	: 	: 	: 
N_GE1,NR,OUT,BG,2012	110990 	: 	: 	: 
N_GE1,NR,OUT,BG,2013	121834 	: 	: 	: 
N_GE1,NR,OUT,BG,2014	85246 	: 	: 	: 
N_GE1,NR,OUT,BG,2015	139386 	: 	: 	: 
N_GE1,NR,OUT,BG,2016	116905 	: 	: 	: 
N_GE1,NR,OUT,BG,2017	141562 	: 	: 	: 
N_GE1,NR,OUT,CH,2012	2061887 	: 	: 	: 
N_GE1,NR,OUT,CH,2013	2094844 	: 	: 	: 
N_GE1,NR,OUT,CH,2014	2251067 	: 	: 	: 
N_GE1,NR,OUT,CH,2015	2350075 	: 	: 	: 
N_GE1,NR,OUT,CH,2016	2582048 	: 	: 	: 
N_GE1,NR,OUT,CY,2012	228469 e	: 	: 	: 
N_GE1,NR,OUT,CY,2013	133048 e	: 	: 	: 
N_GE1,NR,OUT,CY,2014	122878 e	: 	: 	: 
N_GE1,NR,OUT,CY,2015	116734 e	: 	: 	: 
N_GE1,NR,OUT,CY,2016	133300 e	: 	: 	: 
N_GE1,NR,OUT,CY,2017	142196 e	: 	: 	: 
N_GE1,NR,OUT,CZ,2012	529628 	: 	: 	: 
N_GE1,NR,OUT,CZ,2013	626863 	: 	: 	: 
N_GE1,NR,OUT,CZ,2014	616859 	: 	: 	: 
N_GE1,NR,OUT,CZ,2015	483902 	: 	: 	: 
N_GE1,NR,OUT,CZ,2016	482327 	: 	: 	: 
N_GE1,NR,OUT,CZ,2017	474731 	: 	: 	: 
N_GE1,NR,OUT,DE,2012	11212876 	: 	: 	: 
N_GE1,NR,OUT,DE,2013	11900464 	: 	: 	: 
N_GE1,NR,OUT,DE,2014	10590728 	: 	: 	: 
N_GE1,NR,OUT,DE,2015	10515458 	: 	: 	: 
N_GE1,NR,OUT,DE,2016	11653331 	: 	: 	: 
N_GE1,NR,OUT,DE,2017	10774431 	: 	: 	: 
N_GE1,NR,OUT,DK,2012	1991485 e	: 	: 	: 
N_GE1,NR,OUT,DK,2013	2029940 	: 	: 	: 
N_GE1,NR,OUT,DK,2014	1919803 	: 	: 	: 
N_GE1,NR,OUT,DK,2015	1870772 	: 	: 	: 
N_GE1,NR,OUT,DK,2016	1933877 	: 	: 	: 
N_GE1,NR,OUT,EE,2012	157276 	: 	: 	: 
N_GE1,NR,OUT,EE,2013	176278 	: 	: 	: 
N_GE1,NR,OUT,EE,2014	142964 	: 	: 	: 
N_GE1,NR,OUT,EE,2015	134293 	: 	: 	: 
N_GE1,NR,OUT,EE,2016	152901 	: 	: 	: 
N_GE1,NR,OUT,EE,2017	119166 	: 	: 	: 
N_GE1,NR,OUT,EL,2012	281774 	: 	: 	: 
N_GE1,NR,OUT,EL,2013	292173 	: 	: 	: 
N_GE1,NR,OUT,EL,2014	307995 	: 	: 	: 
N_GE1,NR,OUT,EL,2015	301135 	: 	: 	: 
N_GE1,NR,OUT,EL,2016	324204 	: 	: 	: 
N_GE1,NR,OUT,EL,2017	262041 	: 	: 	: 
N_GE1,NR,OUT,ES,2012	1485142 	550358 	540954 	393831 
N_GE1,NR,OUT,ES,2013	1418408 	535887 	493620 	388901 
N_GE1,NR,OUT,ES,2014	1515406 	580303 	513728 	421375 
N_GE1,NR,OUT,ES,2015	2017065 b	920723 b	497220 b	599122 b
N_GE1,NR,OUT,ES,2016	2057163 	984220 	479499 	593444 
N_GE1,NR,OUT,ES,2017	2102882 	1017697 	542884 	542300 
N_GE1,NR,OUT,FI,2012	242491 	121887 	80801 	39803 u
N_GE1,NR,OUT,FI,2013	241596 	82246 	101648 	57702 
N_GE1,NR,OUT,FI,2014	248893 	95935 	98466 	54492 
N_GE1,NR,OUT,FI,2015	222930 	81322 	78257 	63351 
N_GE1,NR,OUT,FI,2016	221004 	54705 u	96025 u	70274 u
N_GE1,NR,OUT,FI,2017	206345 	77419 	71583 	57343 
N_GE1,NR,OUT,FR,2012	1899017 	: 	: 	: 
N_GE1,NR,OUT,FR,2013	2015155 	: 	: 	: 
N_GE1,NR,OUT,FR,2014	2064372 	: 	: 	: 
N_GE1,NR,OUT,FR,2015	2100083 	: 	: 	: 
N_GE1,NR,OUT,FR,2016	2237982 	: 	: 	: 
N_GE1,NR,OUT,FR,2017	2087293 	: 	: 	: 
N_GE1,NR,OUT,HR,2012	658381 u	158399 u	374823 u	125159 u
N_GE1,NR,OUT,HR,2013	160714 	23788 	105228 	31698 
N_GE1,NR,OUT,HR,2014	359364 	: 	: 	: 
N_GE1,NR,OUT,HR,2015	220556 b	: b	: b	: b
N_GE1,NR,OUT,HR,2016	221562 	: 	: 	: 
N_GE1,NR,OUT,HR,2017	350107 	: 	: 	: 
N_GE1,NR,OUT,HU,2012	462576 	: 	: 	: 
N_GE1,NR,OUT,HU,2013	474068 	: 	: 	: 
N_GE1,NR,OUT,HU,2014	488855 	: 	: 	: 
N_GE1,NR,OUT,HU,2015	545241 	: 	: 	: 
N_GE1,NR,OUT,HU,2016	574834 	: 	: 	: 
N_GE1,NR,OUT,IE,2012	331198 	: 	: 	: 
N_GE1,NR,OUT,IE,2013	322434 	: 	: 	: 
N_GE1,NR,OUT,IE,2014	335480 	: 	: 	: 
N_GE1,NR,OUT,IE,2015	402875 	: 	: 	: 
N_GE1,NR,OUT,IE,2016	430462 	: 	: 	: 
N_GE1,NR,OUT,IE,2017	340421 	: 	: 	: 
N_GE1,NR,OUT,IT,2012	4378096 	: 	: 	: 
N_GE1,NR,OUT,IT,2013	3686357 	: 	: 	: 
N_GE1,NR,OUT,IT,2014	3304806 b	: 	: 	: 
N_GE1,NR,OUT,IT,2015	3706189 	: 	: 	: 
N_GE1,NR,OUT,IT,2016	3362742 	: 	: 	: 
N_GE1,NR,OUT,IT,2017	4124164 	: 	: 	: 
N_GE1,NR,OUT,LT,2012	672559 	: 	: 	: 
N_GE1,NR,OUT,LT,2013	704570 	: 	: 	: 
N_GE1,NR,OUT,LT,2014	718972 	: 	: 	: 
N_GE1,NR,OUT,LT,2015	692408 	: 	: 	: 
N_GE1,NR,OUT,LT,2016	682099 	: 	: 	: 
N_GE1,NR,OUT,LT,2017	679374 	: 	: 	: 
N_GE1,NR,OUT,LU,2012	291693 	: 	: 	: 
N_GE1,NR,OUT,LU,2013	327261 	51987 e	123189 e	152086 e
N_GE1,NR,OUT,LU,2014	332054 	39961 e	148617 e	143476 e
N_GE1,NR,OUT,LU,2015	331571 	: 	: 	: 
N_GE1,NR,OUT,LU,2016	346623 	: 	: 	: 
N_GE1,NR,OUT,LV,2012	149012 	: 	: 	: 
N_GE1,NR,OUT,LV,2013	172326 	: 	: 	: 
N_GE1,NR,OUT,LV,2014	145620 	: 	: 	: 
