accommod,unit,nace_r2,terrtypo,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
BEDPL,NR,I552,NCST_A,ME	: 	2519 	: 	: 	: 	1630 
BEDPL,NR,I552,NCST_A,MK	17149 	17023 	17314 	17752 	: 	: 
BEDPL,NR,I552,NCST_A,MT	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552,NCST_A,NL	239219 	237272 	239676 	232180 	238435 b	198481 
BEDPL,NR,I552,NCST_A,NO	20724 	23238 	23722 	21117 	20812 	8252 
BEDPL,NR,I552,NCST_A,PL	246809 	244027 	236698 	229317 	233828 	241402 
BEDPL,NR,I552,NCST_A,PT	29714 	20102 	10568 	10853 	10853 b	2429 
BEDPL,NR,I552,NCST_A,RO	97228 	88066 	76857 	66768 	65076 	62218 
BEDPL,NR,I552,NCST_A,RS	: 	: 	: 	45314 	42748 	54895 
BEDPL,NR,I552,NCST_A,SE	49226 	49081 	49902 	52688 	50831 	50947 
BEDPL,NR,I552,NCST_A,SI	37361 u	35432 u	33519 u	32192 	31606 	31172 
BEDPL,NR,I552,NCST_A,SK	59177 	60253 	55655 	54186 	57462 	60313 
BEDPL,NR,I552,NCST_A,UK	: 	257102 	257454 	: 	249623 	222702 
BEDPL,NR,I552,NCST_A,XK	729 u	: 	: 	: 	: 	: 
BEDPL,NR,I552,TOTAL,AT	211327 	206659 	201393 	201376 	193826 	191264 b
BEDPL,NR,I552,TOTAL,BE	156269 	151759 	147941 	149816 	147712 	145308 b
BEDPL,NR,I552,TOTAL,BG	54550 	45597 	43035 	42101 	39433 	39188 b
BEDPL,NR,I552,TOTAL,CH	: 	286253 	: 	: 	: 	: 
BEDPL,NR,I552,TOTAL,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552,TOTAL,CZ	175954 	182709 	182634 	181562 	205176 	209501 b
BEDPL,NR,I552,TOTAL,DE	682457 	672377 	675922 	682878 	686609 	686936 b
BEDPL,NR,I552,TOTAL,DK	59080 	57599 	55632 	56004 	56079 	55883 b
BEDPL,NR,I552,TOTAL,EA	5611947 e	5393613 	5291226 	: 	: 	: 
BEDPL,NR,I552,TOTAL,EE	27432 	27067 	25452 	25658 	23493 	21389 b
BEDPL,NR,I552,TOTAL,EL	397460 e	359842 e	359013 e	355350 e	354110 	353316 e
BEDPL,NR,I552,TOTAL,ES	862634 	844524 	845241 	836462 	796233 	787197 b
BEDPL,NR,I552,TOTAL,EU27	7242064 e	6994416 	6861832 	6773484 e	6683312 	6523292 b
BEDPL,NR,I552,TOTAL,EU28	7878606 e	7563852 	7391118 	7269760 e	7144169 	6940650 b
BEDPL,NR,I552,TOTAL,FI	42742 	39579 	38944 	37611 	36689 	32651 b
BEDPL,NR,I552,TOTAL,FR	: 	981017 	994154 	1012348 	1005744 	973994 b
BEDPL,NR,I552,TOTAL,HR	636542 	569436 	529286 	496276 	460857 	417358 b
BEDPL,NR,I552,TOTAL,HU	149754 	146832 	143479 	140158 	127330 	120685 b
BEDPL,NR,I552,TOTAL,IE	: 	26062 	26062 	29709 e	30481 e	36673 be
BEDPL,NR,I552,TOTAL,IS	13800 	14220 	14005 	13651 	11735 	7760 b
BEDPL,NR,I552,TOTAL,IT	1622904 	1519466 	1446579 	1377695 	1336213 	1319467 b
BEDPL,NR,I552,TOTAL,LI	582 	570 	580 	519 	: 	: 
BEDPL,NR,I552,TOTAL,LT	48461 	45480 	42581 	41918 	38813 	37301 b
BEDPL,NR,I552,TOTAL,LU	3697 	3797 	4042 	4020 	4623 	4787 b
BEDPL,NR,I552,TOTAL,LV	19405 	14624 	11989 	8663 	9100 	8801 b
BEDPL,NR,I552,TOTAL,ME	4491 b	116173 	: 	: 	: 	111996 b
BEDPL,NR,I552,TOTAL,MK	17149 	17023 	17314 	17752 	17787 	18244 b
BEDPL,NR,I552,TOTAL,MT	1658 	1695 	1600 	1651 	1734 	1199 b
BEDPL,NR,I552,TOTAL,NL	356276 	350400 	354234 	346467 	345880 b	295321 b
BEDPL,NR,I552,TOTAL,NO	46148 	48921 	50374 	48234 	43063 	16808 b
BEDPL,NR,I552,TOTAL,PL	393245 	381126 	367326 	359871 	363604 	368019 b
BEDPL,NR,I552,TOTAL,PT	68283 	46458 	19921 	23027 	23027 b	8268 b
BEDPL,NR,I552,TOTAL,RO	105041 	95146 	80627 	73303 	71705 	68836 b
BEDPL,NR,I552,TOTAL,RS	: 	: 	: 	45314 	42748 	54895 b
BEDPL,NR,I552,TOTAL,SE	80283 	79584 	84518 	89559 	86469 	84401 b
BEDPL,NR,I552,TOTAL,SI	44686 u	42554 u	40503 u	39058 	38734 	38237 b
BEDPL,NR,I552,TOTAL,SK	59177 	60253 	55655 	54186 	57462 	60313 b
BEDPL,NR,I552,TOTAL,UK	: 	612210 	613355 	: 	603033 	574357 b
BEDPL,NR,I552,TOTAL,XK	729 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,CST_A,AT	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,CST_A,BE	35674 	35409 	37175 	45463 	46908 	47479 
BEDPL,NR,I552_I553,CST_A,BG	34084 	24513 	23036 	22445 	21454 	21049 
BEDPL,NR,I552_I553,CST_A,CH	: 	0 	: 	: 	: 	: 
BEDPL,NR,I552_I553,CST_A,CY	988 	988 	988 	2428 	2428 	2428 b
BEDPL,NR,I552_I553,CST_A,CZ	0 	0 	0 	0 	0 	0 b
BEDPL,NR,I552_I553,CST_A,DE	389813 	380598 	380081 	379152 	386064 	388097 
BEDPL,NR,I552_I553,CST_A,DK	306415 	304336 	302088 	305301 	306338 	328651 
BEDPL,NR,I552_I553,CST_A,EA	6045562 e	5877158 	5861093 	: 	: 	: 
BEDPL,NR,I552_I553,CST_A,EE	14080 	13733 	12940 	12535 	11776 	10548 
BEDPL,NR,I552_I553,CST_A,EL	457900 e	416404 e	416257 e	411924 e	407967 	407728 e
BEDPL,NR,I552_I553,CST_A,ES	1122782 	1111860 	1114409 	1110897 	1102712 	1099539 
BEDPL,NR,I552_I553,CST_A,EU27	8150823 e	7963211 	7930775 	7948254 e	7839584 	7808599 e
BEDPL,NR,I552_I553,CST_A,EU28	8983827 e	8727138 	8663722 	8648210 e	8514554 	8423550 e
BEDPL,NR,I552_I553,CST_A,FI	30862 	29592 	29803 	28320 	28723 	27197 
BEDPL,NR,I552_I553,CST_A,FR	: 	1757940 	1760813 	1769290 	1762785 	1734539 
BEDPL,NR,I552_I553,CST_A,HR	833004 	763927 	732947 	699956 	674970 	617467 
BEDPL,NR,I552_I553,CST_A,HU	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,CST_A,IE	: 	34628 	34628 	36773 e	37545 	: 
BEDPL,NR,I552_I553,CST_A,IS	11759 	11981 	12318 	11927 	: 	: 
BEDPL,NR,I552_I553,CST_A,IT	1630564 	1548928 	1521616 	1528731 	1445576 	1477925 
BEDPL,NR,I552_I553,CST_A,LI	0 	0 	0 	0 	: 	: 
BEDPL,NR,I552_I553,CST_A,LT	15652 	15132 	13232 	13397 	12530 	12009 
BEDPL,NR,I552_I553,CST_A,LU	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,CST_A,LV	13206 	11477 	7983 	7792 	7601 	7417 
BEDPL,NR,I552_I553,CST_A,ME	: 	114815 	: 	: 	: 	112130 
BEDPL,NR,I552_I553,CST_A,MK	0 	0 	0 	0 	: 	: 
BEDPL,NR,I552_I553,CST_A,MT	1658 	1695 	1600 	1651 	1734 	1199 
BEDPL,NR,I552_I553,CST_A,NL	339460 	334424 	350056 	354300 	357232 b	325791 
BEDPL,NR,I552_I553,CST_A,NO	222464 	200912 	209407 	229141 	238015 	203156 
BEDPL,NR,I552_I553,CST_A,PL	164445 	154327 	144503 	144558 	142923 	142088 
BEDPL,NR,I552_I553,CST_A,PT	188238 	172201 	167523 	159444 	139527 b	127128 
BEDPL,NR,I552_I553,CST_A,RO	13109 	16055 	13883 	16004 	15543 	9347 
BEDPL,NR,I552_I553,CST_A,RS	: 	: 	: 	0 	: 	: 
BEDPL,NR,I552_I553,CST_A,SE	290045 	289659 	289684 	290559 	294666 	290506 
BEDPL,NR,I552_I553,CST_A,SI	12117 u	12149 u	11989 u	11743 	12005 	12223 
BEDPL,NR,I552_I553,CST_A,SK	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,CST_A,UK	: 	1297163 	1296488 	: 	1295547 	1256847 
BEDPL,NR,I552_I553,CST_A,XK	0 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,NCST_A,AT	403806 	399497 	393123 	394812 	379587 	384488 
BEDPL,NR,I552_I553,NCST_A,BE	208672 	203827 	202010 	192868 	197318 	195549 
BEDPL,NR,I552_I553,NCST_A,BG	21146 	21882 	20339 	20286 	18783 	18932 
BEDPL,NR,I552_I553,NCST_A,CH	: 	409596 	: 	: 	: 	: 
BEDPL,NR,I552_I553,NCST_A,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,NCST_A,CZ	398179 	398807 	400804 	403951 	422796 	428645 b
BEDPL,NR,I552_I553,NCST_A,DE	1176300 	1170955 	1181785 	1175454 	1178873 	1184383 
BEDPL,NR,I552_I553,NCST_A,DK	24234 	23608 	24366 	24297 	24127 	24369 
BEDPL,NR,I552_I553,NCST_A,EA	6758299 e	6703444 	6657892 	: 	: 	: 
BEDPL,NR,I552_I553,NCST_A,EE	13436 	13334 	12512 	13123 	11717 	10841 
BEDPL,NR,I552_I553,NCST_A,EL	21069 e	27015 e	26806 e	26639 e	26157 	25924 e
BEDPL,NR,I552_I553,NCST_A,ES	519261 	509972 	505701 	496174 	466827 	456557 
BEDPL,NR,I552_I553,NCST_A,EU27	8785066 e	8745222 	8685223 	8605855 e	8536529 	8379147 e
BEDPL,NR,I552_I553,NCST_A,EU28	8845569 e	8801187 	8726214 	8637851 e	8566712 	8395281 e
BEDPL,NR,I552_I553,NCST_A,FI	87777 	88133 	88122 	88879 	88498 	84200 
BEDPL,NR,I552_I553,NCST_A,FR	: 	2063333 	2067809 	2065674 	2027999 	2029327 
BEDPL,NR,I552_I553,NCST_A,HR	60503 	55965 	40991 	31996 	30183 	24669 
BEDPL,NR,I552_I553,NCST_A,HU	237672 	264993 	263267 	261706 	248883 	212227 
BEDPL,NR,I552_I553,NCST_A,IE	: 	15045 	15045 	17829 e	17829 	: 
BEDPL,NR,I552_I553,NCST_A,IS	2041 	2239 	1687 	1724 	: 	: 
BEDPL,NR,I552_I553,NCST_A,IT	1167788 	1145359 	1106881 	1079462 	1048781 	1033972 
BEDPL,NR,I552_I553,NCST_A,LI	782 	774 	784 	723 	: 	: 
BEDPL,NR,I552_I553,NCST_A,LT	36184 	33227 	31945 	31070 	28964 	27788 
BEDPL,NR,I552_I553,NCST_A,LU	48069 	48173 	49469 	50071 	51719 	52690 
BEDPL,NR,I552_I553,NCST_A,LV	13261 	9442 	8430 	8501 	8205 	7717 
BEDPL,NR,I552_I553,NCST_A,ME	: 	3097 	: 	: 	: 	2573 
BEDPL,NR,I552_I553,NCST_A,MK	25946 	25810 	26110 	26745 	: 	: 
BEDPL,NR,I552_I553,NCST_A,MT	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,NCST_A,NL	768073 	774315 	767306 	767173 	803475 b	661280 
BEDPL,NR,I552_I553,NCST_A,NO	157598 	153539 	154249 	160717 	147812 	126412 
BEDPL,NR,I552_I553,NCST_A,PL	273595 	269088 	264216 	256944 	262225 	269200 
BEDPL,NR,I552_I553,NCST_A,PT	68849 	58396 	55978 	50509 	41654 b	63063 
BEDPL,NR,I552_I553,NCST_A,RO	105932 	96408 	86731 	75272 	73073 	63611 
BEDPL,NR,I552_I553,NCST_A,RS	: 	: 	: 	48345 	46000 	57426 
BEDPL,NR,I552_I553,NCST_A,SE	270170 	271153 	272786 	275876 	274615 	273971 
BEDPL,NR,I552_I553,NCST_A,SI	58381 u	55292 u	52333 u	50247 	49082 	48751 
BEDPL,NR,I552_I553,NCST_A,SK	88995 	88129 	92637 	91741 	98045 	100579 
BEDPL,NR,I552_I553,NCST_A,UK	: 	695839 	694822 	: 	687297 	636456 
BEDPL,NR,I552_I553,NCST_A,XK	729 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,TOTAL,AT	403806 	399497 	393123 	394812 	379587 	384488 b
BEDPL,NR,I552_I553,TOTAL,BE	244346 	239236 	239185 	238331 	244226 	243028 b
BEDPL,NR,I552_I553,TOTAL,BG	55230 	46395 	43375 	42731 	40237 	39981 b
BEDPL,NR,I552_I553,TOTAL,CH	: 	409596 	: 	: 	: 	: 
BEDPL,NR,I552_I553,TOTAL,CY	988 	988 	988 	2428 	2428 	2428 b
BEDPL,NR,I552_I553,TOTAL,CZ	398179 	398807 	400804 	403951 	422796 	428645 b
BEDPL,NR,I552_I553,TOTAL,DE	1566113 	1551553 	1561866 	1554850 	1569197 	1575552 b
BEDPL,NR,I552_I553,TOTAL,DK	330649 	327944 	326454 	329598 	330465 	353021 b
BEDPL,NR,I552_I553,TOTAL,EA	12803861 e	12580602 	12518985 	: 	: 	: 
BEDPL,NR,I552_I553,TOTAL,EE	27516 	27067 	25452 	25658 	23493 	21389 b
BEDPL,NR,I552_I553,TOTAL,EL	478969 e	443419 e	443063 e	438564 e	434125 	433655 e
BEDPL,NR,I552_I553,TOTAL,ES	1642043 	1621832 	1620110 	1607071 	1569539 	1556096 b
BEDPL,NR,I552_I553,TOTAL,EU27	16935909 e	16708453 	16615998 	16554357 e	16380377 	16086040 b
BEDPL,NR,I552_I553,TOTAL,EU28	17829416 e	17528345 	17389936 	17286309 e	17085530 	16728176 b
BEDPL,NR,I552_I553,TOTAL,FI	118639 	117725 	117925 	117199 	117221 	111397 b
BEDPL,NR,I552_I553,TOTAL,FR	: 	3821273 	3828622 	3834964 	3790784 	3763866 b
BEDPL,NR,I552_I553,TOTAL,HR	893507 	819892 	773938 	731952 	705153 	642136 b
BEDPL,NR,I552_I553,TOTAL,HU	237672 	264993 	263267 	261706 	248883 	212227 b
BEDPL,NR,I552_I553,TOTAL,IE	: 	49673 	49673 	54602 e	55374 e	58709 be
BEDPL,NR,I552_I553,TOTAL,IS	13800 	14220 	14005 	13651 	: 	: 
BEDPL,NR,I552_I553,TOTAL,IT	2798352 	2694287 	2628497 	2608193 	2494357 	2511897 b
BEDPL,NR,I552_I553,TOTAL,LI	782 	774 	784 	723 	: 	: 
BEDPL,NR,I552_I553,TOTAL,LT	51836 	48359 	45177 	44467 	41494 	39797 b
BEDPL,NR,I552_I553,TOTAL,LU	48069 	48173 	49469 	50071 	51719 	52690 b
BEDPL,NR,I552_I553,TOTAL,LV	26467 	20919 	16413 	16293 	15806 	15134 b
BEDPL,NR,I552_I553,TOTAL,ME	6728 b	117906 	: 	: 	: 	114703 b
BEDPL,NR,I552_I553,TOTAL,MK	25946 	25810 	26110 	26745 	26798 	27255 b
BEDPL,NR,I552_I553,TOTAL,MT	1658 	1695 	1600 	1651 	1734 	1199 b
BEDPL,NR,I552_I553,TOTAL,NL	1107533 	1108739 	1117362 	1121473 	1160707 b	987071 b
BEDPL,NR,I552_I553,TOTAL,NO	380062 	354451 	363656 	389858 	385827 	329568 b
BEDPL,NR,I552_I553,TOTAL,PL	438040 	423415 	408719 	401502 	405148 	411288 b
BEDPL,NR,I552_I553,TOTAL,PT	257087 	230597 	223501 	209953 	181181 b	190191 b
BEDPL,NR,I552_I553,TOTAL,RO	119041 	112463 	100614 	91276 	88616 	72958 b
BEDPL,NR,I552_I553,TOTAL,RS	: 	: 	: 	48345 	46000 	57426 b
BEDPL,NR,I552_I553,TOTAL,SE	560215 	560812 	562470 	566435 	569281 	564477 b
BEDPL,NR,I552_I553,TOTAL,SI	70498 u	67441 u	64322 u	61990 	61087 	60974 b
BEDPL,NR,I552_I553,TOTAL,SK	88995 	88129 	92637 	91741 	98045 	100579 b
BEDPL,NR,I552_I553,TOTAL,UK	: 	1993022 	1991310 	: 	1982847 	1893303 b
BEDPL,NR,I552_I553,TOTAL,XK	729 u	: 	: 	: 	: 	: 
BEDPL,NR,I553,CST_A,AT	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,BE	17255 	16980 	17461 	15479 	17038 	17443 
BEDPL,NR,I553,CST_A,BG	630 	708 	260 	550 	699 	692 
BEDPL,NR,I553,CST_A,CH	: 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,CY	988 	988 	988 	2428 	2428 	2428 b
BEDPL,NR,I553,CST_A,CZ	0 	0 	0 	0 	0 	0 b
BEDPL,NR,I553,CST_A,DE	172184 	170208 	171844 	167716 	170448 	170892 
BEDPL,NR,I553,CST_A,DK	254928 	254181 	253998 	256800 	257748 	280221 
BEDPL,NR,I553,CST_A,EA	3398271 e	3389082 	3410964 	: 	: 	: 
BEDPL,NR,I553,CST_A,EE	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,EL	78782 	80574 	80927 	78756 	75797 	76291 b
BEDPL,NR,I553,CST_A,ES	520106 	516364 	513067 	512462 	516543 	513839 
BEDPL,NR,I553,CST_A,EU27	4878196 e	4871404 	4884865 	4922174 e	4851873 	4849391 e
BEDPL,NR,I553,CST_A,EU28	5121109 e	5107798 	5120393 	5152642 e	5091172 	5066764 e
BEDPL,NR,I553,CST_A,FI	22216 	22208 	22087 	21605 	22006 	21278 
BEDPL,NR,I553,CST_A,FR	: 	1381716 	1378764 	1380536 	1376096 	1357604 
BEDPL,NR,I553,CST_A,HR	242913 	236394 	235528 	230468 	239299 	220427 
BEDPL,NR,I553,CST_A,HU	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,IE	: 	16923 	16923 	17122 e	17122 	: 
BEDPL,NR,I553,CST_A,IS	0 	0 	0 	0 	: 	: 
BEDPL,NR,I553,CST_A,IT	805314 	805421 	806814 	853211 	787294 	820395 
BEDPL,NR,I553,CST_A,LI	0 	0 	0 	0 	: 	: 
BEDPL,NR,I553,CST_A,LT	929 	853 	514 	410 	392 	347 
BEDPL,NR,I553,CST_A,LU	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,LV	4994 	4679 	2902 	3638 	3016 	3142 
BEDPL,NR,I553,CST_A,ME	: 	1158 	: 	: 	: 	1764 
BEDPL,NR,I553,CST_A,MK	0 	0 	0 	0 	: 	: 
BEDPL,NR,I553,CST_A,MT	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,NL	222403 	221296 	235498 	240013 	249787 b	228951 
BEDPL,NR,I553,CST_A,NO	197040 	175229 	182755 	202024 	215764 	194600 
BEDPL,NR,I553,CST_A,PL	18009 	17228 	13875 	14004 	13147 	15471 
BEDPL,NR,I553,CST_A,PT	149669 	145845 	158170 	147270 	127353 	121289 
BEDPL,NR,I553,CST_A,RO	5296 	8975 	10113 	9469 	8914 	2729 
BEDPL,NR,I553,CST_A,RS	: 	: 	: 	0 	: 	: 
BEDPL,NR,I553,CST_A,SE	258988 	259156 	255068 	253688 	259028 	257052 
BEDPL,NR,I553,CST_A,SI	4792 	5027 	5005 	4877 	4877 	5158 
BEDPL,NR,I553,CST_A,SK	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,CST_A,UK	: 	942074 	940587 	: 	942140 	905192 
BEDPL,NR,I553,CST_A,XK	0 u	: 	: 	: 	: 	: 
BEDPL,NR,I553,NCST_A,AT	192479 	192838 	191730 	193436 	185761 	193224 
BEDPL,NR,I553,NCST_A,BE	70822 	70497 	73783 	73036 	79476 	80277 
BEDPL,NR,I553,NCST_A,BG	50 	90 	80 	80 	105 	101 
BEDPL,NR,I553,NCST_A,CH	: 	123343 	124284 	125943 	127922 	128007 
BEDPL,NR,I553,NCST_A,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,NCST_A,CZ	222225 	216098 	218170 	222389 	217620 	219144 b
BEDPL,NR,I553,NCST_A,DE	711472 	708968 	714100 	704012 	709156 	715664 
BEDPL,NR,I553,NCST_A,DK	16641 	16164 	16824 	16794 	16638 	16917 
BEDPL,NR,I553,NCST_A,EA	3793643 e	3797907 	3816795 	: 	: 	: 
BEDPL,NR,I553,NCST_A,EE	84 	0 	0 	0 	0 	0 
BEDPL,NR,I553,NCST_A,EL	2727 	3003 	3123 	4458 	4218 	4048 b
BEDPL,NR,I553,NCST_A,ES	259303 	260944 	261802 	258147 	256763 	255060 
BEDPL,NR,I553,NCST_A,EU27	4815648 e	4842632 	4869301 	4858455 e	4842208 	4786581 e
BEDPL,NR,I553,NCST_A,EU28	4829700 e	4856694 	4878425 	4863663 e	4847205 	4785967 e
BEDPL,NR,I553,NCST_A,FI	53681 	55938 	56894 	57983 	58526 	57468 
BEDPL,NR,I553,NCST_A,FR	: 	1458540 	1455704 	1442080 	1408944 	1432268 
BEDPL,NR,I553,NCST_A,HR	14052 	14062 	9124 	5208 	4997 	4351 
BEDPL,NR,I553,NCST_A,HU	87918 	118161 	119788 	121548 	121553 	91542 
BEDPL,NR,I553,NCST_A,IE	: 	6688 	6688 	7771 e	7771 	: 
BEDPL,NR,I553,NCST_A,IS	0 	0 	0 	0 	: 	: 
BEDPL,NR,I553,NCST_A,IT	370134 	369400 	375104 	377287 	370850 	372035 
BEDPL,NR,I553,NCST_A,LI	200 	204 	204 	204 	: 	: 
BEDPL,NR,I553,NCST_A,LT	2446 	2026 	2082 	2139 	2289 	2149 
BEDPL,NR,I553,NCST_A,LU	44372 	44376 	45427 	46051 	47096 	47903 
BEDPL,NR,I553,NCST_A,LV	2068 	1616 	1522 	3992 	3690 	3191 
BEDPL,NR,I553,NCST_A,ME	: 	578 	: 	: 	: 	943 
BEDPL,NR,I553,NCST_A,MK	8797 	8787 	8796 	8993 	: 	: 
BEDPL,NR,I553,NCST_A,MT	0 	0 	0 	0 	0 	0 
BEDPL,NR,I553,NCST_A,NL	528854 	537043 	527630 	534993 	565040 b	462799 
BEDPL,NR,I553,NCST_A,NO	136874 	130301 	130527 	139600 	127000 	118160 
BEDPL,NR,I553,NCST_A,PL	26786 	25061 	27518 	27627 	28397 	27798 
BEDPL,NR,I553,NCST_A,PT	39135 	38294 	45410 	39656 	30801 	60634 
BEDPL,NR,I553,NCST_A,RO	8704 	8342 	9874 	8504 	7997 	1393 
BEDPL,NR,I553,NCST_A,RS	: 	: 	: 	3031 	3252 	2531 
BEDPL,NR,I553,NCST_A,SE	220944 	222072 	222884 	223188 	223784 	223024 
BEDPL,NR,I553,NCST_A,SI	21020 	19860 	18814 	18055 	17476 	17579 
BEDPL,NR,I553,NCST_A,SK	29818 	27876 	36982 	37555 	40583 	40266 
BEDPL,NR,I553,NCST_A,UK	: 	438737 	437368 	: 	437674 	413754 
BEDPL,NR,I553,NCST_A,XK	0 u	: 	: 	: 	: 	: 
BEDPL,NR,I553,TOTAL,AT	192479 	192838 	191730 	193436 	185761 	193224 b
BEDPL,NR,I553,TOTAL,BE	88077 	87477 	91244 	88515 	96514 	97720 b
BEDPL,NR,I553,TOTAL,BG	680 	798 	340 	630 	804 	793 b
BEDPL,NR,I553,TOTAL,CH	: 	123343 	124284 	125943 	127922 	128007 b
BEDPL,NR,I553,TOTAL,CY	988 	988 	988 	2428 	2428 	2428 b
BEDPL,NR,I553,TOTAL,CZ	222225 	216098 	218170 	222389 	217620 	219144 b
BEDPL,NR,I553,TOTAL,DE	883656 	879176 	885944 	871972 	882588 	888616 b
BEDPL,NR,I553,TOTAL,DK	271569 	270345 	270822 	273594 	274386 	297138 b
BEDPL,NR,I553,TOTAL,EA	7191914 e	7186989 	7227759 	: 	: 	: 
BEDPL,NR,I553,TOTAL,EE	84 	0 	0 	0 	0 	0 b
BEDPL,NR,I553,TOTAL,EL	81509 	83577 	84050 	83214 	80015 	80339 b
BEDPL,NR,I553,TOTAL,ES	779409 	777308 	774869 	770609 	773306 	768899 b
BEDPL,NR,I553,TOTAL,EU27	9693845 e	9714037 	9754166 	9780873 e	9697065 	9562748 b
BEDPL,NR,I553,TOTAL,EU28	9950810 e	9964493 	9998818 	10016549 e	9941361 	9787526 b
BEDPL,NR,I553,TOTAL,FI	75897 	78146 	78981 	79588 	80532 	78746 b
BEDPL,NR,I553,TOTAL,FR	: 	2840256 	2834468 	2822616 	2785040 	2789872 b
BEDPL,NR,I553,TOTAL,HR	256965 	250456 	244652 	235676 	244296 	224778 b
BEDPL,NR,I553,TOTAL,HU	87918 	118161 	119788 	121548 	121553 	91542 b
BEDPL,NR,I553,TOTAL,IE	: 	23611 	23611 	24893 e	24893 e	22036 be
BEDPL,NR,I553,TOTAL,IS	0 	0 	0 	0 	: 	: 
BEDPL,NR,I553,TOTAL,IT	1175448 	1174821 	1181918 	1230498 	1158144 	1192430 b
BEDPL,NR,I553,TOTAL,LI	200 	204 	204 	204 	: 	: 
BEDPL,NR,I553,TOTAL,LT	3375 	2879 	2596 	2549 	2681 	2496 b
BEDPL,NR,I553,TOTAL,LU	44372 	44376 	45427 	46051 	47096 	47903 b
BEDPL,NR,I553,TOTAL,LV	7062 	6295 	4424 	7630 	6706 	6333 b
BEDPL,NR,I553,TOTAL,ME	2237 	1733 	: 	: 	: 	2707 b
BEDPL,NR,I553,TOTAL,MK	8797 	8787 	8796 	8993 	9011 	9011 b
BEDPL,NR,I553,TOTAL,MT	0 	0 	0 	0 	0 	0 b
BEDPL,NR,I553,TOTAL,NL	751257 	758339 	763128 	775006 	814827 b	691750 b
BEDPL,NR,I553,TOTAL,NO	333914 	305530 	313282 	341624 	342764 	312760 b
BEDPL,NR,I553,TOTAL,PL	44795 	42289 	41393 	41631 	41544 	43269 b
BEDPL,NR,I553,TOTAL,PT	188804 	184139 	203580 	186926 	158154 	181923 b
BEDPL,NR,I553,TOTAL,RO	14000 	17317 	19987 	17973 	16911 	4122 b
BEDPL,NR,I553,TOTAL,RS	: 	: 	: 	3031 	3252 	2531 b
BEDPL,NR,I553,TOTAL,SE	479932 	481228 	477952 	476876 	482812 	480076 b
BEDPL,NR,I553,TOTAL,SI	25812 	24887 	23819 	22932 	22353 	22737 b
BEDPL,NR,I553,TOTAL,SK	29818 	27876 	36982 	37555 	40583 	40266 b
BEDPL,NR,I553,TOTAL,TR	2425 	2425 	: 	2005 	705 	: 
BEDPL,NR,I553,TOTAL,UK	: 	1380812 	1377955 	: 	1379814 	1318946 b
BEDPL,NR,I553,TOTAL,XK	0 u	: 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551,CST_A,BE	-3.71 	-1.28 	-32.13 	-0.49 	-1.6 	: 
BEDPL,PCH_PRE,I551,CST_A,BG	2.1 	1.24 	3.37 	3.7 	-0.7 	: 
BEDPL,PCH_PRE,I551,CST_A,CY	2.46 	-1.37 	-0.75 	0.51 	-5.71 	: 
BEDPL,PCH_PRE,I551,CST_A,DE	2.04 	1.6 	2.83 	0.28 	0.4 	: 
BEDPL,PCH_PRE,I551,CST_A,DK	3.53 	0.92 	-1.14 	4.14 	-0.1 	: 
BEDPL,PCH_PRE,I551,CST_A,EA	1.35 e	-0.02 	1.35 	: 	: 	: 
BEDPL,PCH_PRE,I551,CST_A,EE	5.6 	-0.15 	0.13 	1.47 	0.5 	: 
BEDPL,PCH_PRE,I551,CST_A,EL	-0.36 	-0.45 	0.71 	3.21 	0.24 	: 
BEDPL,PCH_PRE,I551,CST_A,ES	1.59 	-0.39 	1.94 	0.36 	0.5 	: 
BEDPL,PCH_PRE,I551,CST_A,EU27	1.33 e	0.07 	1.29 	1.06 e	2.82 	: 
BEDPL,PCH_PRE,I551,CST_A,EU28	1.26 e	0.09 	1.28 	1.06 e	2.9 	: 
BEDPL,PCH_PRE,I551,CST_A,FI	6.98 	0.84 	0.28 	-1.65 	0.4 	: 
BEDPL,PCH_PRE,I551,CST_A,FR	: 	0.59 	2.72 	1.61 	3.1 	: 
