accommod,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
BEDPL,NR,I553,TOTAL,ES	779409 	777308 	774869 	770609 	773306 	768899 b
BEDPL,NR,I553,TOTAL,EU27	9693845 e	9714037 	9754166 	9780873 e	9697065 	9562748 b
BEDPL,NR,I553,TOTAL,EU28	9950810 e	9964493 	9998818 	10016549 e	9941361 	9787526 b
BEDPL,NR,I553,TOTAL,FI	75897 	78146 	78981 	79588 	80532 	78746 b
BEDPL,NR,I553,TOTAL,FR	: 	2840256 	2834468 	2822616 	2785040 	2789872 b
BEDPL,NR,I553,TOTAL,HR	256965 	250456 	244652 	235676 	244296 	224778 b
BEDPL,NR,I553,TOTAL,HU	87918 	118161 	119788 	121548 	121553 	91542 b
BEDPL,NR,I553,TOTAL,IE	: 	23611 	23611 	24893 e	24893 e	22036 be
BEDPL,NR,I553,TOTAL,IS	0 	0 	0 	0 	: 	: 
BEDPL,NR,I553,TOTAL,IT	1175448 	1174821 	1181918 	1230498 	1158144 	1192430 b
BEDPL,NR,I553,TOTAL,LI	200 	204 	204 	204 	: 	: 
BEDPL,NR,I553,TOTAL,LT	3375 	2879 	2596 	2549 	2681 	2496 b
BEDPL,NR,I553,TOTAL,LU	44372 	44376 	45427 	46051 	47096 	47903 b
BEDPL,NR,I553,TOTAL,LV	: c	: c	: c	7630 	6706 	6333 b
BEDPL,NR,I553,TOTAL,ME	2237 	1733 	: 	: 	: 	2707 b
BEDPL,NR,I553,TOTAL,MK	8797 	8787 	8796 	8993 	9011 	9011 b
BEDPL,NR,I553,TOTAL,MT	0 	0 	0 	0 	0 	0 b
BEDPL,NR,I553,TOTAL,NL	751257 	758339 	763128 	775006 	814827 b	691750 b
BEDPL,NR,I553,TOTAL,NO	333914 	305530 	313282 	341624 	342764 	312760 b
BEDPL,NR,I553,TOTAL,PL	44795 	42289 	41393 	41631 	41544 	43269 b
BEDPL,NR,I553,TOTAL,PT	188804 	184139 	203580 	186926 	158154 	181923 b
BEDPL,NR,I553,TOTAL,RO	14000 	17317 	19987 	17973 	16911 	4122 b
BEDPL,NR,I553,TOTAL,RS	: 	: 	: 	3031 	3252 	2531 b
BEDPL,NR,I553,TOTAL,SE	479932 	481228 	477952 	476876 	482812 	480076 b
BEDPL,NR,I553,TOTAL,SI	25812 	24887 	23819 	22932 	22353 	22737 b
BEDPL,NR,I553,TOTAL,SK	29818 	27876 	36982 	37555 	40583 	40266 b
BEDPL,NR,I553,TOTAL,TR	2425 	2425 	: 	2005 	705 	: 
BEDPL,NR,I553,TOTAL,UK	: 	1380812 	1377955 	: 	1379814 	1318946 b
BEDPL,NR,I553,TOTAL,XK	0 u	: 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG1,AT	0.93 	1.27 	2.89 	1.8 	6.06 	: 
BEDPL,PCH_PRE,I551,DEG1,BE	0.23 	0.21 	1.46 	-0.41 	1.3 	: 
BEDPL,PCH_PRE,I551,DEG1,BG	3.79 	-0.21 	4.55 	-0.92 	2.7 	: 
BEDPL,PCH_PRE,I551,DEG1,CH	: 	1.53 	1.67 	2.21 	1.8 	: 
BEDPL,PCH_PRE,I551,DEG1,CY	-2.33 	-4.11 	0 	-1.3 	0.32 	: 
BEDPL,PCH_PRE,I551,DEG1,CZ	-0.15 	0.26 	2.31 	0.13 	0.6 	: 
BEDPL,PCH_PRE,I551,DEG1,DE	2.89 	1.83 	2.56 	2.66 	2.3 	: 
BEDPL,PCH_PRE,I551,DEG1,DK	3.25 	-1.6 	-1.67 	5.61 	-0.1 	: 
BEDPL,PCH_PRE,I551,DEG1,EA	4.22 e	1.3 	1.85 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG1,EE	8.14 	4.95 	-2.49 	0.66 	0.6 	: 
BEDPL,PCH_PRE,I551,DEG1,EL	-0.12 	-1 	-3.96 	5.55 	-0.61 	: 
BEDPL,PCH_PRE,I551,DEG1,ES	15.37 	-0.03 	1.47 	0.46 	1.2 	: 
BEDPL,PCH_PRE,I551,DEG1,EU27	3.03 e	0.93 	1.46 	1.16 e	9.4 	: 
BEDPL,PCH_PRE,I551,DEG1,EU28	3.04 e	0.95 	1.47 	1.16 e	9.5 	: 
BEDPL,PCH_PRE,I551,DEG1,FI	5.35 	5.38 	-0.12 	-1.11 	3.3 	: 
BEDPL,PCH_PRE,I551,DEG1,FR	: 	1.21 	1.77 	1.45 	1 	: 
BEDPL,PCH_PRE,I551,DEG1,HR	5.12 	8.82 	6.23 	-2.1 	5.1 	: 
BEDPL,PCH_PRE,I551,DEG1,HU	1.57 	3.85 	2.45 	-2.44 	1.8 	: 
BEDPL,PCH_PRE,I551,DEG1,IE	: 	0 	0.6 	-4.44 	: 	: 
BEDPL,PCH_PRE,I551,DEG1,IS	5.43 	7.41 	19.72 	4.11 	6.2 	: 
BEDPL,PCH_PRE,I551,DEG1,IT	-0.32 	1.22 	1.19 	0.58 	-0.8 	: 
BEDPL,PCH_PRE,I551,DEG1,LT	2.38 	1.01 	-0.7 	2.61 	2.5 	: 
BEDPL,PCH_PRE,I551,DEG1,LU	-0.25 	7.29 	-0.86 	2.9 	0.4 	-4.5 
BEDPL,PCH_PRE,I551,DEG1,LV	4.56 	3.55 	5.6 	-2.09 	3.9 	: 
BEDPL,PCH_PRE,I551,DEG1,MK	14.76 	5.89 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG1,MT	3.95 	1.41 	-2.27 	-0.06 	-0.1 	: 
BEDPL,PCH_PRE,I551,DEG1,NL	5.98 	5.18 	2.63 	5.98 	10.8 	: 
BEDPL,PCH_PRE,I551,DEG1,NO	-1.33 	3.57 	1.89 	12.23 	3.3 	: 
BEDPL,PCH_PRE,I551,DEG1,PL	4.76 	5.76 	2.51 	7.44 	3.4 	: 
BEDPL,PCH_PRE,I551,DEG1,PT	8.31 	3.22 	7.02 	0 	4.9 	: 
BEDPL,PCH_PRE,I551,DEG1,RO	1.23 	-6.06 	3.06 	3.48 	0.2 	: 
BEDPL,PCH_PRE,I551,DEG1,SE	4.72 	4.63 	1.88 	4.27 	4.3 	: 
BEDPL,PCH_PRE,I551,DEG1,SI	4.47 	0.08 	1.29 	2.76 	1.3 	: 
BEDPL,PCH_PRE,I551,DEG1,SK	-1.15 	-6.42 	7.51 	-2.34 	1.5 	: 
BEDPL,PCH_PRE,I551,DEG1,UK	: 	-0.24 	0.59 	: 	37.5 	: 
BEDPL,PCH_PRE,I551,DEG2,AT	9.03 	-0.55 	1.6 	-0.9 	-0.26 	: 
BEDPL,PCH_PRE,I551,DEG2,BE	1.16 	0.24 	4.44 	-0.27 	-1.7 	: 
BEDPL,PCH_PRE,I551,DEG2,BG	14.86 	-3.2 	4.73 	4.09 	-2.7 	: 
BEDPL,PCH_PRE,I551,DEG2,CH	: 	-0.02 	0.5 	0.85 	1.1 	: 
BEDPL,PCH_PRE,I551,DEG2,CY	4.73 	-1.42 	-1.31 	1.16 	0.37 	: 
BEDPL,PCH_PRE,I551,DEG2,CZ	3.71 	2.29 	0.41 	-6.49 	-1.3 	: 
BEDPL,PCH_PRE,I551,DEG2,DE	0.91 	-0.24 	0.54 	-0.58 	-0.5 	: 
BEDPL,PCH_PRE,I551,DEG2,DK	2.7 	3.81 	0.49 	0.98 	0.6 	: 
BEDPL,PCH_PRE,I551,DEG2,EA	16.89 e	-0.59 	1.24 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG2,EE	12.83 	-9.86 	7.01 	7.45 	-4.6 	: 
BEDPL,PCH_PRE,I551,DEG2,EL	0.01 	0.08 	-5.61 	3.55 	0.59 	: 
BEDPL,PCH_PRE,I551,DEG2,ES	51.18 	-0.51 	1.91 	0.82 	-0.2 	: 
BEDPL,PCH_PRE,I551,DEG2,EU27	13.74 e	-0.38 	1.19 	0.15 e	2.76 	: 
BEDPL,PCH_PRE,I551,DEG2,EU28	13.56 e	-0.36 	1.19 	0.16 e	2.84 	: 
BEDPL,PCH_PRE,I551,DEG2,FI	5.48 	-1.08 	0.75 	-2.81 	3.4 	: 
BEDPL,PCH_PRE,I551,DEG2,FR	: 	-0.09 	1.9 	1.44 	1.3 	: 
BEDPL,PCH_PRE,I551,DEG2,HR	1.38 	1.39 	1.61 	0.34 	1.6 	: 
BEDPL,PCH_PRE,I551,DEG2,HU	16.05 	1.48 	2.55 	0.71 	138 	: 
BEDPL,PCH_PRE,I551,DEG2,IE	: 	0 	-1.65 	-2.07 	: 	: 
BEDPL,PCH_PRE,I551,DEG2,IS	4.63 	-0.32 	18.61 	6.9 	9.3 	: 
BEDPL,PCH_PRE,I551,DEG2,IT	21.39 	-0.83 	0.14 	-1.26 	-0.5 	: 
BEDPL,PCH_PRE,I551,DEG2,LI	-3.86 	32.06 	-2.41 	3.95 	-1.8 	: 
BEDPL,PCH_PRE,I551,DEG2,LT	17.16 	-3.75 	2.51 	4.62 	-2 	: 
BEDPL,PCH_PRE,I551,DEG2,LU	0 	7.2 	-0.38 	-0.1 	-4.4 	-1.2 
BEDPL,PCH_PRE,I551,DEG2,LV	-0.74 	-2.41 	5.05 	6.33 	3.3 	: 
BEDPL,PCH_PRE,I551,DEG2,MK	1.14 	7.29 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG2,MT	9.17 	0.04 	7.11 	-6.92 	12.5 	: 
BEDPL,PCH_PRE,I551,DEG2,NL	0.42 	-1.11 	-0.56 	0.01 	5.7 	: 
BEDPL,PCH_PRE,I551,DEG2,NO	7.13 	1.15 	1.23 	-4.33 	4.4 	: 
BEDPL,PCH_PRE,I551,DEG2,PL	9.15 	9.05 	3.2 	5.29 	1.2 	: 
BEDPL,PCH_PRE,I551,DEG2,PT	6.09 	-1.97 	15.41 	0 	2.1 	: 
BEDPL,PCH_PRE,I551,DEG2,RO	3.08 	-3.37 	1.36 	0.52 	3.1 	: 
BEDPL,PCH_PRE,I551,DEG2,SE	-1.31 	-0.43 	-1.41 	2.68 	2.1 	: 
BEDPL,PCH_PRE,I551,DEG2,SI	1.16 	0.32 	7.4 	-1.19 	2.3 	: 
BEDPL,PCH_PRE,I551,DEG2,SK	6.38 	-1.92 	6.3 	-1.62 	-2.2 	: 
BEDPL,PCH_PRE,I551,DEG2,UK	: 	-0.2 	0.59 	: 	15.44 	: 
BEDPL,PCH_PRE,I551,DEG3,AT	-0.56 	0.23 	-0.64 	-0.8 	0.41 	: 
BEDPL,PCH_PRE,I551,DEG3,BE	-2.82 	-2.12 	-7.94 	-2.36 	-1.8 	: 
BEDPL,PCH_PRE,I551,DEG3,BG	-9.73 	8.46 	-1.65 	7.55 	2.6 	: 
BEDPL,PCH_PRE,I551,DEG3,CH	: 	-2.33 	-0.54 	-0.65 	-1.6 	: 
BEDPL,PCH_PRE,I551,DEG3,CY	0.75 	-0.31 	-0.66 	0.5 	0.94 	: 
BEDPL,PCH_PRE,I551,DEG3,CZ	-1.8 	1.34 	3.69 	-5.27 	-1.2 	: 
BEDPL,PCH_PRE,I551,DEG3,DE	0.27 	-0.95 	-0.76 	-1.51 	-1.1 	: 
BEDPL,PCH_PRE,I551,DEG3,DK	3.28 	4.46 	-1.06 	2.29 	-0.9 	: 
BEDPL,PCH_PRE,I551,DEG3,EA	-16.02 e	-0.27 	0.65 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG3,EE	-5.41 	-1.41 	0.19 	-2.03 	7.5 	: 
BEDPL,PCH_PRE,I551,DEG3,EL	-0.63 	-0.61 	3.01 	3.17 	0.25 	: 
BEDPL,PCH_PRE,I551,DEG3,ES	-58.05 	-1.4 	1.57 	0.06 	0.5 	: 
BEDPL,PCH_PRE,I551,DEG3,EU27	-13.89 e	0.15 	0.71 	0.54 e	0.17 	: 
BEDPL,PCH_PRE,I551,DEG3,EU28	-13.64 e	0.17 	0.72 	0.52 e	0.34 	: 
BEDPL,PCH_PRE,I551,DEG3,FI	1.09 	-1.82 	0.24 	-2.88 	-1.6 	: 
BEDPL,PCH_PRE,I551,DEG3,FR	: 	0.02 	4.06 	0.68 	-0.2 	: 
BEDPL,PCH_PRE,I551,DEG3,HR	-2.46 	0.97 	1.3 	-0.06 	4.2 	: 
BEDPL,PCH_PRE,I551,DEG3,HU	-19.34 	1.68 	0.54 	3.57 	-37.5 	: 
BEDPL,PCH_PRE,I551,DEG3,IE	: 	0 	-1.62 	-1.58 	: 	: 
BEDPL,PCH_PRE,I551,DEG3,IS	3.47 	4.11 	4.64 	17.39 	0.3 	: 
BEDPL,PCH_PRE,I551,DEG3,IT	-22.11 	-0.23 	0.24 	1.82 	-0.9 	: 
BEDPL,PCH_PRE,I551,DEG3,LT	-19.69 	3.08 	0.95 	-0.48 	1.9 	: 
BEDPL,PCH_PRE,I551,DEG3,LU	-2.07 	8.86 	-3.04 	-6.9 	-5.6 	-2.2 
BEDPL,PCH_PRE,I551,DEG3,LV	-3.85 	8.53 	48.52 	3.99 	4.2 	: 
BEDPL,PCH_PRE,I551,DEG3,MK	0.38 	9.93 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551,DEG3,MT	-63.93 	6.46 	7.14 	1.93 	5.1 	: 
BEDPL,PCH_PRE,I551,DEG3,NL	-1.06 	-0.22 	-2.04 	0.13 	2.7 	: 
BEDPL,PCH_PRE,I551,DEG3,NO	-2.23 	1.71 	-3.66 	-6.89 	-3.1 	: 
BEDPL,PCH_PRE,I551,DEG3,PL	-5.83 	10.46 	3.88 	6.89 	7.8 	: 
BEDPL,PCH_PRE,I551,DEG3,PT	10.42 	15.6 	-16.53 	0 	9.7 	: 
BEDPL,PCH_PRE,I551,DEG3,RO	5.94 	-6.99 	9.16 	-0.92 	-2 	: 
BEDPL,PCH_PRE,I551,DEG3,SE	1.14 	-0.26 	-4.47 	-3.52 	2.8 	: 
BEDPL,PCH_PRE,I551,DEG3,SI	1.95 	1.94 	-3.35 	0.57 	-2.6 	: 
BEDPL,PCH_PRE,I551,DEG3,SK	-1.36 	1.8 	4.66 	0.88 	-0.5 	: 
BEDPL,PCH_PRE,I551,DEG3,UK	: 	-0.16 	0.59 	: 	14.17 	: 
BEDPL,PCH_PRE,I551,TOTAL,AT	1.24 	0.27 	0.27 	-0.5 	1.12 	0.1 
BEDPL,PCH_PRE,I551,TOTAL,BE	0.17 	-0.06 	1.15 	-0.63 	0 	-1.5 
BEDPL,PCH_PRE,I551,TOTAL,BG	4.12 	1 	2.79 	3.56 	0.4 	8.1 
BEDPL,PCH_PRE,I551,TOTAL,CH	: 	-0.66 	0.32 	0.49 	0 	-1 
BEDPL,PCH_PRE,I551,TOTAL,CY	2.07 	-1.39 	-0.85 	0.51 	0.59 	1.2 
BEDPL,PCH_PRE,I551,TOTAL,CZ	-0.12 	1.13 	2.54 	-3.6 	-0.6 	22.1 b
BEDPL,PCH_PRE,I551,TOTAL,DE	1.51 	0.36 	0.82 	0.35 	0.4 	0.1 
BEDPL,PCH_PRE,I551,TOTAL,DK	3.19 	1.27 	-1.17 	3.79 	-0.3 	0.4 
BEDPL,PCH_PRE,I551,TOTAL,EA	0.92 e	0.13 	1.2 	: 	: 	: 
BEDPL,PCH_PRE,I551,TOTAL,EE	5.38 	-0.66 	0.56 	1.4 	1.3 	0.8 
BEDPL,PCH_PRE,I551,TOTAL,EL	-0.44 	-0.47 	0.22 	3.46 	0.27 	1 
BEDPL,PCH_PRE,I551,TOTAL,ES	1.19 	-0.67 	1.65 	0.43 	0.5 	1.1 
BEDPL,PCH_PRE,I551,TOTAL,EU27	0.93 e	0.28 	1.12 	0.65 e	4 	2.4 
BEDPL,PCH_PRE,I551,TOTAL,EU28	0.92 e	0.29 	1.13 	0.64 e	3.99 	2.3 
BEDPL,PCH_PRE,I551,TOTAL,FI	3.64 	0.8 	0.24 	-2.27 	1.2 	10.7 
BEDPL,PCH_PRE,I551,TOTAL,FR	: 	0.59 	2.34 	1.27 	0.8 	0 
BEDPL,PCH_PRE,I551,TOTAL,HR	-0.53 	1.64 	1.73 	-0.05 	3.3 	1.3 b
BEDPL,PCH_PRE,I551,TOTAL,HU	-0.09 	2.38 	1.88 	0.44 	1.5 	7.6 
BEDPL,PCH_PRE,I551,TOTAL,IE	: 	0 	-0.78 	-2.83 	-3.4 	-3.5 b
BEDPL,PCH_PRE,I551,TOTAL,IS	4.44 	4.37 	12.58 	10.42 	4.2 	4.3 
BEDPL,PCH_PRE,I551,TOTAL,IT	-0.39 	-0.12 	0.43 	0.33 	-0.8 	-0.1 
BEDPL,PCH_PRE,I551,TOTAL,LI	-3.86 	32.06 	-2.41 	3.95 	-1.8 	12.6 
BEDPL,PCH_PRE,I551,TOTAL,LT	0.92 	0.28 	0.44 	2.4 	1.2 	5.1 
BEDPL,PCH_PRE,I551,TOTAL,LU	-0.93 	7.89 	-1.66 	-1.6 	-2.9 	-3 b
BEDPL,PCH_PRE,I551,TOTAL,LV	1.66 	3.02 	11.49 	0.83 	3.8 	-19.6 b
BEDPL,PCH_PRE,I551,TOTAL,ME	2.29 	: 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551,TOTAL,MK	4.77 	7.75 	8.83 	5.99 	5.9 	6.6 
BEDPL,PCH_PRE,I551,TOTAL,MT	3.09 	0.97 	2.64 	-3.37 	6 	2.5 
BEDPL,PCH_PRE,I551,TOTAL,NL	3.42 	2.58 	0.98 	3.26 	7.9 	5.8 
BEDPL,PCH_PRE,I551,TOTAL,NO	0.16 	2.19 	-0.82 	-0.96 	0.3 	4.8 
BEDPL,PCH_PRE,I551,TOTAL,PL	3.11 	8.03 	3.09 	6.64 	3.8 	4.6 
BEDPL,PCH_PRE,I551,TOTAL,PT	7.69 	2.74 	5.89 	0 	4.6 	2.5 
BEDPL,PCH_PRE,I551,TOTAL,RO	2.86 	-5.15 	3.45 	1.44 	1 	-14.5 b
BEDPL,PCH_PRE,I551,TOTAL,RS	: 	: 	: 	-2.97 	10.3 	: 
BEDPL,PCH_PRE,I551,TOTAL,SE	2.11 	1.83 	-0.96 	1.31 	3.2 	1.4 
BEDPL,PCH_PRE,I551,TOTAL,SI	2.02 	0.98 	1.59 	0.21 	-0.1 	-0.4 
BEDPL,PCH_PRE,I551,TOTAL,SK	1.05 	-1.26 	5.82 	-0.65 	-0.6 	23.3 
BEDPL,PCH_PRE,I551,TOTAL,TR	3.91 	: 	: 	7.58 	: 	: 
BEDPL,PCH_PRE,I551,TOTAL,UK	: 	-0.22 	0.59 	: 	28.45 	11.4 b
BEDPL,PCH_PRE,I551-I553,DEG1,AT	0.63 	1.45 	3.12 	1.6 	4.68 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,BE	2.11 	1.25 	1.92 	0.5 	2 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,BG	12 	0.62 	4.35 	-0.49 	2.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,CY	-2.33 	-4.11 	0 	-1.3 	0.32 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,CZ	-0.3 	0.67 	2.48 	-4.38 	0.6 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,DE	2.94 	1.44 	2.18 	2.72 	1.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,DK	5.23 	1.02 	0.82 	4 	-0.7 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,EA	4.89 e	1.98 	2.21 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,EE	12.56 	6.6 	-1.47 	2.7 	2.7 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,EL	0.95 e	-0.88 e	-3.45 e	5.27 e	-0.55 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,ES	16.36 	0.15 	2.15 	2.7 	1.7 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,EU27	3.6 e	1.5 	1.67 	1.36 e	8.28 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,EU28	3.68 e	1.62 	1.78 	1.39 e	8.46 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,FI	6.15 	3.85 	0.15 	-0.7 	5.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,FR	: 	0.64 	0.69 	1.18 	1.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,HR	16.06 	23.21 	26.62 	8.63 	28.3 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,HU	1.2 	2.87 	-0.56 	7.55 	0.3 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,IE	: 	0 	-0.11 	-3.99 e	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,IS	4.95 	5.52 	16.59 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,IT	3.92 	4.95 	4.41 	1.66 	1.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,LT	5.04 	4.04 	-0.41 	3.43 	7.1 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,LU	-2.81 	8.94 	-0.76 	3.2 	0.1 	-3.9 
BEDPL,PCH_PRE,I551-I553,DEG1,LV	: c	: c	: c	-1.39 	3.5 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,MK	13.09 	6.87 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,MT	3.42 	1.48 	-2.29 	-0.46 	4.5 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,NL	2.24 	3.89 	3.42 	3.17 	13.2 b	: 
BEDPL,PCH_PRE,I551-I553,DEG1,NO	1.59 	2.36 	-2.26 	10.44 	5.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,PL	5.82 	5.28 	2.17 	4.13 	0.1 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,PT	11.92 	5.61 	4.58 	2.26 	3.7 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,RO	2.12 	-1.19 	4.35 	3.4 	2.7 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,SE	1.79 	2.69 	1.06 	0.58 	2.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,SI	8.49 u	5.75 u	3.96 u	4.25 	-2.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,SK	: c	0.16 	7.63 	: c	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG1,UK	: 	-0.11 	0.48 	: 	31.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,AT	5.82 	1.54 	4.9 	4.8 	0.12 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,BE	1.43 	-1.51 	-2.02 	-1.34 	0 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,BG	15.11 	-2.63 	4.1 	4.85 	-2.9 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,CY	4.73 	-1.42 	-1.31 	1.16 	0.37 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,CZ	8.52 	1.28 	-0.8 	-5.77 	-1.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,DE	1.05 	-0.58 	1.19 	-0.66 	-0.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,DK	0.01 	2.49 	-2.35 	0.96 	-30.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,EA	15.93 e	-0.28 	0.2 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,EE	12.77 	-7.85 	7.89 	8.09 	-2.3 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,EL	5.55 e	-0.01 e	1.85 e	3.16 e	0.65 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,ES	41.58 	-0.44 	0.53 	0.27 	-0.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,EU27	12.56 e	-0.09 	0.28 	0.67 e	2.12 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,EU28	12.45 e	-0.07 	0.46 	0.82 e	2.37 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,FI	2.22 	-1.61 	0.66 	-2.55 	12.9 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,FR	: 	-0.38 	0.09 	0.06 	0.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,HR	8.51 	0.58 	7.7 	7.19 	10.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,HU	13.61 	0.95 	1.84 	2.76 	112.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,IE	: 	0 	-4.71 	-1.71 e	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,IS	0.9 	2.57 	13.56 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,IT	28.01 	0.46 	-1.83 	3.17 	-0.1 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,LI	-2.3 	19.26 	1.49 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,LT	12.97 	7.41 	3.49 	3.05 	-1.1 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,LU	1.3 	2.74 	-0.22 	-2.5 	-0.7 	0.1 
BEDPL,PCH_PRE,I551-I553,DEG2,LV	9.04 	16.7 	0.73 	20.82 	-0.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,MK	0.76 	2.66 	: 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,MT	8.76 	0.21 	7.15 	-6.88 	10.1 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,NL	0.27 	-1.63 	-1.52 	-2.6 	19.6 b	: 
BEDPL,PCH_PRE,I551-I553,DEG2,NO	4.64 	-2.33 	-3.78 	-3.28 	7.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,PL	15.12 	5.99 	2.78 	2.1 	0.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,PT	6.35 	-1.4 	9 	2.95 	-2.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,RO	1.35 	0.04 	2.35 	0.79 	8.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,SE	0.1 	-0.94 	-0.95 	0.32 	1.7 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,SI	2.54 u	2.79 u	14.16 u	0.4 	1.2 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,SK	: c	-4 	2.73 	: c	-3.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG2,UK	: 	-0.04 	0.3 	: 	6.25 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,AT	0.12 	0.52 	-1.6 	0.5 	-0.45 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,BE	0.99 	0.93 	3.12 	-3.94 	-0.5 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,BG	-8.05 	8.2 	-0.53 	6.64 	2.9 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,CY	0.73 	-0.3 	-4.58 	0.46 	0.88 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,CZ	-2.62 	-0.26 	0.41 	-3.48 	-1.4 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,DE	0.41 	-0.64 	-0.17 	-1.49 	-0.8 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,DK	0.72 	0.26 	-1.17 	-0.15 	-0.5 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,EA	-9.07 e	0.05 	0.53 	: 	: 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,EE	-5.34 	3.94 	-2.07 	4.78 	8.9 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,EL	1.95 e	-0.3 e	0.46 e	2.25 e	0.16 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,ES	-41.39 	-0.45 	1.43 	1.53 	0.9 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,EU27	-7.84 e	0.25 	0.5 	0.78 e	0.16 	: 
BEDPL,PCH_PRE,I551-I553,DEG3,EU28	-7.17 e	0.5 	0.61 	0.8 e	0.51 	: 
