accommod,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
ESTBL,NR,I553,DEG1,EU28	2169 e	2149 	2307 	2286 e	2270 	2239 e
ESTBL,NR,I553,DEG1,FI	11 	11 	12 	13 	13 	13 
ESTBL,NR,I553,DEG1,FR	: 	478 	487 	481 	478 	507 
ESTBL,NR,I553,DEG1,HR	6 	6 	4 	3 	3 	3 
ESTBL,NR,I553,DEG1,HU	19 	17 	20 	20 	18 	22 
ESTBL,NR,I553,DEG1,IE	: 	3 	3 	3 	3 	: 
ESTBL,NR,I553,DEG1,IS	5 	5 	5 	5 	3 	3 
ESTBL,NR,I553,DEG1,IT	161 	152 	153 	156 	163 	170 
ESTBL,NR,I553,DEG1,LI	0 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG1,LT	5 	5 	5 	5 	4 	4 
ESTBL,NR,I553,DEG1,LU	1 	1 	1 	1 	1 	1 
ESTBL,NR,I553,DEG1,LV	: c	: c	: c	2 	2 	5 
ESTBL,NR,I553,DEG1,MK	0 	0 	0 	: 	: 	: 
ESTBL,NR,I553,DEG1,MT	0 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG1,NL	191 	202 	201 	209 	207 b	148 
ESTBL,NR,I553,DEG1,NO	16 	15 	15 	18 	18 	16 
ESTBL,NR,I553,DEG1,PL	29 	26 	25 	25 	25 	26 
ESTBL,NR,I553,DEG1,PT	28 	26 	31 	29 	24 	29 
ESTBL,NR,I553,DEG1,RO	38 	39 	40 	21 	19 	10 
ESTBL,NR,I553,DEG1,SE	50 	51 	52 	52 	52 	52 
ESTBL,NR,I553,DEG1,SI	4 	3 	3 	2 	2 	2 
ESTBL,NR,I553,DEG1,SK	: c	: c	: c	: c	2 	: c
ESTBL,NR,I553,DEG1,UK	: 	822 	957 	: 	949 	916 
ESTBL,NR,I553,DEG1,XK	0 	: 	: 	: 	: 	: 
ESTBL,NR,I553,DEG2,AT	111 	109 	110 	98 	90 	88 
ESTBL,NR,I553,DEG2,BE	145 	146 	149 	168 	181 	200 
ESTBL,NR,I553,DEG2,BG	1 	2 	1 	1 	1 	2 
ESTBL,NR,I553,DEG2,CH	: 	128 	129 	131 	134 	132 
ESTBL,NR,I553,DEG2,CY	0 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG2,CZ	104 	90 	90 	91 	85 	89 b
ESTBL,NR,I553,DEG2,DE	1059 	1045 	1012 	996 	980 	972 
ESTBL,NR,I553,DEG2,DK	49 	50 	50 	50 	51 	51 
ESTBL,NR,I553,DEG2,EA	5299 e	4999 	5024 	: 	: 	: 
ESTBL,NR,I553,DEG2,EE	3 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG2,EL	18 	18 	18 	19 	19 	19 b
ESTBL,NR,I553,DEG2,ES	473 	350 	344 	342 	343 	341 
ESTBL,NR,I553,DEG2,EU27	8632 e	8252 	8511 	8444 e	8456 	7830 e
ESTBL,NR,I553,DEG2,EU28	8715 e	8326 	8582 	8512 e	8519 	7880 e
ESTBL,NR,I553,DEG2,FI	39 	41 	42 	42 	43 	39 
ESTBL,NR,I553,DEG2,FR	: 	1218 	1223 	1204 	1191 	1251 
ESTBL,NR,I553,DEG2,HR	83 	74 	71 	68 	63 	58 
ESTBL,NR,I553,DEG2,HU	111 	95 	93 	88 	93 	40 
ESTBL,NR,I553,DEG2,IE	: 	13 	13 	13 	13 	: 
ESTBL,NR,I553,DEG2,IS	35 	35 	41 	41 	25 	28 
ESTBL,NR,I553,DEG2,IT	977 	797 	802 	798 	802 	801 
ESTBL,NR,I553,DEG2,LI	1 	1 	1 	1 	1 	1 
ESTBL,NR,I553,DEG2,LT	6 	3 	2 	1 	1 	2 
ESTBL,NR,I553,DEG2,LU	12 	12 	12 	12 	12 	12 
ESTBL,NR,I553,DEG2,LV	10 	7 	7 	16 	17 	20 
ESTBL,NR,I553,DEG2,MK	4 	4 	4 	: 	: 	: 
ESTBL,NR,I553,DEG2,MT	0 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG2,NL	1104 	1130 	1164 	1214 	1270 b	785 
ESTBL,NR,I553,DEG2,NO	100 	107 	112 	113 	126 	115 
ESTBL,NR,I553,DEG2,PL	84 	60 	60 	58 	56 	55 
ESTBL,NR,I553,DEG2,PT	66 	63 	78 	76 	62 	92 
ESTBL,NR,I553,DEG2,RO	341 	311 	312 	241 	230 	7 
ESTBL,NR,I553,DEG2,SE	248 	250 	247 	250 	253 	234 
ESTBL,NR,I553,DEG2,SI	27 	28 	27 	25 	21 	21 
ESTBL,NR,I553,DEG2,SK	: c	19 	21 	: c	22 	23 
ESTBL,NR,I553,DEG2,UK	: 	2395 	2634 	: 	2620 	2607 
ESTBL,NR,I553,DEG2,XK	0 	: 	: 	: 	: 	: 
ESTBL,NR,I553,DEG3,AT	489 	487 	478 	476 	467 	462 
ESTBL,NR,I553,DEG3,BE	196 	193 	203 	246 	263 	271 
ESTBL,NR,I553,DEG3,BG	8 	9 	7 	7 	7 	7 
ESTBL,NR,I553,DEG3,CH	: 	268 	271 	271 	273 	280 
ESTBL,NR,I553,DEG3,CY	2 	2 	2 	3 	3 	3 b
ESTBL,NR,I553,DEG3,CZ	380 	392 	394 	391 	391 	396 b
ESTBL,NR,I553,DEG3,DE	1769 	1755 	1741 	1726 	1714 	1734 
ESTBL,NR,I553,DEG3,DK	343 	340 	343 	346 	344 	346 
ESTBL,NR,I553,DEG3,EA	13251 e	13597 	13691 	: 	: 	: 
ESTBL,NR,I553,DEG3,EE	7 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG3,EL	276 	283 	285 	284 	270 	267 b
ESTBL,NR,I553,DEG3,ES	707 	838 	843 	832 	833 	837 
ESTBL,NR,I553,DEG3,EU27	16957 e	17328 	17627 	17501 e	17020 	16711 e
ESTBL,NR,I553,DEG3,EU28	17594 e	17901 	18159 	18001 e	17498 	17148 e
ESTBL,NR,I553,DEG3,FI	176 	178 	182 	188 	187 	194 
ESTBL,NR,I553,DEG3,FR	: 	6444 	6421 	6232 	5786 	6033 
ESTBL,NR,I553,DEG3,HR	637 	573 	532 	500 	478 	451 
ESTBL,NR,I553,DEG3,HU	127 	144 	150 	145 	149 	216 
ESTBL,NR,I553,DEG3,IE	: 	77 	77 	76 	76 	: 
ESTBL,NR,I553,DEG3,IS	160 	161 	179 	180 	130 	181 
ESTBL,NR,I553,DEG3,IT	1185 	1415 	1439 	1439 	1361 	1387 
ESTBL,NR,I553,DEG3,LI	0 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG3,LT	18 	18 	16 	16 	16 	14 
ESTBL,NR,I553,DEG3,LU	75 	75 	76 	78 	80 	84 
ESTBL,NR,I553,DEG3,LV	75 	50 	39 	91 	85 	85 
ESTBL,NR,I553,DEG3,MK	8 	8 	8 	: 	: 	: 
ESTBL,NR,I553,DEG3,MT	0 	0 	0 	0 	0 	0 
ESTBL,NR,I553,DEG3,NL	1526 	1571 	1652 	1707 	1801 b	1226 
ESTBL,NR,I553,DEG3,NO	575 	580 	598 	634 	681 	640 
ESTBL,NR,I553,DEG3,PL	211 	222 	224 	223 	235 	242 
ESTBL,NR,I553,DEG3,PT	138 	125 	148 	141 	88 	121 
ESTBL,NR,I553,DEG3,RO	301 	280 	287 	246 	246 	19 
ESTBL,NR,I553,DEG3,SE	773 	781 	779 	776 	780 	765 
ESTBL,NR,I553,DEG3,SI	54 	52 	51 	48 	51 	47 
ESTBL,NR,I553,DEG3,SK	37 	34 	38 	41 	44 	45 
ESTBL,NR,I553,DEG3,UK	: 	1563 	1752 	: 	1743 	1741 
ESTBL,NR,I553,DEG3,XK	0 	: 	: 	: 	: 	: 
ESTBL,NR,I553,TOTAL,AT	611 	607 	599 	586 	569 	562 b
ESTBL,NR,I553,TOTAL,BE	348 	346 	359 	422 	453 	481 b
ESTBL,NR,I553,TOTAL,BG	9 	11 	8 	8 	8 	9 b
ESTBL,NR,I553,TOTAL,CH	: 	406 	410 	412 	418 	423 b
ESTBL,NR,I553,TOTAL,CY	2 	2 	2 	3 	3 	3 b
ESTBL,NR,I553,TOTAL,CZ	515 	510 	516 	513 	506 	514 b
ESTBL,NR,I553,TOTAL,DE	2986 	2955 	2910 	2888 	2855 	2865 b
ESTBL,NR,I553,TOTAL,DK	412 	410 	413 	416 	414 	417 b
ESTBL,NR,I553,TOTAL,EA	19704 e	19736 	19872 	: 	: 	: 
ESTBL,NR,I553,TOTAL,EE	10 	0 	0 	0 	0 	0 b
ESTBL,NR,I553,TOTAL,EL	302 	309 	311 	311 	297 	294 b
ESTBL,NR,I553,TOTAL,ES	1264 	1263 	1262 	1248 	1248 	1251 b
ESTBL,NR,I553,TOTAL,EU27	27751 e	27722 	28441 	28234 e	27749 	26604 b
ESTBL,NR,I553,TOTAL,EU28	28477 e	28375 	29048 	28805 e	28293 	27116 b
ESTBL,NR,I553,TOTAL,FI	226 	230 	236 	243 	243 	246 b
ESTBL,NR,I553,TOTAL,FR	: 	8140 	8131 	7917 	7455 	7791 b
ESTBL,NR,I553,TOTAL,HR	726 	653 	607 	571 	544 	512 b
ESTBL,NR,I553,TOTAL,HU	257 	256 	263 	253 	260 	278 b
ESTBL,NR,I553,TOTAL,IE	: 	93 	93 	92 	92 	93 b
ESTBL,NR,I553,TOTAL,IS	200 	201 	225 	226 	158 	212 b
ESTBL,NR,I553,TOTAL,IT	2323 	2364 	2394 	2393 	2326 	2358 b
ESTBL,NR,I553,TOTAL,LI	1 	1 	1 	1 	1 	1 b
ESTBL,NR,I553,TOTAL,LT	29 	26 	23 	22 	21 	20 b
ESTBL,NR,I553,TOTAL,LU	88 	88 	89 	91 	93 	97 b
ESTBL,NR,I553,TOTAL,LV	: c	: c	: c	109 	104 	110 b
ESTBL,NR,I553,TOTAL,ME	10 	11 	: 	: 	: 	21 b
ESTBL,NR,I553,TOTAL,MK	12 	12 	12 	12 	12 	12 b
ESTBL,NR,I553,TOTAL,MT	0 	0 	0 	0 	0 	0 b
ESTBL,NR,I553,TOTAL,NL	2821 	2903 	3017 	3130 	3278 b	2159 b
ESTBL,NR,I553,TOTAL,NO	691 	702 	725 	765 	825 	771 b
ESTBL,NR,I553,TOTAL,PL	324 	308 	309 	306 	316 	323 b
ESTBL,NR,I553,TOTAL,PT	232 	214 	257 	246 	174 	242 b
ESTBL,NR,I553,TOTAL,RO	680 	630 	639 	508 	495 	36 b
ESTBL,NR,I553,TOTAL,RS	: 	: 	: 	20 	25 	19 b
ESTBL,NR,I553,TOTAL,SE	1071 	1082 	1078 	1078 	1085 	1051 b
ESTBL,NR,I553,TOTAL,SI	85 	83 	81 	75 	74 	70 b
ESTBL,NR,I553,TOTAL,SK	56 	: c	: c	64 	68 	70 b
ESTBL,NR,I553,TOTAL,TR	7 	7 	: 	6 	5 	: 
ESTBL,NR,I553,TOTAL,UK	: 	4779 	5343 	: 	5312 	5264 b
ESTBL,NR,I553,TOTAL,XK	0 	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG1,AT	-1.03 	0 	-0.38 	0.3 	0.13 	: 
ESTBL,PCH_PRE,I551,DEG1,BE	3.25 	-2.57 	-4.35 	-0.56 	-0.9 	: 
ESTBL,PCH_PRE,I551,DEG1,BG	-1.6 	1.96 	-0.33 	1.49 	2.7 	: 
ESTBL,PCH_PRE,I551,DEG1,CH	: 	0.81 	0.49 	0 	0.2 	: 
ESTBL,PCH_PRE,I551,DEG1,CY	-2.67 	-1.32 	0 	-1.3 	-1.28 	: 
ESTBL,PCH_PRE,I551,DEG1,CZ	-1.84 	-0.42 	3.28 	-5.69 	0.3 	: 
ESTBL,PCH_PRE,I551,DEG1,DE	0.36 	-0.68 	0.41 	0.11 	0.4 	: 
ESTBL,PCH_PRE,I551,DEG1,DK	4.38 	-0.62 	-3.01 	5.06 	1.3 	: 
ESTBL,PCH_PRE,I551,DEG1,EA	2.35 e	0.35 	1.29 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG1,EE	8.33 	6.67 	-2.17 	-1.08 	0 	: 
ESTBL,PCH_PRE,I551,DEG1,EL	-1.66 	-2.12 	-4.36 	8.26 	0 	: 
ESTBL,PCH_PRE,I551,DEG1,ES	9.62 	-0.47 	1.36 	-0.04 	1.5 	: 
ESTBL,PCH_PRE,I551,DEG1,EU27	1.6 e	0.26 	1.03 	0.3 e	3.05 	: 
ESTBL,PCH_PRE,I551,DEG1,EU28	1.61 e	0.29 	1.03 	0.3 e	3.16 	: 
ESTBL,PCH_PRE,I551,DEG1,FI	6.11 	1.69 	2.31 	-3.89 	1.7 	: 
ESTBL,PCH_PRE,I551,DEG1,FR	: 	1.49 	2.67 	1.36 	0.6 	: 
ESTBL,PCH_PRE,I551,DEG1,HR	6.14 	18.75 	1.05 	2.15 	3.3 	: 
ESTBL,PCH_PRE,I551,DEG1,HU	5.74 	2.15 	3.02 	1.64 	-6.7 	: 
ESTBL,PCH_PRE,I551,DEG1,IE	: 	0 	-5.1 	-0.48 	: 	: 
ESTBL,PCH_PRE,I551,DEG1,IS	1.2 	1.22 	7.89 	2.7 	8.8 	: 
ESTBL,PCH_PRE,I551,DEG1,IT	0.09 	1.38 	1.22 	-0.42 	0.1 	: 
ESTBL,PCH_PRE,I551,DEG1,LT	-1.8 	0 	-2.34 	0.59 	1.8 	: 
ESTBL,PCH_PRE,I551,DEG1,LU	-1.54 	-2.99 	1.52 	-2.9 	0 	-1.4 
ESTBL,PCH_PRE,I551,DEG1,LV	3.17 	0.8 	8.7 	-4.96 	7.1 	: 
ESTBL,PCH_PRE,I551,DEG1,MK	8.04 	5.66 	: 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG1,MT	23.68 	1.33 	5.63 	-2.74 	-5.2 	: 
ESTBL,PCH_PRE,I551,DEG1,NL	4.2 	3.17 	0.5 	2.93 	12.3 	: 
ESTBL,PCH_PRE,I551,DEG1,NO	-2.55 	5.38 	-2.62 	4.37 	5.2 	: 
ESTBL,PCH_PRE,I551,DEG1,PL	3.48 	5.78 	1.42 	4.65 	1.7 	: 
ESTBL,PCH_PRE,I551,DEG1,PT	4.91 	-2.62 	10.15 	0 	15 	: 
ESTBL,PCH_PRE,I551,DEG1,RO	3.62 	-0.21 	7.31 	2.82 	5.1 	: 
ESTBL,PCH_PRE,I551,DEG1,SE	3.7 	3.85 	1.44 	1.04 	3.7 	: 
ESTBL,PCH_PRE,I551,DEG1,SI	3.66 	0 	5.13 	1.3 	4.1 	: 
ESTBL,PCH_PRE,I551,DEG1,SK	1.28 	-1.26 	4.85 	-2.99 	-3.3 	: 
ESTBL,PCH_PRE,I551,DEG1,UK	: 	-0.48 	1.78 	: 	7.69 	: 
ESTBL,PCH_PRE,I551,DEG2,AT	-1.09 	-2.54 	0.25 	-2.4 	-0.25 	: 
ESTBL,PCH_PRE,I551,DEG2,BE	-0.66 	-0.16 	-3.34 	-4.99 	-4.5 	: 
ESTBL,PCH_PRE,I551,DEG2,BG	9.62 	-1.66 	0.13 	4.41 	7.3 	: 
ESTBL,PCH_PRE,I551,DEG2,CH	: 	-1.53 	-1.68 	-1.26 	-0.8 	: 
ESTBL,PCH_PRE,I551,DEG2,CY	3.98 	-0.99 	-1.46 	-0.48 	0 	: 
ESTBL,PCH_PRE,I551,DEG2,CZ	2.84 	2.42 	0.98 	-7.97 	-0.9 	: 
ESTBL,PCH_PRE,I551,DEG2,DE	-1.31 	-1.43 	-0.96 	-1.98 	-1.5 	: 
ESTBL,PCH_PRE,I551,DEG2,DK	1.18 	3.66 	1.23 	2.53 	0 	: 
ESTBL,PCH_PRE,I551,DEG2,EA	9.94 e	-0.88 	0.08 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG2,EE	13.21 	-8.62 	16 	5.26 	-3.1 	: 
ESTBL,PCH_PRE,I551,DEG2,EL	-1.02 	-0.76 	-3.69 	4.68 	0.82 	: 
ESTBL,PCH_PRE,I551,DEG2,ES	59.56 	-0.65 	0.12 	-0.88 	-0.6 	: 
ESTBL,PCH_PRE,I551,DEG2,EU27	7.32 e	-0.48 	0.16 	-0.63 e	0.65 	: 
ESTBL,PCH_PRE,I551,DEG2,EU28	7.31 e	-0.45 	0.17 	-0.62 e	0.75 	: 
ESTBL,PCH_PRE,I551,DEG2,FI	1.8 	0 	-1.33 	-4.66 	3.5 	: 
ESTBL,PCH_PRE,I551,DEG2,FR	: 	-0.29 	5.41 	1.16 	0.6 	: 
ESTBL,PCH_PRE,I551,DEG2,HR	4.78 	5.02 	3.57 	-0.32 	1 	: 
ESTBL,PCH_PRE,I551,DEG2,HU	7.67 	-0.12 	3.16 	1.73 	105.3 	: 
ESTBL,PCH_PRE,I551,DEG2,IE	: 	0 	-4.92 	-0.9 	: 	: 
ESTBL,PCH_PRE,I551,DEG2,IS	1.23 	-10 	16.88 	11.59 	9.5 	: 
ESTBL,PCH_PRE,I551,DEG2,IT	15.28 	-0.45 	-0.85 	-0.86 	-0.9 	: 
ESTBL,PCH_PRE,I551,DEG2,LI	-7.89 	8.57 	-12.5 	11.11 	-5.3 	: 
ESTBL,PCH_PRE,I551,DEG2,LT	34.23 	-4.31 	1.75 	6.54 	4.9 	: 
ESTBL,PCH_PRE,I551,DEG2,LU	0 	0 	0 	-2.6 	-4.9 	-2.4 
ESTBL,PCH_PRE,I551,DEG2,LV	2.15 	2.2 	24.66 	8.96 	6.3 	: 
ESTBL,PCH_PRE,I551,DEG2,MK	2.13 	3.3 	: 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG2,MT	19.7 	0 	6.45 	-3.13 	10.3 	: 
ESTBL,PCH_PRE,I551,DEG2,NL	0.87 	1.62 	-1.43 	0.08 	12.8 	: 
ESTBL,PCH_PRE,I551,DEG2,NO	-5.02 	0.92 	-3.56 	-5.86 	7.7 	: 
ESTBL,PCH_PRE,I551,DEG2,PL	15.91 	6.46 	1.41 	4.06 	-0.3 	: 
ESTBL,PCH_PRE,I551,DEG2,PT	3.52 	-0.95 	7.13 	0 	10.6 	: 
ESTBL,PCH_PRE,I551,DEG2,RO	4.38 	-0.21 	2.02 	1.18 	12.3 	: 
ESTBL,PCH_PRE,I551,DEG2,SE	-1.65 	-0.37 	-1.8 	-1.59 	0.4 	: 
ESTBL,PCH_PRE,I551,DEG2,SI	0.41 	1.25 	11.11 	-1.37 	0 	: 
ESTBL,PCH_PRE,I551,DEG2,SK	1.94 	-4.97 	7.1 	-3.43 	-2.2 	: 
ESTBL,PCH_PRE,I551,DEG2,UK	: 	-0.17 	1.77 	: 	0.57 	: 
ESTBL,PCH_PRE,I551,DEG3,AT	-1.9 	-2.12 	-2.14 	-1.8 	-1.21 	: 
ESTBL,PCH_PRE,I551,DEG3,BE	-4.02 	-4.73 	-10.48 	-4.62 	-4.1 	: 
ESTBL,PCH_PRE,I551,DEG3,BG	-14.66 	-2.68 	1.95 	9.84 	8 	: 
ESTBL,PCH_PRE,I551,DEG3,CH	: 	-3.1 	-1.72 	-1.41 	-1.9 	: 
ESTBL,PCH_PRE,I551,DEG3,CY	0.99 	0 	-1.93 	1.77 	-1.17 	: 
ESTBL,PCH_PRE,I551,DEG3,CZ	-2.24 	0 	3.3 	-7.8 	-1.1 	: 
ESTBL,PCH_PRE,I551,DEG3,DE	-1.19 	-2.47 	-1.46 	-2.92 	-2.4 	: 
ESTBL,PCH_PRE,I551,DEG3,DK	4.79 	3.55 	-1.4 	3.25 	-1.1 	: 
ESTBL,PCH_PRE,I551,DEG3,EA	-8.35 e	-1.16 	0.29 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG3,EE	-6.16 	1.44 	-4.59 	0.93 	8.5 	: 
ESTBL,PCH_PRE,I551,DEG3,EL	-2.49 	-1.28 	1.24 	4.29 	-0.07 	: 
ESTBL,PCH_PRE,I551,DEG3,ES	-31.43 	-1.44 	0.76 	-0.07 	0.2 	: 
ESTBL,PCH_PRE,I551,DEG3,EU27	-7.08 e	-0.81 	0.45 	-0.34 e	-0.3 	: 
ESTBL,PCH_PRE,I551,DEG3,EU28	-7.03 e	-0.76 	0.47 	-0.32 e	-0.18 	: 
ESTBL,PCH_PRE,I551,DEG3,FI	0 	-2.12 	-2.33 	-6.07 	-5.1 	: 
ESTBL,PCH_PRE,I551,DEG3,FR	: 	0.22 	8.73 	0.47 	-1.2 	: 
ESTBL,PCH_PRE,I551,DEG3,HR	0.53 	7.46 	3.36 	2.22 	2.7 	: 
ESTBL,PCH_PRE,I551,DEG3,HU	-13.6 	0.85 	2.62 	4.83 	-34.9 	: 
ESTBL,PCH_PRE,I551,DEG3,IE	: 	0 	-2.84 	-1.14 	: 	: 
ESTBL,PCH_PRE,I551,DEG3,IS	2.58 	1.3 	1.77 	12.44 	0 	: 
ESTBL,PCH_PRE,I551,DEG3,IT	-14.17 	-0.47 	-0.4 	0.74 	-2 	: 
ESTBL,PCH_PRE,I551,DEG3,LT	-30.99 	5.19 	-0.74 	-0.73 	7 	: 
ESTBL,PCH_PRE,I551,DEG3,LU	-4.65 	-1.53 	-0.76 	-2.9 	-4.2 	-4.1 
ESTBL,PCH_PRE,I551,DEG3,LV	0 	6.9 	65.71 	4.48 	-5.6 	: 
ESTBL,PCH_PRE,I551,DEG3,MK	0 	9.62 	: 	: 	: 	: 
ESTBL,PCH_PRE,I551,DEG3,MT	-54.55 	10 	25 	0 	6.7 	: 
ESTBL,PCH_PRE,I551,DEG3,NL	-1.1 	0.18 	-2.16 	1.46 	8.5 	: 
ESTBL,PCH_PRE,I551,DEG3,NO	-4.63 	1.77 	-6.86 	-6.42 	10.3 	: 
ESTBL,PCH_PRE,I551,DEG3,PL	-10.3 	7.14 	3.35 	5.12 	4.8 	: 
ESTBL,PCH_PRE,I551,DEG3,PT	4.04 	6.46 	-6.93 	0 	21.3 	: 
ESTBL,PCH_PRE,I551,DEG3,RO	7.01 	2.2 	6.3 	3.96 	13.9 	: 
ESTBL,PCH_PRE,I551,DEG3,SE	0.42 	0.21 	-3.84 	-0.8 	2.4 	: 
ESTBL,PCH_PRE,I551,DEG3,SI	0.54 	2.23 	1.7 	2.92 	-1.7 	: 
ESTBL,PCH_PRE,I551,DEG3,SK	-2.35 	-0.55 	9.8 	-2.5 	-2 	: 
ESTBL,PCH_PRE,I551,DEG3,UK	: 	-0.15 	1.78 	: 	0.67 	: 
ESTBL,PCH_PRE,I551,TOTAL,AT	-1.72 	-2.05 	-1.67 	-1.8 	-0.98 	0.5 
ESTBL,PCH_PRE,I551,TOTAL,BE	-0.33 	-2.25 	-5.81 	-3.5 	-3.3 	-15.3 
ESTBL,PCH_PRE,I551,TOTAL,BG	-2.22 	-1.01 	0.65 	5.4 	6.1 	4 
ESTBL,PCH_PRE,I551,TOTAL,CH	: 	-2.1 	-1.44 	-1.19 	-1.3 	-2.6 
ESTBL,PCH_PRE,I551,TOTAL,CY	1.4 	-0.38 	-1.63 	0.88 	-0.88 	17 
ESTBL,PCH_PRE,I551,TOTAL,CZ	-0.91 	0.5 	2.73 	-7.43 	-0.8 	37.7 b
ESTBL,PCH_PRE,I551,TOTAL,DE	-0.94 	-1.71 	-1.06 	-2 	-1.5 	-1 
ESTBL,PCH_PRE,I551,TOTAL,DK	4.1 	2.29 	-1.5 	3.7 	-0.2 	-0.8 
ESTBL,PCH_PRE,I551,TOTAL,EA	-0.44 e	-0.76 	0.39 	: 	: 	: 
ESTBL,PCH_PRE,I551,TOTAL,EE	2.18 	-0.24 	0.98 	1.49 	3.6 	4.3 
ESTBL,PCH_PRE,I551,TOTAL,EL	-2.15 	-1.23 	-0.12 	4.61 	0.11 	0.2 
ESTBL,PCH_PRE,I551,TOTAL,ES	0.54 	-0.98 	0.79 	-0.24 	0.4 	1.4 
ESTBL,PCH_PRE,I551,TOTAL,EU27	-0.24 e	-0.44 	0.47 	-0.28 e	0.37 	-0.4 
ESTBL,PCH_PRE,I551,TOTAL,EU28	-0.22 e	-0.4 	0.48 	-0.27 e	0.38 	-0.4 
ESTBL,PCH_PRE,I551,TOTAL,FI	1.94 	-0.64 	-1.02 	-5.19 	-1.3 	1.1 
ESTBL,PCH_PRE,I551,TOTAL,FR	: 	0.52 	5.72 	0.96 	-0.1 	0 
ESTBL,PCH_PRE,I551,TOTAL,HR	2.57 	7.78 	3.19 	1.34 	2.2 	2.5 b
ESTBL,PCH_PRE,I551,TOTAL,HU	-0.82 	0.78 	2.92 	2.86 	-1.4 	8.7 
ESTBL,PCH_PRE,I551,TOTAL,IE	: 	0 	-3.69 	-0.97 	-16.4 	-4.1 b
ESTBL,PCH_PRE,I551,TOTAL,IS	2.02 	-1.24 	6.07 	10.17 	3.6 	: 
ESTBL,PCH_PRE,I551,TOTAL,IT	-0.54 	-0.11 	-0.26 	-0.08 	-1.2 	-0.6 
ESTBL,PCH_PRE,I551,TOTAL,LI	-7.89 	8.57 	-12.5 	11.11 	-5.3 	-5 
ESTBL,PCH_PRE,I551,TOTAL,LT	-2.14 	0.48 	-0.71 	1.69 	4.3 	4.7 
ESTBL,PCH_PRE,I551,TOTAL,LU	-3.02 	-1.69 	0 	-2.9 	-3.2 	-3.1 b
ESTBL,PCH_PRE,I551,TOTAL,LV	1.75 	3.31 	28.68 	1.18 	3.2 	-50.2 b
ESTBL,PCH_PRE,I551,TOTAL,ME	6.43 	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,I551,TOTAL,MK	4.18 	5.62 	6.87 	3.56 	7.7 	12.4 
ESTBL,PCH_PRE,I551,TOTAL,MT	11.59 	1.86 	8.05 	-2.61 	2 	0.7 
ESTBL,PCH_PRE,I551,TOTAL,NL	1.42 	1.7 	-1.01 	1.45 	11.3 	-1.2 
ESTBL,PCH_PRE,I551,TOTAL,NO	-4.34 	2.22 	-5.5 	-4.66 	9 	-1.2 
ESTBL,PCH_PRE,I551,TOTAL,PL	2.5 	6.5 	2.11 	4.62 	2.1 	3.9 
ESTBL,PCH_PRE,I551,TOTAL,PT	4.14 	0.29 	4.25 	0 	14.9 	0.4 
ESTBL,PCH_PRE,I551,TOTAL,RO	4.85 	0.46 	5.04 	2.5 	10.1 	-52 b
ESTBL,PCH_PRE,I551,TOTAL,RS	: 	: 	: 	2.89 	-8.2 	: 
ESTBL,PCH_PRE,I551,TOTAL,SE	0.7 	0.95 	-2.02 	-0.59 	2.1 	0.3 
ESTBL,PCH_PRE,I551,TOTAL,SI	0.87 	1.62 	5.26 	1.25 	-0.5 	-0.9 
ESTBL,PCH_PRE,I551,TOTAL,SK	-0.27 	-2.25 	8.02 	-2.92 	-2.3 	13.6 
ESTBL,PCH_PRE,I551,TOTAL,TR	3.55 	: 	: 	4.97 	: 	: 
ESTBL,PCH_PRE,I551,TOTAL,UK	: 	-0.29 	1.78 	: 	3.27 	0.1 b
ESTBL,PCH_PRE,I551-I553,DEG1,AT	9.53 	45.22 	5.02 	2 	0.52 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,BE	15.96 	7.9 	22.9 	7.06 	9.8 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,BG	0.25 	2.39 	0 	2.45 	3.7 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,CY	-2.67 	-1.32 	0 	-1.3 	-1.28 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,CZ	-1.08 	-0.47 	3.82 	-10.84 	0.8 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,DE	1 	-0.73 	1.11 	0.4 	0.5 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,DK	6 	1.52 	0 	4.23 	0 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,EA	16.12 e	10.32 	13.31 	: 	: 	: 
ESTBL,PCH_PRE,I551-I553,DEG1,EE	8.42 	4.12 	1.04 	1.05 	8.6 	: 
