unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N_GE4,DOM,TOT_NR,PT	10774.24 	4310.4 	69461.33 	70347.16 	19366.26 	10621.45 
THS_EUR,PERS,N_GE4,DOM,TOT_NR,RO	50060.46 	53808.88 	42245.69 	45210.33 	42024.55 	72575.39 
THS_EUR,PERS,N_GE4,DOM,TOT_NR,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TOT_NR,SI	0 	0 	0 	17.59 	0 	164.16 
THS_EUR,PERS,N_GE4,DOM,TOT_NR,SK	152.44 	54.91 	52.58 	0 	699.9 b	2753.5 
THS_EUR,PERS,N_GE4,DOM,TOT_NR,UK	: 	: 	: 	: 	162784.69 	: u
THS_EUR,PERS,N_GE4,DOM,TOT_R,AT	967105.61 	938684.88 	838090.99 	721299.94 	993483.69 	1195186.45 
THS_EUR,PERS,N_GE4,DOM,TOT_R,BE	126883.35 b	162431.12 	108605.88 	116935.45 	137065.86 	135397.45 
THS_EUR,PERS,N_GE4,DOM,TOT_R,BG	97723.41 	65791.59 	54370.32 	68414.99 	63729.28 	54644.52 
THS_EUR,PERS,N_GE4,DOM,TOT_R,CH	: 	673975.87 	523872.6 	595267.14 	643655.32 	520068.19 
THS_EUR,PERS,N_GE4,DOM,TOT_R,CY	13457.57 	13791.17 	13615.29 	15132.47 	17518.15 b	19650.16 
THS_EUR,PERS,N_GE4,DOM,TOT_R,CZ	395760.35 	309537.46 	238889.7 	173244.07 	219368.94 	223548.8 
THS_EUR,PERS,N_GE4,DOM,TOT_R,DE	8004022.3 	7727260.66 	7777332.14 	7495583.57 	7126352.73 	7105195.86 
THS_EUR,PERS,N_GE4,DOM,TOT_R,DK	: 	291492.19 	260459.09 	253587.77 b	193130.32 b	136211.5 
THS_EUR,PERS,N_GE4,DOM,TOT_R,EA	: 	: 	: 	23050514.9 e	23564883.35 e	24136442.19 e
THS_EUR,PERS,N_GE4,DOM,TOT_R,EE	7222.22 u	5731.24 u	6015.61 u	5431.17 u	2605.66 u	4328.9 u
THS_EUR,PERS,N_GE4,DOM,TOT_R,EL	: 	168264.01 	168842 	186232.84 	163511.77 	178036.19 
THS_EUR,PERS,N_GE4,DOM,TOT_R,ES	3520816.15 	3281303.07 	2782550.75 b	1442902.25 	1519511.86 	1490557.16 
THS_EUR,PERS,N_GE4,DOM,TOT_R,EU27	: 	: 	30864394.92 e	28471158.2 e	29915145.82 e	30291822.46 e
THS_EUR,PERS,N_GE4,DOM,TOT_R,EU28	: 	: 	30928093.43 e	28510541.29 e	30021115.29 e	30413405.23 e
THS_EUR,PERS,N_GE4,DOM,TOT_R,FI	252330.31 	247185.13 	243933.68 	268981.95 	276505.94 	284252.05 
THS_EUR,PERS,N_GE4,DOM,TOT_R,FR	8724992.03 	8553535.79 	8343389.3 	8940678.71 	8688771.2 	8441842 
THS_EUR,PERS,N_GE4,DOM,TOT_R,HR	94498.55 	: 	88532.34 	64728.85 	108763.96 	124120.78 
THS_EUR,PERS,N_GE4,DOM,TOT_R,HU	189762.07 	175743.27 	172885.79 	195731.05 	180655.76 	162532.62 
THS_EUR,PERS,N_GE4,DOM,TOT_R,IE	155408.37 	159738.99 	144321.09 	131515.09 	134043.72 	131611.25 
THS_EUR,PERS,N_GE4,DOM,TOT_R,IT	4266900.36 	3628053.64 	3336758.12 	2770640.94 b	3517310.21 	4056769.65 
THS_EUR,PERS,N_GE4,DOM,TOT_R,LT	23492.65 	19711.01 	20763.51 	15891.07 	12602.34 	9799.77 
THS_EUR,PERS,N_GE4,DOM,TOT_R,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,DOM,TOT_R,LV	: 	3675.4 u	5608.86 u	8158.15 u	5965.56 u	3213.46 u
THS_EUR,PERS,N_GE4,DOM,TOT_R,MT	4467.35 	2992.76 	2141.2 	2225.92 b	: u	2482.76 u
THS_EUR,PERS,N_GE4,DOM,TOT_R,NL	: 	853492.35 	788442.53 	715444.18 	713895.98 	728579.04 
THS_EUR,PERS,N_GE4,DOM,TOT_R,NO	300068.45 	284101.71 	263545.82 	260672.92 	249220.87 	: 
THS_EUR,PERS,N_GE4,DOM,TOT_R,PL	1214628.58 	1073527.13 	865045.5 	776109.03 b	1646306.8 	1322471.54 
THS_EUR,PERS,N_GE4,DOM,TOT_R,PT	250196.56 	212028.1 	186330.26 	116899.81 	138576.51 	158637.18 
THS_EUR,PERS,N_GE4,DOM,TOT_R,RO	242483.33 	194103.26 	190268.57 	157713.22 	167396.77 	196961.39 
THS_EUR,PERS,N_GE4,DOM,TOT_R,SE	: 	256248.32 	228079.69 	162737.12 	: 	: 
THS_EUR,PERS,N_GE4,DOM,TOT_R,SI	53703.13 	47407.5 	42661.55 	38793.21 	43171.98 	49349.23 
THS_EUR,PERS,N_GE4,DOM,TOT_R,SK	137578.11 	158683.83 	128358.77 	125207.44 	86832.39 b	150367.89 
THS_EUR,PERS,N_GE4,DOM,TOT_R,UK	: 	: 	: 	: 	3293217.63 	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,AT	: c	: u	: u	: u	: u	124566.32 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,BE	28393 bu	0 	0 u	0 u	9542.93 	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,CY	: c	: u	: u	: u	: u	2837.03 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,DE	348933.73 	197942.08 u	260732.18 u	154847.8 u	124200.64 u	75994.63 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,DK	: 	72108.77 	77146.87 	70620.36 b	67700.41 bu	100950.38 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,EA	: 	: 	: 	204298.98 e	163790.18 e	252909.26 e
THS_EUR,PERS,N_GE4,OUT,NR_OTH,EE	: c	: u	: u	2039.25 u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,EL	: 	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,ES	4890.4 u	1305.34 u	4326.07 bu	596.66 u	: u	5406.06 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,EU27	: 	: 	423269.31 e	322383.35 e	557281.36 e	378881.08 e
THS_EUR,PERS,N_GE4,OUT,NR_OTH,EU28	: 	: 	422754.03 e	321990.88 e	557738.14 e	378819.53 e
THS_EUR,PERS,N_GE4,OUT,NR_OTH,FI	: c	: u	: u	: u	1331.77 u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,FR	11814.2 	19832 	14385.26 	31727.65 	20138.45 	10178.25 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,HR	: u	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,HU	613.9 	633.95 	236.78 	239.42 	276.74 u	390.58 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,IE	865.88 	28.87 u	0 u	0 u	0 u	291.13 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,IT	: u	: u	: u	: u	0 u	0 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,LT	0 	0 u	0 	0 	5342.24 	3547.62 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,LU	: 	: u	: u	0 u	0 u	62.51 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,LV	: 	: c	: u	: u	: u	306.42 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,MT	0 u	42.87 u	: c	0 bu	: 	: 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,NL	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,PL	823.27 u	1045.78 	355.44 	1713.79 b	17110.84 u	12134.96 u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,PT	1058.94 	: u	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,RO	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,SE	: 	0 u	0 u	0 u	: 	: 
THS_EUR,PERS,N_GE4,OUT,NR_OTH,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,SK	: c	: 	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OTH,UK	: 	: 	: 	: 	288506.85 	: 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,AT	0 	0 	0 u	0 u	0 u	147.27 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,BE	73261.26 b	0 	0 	0 	0 	29884 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,BG	: c	: 	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,CH	: 	5701.17 u	5373.06 u	1622.17 u	: u	1523.2 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,CY	3025.29 u	881.48 	500.16 	575.86 	801.63 bu	4190.07 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,CZ	: c	: u	: u	: u	: u	0 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,DE	910521.8 	735612.46 	470658.28 	518079.6 	696788.73 	438497.08 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,DK	: 	42295.65 	42851.42 	59424.84 b	24949.44 bu	59783.32 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,EA	: 	: 	: 	535176.38 e	718055.89 e	507588.91 e
THS_EUR,PERS,N_GE4,OUT,NR_OWN,EE	: 	: 	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,EL	: 	0 	0 	0 	0 u	310.93 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,ES	0 u	392 	2465.54 bu	3927.3 	8117.07 	10216.41 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,EU27	: 	: 	614119.68 e	687954.74 e	791154.05 e	584089.92 e
THS_EUR,PERS,N_GE4,OUT,NR_OWN,EU28	: 	: 	613372.05 e	687117.23 e	796330.88 e	584011.47 e
THS_EUR,PERS,N_GE4,OUT,NR_OWN,FI	1480.47 u	2129.4 u	4355.82 u	477.2 u	1887.22 u	6954 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,FR	12800.62 	4728.65 	6967.25 	10691.02 	9040.86 	11242.82 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,HR	0 u	: 	0 u	0 u	5205.81 u	16.13 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,HU	: c	71.79 u	97.56 	14.74 	0 	69.7 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,IE	908.23 	0 	0 	239.5 	364.21 	2721.63 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,IT	0 u	: u	: u	0 bu	: u	0 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,LU	: 	0 	0 	0 	0 	451.91 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,LV	: 	: 	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,MT	: c	: c	: c	: u	0 	0 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,NL	: 	0 	0 	0 	0 	0 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,NO	92376.01 	70553.26 	45247.36 	57878.4 	48457.62 	: 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,PL	3867.6 	2384.52 	1324.32 	3043.68 b	: u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,PT	0 u	: u	4848.09 	1117.2 	605.62 u	570.84 u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,RO	4380.38 u	: u	: u	3085.87 u	2570.03 u	: u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,SI	0 	0 	0 	0 	0 	110.29 
THS_EUR,PERS,N_GE4,OUT,NR_OWN,SK	: c	: u	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,OUT,NR_OWN,UK	: 	: 	: 	: 	28859.42 	: 
THS_EUR,PERS,N_GE4,OUT,NR_RF,AT	0 	0 	0 	0 	0 	16003.8 
THS_EUR,PERS,N_GE4,OUT,NR_RF,BE	171690.01 b	0 	0 	0 	71155.47 	61482.87 
THS_EUR,PERS,N_GE4,OUT,NR_RF,BG	0 	0 	0 	55.2 	0 	0 
THS_EUR,PERS,N_GE4,OUT,NR_RF,CH	: 	73722.84 	103859.49 	108225.45 	107113.64 	143962.59 
THS_EUR,PERS,N_GE4,OUT,NR_RF,CY	9150.77 	1967.35 	5678.42 	5159.53 	4756.1 b	1335.05 
THS_EUR,PERS,N_GE4,OUT,NR_RF,CZ	5936.76 	2256.57 	4558.83 	1362.98 	1699.91 	2197.17 
THS_EUR,PERS,N_GE4,OUT,NR_RF,DE	420274.5 	221232.65 	268806 	195946.75 	255839.91 	192165.42 
THS_EUR,PERS,N_GE4,OUT,NR_RF,DK	: 	228251.54 	153634.14 	225039.21 b	192881.44 b	171431.03 
THS_EUR,PERS,N_GE4,OUT,NR_RF,EA	: 	: 	: 	547057.05 e	733568.86 e	689460.87 e
THS_EUR,PERS,N_GE4,OUT,NR_RF,EE	2118.38 	562.48 	2110.93 	10576.45 	4247.02 	14583.23 
THS_EUR,PERS,N_GE4,OUT,NR_RF,EL	: 	0 	0 	0 	0 	727.92 
THS_EUR,PERS,N_GE4,OUT,NR_RF,ES	40187.81 	8694.07 	10623.74 b	142756.22 	158943.96 	178450.89 
THS_EUR,PERS,N_GE4,OUT,NR_RF,EU27	: 	: 	847126.96 e	1031600.71 e	2260569.67 e	1536496.55 e
THS_EUR,PERS,N_GE4,OUT,NR_RF,EU28	: 	: 	848056.1 e	1030344.85 e	2263872.63 e	1539625.27 e
THS_EUR,PERS,N_GE4,OUT,NR_RF,FI	20913.82 	22560.78 	12386.82 	27580.22 	17946.47 	17887.54 
THS_EUR,PERS,N_GE4,OUT,NR_RF,FR	146702.01 	115457.91 	113415.22 	118419.76 	164746.77 	113646.44 
THS_EUR,PERS,N_GE4,OUT,NR_RF,HR	1128.12 	: 	1713.8 	0 	3603.15 	3314.68 
THS_EUR,PERS,N_GE4,OUT,NR_RF,HU	2490.04 	4306.75 	4708.47 	7310.44 	8039.42 	9993.67 
THS_EUR,PERS,N_GE4,OUT,NR_RF,IE	4464 	8062.58 	580.31 	3459.22 	5221.15 	24084.69 
THS_EUR,PERS,N_GE4,OUT,NR_RF,IT	0 	0 	0 	47.26 b	0 	0 
THS_EUR,PERS,N_GE4,OUT,NR_RF,LT	0 	0 	5.9 	0 	13097.9 	13577.68 
THS_EUR,PERS,N_GE4,OUT,NR_RF,LU	: 	0 	0 	0 	0 	1749.28 
THS_EUR,PERS,N_GE4,OUT,NR_RF,LV	: 	147.24 	1762.24 	2961.66 	2552.47 	5541.37 
THS_EUR,PERS,N_GE4,OUT,NR_RF,MT	313.69 	81.65 	104.48 	0 b	0 	287.79 
THS_EUR,PERS,N_GE4,OUT,NR_RF,NL	: 	0 	0 	39715.42 	45255.94 	58443.53 
THS_EUR,PERS,N_GE4,OUT,NR_RF,NO	281803.59 	125175.78 	101539.1 	131261.53 	39111.95 	: 
THS_EUR,PERS,N_GE4,OUT,NR_RF,PL	196153.75 	175715.44 	157837.57 	114918.84 b	45051.27 	92002.35 
THS_EUR,PERS,N_GE4,OUT,NR_RF,PT	574.74 	2599.24 	1853.95 	3110.27 	5301.26 	6052.33 
THS_EUR,PERS,N_GE4,OUT,NR_RF,RO	1131.82 	769.23 	1521.64 	2090.73 	335.56 	1904.52 
THS_EUR,PERS,N_GE4,OUT,NR_RF,SE	: 	0 	0 	0 	: 	: 
THS_EUR,PERS,N_GE4,OUT,NR_RF,SI	0 	0 	0 	141.66 	64.81 	1192.95 
THS_EUR,PERS,N_GE4,OUT,NR_RF,SK	0 	3426.75 	0 	0 	0 b	1282.32 
THS_EUR,PERS,N_GE4,OUT,NR_RF,UK	: 	: 	: 	: 	1220301.2 	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,AT	78145.33 	95027.49 	62234.22 	62972.97 	71213.16 	71538.23 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,BE	115275.46 b	179189.1 	164924.67 	71644.98 	96697.44 	55346.8 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,BG	: c	: u	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,CH	: 	136535.22 	137980.78 	138646.98 	138053.85 	212649.81 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,CZ	22543.79 	27646.88 	16705.14 u	18539.87 	12240.1 u	19724.82 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,DE	814721.33 	950725.4 	865854.98 	652298.11 	630680.47 	612491.06 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,DK	: 	78299.75 	92622.28 	121507.96 b	90307.88 b	86638.37 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,EA	: 	: 	: 	1554200.16 e	1610554.18 e	1502893.01 e
THS_EUR,PERS,N_GE4,OUT,R_CAMP,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,EL	: 	: u	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,ES	73415.3 	58455.53 	32118.01 b	16807.23 	14072.03 	21157.44 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,EU27	: 	: 	2277256.88 e	1984860.19 e	5222552.22 e	3715286.11 e
THS_EUR,PERS,N_GE4,OUT,R_CAMP,EU28	: 	: 	2274629.53 e	1983503.56 e	5222541.26 e	3715489.92 e
THS_EUR,PERS,N_GE4,OUT,R_CAMP,FI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,FR	193847.82 	192044.03 	184847.41 	228247.27 	176825.96 	164612.74 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,HR	: u	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,HU	12658.06 	10030.44 	4056.59 	1879.31 	4800.83 	4685.22 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,IE	53903.81 	33331.6 	40880.9 	40185.14 	30998.59 	32210.08 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,IT	: u	: u	: u	: u	104087.64 u	125680.42 u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,LT	2079.11 u	5662.04 	5951.03 	6042.78 	2645.41 u	6049.01 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,LU	: 	5048.51 	4091.89 	4668.81 	4389.01 	2899.25 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,MT	: 	7878.73 	5103.61 u	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,NL	: 	486763.11 	397067.04 	414589.21 	437120.65 	370803.4 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,NO	61782.1 u	38145.8 u	55963.08 	27093.16 u	66554.87 u	: 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,PL	19445.57 	17054.76 	20077.31 	16606.01 b	30605.51 u	22410.43 u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,PT	: c	: u	: u	: u	: u	3311.53 u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,RO	: c	: u	3950.09 u	: u	: 	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,SE	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,SI	29319.96 	24792.79 	21450.2 	18166.38 	25132.15 	24653.02 
THS_EUR,PERS,N_GE4,OUT,R_CAMP,SK	: c	: u	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_CAMP,UK	: 	: 	: 	: 	3363816.84 	: u
THS_EUR,PERS,N_GE4,OUT,R_HOT,AT	2411426.16 	2230404.98 	2186529.62 	2200072.23 	2385141.31 	2355680.56 
THS_EUR,PERS,N_GE4,OUT,R_HOT,BE	1931564.53 b	1445307.73 	1495507.35 	1559533.44 	1804826.13 	1464301.82 
THS_EUR,PERS,N_GE4,OUT,R_HOT,BG	41337.17 	28399.74 	26489.52 	37658.65 	29305.9 	18419.49 
THS_EUR,PERS,N_GE4,OUT,R_HOT,CH	: 	2972719.64 	2527551.87 	2504035.55 	2572547.49 	2440585.02 
THS_EUR,PERS,N_GE4,OUT,R_HOT,CY	138672.35 	110490.45 	93031.4 	105582.2 	85532.17 b	88388.27 
THS_EUR,PERS,N_GE4,OUT,R_HOT,CZ	506638.76 	439048.56 	370755.03 	346287.54 	406780.63 	383446.31 
THS_EUR,PERS,N_GE4,OUT,R_HOT,DE	20480034.86 	18522763.74 	16119604.82 	19158510.43 	19767645.06 	17718803.25 
THS_EUR,PERS,N_GE4,OUT,R_HOT,DK	: 	1574064.69 	983989.71 	961040.83 b	808049.53 b	778861 
THS_EUR,PERS,N_GE4,OUT,R_HOT,EA	: 	: 	: 	33875807.98 e	34969215.02 e	32738492.3 e
THS_EUR,PERS,N_GE4,OUT,R_HOT,EE	97084.63 	75188.99 	78485.5 	126439.78 	114869.82 	96569.11 
THS_EUR,PERS,N_GE4,OUT,R_HOT,EL	: 	51776.14 	40229.09 	43554.94 	42264.49 	29209.88 
THS_EUR,PERS,N_GE4,OUT,R_HOT,ES	1778969.12 	1609395.81 	1396462.14 b	861915.36 	796029.15 	799295.05 
THS_EUR,PERS,N_GE4,OUT,R_HOT,EU27	: 	: 	38974767.8 e	42499672.27 e	49272673.83 e	46951343.7 e
THS_EUR,PERS,N_GE4,OUT,R_HOT,EU28	: 	: 	39048196.41 e	42569923.84 e	49393503.5 e	47046436.2 e
THS_EUR,PERS,N_GE4,OUT,R_HOT,FI	1057045.29 	972742.42 	938823.42 	970980.46 	908980.82 	899045.05 
THS_EUR,PERS,N_GE4,OUT,R_HOT,FR	4115240.18 	4075644.04 	3669824.77 	4255542.92 	4112355.64 	3815192.52 
THS_EUR,PERS,N_GE4,OUT,R_HOT,HR	77810.99 	: 	105669.77 	106643.76 	126448.62 	100784.83 
THS_EUR,PERS,N_GE4,OUT,R_HOT,HU	187924.51 	159159.03 	169179.15 	144843.66 	127456.24 	151760.66 
THS_EUR,PERS,N_GE4,OUT,R_HOT,IE	792002.71 	774678.1 	694679.27 	698376.52 	571491.07 	630755.42 
THS_EUR,PERS,N_GE4,OUT,R_HOT,IT	1800177.25 	927643.92 	643867.18 	1057165.8 b	1632466.78 	1749827.7 
THS_EUR,PERS,N_GE4,OUT,R_HOT,LT	182086.68 	150817.06 	121449.72 	111491.37 	66601.59 	54187.31 
THS_EUR,PERS,N_GE4,OUT,R_HOT,LU	: 	208007.9 	212704.84 	275171.23 	211507.7 	219596.82 
THS_EUR,PERS,N_GE4,OUT,R_HOT,LV	: 	61027.3 	68326.51 	101988.01 	64549.9 	45498.34 
THS_EUR,PERS,N_GE4,OUT,R_HOT,MT	64669.1 	71971.72 	64029.54 	55977.73 b	42983.51 	40396.98 
THS_EUR,PERS,N_GE4,OUT,R_HOT,NL	: 	2258213.32 	2166174.62 	1999945.31 	2069510.7 	2335898.16 
THS_EUR,PERS,N_GE4,OUT,R_HOT,NO	1763734.86 	1493234.25 	1577739.9 	1633307.96 	1631407.38 	: 
THS_EUR,PERS,N_GE4,OUT,R_HOT,PL	1002720.13 	874989.95 	874622.05 	799250.41 b	1248176.67 	882782.33 
THS_EUR,PERS,N_GE4,OUT,R_HOT,PT	178764.26 	138568.24 	128665.42 	104908.84 	84313.32 	122958.78 
THS_EUR,PERS,N_GE4,OUT,R_HOT,RO	128846.37 	76346.58 	83361.98 	74828.3 	71037.62 	85154.24 
THS_EUR,PERS,N_GE4,OUT,R_HOT,SE	: 	1068590.44 	970898.51 	659069.87 	: 	: 
THS_EUR,PERS,N_GE4,OUT,R_HOT,SI	90696.27 	87851.01 	96495.1 	75168.15 	68554.74 	81295.37 
THS_EUR,PERS,N_GE4,OUT,R_HOT,SK	257652.5 	269729.47 	336574.68 	174331.48 	266451.91 b	287249.92 
THS_EUR,PERS,N_GE4,OUT,R_HOT,UK	: 	: 	: 	: 	10545669.65 	: u
THS_EUR,PERS,N_GE4,OUT,R_OTH,AT	820738.63 	651396.11 	600571.07 	643372.54 	592498.77 	495442.9 
THS_EUR,PERS,N_GE4,OUT,R_OTH,BE	571558.58 b	597917.07 	668141.42 	645299.48 	599219.75 	468864.95 
THS_EUR,PERS,N_GE4,OUT,R_OTH,BG	5410.5 u	4141.12 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_OTH,CH	: 	1125069.13 	895775.1 	752976.33 	764352.74 	814481.66 
THS_EUR,PERS,N_GE4,OUT,R_OTH,CY	43156.63 	50514.77 	41964.28 	41154.55 	48067.48 b	43648.59 
THS_EUR,PERS,N_GE4,OUT,R_OTH,CZ	155137.92 	142445.88 	99008.94 	96777.08 	89415.03 	83846.4 
THS_EUR,PERS,N_GE4,OUT,R_OTH,DE	6176396.08 	5261710.82 	4146381.57 	4426004.08 	4145358.38 	4693742.73 
THS_EUR,PERS,N_GE4,OUT,R_OTH,DK	: 	180271.52 	151241.69 	181638.82 b	175388.43 b	125190.1 
THS_EUR,PERS,N_GE4,OUT,R_OTH,EA	: 	: 	: 	10151124.13 e	9856699.95 e	10348629.66 e
THS_EUR,PERS,N_GE4,OUT,R_OTH,EE	16333.38 	13068.3 	14271.69 	7647.82 u	5597.89 u	: u
THS_EUR,PERS,N_GE4,OUT,R_OTH,EL	: 	6314.03 u	3965.32 u	4221.17 u	4906.24 u	: u
THS_EUR,PERS,N_GE4,OUT,R_OTH,ES	660568.23 	540058.38 	428585.6 b	192173.92 	241469.68 	199323.56 
THS_EUR,PERS,N_GE4,OUT,R_OTH,EU27	: 	: 	12237220.26 e	12382365.19 e	10794558.06 e	11062136.79 e
THS_EUR,PERS,N_GE4,OUT,R_OTH,EU28	: 	: 	12257536.64 e	12397728.57 e	10805530.83 e	11099113.57 e
THS_EUR,PERS,N_GE4,OUT,R_OTH,FI	241967.39 	125648.28 	155789.49 	161293.43 	160329.07 	191364.04 
THS_EUR,PERS,N_GE4,OUT,R_OTH,FR	1813202.26 	1829630.13 	1624763.98 	1903449.65 	1434648.58 	1460904.05 
THS_EUR,PERS,N_GE4,OUT,R_OTH,HR	21216.77 	: 	30783.92 	26608.48 	12496.98 	38043.46 
THS_EUR,PERS,N_GE4,OUT,R_OTH,HU	68508.09 	61310.13 	56938.16 	45689.92 	45260.8 	50713.21 
THS_EUR,PERS,N_GE4,OUT,R_OTH,IE	486809.98 	422685.6 	370638.23 	343518.62 	341445.37 	359121.9 
THS_EUR,PERS,N_GE4,OUT,R_OTH,IT	583021.03 	584715.71 	582016.66 	345135.17 b	807218.26 	977388.15 
THS_EUR,PERS,N_GE4,OUT,R_OTH,LT	41830.15 	37987.07 	34172.11 	35858.63 	24438.66 	19581.1 
THS_EUR,PERS,N_GE4,OUT,R_OTH,LU	: 	71698.07 	69682.13 	61860.69 	50472.77 	37340.05 
THS_EUR,PERS,N_GE4,OUT,R_OTH,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,R_OTH,MT	14582.11 	2610.84 u	6285.1 	4375.49 b	7063.28 	3846.13 
THS_EUR,PERS,N_GE4,OUT,R_OTH,NL	: 	1191152.99 	1162148.1 	1197475.39 	1286247.55 	1251271.26 
