unit,purpose,duration,partner,expend,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PROF,N_GE4,OUT,TRA,EU27	: 	: 	9356159.04 e	9784787.3 e	11612591.42 e	11870124.35 e
THS_EUR,PROF,N_GE4,OUT,TRA,EU28	: 	: 	9568322.84 e	9905442.5 e	11679172.99 e	11934461.11 e
THS_EUR,PROF,N_GE4,OUT,TRA,FI	409731.18 	442270.46 	464537.11 	375921.8 	424670.09 	554362.69 
THS_EUR,PROF,N_GE4,OUT,TRA,FR	782544.48 	648604.32 	760860.73 	794433.72 	999633.99 	842851.88 
THS_EUR,PROF,N_GE4,OUT,TRA,HR	78094.31 	35265.13 	195430.49 	115889.97 	67184.92 	65016.85 
THS_EUR,PROF,N_GE4,OUT,TRA,HU	44026.73 	46948.02 	46847.68 	32129.18 	16367.04 	4751.32 
THS_EUR,PROF,N_GE4,OUT,TRA,IE	243181.39 	287527.06 	183952.19 	201378.76 	197342.48 	133037.89 
THS_EUR,PROF,N_GE4,OUT,TRA,IT	292921.41 u	199296.84 u	236958.68 u	372997.32 b	208756.5 u	703765.43 
THS_EUR,PROF,N_GE4,OUT,TRA,LT	38355.67 	38431.66 	43566.57 	38103.95 	34247.91 	28310.03 
THS_EUR,PROF,N_GE4,OUT,TRA,LU	: 	46150.1 	49353.95 	55785.65 	60501.59 	48744.41 
THS_EUR,PROF,N_GE4,OUT,TRA,LV	: 	16791.23 u	10286.02 u	8755.67 u	17879.05 	24791.83 
THS_EUR,PROF,N_GE4,OUT,TRA,MT	12373.93 	8198.64 	16384.86 	12905.02 b	10969.28 	10413.87 
THS_EUR,PROF,N_GE4,OUT,TRA,NL	548010.85 	324076.17 	291718.4 	251646.93 	344914.31 	236750.61 
THS_EUR,PROF,N_GE4,OUT,TRA,NO	266916.26 	340050.12 	254860 	200773.85 	90710.62 	: 
THS_EUR,PROF,N_GE4,OUT,TRA,PL	185202.38 	140102.68 	150249.17 	178917.28 b	217789.69 	570995.19 
THS_EUR,PROF,N_GE4,OUT,TRA,PT	27034.4 	40292.42 	31441.84 	45603.87 	46738.79 	27597.77 
THS_EUR,PROF,N_GE4,OUT,TRA,RO	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE4,OUT,TRA,SE	: 	60033.18 u	118084.88 u	241646.49 u	: 	: 
THS_EUR,PROF,N_GE4,OUT,TRA,SI	45013.12 	54358.41 	42742.22 	43766.22 	40356.99 	41480.07 
THS_EUR,PROF,N_GE4,OUT,TRA,SK	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE4,OUT,TRA,UK	: 	: 	: 	: 	1386299.46 	: u
THS_EUR,PROF,N_GE4,WORLD,ACC,AT	506899.11 	619642.51 	494269.36 	468406.5 	467657.82 	400858.62 
THS_EUR,PROF,N_GE4,WORLD,ACC,BE	322382.78 b	255403.36 	222071.18 	173163.93 	298253.77 	328982.96 
THS_EUR,PROF,N_GE4,WORLD,ACC,BG	13496.67 u	11000.97 u	9090.35 u	6110.99 u	11268.3 	11816.07 u
THS_EUR,PROF,N_GE4,WORLD,ACC,CH	: 	294763.19 	372763.57 	196519.95 	282185.6 u	293312.99 u
THS_EUR,PROF,N_GE4,WORLD,ACC,CY	72317.22 	51853.64 	53017.56 	61605.17 	47750.43 	62030.36 
THS_EUR,PROF,N_GE4,WORLD,ACC,CZ	84694.77 	37211.68 	74645.21 	50617.36 	55004.66 	75212.28 
THS_EUR,PROF,N_GE4,WORLD,ACC,DE	5058847.21 	5327362.34 	4804346.95 	4922769.03 	6146404.33 	5771882.64 
THS_EUR,PROF,N_GE4,WORLD,ACC,DK	: 	234543.03 	401474.39 	368554.5 b	233201.79 b	362788.03 
THS_EUR,PROF,N_GE4,WORLD,ACC,EA	: 	: 	: 	8913996.56 e	10448778.95 e	10382355.96 e
THS_EUR,PROF,N_GE4,WORLD,ACC,EE	61503.04 	65481.24 	51576.87 	75008.68 	27655.24 	29806.65 
THS_EUR,PROF,N_GE4,WORLD,ACC,EL	: 	38819.18 	22794.25 	24265.63 	36098.17 	16245.09 
THS_EUR,PROF,N_GE4,WORLD,ACC,ES	770439.31 	933694.25 	443582.77 b	244198.81 	343218.93 	301290.89 
THS_EUR,PROF,N_GE4,WORLD,ACC,EU27	: 	: 	11590500.2 e	11356539.56 e	14551212.72 e	14079649.23 e
THS_EUR,PROF,N_GE4,WORLD,ACC,EU28	: 	: 	11702062.82 e	11452912.63 e	14695769.59 e	14155121.6 e
THS_EUR,PROF,N_GE4,WORLD,ACC,FI	509723.05 	556666 	461650.94 	363359.68 	407485.87 	508018.99 
THS_EUR,PROF,N_GE4,WORLD,ACC,FR	1578699.5 	1187745.62 	1230281.58 	1421573.98 	1533061.65 	1406657.46 
THS_EUR,PROF,N_GE4,WORLD,ACC,HR	148945.81 	49592.32 	109862.97 	96335.3 	144156.42 	76294.88 
THS_EUR,PROF,N_GE4,WORLD,ACC,HU	42622.54 	51643.5 	47680.92 	34039.62 	38031.35 	43885.15 
THS_EUR,PROF,N_GE4,WORLD,ACC,IE	201055.01 	240965.01 	158682.59 	156244.94 	159750.88 	120776.62 
THS_EUR,PROF,N_GE4,WORLD,ACC,IT	810489.22 	494315.19 	625657.84 	527254.76 b	431006.15 	1001096.8 
THS_EUR,PROF,N_GE4,WORLD,ACC,LT	69993.75 	66657.54 	51701.46 	46220.07 	43823.99 	41084.84 
THS_EUR,PROF,N_GE4,WORLD,ACC,LU	: 	35542.67 	43269.17 	56627.57 	70758.7 	54197.58 
THS_EUR,PROF,N_GE4,WORLD,ACC,LV	: 	28251.55 u	27990.88 u	13078.29 u	29050.74 	18069.11 
THS_EUR,PROF,N_GE4,WORLD,ACC,MT	16187.22 	12844.11 	17250.04 	12365.12 b	15093.94 	13770.87 
THS_EUR,PROF,N_GE4,WORLD,ACC,NL	733037.35 	365257.89 	262999.9 	280118.11 	303945.91 	234321.76 
THS_EUR,PROF,N_GE4,WORLD,ACC,NO	408791.57 	381073.89 	240533.81 	241881.76 	111129.04 	: 
THS_EUR,PROF,N_GE4,WORLD,ACC,PL	217685.01 	186180 	190523.95 	203010.98 b	646481.67 	522844.73 
THS_EUR,PROF,N_GE4,WORLD,ACC,PT	60560.56 	69485.37 	73127.59 	59037.71 	28106.2 	40408.11 
THS_EUR,PROF,N_GE4,WORLD,ACC,RO	35442.27 	25495.27 	34572.12 	27769.1 	32596.92 	35625.82 
THS_EUR,PROF,N_GE4,WORLD,ACC,SE	: 	268393.83 	175887.12 	253530.08 	: 	: 
THS_EUR,PROF,N_GE4,WORLD,ACC,SI	56506.6 	69031.98 	67658.49 	59977.16 	43798.98 	52115.63 
THS_EUR,PROF,N_GE4,WORLD,ACC,SK	: c	: u	: u	: u	87449.95 bu	38617.64 u
THS_EUR,PROF,N_GE4,WORLD,ACC,UK	: 	: 	: 	: 	2736619.51 	: u
THS_EUR,PROF,N_GE4,WORLD,DUR,AT	9700.88 	7177.47 	40307.79 	36314.47 	11244.04 	17611.98 
THS_EUR,PROF,N_GE4,WORLD,DUR,BE	4948.98 b	14690.04 	6109.04 	17837.06 	18332.02 	57015.98 
THS_EUR,PROF,N_GE4,WORLD,DUR,BG	0 u	0 u	0 u	0 u	0 	0 u
THS_EUR,PROF,N_GE4,WORLD,DUR,CH	: 	1163.44 	27127.09 	3743.31 	: 	: 
THS_EUR,PROF,N_GE4,WORLD,DUR,CY	605.98 	1755.56 	219.65 	1079.92 	6330.05 	1972.21 
THS_EUR,PROF,N_GE4,WORLD,DUR,CZ	0 	0 	0 	0 	0 	10161.78 
THS_EUR,PROF,N_GE4,WORLD,DUR,DE	355612.76 	536742.17 	296866.05 	192912.59 	145718.05 	1484956.51 
THS_EUR,PROF,N_GE4,WORLD,DUR,DK	: 	7753.95 	9509.27 	10512.9 b	10610.98 b	14908.02 
THS_EUR,PROF,N_GE4,WORLD,DUR,EA	: 	: 	: 	452794.39 e	436575.76 e	2026783.69 e
THS_EUR,PROF,N_GE4,WORLD,DUR,EE	1100.06 	2514.35 	4185.06 	6806.8 	1625.52 	1155.91 
THS_EUR,PROF,N_GE4,WORLD,DUR,EL	: 	1157.98 	0 	680.15 	2512.18 	14374.29 
THS_EUR,PROF,N_GE4,WORLD,DUR,ES	75873.29 	3108.52 	10862.22 b	0 	403.68 	267553.55 
THS_EUR,PROF,N_GE4,WORLD,DUR,EU27	: 	: 	643247.95 e	535744.68 e	745414.06 e	3705581.82 e
THS_EUR,PROF,N_GE4,WORLD,DUR,EU28	: 	: 	644891.63 e	550740.76 e	754944.6 e	3710459.86 e
THS_EUR,PROF,N_GE4,WORLD,DUR,FI	8521.84 	5955.83 	19831.36 	4529.38 	68083.31 	13328.32 
THS_EUR,PROF,N_GE4,WORLD,DUR,FR	29767.73 	152761.06 	140419.75 	185612.73 	165331.06 	153048.93 
THS_EUR,PROF,N_GE4,WORLD,DUR,HR	0 	1951.15 	2121.47 	13679.71 	9469.82 	5376.78 
THS_EUR,PROF,N_GE4,WORLD,DUR,HU	2194.86 	1841.12 	231.91 	2037.58 	880.16 	1336.28 
THS_EUR,PROF,N_GE4,WORLD,DUR,IE	7026.5 	7149.07 	22830.24 	4843.35 	5043.4 	5207.13 
THS_EUR,PROF,N_GE4,WORLD,DUR,IT	0 	12645.58 	0 	0 b	0 	0 
THS_EUR,PROF,N_GE4,WORLD,DUR,LT	9016.09 	8695.54 	1485.15 	1180.88 	520.31 	570.32 
THS_EUR,PROF,N_GE4,WORLD,DUR,LU	: 	0 	0 	1071.71 	11125.83 	5148.12 
THS_EUR,PROF,N_GE4,WORLD,DUR,LV	: 	0 u	0 u	0 u	183.53 	2182.63 
THS_EUR,PROF,N_GE4,WORLD,DUR,MT	3823.24 	1065.72 	1118.87 	147.62 b	0 	0 
THS_EUR,PROF,N_GE4,WORLD,DUR,NL	11374.3 	0 	0 	0 	0 	0 
THS_EUR,PROF,N_GE4,WORLD,DUR,NO	1213.4 	1965.99 	645.57 	866.42 	7142.45 	: 
THS_EUR,PROF,N_GE4,WORLD,DUR,PL	468.78 	17.52 	1337.14 	313.35 b	37793.66 	57681.73 
THS_EUR,PROF,N_GE4,WORLD,DUR,PT	368.06 	856.98 	223.5 	335.86 	347.66 	2308.59 
THS_EUR,PROF,N_GE4,WORLD,DUR,RO	202.02 	10.02 	253.25 	13.43 	130.37 	1.31 
THS_EUR,PROF,N_GE4,WORLD,DUR,SE	: 	4799.04 	2381.28 	982.61 	: 	: 
THS_EUR,PROF,N_GE4,WORLD,DUR,SI	0 	0 	3421.32 	582.43 	425.37 	706.34 
THS_EUR,PROF,N_GE4,WORLD,DUR,SK	: c	: u	: u	: u	0 bu	2146.5 u
THS_EUR,PROF,N_GE4,WORLD,DUR,UK	: 	: 	: 	: 	244550.37 	: u
THS_EUR,PROF,N_GE4,WORLD,OTH,AT	192791.06 	253175.18 	257038.57 	298713.56 	189434.72 	177280.89 
THS_EUR,PROF,N_GE4,WORLD,OTH,BE	32577.52 b	27151.62 	147773.04 	99788.61 	152579.9 	296786.7 
THS_EUR,PROF,N_GE4,WORLD,OTH,BG	4232.91 u	2067.19 u	1413.31 u	194.77 u	1225.91 	1517.96 u
THS_EUR,PROF,N_GE4,WORLD,OTH,CH	: 	83676.29 	56422.02 	17343.28 	37722.19 u	30370.45 u
THS_EUR,PROF,N_GE4,WORLD,OTH,CY	25360.2 	16496.21 	17456.96 	16628.4 	12339.52 	20758.46 
THS_EUR,PROF,N_GE4,WORLD,OTH,CZ	27811.52 	13776.94 	18978.32 	23447.83 	19933.74 	33955.82 
THS_EUR,PROF,N_GE4,WORLD,OTH,DE	1526345.66 	1719339.11 	1801902.64 	1516957.8 	1643488.94 	1562421.67 
THS_EUR,PROF,N_GE4,WORLD,OTH,DK	: 	89174.74 	109629.95 	120920.89 b	122039.77 b	171444.6 
THS_EUR,PROF,N_GE4,WORLD,OTH,EA	: 	: 	: 	3952665.91 e	4165249.93 e	4569683.37 e
THS_EUR,PROF,N_GE4,WORLD,OTH,EE	20167.04 	17124.34 	19852.2 	12577.67 	7939.74 	2925.24 
THS_EUR,PROF,N_GE4,WORLD,OTH,EL	: 	15216.89 	12454.63 	22362.87 	21750.28 	4348.07 
THS_EUR,PROF,N_GE4,WORLD,OTH,ES	165408.06 	177277.3 	94240.99 b	568471.18 	746824.78 	857620.39 
THS_EUR,PROF,N_GE4,WORLD,OTH,EU27	: 	: 	4615644.51 e	4886014.32 e	4836543.19 e	5614075.96 e
THS_EUR,PROF,N_GE4,WORLD,OTH,EU28	: 	: 	4643847.63 e	4919349.25 e	4880021.72 e	5662381.99 e
THS_EUR,PROF,N_GE4,WORLD,OTH,FI	125138.71 	124993.52 	129415.02 	137644.02 	114597.78 	168543.09 
THS_EUR,PROF,N_GE4,WORLD,OTH,FR	817053.41 	667626.52 	613387.7 	838175.09 	812767.46 	763567.86 
THS_EUR,PROF,N_GE4,WORLD,OTH,HR	21902.52 	17647.1 	29567.28 	34341.25 	43431.88 	48290.94 
THS_EUR,PROF,N_GE4,WORLD,OTH,HU	34251.1 	34099.64 	24715.26 	23596.42 	20249.46 	26894.48 
THS_EUR,PROF,N_GE4,WORLD,OTH,IE	157022.31 	212315.02 	153687.46 	123169.32 	116582.92 	122962.21 
THS_EUR,PROF,N_GE4,WORLD,OTH,IT	364850.99 	287965.36 	316602.38 	220415.15 b	215424.68 	458846.27 
THS_EUR,PROF,N_GE4,WORLD,OTH,LT	25481.22 	20823.84 	19204.75 	25571.59 	30070.39 	20593.52 
THS_EUR,PROF,N_GE4,WORLD,OTH,LU	: 	3316.12 	5268 	7798.23 	0 	0 
THS_EUR,PROF,N_GE4,WORLD,OTH,LV	: 	8422.31 u	9812.2 u	6280.34 u	18589.88 	15509.08 
THS_EUR,PROF,N_GE4,WORLD,OTH,MT	16467.37 	10775.02 	14309.19 	12414.52 b	22053.5 	20534.14 
THS_EUR,PROF,N_GE4,WORLD,OTH,NL	81266.93 	72014.29 	37941.76 	39928.17 	45510.61 	48618.43 
THS_EUR,PROF,N_GE4,WORLD,OTH,NO	103345.61 	82455.45 	91450.59 	136974.12 	197635.76 	: 
THS_EUR,PROF,N_GE4,WORLD,OTH,PL	84418.8 	65706.53 	78595.52 	43240.03 b	70297.43 	226942.33 
THS_EUR,PROF,N_GE4,WORLD,OTH,PT	15383.67 	19794.14 	31411.01 	20640.5 	12377.59 	9429.94 
THS_EUR,PROF,N_GE4,WORLD,OTH,RO	15696.58 	10607.02 	13837.38 	10851.69 	10107.17 	11856.86 
THS_EUR,PROF,N_GE4,WORLD,OTH,SE	: 	69577.59 	62120.03 	59884.23 	: 	: 
THS_EUR,PROF,N_GE4,WORLD,OTH,SI	15417.18 	14872.07 	14115.48 	15636.57 	18987.42 	15774.44 
THS_EUR,PROF,N_GE4,WORLD,OTH,SK	: c	: u	: u	: u	32079.01 bu	38703.39 u
THS_EUR,PROF,N_GE4,WORLD,OTH,UK	: 	: 	: 	: 	287009.42 	: u
THS_EUR,PROF,N_GE4,WORLD,REST,BE	60024.76 b	122816.67 	0 	0 	0 	: 
THS_EUR,PROF,N_GE4,WORLD,REST,BG	8700.77 u	8400.39 u	6118.88 u	3748.48 u	5920.37 	5373.19 u
THS_EUR,PROF,N_GE4,WORLD,REST,CH	: 	138872.79 	118276.55 	78139.36 	113176.64 u	156245 u
THS_EUR,PROF,N_GE4,WORLD,REST,CY	40118.67 	30569.15 	36276.52 	41335.44 	37941.47 	: 
THS_EUR,PROF,N_GE4,WORLD,REST,CZ	28338.43 	17737.37 	27036.39 	19343.1 	31290.6 	35323.06 
THS_EUR,PROF,N_GE4,WORLD,REST,DK	: 	: 	: 	: b	: b	: 
THS_EUR,PROF,N_GE4,WORLD,REST,EA	: 	: 	: 	1365477.34 e	1351947.32 e	1312637.06 e
THS_EUR,PROF,N_GE4,WORLD,REST,EE	35000.23 	35141.59 	29045.17 	24574.1 	12221.66 	4660.15 
THS_EUR,PROF,N_GE4,WORLD,REST,EL	: 	33356.16 	25472.82 	24005.39 	34604.53 	17609.37 
THS_EUR,PROF,N_GE4,WORLD,REST,ES	324380.87 	397812.36 	274909.85 b	209858.17 	180733.11 	261906.91 
THS_EUR,PROF,N_GE4,WORLD,REST,EU27	: 	: 	1769890.82 e	1796185.58 e	1989602.93 e	2022201.59 e
THS_EUR,PROF,N_GE4,WORLD,REST,EU28	: 	: 	1827293.8 e	1850726.46 e	2060461.71 e	2059740.32 e
THS_EUR,PROF,N_GE4,WORLD,REST,FI	149921.99 	183491.01 	174346.18 	130760.25 	134780.04 	178560.95 
THS_EUR,PROF,N_GE4,WORLD,REST,FR	507637.51 	544785.28 	503959.64 	721994.05 	734448.78 	679453.11 
THS_EUR,PROF,N_GE4,WORLD,REST,HR	72039.95 	30917.91 	52065.19 	49591.13 	69837.36 	37153.95 
THS_EUR,PROF,N_GE4,WORLD,REST,HU	41947.27 	49712 	48223.63 	35697.39 	28031.51 	41579.77 
THS_EUR,PROF,N_GE4,WORLD,REST,IT	: 	: 	: 	: b	: 	: 
THS_EUR,PROF,N_GE4,WORLD,REST,LT	23253.51 	20197.94 	19338.92 	13378.14 	13509.03 	20905.5 
THS_EUR,PROF,N_GE4,WORLD,REST,LU	: 	21644.77 	24528.23 	31108.29 	24439.64 	31269.21 
THS_EUR,PROF,N_GE4,WORLD,REST,LV	: 	5682.11 u	5625.36 u	2403.39 u	8311.1 	5700.71 
THS_EUR,PROF,N_GE4,WORLD,REST,MT	: 	: 	: 	: b	: 	: 
THS_EUR,PROF,N_GE4,WORLD,REST,NL	223812.89 	127740 	97022.82 	118288.9 	107702.45 	98231.79 
THS_EUR,PROF,N_GE4,WORLD,REST,NO	253205.95 	264676.7 	231113.75 	242283.22 	177428.1 	: 
THS_EUR,PROF,N_GE4,WORLD,REST,PL	145883.34 	127099.1 	124617.82 	113699.3 b	206611.25 	301616.23 
THS_EUR,PROF,N_GE4,WORLD,REST,PT	53954.66 	50099.69 	64352.51 	36019.49 	20758.33 	20239.78 
THS_EUR,PROF,N_GE4,WORLD,REST,RO	23731.94 	14793.55 	18261.61 	14739.23 	18109.08 	9784.23 
THS_EUR,PROF,N_GE4,WORLD,REST,SI	14811.14 	24690.72 	19873.47 	16692.66 	16972.62 	20544.31 
THS_EUR,PROF,N_GE4,WORLD,REST,SK	: c	: u	: u	: u	47178.81 bu	: 
THS_EUR,PROF,N_GE4,WORLD,REST,UK	: 	: 	: 	: 	288076.96 	: u
THS_EUR,PROF,N_GE4,WORLD,TOTAL,AT	1117707.52 	1317786.27 	1243613.38 	1357389.67 	1188545.53 	1060376.52 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,BE	669976.1 b	755037.73 	539501.99 	493131.64 	807605.05 	924128.17 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,BG	33680.29 u	28062.72 u	23171.36 u	16193.02 u	25885.68 	26986.25 u
THS_EUR,PROF,N_GE4,WORLD,TOTAL,CH	: 	925459.29 	1204908.48 	503703.38 	870615.33 u	1159388.13 u
THS_EUR,PROF,N_GE4,WORLD,TOTAL,CY	208819.87 	157969.7 	158757.25 	180481.92 	147950.95 	137391.68 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,CZ	205166.91 	99478.21 	173903.36 	137335.22 	139871.2 	196719.36 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,DE	13588506.64 	13655192.15 	13162912.16 	12172818.26 	14828152.45 	14897124.85 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,DK	: 	499831.69 	767151.27 	870841.85 b	618159.97 b	850035.28 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,EA	: 	: 	: 	23960690.51 e	27316823.58 e	28357940.08 e
THS_EUR,PROF,N_GE4,WORLD,TOTAL,EE	166960.61 	173679.93 	169087.29 	170691.08 	73027.47 	50246.44 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,EL	: 	119230.97 	83678.27 	97033.06 	127116.85 	58327.93 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,ES	2081751.15 	2352618.47 	1281364.34 b	1162181.26 	1453210.47 	1640671.07 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,EU27	: 	: 	31092444.6 e	30354636.31 e	35314675.5 e	36213181.9 e
THS_EUR,PROF,N_GE4,WORLD,TOTAL,EU28	: 	: 	31511147.62 e	30668719.21 e	35651410.42 e	36451090.9 e
THS_EUR,PROF,N_GE4,WORLD,TOTAL,FI	1242983.79 	1347684.42 	1270588.98 	1038356.06 	1117003.65 	1457276.68 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,FR	4292665.97 	3435842.2 	3547924.7 	4348952.86 	4662949.88 	4255636.4 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,HR	342364.77 	149505.71 	399119.43 	306875.48 	336029.7 	239199.64 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,HU	162998.48 	183528.66 	167763.38 	126614.69 	103076.19 	121132.75 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,IE	603426.72 	743060.18 	497755.82 	484147.88 	474607.94 	379734.45 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,IT	1639713.33 	1072399.96 	1302720.43 	1218199.83 b	938313.23 	2343085.25 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,LT	157368.5 	146477.54 	134335.94 	123526.72 	122079.46 	111273.53 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,LU	: 	106653.66 	122638.37 	151319.75 	155765.48 	134211.2 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,LV	: 	59521.09 u	53872.47 u	30972.54 u	74885.4 	65192.99 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,MT	45039.65 	31831.83 	47956.91 	37689.3 b	48131.08 	44732.18 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,NL	1596600.37 	902677.13 	696278.6 	694461.63 	806522.29 	630889.25 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,NO	1211497.3 	1215080.69 	943196.02 	986598 	653834.38 	: 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,PL	658186.74 	539216.42 	567610.24 	557842.69 b	1179882.66 	1767564.42 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,PT	167612.48 	190211.39 	208957.3 	169460.06 	115183.27 	103274.13 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,RO	93127.23 	65933.41 	86267.22 	67511.24 	76234 	64727.39 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,SE	: 	436569.15 	437666.98 	621819.11 	: 	: 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,SI	132031.05 	163709.77 	145034.79 	136589.23 	120321.37 	130477.68 
THS_EUR,PROF,N_GE4,WORLD,TOTAL,SK	: c	: u	: u	: u	249064.87 bu	106867.49 u
THS_EUR,PROF,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	4987325.72 	: u
THS_EUR,PROF,N_GE4,WORLD,TRA,AT	418017.36 	444968.58 	492305.45 	590269.61 	531452.99 	482237.01 
THS_EUR,PROF,N_GE4,WORLD,TRA,BE	254991.04 b	349666.08 	169657.77 	220179.1 	356771.38 	298358.51 
THS_EUR,PROF,N_GE4,WORLD,TRA,BG	7249.93 u	6594.17 u	6548.82 u	6138.77 u	7471.09 	8279.04 u
THS_EUR,PROF,N_GE4,WORLD,TRA,CH	: 	408147.02 	657446.34 	211700.79 	437530.9 u	679459.69 u
THS_EUR,PROF,N_GE4,WORLD,TRA,CY	71023.78 	59050.69 	52006.19 	60912.91 	49919.54 	54602.86 
THS_EUR,PROF,N_GE4,WORLD,TRA,CZ	64322.18 	30752.22 	53243.43 	43926.94 	33642.2 	52228.2 
THS_EUR,PROF,N_GE4,WORLD,TRA,DE	7003313.77 	6608490.69 	6556662.56 	5733091.44 	7038259.18 	7562820.54 
THS_EUR,PROF,N_GE4,WORLD,TRA,DK	: 	176113.92 	256046.93 	381366.46 b	262918.41 b	315802.65 
THS_EUR,PROF,N_GE4,WORLD,TRA,EA	: 	: 	: 	9728550.7 e	11350847.38 e	12093263.7 e
THS_EUR,PROF,N_GE4,WORLD,TRA,EE	50290.3 	55932.77 	68613.05 	58530.63 	25210.83 	12854.4 
THS_EUR,PROF,N_GE4,WORLD,TRA,EL	: 	31838.73 	22956.58 	26399.16 	34663.86 	20125.4 
THS_EUR,PROF,N_GE4,WORLD,TRA,ES	821522.91 	843834.56 	468630.72 b	139653.09 	182433.66 	219852.88 
THS_EUR,PROF,N_GE4,WORLD,TRA,EU27	: 	: 	13116409.06 e	12315896.85 e	13937316.66 e	14497255.1 e
THS_EUR,PROF,N_GE4,WORLD,TRA,EU28	: 	: 	13337943.37 e	12445730.87 e	14015157.4 e	14573846.99 e
THS_EUR,PROF,N_GE4,WORLD,TRA,FI	458200.04 	482533.89 	505176.83 	406592.12 	460139.97 	602153.65 
THS_EUR,PROF,N_GE4,WORLD,TRA,FR	1389275.54 	1035684.78 	1200295.79 	1367209.74 	1582672 	1405957.97 
THS_EUR,PROF,N_GE4,WORLD,TRA,HR	99476.49 	51348.37 	207623.99 	126607.8 	78604.04 	77459.88 
THS_EUR,PROF,N_GE4,WORLD,TRA,HU	44177.57 	48073.52 	47143.57 	33281.26 	16763.86 	8773.35 
THS_EUR,PROF,N_GE4,WORLD,TRA,IE	245349.39 	289780.15 	185385.77 	204733.62 	198274.14 	135995.62 
THS_EUR,PROF,N_GE4,WORLD,TRA,IT	464373.12 	290119.41 	360460.2 	470529.92 b	291882.4 	883142.17 
THS_EUR,PROF,N_GE4,WORLD,TRA,LT	38640.02 	38798.22 	44090.8 	38356.92 	34676.05 	28689.68 
THS_EUR,PROF,N_GE4,WORLD,TRA,LU	: 	46150.1 	49572.98 	55785.65 	60567.14 	48744.41 
THS_EUR,PROF,N_GE4,WORLD,TRA,LV	: 	17165.12 u	10444.03 u	9210.52 u	18933.68 	25914.09 
THS_EUR,PROF,N_GE4,WORLD,TRA,MT	12385.06 	8212.7 	16397.68 	12909.65 b	10983.64 	10427.17 
THS_EUR,PROF,N_GE4,WORLD,TRA,NL	558483.2 	337664.96 	298314.12 	256126.45 	349363.31 	249717.28 
THS_EUR,PROF,N_GE4,WORLD,TRA,NO	446154.16 	486874.66 	380097.87 	365458.9 	167641.49 	: 
THS_EUR,PROF,N_GE4,WORLD,TRA,PL	210199.59 	160230.79 	173872.94 	197892.39 b	256492.31 	716161.12 
THS_EUR,PROF,N_GE4,WORLD,TRA,PT	37713.59 	50832.2 	40066.2 	53762.35 	53941.15 	33196.29 
THS_EUR,PROF,N_GE4,WORLD,TRA,RO	18256.44 	15037.57 	19596.11 	14151.22 	15420.83 	7460.48 
THS_EUR,PROF,N_GE4,WORLD,TRA,SE	: 	98597.74 	199659.83 	308404.8 	: 	: 
THS_EUR,PROF,N_GE4,WORLD,TRA,SI	45296.13 	55114.99 	43387.35 	44282.84 	40562.35 	42043.29 
THS_EUR,PROF,N_GE4,WORLD,TRA,SK	: c	: u	: u	: u	82357.1 bu	29546.46 u
THS_EUR,PROF,N_GE4,WORLD,TRA,UK	: 	: 	: 	: 	1675619.82 	: u
THS_EUR,TOTAL,N1-3,DOM,ACC,AT	955108.17 	991328.19 	850830.16 	817564.15 	898331.7 	1088068.91 
THS_EUR,TOTAL,N1-3,DOM,ACC,BE	178200.02 b	122584.56 	161297.09 	103579.27 	131056.68 	117998.66 
THS_EUR,TOTAL,N1-3,DOM,ACC,BG	37305.41 	24155.88 	22726.14 	31888.33 	24181.09 	20297.4 
THS_EUR,TOTAL,N1-3,DOM,ACC,CH	: 	399259.51 	428875.88 	354858.36 	479696.45 	347825.18 
THS_EUR,TOTAL,N1-3,DOM,ACC,CY	31227.79 	29485.33 	32823.6 	32325.3 	23502.59 	40654.08 
