unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N_GE4,PT,MT	: c	: c	: c	: 	: u	: u
THS_EUR,PERS,N_GE4,PT,NL	220038.76 	141614.04 	113025.55 	121570.9 	119328.88 	110153.73 
THS_EUR,PERS,N_GE4,PT,NO	63755.31 u	: u	34455.84 u	26995.27 u	31378.16 u	: 
THS_EUR,PERS,N_GE4,PT,PL	29942.89 	24617.57 	23143.99 	16206.39 b	: u	: u
THS_EUR,PERS,N_GE4,PT,PT	260970.8 	216338.51 	255791.59 	187246.97 	157942.77 	169258.64 
THS_EUR,PERS,N_GE4,PT,RO	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,PT,SE	: 	36436.91 u	: u	40170.96 u	: 	: 
THS_EUR,PERS,N_GE4,PT,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,PT,SK	: c	: 	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,PT,UK	: 	: 	: 	: 	725824.87 	: u
THS_EUR,PERS,N_GE4,RO,AT	21274.06 u	11632.05 u	14006.14 u	7832.13 u	: u	: u
THS_EUR,PERS,N_GE4,RO,BE	: u	7565.01 	9715.87 u	1640.9 u	2160.16 u	: u
THS_EUR,PERS,N_GE4,RO,BG	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,RO,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,CY	: c	1312.35 u	488.33 u	778.95 u	294.5 bu	1434.93 u
THS_EUR,PERS,N_GE4,RO,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,EE	: c	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,RO,EL	: 	1183 u	914.01 u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,ES	11912.82 	13202.79 	6748.51 b	12687.26 	11299.08 	17452.37 
THS_EUR,PERS,N_GE4,RO,EU27	: 	: 	343370.71 e	: 	: 	: 
THS_EUR,PERS,N_GE4,RO,EU28	: 	: 	343596.47 e	: 	: 	: 
THS_EUR,PERS,N_GE4,RO,FI	: c	: u	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,RO,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,HR	: u	: u	: u	: 	: u	: 
THS_EUR,PERS,N_GE4,RO,HU	4310.29 	5821.38 	2685.94 	704 	627.77 	889.54 
THS_EUR,PERS,N_GE4,RO,IE	: c	: u	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,IT	956.27 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,LT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,LV	: 	: 	: 	: u	: u	: 
THS_EUR,PERS,N_GE4,RO,MT	: c	: c	: c	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,NL	19088.88 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,NO	: u	: u	: 	: u	: u	: 
THS_EUR,PERS,N_GE4,RO,PL	4667.66 	4520.09 	3668.24 u	2611.31 bu	: u	: u
THS_EUR,PERS,N_GE4,RO,PT	: c	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,RO	292543.8 	247912.14 	232514.26 	202923.55 	209421.31 	269536.78 
THS_EUR,PERS,N_GE4,RO,SE	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,RO,SI	: c	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RO,SK	: c	: u	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,RO,UK	: 	: 	: 	: 	32016.35 	: u
THS_EUR,PERS,N_GE4,RU,AT	: c	27577.27 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,BE	: u	3054.09 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,BG	: c	: u	: 	: u	: 	: u
THS_EUR,PERS,N_GE4,RU,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,CY	: c	4651.28 u	4655.3 u	: u	5897.69 bu	2589.15 u
THS_EUR,PERS,N_GE4,RU,CZ	: c	: u	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,RU,DE	: c	: u	: u	204442.73 u	: u	: u
THS_EUR,PERS,N_GE4,RU,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,EE	2008.54 u	2588.99 	1446.16 u	4182.37 	1219.28 	: u
THS_EUR,PERS,N_GE4,RU,EL	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,ES	38736.85 u	30361.65 u	13470.77 bu	22124.12 u	20588.48 u	13358.85 u
THS_EUR,PERS,N_GE4,RU,EU27	: 	: 	323089.02 e	: 	: 	: 
THS_EUR,PERS,N_GE4,RU,EU28	: 	: 	323623.74 e	: 	: 	: 
THS_EUR,PERS,N_GE4,RU,FI	11135.3 u	: u	: u	: u	11271.97 u	17098.71 u
THS_EUR,PERS,N_GE4,RU,FR	64024.98 u	60934.47 u	72014.21 u	66511.85 u	66988.86 u	73810.31 u
THS_EUR,PERS,N_GE4,RU,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,HU	755.2 u	817.5 u	450.03 u	1866.08 	1042.65 u	959.74 u
THS_EUR,PERS,N_GE4,RU,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,IT	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,LT	2424.1 	896.29 	1536.06 	1005.09 	2438.66 	2401.39 
THS_EUR,PERS,N_GE4,RU,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,LV	: 	3200.45 u	1129.98 u	8616.79 u	5066.08 	178.87 u
THS_EUR,PERS,N_GE4,RU,MT	: c	: c	: c	: u	591 u	357.96 u
THS_EUR,PERS,N_GE4,RU,NL	: c	: u	: u	: u	29733.72 u	: u
THS_EUR,PERS,N_GE4,RU,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,RU,PL	5201.04 u	4940.4 u	7812.8 u	9432.16 bu	: u	: u
THS_EUR,PERS,N_GE4,RU,PT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,RU,RO	: 	: 	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,RU,SE	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,RU,SI	: 	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,RU,SK	: c	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,RU,UK	: 	: 	: 	: 	24220.5 	: u
THS_EUR,PERS,N_GE4,SE,AT	26908.61 u	16665.89 u	9928.67 u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,BE	12991.02 bu	12274.56 	6463.12 u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,BG	: c	: 	: u	: 	: 	: u
THS_EUR,PERS,N_GE4,SE,CH	: 	26310.81 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,CY	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,CZ	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,SE,DE	193376.13 u	253573.15 u	144595.62 u	234650.86 u	117065.35 u	157967.63 u
THS_EUR,PERS,N_GE4,SE,DK	: 	58208.08 	52289.72 	64354.94 b	52137.35 b	73179.28 
THS_EUR,PERS,N_GE4,SE,EE	: c	1316.72 u	1412.82 u	3261.09 u	: u	: u
THS_EUR,PERS,N_GE4,SE,EL	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,ES	18146.37 u	: u	: u	7325.06 u	10025.95 u	6579.83 u
THS_EUR,PERS,N_GE4,SE,EU27	: 	: 	663248.02 e	: 	: 	: 
THS_EUR,PERS,N_GE4,SE,EU28	: 	: 	662752.25 e	: 	: 	: 
THS_EUR,PERS,N_GE4,SE,FI	46364.54 	29135.19 	30143.62 	33807.62 	27046.79 	41786.51 
THS_EUR,PERS,N_GE4,SE,FR	27251.34 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,HU	1324.03 	1540.59 	1001.75 	631.61 	840.41 	2001.75 
THS_EUR,PERS,N_GE4,SE,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,IT	: u	: 	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,SE,LT	1414.49 	1614.85 	2166.46 	2080.92 	5094.33 	4618.04 
THS_EUR,PERS,N_GE4,SE,LU	: 	2744.49 u	1114.6 u	535.19 u	: u	1133.2 u
THS_EUR,PERS,N_GE4,SE,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,MT	: c	: c	: c	: u	611.07 	172.78 u
THS_EUR,PERS,N_GE4,SE,NL	34873.51 	25528.9 u	29121.32 	30406.29 	23875.01 u	36189.03 u
THS_EUR,PERS,N_GE4,SE,NO	90887.05 	84136.42 	92678.07 	86462.92 	109944.39 	: 
THS_EUR,PERS,N_GE4,SE,PL	17438.96 	19367.87 	21699.41 	13428.88 b	37155.22 u	4267.17 u
THS_EUR,PERS,N_GE4,SE,PT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,RO	: 	: 	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,SE	: 	256248.32 	228079.69 	162737.12 	: 	: 
THS_EUR,PERS,N_GE4,SE,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SE,SK	: 	: 	: u	: 	: 	: u
THS_EUR,PERS,N_GE4,SE,UK	: 	: 	: 	: 	25532.38 	: u
THS_EUR,PERS,N_GE4,SI,AT	27905.22 u	32346.21 u	16132.02 u	31985.61 	32301.03 u	28008.3 
THS_EUR,PERS,N_GE4,SI,BE	: u	3971.48 	: u	: u	7529.63 u	: u
THS_EUR,PERS,N_GE4,SI,BG	: 	: u	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,SI,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,CY	: c	: 	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,SI,CZ	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,EE	: 	: u	: 	: 	: u	: 
THS_EUR,PERS,N_GE4,SI,EL	: 	: u	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,SI,ES	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,EU27	: 	: 	122057.27 e	: 	: 	: 
THS_EUR,PERS,N_GE4,SI,EU28	: 	: 	128320.96 e	: 	: 	: 
THS_EUR,PERS,N_GE4,SI,FI	: c	: u	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,SI,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,HR	4209.76 u	2870.63 u	5605.6 u	12877.76 u	1592.84 u	8360.73 u
THS_EUR,PERS,N_GE4,SI,HU	2183.78 u	: u	1747.66 u	: 	: u	: 
THS_EUR,PERS,N_GE4,SI,IE	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,SI,IT	: u	: u	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,SI,LT	: c	: u	: u	: u	: u	674.94 u
THS_EUR,PERS,N_GE4,SI,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,LV	: 	: 	: 	: u	: 	: 
THS_EUR,PERS,N_GE4,SI,MT	1474.77 u	: c	: c	: u	780.24 u	405.81 u
THS_EUR,PERS,N_GE4,SI,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,NO	: u	: 	: u	: 	: u	: 
THS_EUR,PERS,N_GE4,SI,PL	: c	1260.77 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SI,PT	: 	: 	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,SI,RO	: 	: 	: u	: 	: 	: u
THS_EUR,PERS,N_GE4,SI,SI	53703.13 	47407.5 	42661.55 	38810.79 	43171.98 	49513.39 
THS_EUR,PERS,N_GE4,SI,SK	: 	: u	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,SI,UK	: 	: 	: 	: 	16799.4 u	: u
THS_EUR,PERS,N_GE4,SK,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,BE	: u	: 	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,SK,BG	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,SK,CH	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,SK,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,CZ	45728.52 	44113.74 	38067.67 	24161.07 	28635.68 	26646.7 
THS_EUR,PERS,N_GE4,SK,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,DK	: 	: 	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,SK,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,EL	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,SK,ES	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,EU27	: 	: 	258340.31 e	: 	: 	: 
THS_EUR,PERS,N_GE4,SK,EU28	: 	: 	258355.47 e	: 	: 	: 
THS_EUR,PERS,N_GE4,SK,FI	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,SK,FR	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,HU	1074.5 u	694.47 u	1289.08 	1275.96 	2105.34 	2281.12 
THS_EUR,PERS,N_GE4,SK,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,IT	: 	: u	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,SK,LT	: c	: u	: u	: u	: u	995.99 u
THS_EUR,PERS,N_GE4,SK,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,MT	: c	: c	: c	: u	: 	: u
THS_EUR,PERS,N_GE4,SK,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,SK,NO	: u	: u	: u	: 	: u	: 
THS_EUR,PERS,N_GE4,SK,PL	31426.61 	24868.02 	21905.48 	15417.91 b	37145.8 	30274.43 u
THS_EUR,PERS,N_GE4,SK,PT	: 	: u	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,SK,RO	: c	: u	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,SK,SE	: 	: u	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,SK,SI	: c	: u	: 	: u	: u	: 
THS_EUR,PERS,N_GE4,SK,SK	137730.55 	158738.73 	128411.35 	125207.44 	87532.29 b	153121.39 
THS_EUR,PERS,N_GE4,SK,UK	: 	: 	: 	: 	11341.78 	: u
THS_EUR,PERS,N_GE4,TR,AT	56134.52 u	49565.43 	190015.23 	198056.43 	211110.94 	176922.2 
THS_EUR,PERS,N_GE4,TR,BE	41864.12 b	23257.96 	92592.35 	114021.05 	129758.34 	105962.11 
THS_EUR,PERS,N_GE4,TR,BG	5114.68 u	2076.31 u	4604.04 u	11191.16 	5847.36 u	3266.31 u
THS_EUR,PERS,N_GE4,TR,CH	: 	60914.13 u	81189.01 u	114277.7 u	71544.42 u	66462.88 u
THS_EUR,PERS,N_GE4,TR,CY	: 	: 	: u	: u	: 	: u
THS_EUR,PERS,N_GE4,TR,CZ	18417.68 u	: u	24552.64 	28526.51 	40558.68 	26678.92 
THS_EUR,PERS,N_GE4,TR,DE	894486.68 	1373315.68 	1577847.82 	2166381.37 	2194320.11 	2109337.62 
THS_EUR,PERS,N_GE4,TR,DK	: 	82678.12 u	56558.87 	64138.88 b	69207.25 b	87071.64 
THS_EUR,PERS,N_GE4,TR,EE	10070.67 u	: u	11213.31 	15635.74 	12399.67 u	: u
THS_EUR,PERS,N_GE4,TR,EL	: 	1250.85 u	4241.53 	4879.9 	4986.63 	3398.89 u
THS_EUR,PERS,N_GE4,TR,ES	: c	: u	28055.8 bu	30506.81 	36289.57 	45613.92 
THS_EUR,PERS,N_GE4,TR,EU27	: 	: 	2971183.57 e	: 	: 	: 
THS_EUR,PERS,N_GE4,TR,EU28	: 	: 	2971916.43 e	: 	: 	: 
THS_EUR,PERS,N_GE4,TR,FI	: c	20376.76 u	55436.53 	60898.47 	62967.11 	38327.66 
THS_EUR,PERS,N_GE4,TR,FR	31327.78 u	22985.69 u	103448.33 	162474.13 	183621.99 	165076.73 
THS_EUR,PERS,N_GE4,TR,HR	: u	: u	: u	3912.56 u	: u	: u
THS_EUR,PERS,N_GE4,TR,HU	6379.67 	3769.3 	16358.09 	16645.41 	8566.2 	8772.32 
THS_EUR,PERS,N_GE4,TR,IE	: c	: u	16791.77 u	12752.27 u	16370.03 	10265.89 u
THS_EUR,PERS,N_GE4,TR,IT	: u	: 	: u	: u	63464.24 u	: u
THS_EUR,PERS,N_GE4,TR,LT	26367.06 	21329.3 	21993.08 	18070.22 	7880.36 	2264.17 
THS_EUR,PERS,N_GE4,TR,LU	: 	: u	2889.98 u	9120.21 	6121.91 u	9762.52 
THS_EUR,PERS,N_GE4,TR,LV	: 	: c	: u	15682.98 u	7641.55 u	: u
THS_EUR,PERS,N_GE4,TR,MT	: c	: 	: c	: u	692 u	285.47 u
THS_EUR,PERS,N_GE4,TR,NL	89932.23 	105572.86 	162970.34 	179999.94 	221311.03 	210949.6 
THS_EUR,PERS,N_GE4,TR,NO	33818.31 u	25853.72 u	65267.94 	87916.51 	134482.72 	: 
THS_EUR,PERS,N_GE4,TR,PL	49111.13 	37119.92 	84601.4 	85208.07 b	160317.79 	89147.05 
THS_EUR,PERS,N_GE4,TR,PT	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,TR,RO	: c	: u	6761.52 u	: u	: u	9203.5 u
THS_EUR,PERS,N_GE4,TR,SE	: 	46849.04 	72449.78 	57705.29 	: 	: 
THS_EUR,PERS,N_GE4,TR,SI	: c	: u	: u	4555.53 u	6453.44 u	4089.07 u
THS_EUR,PERS,N_GE4,TR,SK	: c	: u	: u	28506.1 u	26736.12 bu	40639.12 u
THS_EUR,PERS,N_GE4,TR,UK	: 	: 	: 	: 	354350.7 	: u
THS_EUR,PERS,N_GE4,UA,AT	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,UA,BE	: u	0 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,BG	: 	: 	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,CH	: 	: 	: u	: 	: 	: u
THS_EUR,PERS,N_GE4,UA,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,CZ	620.1 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,DK	: 	: 	: 	: 	: u	: 
THS_EUR,PERS,N_GE4,UA,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,EL	: 	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,ES	: c	: u	: u	: u	1873.01 u	2732.65 u
THS_EUR,PERS,N_GE4,UA,EU27	: 	: 	13644.69 e	: 	: 	: 
THS_EUR,PERS,N_GE4,UA,EU28	: 	: 	13628.08 e	: 	: 	: 
THS_EUR,PERS,N_GE4,UA,FI	: c	: 	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,UA,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,HR	: u	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,UA,HU	: c	: u	: u	0 u	628.13 	321.41 
THS_EUR,PERS,N_GE4,UA,IE	: c	: u	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,IT	: 	: u	: u	: 	: u	: 
THS_EUR,PERS,N_GE4,UA,LT	1254.59 u	862.77 u	681.55 u	853.18 u	1592.26 	1519.43 u
THS_EUR,PERS,N_GE4,UA,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,LV	: 	: c	: u	: u	: u	720.8 u
THS_EUR,PERS,N_GE4,UA,MT	: c	: 	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,UA,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,NO	: u	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,UA,PL	5335.34 	4434.94 	2963.75 	4133.9 b	20713.71 u	5515.56 u
THS_EUR,PERS,N_GE4,UA,PT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UA,RO	: c	: 	: 	: u	: u	: 
THS_EUR,PERS,N_GE4,UA,SE	: 	: u	: 	: u	: 	: 
THS_EUR,PERS,N_GE4,UA,SI	: c	: u	: 	: 	: u	: 
THS_EUR,PERS,N_GE4,UA,SK	: c	: 	: u	: 	: u	: u
THS_EUR,PERS,N_GE4,UA,UK	: 	: 	: 	: 	7271.01 	: u
THS_EUR,PERS,N_GE4,UK,AT	75307.57 	71716.52 	69231.89 	80561.72 	90475.62 	76179.91 
THS_EUR,PERS,N_GE4,UK,BE	27031.7 b	43596.76 	36815.71 	32149.61 	37230.23 	28949.19 u
THS_EUR,PERS,N_GE4,UK,BG	: c	1061.49 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UK,CH	: 	155206.26 u	70019.71 u	94746.48 	122723.38 u	101904.9 u
THS_EUR,PERS,N_GE4,UK,CY	42787.35 	42091.89 	36389.49 	51353.74 	63293.01 b	48127.88 
THS_EUR,PERS,N_GE4,UK,CZ	3333.15 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UK,DE	638144.05 	529337.24 	454246.35 	403198.79 	444828.71 	225102.53 u
THS_EUR,PERS,N_GE4,UK,DK	: 	51171.68 	60193.66 	39480.53 bu	53765.95 b	51379.97 
THS_EUR,PERS,N_GE4,UK,EE	: c	: u	4416.81 u	3817.31 u	: u	: u
THS_EUR,PERS,N_GE4,UK,EL	: 	5212.68 	6994.86 	4331.48 	2023.69 u	3009.2 u
THS_EUR,PERS,N_GE4,UK,ES	137669.01 	139359.79 	142441.83 b	63560.45 	75454.62 	50967.45 
THS_EUR,PERS,N_GE4,UK,EU27	: 	: 	1603041.18 e	: 	: 	: 
THS_EUR,PERS,N_GE4,UK,EU28	: 	: 	1609768.6 e	: 	: 	: 
THS_EUR,PERS,N_GE4,UK,FI	33131.31 u	36644.58 u	33990.44 u	38465.98 u	32154.76 u	32908.76 u
THS_EUR,PERS,N_GE4,UK,FR	208600.15 	193521.71 	146272.88 	269090.35 	204579.04 	196505.12 
THS_EUR,PERS,N_GE4,UK,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UK,HU	1902.64 	2874.64 	3544.4 	3534.68 	3481.2 	6142.75 
THS_EUR,PERS,N_GE4,UK,IE	82721.45 	93672.38 	59876.3 	79644.93 	74554.78 	82489.54 
THS_EUR,PERS,N_GE4,UK,IT	76428.7 u	: u	: u	135927.78 bu	110095.77 	189683.28 
THS_EUR,PERS,N_GE4,UK,LT	3450.83 	2051.5 	1730.03 	10862.44 	7912.05 	7877.05 
THS_EUR,PERS,N_GE4,UK,LU	: 	9537.59 	8860.69 	9907.84 	5367.4 	3139.44 
THS_EUR,PERS,N_GE4,UK,LV	: 	0 u	0 u	614.65 u	2531.66 u	1461.14 u
THS_EUR,PERS,N_GE4,UK,MT	13499.97 	20761.95 	11315.99 	12224.54 b	10892.18 	10206.81 
THS_EUR,PERS,N_GE4,UK,NL	159873.49 	125594.03 	106207.02 	112287.65 	138139.18 	97137.25 
THS_EUR,PERS,N_GE4,UK,NO	88165.55 	62751.42 	86215.98 	63744.66 	58495.56 	: 
THS_EUR,PERS,N_GE4,UK,PL	56152.94 	46508.73 	52496.38 	43028.21 b	48100.1 	23789.11 
THS_EUR,PERS,N_GE4,UK,PT	4402.73 	8000.31 	5397.23 	8683.75 	4572.28 	2136.92 
THS_EUR,PERS,N_GE4,UK,RO	1540.16 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UK,SE	: 	37183.87 	56331.81 	30363.61 	: 	: 
THS_EUR,PERS,N_GE4,UK,SI	: c	: u	: u	: u	: u	4498.21 u
THS_EUR,PERS,N_GE4,UK,SK	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,UK,UK	: 	: 	: 	: 	3456002.32 	: u
THS_EUR,PERS,N_GE4,US,AT	203573.14 	123807.76 	102253.3 u	107556.95 	101172.45 	153341.9 
THS_EUR,PERS,N_GE4,US,BE	135157.56 b	86459.71 	84172.67 	77642.85 	77304.97 	207434.14 u
THS_EUR,PERS,N_GE4,US,BG	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,US,CH	: 	357550.94 	184699.71 u	212455.15 	317704.52 u	170260.92 u
THS_EUR,PERS,N_GE4,US,CY	: c	9158.31 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,US,CZ	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,US,DE	1296734.42 	1036869.33 	877816.4 	1064077.04 	1110077.82 	1426949.94 
THS_EUR,PERS,N_GE4,US,DK	: 	171599.82 	112708.41 u	155085.5 b	103047.75 bu	125975.05 
THS_EUR,PERS,N_GE4,US,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,US,EL	: 	2016.43 u	: u	: u	2392.17 u	: u
THS_EUR,PERS,N_GE4,US,ES	150109.83 	202230.2 	134565.64 b	111646.25 	79434.3 	87305.91 
THS_EUR,PERS,N_GE4,US,EU27	: 	: 	2728470.2 e	: 	: 	: 
THS_EUR,PERS,N_GE4,US,EU28	: 	: 	2734583.39 e	: 	: 	: 
THS_EUR,PERS,N_GE4,US,FI	74272.86 u	96137.61 u	54433.38 u	96653.57 u	50157.65 u	63185.42 u
THS_EUR,PERS,N_GE4,US,FR	437656.13 	517223.19 	329747.86 	491843.9 	556452.53 	417817.61 
THS_EUR,PERS,N_GE4,US,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,US,HU	10703.05 	9336.23 	10995.98 	12409.78 	19138.04 	11978.62 
THS_EUR,PERS,N_GE4,US,IE	174095.46 	144145.34 	129943.08 	127659.44 	108416.06 	101666.95 
THS_EUR,PERS,N_GE4,US,IT	: u	303988.01 u	: u	: u	209641.51 u	244034.74 u
THS_EUR,PERS,N_GE4,US,LT	7394.19 	3184.55 	2746.21 	4211.02 	4031.26 	5523.45 
THS_EUR,PERS,N_GE4,US,LU	: 	13216.54 	14961.12 	14070.26 	17689.69 	17019.05 
THS_EUR,PERS,N_GE4,US,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,US,MT	: c	: c	: c	: u	993.2 u	1526.65 
THS_EUR,PERS,N_GE4,US,NL	311929.79 	289304.5 	187617.41 	182897.65 	179435.96 	263224.36 
