unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PROF,N1-3,PT,UK	: 	: 	: 	: 	11101.96 u	: u
THS_EUR,PROF,N1-3,RO,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RO,BE	: u	687.64 	: u	: 	: u	: u
THS_EUR,PROF,N1-3,RO,BG	: c	: u	: u	: 	: u	: u
THS_EUR,PROF,N1-3,RO,CH	: 	: u	: 	: 	: 	: 
THS_EUR,PROF,N1-3,RO,CY	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RO,CZ	: 	: 	: u	: 	: 	: u
THS_EUR,PROF,N1-3,RO,DE	: c	: u	: 	: u	: u	: u
THS_EUR,PROF,N1-3,RO,EE	: c	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,RO,EL	: 	: 	: u	: 	: u	: 
THS_EUR,PROF,N1-3,RO,ES	: c	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,RO,FI	: c	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,RO,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RO,HR	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RO,HU	509.04 u	770.19 	679.7 u	393.33 u	390.17 u	134.31 u
THS_EUR,PROF,N1-3,RO,IE	: c	: u	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RO,IT	: u	: 	: u	: u	: 	: u
THS_EUR,PROF,N1-3,RO,LT	: c	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RO,LU	: 	: u	: u	: 	: u	: 
THS_EUR,PROF,N1-3,RO,LV	: 	: 	: u	: 	: 	: 
THS_EUR,PROF,N1-3,RO,MT	: c	: 	: c	: 	: u	: 
THS_EUR,PROF,N1-3,RO,NL	: c	: 	: u	: 	: u	: u
THS_EUR,PROF,N1-3,RO,NO	: 	: 	: u	: u	: u	: 
THS_EUR,PROF,N1-3,RO,PL	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,RO,RO	2928.3 	2672.23 	3340.79 	2336.21 	1558.99 	444.91 u
THS_EUR,PROF,N1-3,RO,SI	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,RO,SK	: 	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,RO,UK	: 	: 	: 	: 	2117.95 u	: u
THS_EUR,PROF,N1-3,RU,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,BE	: u	369.51 	: u	: 	: 	: 
THS_EUR,PROF,N1-3,RU,BG	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,RU,CH	: 	: u	: 	: 	: 	: 
THS_EUR,PROF,N1-3,RU,CY	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,RU,CZ	: c	: 	: u	: 	: u	: u
THS_EUR,PROF,N1-3,RU,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,DK	: 	: 	: 	: u	: u	: 
THS_EUR,PROF,N1-3,RU,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,EL	: 	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,RU,ES	: c	: u	: 	: 	: u	: 
THS_EUR,PROF,N1-3,RU,FI	: c	18857.61 u	: u	: u	: u	29456.02 u
THS_EUR,PROF,N1-3,RU,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,HR	: 	: 	: u	: u	: 	: u
THS_EUR,PROF,N1-3,RU,HU	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,IE	: c	: u	: 	: u	: u	: u
THS_EUR,PROF,N1-3,RU,IT	: 	: u	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RU,LT	1439.33 	1103.6 	1248.11 	1253.36 	1408.75 	1371.96 
THS_EUR,PROF,N1-3,RU,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PROF,N1-3,RU,MT	: 	: 	: c	: 	: 	: u
THS_EUR,PROF,N1-3,RU,NL	: c	: 	: u	: u	: 	: 
THS_EUR,PROF,N1-3,RU,NO	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,RU,PL	: c	: u	: u	: u	: u	: 
THS_EUR,PROF,N1-3,RU,PT	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,RU,SI	: 	: u	: 	: u	: u	: u
THS_EUR,PROF,N1-3,RU,SK	: 	: u	: 	: 	: 	: 
THS_EUR,PROF,N1-3,RU,UK	: 	: 	: 	: 	7092.97 u	: u
THS_EUR,PROF,N1-3,SE,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,BE	: u	13787.98 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,CH	: 	: u	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SE,CY	: 	: 	: 	: u	: u	: 
THS_EUR,PROF,N1-3,SE,CZ	: 	: u	: 	: u	: u	: 
THS_EUR,PROF,N1-3,SE,DE	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,SE,DK	: 	25245.25 u	58728.6 	32696.68 bu	26751.74 bu	36581.45 
THS_EUR,PROF,N1-3,SE,EE	: c	9380.11 u	4981.79 u	2971.11 u	1715.77 u	: u
THS_EUR,PROF,N1-3,SE,EL	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SE,ES	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,FI	76150.36 	81624.64 	71330.05 	86724.83 	73699.86 	108437.85 
THS_EUR,PROF,N1-3,SE,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,HR	: u	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,SE,HU	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,IT	: u	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,SE,LT	637.2 u	276.53 u	457.09 u	1425.53 	775.79 u	479.21 
THS_EUR,PROF,N1-3,SE,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,MT	: 	: u	: c	: u	: u	: u
THS_EUR,PROF,N1-3,SE,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,NO	49226.27 	: 	80152.04 	39191.71 	29630.15 	: 
THS_EUR,PROF,N1-3,SE,PL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,PT	: 	: u	: 	: u	: 	: u
THS_EUR,PROF,N1-3,SE,SE	: 	383072.62 	454136.29 	310269.16 	: 	: 
THS_EUR,PROF,N1-3,SE,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SE,UK	: 	: 	: 	: 	14074.87 	: u
THS_EUR,PROF,N1-3,SI,AT	: c	: u	6201.97 u	: u	: u	: u
THS_EUR,PROF,N1-3,SI,BG	: 	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,SI,CY	: 	: u	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SI,CZ	: c	: u	: 	: u	: u	: u
THS_EUR,PROF,N1-3,SI,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SI,DK	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SI,EE	: c	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,SI,EL	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SI,ES	: c	: 	: u	: 	: u	: 
THS_EUR,PROF,N1-3,SI,FI	: c	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,SI,FR	: 	: u	: 	: u	: u	: u
THS_EUR,PROF,N1-3,SI,HR	: u	: u	: u	4401.11 u	: u	: u
THS_EUR,PROF,N1-3,SI,HU	: c	: u	: u	: u	0 u	0 u
THS_EUR,PROF,N1-3,SI,IE	: 	: u	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SI,IT	: 	: 	: u	: 	: 	: u
THS_EUR,PROF,N1-3,SI,LT	: c	: 	: 	: u	: u	: u
THS_EUR,PROF,N1-3,SI,LU	: 	: 	: u	: u	: u	: 
THS_EUR,PROF,N1-3,SI,MT	: c	: u	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SI,NL	: c	: u	: 	: 	: 	: 
THS_EUR,PROF,N1-3,SI,PL	: c	: 	: u	: u	: 	: 
THS_EUR,PROF,N1-3,SI,PT	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SI,SI	4011.18 	3126.15 	3171.99 	3231.84 	4392.88 	3772.32 
THS_EUR,PROF,N1-3,SI,UK	: 	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,SK,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,BE	: u	4635.34 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SK,CH	: 	: u	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SK,CY	: 	: 	: u	: 	: 	: 
THS_EUR,PROF,N1-3,SK,CZ	: c	8515.3 u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,DE	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,SK,EE	: 	: u	: 	: 	: 	: 
THS_EUR,PROF,N1-3,SK,ES	: c	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SK,FI	: c	: 	: u	: u	: 	: u
THS_EUR,PROF,N1-3,SK,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,HR	: u	: u	: 	: u	: u	: u
THS_EUR,PROF,N1-3,SK,HU	: c	103.08 u	0 u	59.41 u	0 u	0 u
THS_EUR,PROF,N1-3,SK,IE	: 	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,IT	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,SK,LT	: 	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,LU	: 	: 	: u	: u	: 	: u
THS_EUR,PROF,N1-3,SK,LV	: 	: c	: 	: 	: 	: 
THS_EUR,PROF,N1-3,SK,MT	: 	: u	: c	: 	: 	: 
THS_EUR,PROF,N1-3,SK,NL	: c	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,NO	: u	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,SK,PL	: c	318.69 u	900.42 u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,PT	: c	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,SK,SE	: 	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,SK,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,SK,SK	24947.16 	: u	20375.48 u	: u	21268.32 bu	36207.25 
THS_EUR,PROF,N1-3,SK,UK	: 	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,TR,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,BE	: 	2822.1 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,BG	: 	: 	: u	: u	: u	: 
THS_EUR,PROF,N1-3,TR,CH	: 	: 	: 	: u	: 	: u
THS_EUR,PROF,N1-3,TR,CY	: 	: 	: u	: 	: 	: 
THS_EUR,PROF,N1-3,TR,CZ	: 	: u	: 	: u	: 	: 
THS_EUR,PROF,N1-3,TR,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,DK	: 	: u	: u	: 	: u	: u
THS_EUR,PROF,N1-3,TR,EE	: 	: 	: 	: u	: 	: u
THS_EUR,PROF,N1-3,TR,EL	: 	: u	: 	: u	: 	: 
THS_EUR,PROF,N1-3,TR,ES	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,FI	: 	: 	: u	: u	: 	: u
THS_EUR,PROF,N1-3,TR,FR	: u	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,HR	: 	: u	: u	: 	: u	: u
THS_EUR,PROF,N1-3,TR,HU	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,IE	: 	: u	: u	: 	: u	: 
THS_EUR,PROF,N1-3,TR,IT	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,TR,LT	: c	: u	: u	: 	: u	: u
THS_EUR,PROF,N1-3,TR,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,MT	: c	: u	: c	: u	: u	: u
THS_EUR,PROF,N1-3,TR,NL	: 	: 	: 	: u	: u	: u
THS_EUR,PROF,N1-3,TR,NO	: 	: 	: u	: u	: 	: 
THS_EUR,PROF,N1-3,TR,PL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,PT	: c	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,TR,SE	: 	: u	: 	: 	: 	: 
THS_EUR,PROF,N1-3,TR,SI	: c	: u	: u	: u	: u	: 
THS_EUR,PROF,N1-3,TR,UK	: 	: 	: 	: 	15464.86 u	: u
THS_EUR,PROF,N1-3,UA,AT	: 	: u	: u	: u	: u	: 
THS_EUR,PROF,N1-3,UA,BE	: 	361.36 	: u	: 	: 	: 
THS_EUR,PROF,N1-3,UA,CY	: 	: u	: u	: 	: 	: 
THS_EUR,PROF,N1-3,UA,CZ	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,UA,DE	: 	: u	: u	: 	: u	: u
THS_EUR,PROF,N1-3,UA,DK	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UA,EE	: c	: u	: 	: u	: u	: 
THS_EUR,PROF,N1-3,UA,EL	: 	: u	: 	: 	: u	: 
THS_EUR,PROF,N1-3,UA,ES	: 	: u	: u	: 	: 	: 
THS_EUR,PROF,N1-3,UA,FI	: c	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,UA,FR	: 	: u	: 	: u	: u	: 
THS_EUR,PROF,N1-3,UA,HU	: c	: 	: u	: u	187.96 u	0 u
THS_EUR,PROF,N1-3,UA,IE	: 	: 	: 	: u	: u	: 
THS_EUR,PROF,N1-3,UA,LT	1148.88 	650.75 u	: u	540.47 u	: u	: u
THS_EUR,PROF,N1-3,UA,LU	: 	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,UA,LV	: 	: c	: u	: 	: u	: 
THS_EUR,PROF,N1-3,UA,MT	: c	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,UA,NL	: 	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,UA,PL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UA,SE	: 	: 	: u	: 	: 	: 
THS_EUR,PROF,N1-3,UA,SI	: c	: 	: u	: 	: 	: u
THS_EUR,PROF,N1-3,UA,UK	: 	: 	: 	: 	: u	: u
THS_EUR,PROF,N1-3,UK,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,BE	13989.05 bu	7400.02 	10616.43 u	11391.54 u	12826.73 	17375.28 u
THS_EUR,PROF,N1-3,UK,BG	: 	: u	: 	: 	: 	: u
THS_EUR,PROF,N1-3,UK,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,CZ	: c	: u	: 	: 	: u	: u
THS_EUR,PROF,N1-3,UK,DE	: c	: u	303501.5 u	239118.37 u	219983.89 u	193089.79 u
THS_EUR,PROF,N1-3,UK,DK	: 	11257.38 u	26539.22 u	31402.22 bu	: u	59213.69 
THS_EUR,PROF,N1-3,UK,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,EL	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,ES	48371.99 u	29595.73 u	22034.42 bu	582.9 u	991.68 	2.11 u
THS_EUR,PROF,N1-3,UK,FI	: c	: u	: u	37318.53 u	42560.89 u	37865.28 u
THS_EUR,PROF,N1-3,UK,FR	110182.71 	71824.7 u	70913.92 u	84458.1 	52112.47 u	70501.19 u
THS_EUR,PROF,N1-3,UK,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,HU	1504.66 u	1576.43 u	974.23 u	835.31 u	564.27 	177.28 
THS_EUR,PROF,N1-3,UK,IE	49214.43 	62274.17 	56494.25 	46720.69 	40800.07 	36382.21 
THS_EUR,PROF,N1-3,UK,IT	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,LT	1601.36 	2285.5 	1949 	888.96 	2249.73 u	891.72 
THS_EUR,PROF,N1-3,UK,LU	: 	6119 u	8990.4 	9258.45 	7360.66 	5003.2 u
THS_EUR,PROF,N1-3,UK,LV	: 	: c	: 	: u	: u	: u
THS_EUR,PROF,N1-3,UK,MT	3374.86 u	2004.08 u	: c	3179.92 bu	1587.19 	1306.88 
THS_EUR,PROF,N1-3,UK,NL	36982.9 	25404.13 u	13703.93 u	23954.33 u	20916.24 u	28171.17 u
THS_EUR,PROF,N1-3,UK,NO	41000.56 u	: 	36637.51 u	17920.96 u	30708.3 	: 
THS_EUR,PROF,N1-3,UK,PL	5165.57 u	2603.59 u	2494.95 u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,PT	3318.75 u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,SE	: 	: u	: u	: u	: 	: 
THS_EUR,PROF,N1-3,UK,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,UK,UK	: 	: 	: 	: 	1178014.18 	: u
THS_EUR,PROF,N1-3,US,AT	: c	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,BE	: u	31650.43 	: u	: u	: u	: 
THS_EUR,PROF,N1-3,US,CH	: 	: u	: u	: u	: 	: 
THS_EUR,PROF,N1-3,US,CY	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,US,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,DK	: 	: u	: u	: 	: u	: u
THS_EUR,PROF,N1-3,US,EE	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,US,ES	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,FI	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,US,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,HR	: 	: u	: 	: 	: 	: u
THS_EUR,PROF,N1-3,US,HU	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,IT	: u	: 	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,LT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,LU	: 	: 	: u	: u	: u	: 
THS_EUR,PROF,N1-3,US,MT	: 	: 	: c	: u	: u	: u
THS_EUR,PROF,N1-3,US,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N1-3,US,NO	: u	: 	: u	: u	: u	: 
THS_EUR,PROF,N1-3,US,PL	: 	: u	: u	: 	: 	: u
THS_EUR,PROF,N1-3,US,PT	: 	: u	: u	: u	: 	: u
THS_EUR,PROF,N1-3,US,SE	: 	: u	: 	: u	: 	: 
THS_EUR,PROF,N1-3,US,SK	: c	: 	: 	: 	: 	: 
THS_EUR,PROF,N1-3,US,UK	: 	: 	: 	: 	21832.06 	: u
THS_EUR,PROF,N1-3,WORLD,AT	481423.96 	530075.43 	542993.97 	618030.72 	660663.53 	476016.94 
THS_EUR,PROF,N1-3,WORLD,BE	189971.88 b	236105.38 	128593.8 	110227.29 	174650.52 	205046.71 
THS_EUR,PROF,N1-3,WORLD,BG	6517.18 	7287.94 	6027.22 	8405.01 	6704.91 	6111.5 
THS_EUR,PROF,N1-3,WORLD,CH	: 	176793.28 	238309.35 	159167.91 	279787.82 	410042.84 
THS_EUR,PROF,N1-3,WORLD,CY	49688.11 	42017.52 	30288.56 	29683.9 	29508.71 	39766.85 
THS_EUR,PROF,N1-3,WORLD,CZ	52871.79 	68841.51 	44086.49 	44965.64 	71332.25 	63517.33 
THS_EUR,PROF,N1-3,WORLD,DE	5610987.65 	5821086.93 	5663205.63 	5458745.48 	6307269.86 	8314017.52 
THS_EUR,PROF,N1-3,WORLD,DK	: 	240584.91 	444850.66 	355526.94 b	504296.73 b	632764.05 
THS_EUR,PROF,N1-3,WORLD,EE	44766.06 	71839.99 	42523.78 	32705.27 	29456.79 	24128.24 
THS_EUR,PROF,N1-3,WORLD,EL	: 	18214.57 	20782.39 	23764.86 	32199.02 	18533.38 
THS_EUR,PROF,N1-3,WORLD,ES	873630.7 	907288.35 	555952.95 b	91854.46 	125831.93 	105872.21 
THS_EUR,PROF,N1-3,WORLD,FI	812528.87 	781657.26 	725986.2 	772821.64 	788036.32 	976693.51 
THS_EUR,PROF,N1-3,WORLD,FR	2524750.31 	1676033.58 	1907009.53 	2152352.14 	2090671.59 	2038062.55 
THS_EUR,PROF,N1-3,WORLD,HR	61683.49 	97057.49 	80657.03 	120547.34 	78208.42 	79840.64 
THS_EUR,PROF,N1-3,WORLD,HU	33892.53 	31281.18 	32551.47 	24078.37 	14157.7 	10794.44 
THS_EUR,PROF,N1-3,WORLD,IE	143997.21 	154613.36 	168815.26 	134971.24 	128590.46 	107478.42 
THS_EUR,PROF,N1-3,WORLD,IT	586136.55 	769332.66 	895308.08 	510977.18 b	781200.74 	1181763.28 
THS_EUR,PROF,N1-3,WORLD,LT	24450.7 	23694.18 	24679.63 	24221.41 	21820.19 	16178.73 
THS_EUR,PROF,N1-3,WORLD,LU	: 	46295.98 	56077.81 	69625.84 	63162.26 	53857.97 
THS_EUR,PROF,N1-3,WORLD,LV	: 	14119.15 	14856.09 	13770.74 	18667.84 	19609.37 
THS_EUR,PROF,N1-3,WORLD,MT	15789.95 	8931.1 	12251.05 	9925.2 b	8716.14 	8660.8 
THS_EUR,PROF,N1-3,WORLD,NL	551974.45 	282009.65 	225883.53 	284426.1 	283888.33 	255259.55 
THS_EUR,PROF,N1-3,WORLD,NO	963148.93 	: 	857010.05 	814288.53 	511610.12 	: 
THS_EUR,PROF,N1-3,WORLD,PL	137836.08 	105161.14 	84783.24 	88362.16 b	244299.16 	616643.63 
THS_EUR,PROF,N1-3,WORLD,PT	60905.85 	74699.29 	49837.77 	59029.53 	29529.01 	23305.99 
THS_EUR,PROF,N1-3,WORLD,RO	3515.9 	2672.23 	3340.79 	2716.09 	1558.99 	444.91 u
THS_EUR,PROF,N1-3,WORLD,SE	: 	464388.47 	704037.98 	471377.01 	: 	: 
THS_EUR,PROF,N1-3,WORLD,SI	73055.96 	54263.63 	61028.78 	62064.65 	50058.38 	68088.5 
THS_EUR,PROF,N1-3,WORLD,SK	153110.43 	74266.82 u	40520.64 u	65090.78 u	34290.87 bu	58559.34 
THS_EUR,PROF,N1-3,WORLD,UK	: 	: 	: 	: 	1748842.98 	: u
THS_EUR,PROF,N1-3,ZA,AT	: 	: 	: u	: u	: 	: 
THS_EUR,PROF,N1-3,ZA,DE	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ZA,DK	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ZA,ES	: 	: 	: 	: u	: u	: 
THS_EUR,PROF,N1-3,ZA,FR	: u	: u	: 	: u	: 	: 
THS_EUR,PROF,N1-3,ZA,NL	: 	: 	: 	: u	: 	: 
THS_EUR,PROF,N1-3,ZA,NO	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N1-3,ZA,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N1-3,ZA,UK	: 	: 	: 	: 	: u	: u
THS_EUR,PROF,N_GE1,AFR,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,BE	30449.43 bu	31981.78 	20605.54 u	16472.12 u	54895.92 u	34495.83 u
THS_EUR,PROF,N_GE1,AFR,BG	: 	: u	: 	: 	: 	: 
THS_EUR,PROF,N_GE1,AFR,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,CZ	: c	: u	: 	: u	: 	: 
THS_EUR,PROF,N_GE1,AFR,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,EE	: c	: u	: 	: u	: u	: 
THS_EUR,PROF,N_GE1,AFR,EL	: 	: u	: 	: u	: u	: 
THS_EUR,PROF,N_GE1,AFR,ES	31952.78 u	97409.64 u	37977.96 bu	9529.82 	7069.1 	3398.61 
THS_EUR,PROF,N_GE1,AFR,FI	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,FR	171466.33 	108367.86 u	232307.78 u	227085.91 	168652.33 	144804.6 
THS_EUR,PROF,N_GE1,AFR,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,HU	: c	: u	2377.59 u	: u	: u	258.95 u
THS_EUR,PROF,N_GE1,AFR,IE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,IT	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,LT	: c	: u	: u	: u	772.05 u	: u
THS_EUR,PROF,N_GE1,AFR,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,MT	: c	: u	: c	: u	2499.32 	2088.6 
THS_EUR,PROF,N_GE1,AFR,NL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,NO	: u	: 	: u	: u	: u	: 
THS_EUR,PROF,N_GE1,AFR,PL	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR,PT	: c	8473.6 u	6108.6 u	3571.53 u	8028.78 u	10331.33 u
THS_EUR,PROF,N_GE1,AFR,SE	: 	: u	: u	: 	: 	: 
THS_EUR,PROF,N_GE1,AFR,SI	: c	: u	: u	: u	: 	: u
THS_EUR,PROF,N_GE1,AFR,SK	: 	: 	: 	: 	: u	: 
THS_EUR,PROF,N_GE1,AFR,UK	: 	: 	: 	: 	147126.23 	: u
THS_EUR,PROF,N_GE1,AFR_OTH,AT	: c	: 	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,BE	: u	27961.73 	: u	: u	33463.06 u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,CY	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,DE	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,EE	: 	: 	: 	: u	: u	: 
THS_EUR,PROF,N_GE1,AFR_OTH,EL	: 	: u	: 	: u	: 	: 
THS_EUR,PROF,N_GE1,AFR_OTH,ES	: c	: u	31584.51 bu	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,FI	: c	: 	: u	: 	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,FR	104799.53 u	77516.35 u	185401.35 u	168184.01 u	82772.25 u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,AFR_OTH,HU	: c	: u	: u	: u	: u	258.95 u
THS_EUR,PROF,N_GE1,AFR_OTH,IE	: c	: u	: u	: u	: u	: u
