unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PERS,N_GE4,DOM,OTH,LT	1458.02 	: u	: u	38.01 u	31.98 u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,LU	: 	: u	: u	: 	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,LV	: 	: 	: u	: u	: u	: 
THS_NAC,PERS,N_GE4,DOM,OTH,NL	996.73 	4963.39 	4018.94 	5337.23 	3394.23 	6830.1 
THS_NAC,PERS,N_GE4,DOM,OTH,NO	: u	: u	: u	: u	: u	: 
THS_NAC,PERS,N_GE4,DOM,OTH,PL	5095.22 u	2890.48 u	5357.34 u	2896.82 b	: u	61977.15 u
THS_NAC,PERS,N_GE4,DOM,OTH,PT	1544.41 	783.87 u	923.47 u	440.19 u	364.11 u	1008.75 u
THS_NAC,PERS,N_GE4,DOM,OTH,RO	: c	: u	1428.81 u	1253.66 u	2392.39 u	29135.47 
THS_NAC,PERS,N_GE4,DOM,OTH,SE	: 	37972.45 u	: u	: u	: 	: 
THS_NAC,PERS,N_GE4,DOM,OTH,SI	: 	: u	: 	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,SK	: 	: 	: u	: 	: 	: u
THS_NAC,PERS,N_GE4,DOM,OTH,UK	: 	: 	: 	: 	: u	: u
THS_NAC,PERS,N_GE4,DOM,RAIL,AT	31373.12 	32495.79 	32891.74 	28842.86 	31890.04 	51530.97 
THS_NAC,PERS,N_GE4,DOM,RAIL,BE	1450.45 bu	3318.35 	1286.37 u	1552.85 u	1557.29 u	3774.87 u
THS_NAC,PERS,N_GE4,DOM,RAIL,BG	1772.95 u	2561.22 	: u	2243.95 u	3674.64 	1943.25 u
THS_NAC,PERS,N_GE4,DOM,RAIL,CH	: 	36320.78 	28778.16 	27139.84 	54015.74 	38160.18 
THS_NAC,PERS,N_GE4,DOM,RAIL,CZ	187742.04 	253377.33 	168982.6 	225569.73 	212866.34 	337223.32 
THS_NAC,PERS,N_GE4,DOM,RAIL,DE	790532.56 	803567.19 	852555.76 	751422.75 	889181.04 	916376.57 
THS_NAC,PERS,N_GE4,DOM,RAIL,DK	: 	133833.24 	139006.4 	214422.4 b	101222.5 b	193612.92 
THS_NAC,PERS,N_GE4,DOM,RAIL,EE	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,RAIL,EL	: 	1465.34 	1659.84 	1849.33 	1572.45 	1723.24 
THS_NAC,PERS,N_GE4,DOM,RAIL,ES	227654.54 	199120.32 	200840.18 b	152260.72 	159495.59 	131328.02 
THS_NAC,PERS,N_GE4,DOM,RAIL,EU28	: 	: 	: 	: 	: 	5737458.07 e
THS_NAC,PERS,N_GE4,DOM,RAIL,FI	50521.61 	56412.53 	52586.3 	51359.87 	68995.49 	72973.76 
THS_NAC,PERS,N_GE4,DOM,RAIL,FR	1075138.77 	1004842.48 	1129806.9 	1313931.26 	1234175.93 	1250456 
THS_NAC,PERS,N_GE4,DOM,RAIL,HR	: u	3905.1 u	13357.9 u	24228.56 u	12129.31 u	24796.66 u
THS_NAC,PERS,N_GE4,DOM,RAIL,HU	1023549.63 	1030435.35 	1267174.32 	1329403.61 	1646329.74 	1656914.17 
THS_NAC,PERS,N_GE4,DOM,RAIL,IE	2116.54 	2584.26 	3081.03 	3405.27 	5085.34 	3292.87 
THS_NAC,PERS,N_GE4,DOM,RAIL,IT	185591.91 	191393.19 	195866.12 	152025.57 b	116001.26 	164469.62 
THS_NAC,PERS,N_GE4,DOM,RAIL,LT	: c	98.89 u	118.06 u	94.54 u	372.36 u	221.23 u
THS_NAC,PERS,N_GE4,DOM,RAIL,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,RAIL,LV	: 	: c	: u	: u	: u	297.27 u
THS_NAC,PERS,N_GE4,DOM,RAIL,NL	18573.55 	11185.32 	9531.83 	12333.16 	14474.62 	13382.17 
THS_NAC,PERS,N_GE4,DOM,RAIL,NO	221217.2 	254907.98 u	180953.3 u	144296.27 u	174969.96 	: 
THS_NAC,PERS,N_GE4,DOM,RAIL,PL	273750.96 	232036.83 	220890.91 	205262.33 b	339704.62 	462637.13 
THS_NAC,PERS,N_GE4,DOM,RAIL,PT	4804.68 	3899.9 	3514.52 	2618.37 	3382.44 	2866.09 
THS_NAC,PERS,N_GE4,DOM,RAIL,RO	176374.88 	165593.3 	174008.99 	197362.83 	188419.78 	206055.08 
THS_NAC,PERS,N_GE4,DOM,RAIL,SE	: 	557459.99 	569764.96 	379371.32 	: 	: 
THS_NAC,PERS,N_GE4,DOM,RAIL,SI	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,RAIL,SK	2263.98 	1771.7 u	5437.92 u	7226.47 u	2254.74 bu	8230.99 
THS_NAC,PERS,N_GE4,DOM,RAIL,UK	: 	: 	: 	: 	200572.9 	: u
THS_NAC,PERS,N_GE4,DOM,TOTAL,AT	276152.25 	287436.67 	243528.42 	260686.81 	292533.27 	248363.18 
THS_NAC,PERS,N_GE4,DOM,TOTAL,BE	22193.91 b	44172.94 	21501.14 	24851.83 	31004.46 	34454.72 
THS_NAC,PERS,N_GE4,DOM,TOTAL,BG	107443.86 	72977.65 	64308.73 	91900.96 	98970.29 	78120.07 
THS_NAC,PERS,N_GE4,DOM,TOTAL,CH	: 	119036.83 	123629.57 	150713.18 	197587.57 	159895.42 
THS_NAC,PERS,N_GE4,DOM,TOTAL,CY	4921.45 	5013.93 	6835.47 	12085.7 	10706.09 	8081.84 
THS_NAC,PERS,N_GE4,DOM,TOTAL,CZ	3449671.5 	3500406.1 	3191913.77 	3409533.12 	2963782.73 	3356007.13 
THS_NAC,PERS,N_GE4,DOM,TOTAL,DE	4300390.18 	4202429.32 	4435396.86 	4819838.56 	4438491.95 	5130947.89 
THS_NAC,PERS,N_GE4,DOM,TOTAL,DK	: 	2047439.26 	2033074.85 	2747373.68 b	1471717.68 b	1380067.84 
THS_NAC,PERS,N_GE4,DOM,TOTAL,EE	7094.86 	7568.91 	6822.64 	4951.91 	5133.66 	9595.42 
THS_NAC,PERS,N_GE4,DOM,TOTAL,EL	: 	223481.77 	219335.9 	244740.75 	222522.69 	231670.56 
THS_NAC,PERS,N_GE4,DOM,TOTAL,ES	2436898.95 	2362517.72 	2368729.45 b	1654080.16 	1649951.28 	1554834.74 
THS_NAC,PERS,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	: 	: 	46557563.66 e
THS_NAC,PERS,N_GE4,DOM,TOTAL,FI	374094.98 	392652.95 	405949.85 	397029.1 	437002.7 	457159.88 
THS_NAC,PERS,N_GE4,DOM,TOTAL,FR	6491313.09 	6234939.19 	6372041.97 	7211740.59 	7082247.86 	7078933.75 
THS_NAC,PERS,N_GE4,DOM,TOTAL,HR	502304.03 	487330.7 	710066.08 	595097.19 	825129.4 	1134200.15 
THS_NAC,PERS,N_GE4,DOM,TOTAL,HU	14031350.06 	14655984.36 	15594101.55 	17342358.98 	17196328.93 	17227379.52 
THS_NAC,PERS,N_GE4,DOM,TOTAL,IE	48002.79 	53915.87 	53907.81 	56296.74 	59625.82 	60890.37 
THS_NAC,PERS,N_GE4,DOM,TOTAL,IT	1896454.78 	1619508.51 	1395099.48 	1319237.8 b	1661454.96 	2012001.83 
THS_NAC,PERS,N_GE4,DOM,TOTAL,LT	8478.94 	7389.97 	6898.11 	5906.41 	25135.9 	16924.36 
THS_NAC,PERS,N_GE4,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,TOTAL,LV	: 	4043.92 	6185.81 	6610.51 	4744.85 	5001.04 
THS_NAC,PERS,N_GE4,DOM,TOTAL,MT	466.81 	368.27 	299.36 	350.27 b	189.87 u	297.81 u
THS_NAC,PERS,N_GE4,DOM,TOTAL,NL	229327.6 	213381.95 	223617.12 	213088.46 	211205.21 	231304.27 
THS_NAC,PERS,N_GE4,DOM,TOTAL,NO	6475710.27 	6226401.36 	5358076.74 	4968640.38 	4552948.58 	: 
THS_NAC,PERS,N_GE4,DOM,TOTAL,PL	2421475.81 	2180181.13 	1929521.33 	1823186.91 b	3418314.15 	4614844.83 
THS_NAC,PERS,N_GE4,DOM,TOTAL,PT	177318.27 	145823.13 	142912.1 	130059.94 	143597.98 	135032.41 
THS_NAC,PERS,N_GE4,DOM,TOTAL,RO	1216904.98 	1124723.78 	1028281.17 	1036081.41 	1067905.11 	714878.1 
THS_NAC,PERS,N_GE4,DOM,TOTAL,SE	: 	2376308.25 	2778131.8 	2210097.52 	: 	: 
THS_NAC,PERS,N_GE4,DOM,TOTAL,SI	6113.31 	6857.4 	7006.56 	7482.26 	7447.16 	7391.54 
THS_NAC,PERS,N_GE4,DOM,TOTAL,SK	34180.4 	32219.85 	28256.5 	43011.42 	26269.47 b	82039.7 
THS_NAC,PERS,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	1365006.42 	: u
THS_NAC,PERS,N_GE4,DOM,WW,BE	: u	: 	: 	: 	: u	: 
THS_NAC,PERS,N_GE4,DOM,WW,CH	: 	: 	: 	: u	: 	: 
THS_NAC,PERS,N_GE4,DOM,WW,CZ	: c	: u	: 	: 	: 	: 
THS_NAC,PERS,N_GE4,DOM,WW,DE	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,WW,DK	: 	123810.92 u	61612.05 u	64242.35 bu	42583.31 bu	: u
THS_NAC,PERS,N_GE4,DOM,WW,EE	: c	: 	: u	: u	: u	: 
THS_NAC,PERS,N_GE4,DOM,WW,EL	: 	77771.56 	80155.13 	79183.22 	73180.26 	73176.91 
THS_NAC,PERS,N_GE4,DOM,WW,ES	60839.46 	52073.78 	55402.32 b	35969.61 	45903.26 	32995.37 
THS_NAC,PERS,N_GE4,DOM,WW,EU28	: 	: 	: 	: 	: 	507067.01 e
THS_NAC,PERS,N_GE4,DOM,WW,FI	9347.55 u	11088.55 u	5058.12 u	5693.29 u	10772.71 u	5618.15 u
THS_NAC,PERS,N_GE4,DOM,WW,FR	75870.24 	64823.27 	60171.69 	86590.29 	64868.13 	90819.42 
THS_NAC,PERS,N_GE4,DOM,WW,HR	7651.37 u	16215.74 u	: u	12951.49 u	29543.49 u	36820.58 u
THS_NAC,PERS,N_GE4,DOM,WW,HU	: c	: 	: 	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,WW,IE	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,WW,IT	104914.8 u	140006.07 u	: u	99087.08 bu	232887.44 	217258.54 
THS_NAC,PERS,N_GE4,DOM,WW,LU	: 	: u	: 	: 	: 	: 
THS_NAC,PERS,N_GE4,DOM,WW,LV	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N_GE4,DOM,WW,MT	466.81 	368.27 	299.36 	350.27 b	189.87 u	297.81 u
THS_NAC,PERS,N_GE4,DOM,WW,NL	8454.47 u	3230.9 u	9768.31 u	2499.09 u	4809.13 u	11505.12 u
THS_NAC,PERS,N_GE4,DOM,WW,NO	196773.18 u	228873.97 u	: u	374985.31 u	338440.01 u	: 
THS_NAC,PERS,N_GE4,DOM,WW,PL	: c	: u	: u	1871.91 bu	: u	: u
THS_NAC,PERS,N_GE4,DOM,WW,PT	845.6 	781.78 	992.87 	1303.56 	516.57 	448.32 
THS_NAC,PERS,N_GE4,DOM,WW,RO	8456.4 u	16237.65 	3284.1 u	13309.55 	: u	: 
THS_NAC,PERS,N_GE4,DOM,WW,SE	: 	114509.13 u	131055.61 	110675.52 u	: 	: 
THS_NAC,PERS,N_GE4,DOM,WW,UK	: 	: 	: 	: 	17547.81 u	: u
THS_NAC,PERS,N_GE4,OUT,AIR,AT	1537171.68 	1507495.93 	1355318.64 	1322545.16 	1476523.22 	1274306.17 
THS_NAC,PERS,N_GE4,OUT,AIR,BE	1265641.43 b	1846112.06 	1052452.27 	1165979.62 	1382654.38 	581650.56 
THS_NAC,PERS,N_GE4,OUT,AIR,BG	92690.97 	70633.33 	58099.83 	58633.02 	51586.53 	56044.85 
THS_NAC,PERS,N_GE4,OUT,AIR,CH	: 	3240309.52 	2780776.68 	2787497.97 	2561591.7 	2482738.61 
THS_NAC,PERS,N_GE4,OUT,AIR,CY	319478.59 	276078.93 	220901.73 	247516.13 	239859.92 	235506.39 
THS_NAC,PERS,N_GE4,OUT,AIR,CZ	10852250.47 	8971009.42 	7629834.07 	7912912.98 	8495288.08 	7783449.48 
THS_NAC,PERS,N_GE4,OUT,AIR,DE	15928279.63 	12039104.64 	13517959.77 	11525325.22 	12545027.95 	9547688.84 
THS_NAC,PERS,N_GE4,OUT,AIR,DK	: 	7497623.79 	3701936.19 	4284333.04 b	3348638.28 b	3667454.14 
THS_NAC,PERS,N_GE4,OUT,AIR,EE	120370.55 	105186.51 	118257.68 	74009.44 	83920.77 	81543.33 
THS_NAC,PERS,N_GE4,OUT,AIR,EL	: 	94846.28 	72502.8 	89550.24 	82423.8 	65306.73 
THS_NAC,PERS,N_GE4,OUT,AIR,ES	2673932.44 	2620725.46 	2376805.79 b	1387076.58 	1360075.79 	1238909.3 
THS_NAC,PERS,N_GE4,OUT,AIR,EU28	: 	: 	: 	: 	: 	86384022.96 e
THS_NAC,PERS,N_GE4,OUT,AIR,FI	1479003.45 	1481705.72 	1439475.4 	1489401.74 	1399679.91 	1399058.28 
THS_NAC,PERS,N_GE4,OUT,AIR,FR	5981734.99 	5643349.63 	5406799.12 	6483793.88 	6153653.68 	5914439.13 
THS_NAC,PERS,N_GE4,OUT,AIR,HR	457814.56 	348910.02 	759622.75 	564456.63 	568941.6 	649688.67 
THS_NAC,PERS,N_GE4,OUT,AIR,HU	80108762 	74716163 	71330056 	77085912 	46217106 	39512212 
THS_NAC,PERS,N_GE4,OUT,AIR,IE	1259841.04 	1239309.35 	1123335.5 	1190120.96 	1106749.18 	1110431.74 
THS_NAC,PERS,N_GE4,OUT,AIR,IT	1166614.39 	1361578.88 	1138980.36 	1594199.85 b	1925974.48 	2005531.53 
THS_NAC,PERS,N_GE4,OUT,AIR,LT	164231.35 	157111.8 	151273.67 	125118.49 	349557.18 	302605.3 
THS_NAC,PERS,N_GE4,OUT,AIR,LU	: 	171084.94 	142791.75 	203159.66 	191055.79 	206281.91 
THS_NAC,PERS,N_GE4,OUT,AIR,LV	: 	82405.67 	65045.17 	109456.03 	76532.4 	72182.44 
THS_NAC,PERS,N_GE4,OUT,AIR,MT	64391.76 	60423.51 	53228.11 	53176.81 b	54263.76 	50967.02 
THS_NAC,PERS,N_GE4,OUT,AIR,NL	3738569.05 	2687093.97 	2647788.56 	2652205.59 	2855043.07 	3063627.79 
THS_NAC,PERS,N_GE4,OUT,AIR,NO	28876399.33 	26229131.4 	25062440.72 	24001838.31 	17775952.43 	: 
THS_NAC,PERS,N_GE4,OUT,AIR,PL	5501041.63 	4761175.33 	4459485.63 	4114604.84 b	4090540.33 	3405038.81 
THS_NAC,PERS,N_GE4,OUT,AIR,PT	168305.63 	107352.55 	132392.64 	140280.85 	149584.24 	124816.17 
THS_NAC,PERS,N_GE4,OUT,AIR,RO	344683.5 	391248.73 	359763.94 	365500.81 	280555.69 	169912.64 
THS_NAC,PERS,N_GE4,OUT,AIR,SE	: 	6787581.85 	14568285.96 	17078606.34 	: 	: 
THS_NAC,PERS,N_GE4,OUT,AIR,SI	72009.49 	89905.96 	78137.99 	80158.33 	69824.01 	64516.04 
THS_NAC,PERS,N_GE4,OUT,AIR,SK	273526.87 	133176.64 	177127.45 	161794.1 	143291.66 b	264156.54 
THS_NAC,PERS,N_GE4,OUT,AIR,UK	: 	: 	: 	: 	9104490.68 	: u
THS_NAC,PERS,N_GE4,OUT,BUS,AT	107799.57 	105377.75 	114494.02 	108415.6 	96535.79 	101391.08 
THS_NAC,PERS,N_GE4,OUT,BUS,BE	32185.89 b	110281.82 	34573.5 	47018.81 	114436.03 	32189 
THS_NAC,PERS,N_GE4,OUT,BUS,BG	28791.29 	12099.68 	15597.66 	29717.35 	10980.79 	10485.91 
THS_NAC,PERS,N_GE4,OUT,BUS,CH	: 	77107.82 	120464.81 	103636.18 	82407.78 	123279.22 
THS_NAC,PERS,N_GE4,OUT,BUS,CZ	1629054.43 	1637895.61 	1795115.96 	1709790.83 	1396266.39 	1387146.16 
THS_NAC,PERS,N_GE4,OUT,BUS,DE	1059556.56 	1041061.56 	852744.38 	446970.77 	1076091.05 	892287.09 
THS_NAC,PERS,N_GE4,OUT,BUS,DK	: 	307835.72 	148680.48 	151889.97 b	198631.05 b	163116.04 
THS_NAC,PERS,N_GE4,OUT,BUS,EE	6061.19 	5175.32 	5164.18 	7290.94 	3186.55 u	4516.18 u
THS_NAC,PERS,N_GE4,OUT,BUS,EL	: 	7240.48 	5948.43 	6045.63 	10110.42 	10965.23 
THS_NAC,PERS,N_GE4,OUT,BUS,ES	31693.36 	42339.17 	69908.74 b	29832.69 	26115.69 	37623.91 
THS_NAC,PERS,N_GE4,OUT,BUS,EU28	: 	: 	: 	: 	: 	3995536.32 e
THS_NAC,PERS,N_GE4,OUT,BUS,FI	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,OUT,BUS,FR	124745.82 	80332.72 	82562.64 	137583 	103721.57 	107596.86 
THS_NAC,PERS,N_GE4,OUT,BUS,HR	150520.35 	139236.68 	303264.08 	310217.02 	238359.61 	176701.95 
THS_NAC,PERS,N_GE4,OUT,BUS,HU	: 	: u	: 	: u	: 	: u
THS_NAC,PERS,N_GE4,OUT,BUS,IE	5136.64 u	: u	4196.5 u	8129.26 u	14828.71 u	12221.92 u
THS_NAC,PERS,N_GE4,OUT,BUS,IT	: u	: u	: u	57237.47 bu	43634.07 	66041.04 
THS_NAC,PERS,N_GE4,OUT,BUS,LT	6520.57 	4198.05 	9967.32 	6462.33 	10217.69 	6041.57 
THS_NAC,PERS,N_GE4,OUT,BUS,LU	: 	5132.06 	5462.33 	9985.37 	9441.85 	10259.55 
THS_NAC,PERS,N_GE4,OUT,BUS,LV	: 	7418.4 u	10700.38 u	9982.65 	18081.05 	13214.74 
THS_NAC,PERS,N_GE4,OUT,BUS,NL	57319.56 	71176.93 	95202.84 	90262.14 	112005.21 	128753.33 
THS_NAC,PERS,N_GE4,OUT,BUS,NO	: u	: u	: u	: u	: u	: 
THS_NAC,PERS,N_GE4,OUT,BUS,PL	811558.53 	683764.84 	754866.06 	634372.28 b	613119.26 	763854.09 
THS_NAC,PERS,N_GE4,OUT,BUS,PT	5086.32 	3815.52 u	5291.17 	7307.21 	7568.07 	4322 
THS_NAC,PERS,N_GE4,OUT,BUS,RO	89720.36 	112710.11 	141841.46 	184542.82 	178896.5 	149462.27 
THS_NAC,PERS,N_GE4,OUT,BUS,SE	: 	277395.1 	435275.26 	615020.97 	: 	: 
THS_NAC,PERS,N_GE4,OUT,BUS,SI	6813.51 	9068.23 	7828.38 	8370.81 	7643.96 	6206.51 
THS_NAC,PERS,N_GE4,OUT,BUS,SK	28482.2 u	29182.8 u	27556.72 u	25817.05 u	35172.96 b	40122.68 
THS_NAC,PERS,N_GE4,OUT,CAR,AT	500689.66 	479094.74 	443976.5 	505597.88 	407652.08 	354420.11 
THS_NAC,PERS,N_GE4,OUT,CAR,BE	319568.04 b	489359.8 	371491.23 	387267.02 	407417.84 	304359.88 
THS_NAC,PERS,N_GE4,OUT,CAR,BG	34776.42 	27079.45 	27030.79 	22819.48 	14305.68 	11298.1 
THS_NAC,PERS,N_GE4,OUT,CAR,CH	: 	430140.44 	468123.16 	425124.18 	544114.14 	529925.25 
THS_NAC,PERS,N_GE4,OUT,CAR,CY	: 	: 	: u	: 	: 	: 
THS_NAC,PERS,N_GE4,OUT,CAR,CZ	3437569.36 	3279174.37 	2944599.7 	3545821.04 	3123594.68 	3247222.19 
THS_NAC,PERS,N_GE4,OUT,CAR,DE	4546840.71 	4268060.79 	4324552.12 	4683421.02 	4057311.12 	3882146.88 
THS_NAC,PERS,N_GE4,OUT,CAR,DK	: 	1649001.65 	1675083.29 	1757497.76 b	1524033.77 b	1217536.95 
THS_NAC,PERS,N_GE4,OUT,CAR,EE	19288.19 	15618.95 	14366.04 	16146.06 	16302.88 	7693.46 u
THS_NAC,PERS,N_GE4,OUT,CAR,EL	: 	5139.03 	7892.18 	11780.88 	10008.52 	10059.3 
THS_NAC,PERS,N_GE4,OUT,CAR,ES	266909.57 	230811.87 	239789.83 b	113843.42 	119870.13 	115331.07 
THS_NAC,PERS,N_GE4,OUT,CAR,EU28	: 	: 	: 	: 	: 	12833989.06 e
THS_NAC,PERS,N_GE4,OUT,CAR,FI	74965.35 	46626.38 	45838.14 	49160.85 u	59378.95 	52653.5 
THS_NAC,PERS,N_GE4,OUT,CAR,FR	529278.83 	459796.86 	477758.83 	596731.2 	564278.72 	532442.01 
THS_NAC,PERS,N_GE4,OUT,CAR,HR	292313.74 	259955.65 	372243.15 	308865.35 	332934.45 	466918.48 
THS_NAC,PERS,N_GE4,OUT,CAR,HU	8568114 	6710189 	6882604 	5744067 	0 	0 
THS_NAC,PERS,N_GE4,OUT,CAR,IE	12080.53 	14452.04 	17479.67 	25926.16 	21381.37 	24391.94 
THS_NAC,PERS,N_GE4,OUT,CAR,IT	178961.24 	192014.03 	243528.09 	160599.37 b	157034.13 	150313.29 
THS_NAC,PERS,N_GE4,OUT,CAR,LT	24415.2 	27670.76 	32084.3 	35473.12 	96479.63 	104353.47 
THS_NAC,PERS,N_GE4,OUT,CAR,LU	: 	41400.39 	43487.14 	39167.72 	39171.66 	38100.02 
THS_NAC,PERS,N_GE4,OUT,CAR,LV	: 	13029.98 	13368.95 	22739.44 	20794.23 	9829.77 
THS_NAC,PERS,N_GE4,OUT,CAR,NL	694550.73 	667739.2 	654117.01 	656550.22 	716645.4 	727618.78 
THS_NAC,PERS,N_GE4,OUT,CAR,NO	2814290.99 	2226574.63 	2890577.75 	1830409.14 	1348880.84 	: 
THS_NAC,PERS,N_GE4,OUT,CAR,PL	1022852.9 	1162145.59 	1011906.26 	1038297.01 b	1682041.15 	1388522.86 
THS_NAC,PERS,N_GE4,OUT,CAR,PT	16775.62 	15802.37 	14444.03 	13170.74 	20410.65 	10684.17 
THS_NAC,PERS,N_GE4,OUT,CAR,RO	173691.7 	145137.87 	166667.67 	138091.17 	104547.87 	61110.21 
THS_NAC,PERS,N_GE4,OUT,CAR,SE	: 	799601.36 	1266249.2 	1782490.21 	: 	: 
THS_NAC,PERS,N_GE4,OUT,CAR,SI	48583.41 	52945.26 	44913.87 	45252.5 	48884.91 	49592.27 
THS_NAC,PERS,N_GE4,OUT,CAR,SK	70711.15 	75534.31 	73082.52 	44748.91 	52222.93 b	77724.85 
THS_NAC,PERS,N_GE4,OUT,LAND,AT	714223.54 	669186.57 	665904.24 	728013.82 	582076.01 	526420.83 
THS_NAC,PERS,N_GE4,OUT,LAND,BE	390410.07 b	640504.47 	432025.74 	480561.37 	597122.97 	378444.98 
THS_NAC,PERS,N_GE4,OUT,LAND,BG	64260.74 	39179.13 	42628.45 	53645.89 	25472.21 	22018.76 
THS_NAC,PERS,N_GE4,OUT,LAND,CH	: 	638918.76 	716482.13 	650091.64 	780922.49 	774078.37 
THS_NAC,PERS,N_GE4,OUT,LAND,CY	: 	: 	: u	: 	: 	: 
THS_NAC,PERS,N_GE4,OUT,LAND,CZ	5296450.93 	5309318.96 	4932138.13 	5341787.83 	4671086.68 	4884228.38 
THS_NAC,PERS,N_GE4,OUT,LAND,DE	6312069.1 	6325202.6 	5643512.5 	5567912.09 	5757495.39 	5516217.59 
THS_NAC,PERS,N_GE4,OUT,LAND,DK	: 	2039459.46 	1943395.25 	2057172.49 b	1888709.55 b	1500075.84 
THS_NAC,PERS,N_GE4,OUT,LAND,EE	29271.27 	23677.22 	23896 	25331.92 	21249.29 	13878.37 
THS_NAC,PERS,N_GE4,OUT,LAND,EL	: 	12744.87 	13991.89 	18382.71 	20118.94 	21592.37 
THS_NAC,PERS,N_GE4,OUT,LAND,ES	326425.17 	298253.31 	332611.51 b	153384.52 	160641.74 	163192.99 
THS_NAC,PERS,N_GE4,OUT,LAND,EU28	: 	: 	: 	: 	: 	19200763.1 e
THS_NAC,PERS,N_GE4,OUT,LAND,FI	92215.61 	56564.59 	54746.75 	76446.4 	74765.32 	67268.41 
THS_NAC,PERS,N_GE4,OUT,LAND,FR	754926.02 	641028.5 	706420.35 	937253.41 	806545.88 	756816.52 
THS_NAC,PERS,N_GE4,OUT,LAND,HR	465907.49 	408858.14 	681718.68 	637509.36 	601172.21 	743450.61 
THS_NAC,PERS,N_GE4,OUT,LAND,HU	8568114 	6719029 	6882604 	5745237 	0 	2859 
THS_NAC,PERS,N_GE4,OUT,LAND,IE	23797.03 	18942.54 	27387.28 	46043.17 	41219.49 	42379.98 
THS_NAC,PERS,N_GE4,OUT,LAND,IT	240519.71 	248522.18 	319272.2 	283919.58 b	353556.88 	325379.8 
THS_NAC,PERS,N_GE4,OUT,LAND,LT	35173.96 	37618.35 	44299.16 	44262.88 	117269.42 	122258.63 
THS_NAC,PERS,N_GE4,OUT,LAND,LU	: 	54405.25 	57868.88 	56789.06 	63412.14 	57736.77 
THS_NAC,PERS,N_GE4,OUT,LAND,LV	: 	23241.39 	26376.27 	37127.04 	42489.83 	25286.39 
THS_NAC,PERS,N_GE4,OUT,LAND,NL	810240.81 	786303.61 	794220.17 	795916 	896717.02 	915782.54 
THS_NAC,PERS,N_GE4,OUT,LAND,NO	3343397.2 	2855769.79 	3495271.93 	2486648.68 	1610710.33 	: 
THS_NAC,PERS,N_GE4,OUT,LAND,PL	1869053.11 	1900540 	1852014.98 	1712362.91 b	2392842.31 	2240390.37 
THS_NAC,PERS,N_GE4,OUT,LAND,PT	23869.9 	20573.23 	21982.23 	20980.24 	28175.83 	15728.74 
THS_NAC,PERS,N_GE4,OUT,LAND,RO	269024.22 	259965.64 	316588.45 	330987.73 	289704.44 	219600.64 
THS_NAC,PERS,N_GE4,OUT,LAND,SE	: 	1278389.06 	2192514.96 	2693783.91 	: 	: 
THS_NAC,PERS,N_GE4,OUT,LAND,SI	56715.61 	64068.24 	55672.66 	55497.88 	57576.59 	59127.12 
THS_NAC,PERS,N_GE4,OUT,LAND,SK	105688.48 	109344.39 	105681.76 	75316.12 	90245.83 b	127839.99 
THS_NAC,PERS,N_GE4,OUT,LAND,UK	: 	: 	: 	: 	426095.58 	: u
THS_NAC,PERS,N_GE4,OUT,OTH,AT	39593.32 	26959.13 	39993.82 u	23098.15 u	16620.39 u	11620.57 u
THS_NAC,PERS,N_GE4,OUT,OTH,BE	: u	1177.91 	: u	6335.67 u	35308.64 	: u
THS_NAC,PERS,N_GE4,OUT,OTH,BG	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N_GE4,OUT,OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,OUT,OTH,CZ	: c	: u	: 	: u	: u	: u
THS_NAC,PERS,N_GE4,OUT,OTH,DE	359916.86 u	431671.9 u	153432.5 u	115144.55 u	218058.28 u	157406.57 u
THS_NAC,PERS,N_GE4,OUT,OTH,DK	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,OUT,OTH,EE	: c	: 	: u	: u	: 	: u
THS_NAC,PERS,N_GE4,OUT,OTH,EL	: 	: u	: 	: u	: 	: 
THS_NAC,PERS,N_GE4,OUT,OTH,ES	: c	: 	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,OUT,OTH,EU28	: 	: 	: 	: 	: 	608286.98 e
THS_NAC,PERS,N_GE4,OUT,OTH,FR	: u	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,OUT,OTH,HR	: u	: 	: u	: u	: u	: u
