unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PROF,N1-3,WORLD,TOTAL,SE	: 	1910878.49 	1560317.37 	1428056.36 	: 	: 
THS_EUR,PROF,N1-3,WORLD,TOTAL,SI	174702.24 	125306.84 	137231.56 	134579.64 	112780.08 	139596.86 
THS_EUR,PROF,N1-3,WORLD,TOTAL,SK	360093.61 	204351.63 u	143322.11 u	208862.33 u	99092.41 bu	168612.88 
THS_EUR,PROF,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	5001309.53 	: u
THS_EUR,PROF,N1-3,WORLD,UNK,AT	1232002.97 	1294071.07 	1296613 	1441329.27 	1495320.6 	1339622.12 
THS_EUR,PROF,N1-3,WORLD,UNK,BE	449583.05 b	514929.78 	306741.29 	258474.21 	375018.84 	429850.12 
THS_EUR,PROF,N1-3,WORLD,UNK,BG	24860.22 	21411.07 	16100.37 	20351.69 	18864.97 	14768.95 
THS_EUR,PROF,N1-3,WORLD,UNK,CH	: 	496427.31 	558382.83 	438437.33 	699392.38 	921159.84 
THS_EUR,PROF,N1-3,WORLD,UNK,CY	104018.59 	94255.79 	72084.06 	65295.89 	73023.97 	77933.27 
THS_EUR,PROF,N1-3,WORLD,UNK,CZ	162054.99 	197390.49 	123159.79 	122522.48 	197051.78 	183503.58 
THS_EUR,PROF,N1-3,WORLD,UNK,DE	12071833.85 	11858985.35 	11502966.51 	10857174.25 	13028035.38 	15437713.95 
THS_EUR,PROF,N1-3,WORLD,UNK,DK	: 	761113.93 	1135535.48 	797993.15 b	1012234.13 b	1332185.06 
THS_EUR,PROF,N1-3,WORLD,UNK,EA	: 	: 	: 	: 	25582420.48 e	29908826.01 e
THS_EUR,PROF,N1-3,WORLD,UNK,EL	: 	44474.14 	55673.38 	55206.84 	70587.97 	41938.55 
THS_EUR,PROF,N1-3,WORLD,UNK,ES	2128937.82 	2221895.88 	1422267.42 b	843467.81 	1030257.65 	1029569.32 
THS_EUR,PROF,N1-3,WORLD,UNK,EU27	: 	: 	: 	: 	33263354.6 e	39100735.93 e
THS_EUR,PROF,N1-3,WORLD,UNK,EU28	: 	: 	: 	: 	33490172.79 e	39292908.59 e
THS_EUR,PROF,N1-3,WORLD,UNK,FI	1888312.48 	1853316.3 	1706749.41 	1828755.72 	1877160.27 	2231475.91 
THS_EUR,PROF,N1-3,WORLD,UNK,FR	5999734.6 	4261136.86 	4371969.83 	5061730.21 	5150141.06 	5159616.5 
THS_EUR,PROF,N1-3,WORLD,UNK,HR	158138.07 	218096.13 	208297.07 	285991.28 	227683.04 	194720.46 
THS_EUR,PROF,N1-3,WORLD,UNK,HU	142028.83 	137481.24 	143555.31 	112835.36 	121007.99 	122180.81 
THS_EUR,PROF,N1-3,WORLD,UNK,IE	422844.5 	433942.99 	450787.37 	347902.71 	333762.67 	266447.68 
THS_EUR,PROF,N1-3,WORLD,UNK,IT	1276279.41 	1531438.17 	1646942.77 	1080956.35 b	1618561.78 	2569536.85 
THS_EUR,PROF,N1-3,WORLD,UNK,LT	86918.12 	82541.36 	76366.83 	70844.84 	64439.2 	51000.6 
THS_EUR,PROF,N1-3,WORLD,UNK,LU	: 	113462.88 	125586.74 	160101 	130891.89 	116635.07 
THS_EUR,PROF,N1-3,WORLD,UNK,LV	: 	39617.01 	42442.98 	37931.9 	58208.16 	45346.63 
THS_EUR,PROF,N1-3,WORLD,UNK,MT	46532.03 	29184.67 	30881.25 	26114.83 b	22589.87 	21153.31 
THS_EUR,PROF,N1-3,WORLD,UNK,NL	: 	: 	: 	: 	: 	706954.6 
THS_EUR,PROF,N1-3,WORLD,UNK,NO	2394510.86 	2275432.46 	2279408.85 	2404644.69 	1915999.97 	: 
THS_EUR,PROF,N1-3,WORLD,UNK,PL	383132.05 	316395.54 	251460.52 	255856.16 b	691105.85 	1301173.92 
THS_EUR,PROF,N1-3,WORLD,UNK,PT	150174.18 	163490.72 	127304.93 	134693.94 	61923.87 	61853.44 
THS_EUR,PROF,N1-3,WORLD,UNK,RO	: 	: 	: 	: 	: 	2290.83 u
THS_EUR,PROF,N1-3,WORLD,UNK,SE	: 	1910878.49 	1560317.37 	1428056.36 	: 	: 
THS_EUR,PROF,N1-3,WORLD,UNK,SI	174702.24 	125306.84 	137231.56 	134579.64 	112780.08 	139596.86 
THS_EUR,PROF,N1-3,WORLD,UNK,SK	360093.61 	204351.63 u	143322.11 u	208862.33 u	99092.41 bu	168612.88 
THS_EUR,PROF,N1-3,WORLD,UNK,UK	: 	: 	: 	: 	5001309.53 	: u
THS_EUR,PROF,N_GE1,DOM,Q1,EA	: 	: 	: 	: 	16182.39 e	2282.82 e
THS_EUR,PROF,N_GE1,DOM,Q1,EE	: c	3736.66 u	1987.63 u	1085.3 u	3497.76 	2282.54 u
THS_EUR,PROF,N_GE1,DOM,Q1,EU27	: 	: 	: 	: 	46488.31 e	2325.34 u
THS_EUR,PROF,N_GE1,DOM,Q1,EU28	: 	: 	: 	: 	46481.91 e	2324.97 u
THS_EUR,PROF,N_GE1,DOM,Q1,NL	61887.08 u	36802.45 u	13165.36 u	: u	12682.64 u	: 
THS_EUR,PROF,N_GE1,DOM,Q1,RO	22206.48 	22208.35 	34628.56 	21539.05 	29555.33 	: 
THS_EUR,PROF,N_GE1,DOM,Q2,EA	: 	: 	: 	: 	36690.45 e	892.3 e
THS_EUR,PROF,N_GE1,DOM,Q2,EE	6151.2 u	2885.94 u	4419.89 	3857.18 	1358.02 u	892.19 u
THS_EUR,PROF,N_GE1,DOM,Q2,EU27	: 	: 	: 	: 	75975.36 e	908.92 u
THS_EUR,PROF,N_GE1,DOM,Q2,EU28	: 	: 	: 	: 	75964.9 e	908.78 u
THS_EUR,PROF,N_GE1,DOM,Q2,NL	26404.92 u	19501.67 u	19239.65 u	35231.12 	35327.93 	: 
THS_EUR,PROF,N_GE1,DOM,Q2,RO	46881.74 	32799.52 	45428.52 	40427.37 	38059.48 	: 
THS_EUR,PROF,N_GE1,DOM,Q3,EA	: 	: 	: 	: 	120255.75 e	3833 e
THS_EUR,PROF,N_GE1,DOM,Q3,EE	10749.95 u	13613.63 	14098.47 	11111.01 	5032.04 	3832.53 u
THS_EUR,PROF,N_GE1,DOM,Q3,EU27	: 	: 	: 	: 	131615.18 e	3904.4 u
THS_EUR,PROF,N_GE1,DOM,Q3,EU28	: 	: 	: 	: 	131597.06 e	3903.78 u
THS_EUR,PROF,N_GE1,DOM,Q3,NL	113744.25 	148532.83 	102081.31 	78044.53 	115208.95 	: 
THS_EUR,PROF,N_GE1,DOM,Q3,RO	25019.53 	17668.47 	15264.74 	11355.52 	9243.53 	: 
THS_EUR,PROF,N_GE1,DOM,Q4,EA	: 	: 	: 	: 	106001.67 e	3520.09 e
THS_EUR,PROF,N_GE1,DOM,Q4,EE	30247.43 	28929.23 	14368.4 	14707.74 	7351.15 	3519.66 
THS_EUR,PROF,N_GE1,DOM,Q4,EU27	: 	: 	: 	: 	108760.92 e	3585.66 e
THS_EUR,PROF,N_GE1,DOM,Q4,EU28	: 	: 	: 	: 	108745.94 e	3585.1 e
THS_EUR,PROF,N_GE1,DOM,Q4,NL	192745.97 	120937.34 	81581.29 	81385.28 	98637.52 	: 
THS_EUR,PROF,N_GE1,DOM,Q4,RO	: c	: u	: u	: u	: u	: 
THS_EUR,PROF,N_GE1,DOM,TOTAL,AT	661394.47 	755626.18 	623619.84 	632594.18 	642221.06 	620496.39 
THS_EUR,PROF,N_GE1,DOM,TOTAL,BE	27184.4 b	26083.71 	29114.34 	8955.91 	19246.36 	49933.53 
THS_EUR,PROF,N_GE1,DOM,TOTAL,BG	18028.66 	16036.97 	13510.27 	20533.71 	14853.96 	12435.02 
THS_EUR,PROF,N_GE1,DOM,TOTAL,CH	: 	160588.76 	193072.46 	96403.54 u	244187.21 u	155205.57 u
THS_EUR,PROF,N_GE1,DOM,TOTAL,CY	: c	2594.96 u	3470.39 u	4402.4 u	10057.41 	3159.51 
THS_EUR,PROF,N_GE1,DOM,TOTAL,CZ	117005.02 	114636.15 	85787.72 	86988.79 	127397.71 	99720.7 
THS_EUR,PROF,N_GE1,DOM,TOTAL,DE	10657739.18 	11377277.35 	12455663.79 	11322125.45 	12268626.6 	12641318.42 
THS_EUR,PROF,N_GE1,DOM,TOTAL,DK	: 	402901.3 	549617.14 	333402.34 b	439705.15 b	310229 
THS_EUR,PROF,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	24590207.56 e	26454003.03 e
THS_EUR,PROF,N_GE1,DOM,TOTAL,EE	49167.16 	49165.46 	34874.4 	30761.23 	17238.97 	10526.91 
THS_EUR,PROF,N_GE1,DOM,TOTAL,EL	: 	82814.44 	73363.41 	84680.93 	89886.54 	57816.85 
THS_EUR,PROF,N_GE1,DOM,TOTAL,ES	2246151.23 	2586749.24 	1588845.93 b	1311923.99 	1674768.36 	1998739.68 
THS_EUR,PROF,N_GE1,DOM,TOTAL,EU27	: 	: 	: 	: 	31372496.26 e	34889411.71 e
THS_EUR,PROF,N_GE1,DOM,TOTAL,EU28	: 	: 	: 	: 	31531213.5 e	35032415.1 e
THS_EUR,PROF,N_GE1,DOM,TOTAL,FI	1199360.81 	1258223.34 	1101846.05 	1132450.61 	1243300.94 	1384201.62 
THS_EUR,PROF,N_GE1,DOM,TOTAL,FR	6862142.57 	4963838.2 	4925518.94 	6220439.93 	6504541.32 	6463649.81 
THS_EUR,PROF,N_GE1,DOM,TOTAL,HR	149572.01 	106048.84 	124089.3 	142351.91 	160419.18 	145796.47 
THS_EUR,PROF,N_GE1,DOM,TOTAL,HU	19355.03 	17513.65 	21303.11 	20495.44 	23438.85 	37521.1 
THS_EUR,PROF,N_GE1,DOM,TOTAL,IE	121384.4 	103883.11 	94422.57 	95905.92 	77230.09 	72970.24 
THS_EUR,PROF,N_GE1,DOM,TOTAL,IT	1508015.35 	1453186.52 	1566931.98 	1039578.04 b	1544317.43 	2530233.75 
THS_EUR,PROF,N_GE1,DOM,TOTAL,LT	30155.33 	27174.9 	26363.08 	20778.35 	20675.4 	14361.9 
THS_EUR,PROF,N_GE1,DOM,TOTAL,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,DOM,TOTAL,LV	: 	5099.23 u	5770.31 u	9548.98 u	12650.57 	11475.59 
THS_EUR,PROF,N_GE1,DOM,TOTAL,MT	873.69 	1159.46 u	389.18 u	: u	: u	: u
THS_EUR,PROF,N_GE1,DOM,TOTAL,NL	394782.23 	325774.28 	216067.6 	205836.94 	261857.04 	294610.95 
THS_EUR,PROF,N_GE1,DOM,TOTAL,NO	2224704.37 	1771577.68 	1855377.91 	2227502.96 	1512478.05 	: 
THS_EUR,PROF,N_GE1,DOM,TOTAL,PL	300725.56 	257269.23 	243099.28 	222693.63 b	657568.04 	977075.63 
THS_EUR,PROF,N_GE1,DOM,TOTAL,PT	134091.08 	149042.78 	123761.05 	104650.02 	71142.08 	64719.52 
THS_EUR,PROF,N_GE1,DOM,TOTAL,RO	98661.14 	73853.52 	95925.61 	73801.06 	77869.91 	66070.59 
THS_EUR,PROF,N_GE1,DOM,TOTAL,SE	: 	1951261.47 	1387889.79 	1446748.33 	: 	: 
THS_EUR,PROF,N_GE1,DOM,TOTAL,SI	23107.64 	23198.75 	18183.83 	21897.52 	20145.68 	19640.02 
THS_EUR,PROF,N_GE1,DOM,TOTAL,SK	101175.01 	123511.31 u	107777.17 u	: u	94999.05 bu	148978.78 
THS_EUR,PROF,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	4944793.2 	: u
THS_EUR,PROF,N_GE1,DOM,UNK,AT	661394.47 	755626.18 	623619.84 	632594.18 	642221.06 	620496.39 
THS_EUR,PROF,N_GE1,DOM,UNK,BE	27184.4 b	26083.71 	29114.34 	8955.91 	19246.36 	49933.53 
THS_EUR,PROF,N_GE1,DOM,UNK,BG	18028.66 	16036.97 	13510.27 	20533.71 	14853.96 	12435.02 
THS_EUR,PROF,N_GE1,DOM,UNK,CH	: 	160588.76 	193072.46 	96403.54 u	244187.21 u	155205.57 u
THS_EUR,PROF,N_GE1,DOM,UNK,CY	: c	2594.96 u	3470.39 u	4402.4 u	10057.41 	3159.51 
THS_EUR,PROF,N_GE1,DOM,UNK,CZ	117005.02 	114636.15 	85787.72 	86988.79 	127397.71 	99720.7 
THS_EUR,PROF,N_GE1,DOM,UNK,DE	10657739.18 	11377277.35 	12455663.79 	11322125.45 	12268626.6 	12641318.42 
THS_EUR,PROF,N_GE1,DOM,UNK,DK	: 	402901.3 	549617.14 	333402.34 b	439705.15 b	310229 
THS_EUR,PROF,N_GE1,DOM,UNK,EA	: 	: 	: 	: 	24311077.3 e	26443474.82 e
THS_EUR,PROF,N_GE1,DOM,UNK,EL	: 	82814.44 	73363.41 	84680.93 	89886.54 	57816.85 
THS_EUR,PROF,N_GE1,DOM,UNK,ES	2246151.23 	2586749.24 	1588845.93 b	1311923.99 	1674768.36 	1998739.68 
THS_EUR,PROF,N_GE1,DOM,UNK,EU27	: 	: 	: 	: 	31009656.5 e	34878687.39 e
THS_EUR,PROF,N_GE1,DOM,UNK,EU28	: 	: 	: 	: 	31168423.69 e	35021692.47 e
THS_EUR,PROF,N_GE1,DOM,UNK,FI	1199360.81 	1258223.34 	1101846.05 	1132450.61 	1243300.94 	1384201.62 
THS_EUR,PROF,N_GE1,DOM,UNK,FR	6862142.57 	4963838.2 	4925518.94 	6220439.93 	6504541.32 	6463649.81 
THS_EUR,PROF,N_GE1,DOM,UNK,HR	149572.01 	106048.84 	124089.3 	142351.91 	160419.18 	145796.47 
THS_EUR,PROF,N_GE1,DOM,UNK,HU	19355.03 	17513.65 	21303.11 	20495.44 	23438.85 	37521.1 
THS_EUR,PROF,N_GE1,DOM,UNK,IE	121384.4 	103883.11 	94422.57 	95905.92 	77230.09 	72970.24 
THS_EUR,PROF,N_GE1,DOM,UNK,IT	1508015.35 	1453186.52 	1566931.98 	1039578.04 b	1544317.43 	2530233.75 
THS_EUR,PROF,N_GE1,DOM,UNK,LT	30155.33 	27174.9 	26363.08 	20778.35 	20675.4 	14361.9 
THS_EUR,PROF,N_GE1,DOM,UNK,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,DOM,UNK,LV	: 	5099.23 u	5770.31 u	9548.98 u	12650.57 	11475.59 
THS_EUR,PROF,N_GE1,DOM,UNK,MT	873.69 	1159.46 u	389.18 u	: u	: u	: u
THS_EUR,PROF,N_GE1,DOM,UNK,NL	: 	: 	: 	: 	: 	294610.95 
THS_EUR,PROF,N_GE1,DOM,UNK,NO	2224704.37 	1771577.68 	1855377.91 	2227502.96 	1512478.05 	: 
THS_EUR,PROF,N_GE1,DOM,UNK,PL	300725.56 	257269.23 	243099.28 	222693.63 b	657568.04 	977075.63 
THS_EUR,PROF,N_GE1,DOM,UNK,PT	134091.08 	149042.78 	123761.05 	104650.02 	71142.08 	64719.52 
THS_EUR,PROF,N_GE1,DOM,UNK,RO	: 	: 	: 	: 	: 	66070.59 
THS_EUR,PROF,N_GE1,DOM,UNK,SE	: 	1951261.47 	1387889.79 	1446748.33 	: 	: 
THS_EUR,PROF,N_GE1,DOM,UNK,SI	23107.64 	23198.75 	18183.83 	21897.52 	20145.68 	19640.02 
THS_EUR,PROF,N_GE1,DOM,UNK,SK	101175.01 	123511.31 u	107777.17 u	: u	94999.05 bu	148978.78 
THS_EUR,PROF,N_GE1,DOM,UNK,UK	: 	: 	: 	: 	4944793.2 	: u
THS_EUR,PROF,N_GE1,OUT,Q1,EA	: 	: 	: 	: 	77875.5 e	: u
THS_EUR,PROF,N_GE1,OUT,Q1,EE	10682.14 u	: u	11967.16 u	11978.19 u	16773.46 u	: u
THS_EUR,PROF,N_GE1,OUT,Q1,EU27	: 	: 	: 	: 	80565.27 e	: u
THS_EUR,PROF,N_GE1,OUT,Q1,EU28	: 	: 	: 	: 	80554.18 e	: u
THS_EUR,PROF,N_GE1,OUT,Q1,NL	269737.11 	30318.64 u	88873.96 u	: u	61092.48 u	: 
THS_EUR,PROF,N_GE1,OUT,Q1,RO	: c	: u	: u	: u	: u	: 
THS_EUR,PROF,N_GE1,OUT,Q2,EA	: 	: 	: 	: 	100811.29 e	: u
THS_EUR,PROF,N_GE1,OUT,Q2,EE	36496.94 u	26407.23 u	21596.43 u	40252.21 	16471.43 u	: u
THS_EUR,PROF,N_GE1,OUT,Q2,EU27	: 	: 	: 	: 	103578.28 e	: u
THS_EUR,PROF,N_GE1,OUT,Q2,EU28	: 	: 	: 	: 	103564.02 e	: u
THS_EUR,PROF,N_GE1,OUT,Q2,NL	215282.94 	60744.29 u	57776.93 u	151309.92 	84327.5 u	: 
THS_EUR,PROF,N_GE1,OUT,Q2,RO	: c	: u	: u	: 	: u	: 
THS_EUR,PROF,N_GE1,OUT,Q3,EA	: 	: 	: 	: 	286763.78 e	11206.44 e
THS_EUR,PROF,N_GE1,OUT,Q3,EE	35364.7 	73383.32 	58468.08 	65731.33 	22441.47 	11205.06 u
THS_EUR,PROF,N_GE1,OUT,Q3,EU27	: 	: 	: 	: 	291446.68 e	11415.2 u
THS_EUR,PROF,N_GE1,OUT,Q3,EU28	: 	: 	: 	: 	291406.56 e	11413.39 u
THS_EUR,PROF,N_GE1,OUT,Q3,NL	622067.14 	420802.3 	338374.21 	314114.83 	264287.12 	: 
THS_EUR,PROF,N_GE1,OUT,Q3,RO	: c	: u	: u	: u	: 	: 
THS_EUR,PROF,N_GE1,OUT,Q4,EA	: 	: 	: 	: 	912376.19 e	72907.95 e
THS_EUR,PROF,N_GE1,OUT,Q4,EE	176401.25 	180868.54 	138436.18 	124265.33 	77910.5 	72898.98 
THS_EUR,PROF,N_GE1,OUT,Q4,EU27	: 	: 	: 	: 	927275.46 e	74266.08 e
THS_EUR,PROF,N_GE1,OUT,Q4,EU28	: 	: 	: 	: 	927147.8 e	74254.36 e
THS_EUR,PROF,N_GE1,OUT,Q4,NL	1428029.76 	790452.92 	586687.18 	616715.07 	834353.74 	: 
THS_EUR,PROF,N_GE1,OUT,Q4,RO	: c	: 	: 	: 	: 	: 
THS_EUR,PROF,N_GE1,OUT,TOTAL,AT	1688316.02 	1856231.16 	1916606.54 	2166124.76 	2041645.07 	1779502.25 
THS_EUR,PROF,N_GE1,OUT,TOTAL,BE	1092374.75 b	1243883.8 	817128.94 	742649.94 	1163377.53 	1304044.76 
THS_EUR,PROF,N_GE1,OUT,TOTAL,BG	40511.85 u	33436.81 u	25761.46 u	16011 u	29896.68 	29320.17 u
THS_EUR,PROF,N_GE1,OUT,TOTAL,CH	: 	1261297.84 	1570218.85 	845737.18 	1325820.5 	1925342.4 
THS_EUR,PROF,N_GE1,OUT,TOTAL,CY	311341.25 	249630.53 	227370.92 	241375.41 	210917.51 	212165.45 
THS_EUR,PROF,N_GE1,OUT,TOTAL,CZ	250216.87 	182232.54 	211275.42 	172868.92 	209525.27 	280502.24 
THS_EUR,PROF,N_GE1,OUT,TOTAL,DE	15002601.3 	14136900.15 	12210214.88 	11707867.06 	15587561.23 	17693520.37 
THS_EUR,PROF,N_GE1,OUT,TOTAL,DK	: 	858044.32 	1353069.61 	1335432.65 b	1190688.95 b	1871991.34 
THS_EUR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	29225610.89 e	31871354.39 e
THS_EUR,PROF,N_GE1,OUT,TOTAL,EE	258945.04 	286931.01 	230467.84 	242227.05 	133596.86 	101411.95 
THS_EUR,PROF,N_GE1,OUT,TOTAL,EL	: 	80890.67 	65988.24 	67558.97 	107818.28 	42449.62 
THS_EUR,PROF,N_GE1,OUT,TOTAL,ES	1964537.74 	1987765.12 	1114785.82 b	693725.08 	808699.77 	671500.7 
THS_EUR,PROF,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	37849178.47 e	41147020.18 e
THS_EUR,PROF,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	38253840.91 e	41434009.81 e
THS_EUR,PROF,N_GE1,OUT,TOTAL,FI	1931935.46 	1942777.37 	1875492.34 	1734661.17 	1750862.98 	2304550.98 
THS_EUR,PROF,N_GE1,OUT,TOTAL,FR	3430258 	2733140.86 	2994375.59 	3190243.14 	3308549.62 	2951603.09 
THS_EUR,PROF,N_GE1,OUT,TOTAL,HR	350930.83 	261553 	483327.2 	450514.85 	403293.56 	288123.63 
THS_EUR,PROF,N_GE1,OUT,TOTAL,HU	285672.28 	303496.25 	290015.58 	218954.61 	200645.32 	205792.46 
THS_EUR,PROF,N_GE1,OUT,TOTAL,IE	904886.81 	1073120.06 	854120.62 	736144.67 	731140.52 	573211.89 
THS_EUR,PROF,N_GE1,OUT,TOTAL,IT	1407977.38 	1150651.61 	1382731.22 	1259578.14 b	1012557.57 	2382388.35 
THS_EUR,PROF,N_GE1,OUT,TOTAL,LT	214131.28 	201844.01 	184339.69 	173593.21 	165843.26 	147912.23 
THS_EUR,PROF,N_GE1,OUT,TOTAL,LU	: 	219593.55 	244948.23 	308186.89 	285848.85 	249478.15 
THS_EUR,PROF,N_GE1,OUT,TOTAL,LV	: 	94038.87 	90545.14 	59355.46 	120442.99 	99064.03 
THS_EUR,PROF,N_GE1,OUT,TOTAL,MT	90697.99 	59857.04 	78448.98 	62930.61 b	70217.97 	65521.6 
THS_EUR,PROF,N_GE1,OUT,TOTAL,NL	2535116.95 	1302318.15 	1071712.27 	1155611.17 	1244060.83 	1043232.9 
THS_EUR,PROF,N_GE1,OUT,TOTAL,NO	1381303.79 	1718935.46 	1367226.97 	1163739.73 	1057356.3 	: 
THS_EUR,PROF,N_GE1,OUT,TOTAL,PL	740593.24 	598342.73 	575971.47 	591005.23 b	1213420.46 	2091662.7 
THS_EUR,PROF,N_GE1,OUT,TOTAL,PT	183695.58 	204659.33 	212501.18 	199503.98 	105965.06 	100408.05 
THS_EUR,PROF,N_GE1,OUT,TOTAL,RO	: c	: u	: u	: u	: u	: u
THS_EUR,PROF,N_GE1,OUT,TOTAL,SE	: 	396186.17 	610094.56 	603127.14 	: 	: 
THS_EUR,PROF,N_GE1,OUT,TOTAL,SI	283625.65 	265817.85 	264082.53 	249271.35 	212955.76 	250434.51 
THS_EUR,PROF,N_GE1,OUT,TOTAL,SK	331598.69 u	: u	294335.38 u	: u	253158.23 bu	126501.59 u
THS_EUR,PROF,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	5043842.05 	: u
THS_EUR,PROF,N_GE1,OUT,UNK,AT	1688316.02 	1856231.16 	1916606.54 	2166124.76 	2041645.07 	1779502.25 
THS_EUR,PROF,N_GE1,OUT,UNK,BE	1092374.75 b	1243883.8 	817128.94 	742649.94 	1163377.53 	1304044.76 
THS_EUR,PROF,N_GE1,OUT,UNK,BG	40511.85 u	33436.81 u	25761.46 u	16011 u	29896.68 	29320.17 u
THS_EUR,PROF,N_GE1,OUT,UNK,CH	: 	1261297.84 	1570218.85 	845737.18 	1325820.5 	1925342.4 
THS_EUR,PROF,N_GE1,OUT,UNK,CY	311341.25 	249630.53 	227370.92 	241375.41 	210917.51 	212165.45 
THS_EUR,PROF,N_GE1,OUT,UNK,CZ	250216.87 	182232.54 	211275.42 	172868.92 	209525.27 	280502.24 
THS_EUR,PROF,N_GE1,OUT,UNK,DE	15002601.3 	14136900.15 	12210214.88 	11707867.06 	15587561.23 	17693520.37 
THS_EUR,PROF,N_GE1,OUT,UNK,DK	: 	858044.32 	1353069.61 	1335432.65 b	1190688.95 b	1871991.34 
THS_EUR,PROF,N_GE1,OUT,UNK,EA	: 	: 	: 	: 	27847784.14 e	31769929.96 e
THS_EUR,PROF,N_GE1,OUT,UNK,EL	: 	80890.67 	65988.24 	67558.97 	107818.28 	42449.62 
THS_EUR,PROF,N_GE1,OUT,UNK,ES	1964537.74 	1987765.12 	1114785.82 b	693725.08 	808699.77 	671500.7 
THS_EUR,PROF,N_GE1,OUT,UNK,EU27	: 	: 	: 	: 	36446312.78 e	41043706.42 e
THS_EUR,PROF,N_GE1,OUT,UNK,EU28	: 	: 	: 	: 	36851168.36 e	41330712.35 e
THS_EUR,PROF,N_GE1,OUT,UNK,FI	1931935.46 	1942777.37 	1875492.34 	1734661.17 	1750862.98 	2304550.98 
THS_EUR,PROF,N_GE1,OUT,UNK,FR	3430258 	2733140.86 	2994375.59 	3190243.14 	3308549.62 	2951603.09 
THS_EUR,PROF,N_GE1,OUT,UNK,HR	350930.83 	261553 	483327.2 	450514.85 	403293.56 	288123.63 
THS_EUR,PROF,N_GE1,OUT,UNK,HU	285672.28 	303496.25 	290015.58 	218954.61 	200645.32 	205792.46 
THS_EUR,PROF,N_GE1,OUT,UNK,IE	904886.81 	1073120.06 	854120.62 	736144.67 	731140.52 	573211.89 
THS_EUR,PROF,N_GE1,OUT,UNK,IT	1407977.38 	1150651.61 	1382731.22 	1259578.14 b	1012557.57 	2382388.35 
THS_EUR,PROF,N_GE1,OUT,UNK,LT	214131.28 	201844.01 	184339.69 	173593.21 	165843.26 	147912.23 
THS_EUR,PROF,N_GE1,OUT,UNK,LU	: 	219593.55 	244948.23 	308186.89 	285848.85 	249478.15 
THS_EUR,PROF,N_GE1,OUT,UNK,LV	: 	94038.87 	90545.14 	59355.46 	120442.99 	99064.03 
THS_EUR,PROF,N_GE1,OUT,UNK,MT	90697.99 	59857.04 	78448.98 	62930.61 b	70217.97 	65521.6 
THS_EUR,PROF,N_GE1,OUT,UNK,NL	: 	: 	: 	: 	: 	1043232.9 
THS_EUR,PROF,N_GE1,OUT,UNK,NO	1381303.79 	1718935.46 	1367226.97 	1163739.73 	1057356.3 	: 
THS_EUR,PROF,N_GE1,OUT,UNK,PL	740593.24 	598342.73 	575971.47 	591005.23 b	1213420.46 	2091662.7 
THS_EUR,PROF,N_GE1,OUT,UNK,PT	183695.58 	204659.33 	212501.18 	199503.98 	105965.06 	100408.05 
THS_EUR,PROF,N_GE1,OUT,UNK,RO	: 	: 	: 	: 	: 	: u
THS_EUR,PROF,N_GE1,OUT,UNK,SE	: 	396186.17 	610094.56 	603127.14 	: 	: 
THS_EUR,PROF,N_GE1,OUT,UNK,SI	283625.65 	265817.85 	264082.53 	249271.35 	212955.76 	250434.51 
THS_EUR,PROF,N_GE1,OUT,UNK,SK	331598.69 u	: u	294335.38 u	: u	253158.23 bu	126501.59 u
THS_EUR,PROF,N_GE1,OUT,UNK,UK	: 	: 	: 	: 	5043842.05 	: u
THS_EUR,PROF,N_GE1,WORLD,Q1,EA	: 	: 	: 	: 	94057.88 e	12585.93 e
THS_EUR,PROF,N_GE1,WORLD,Q1,EE	12700.72 u	10008.58 u	13954.8 	13063.49 	20271.22 	12584.38 
THS_EUR,PROF,N_GE1,WORLD,Q1,EU27	: 	: 	: 	: 	127053.57 e	12820.38 e
THS_EUR,PROF,N_GE1,WORLD,Q1,EU28	: 	: 	: 	: 	127036.08 e	12818.36 e
THS_EUR,PROF,N_GE1,WORLD,Q1,NL	331624.19 	67121.08 	102039.32 	84647.36 u	73775.12 	: 
THS_EUR,PROF,N_GE1,WORLD,Q1,RO	23009.97 	22361.38 	34842.12 	21760.63 	30950.42 	: 
THS_EUR,PROF,N_GE1,WORLD,Q2,EA	: 	: 	: 	: 	137501.74 e	7899.22 e
THS_EUR,PROF,N_GE1,WORLD,Q2,EE	42648.14 	29293.18 	26016.32 	44109.39 	17829.45 	7898.25 u
THS_EUR,PROF,N_GE1,WORLD,Q2,EU27	: 	: 	: 	: 	179553.64 e	8046.36 u
THS_EUR,PROF,N_GE1,WORLD,Q2,EU28	: 	: 	: 	: 	179528.92 e	8045.09 u
THS_EUR,PROF,N_GE1,WORLD,Q2,NL	241687.86 	80245.97 	77016.57 	186541.04 	119655.42 	: 
