unit,purpose,duration,partner,quantile,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,MT	510705.06 	461354.87 	385777.15 	348174.29 b	366212.66 	334210.43 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,NL	21470379.78 	16062014.63 	14940665.13 	14855608.06 	15101673.93 	15668470.62 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,NO	19249007.21 	17455206.63 	17609568.18 	18252922.54 	15806146.14 	: 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,PL	12512569.85 	10939430.1 	10063889.05 	9120319.57 b	13802410.59 	15489342.86 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,PT	2717228.57 	2312874.94 	2550848.92 	2163599.55 	1625038.33 	1598904.38 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,RO	2424755.78 	2167535.25 	1976695.25 	1868296.81 	1868395.56 	1737565.67 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,SE	: 	10040691.9 	10700700.13 	9674129.95 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,SI	1186481.76 	1151198.64 	1104883.11 	1035944.83 	1000319.91 	1036224.77 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,SK	2736816.37 	2315696.48 	2263040.42 	1817972.72 	1774526.52 b	2419841 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	61213106.16 	: u
THS_EUR,TOTAL,N_GE1,WORLD,UNK,AT	14808029.38 	14556378.77 	13455007.91 	13654733.23 	13683565.68 	12696610.95 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,BE	8660548.08 b	9912538.26 	8117519.49 	8071661.68 	9277311.68 	6986821.99 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,BG	833743.81 	585072.76 	507322.68 	582695.42 	546299.38 	495291.31 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,CH	: 	16930898.77 	15818265.93 	13321937.52 	14561551.12 	13908139.91 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,CY	1679033.62 	1415360.18 	1215471.85 	1338269.02 	1213572.73 	887872.5 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,CZ	5003415.1 	4393860.6 	3915265.46 	3606171.01 	3971539.29 	4021645.64 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,DE	128906460.24 	120092108.31 	114495446.75 	111385940.48 	120785493.63 	116185659.75 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,DK	: 	12244282.28 	11139683.45 	11895290.37 b	10198120.38 b	8506395.39 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	298615990.56 e	308397165.66 e
THS_EUR,TOTAL,N_GE1,WORLD,UNK,EL	: 	1804559.64 	1706122.56 	1823813.15 	1705841.75 	1459330.43 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,ES	38064187.38 	36038090.44 	31374102.59 b	24347206 	25067969.68 	24461408.13 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,EU27	: 	: 	: 	: 	395654593.91 e	401817076.63 e
THS_EUR,TOTAL,N_GE1,WORLD,UNK,EU28	: 	: 	: 	: 	397834739.97 e	403630366.49 e
THS_EUR,TOTAL,N_GE1,WORLD,UNK,FI	13792729.12 	13430797.27 	13253544.8 	13091505.35 	13429712.3 	14347990.79 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,FR	82126199.28 	71177880.5 	70390959.91 	79586393.41 	76763673.01 	74986668.63 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,HR	1569964.34 	1211129.52 	1957027.27 	1875131.22 	2198744.96 	1842421.29 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,HU	3000947.67 	2749095.52 	2554847.55 	2398365.57 	2029539.53 	2076546.08 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,IE	7515724.52 	7125661.8 	6535210.65 	6235443.56 	5949861.83 	5861797.64 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,IT	23397920.73 	20920926.61 	18676522.59 	17576835.69 b	22167877.98 	27689581.34 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,LT	1098946.34 	1048712.23 	974141.6 	923037.81 	925670.51 	854228.82 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,LU	: 	1303732.12 	1342996.79 	1476323.65 	1277567.14 	1219069.32 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,LV	: 	537344.47 	560417 	592975.83 	604959.32 	596857.91 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,MT	510705.06 	461354.87 	385777.15 	348174.29 b	366212.66 	334210.43 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	15668470.62 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,NO	19249007.21 	17455206.63 	17609568.18 	18252922.54 	15806146.14 	: 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,PL	12512569.85 	10939430.1 	10063889.05 	9120319.57 b	13802410.59 	15489342.86 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,PT	2717228.57 	2312874.94 	2550848.92 	2163599.55 	1625038.33 	1598904.38 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,RO	: 	: 	: 	: 	: 	1737565.67 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,SE	: 	10040691.9 	10700700.13 	9674129.95 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,SI	1186481.76 	1151198.64 	1104883.11 	1035944.83 	1000319.91 	1036224.77 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,SK	2736816.37 	2315696.48 	2263040.42 	1817972.72 	1774526.52 b	2419841 
THS_EUR,TOTAL,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	61213106.16 	: u
THS_EUR,TOTAL,N_GE4,DOM,Q1,EA	: 	: 	: 	: 	258529.06 e	8997.48 e
THS_EUR,TOTAL,N_GE4,DOM,Q1,EE	4195.18 u	8919.69 u	6166.85 	4282 	3818.16 	8996.37 u
THS_EUR,TOTAL,N_GE4,DOM,Q1,EU27	: 	: 	: 	: 	511148.24 e	9165.08 u
THS_EUR,TOTAL,N_GE4,DOM,Q1,EU28	: 	: 	: 	: 	511077.87 e	9163.64 u
THS_EUR,TOTAL,N_GE4,DOM,Q1,NL	154449.78 	362312.6 	323974.37 	251054.42 	254679.17 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q1,RO	192104.29 	186309.03 	201168.77 	217022.9 	244376.17 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q2,EA	: 	: 	: 	: 	396227.71 e	: u
THS_EUR,TOTAL,N_GE4,DOM,Q2,EE	10919.72 u	4953.42 u	6811.17 	3920.7 	2081.83 u	: u
THS_EUR,TOTAL,N_GE4,DOM,Q2,EU27	: 	: 	: 	: 	815311.77 e	: u
THS_EUR,TOTAL,N_GE4,DOM,Q2,EU28	: 	: 	: 	: 	815199.52 e	: u
THS_EUR,TOTAL,N_GE4,DOM,Q2,NL	443464.98 	399783.11 	399249.98 	401771.75 	394097.26 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q2,RO	375712.59 	413729.34 	418705.15 	418672.27 	405933.98 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q3,EA	: 	: 	: 	: 	512471.59 e	: u
THS_EUR,TOTAL,N_GE4,DOM,Q3,EE	13858.9 u	11456.6 	11141.56 	5804.48 	4222.44 	: u
THS_EUR,TOTAL,N_GE4,DOM,Q3,EU27	: 	: 	: 	: 	752467.6 e	: u
THS_EUR,TOTAL,N_GE4,DOM,Q3,EU28	: 	: 	: 	: 	752364.01 e	: u
THS_EUR,TOTAL,N_GE4,DOM,Q3,NL	671193.91 	685248.55 	639017.34 	598185.45 	508186.27 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q3,RO	433098.18 	333879.47 	243865.37 	196639.94 	227877.55 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q4,EA	: 	: 	: 	: 	278875.04 e	12936.37 e
THS_EUR,TOTAL,N_GE4,DOM,Q4,EE	17052.67 	15417.63 u	12517.66 	11992.14 	8093.75 	12934.78 u
THS_EUR,TOTAL,N_GE4,DOM,Q4,EU27	: 	: 	: 	: 	323425.18 e	13177.35 u
THS_EUR,TOTAL,N_GE4,DOM,Q4,EU28	: 	: 	: 	: 	323380.65 e	13175.27 u
THS_EUR,TOTAL,N_GE4,DOM,Q4,NL	574992.89 	372205.78 	338168.36 	318421.23 	270747.07 	: 
THS_EUR,TOTAL,N_GE4,DOM,Q4,RO	87321.08 	55384.5 	41672.24 	23843.63 	39348.58 	: 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,AT	2090036.8 	2157144.52 	1831841.28 	1661916.59 	1961213.63 	1883338.23 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,BE	247268.3 b	386361.05 	272834.64 	253532.35 	323209.68 	358231.24 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,BG	345008.03 	236008.76 	195441.09 	212814.31 	224341.49 	199490.77 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,CH	: 	1316517.34 	1133012.51 	1261126.13 	1320660.14 	1133315 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,CY	67338.15 	57546.5 	45831.29 	82353.47 	87483.64 	28900.9 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,CZ	1181510.74 	1033030.89 	903126.28 	748152.61 	866673.95 	868292.05 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,DE	21388112.13 	21790455.1 	23234683.84 	21745896.06 	21096132.54 	20697458.04 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,DK	: 	1389950.22 	1476013.4 	1573821.54 b	986303.69 b	935888.23 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	84766380.86 e	84871870.11 e
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EE	46026.47 	40747.34 	36637.24 	25999.33 	18216.19 	27230.82 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EL	: 	1142506.2 	1094336.4 	1181000.85 	1071213.69 	896509.55 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,ES	13481452.26 	13120558.33 	11636671.37 b	10213784.42 	10870521.89 	10461179.77 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	: 	102279541.31 e	105073217.71 e
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	: 	102833978.81 e	105576788.13 e
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,FI	1635107.21 	1727010.31 	1690346.6 	1657304.95 	1759894.23 	1819121.65 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,FR	35649871.02 	32640460.22 	32729887.92 	36291245.23 	35378068.5 	34757345.2 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,HR	428007.82 	331824.92 	439921.85 	358670.23 	559392.27 	510651.44 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,HU	366393.43 	359421.68 	367477 	400958.13 	385967.04 	383052.55 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,IE	421949.21 	444278.11 	405667.48 	400222.08 	385272 	394389.09 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,IT	10184263.24 	9030033.06 	7678639.93 	6859629.19 b	9079967.9 	10676855.82 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,LT	46383.36 	43388.6 	40704.12 	34754.85 	38917.58 	27197.52 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,LU	: 	: u	8168.64 u	: u	1841.78 u	: u
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,LV	: 	20107.54 	24591.52 	31552.04 	24137.84 	26920.03 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,MT	11604.04 	8729.19 	6047.82 	6585.44 b	5235.59 u	4925.82 u
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,NL	1844101.56 	1819550.05 	1700410.04 	1569432.85 	1427709.77 	1518695.96 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,NO	2514605.02 	2261677.2 	2141429.41 	2298031.85 	2126035.05 	: 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,PL	3852434.88 	3459095.88 	3075697.24 	2774708.52 b	4575941.54 	5364913.95 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,PT	979805.85 	837012.71 	919360.9 	779800.69 	666883.29 	619815.74 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,RO	1088236.14 	989302.35 	905411.53 	856178.74 	917536.28 	933881.67 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,SE	: 	1264371.46 	1258147.56 	1108049.4 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,SI	89290.34 	90945.49 	79622.06 	77355.66 	81535.28 	84792.5 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,SK	355685.43 	398958.22 	354277.81 	309918.71 	269363.97 b	518086.06 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	9052175.52 	: u
THS_EUR,TOTAL,N_GE4,DOM,UNK,AT	2090036.8 	2157144.52 	1831841.28 	1661916.59 	1961213.63 	1883338.23 
THS_EUR,TOTAL,N_GE4,DOM,UNK,BE	247268.3 b	386361.05 	272834.64 	253532.35 	323209.68 	358231.24 
THS_EUR,TOTAL,N_GE4,DOM,UNK,BG	345008.03 	236008.76 	195441.09 	212814.31 	224341.49 	199490.77 
THS_EUR,TOTAL,N_GE4,DOM,UNK,CH	: 	1316517.34 	1133012.51 	1261126.13 	1320660.14 	1133315 
THS_EUR,TOTAL,N_GE4,DOM,UNK,CY	67338.15 	57546.5 	45831.29 	82353.47 	87483.64 	28900.9 
THS_EUR,TOTAL,N_GE4,DOM,UNK,CZ	1181510.74 	1033030.89 	903126.28 	748152.61 	866673.95 	868292.05 
THS_EUR,TOTAL,N_GE4,DOM,UNK,DE	21388112.13 	21790455.1 	23234683.84 	21745896.06 	21096132.54 	20697458.04 
THS_EUR,TOTAL,N_GE4,DOM,UNK,DK	: 	1389950.22 	1476013.4 	1573821.54 b	986303.69 b	935888.23 
THS_EUR,TOTAL,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	83320277.46 e	84844635.94 e
THS_EUR,TOTAL,N_GE4,DOM,UNK,EL	: 	1142506.2 	1094336.4 	1181000.85 	1071213.69 	896509.55 
THS_EUR,TOTAL,N_GE4,DOM,UNK,ES	13481452.26 	13120558.33 	11636671.37 b	10213784.42 	10870521.89 	10461179.77 
THS_EUR,TOTAL,N_GE4,DOM,UNK,EU27	: 	: 	: 	: 	99877188.52 e	105045476.22 e
THS_EUR,TOTAL,N_GE4,DOM,UNK,EU28	: 	: 	: 	: 	100431956.77 e	105549051.03 e
THS_EUR,TOTAL,N_GE4,DOM,UNK,FI	1635107.21 	1727010.31 	1690346.6 	1657304.95 	1759894.23 	1819121.65 
THS_EUR,TOTAL,N_GE4,DOM,UNK,FR	35649871.02 	32640460.22 	32729887.92 	36291245.23 	35378068.5 	34757345.2 
THS_EUR,TOTAL,N_GE4,DOM,UNK,HR	428007.82 	331824.92 	439921.85 	358670.23 	559392.27 	510651.44 
THS_EUR,TOTAL,N_GE4,DOM,UNK,HU	366393.43 	359421.68 	367477 	400958.13 	385967.04 	383052.55 
THS_EUR,TOTAL,N_GE4,DOM,UNK,IE	421949.21 	444278.11 	405667.48 	400222.08 	385272 	394389.09 
THS_EUR,TOTAL,N_GE4,DOM,UNK,IT	10184263.24 	9030033.06 	7678639.93 	6859629.19 b	9079967.9 	10676855.82 
THS_EUR,TOTAL,N_GE4,DOM,UNK,LT	46383.36 	43388.6 	40704.12 	34754.85 	38917.58 	27197.52 
THS_EUR,TOTAL,N_GE4,DOM,UNK,LU	: 	: u	8168.64 u	: u	1841.78 u	: u
THS_EUR,TOTAL,N_GE4,DOM,UNK,LV	: 	20107.54 	24591.52 	31552.04 	24137.84 	26920.03 
THS_EUR,TOTAL,N_GE4,DOM,UNK,MT	11604.04 	8729.19 	6047.82 	6585.44 b	5235.59 u	4925.82 u
THS_EUR,TOTAL,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	1518695.96 
THS_EUR,TOTAL,N_GE4,DOM,UNK,NO	2514605.02 	2261677.2 	2141429.41 	2298031.85 	2126035.05 	: 
THS_EUR,TOTAL,N_GE4,DOM,UNK,PL	3852434.88 	3459095.88 	3075697.24 	2774708.52 b	4575941.54 	5364913.95 
THS_EUR,TOTAL,N_GE4,DOM,UNK,PT	979805.85 	837012.71 	919360.9 	779800.69 	666883.29 	619815.74 
THS_EUR,TOTAL,N_GE4,DOM,UNK,RO	: 	: 	: 	: 	: 	933881.67 
THS_EUR,TOTAL,N_GE4,DOM,UNK,SE	: 	1264371.46 	1258147.56 	1108049.4 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,UNK,SI	89290.34 	90945.49 	79622.06 	77355.66 	81535.28 	84792.5 
THS_EUR,TOTAL,N_GE4,DOM,UNK,SK	355685.43 	398958.22 	354277.81 	309918.71 	269363.97 b	518086.06 
THS_EUR,TOTAL,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	9052175.52 	: u
THS_EUR,TOTAL,N_GE4,OUT,Q1,EA	: 	: 	: 	: 	1190790.19 e	30469.7 e
THS_EUR,TOTAL,N_GE4,OUT,Q1,EE	64039.08 	40754.13 	53273.67 	50121.61 	61745.01 	30465.95 u
THS_EUR,TOTAL,N_GE4,OUT,Q1,EU27	: 	: 	: 	: 	1273584.34 e	31037.29 u
THS_EUR,TOTAL,N_GE4,OUT,Q1,EU28	: 	: 	: 	: 	1273409 e	31032.39 u
THS_EUR,TOTAL,N_GE4,OUT,Q1,NL	1156951.64 	1235237.65 	1507703.8 	1100757.7 	1128899.08 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q1,RO	86429.69 	60365.67 	63343.25 	55034.44 	62322.8 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q2,EA	: 	: 	: 	: 	2046274.15 e	11733.74 e
THS_EUR,TOTAL,N_GE4,OUT,Q2,EE	94613.97 	70657.93 	80398.07 	90350.87 	46156.98 	11732.3 u
THS_EUR,TOTAL,N_GE4,OUT,Q2,EU27	: 	: 	: 	: 	2206491.31 e	11952.32 u
THS_EUR,TOTAL,N_GE4,OUT,Q2,EU28	: 	: 	: 	: 	2206187.53 e	11950.44 u
THS_EUR,TOTAL,N_GE4,OUT,Q2,NL	2139290.59 	1641805.29 	1654029.9 	1909931.04 	1999866.1 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q2,RO	136620.3 	120230.18 	135411.37 	153448.2 	124748.4 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q3,EA	: 	: 	: 	: 	3704672.47 e	104192.97 e
THS_EUR,TOTAL,N_GE4,OUT,Q3,EE	131958.68 	138467.2 	165288.29 	143563.87 	83430.54 	104180.15 
THS_EUR,TOTAL,N_GE4,OUT,Q3,EU27	: 	: 	: 	: 	3855133.15 e	106133.87 e
THS_EUR,TOTAL,N_GE4,OUT,Q3,EU28	: 	: 	: 	: 	3854602.4 e	106117.13 e
THS_EUR,TOTAL,N_GE4,OUT,Q3,NL	4212896.86 	3911364.48 	3754319.91 	3707591.68 	3620787.37 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q3,RO	192498.93 	121403.56 	119465.99 	105722.7 	88506.33 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q4,EA	: 	: 	: 	: 	4455130.56 e	159495.59 e
THS_EUR,TOTAL,N_GE4,OUT,Q4,EE	341990.6 	295203.88 	274097.09 	242129.82 	212723.73 	159475.97 
THS_EUR,TOTAL,N_GE4,OUT,Q4,EU27	: 	: 	: 	: 	4580759.58 e	162466.67 e
THS_EUR,TOTAL,N_GE4,OUT,Q4,EU28	: 	: 	: 	: 	4580128.93 e	162441.04 e
THS_EUR,TOTAL,N_GE4,OUT,Q4,NL	7963443.46 	4501476.57 	3711227.4 	3929809.26 	4241860.18 	: 
THS_EUR,TOTAL,N_GE4,OUT,Q4,RO	57173.49 	62292.71 	47698.39 	41579.23 	52019.92 	: 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,AT	8419376.44 	8087694.05 	7514652.25 	7708240.75 	7661469.64 	7065967.05 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,BE	6663611.42 b	7687290.2 	6419545.33 	6553308.17 	7530490.65 	5356872.1 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,BG	253647.45 	182808.94 	164280.18 	153089.12 	139853.98 	136745.44 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,CH	: 	12615695.01 	11530032.08 	9527364.97 	10049208.4 	10044105.96 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,CY	1245312.46 	1053566.15 	914279.12 	1008943.46 	882677.4 	648218.62 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,CZ	2624940.05 	2225308.81 	2072572.09 	1964845.27 	2159473.64 	2210008.4 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,DE	76990367.92 	67778331.91 	60658963.72 	61713236.65 	67033266.49 	61255082.14 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,DK	: 	5730683.64 	4363504.75 	4931135.28 b	4041383.56 b	4173548.8 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	145531205.59 e	136244538.34 e
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,EE	632602.33 	545083.14 	573057.13 	526166.17 	404056.26 	305854.37 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,EL	: 	394083.37 	316772.68 	341517.97 	374187.4 	225258.69 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,ES	10761800.61 	10213357.22 	8753966.31 b	6102666.35 	6075100.47 	5921893.18 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,EU27	: 	: 	: 	: 	196090802.73 e	178398855.55 e
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	: 	196979026.49 e	179101095.22 e
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,FI	5718324.25 	5530740.58 	5516716.88 	5420074.29 	5231804.04 	5592134.63 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,FR	24590215.59 	21114207.08 	19933705.45 	23592559.22 	22222477.68 	20887468.4 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,HR	667224.58 	407384.43 	940152.05 	801496.25 	900528.28 	717050.34 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,HU	1488572.15 	1377529.28 	1293555.86 	1174135.14 	915388.45 	955283.83 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,IE	4868089.72 	4743229.35 	4163460.95 	4173441.88 	4019212.53 	3988700.16 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,IT	6940915.66 	5406627.45 	5259208.03 	6280407.02 b	7875606.76 	9709824.4 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,LT	781408.29 	746104.85 	684201.07 	660258.71 	684085.69 	635510.5 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,LU	: 	1021658.19 	999866.2 	1097448.68 	984475.39 	952922.99 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,LV	: 	321214.65 	323810 	382798.58 	369032.34 	358022.78 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,MT	359899.38 	343224.31 	287037.25 	258113.96 b	286480.18 	259012.8 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,NL	15472582.55 	11289883.98 	10627281 	10648089.68 	10991412.73 	11362340.74 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,NO	10641702.75 	9533051.47 	9831808.29 	9846815.39 	8697722.48 	: 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,PL	5804311.3 	5153789.09 	4936090.43 	4600405.89 b	5540467.19 	5564314.05 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,PT	776587.36 	618404.96 	821426.49 	657275.36 	478782.13 	453461.44 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,RO	472722.41 	364292.11 	365919 	355784.56 	327597.45 	301286.24 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,SE	: 	3373033.37 	4158329.34 	4307469.6 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,SI	662268.31 	722064.67 	675196.8 	599896.66 	578002.6 	598416.86 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,SK	1315705.79 	1184492.76 	1360442.62 	911265.77 	1121431.75 b	1405658.48 
THS_EUR,TOTAL,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	34206528.92 	: u
THS_EUR,TOTAL,N_GE4,OUT,UNK,AT	8419376.44 	8087694.05 	7514652.25 	7708240.75 	7661469.64 	7065967.05 
THS_EUR,TOTAL,N_GE4,OUT,UNK,BE	6663611.42 b	7687290.2 	6419545.33 	6553308.17 	7530490.65 	5356872.1 
THS_EUR,TOTAL,N_GE4,OUT,UNK,BG	253647.45 	182808.94 	164280.18 	153089.12 	139853.98 	136745.44 
THS_EUR,TOTAL,N_GE4,OUT,UNK,CH	: 	12615695.01 	11530032.08 	9527364.97 	10049208.4 	10044105.96 
THS_EUR,TOTAL,N_GE4,OUT,UNK,CY	1245312.46 	1053566.15 	914279.12 	1008943.46 	882677.4 	648218.62 
THS_EUR,TOTAL,N_GE4,OUT,UNK,CZ	2624940.05 	2225308.81 	2072572.09 	1964845.27 	2159473.64 	2210008.4 
THS_EUR,TOTAL,N_GE4,OUT,UNK,DE	76990367.92 	67778331.91 	60658963.72 	61713236.65 	67033266.49 	61255082.14 
THS_EUR,TOTAL,N_GE4,OUT,UNK,DK	: 	5730683.64 	4363504.75 	4931135.28 b	4041383.56 b	4173548.8 
THS_EUR,TOTAL,N_GE4,OUT,UNK,EA	: 	: 	: 	: 	134134338.21 e	135938646.33 e
THS_EUR,TOTAL,N_GE4,OUT,UNK,EL	: 	394083.37 	316772.68 	341517.97 	374187.4 	225258.69 
THS_EUR,TOTAL,N_GE4,OUT,UNK,ES	10761800.61 	10213357.22 	8753966.31 b	6102666.35 	6075100.47 	5921893.18 
THS_EUR,TOTAL,N_GE4,OUT,UNK,EU27	: 	: 	: 	: 	184174834.35 e	178087265.39 e
THS_EUR,TOTAL,N_GE4,OUT,UNK,EU28	: 	: 	: 	: 	185064698.63 e	178789554.22 e
THS_EUR,TOTAL,N_GE4,OUT,UNK,FI	5718324.25 	5530740.58 	5516716.88 	5420074.29 	5231804.04 	5592134.63 
THS_EUR,TOTAL,N_GE4,OUT,UNK,FR	24590215.59 	21114207.08 	19933705.45 	23592559.22 	22222477.68 	20887468.4 
THS_EUR,TOTAL,N_GE4,OUT,UNK,HR	667224.58 	407384.43 	940152.05 	801496.25 	900528.28 	717050.34 
THS_EUR,TOTAL,N_GE4,OUT,UNK,HU	1488572.15 	1377529.28 	1293555.86 	1174135.14 	915388.45 	955283.83 
THS_EUR,TOTAL,N_GE4,OUT,UNK,IE	4868089.72 	4743229.35 	4163460.95 	4173441.88 	4019212.53 	3988700.16 
THS_EUR,TOTAL,N_GE4,OUT,UNK,IT	6940915.66 	5406627.45 	5259208.03 	6280407.02 b	7875606.76 	9709824.4 
THS_EUR,TOTAL,N_GE4,OUT,UNK,LT	781408.29 	746104.85 	684201.07 	660258.71 	684085.69 	635510.5 
THS_EUR,TOTAL,N_GE4,OUT,UNK,LU	: 	1021658.19 	999866.2 	1097448.68 	984475.39 	952922.99 
THS_EUR,TOTAL,N_GE4,OUT,UNK,LV	: 	321214.65 	323810 	382798.58 	369032.34 	358022.78 
