unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
THS_EUR,PERS,N1-3,WORLD,Y25-34,PT	97053.07 	83710.52 	86639.76 	92900.29 	67199.52 	71453.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-34,RO	225687.54 	224176.61 	201356.53 	180389.37 	199567.54 	132376.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-34,SE	: 	692933.32 	751721.36 	484846.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-34,SI	57273.99 	34897.3 	38037 	59400.29 	44659.45 	51906.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-34,SK	156581.75 	96884.75 	89045.57 	92756.08 	99452.98 b	73724.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-34,UK	: 	: 	: 	: 	2467860.21 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,AT	1155503.02 	1133464.45 	1074966.4 	1057948.72 	978636.57 	943151.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,BE	494633.14 b	402135.22 	346563.54 	393259.83 	366836 	309135.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,BG	99876.1 	67534.86 	64719.8 	98268 	79373.57 	70005.73 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,CH	: 	950337.87 	851319.1 	754225.37 	1014005.55 	726127.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,CY	131824.14 	100360.1 	95569.48 	104974.63 	87754.28 	77333.38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,CZ	459260.49 	422678.63 	366992.01 	303975.81 	344249.65 	322774.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,DE	6143320.64 	6110861.77 	6185274.09 	5093917.82 	5825417.55 	5668457.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,DK	: 	1191187.17 	1347297.29 	1257015.13 b	997280.75 b	607025.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,EA	: 	: 	: 	19601209.59 e	20456092.02 e	21384108.21 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,EE	135323.22 	129802.73 	116559.29 	95196.26 	76836.92 	58624.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,EL	: 	89108.35 	97242.15 	99782.38 	78635.42 	128741.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,ES	5009510.2 	4662113.58 	4361439.98 b	2678999.77 	2595572.2 	2779544.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,EU27	: 	: 	31502428.37 e	26905201.61 e	29285505.91 e	30151118.35 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,EU28	: 	: 	31664438.7 e	27045202.95 e	29505540.78 e	30327355.85 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,FI	1600029.01 	1516696.81 	1516306.06 	1501575.92 	1651199.39 	1660085.66 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,FR	5912725.14 	4860164.51 	5233424.01 	5666456.28 	5670456.48 	5962837.54 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,HR	155773.41 	111913.42 	175155.4 	151022.62 	220570.28 	177723.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,HU	358664.01 	299952.15 	286334.52 	271846.36 	233469.37 	247688.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,IE	823325.53 	725746.31 	691083.75 	368858.33 	392083.1 	368699.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,IT	1880225.72 	1812169.09 	1658555.06 	1299562.21 b	1482245.51 	2193136.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,LT	83407.82 	74901.6 	78448.42 	69170.6 	68566.7 	67927.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,LU	: 	62720.13 	90130.21 	90343.12 	63457.79 	62229.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,LV	: 	76454.64 	71504.51 	69166.03 	69452.33 	78082 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,MT	44066.89 	36904.1 	29815.32 	30197.79 b	24302.26 	21705.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,NL	1127571.51 	722902.25 	720299.43 	674272.64 	739195.8 	752301.43 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,NO	1488414.6 	1240804.63 	1428122.86 	1458021.05 	1285635.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,PL	966217.85 	746596.88 	779085.07 	578953.78 b	1165122.01 	1461719.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,PT	284459.09 	248632.07 	255495.58 	222556.67 	161094.36 	162376.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,RO	413346.71 	414061.98 	362099.96 	337594.2 	340080.21 	248533.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,SE	: 	1260790.29 	1400790.5 	951277.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,SI	115065.61 	80729.51 	80900.94 	103252.47 	93235.21 	87717.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,SK	322928.4 	249073 	195955.65 	208778.63 	166623.23 b	145400.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y25-44,UK	: 	: 	: 	: 	4975562.29 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,AT	598377.89 	609614.67 	499341.26 	540902.94 	527136.97 	529368.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,BE	238205.88 b	210754.17 	162881.59 	210740.82 	188995.38 	160250.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,BG	56825.96 	35233.87 	29888.28 	47332.27 	48574.39 	34650.43 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,CH	: 	372534.05 	420374.25 	442793.31 	463579.39 	381170.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,CY	90782.91 	52798.26 	51723.28 	54219.53 	35025.46 	32964.87 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,CZ	229396.9 	192071.73 	187285.9 	145708 	170903.94 	148464.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,DE	2528897.21 	2633075.53 	2985649.59 	2204346.99 	2471563.54 	2710971.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,DK	: 	604012.53 	758201.06 	639514.14 b	550517.05 b	312544.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,EA	: 	: 	: 	10181275.92 e	10284952.92 e	11070438.11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,EE	52923.15 	57819.6 	51283.84 	43070.86 	34963.67 	29321.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,EL	: 	48039.96 	53441.49 	57139.36 	42761.17 	63372.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,ES	2750463.53 	2563384.46 	2412075.02 b	1614525.21 	1498798.89 	1541237.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,EU27	: 	: 	16507901.48 e	13853241.67 e	14688214.36 e	15420252.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,EU28	: 	: 	16586408.59 e	13937169.66 e	14760390.27 e	15502456.1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,FI	795528.97 	801256.1 	766038.02 	727330.88 	822259.48 	834043.67 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,FR	3024005.06 	2645509.1 	2818799.33 	2969858.22 	2928419.39 	3140831.73 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,HR	71524.19 	54200.26 	86199.2 	88112.93 	73166.85 	83112.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,HU	202881.26 	166447.84 	154850.8 	149687.63 	120511.61 	121851.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,IE	420041.7 	377995.89 	401383.92 	255858.96 	275832.7 	250543.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,IT	1129230.5 	1250527.63 	1125021.47 	877949.48 b	823865.46 	1149193.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,LT	40774 	36851.35 	36067.45 	33637.53 	33369.52 	31175.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,LU	: 	38145.72 	39711.19 	48431 	30100.9 	32063.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,LV	: 	33895.04 	30886.32 	32670.01 	33063.14 	34713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,MT	15469.48 	8863.12 	11940.44 	10255.16 b	10993.83 	11089.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,NL	633600.7 	349426.02 	325477.09 	335303.04 	383333.29 	385413.53 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,NO	820231.76 	661660.24 	903177.51 	891105.8 	753052.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,PL	442497.67 	350392.68 	385526.12 	264992.73 b	519118.13 	621180.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,PT	187406.02 	164921.55 	168855.81 	129656.38 	93894.83 	90922.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,RO	187659.17 	189885.38 	160743.43 	157204.82 	140512.67 	116156.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,SE	: 	567856.97 	649069.13 	466431.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,SI	57791.62 	45832.21 	42863.94 	43852.18 	48575.76 	35810.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,SK	166346.66 	152188.25 	106910.08 	116022.55 	67170.25 b	71676.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y35-44,UK	: 	: 	: 	: 	2507702.07 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,AT	652509.21 	671142.75 	650284.45 	643132.79 	570003.09 	545116.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,BE	283562.24 b	301979.93 	238959.46 	241734.69 	230766.44 	175750.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,BG	36151.94 	28173.57 	19998.4 	28833 	28389.86 	22071.54 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,CH	: 	629549.63 	741672.72 	389499.86 	534419.82 	433849.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,CY	50865.18 	33916.88 	23081.06 	26068.82 	24730.77 	19927.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,CZ	185015.33 	158111.76 	137026.45 	156102.27 	121649.73 	112581.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,DE	3339728.11 	3336106.65 	3681836.05 	3669528.76 	4247664.13 	4836204.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,DK	: 	833263.28 	595920.71 	792206.04 b	696915.64 b	304040.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,EA	: 	: 	: 	10727133.52 e	11345582.43 e	12015717.74 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,EE	50829.05 	41260.98 	36964.64 	29934.33 	25115.92 	23980.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,EL	: 	56213.35 	51998.04 	54310.01 	39841.63 	68274.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,ES	2373686.05 	2160540.97 	2001497.99 b	1528574.98 	1593419.62 	1519701.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,EU27	: 	: 	15296652.49 e	14622141.75 e	16232059.36 e	16390694.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,EU28	: 	: 	15353556.9 e	14699413.78 e	16325509.02 e	16462563.06 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,FI	894551.87 	833170.35 	826651.31 	783507.61 	962096.09 	947396.25 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,FR	2510956.74 	2091376.89 	2041855.15 	2127901.26 	1925163.39 	1938682.08 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,HR	61585.27 	51533.92 	66025.09 	83112.59 	94285.81 	73127.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,HU	228608.26 	189273.08 	160319.92 	163453.26 	158799.93 	147456.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,IE	323578.27 	256943.69 	298920.2 	304321.39 	267985.7 	284518.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,IT	1033704.62 	1100972.79 	834221.75 	661621.15 b	874014.51 	984984.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,LT	34436.49 	35463.82 	30687.35 	30170.66 	27076.25 	28757.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,LU	: 	40197.38 	44513.85 	42247.41 	35931.7 	31122.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,LV	: 	30218.27 	33079.05 	20244.17 	24039.98 	29156.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,MT	18773.32 	16633.72 	10175.24 	7265.04 b	9615.98 	10249.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,NL	506790.9 	446999.26 	420975.8 	428847.46 	385002.62 	433511.49 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,NO	874475.9 	737632.75 	759731.92 	836829.9 	593070.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,PL	362897.2 	297694.11 	261119.47 	231655.22 b	487629 	512856.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,PT	162622.35 	124870.52 	110465.26 	92803.76 	60178.12 	93068.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,RO	156369.23 	115950.9 	89145.81 	81504.59 	75355.04 	73265.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,SE	: 	711276.53 	635752.66 	563927.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,SI	50644.66 	45331.76 	51911.98 	43658.5 	48972.37 	38025.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,SK	118299.16 	74010.78 	67045.06 	68886.95 	43688.24 b	63724.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-54,UK	: 	: 	: 	: 	2958306.17 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,AT	1126888.61 	1182709.87 	1119102.48 	1098132.02 	955578.61 	860712.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,BE	513409.86 b	586662.99 	518854.02 	417969.89 	457710.9 	364779.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,BG	64868.15 	47488.98 	35386.22 	55227.27 	43480.37 	36136.55 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,CH	: 	1073855.1 	1123292.74 	746418.04 	888079.2 	671518.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,CY	82865.64 	65021.56 	50210.98 	44081.56 	42402.11 	32121.51 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,CZ	349559.09 	305725.25 	278321.15 	288627.27 	235666.03 	249723.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,DE	6455682.23 	6280666.71 	6795820.88 	6620794.25 	7151601.66 	7950215.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,DK	: 	1506637.46 	1236888.59 	1516025.46 b	1510390.09 b	615371.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,EA	: 	: 	: 	20434533.54 e	20881656.7 e	21839998.36 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,EE	80772.12 	69246.64 	62919.48 	48775.95 	39424.08 	45474.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,EL	: 	91073.5 	91113.38 	93341.56 	74382.22 	104625.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,ES	4212172.56 	3750115.2 	3363282.57 b	2940930.31 	2907653.53 	2781384.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,Y45-64,EU27	: 	: 	29032023.26 e	27693429.35 e	29809566.56 e	29643041.39 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
