unit,purpose,duration,partner,wstatus,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PERS,N1-3,DOM,UNE,EE	4875.97 u	4756.76 u	3741.85 	4099.91 	3606.41 	3432.46 u
THS_NAC,PERS,N1-3,DOM,UNE,ES	903714.35 	873044.63 	961318.16 b	480020.8 	561971.52 	551173.06 
THS_NAC,PERS,N1-3,DOM,UNE,EU28	: 	: 	: 	: 	: 	1379414.31 e
THS_NAC,PERS,N1-3,DOM,UNE,FI	109027.26 	120102.87 	133389.21 	123705.97 	107128.28 	89414.79 
THS_NAC,PERS,N1-3,DOM,UNE,HR	119319.97 	: 	151654.22 	204048.69 	: 	: 
THS_NAC,PERS,N1-3,DOM,UNE,HU	1207126.46 	2444834.27 	2214991.67 	: 	: 	: 
THS_NAC,PERS,N1-3,DOM,UNE,LU	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,DOM,UNE,LV	: 	4887.58 	4681.67 	6112.75 	5959.84 	4838.48 
THS_NAC,PERS,N1-3,DOM,UNE,MT	: 	: u	: c	: 	: 	: 
THS_NAC,PERS,N1-3,DOM,UNE,NL	51259.78 	97824.39 	87260.72 	90305.76 	68657.17 	75029.37 
THS_NAC,PERS,N1-3,DOM,UNE,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,DOM,UNE,PT	11138.99 	33748.92 	34475.61 	: 	22079.4 	26934.36 
THS_NAC,PERS,N1-3,DOM,UNE,RO	38774.53 	28265.57 	33845.1 	39673.81 	46110.28 	36976.91 
THS_NAC,PERS,N1-3,DOM,UNE,SI	: 	6996.1 	3192.17 u	7464.03 	7930.7 	7047.38 
THS_NAC,PERS,N1-3,DOM,UNK,BE	346106.11 b	268493.33 	350499.98 	225324.19 	282559.75 	244673.7 
THS_NAC,PERS,N1-3,DOM,UNK,BG	339635.04 	216171.76 	202251.25 	316855.55 	257063.73 	229574.36 
THS_NAC,PERS,N1-3,DOM,UNK,CH	: 	984066.92 	926901.75 	974886.47 	1098013.61 	872323.11 
THS_NAC,PERS,N1-3,DOM,UNK,CY	121395.98 	107557.56 	101756.47 	104826.99 	82144.51 	66034.09 
THS_NAC,PERS,N1-3,DOM,UNK,CZ	21718220.69 	19605084.38 	17108718.96 	16182951.02 	14705208.43 	15134705.92 
THS_NAC,PERS,N1-3,DOM,UNK,DE	13172793.97 	13489819.56 	13724107.36 	: 	14640156.16 	13659349.25 
THS_NAC,PERS,N1-3,DOM,UNK,DK	: 	25847119.28 	24276483 	28358442.05 b	25475034.19 b	12347624.37 
THS_NAC,PERS,N1-3,DOM,UNK,EL	: 	193492.75 	203928.14 	214047.73 	167120.75 	274190.62 
THS_NAC,PERS,N1-3,DOM,UNK,EU28	: 	: 	: 	: 	: 	196287976.86 e
THS_NAC,PERS,N1-3,DOM,UNK,FR	13613974.99 	11466563.94 	11481802.59 	12672459.76 	12266654.44 	12403848.56 
THS_NAC,PERS,N1-3,DOM,UNK,HR	: 	938755.01 	: 	: 	2140003.98 	1793990.58 
THS_NAC,PERS,N1-3,DOM,UNK,HU	: 	: 	: 	131224568.51 	108535200.52 	123791134.7 
THS_NAC,PERS,N1-3,DOM,UNK,IE	1007655.72 	936724.73 	881141.98 	763306.94 	713903.17 	710416.44 
THS_NAC,PERS,N1-3,DOM,UNK,IT	3789711.8 	4006239.35 	3182930.75 	2664743.92 b	2715778.83 	3638688.57 
THS_NAC,PERS,N1-3,DOM,UNK,LT	113377.99 	103850.89 	98605.28 	84394.8 	242518.01 	263282.32 
THS_NAC,PERS,N1-3,DOM,UNK,LU	: 	2962.9 u	3619.04 u	5610.72 	8184.42 	: 
THS_NAC,PERS,N1-3,DOM,UNK,MT	30590.96 	: 	: 	23056.86 b	17479.11 	20592.74 
THS_NAC,PERS,N1-3,DOM,UNK,NL	: 	: 	: 	: 	: 	12272.42 
THS_NAC,PERS,N1-3,DOM,UNK,NO	20949649.07 	: 	17443123.36 	17321269.77 	13187382.5 	: 
THS_NAC,PERS,N1-3,DOM,UNK,PL	7916452.53 	6937301.02 	5802410.42 	4825394.19 b	10314192.38 	11036145.77 
THS_NAC,PERS,N1-3,DOM,UNK,PT	465417.11 	: 	: 	519632.98 	74893.11 	: 
THS_NAC,PERS,N1-3,DOM,UNK,SE	: 	23367642.87 	22577076.58 	17094541.62 	: 	: 
THS_NAC,PERS,N1-3,DOM,UNK,SI	93663.85 	: 	: 	: 	: 	: 
THS_NAC,PERS,N1-3,DOM,UNK,SK	521409.95 	392681.4 	302901.57 	274000.48 	227522.69 b	231232.59 
THS_NAC,PERS,N1-3,DOM,UNK,UK	: 	: 	: 	: 	8901556.07 	8970448.1 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,AT	1310139.73 	1233538.56 	1134861.83 	1224971.76 	1066761.07 	1029678.17 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,BE	953979.2 b	1055463.89 	767898.25 	781022.76 	766032.75 	597194.82 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,BG	71529.12 	67114.11 	54938.47 	67342.38 	62198.99 	52620.49 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,CH	: 	1743895.96 	1846262.1 	1569711.58 	1970244.84 	1308738.48 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,CY	140968.45 	102434.18 	81520.91 	76849.22 	88243.22 	66785.61 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,CZ	5526802.22 	5756333.14 	5162055.96 	5037685.47 	4736662.94 	3974551 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,DE	5283352.38 	5174516.39 	5374725.31 	: 	4987903.06 	5136056.38 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,DK	: 	6632822.51 	6786241.48 	5876537.15 b	5536398.22 b	3021928.65 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,EE	94655.77 	85508.49 	75954.92 	83695.92 	76895.75 	68273.31 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,EL	: 	30003.19 	35411.96 	32039.77 	22731.94 	21433.03 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,ES	1393413.26 	1217349.27 	1142590.24 b	830159.34 	719265.58 	700212.43 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,EU28	: 	: 	: 	: 	: 	81489423.73 e
THS_NAC,PERS,N1-3,OUT,ACT_INAC,FI	1564388.03 	1435682.61 	1409035.23 	1347238.87 	1485339.41 	1526037.91 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,FR	2272403.07 	1695512.41 	1873594.12 	1968398.99 	1746331.32 	1778389.97 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,HR	1342573 	993785.08 	1633004.96 	1475821.47 	1733732 	1365116.28 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,HU	140227958 	123323368.9 	88802402 	88094422 	71717156 	54395222 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,IE	795185.36 	567486.62 	634152.86 	550569.94 	497711.47 	501844.28 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,IT	1206750.64 	946588.58 	908801.11 	691099.21 b	877962.71 	1094675.7 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,LT	70858.58 	72826.53 	74264.29 	72784.61 	234755.75 	221905.82 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,LU	: 	158781.32 	205756.18 	207712.31 	152173.65 	143485.38 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,LV	: 	68852.04 	80426.14 	52770.9 	56511.04 	47488.63 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,MT	62078.66 	49940.19 	38406.76 	34303.2 b	34427.92 	28525.77 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,NL	1372414.71 	845731.95 	783075.1 	758979.35 	821607.52 	849114.18 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,NO	13543355.84 	: 	12599982.47 	13618670.95 	10011380.76 	: 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,PL	2609795.67 	1833383.73 	1731650.99 	1406488.84 b	2256883.63 	2601544.42 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,PT	107240.4 	100630.45 	87794.31 	72196.58 	41517.76 	58415.32 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,RO	145759.04 	158061.23 	127324.75 	72321.36 	119882.75 	114842.69 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,SE	: 	9701624.79 	12254476.91 	8659259.28 	: 	: 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,SI	166557.01 	126121.32 	135780.71 	124434.36 	129866.3 	116000.69 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,SK	183921.59 	135212.48 	102096.31 	113925.42 	57115.69 b	96250.99 
THS_NAC,PERS,N1-3,OUT,ACT_INAC,UK	: 	: 	: 	: 	2098987 	1454579.77 
THS_NAC,PERS,N1-3,OUT,EDUC,AT	109714.43 	112669.03 	90330.88 	144784.7 	141098.02 	117301.36 
THS_NAC,PERS,N1-3,OUT,EDUC,EE	7809.59 u	8387.46 u	3990.62 u	8076.47 	10138.39 	: u
THS_NAC,PERS,N1-3,OUT,EDUC,ES	159419.43 	98161.73 	63856.41 b	72721.53 	77927.1 	78694.54 
THS_NAC,PERS,N1-3,OUT,EDUC,EU28	: 	: 	: 	: 	: 	1180992.11 e
THS_NAC,PERS,N1-3,OUT,EDUC,FI	110125.84 	150379.27 	110719.14 	127269.46 	117678.74 	172242.5 
THS_NAC,PERS,N1-3,OUT,EDUC,HR	150523 u	: 	218142.04 u	300095.19 	: 	: 
THS_NAC,PERS,N1-3,OUT,EDUC,LU	: 	: 	: 	: 	: 	11251.27 
THS_NAC,PERS,N1-3,OUT,EDUC,LV	: 	: c	: u	: u	7191.39 u	7461.44 u
THS_NAC,PERS,N1-3,OUT,EDUC,MT	: 	6457.7 	3733.94 u	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,EDUC,NL	162769.45 	99595.95 	71370.16 	73508.08 	78047.22 	58903.11 
THS_NAC,PERS,N1-3,OUT,EDUC,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,EDUC,PT	6102.47 u	8059.25 u	14405.68 u	: 	: u	: u
THS_NAC,PERS,N1-3,OUT,EDUC,RO	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N1-3,OUT,EDUC,SI	: 	17927.9 	16579.05 	23351.95 	18155.27 	23652.95 
THS_NAC,PERS,N1-3,OUT,EMP,AT	927907.21 	886013.03 	816007.62 	829016.28 	723946.27 	705543.76 
THS_NAC,PERS,N1-3,OUT,EMP,EE	69483.5 	67388.99 	64830.74 	61658.55 	58133.26 	51285.54 
THS_NAC,PERS,N1-3,OUT,EMP,ES	1000183.07 	906651.5 	895601.05 b	573661.37 	449684.02 	461680.88 
THS_NAC,PERS,N1-3,OUT,EMP,EU28	: 	: 	: 	: 	: 	4697459.65 e
THS_NAC,PERS,N1-3,OUT,EMP,FI	1080826.24 	951573.4 	939764.69 	901837.16 	1012953.95 	1057787.55 
THS_NAC,PERS,N1-3,OUT,EMP,HR	911206.37 	: 	957652.39 	816359.46 	: 	: 
THS_NAC,PERS,N1-3,OUT,EMP,LU	: 	: 	: 	: 	: 	104755.1 
THS_NAC,PERS,N1-3,OUT,EMP,LV	: 	57253.14 	61044.36 	37344 	39244.58 	33292.1 
THS_NAC,PERS,N1-3,OUT,EMP,MT	: 	36241.74 	27633.56 	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,EMP,NL	1024375.98 	582769.21 	580606.03 	522891.54 	596448.74 	618335.91 
THS_NAC,PERS,N1-3,OUT,EMP,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,EMP,PT	27575.02 	71110.79 	59709.12 	: 	21851.65 	43197.03 
THS_NAC,PERS,N1-3,OUT,EMP,RO	127414.64 	138264.71 	105579.68 	56161.79 	98237.98 	102739.17 
THS_NAC,PERS,N1-3,OUT,EMP,SI	: 	77067.19 	87730.6 	80974.21 	83052.64 	66795.54 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,AT	250407.68 	224424.02 	212397.39 	246971.83 	188046.21 	195242.09 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,EE	14532.19 u	7968.12 u	6006.46 u	10239.45 	5306.01 	10163.06 u
THS_NAC,PERS,N1-3,OUT,INAC_OTH,ES	150997.78 	127187.46 	99248.32 b	122545.6 	125486.92 	102358.49 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,EU28	: 	: 	: 	: 	: 	1107978.58 e
THS_NAC,PERS,N1-3,OUT,INAC_OTH,FI	313563.13 	283207.77 	330887.3 	282233.56 	329947.8 	268498.91 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,HR	150316.55 	: 	288913.92 	182272.06 	: 	: 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,LU	: 	: 	: 	: 	: 	20543.03 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,LV	: 	4391.16 u	4460.02 u	7076.74 u	7843.11 u	4753.7 u
THS_NAC,PERS,N1-3,OUT,INAC_OTH,MT	: 	7010.59 u	6998.02 u	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,NL	152324.07 	124241.87 	102856.99 	124161.19 	114844.64 	130864.5 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,INAC_OTH,PT	: c	14699.14 	9715.9 u	: 	10318.74 u	11474.06 
THS_NAC,PERS,N1-3,OUT,INAC_OTH,RO	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N1-3,OUT,INAC_OTH,SI	: 	25029.07 	25384.76 	15488.77 	19717.81 	16466.27 
THS_NAC,PERS,N1-3,OUT,UNE,AT	22110.41 u	10432.48 u	16125.93 u	: u	: u	: u
THS_NAC,PERS,N1-3,OUT,UNE,EE	: c	: u	: u	3721.45 u	3318.09 u	: u
THS_NAC,PERS,N1-3,OUT,UNE,ES	82812.98 	85348.58 	83884.46 b	61230.84 	66167.54 	57478.53 
THS_NAC,PERS,N1-3,OUT,UNE,EU28	: 	: 	: 	: 	: 	448263.92 e
THS_NAC,PERS,N1-3,OUT,UNE,FI	59872.82 u	50522.17 u	27664.11 u	35898.7 u	24758.92 u	27508.94 u
THS_NAC,PERS,N1-3,OUT,UNE,HR	130527.08 	: 	168296.61 u	177094.75 	: 	: 
THS_NAC,PERS,N1-3,OUT,UNE,LU	: 	: 	: 	: 	: 	6935.98 
THS_NAC,PERS,N1-3,OUT,UNE,LV	: 	: c	: u	3356.37 u	: u	: u
THS_NAC,PERS,N1-3,OUT,UNE,MT	: 	: u	: c	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,UNE,NL	32945.22 	39124.93 	28241.91 	38418.54 	32266.92 	33353.95 
THS_NAC,PERS,N1-3,OUT,UNE,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,UNE,PT	: c	6761.26 u	3963.61 u	: 	: u	: u
THS_NAC,PERS,N1-3,OUT,UNE,RO	: c	: u	: u	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,UNE,SI	: 	6097.16 u	6086.3 u	4619.44 u	8940.58 	9085.93 
THS_NAC,PERS,N1-3,OUT,UNK,BE	953979.2 b	1055463.89 	767898.25 	781022.76 	766032.75 	597194.82 
THS_NAC,PERS,N1-3,OUT,UNK,BG	71529.12 	67114.11 	54938.47 	67342.38 	62198.99 	52620.49 
THS_NAC,PERS,N1-3,OUT,UNK,CH	: 	1743895.96 	1846262.1 	1569711.58 	1970244.84 	1308738.48 
THS_NAC,PERS,N1-3,OUT,UNK,CY	140968.45 	102434.18 	81520.91 	76849.22 	88243.22 	66785.61 
THS_NAC,PERS,N1-3,OUT,UNK,CZ	5526802.22 	5756333.14 	5162055.96 	5037685.47 	4736662.94 	3974551 
THS_NAC,PERS,N1-3,OUT,UNK,DE	5283352.38 	5174516.39 	5374725.31 	: 	4987903.06 	5136056.38 
THS_NAC,PERS,N1-3,OUT,UNK,DK	: 	6632822.51 	6786241.48 	5876537.15 b	5536398.22 b	3021928.65 
THS_NAC,PERS,N1-3,OUT,UNK,EL	: 	30003.19 	35411.96 	32039.77 	22731.94 	21433.03 
THS_NAC,PERS,N1-3,OUT,UNK,EU28	: 	: 	: 	: 	: 	74054729.47 e
THS_NAC,PERS,N1-3,OUT,UNK,FR	2272403.07 	1695512.41 	1873594.12 	1968398.99 	1746331.32 	1778389.97 
THS_NAC,PERS,N1-3,OUT,UNK,HR	: 	993785.08 	: 	: 	1733732 	1365116.28 
THS_NAC,PERS,N1-3,OUT,UNK,HU	140227958 	123323368.9 	88802402 	88094422 	71717156 	54395222 
THS_NAC,PERS,N1-3,OUT,UNK,IE	795185.36 	567486.62 	634152.86 	550569.94 	497711.47 	501844.28 
THS_NAC,PERS,N1-3,OUT,UNK,IT	1206750.64 	946588.58 	908801.11 	691099.21 b	877962.71 	1094675.7 
THS_NAC,PERS,N1-3,OUT,UNK,LT	70858.58 	72826.53 	74264.29 	72784.61 	234755.75 	221905.82 
THS_NAC,PERS,N1-3,OUT,UNK,LU	: 	158781.32 	205756.18 	207712.31 	152173.65 	: 
THS_NAC,PERS,N1-3,OUT,UNK,MT	62078.66 	: 	: 	34303.2 b	34427.92 	28525.77 
THS_NAC,PERS,N1-3,OUT,UNK,NL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,UNK,NO	13543355.84 	: 	12599982.47 	13618670.95 	10011380.76 	: 
THS_NAC,PERS,N1-3,OUT,UNK,PL	2609795.67 	1833383.73 	1731650.99 	1406488.84 b	2256883.63 	2601544.42 
THS_NAC,PERS,N1-3,OUT,UNK,PT	69506.79 	: 	: 	72196.58 	6355.02 u	: 
THS_NAC,PERS,N1-3,OUT,UNK,SE	: 	9701624.79 	12254476.91 	8659259.28 	: 	: 
THS_NAC,PERS,N1-3,OUT,UNK,SI	166557.01 	: 	: 	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,UNK,SK	183921.59 	135212.48 	102096.31 	113925.42 	57115.69 b	96250.99 
THS_NAC,PERS,N1-3,OUT,UNK,UK	: 	: 	: 	: 	2098987 	1454579.77 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,AT	3066613.17 	3017469.14 	2811901.38 	2843246.61 	2565561.8 	2407683.56 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,BE	1300085.3 b	1323957.22 	1118398.22 	1006346.95 	1048592.5 	841868.52 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,BG	411164.16 	283285.87 	257189.72 	384197.93 	319262.72 	282194.85 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,CH	: 	2727962.89 	2773163.85 	2544598.04 	3068258.45 	2181061.59 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,CY	262364.43 	209991.74 	183277.38 	181676.21 	170387.73 	132819.7 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,CZ	27245022.91 	25361417.52 	22270774.92 	21220636.49 	19441871.36 	19109256.92 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,DE	18456146.35 	18664335.95 	19098832.67 	: 	19628059.22 	18795405.62 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,DK	: 	32479941.8 	31062724.48 	34234979.21 b	31011432.4 b	15369553.02 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,EE	285680.36 	259265.07 	230626.2 	202183.93 	155946.14 	137855.23 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,EL	: 	223495.93 	239340.1 	246087.49 	189852.68 	295623.65 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,ES	11691996.7 	10482279.01 	9561197.49 b	7187287.42 	7092089.68 	7048765.86 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,EU28	: 	: 	: 	: 	: 	301848765.44 e
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,FI	4550985.18 	4319730.08 	4339731.91 	4185370.39 	4560853.76 	4705258.59 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,FR	15886378.06 	13162076.35 	13355396.71 	14640858.74 	14012985.77 	14182238.53 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,HR	2362961.68 	1932540.1 	2806838.42 	3274954.91 	3873735.97 	3159106.86 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,HU	310412309.89 	271145632.45 	232580406.41 	219318990.51 	180252356.52 	178186356.7 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,IE	1802841.09 	1504211.35 	1515294.84 	1313876.88 	1211614.64 	1212260.72 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,IT	4996462.43 	4952827.93 	4091731.86 	3355843.13 b	3593741.54 	4733364.27 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,LT	184236.57 	176677.42 	172869.57 	157179.41 	477273.76 	485188.14 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,LU	: 	161744.23 	209375.21 	213323.03 	160358.07 	147125.66 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,LV	: 	156405.27 	169572.5 	140693.32 	153580.98 	116314.76 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,MT	92669.62 	80216.7 	61810.82 	57360.07 b	51907.03 	49118.51 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,NL	2820396.85 	2227165.3 	2021472.81 	1971099.04 	1983155.84 	2080479.33 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,NO	34493004.9 	: 	30043105.83 	30939940.72 	23198763.25 	: 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,PL	10526248.2 	8770684.75 	7534061.41 	6231883.03 b	12571076.01 	13637690.18 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,PT	810661.18 	693966.56 	682756.59 	591829.56 	417449.04 	463773.76 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,RO	3895423.98 	3576052.69 	3089143.64 	2881404.56 	2735927.67 	2230126.86 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,SE	: 	33069267.66 	34831553.49 	25753800.9 	: 	: 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,SI	260220.86 	212881.64 	212832.69 	224112.87 	228001.95 	213418.55 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,SK	705331.54 	527893.87 	404997.88 	387925.9 	284638.38 b	327483.58 
THS_NAC,PERS,N1-3,WORLD,ACT_INAC,UK	: 	: 	: 	: 	11000543.08 	10425027.87 
THS_NAC,PERS,N1-3,WORLD,EDUC,AT	247749.35 	269108.7 	200228.89 	269534.58 	290268.59 	233135.53 
THS_NAC,PERS,N1-3,WORLD,EDUC,EE	24866.05 	20777.18 	13626.08 	22395.01 	15485.04 	9773.56 
THS_NAC,PERS,N1-3,WORLD,EDUC,ES	1113700.01 	924711.78 	681291.78 b	533912.11 	582383.81 	586963.23 
THS_NAC,PERS,N1-3,WORLD,EDUC,EU28	: 	: 	: 	: 	: 	3933532.18 e
THS_NAC,PERS,N1-3,WORLD,EDUC,FI	481631.69 	530855.16 	481549.05 	531594.38 	480867.97 	607771.66 
THS_NAC,PERS,N1-3,WORLD,EDUC,HR	270847.3 	: 	356260.69 	771290.35 	: 	: 
THS_NAC,PERS,N1-3,WORLD,EDUC,HU	11944917.18 	11869391.7 	10701341.67 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,EDUC,LU	: 	: 	: 	: 	: 	12132.49 
THS_NAC,PERS,N1-3,WORLD,EDUC,LV	: 	12595.63 	19209.37 	11308.11 	19294.68 	13332.31 
THS_NAC,PERS,N1-3,WORLD,EDUC,MT	: 	9309.33 	6079.37 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,EDUC,NL	300384.04 	237454.15 	163075.35 	162598.02 	187646.37 	160706.25 
THS_NAC,PERS,N1-3,WORLD,EDUC,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,WORLD,EDUC,PT	24582.28 	53458.88 	59127.97 	: 	23245.11 	24202.88 
THS_NAC,PERS,N1-3,WORLD,EDUC,RO	427851.8 	378386.94 	358254.04 	372202.95 	283654.06 	283642.79 
THS_NAC,PERS,N1-3,WORLD,EDUC,SI	: 	25973.16 	22841.77 	40821.13 	32958.43 	37056.31 
THS_NAC,PERS,N1-3,WORLD,EMP,AT	2151055.63 	2102135.23 	1972666.66 	1967684.22 	1739809.27 	1648722.84 
THS_NAC,PERS,N1-3,WORLD,EMP,EE	217325.39 	205169.71 	186275.41 	145045.38 	119882.41 	104441.17 
THS_NAC,PERS,N1-3,WORLD,EMP,ES	7836819.39 	7073401.83 	6437804.15 b	4469193.5 	4283922.34 	4378642.67 
THS_NAC,PERS,N1-3,WORLD,EMP,EU28	: 	: 	: 	: 	: 	19767712.35 e
THS_NAC,PERS,N1-3,WORLD,EMP,FI	3034648.49 	2757807.77 	2799224.87 	2690497.55 	3064970.27 	3091797 
THS_NAC,PERS,N1-3,WORLD,EMP,HR	1563839.1 	: 	1648019.08 	1650203 	: 	: 
THS_NAC,PERS,N1-3,WORLD,EMP,HU	118784006.25 	99101261.43 	97083064.96 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,EMP,LU	: 	: 	: 	: 	: 	106871.5 
THS_NAC,PERS,N1-3,WORLD,EMP,LV	: 	118687.22 	125175.92 	99131 	106222.76 	81189.62 
THS_NAC,PERS,N1-3,WORLD,EMP,MT	: 	57465.5 	42080.88 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,EMP,NL	1912077.74 	1377413.99 	1304151.15 	1215293.54 	1278751.36 	1347405.59 
THS_NAC,PERS,N1-3,WORLD,EMP,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,WORLD,EMP,PT	182244.31 	415639.74 	404510.02 	: 	193935.47 	288919.68 
THS_NAC,PERS,N1-3,WORLD,EMP,RO	2877980.16 	2698884 	2257660.53 	2085590.17 	2024910.5 	1577213.71 
THS_NAC,PERS,N1-3,WORLD,EMP,SI	: 	126123.44 	133014.34 	136189.77 	140744.84 	125714.36 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,AT	630464.39 	621845.73 	602608.69 	582216.24 	501033.37 	506096.08 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,EE	35782.47 	26797.5 	25855.76 	26922.19 	13654.2 	19418.37 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,ES	1754949.97 	1525772.19 	1396898.95 b	1642930.18 	1597644.47 	1474508.36 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,EU28	: 	: 	: 	: 	: 	5977136.34 e
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,FI	865804.92 	860442.1 	897904.67 	803673.79 	883128.33 	888766.19 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,HR	278428.23 	: 	482607.83 	472318.13 	: 	: 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,HU	38248302 	34406776.15 	33778606.11 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,LU	: 	: 	: 	: 	: 	20865.56 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,LV	: 	17073.58 	17555.74 	20785.07 	19871.75 	14972.95 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,MT	: 	12971.86 	13165 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,NL	523730.08 	475347.85 	438743.69 	464483.18 	415834.01 	444055.04 
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N1-3,WORLD,INAC_OTH,PT	56601.47 	184357.75 	180679.38 	: 	96025.13 	122307.8 
