unit,purpose,duration,partner,wstatus,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N_GE1,WORLD,INAC_OTH,SI	: 	207609.2 	179103.68 	154935.78 	136654.67 	145320.08 
THS_EUR,PERS,N_GE1,WORLD,UNE,AT	107026.77 	158553.9 	101827.72 	123274.78 	94305.98 	98920.72 
THS_EUR,PERS,N_GE1,WORLD,UNE,EA	: 	: 	: 	: 	2888821.96 e	2815493.7 e
THS_EUR,PERS,N_GE1,WORLD,UNE,EE	23115.67 	20651.71 	20057.28 	22738.8 	19142.65 	19476.21 
THS_EUR,PERS,N_GE1,WORLD,UNE,ES	2762136.78 	2723348.26 	2721167.1 b	1531818.44 	1678966.76 	1620414.84 
THS_EUR,PERS,N_GE1,WORLD,UNE,EU27	: 	: 	4947314.15 e	: 	3018109.04 e	3645735.64 e
THS_EUR,PERS,N_GE1,WORLD,UNE,EU28	: 	: 	5151500.88 e	: 	3017693.52 e	3645160.52 e
THS_EUR,PERS,N_GE1,WORLD,UNE,FI	417486.4 	382708.47 	403759.93 	308808.93 	321863.29 	261462.28 
THS_EUR,PERS,N_GE1,WORLD,UNE,HR	107858.96 	: 	183764.86 	159576.64 	: 	: 
THS_EUR,PERS,N_GE1,WORLD,UNE,HU	6304.3 	11955.91 	13565.62 	: 	: 	: 
THS_EUR,PERS,N_GE1,WORLD,UNE,LU	: 	: 	: 	: 	: 	53603.26 
THS_EUR,PERS,N_GE1,WORLD,UNE,LV	: 	27892.31 	32421.43 	31644.51 	23859.1 	22223.55 
THS_EUR,PERS,N_GE1,WORLD,UNE,MT	: 	2830.18 u	4088.7 u	: 	: 	: 
THS_EUR,PERS,N_GE1,WORLD,UNE,NL	535469.4 	859260.61 	856912.36 	852578.68 	643519.73 	632748.89 
THS_EUR,PERS,N_GE1,WORLD,UNE,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,WORLD,UNE,PT	28319.82 	101450.98 	109244.81 	: 	81940.69 	73919.47 
THS_EUR,PERS,N_GE1,WORLD,UNE,RO	15125 	14100.83 	18043.46 	18411.41 	25317.68 	23963.06 
THS_EUR,PERS,N_GE1,WORLD,UNE,SI	: 	47159.92 	38400.21 	30158.39 	48728.4 	54601.66 
THS_EUR,PERS,N_GE1,WORLD,UNK,BE	7540988.93 b	8642570.75 	7271276.21 	7320055.84 	8094687.78 	5632843.7 
THS_EUR,PERS,N_GE1,WORLD,UNK,BG	775203.31 	535598.97 	468050.95 	546150.71 	501548.74 	453536.11 
THS_EUR,PERS,N_GE1,WORLD,UNK,CH	: 	15509012.17 	14054974.62 	12379796.81 	12991543.41 	11827591.94 
THS_EUR,PERS,N_GE1,WORLD,UNK,CY	1366195.17 	1163134.7 	984630.55 	1092491.21 	992597.81 	672547.54 
THS_EUR,PERS,N_GE1,WORLD,UNK,CZ	4636193.21 	4096991.91 	3618202.31 	3346313.31 	3634616.31 	3641422.7 
THS_EUR,PERS,N_GE1,WORLD,UNK,DE	103246119.76 	94577930.81 	89829568.08 	: 	92929305.8 	85850820.96 
THS_EUR,PERS,N_GE1,WORLD,UNK,DK	: 	10983336.66 	9236996.7 	10226455.37 b	8567726.28 b	6324175.05 
THS_EUR,PERS,N_GE1,WORLD,UNK,EA	: 	: 	: 	: 	200409150.04 e	190074192.42 e
THS_EUR,PERS,N_GE1,WORLD,UNK,EL	: 	1640854.53 	1566770.91 	1671573.25 	1508136.92 	1359063.95 
THS_EUR,PERS,N_GE1,WORLD,UNK,EU27	: 	: 	251784178.48 e	: 	280262817.81 e	250129011.13 e
THS_EUR,PERS,N_GE1,WORLD,UNK,EU28	: 	: 	251477658.38 e	: 	281885940.62 e	251524242.06 e
THS_EUR,PERS,N_GE1,WORLD,UNK,FR	71833798.71 	63480901.45 	62471065.38 	70175710.33 	66950582.07 	65571415.73 
THS_EUR,PERS,N_GE1,WORLD,UNK,HR	: 	843527.68 	: 	: 	1635032.22 	1408501.19 
THS_EUR,PERS,N_GE1,WORLD,UNK,HU	1780995.88 	1596808.75 	1414619.51 	2158915.52 	1805455.36 	1833232.52 
THS_EUR,PERS,N_GE1,WORLD,UNK,IE	6489453.31 	5948658.63 	5586667.46 	5403392.97 	5141491.23 	5215615.52 
THS_EUR,PERS,N_GE1,WORLD,UNK,IT	20481928 	18317088.49 	15726859.39 	15277679.5 b	19611002.98 	22776959.24 
THS_EUR,PERS,N_GE1,WORLD,UNK,LT	854659.72 	819693.32 	763438.83 	728666.25 	739151.85 	691954.69 
THS_EUR,PERS,N_GE1,WORLD,UNK,LU	: 	1083615.58 	1094771.68 	1164902.91 	990909.77 	: 
THS_EUR,PERS,N_GE1,WORLD,UNK,MT	419133.39 	: 	: 	284370.17 b	295491.72 	268324.95 
THS_EUR,PERS,N_GE1,WORLD,UNK,NL	: 	: 	: 	: 	: 	143621.65 
THS_EUR,PERS,N_GE1,WORLD,UNK,NO	15642999.06 	: 	14386963.3 	14861679.85 	13236311.79 	: 
THS_EUR,PERS,N_GE1,WORLD,UNK,PL	11471251.05 	10083818.14 	9244818.29 	8306620.72 b	11931422.09 	12420604.52 
THS_EUR,PERS,N_GE1,WORLD,UNK,PT	1846139.63 	: 	: 	1859445.55 	192570.11 	: 
THS_EUR,PERS,N_GE1,WORLD,UNK,SE	: 	7693244.26 	8702715.79 	7624254.48 	: 	: 
THS_EUR,PERS,N_GE1,WORLD,UNK,SI	879748.46 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE1,WORLD,UNK,SK	2304042.67 	1944623.33 	1860927.87 	1484426.2 	1426369.24 b	2144360.63 
THS_EUR,PERS,N_GE1,WORLD,UNK,UK	: 	: 	: 	: 	51224470.92 	42449405.58 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,AT	1887797.79 	1941455.07 	1664713.13 	1521113.79 	1866253.78 	1771598.26 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,BE	238581.73 b	382520.54 	260779.66 	251257.36 	315830.66 	336558.2 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,BG	338503.6 	227614.14 	191298.29 	207595.38 	218106.17 	193722.49 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,CH	: 	1270714.92 	1068733.18 	1233618.66 	1294221.9 	1131825.49 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,CY	66841.97 	56727.68 	45427.7 	82264.44 	86308.73 	28512.51 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,CZ	1148047.62 	1007562.44 	883355.19 	727652.78 	837588.37 	847478.76 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,DE	18466778.2 	18079400.01 	17839680.98 	: 	17275893.88 	17407264.84 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,DK	: 	1296169.67 	1337925.2 	1527841.91 b	948969.85 b	891564.49 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,EA	: 	: 	: 	: 	76746312.25 e	76851366.39 e
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,EE	36531.67 	26353.81 	28695.25 	19558.05 	16073.58 	25949.78 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,EL	: 	1089937.29 	1056173.54 	1130816.29 	1026091.45 	866554.67 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,ES	12716243.8 	12173677.53 	11123552.95 b	9588758.08 	10027171.98 	9336413.31 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,EU27	: 	: 	94542200.99 e	: 	92388417.93 e	94438076.94 e
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,EU28	: 	: 	94856670.18 e	: 	92887617.49 e	94896140.81 e
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,FI	1430358.87 	1479000.88 	1507707.43 	1500942.69 	1601113.06 	1605945.98 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,FR	33248338.51 	30800954.32 	30796595.91 	33756621.12 	32801402.24 	32292344.83 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,HR	331870.06 	286523.81 	375524.3 	316388.53 	503701.17 	464328.45 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,HU	364504.5 	354430.86 	365109.34 	397947.24 	382971.77 	364603.04 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,IE	397089.08 	425074.93 	394198.43 	377266.06 	378178.86 	372285.84 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,IT	9621808.49 	8643633.77 	7224619.31 	6559209.82 b	8720947.36 	10083146.14 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,LT	42567.34 	40502.89 	36946.42 	32421.93 	37057.99 	26016.92 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,LU	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,LV	: 	18670.57 	24181.27 	28714.16 	20102.79 	23912.61 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,MT	11370.23 	8140.09 	5862.44 	6229.98 b	5221.23 u	4858.98 u
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,NL	1734856.08 	1742037.63 	1667953.85 	1529397.52 	1399115.16 	1450915 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,NO	2040474.57 	: 	1819734.37 	1851830.9 	1877234.07 	: 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,PL	3724536.81 	3348460.59 	2958656.31 	2672857.78 b	4342261.45 	4851185.96 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,PT	936765.52 	783433.2 	865777.62 	736218.17 	634672.35 	594421.76 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,RO	999206.35 	924950.72 	819942.73 	789134.94 	843799.96 	870101.91 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,SE	: 	1025665.68 	1048588.29 	834434.17 	: 	: 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,SI	85757.95 	85254.11 	74218.83 	71719.12 	78039.18 	80347.66 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,SK	355685.43 	349059.56 	320948.89 	305100.7 	242892.38 b	478361 
THS_EUR,PERS,N_GE4,DOM,ACT_INAC,UK	: 	: 	: 	: 	7691264.24 	8237167.74 
THS_EUR,PERS,N_GE4,DOM,EDUC,AT	100866.43 	144917.24 	114502.15 	104753.21 	139936.9 	108553.67 
THS_EUR,PERS,N_GE4,DOM,EDUC,EA	: 	: 	: 	: 	2133334.45 e	2077104.19 e
THS_EUR,PERS,N_GE4,DOM,EDUC,EE	: c	: u	2095.05 u	1894.8 u	2364.22 u	: u
THS_EUR,PERS,N_GE4,DOM,EDUC,ES	1275944.93 	1222677.18 	1075471.98 b	1538139.54 	1662743.47 	1590213.65 
THS_EUR,PERS,N_GE4,DOM,EDUC,EU27	: 	: 	1830382.13 e	: 	2315447.88 e	2918459.88 e
THS_EUR,PERS,N_GE4,DOM,EDUC,EU28	: 	: 	1880412.67 e	: 	2315129.1 e	2917999.49 e
THS_EUR,PERS,N_GE4,DOM,EDUC,FI	140190.46 	151209.67 	132915.21 	152026.44 	157058.46 	215859.74 
THS_EUR,PERS,N_GE4,DOM,EDUC,HR	51630.83 	: 	45684.6 	46626.64 	: 	: 
THS_EUR,PERS,N_GE4,DOM,EDUC,HU	31618.38 	31660.01 	23828.37 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,EDUC,LU	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,EDUC,LV	: 	: c	: u	: u	3248.2 u	2046.24 u
THS_EUR,PERS,N_GE4,DOM,EDUC,MT	: 	1079.42 u	810.89 u	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,EDUC,NL	109002.88 	114151.92 	72336.16 	65252.01 	111971.24 	93318.81 
THS_EUR,PERS,N_GE4,DOM,EDUC,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,EDUC,PT	6180.62 	68525.37 	75879.8 	: 	52920.63 	61658.22 
THS_EUR,PERS,N_GE4,DOM,EDUC,RO	119241.45 	100340.85 	93104.95 	101870.59 	125415.16 	139117.67 
THS_EUR,PERS,N_GE4,DOM,EDUC,SI	: 	6316.56 u	5160.92 u	3427.94 u	6077.77 u	4491.09 u
THS_EUR,PERS,N_GE4,DOM,EMP,AT	1171184.4 	1184894.18 	992948.06 	874412.58 	1020494.63 	1049587.37 
THS_EUR,PERS,N_GE4,DOM,EMP,EA	: 	: 	: 	: 	7421737.72 e	7368171.85 e
THS_EUR,PERS,N_GE4,DOM,EMP,EE	22382.61 	15243.18 	19086.69 	12150.39 	10836.73 	16859.37 
THS_EUR,PERS,N_GE4,DOM,EMP,ES	6621599.81 	6338322.64 	5839338.64 b	4390541.65 	4412534.49 	4342494.29 
THS_EUR,PERS,N_GE4,DOM,EMP,EU27	: 	: 	11297163.4 e	: 	8235327.61 e	10493002.16 e
THS_EUR,PERS,N_GE4,DOM,EMP,EU28	: 	: 	11516297.66 e	: 	8234193.81 e	10491346.89 e
THS_EUR,PERS,N_GE4,DOM,EMP,FI	795104.04 	809945.9 	858415.47 	827824.69 	953997.06 	912438.54 
THS_EUR,PERS,N_GE4,DOM,EMP,HR	198830.41 	: 	203589.75 	150762.75 	: 	: 
THS_EUR,PERS,N_GE4,DOM,EMP,HU	207207.48 	212972.09 	220397.06 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,EMP,LU	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,EMP,LV	: 	7701.58 	13288.75 	18771 	6898.4 	12245.75 
THS_EUR,PERS,N_GE4,DOM,EMP,MT	: 	5016.59 	3827.91 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,EMP,NL	893713.41 	889398.43 	795316.94 	723682.49 	670797.97 	703685.87 
THS_EUR,PERS,N_GE4,DOM,EMP,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,EMP,PT	43501.15 	428517.15 	455394.24 	: 	316420.74 	304889.36 
THS_EUR,PERS,N_GE4,DOM,EMP,RO	790034.1 	741600.28 	636140.58 	603858.99 	630683.3 	632622.11 
THS_EUR,PERS,N_GE4,DOM,EMP,SI	: 	37287.56 	30460.92 	30920.75 	35745.45 	36805.45 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,AT	599886.12 	579943.19 	551758.92 	532775.06 	682769.64 	591217.74 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,EA	: 	: 	: 	: 	5151455.64 e	4606141.86 e
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,EE	9007.96 u	7006.05 u	6740.42 	5212.48 	2603.22 	3056.62 u
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,ES	3798115.34 	3590802.67 	3164352.79 b	3088511.77 	3323511.74 	2810543.63 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,EU27	: 	: 	6130793.81 e	: 	5363748.47 e	6017922.49 e
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,EU28	: 	: 	6213063.33 e	: 	5363010.02 e	6016973.16 e
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,FI	420352.22 	450857.58 	437937.16 	456256.21 	420166.39 	419109.09 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,HR	54402.44 	: 	78444.53 	74638.3 	: 	: 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,HU	123278.49 	105729.41 	114463.42 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,LU	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,LV	: 	8739.29 	4927.21 	7187.1 	7670.04 	8696.61 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,MT	: 	1969.29 u	: c	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,NL	672482.32 	587528.94 	655853.76 	607874.07 	506641.54 	545720.02 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,PT	53954.83 	250114 	294226.64 	: 	181997.26 	198881.74 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,RO	85336.18 	79676.9 	87402.35 	77646.45 	76369.69 	85706.34 
THS_EUR,PERS,N_GE4,DOM,INAC_OTH,SI	: 	38669.13 	34363.79 	32607.29 	33133.76 	35602.7 
THS_EUR,PERS,N_GE4,DOM,UNE,AT	: c	31700.45 u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,DOM,UNE,EA	: 	: 	: 	: 	871451.94 e	802539.71 e
THS_EUR,PERS,N_GE4,DOM,UNE,EE	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,DOM,UNE,ES	1020583.72 	1021875.05 	1044389.54 b	571565.11 	628382.28 	593161.74 
THS_EUR,PERS,N_GE4,DOM,UNE,EU27	: 	: 	1525221.43 e	: 	905503.86 e	1094529.28 e
THS_EUR,PERS,N_GE4,DOM,UNE,EU28	: 	: 	1578049.5 e	: 	905379.2 e	1094356.61 e
THS_EUR,PERS,N_GE4,DOM,UNE,FI	74712.15 	66987.74 	78439.57 	64835.35 	69891.14 	58538.6 
THS_EUR,PERS,N_GE4,DOM,UNE,HR	27006.37 	: 	47805.42 	44360.84 	: 	: 
THS_EUR,PERS,N_GE4,DOM,UNE,HU	2400.15 	4069.35 	6420.48 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,UNE,LU	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,UNE,LV	: 	: c	3843.06 u	: u	: u	924.01 u
THS_EUR,PERS,N_GE4,DOM,UNE,MT	: 	: u	: c	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,UNE,NL	59657.47 	150958.34 	144446.99 	132588.96 	109704.41 	92343.16 
THS_EUR,PERS,N_GE4,DOM,UNE,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,DOM,UNE,PT	5396.85 u	36276.67 	40276.95 	: 	36962.98 	28992.45 
THS_EUR,PERS,N_GE4,DOM,UNE,RO	4594.62 u	3332.69 u	3294.84 u	5758.91 u	11331.81 	12655.78 
THS_EUR,PERS,N_GE4,DOM,UNE,SI	: 	: u	: u	: u	: u	3448.42 u
THS_EUR,PERS,N_GE4,DOM,UNK,BE	238581.73 b	382520.54 	260779.66 	251257.36 	315830.66 	336558.2 
THS_EUR,PERS,N_GE4,DOM,UNK,BG	338503.6 	227614.14 	191298.29 	207595.38 	218106.17 	193722.49 
THS_EUR,PERS,N_GE4,DOM,UNK,CH	: 	1270714.92 	1068733.18 	1233618.66 	1294221.9 	1131825.49 
THS_EUR,PERS,N_GE4,DOM,UNK,CY	66841.97 	56727.68 	45427.7 	82264.44 	86308.73 	28512.51 
THS_EUR,PERS,N_GE4,DOM,UNK,CZ	1148047.62 	1007562.44 	883355.19 	727652.78 	837588.37 	847478.76 
THS_EUR,PERS,N_GE4,DOM,UNK,DE	18466778.2 	18079400.01 	17839680.98 	: 	17275893.88 	17407264.84 
THS_EUR,PERS,N_GE4,DOM,UNK,DK	: 	1296169.67 	1337925.2 	1527841.91 b	948969.85 b	891564.49 
THS_EUR,PERS,N_GE4,DOM,UNK,EA	: 	: 	: 	: 	61168332.49 e	61997408.78 e
THS_EUR,PERS,N_GE4,DOM,UNK,EL	: 	1089937.29 	1056173.54 	1130816.29 	1026091.45 	866554.67 
THS_EUR,PERS,N_GE4,DOM,UNK,EU27	: 	: 	73758640.21 e	: 	75568390.12 e	73914163.13 e
THS_EUR,PERS,N_GE4,DOM,UNK,EU28	: 	: 	73668847.01 e	: 	76069905.36 e	74375464.66 e
THS_EUR,PERS,N_GE4,DOM,UNK,FR	33248338.51 	30800954.32 	30796595.91 	33756621.12 	32801402.24 	32292344.83 
THS_EUR,PERS,N_GE4,DOM,UNK,HR	: 	286523.81 	: 	: 	503701.17 	464328.45 
THS_EUR,PERS,N_GE4,DOM,UNK,HU	: 	: 	: 	397947.24 	382971.77 	364603.04 
THS_EUR,PERS,N_GE4,DOM,UNK,IE	397089.08 	425074.93 	394198.43 	377266.06 	378178.86 	372285.84 
THS_EUR,PERS,N_GE4,DOM,UNK,IT	9621808.49 	8643633.77 	7224619.31 	6559209.82 b	8720947.36 	10083146.14 
THS_EUR,PERS,N_GE4,DOM,UNK,LT	42567.34 	40502.89 	36946.42 	32421.93 	37057.99 	26016.92 
THS_EUR,PERS,N_GE4,DOM,UNK,LU	: 	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,DOM,UNK,MT	11370.23 	: 	: 	6229.98 b	5221.23 u	4858.98 u
THS_EUR,PERS,N_GE4,DOM,UNK,NL	: 	: 	: 	: 	: 	15847.14 u
THS_EUR,PERS,N_GE4,DOM,UNK,NO	2040474.57 	: 	1819734.37 	1851830.9 	1877234.07 	: 
THS_EUR,PERS,N_GE4,DOM,UNK,PL	3724536.81 	3348460.59 	2958656.31 	2672857.78 b	4342261.45 	4851185.96 
THS_EUR,PERS,N_GE4,DOM,UNK,PT	827732.07 	: 	: 	736218.17 	46370.74 	: 
THS_EUR,PERS,N_GE4,DOM,UNK,SE	: 	1025665.68 	1048588.29 	834434.17 	: 	: 
THS_EUR,PERS,N_GE4,DOM,UNK,SI	85757.95 	: 	: 	: 	: 	: 
THS_EUR,PERS,N_GE4,DOM,UNK,SK	355685.43 	349059.56 	320948.89 	305100.7 	242892.38 b	478361 
THS_EUR,PERS,N_GE4,DOM,UNK,UK	: 	: 	: 	: 	7691264.24 	8237167.74 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,AT	7503907.93 	6985597.22 	6438167.02 	6491653.89 	6567883.96 	6117330.5 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,BE	6002321.9 b	6936092.99 	5892098.32 	6062451.52 	6730264.63 	4454416.98 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,BG	226471.58 	163140.84 	145251.63 	142115.03 	120203.63 	115527.48 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,CH	: 	11736038.14 	10389402.92 	9051169.06 	9205031.32 	8886207.34 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,CY	1036988.77 	896415.27 	755925.46 	828550.56 	735901.36 	511215.32 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,CZ	2453236.26 	2151299.05 	1918439.81 	1848009.88 	2048688.02 	2034102.32 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,DE	66323195.21 	57834194.85 	52891054.43 	: 	56025352.7 	49648150.5 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,DK	: 	5324632.51 	3734441.68 	4106273.06 b	3460557.42 b	3367837.26 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,EA	: 	: 	: 	: 	126095175.55 e	115910210.66 e
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,EE	475136.52 	385796.73 	411911.83 	361916.37 	333171.39 	256888.97 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,EL	: 	327421.31 	271257.27 	294669.46 	292192.79 	196885.63 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,ES	9445257.91 	8807619.54 	7985720.4 b	5565511.42 	5465239.9 	5405988.57 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,EU27	: 	: 	155111643.22 e	: 	170817800.34 e	152161149.71 e
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,EU28	: 	: 	155615366.11 e	: 	171424591.23 e	152671065.66 e
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,FI	4680088.8 	4431065.6 	4428767.08 	4538080.49 	4273581.55 	4348033.63 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,FR	22699082.14 	19517870.77 	18319072.76 	21778230.46 	20136194.06 	19096832.37 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,HR	420997.57 	303179.83 	605430.17 	536902.48 	620189.68 	524173.69 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,HU	1327462.59 	1198991.44 	1128160.15 	1050531.34 	815307.53 	852600.59 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,IE	4289523.14 	4019372.35 	3677174.19 	3712250.02 	3551697.73 	3631068.96 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,IT	5863657.08 	4720626.78 	4410508.22 	5362626.55 b	7296314.07 	7960448.83 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,LT	627855.81 	602513.02 	553622.84 	539064.91 	563865.83 	525417.57 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,LU	: 	915004.53 	879398.49 	946128.94 	828940.63 	818711.8 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,LV	: 	263130.53 	270347.78 	354663.92 	298181.98 	295837.21 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,MT	315093.54 	311981.58 	239265.72 	220780.12 b	238363.46 	214347.46 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,NL	13985227.66 	10464719.27 	9963458.6 	9993663.38 	10213485.06 	10799232.44 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,NO	9904335.91 	: 	9210307.3 	9306418.34 	8292689.08 	: 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,PL	5274022.63 	4725207.96 	4485521.13 	4144413.94 b	4594264.62 	4310477.62 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,PT	652015.21 	481773.08 	666052.47 	531397.83 	395809.8 	375581.29 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,RO	468624.97 	362710.33 	365120.57 	355317.11 	325099.78 	300338.62 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,SE	: 	3175169.99 	3930221.64 	3959265.73 	: 	: 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,SI	533769.65 	564046.28 	535565.24 	468943.98 	461177.33 	472384.02 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,SK	1243025.7 	1067669.9 	1134981.1 	791399.6 	898838.48 b	1338516.05 
THS_EUR,PERS,N_GE4,OUT,ACT_INAC,UK	: 	: 	: 	: 	30580114.48 	21355641.99 
THS_EUR,PERS,N_GE4,OUT,EDUC,AT	617849.07 	773291.42 	664112.96 	625988.78 	646444.26 	611389.49 
THS_EUR,PERS,N_GE4,OUT,EDUC,EA	: 	: 	: 	: 	2956995.75 e	3080238.57 e
THS_EUR,PERS,N_GE4,OUT,EDUC,EE	39498.62 u	31397.3 u	27108.19 u	25974.95 	32336.61 	32788.16 u
THS_EUR,PERS,N_GE4,OUT,EDUC,ES	1292567.58 	927669.56 	1005291.86 b	578791.33 	641700.23 	612546.58 
THS_EUR,PERS,N_GE4,OUT,EDUC,EU27	: 	: 	3634598.98 e	: 	3076505.92 e	4079702.87 e
THS_EUR,PERS,N_GE4,OUT,EDUC,EU28	: 	: 	3772647.25 e	: 	3076082.37 e	4079059.29 e
THS_EUR,PERS,N_GE4,OUT,EDUC,FI	382288.9 	481412.57 	427163.59 	597612.17 	501885.84 	628052.78 
THS_EUR,PERS,N_GE4,OUT,EDUC,HR	81019.2 u	: 	124549.68 u	167829.81 	: 	: 
THS_EUR,PERS,N_GE4,OUT,EDUC,LU	: 	: 	: 	: 	: 	71485.55 
THS_EUR,PERS,N_GE4,OUT,EDUC,LV	: 	41908.27 u	28677.01 u	60442.11 u	38795.33 u	27350.98 u
THS_EUR,PERS,N_GE4,OUT,EDUC,MT	: 	33224.92 	28435.03 	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,EDUC,NL	1575064.74 	906223.53 	804985.58 	758121.55 	1034303.73 	999959.34 
THS_EUR,PERS,N_GE4,OUT,EDUC,PL	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,OUT,EDUC,PT	13297.69 u	58959.32 	68072.09 	: 	31842.71 	31383.2 
