unit,purpose,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,PERS,N_GE4,DOM,F,DE	173283890 	185834867 	174301158 	186899481 	174022556 	179829078 	197942724 	202635324 	207284320 	198926419 	184030641 	161851608 	190069238 	167765000 	207713000 	206276000 	178575000 	183005000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,DK	: 	12485383 	15258908 	13598783 	10521012 b	12261379 	: 	: 	: 	: 	: 	: 	: 	: 	7245600 	6972200 	6233500 	5629100 	5759600 	6367800 	7274000 	14444600 	: 	: 
NR,PERS,N_GE4,DOM,F,EA	: 	: 	: 	1005838085 e	1035318386 e	1036143103 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,EE	1157809 	928800 	1097175 	912115 	698019 	1543590 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,EL	: 	23345761 	24979092 	26612872 	24435082 	20952721 	31313980 	29648399 	42210217 	43780131 	47999572 	48333282 	51758649 	42658027 	27966742 	26817026 	25742573 	27661229 	25801397 	36735792 	41872675 	51026304 	32629917 	: 
NR,PERS,N_GE4,DOM,F,ES	180083977 	177037496 	163693338 b	182820505 	199124267 	187186121 	190721804 	181590783 	189487670 	188364674 	190229891 	183120263 	204996000 	185680000 	186701800 	182345700 	191548200 	179600100 	131506103 	217966929 	165992674 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,EU27	: 	: 	1286226217 e	1361730731 e	1303870965 e	1313024196 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,EU28	: 	: 	1295707433 e	1372684766 e	1314069350 e	1324257231 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,FI	19230925 	19412054 	19737806 	19062172 	19657407 	18693178 b	19530000 	19933000 	18369000 	16780000 	16971000 	17932000 	16620000 	16001000 	16773000 	16846000 	16398000 	14828000 	15060000 	13161000 	13971000 	13080000 	: 	: 
NR,PERS,N_GE4,DOM,F,FR	365202810 	370239883 	385714571 	420282382 	422287776 	419944155 	424775001 	414199151 	417399834 	446001883 	463384652 	468992670 	472072938 	347970000 	351233000 	344849000 	335286000 	342906000 	343828000 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,HR	9340022 	7531065 	9657321 	11025212 	10214620 	11230727 	12452084 	9791772 	10776010 	10765823 	12248339 	: 	: 	5810164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,HU	9328171 	9925193 	10674665 	11502714 	11714073 	13431147 	12938365 	13224732 	12840008 	15499643 	17704133 	15400448 	15820494 	15801315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,IE	4376069 	4376336 	4314595 	4421941 	4571679 	4347717 	4203000 	4364000 	4650000 	4879000 	5537000 	4566000 	4585000 	4596000 	4638000 	4218000 	4533000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	610383 	: 	: 
NR,PERS,N_GE4,DOM,F,IT	98367436 	96082552 	87782219 	92628597 b	109602654 	120871013 	138881015 	167841151 	177703556 	176024322 	175572665 	203150092 	182312944 	174102427 	183529586 	195148706 	169981279 	190702077 	181854658 	187736765 	190517001 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,LT	1708183 	1634069 	1600849 	1533063 	1887056 	1512618 	1385945 	1378997 	1366373 	2042506 	1989549 	1887226 	1687498 	1639036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,LU	: 	: u	: u	: u	: u	: u	0 	5075 	: u	30800 	10312 	5000 	26000 	9000 	29000 	36000 	12000 	6000 	40000 	18000 	57000 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,LV	: 	1713884 	1591800 	2399994 	1732169 	1813696 	1639226 	1580849 	1329402 	1525987 	1355004 	1778106 	1798066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,MT	155689 	107228 	90860 	72384 b	: u	122260 u	62089 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,NL	32063299 	33741528 	31114334 	31534930 	33054652 	39366258 b	27274000 	30464000 	28423000 	28653000 	30816000 	31251000 	31360000 	33662000 	31143000 	38143000 	31739000 	31217000 	28711000 	28280000 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,NO	14697511 	12050856 	13263191 	15996965 	13017188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,PL	88733588 	86071881 	78153146 	75680975 b	73383843 	74663994 	51640000 e	58648000 	66393000 	66775000 	70901000 	75617000 	66825000 	71748000 e	84230000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,PT	20324552 	17661061 	18716692 	18031073 	23503176 	17555778 	16047511 	15606255 	18293710 	15308383 	15510022 	16028743 	18571544 	20857475 	16581849 	19798156 	21648375 	16737887 	18378409 	16680952 	17748797 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,RO	16953247 	16079778 	15959460 	18134404 	19706971 	18972042 	14577418 	12519403 	16173997 	16953219 	18241376 	11583656 	15297568 	18242088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,SE	: 	27502160 	31532051 	23820920 	: 	: 	29618000 	29936000 	24139000 	27223000 	25255000 	29132000 	: 	: 	: 	: 	: 	: 	: 	: 	47319194 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,SI	1422821 	1419837 	1069693 	1259577 	1218063 	1252374 	1589000 	1338000 	1673000 	1319662 	1553929 	1929657 	1582923 	1484208 	1770630 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,SK	5916378 	8235457 	7400279 	6272724 	4958244 b	7058464 	6664978 	5442499 	8710119 	8729054 	8717304 	9219776 	8709240 	10239048 	10920654 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,F,UK	: 	: 	: 	: 	88827695 	94403347 	86189877 	89895520 	116048080 	103416200 	109658480 	112116872 	114917000 	106000000 	122600000 	139700000 	144000000 	147000000 	132400000 	121200000 	138000000 	129500000 	: 	: 
NR,PERS,N_GE4,DOM,M,AT	8894190 	9975676 	8464002 	8509112 	9845186 	9941212 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,BE	2842653 b	3719567 	2961920 	2995870 	3717421 	3405778 	4200964 	3952301 	4405988 	4410709 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8737407 	: 	: 
NR,PERS,N_GE4,DOM,M,BG	5387586 	3611220 	3142352 	3750491 	4967420 	3667910 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,CH	: 	8175115 	6269449 	8042132 	8934002 	8164426 	: u	: u	: u	9610591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,CY	806647 	741198 	580598 	725582 	1543421 	1189624 b	603645 	670373 	736168 	669335 	710098 	678626 	632737 	903297 	813832 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,CZ	28672968 	28597707 	25129766 	26609789 	24950191 	25930822 	: 	: 	22634869 	17883455 	16417670 	18133037 	20097698 	22545302 	20352490 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,DE	140458276 	150239255 	175579552 	134856278 	140588141 	138690989 	147115156 	154328771 	155209441 	139192744 	145018896 	168628607 	184472739 	152350000 	193613000 	165731000 	145642000 	160132000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,DK	: 	9278990 	16831069 	13446717 	10292424 b	9445430 	: 	: 	: 	: 	: 	: 	: 	: 	7110400 	5996500 	4642200 	5228500 	4330300 	5423800 	5788000 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,EA	: 	: 	: 	836422853 e	886007764 e	873273810 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,EE	698192 	593792 u	607488 	443873 	415276 	632811 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,EL	: 	20032014 	20437190 	23016881 	20596325 	18797482 	26425201 	25703378 	39291601 	38549719 	39691102 	43724957 	46605534 	35256047 	23955707 	23798926 	22498560 	24241401 	21490061 	31924265 	37066101 	46295081 	29556136 	: 
NR,PERS,N_GE4,DOM,M,ES	142702417 	143481133 	137588247 b	158811270 	169167868 	158049705 	162411824 	157431251 	157908782 	159508724 	157114392 	156226726 	162119700 	162175000 	164088300 	162915700 	170264100 	157977060 	122713097 	190497739 	160082603 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,EU27	: 	: 	1108088855 e	1133212491 e	1109191994 e	1100307307 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,EU28	: 	: 	1116875831 e	1141217617 e	1120118666 e	1109312475 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,FI	14796480 	16098804 	14704903 	15805654 	16957861 	15587744 b	17166000 	18146000 	16196000 	14489000 	14772000 	14407000 	13999000 	13841000 	14431000 	13803000 	14384000 	12033000 	10965000 	9750000 	9740000 	10831000 	: 	: 
NR,PERS,N_GE4,DOM,M,FR	301407714 	320605352 	323409225 	364569803 	368584910 	362926597 	370704126 	356683909 	370474961 	377721521 	395418633 	391919538 	399729050 	290674000 	295552000 	305482000 	289528000 	281622000 	284466000 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,HR	5540038 	6660631 	8860836 	8204082 	10897896 	9010920 	9984532 	10071052 	8387826 	8344911 	7943535 	: 	: 	8755262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,HU	8096768 	8119675 	8302753 	9074474 	9254363 	10365982 	10686237 	10879262 	10642157 	12275981 	14690699 	12249387 	12005307 	12305200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,IE	3623456 	3532258 	3420382 	3145166 	3245908 	3397015 	3163000 	3278000 	3862000 	3859000 	4375000 	3825000 	3633000 	3542000 	3817000 	3220000 	3531000 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	464469 	: 	: 
NR,PERS,N_GE4,DOM,M,IT	85704250 	78106772 	68030871 	73950988 b	95496754 	106334477 	122583127 	146958347 	142434480 	150660577 	149106079 	168507257 	153020341 	156352078 	152601345 	160999772 	143103295 	153706099 	148160342 	153509191 	153473464 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,LT	1382621 	1433713 	1463558 	1373628 	1386066 	1372138 	1258651 	1269639 	1347350 	1885497 	1868160 	1392538 	1300357 	1169595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,LU	: 	: u	: u	: u	: u	: u	11095 	2133 	: u	9614 	15983 	15000 	15000 	37000 	7000 	36000 	5000 	11000 	35000 	28000 	13000 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,LV	: 	1272742 	915248 	1697727 	957232 	1122924 	845539 	965536 	1219351 	1236045 	895094 	1133122 	1367450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,MT	123733 	100601 	100199 	87687 b	: u	130816 u	49238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,NL	32363713 	33787018 	33179658 	30664075 	32857406 	33342578 b	29248000 	29401000 	27301000 	27086000 	27894000 	30402000 	27829000 	29007000 	30245000 	29810000 	29454000 	27275000 	28989000 	27401000 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,NO	12334530 	13920897 	10768808 	12067749 	10664362 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,PL	66571201 	62928696 	59020296 	55183020 b	59480156 	59000961 	47500000 e	54015000 	46219000 	49320000 	55506000 	60640000 	56119000 	59545000 e	64980000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,PT	15327383 	14279279 	14342364 	14051222 	18168008 	14165428 	12732655 	12546621 	15475148 	12517160 	13867591 	12995892 	13749799 	14665146 	15873782 	17513833 	15633591 	15288771 	15304438 	13107167 	12949095 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,RO	15999949 	15871645 	15579686 	17054596 	18516800 	20339324 	15024805 	13068372 	16074719 	16663185 	17147610 	10980556 	13607474 	15702027 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,SE	: 	32418195 	28777718 	24940673 	: 	: 	26103000 	25697000 	22236000 	21883000 	23511000 	21421000 	: 	: 	: 	: 	: 	: 	: 	: 	42328212 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,SI	743129 	978163 	1044736 	764447 	1065311 	1111798 	1071000 	1264000 	1476000 	1616145 	1144191 	1418867 	1525338 	1438116 	1260845 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,SK	6379873 	4318965 	3868295 	3193408 	3573960 b	5426984 	5247184 	4833357 	6222657 	8076264 	8779907 	7911436 	7969310 	8225240 	9940854 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,M,UK	: 	: 	: 	: 	72324927 	74994208 	64846748 	68268768 	85646312 	77067888 	82891264 	79803344 	83883000 	81200000 	98500000 	103300000 	103500000 	115800000 	105700000 	93200000 	100600000 	100500000 	: 	: 
NR,PERS,N_GE4,DOM,T,AT	20203827 	21574717 	19758988 	19686674 	22353669 	21630813 	20443289 	21188139 	22795080 	22967052 	22564983 	23009777 	19781573 	19806269 	21727979 	15013097 	18524617 	17472678 	18498076 	17857003 	: 	17503700 	: 	: 
NR,PERS,N_GE4,DOM,T,BE	5817411 b	8400779 	6339055 	6107451 	7683518 	7713838 	8920346 	8777755 	9170113 	10807818 	11322656 	11629852 	15023517 	13902444 	13683755 	12230421 	11478271 	11237251 	12703189 	15380254 	18049344 	18123743 	: 	15362435 
NR,PERS,N_GE4,DOM,T,BG	11556451 	8188223 	6799905 	7976733 	10455001 	7629947 b	13945565 	13367682 	17590201 	14029307 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,CH	: 	17037677 	14267733 	18558527 	17848641 	17044943 	17018230 	18012833 	21192190 	20955799 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,CY	1744309 	1883518 	1475359 	2830300 	3025529 	2460350 b	1296210 	1439495 	1580776 	1437265 	1524795 	1457215 	1358678 	1939662 	1747544 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,CZ	60503719 	61973674 	54165640 	58977422 	55491568 	56977164 	55598252 	47267595 	48775770 	38203606 	39788328 	40430164 	42725279 	46812187 	46399021 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,DE	313742167 	336074122 	349880710 	321755759 	314610697 	318520067 	345057881 	356964095 	362493761 	338119163 	329049537 	330480215 	374541977 	320115000 	401326000 	372006000 	324217000 	343137000 	331100000 	284500000 	283300000 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,DK	: 	21764373 	32089977 	27045500 	20813435 b	21706809 	22067678 	27165780 	20742102 	18171326 	11063135 	12660480 	10687335 	9355198 	14355900 	12968600 	10875700 	10857600 	10089900 	11791600 	13062000 	14444600 	: 	: 
NR,PERS,N_GE4,DOM,T,EA	: 	: 	: 	1842260938 e	1921326150 e	1909416912 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,EE	1856001 	1522593 	1704663 	1355987 	1113294 	2176400 	1303766 	1288970 	921558 	803398 	864403 	687760 	888075 	803991 	858085 	1473927 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,EL	: 	43377775 	45416282 	49629753 	45031406 	39750202 	57739181 	55351777 	81501818 	82329850 	87690674 	92058239 	98364183 	77914074 	51922449 	50615952 	48241133 	51902630 	47291458 	68660057 	78938776 	97321386 	62186052 	: 
NR,PERS,N_GE4,DOM,T,ES	322786394 	320518629 	301281585 b	341631775 	368292135 	345235825 	353133627 	339022034 	347396453 	347873399 	347344283 	339346989 	367115800 	289362900 	287913200 	287324100 	361812300 	337577170 	254219200 	408464668 	326075277 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,EU27	: 	: 	2394315072 e	2494943222 e	2413062959 e	2413331503 e	2444763630 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,EU28	: 	: 	2412583264 e	2513902383 e	2434188016 e	2433569707 e	2467200246 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,FI	34027406 	35510858 	34442709 	34867827 	36615268 	34280922 b	36697000 	38079000 	34565000 	31269000 	31743000 	32340000 	30619000 	29842000 	31205000 	30649000 	30782000 	26861000 	26025000 	22911000 	23710000 	23911000 	: 	: 
NR,PERS,N_GE4,DOM,T,FR	666610524 	690845235 	709123796 	784852185 	790872686 	782870751 	795479128 	770883060 	787874795 	823723404 	858803284 	860912208 	871801988 	638644000 	646785000 	650331000 	624814000 	624530000 	628288000 	704685333 	675227998 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,HR	14880060 	14191696 	18518156 	19229294 	21112516 	20241647 	22436616 	19862825 	19163836 	19110734 	20191873 	: 	: 	14565426 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,HU	17424939 	18044868 	18977418 	20577188 	20968436 	23797129 	23624602 	24103994 	23482165 	27775624 	32394832 	27649835 	27825801 	28046672 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,IE	7999524 	7908595 	7734977 	7567108 	7817587 	7744732 	7366000 	7642000 	8512000 	8739000 	9911000 	8391000 	8216000 	8138000 	8455000 	7437000 	8063000 	: 	7615000 	6445000 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,IT	184071686 	174189324 	155813090 	166579585 b	205099407 	227205490 	261464142 	314799498 	320138037 	326684899 	324678744 	371657349 	335333285 	330454504 	336130931 	356148478 	313084573 	344408176 	330015000 	341245956 	343990465 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,LT	3090804 	3067782 	3064406 	2906691 	3273121 	2884756 	2644596 	2648636 	2713723 	3928003 	3857709 	3279764 	2987855 	2808631 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,LU	: 	: u	: u	: u	: u	: u	11095 	7208 	: u	40414 	26296 	20000 	40000 	46000 	36000 	72000 	18000 	17000 	75000 	46000 	70000 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,LV	: 	2986626 	2507047 	4097721 	2689402 	2936620 	2484765 	2546385 	2548753 	2762032 	2250098 	2911228 	3165516 	: 	2597998 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,MT	279421 	207829 	191059 	160072 b	135227 u	253075 u	111327 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,NL	64427012 	67528546 	64293992 	62199005 	65912058 	72708836 b	56523000 	59865000 	55724000 	55740000 	58710000 	61653000 	59189000 	62668000 	61388000 	67952000 	61193000 	58492000 	57701000 	55681000 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,NO	27032040 	25971753 	24031999 	28064714 	23681549 	: 	24028243 	26995242 	26604957 	27088471 	25638056 	27096962 	26496024 	25033803 	26071668 	22947170 	23822545 	24004172 	28046920 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,PL	155304789 	149000576 	137173442 	130863995 b	132863998 	133664955 	99140000 e	112663000 	112612000 	116095000 	126407000 	136257000 	122944000 	131293000 e	149210000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,PT	35651934 	31940341 	33059057 	32082295 	41671184 	31721207 	28780166 	28152875 	33768858 	27825542 	29377612 	29024635 	32321343 	35522621 	32455631 	37311989 	37281966 	32026658 	33682847 	29788119 	30697892 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,RO	32953197 	31951423 	31539146 	35189000 	38223771 	39311366 	29602223 	25587775 	32248716 	33616404 	35388986 	22564212 	28905042 	33944115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,SE	: 	59920355 	60309769 	48761593 	: 	: 	55721000 	55633000 	46375000 	49107000 	48766000 	50552000 	: 	: 	: 	: 	: 	: 	: 	: 	89647406 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,SI	2165949 	2398000 	2114429 	2024023 	2283375 	2364172 	2660000 	2602000 	3149000 	2935807 	2698120 	3348524 	3108261 	2922324 	3031476 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,SK	12296251 	12554421 	11268574 	9466132 	8532204 b	12485448 	11912162 	10275856 	14932776 	16805318 	17497211 	17131212 	16678550 	18464288 	20861508 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,DOM,T,UK	: 	: 	: 	: 	161152622 	169397555 	151036629 	158164288 	201694400 	180484080 	192549744 	191920224 	198800000 	187200000 	221000000 	243000000 	247400000 	262800000 	238000000 	214500000 	238600000 	229900000 	: 	: 
NR,PERS,N_GE4,OUT,F,AT	31414585 	31911686 	27576643 	29847150 	27974991 	28982239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,BE	39809411 b	45602054 	37703249 	39182392 	38667319 	28269026 	36958340 	32415108 	32243626 	37152850 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45881676 	: 	: 
NR,PERS,N_GE4,OUT,F,BG	2317712 	1839392 	1799649 	1807978 	1990526 	1581694 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,CH	: 	51981431 	46390450 	41680268 	43074546 	42416097 	42517372 	41762791 	39582814 	36131705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,CY	7390844 	6417296 	5815036 	7259072 	6565150 	6776190 b	5594406 	5701677 	5243165 	5774290 	5292255 	4149148 	4137146 	3435452 	3247694 	3223596 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,CZ	21569338 	18163812 	16388958 	17004340 	18535301 	19872384 	: 	: 	21195610 	23257473 	20883560 	18605939 	18903235 	18057143 	22952697 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,DE	363344045 	358043591 	310176257 	330639632 	347833371 	294816000 	315953109 	326529378 	325208486 	328211845 	320896469 	345255970 	367254693 	397628000 	398544000 	389863000 	439700000 	443998000 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,DK	: 	22957036 	22121741 	24680348 	21313051 b	22765566 	: 	: 	: 	: 	: 	: 	: 	: 	17534900 	16249200 	16057400 	15889000 	16224800 	15342200 	15357000 	30579700 	: 	: 
NR,PERS,N_GE4,OUT,F,EA	: 	: 	: 	749591608 e	755540338 e	698417662 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,EE	3274635 	3110171 	3753877 	3642906 	3259473 	3521813 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,EL	: 	3716137 	2991416 	3687982 	3776793 	2721618 	3565020 	4683762 	4648152 	5782274 	5809339 	7131622 	7278670 	5951778 	3211334 	3308081 	3690416 	3460654 	2411006 	2071296 	2989736 	3268352 	3223498 	: 
NR,PERS,N_GE4,OUT,F,ES	53862444 	54819189 	50020974 b	39549714 	40835268 	41135338 	44110661 	44251387 	40651722 	39141639 	39877075 	34806531 	31537620 	21868080 	18332540 	17663450 	18351870 	17734027 	10345993 	14936074 	10149035 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,EU27	: 	: 	969842452 e	1037665007 e	1130128137 e	1056284361 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,EU28	: 	: 	976284706 e	1043543848 e	1139357147 e	1062179147 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,FI	20575301 	18411170 	20142952 	21136488 	17984923 	20575897 b	14278000 	15928000 	12667000 	12036000 	10247000 	10492000 	10900000 	11311000 	9096000 	9533000 	9723000 	8780000 	6520000 	6368000 	7492000 	7034000 	: 	: 
NR,PERS,N_GE4,OUT,F,FR	101757172 	92845334 	90903229 	110120837 	100849059 	101016407 	99344274 	91864509 	90766454 	92831563 	97200092 	92718192 	96230037 	76290000 	66602000 	69496000 	69187000 	72137000 	68709000 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,HR	4453462 	2660153 	6663956 	6243601 	9235712 	5952110 	5409983 	5488321 	4957020 	3974878 	6065918 	: 	: 	1377345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,HU	12713725 	12478256 	11994412 	11475414 	10222081 	9788153 	13474512 	13493468 	13924456 	15758595 	14119909 	12029704 	13084102 	6490626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,PERS,N_GE4,OUT,F,IE	22220623 	21191939 	20101855 	22085665 	21848158 	22231541 	20401000 	21509000 	20471000 	24234000 	23770000 	20215000 	18791000 	17137000 	15743000 	14710000 	13440000 	: 	: 	: 	: 	: 	: 	: 
