unit,purpose,duration,partner,tripdest,geo\time	2017 	2016 	2015 	2014 	2013 
NR,PROF,N_GE1,WORLD,TOTAL,BE	5196200 	6619282 	: 	: 	5428686 
NR,PROF,N_GE1,WORLD,TOTAL,BG	680592 	804568 	: 	: 	1128975 
NR,PROF,N_GE1,WORLD,TOTAL,CH	: 	4631027 	5195663 	: 	4589346 
NR,PROF,N_GE1,WORLD,TOTAL,CY	1517937 	1237935 	: 	: 	1207047 
NR,PROF,N_GE1,WORLD,TOTAL,CZ	3736370 	3351779 	: 	: 	4349460 
NR,PROF,N_GE1,WORLD,TOTAL,DE	141142904 	145352285 	: 	: 	134968368 
NR,PROF,N_GE1,WORLD,TOTAL,DK	: 	6779392 	: 	: 	9796102 
NR,PROF,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	330388334 e
NR,PROF,N_GE1,WORLD,TOTAL,EE	2649953 	3000211 	: 	: 	2113315 
NR,PROF,N_GE1,WORLD,TOTAL,EL	: 	3292216 	: 	: 	3218043 
NR,PROF,N_GE1,WORLD,TOTAL,ES	26132287 	28995345 	: 	: 	43244326 
NR,PROF,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	482945010 e
NR,PROF,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	490796980 e
NR,PROF,N_GE1,WORLD,TOTAL,FI	15323824 	16557688 	: 	: 	13614228 
NR,PROF,N_GE1,WORLD,TOTAL,FR	78461800 	54126888 	: 	: 	74381061 
NR,PROF,N_GE1,WORLD,TOTAL,HR	4804039 	3703319 	: 	: 	7780895 
NR,PROF,N_GE1,WORLD,TOTAL,HU	2145790 	2350230 	: 	: 	2136711 
NR,PROF,N_GE1,WORLD,TOTAL,IE	3446212 	4746046 	: 	: 	2926823 
NR,PROF,N_GE1,WORLD,TOTAL,IT	19801672 	23545067 	: 	: 	15210936 
NR,PROF,N_GE1,WORLD,TOTAL,LT	2850036 	2751863 	: 	: 	2357815 
NR,PROF,N_GE1,WORLD,TOTAL,LU	: 	603678 	: 	: 	933891 
NR,PROF,N_GE1,WORLD,TOTAL,LV	: 	956268 	: 	: 	1895063 
NR,PROF,N_GE1,WORLD,TOTAL,MT	493195 	439254 	471709 	489931 	436119 
NR,PROF,N_GE1,WORLD,TOTAL,NL	12285212 	7747220 	7034794 	: 	7222577 
NR,PROF,N_GE1,WORLD,TOTAL,NO	14176450 	13425432 	13606157 	18331631 	13445668 
NR,PROF,N_GE1,WORLD,TOTAL,PL	15542021 	13220414 	: 	: 	37141667 
NR,PROF,N_GE1,WORLD,TOTAL,PT	5417791 	5785048 	: 	: 	6693043 
NR,PROF,N_GE1,WORLD,TOTAL,RO	4841217 	4234758 	: 	: 	5007443 
NR,PROF,N_GE1,WORLD,TOTAL,SE	: 	16677425 	: 	: 	: 
NR,PROF,N_GE1,WORLD,TOTAL,SI	1498537 	1633780 	: 	: 	1612418 
NR,PROF,N_GE1,WORLD,TOTAL,SK	3523217 	4405209 u	: 	3628368 u	4574450 
NR,PROF,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	79569396 
NR,PROF,N_GE4,DOM,TOTAL,AT	2312904 	2198934 	: 	: 	1633011 
NR,PROF,N_GE4,DOM,TOTAL,BE	: u	47190 	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,BG	: c	284183 u	: 	: 	406749 u
NR,PROF,N_GE4,DOM,TOTAL,CH	: 	: u	: u	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,CY	: c	: u	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,CZ	604769 u	642375 u	: 	: 	943518 
NR,PROF,N_GE4,DOM,TOTAL,DE	37024782 	42803195 	: 	: 	35926352 
NR,PROF,N_GE4,DOM,TOTAL,DK	: 	1183754 	: 	: 	3458032 u
NR,PROF,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	106082395 e
NR,PROF,N_GE4,DOM,TOTAL,EE	216726 u	460198 u	: 	: 	99882 u
NR,PROF,N_GE4,DOM,TOTAL,EL	: 	2420258 	: 	: 	1842576 
NR,PROF,N_GE4,DOM,TOTAL,ES	8942677 	11153493 	: 	: 	20772789 
NR,PROF,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	: 	143009863 e
NR,PROF,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	: 	144800890 e
NR,PROF,N_GE4,DOM,TOTAL,FI	2376930 	2307806 	: 	: 	1702957 
NR,PROF,N_GE4,DOM,TOTAL,FR	35926454 	26229332 	: 	: 	36466981 
NR,PROF,N_GE4,DOM,TOTAL,HR	1991386 	884067 	: 	: 	1780085 
NR,PROF,N_GE4,DOM,TOTAL,HU	106259 u	251947 u	: 	: 	144708 u
NR,PROF,N_GE4,DOM,TOTAL,IE	169744 u	166840 u	: 	: 	89314 u
NR,PROF,N_GE4,DOM,TOTAL,IT	5224552 u	5521589 	: 	: 	3555458 
NR,PROF,N_GE4,DOM,TOTAL,LT	152823 	156724 	: 	: 	165755 
NR,PROF,N_GE4,DOM,TOTAL,LU	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,LV	: 	: c	: 	: 	241005 u
NR,PROF,N_GE4,DOM,TOTAL,MT	: c	: c	: c	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,NL	1008781 u	861646 u	386347 u	: 	375934 u
NR,PROF,N_GE4,DOM,TOTAL,NO	3687083 	4221272 	3408440 	5696952 	3551170 
NR,PROF,N_GE4,DOM,TOTAL,PL	4068506 	3439381 	: 	: 	6823043 
NR,PROF,N_GE4,DOM,TOTAL,PT	1369927 	1747580 	: 	: 	2770093 
NR,PROF,N_GE4,DOM,TOTAL,RO	4502868 	3810421 	: 	: 	4746040 
NR,PROF,N_GE4,DOM,TOTAL,SE	: 	5474336 	: 	: 	: 
NR,PROF,N_GE4,DOM,TOTAL,SI	: c	: u	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,SK	: 	: u	: 	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	17283008 
NR,PROF,N_GE4,OUT,TOTAL,AT	4346172 	4803943 	: 	: 	5296657 
NR,PROF,N_GE4,OUT,TOTAL,BE	3574455 	4851055 	: 	: 	4109505 
NR,PROF,N_GE4,OUT,TOTAL,BG	240344 u	: u	: 	: 	438797 u
NR,PROF,N_GE4,OUT,TOTAL,CH	: 	2821384 	3444601 	: 	2990828 u
NR,PROF,N_GE4,OUT,TOTAL,CY	1167149 	927652 	: 	: 	894329 
NR,PROF,N_GE4,OUT,TOTAL,CZ	1399632 u	816890 u	: 	: 	1205281 u
NR,PROF,N_GE4,OUT,TOTAL,DE	49458567 	51044010 	: 	: 	46187076 
NR,PROF,N_GE4,OUT,TOTAL,DK	: 	2556893 	: 	: 	3259614 
NR,PROF,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	103456442 e
NR,PROF,N_GE4,OUT,TOTAL,EE	1556261 	1534361 	: 	: 	1471739 
NR,PROF,N_GE4,OUT,TOTAL,EL	: 	498346 	: 	: 	910439 
NR,PROF,N_GE4,OUT,TOTAL,ES	6946647 	7547175 	: 	: 	10175058 
NR,PROF,N_GE4,OUT,TOTAL,EU27	: 	: 	: 	: 	172412508 e
NR,PROF,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	: 	176731438 e
NR,PROF,N_GE4,OUT,TOTAL,FI	5868609 	6873868 	: 	: 	4452747 
NR,PROF,N_GE4,OUT,TOTAL,FR	12997126 	9030016 	: 	: 	13076446 
NR,PROF,N_GE4,OUT,TOTAL,HR	1954888 	1825325 	: 	: 	4264879 
NR,PROF,N_GE4,OUT,TOTAL,HU	1003926 	1126662 	: 	: 	808831 
NR,PROF,N_GE4,OUT,TOTAL,IE	1805333 	3047901 	: 	: 	1587749 
NR,PROF,N_GE4,OUT,TOTAL,IT	7706122 u	10248825 u	: 	: 	3778714 u
NR,PROF,N_GE4,OUT,TOTAL,LT	1678009 	1592328 	: 	: 	1334635 
NR,PROF,N_GE4,OUT,TOTAL,LU	: 	325477 	: 	: 	564207 
NR,PROF,N_GE4,OUT,TOTAL,LV	: 	614178 u	: 	: 	1218133 
NR,PROF,N_GE4,OUT,TOTAL,MT	334796 	314789 	370435 	395132 	361422 
NR,PROF,N_GE4,OUT,TOTAL,NL	6967005 	4165277 	3746135 	: 	4339048 
NR,PROF,N_GE4,OUT,TOTAL,NO	3462073 	3348741 	3757802 	5016444 	4589310 
NR,PROF,N_GE4,OUT,TOTAL,PL	8228671 	7021811 	: 	: 	23765159 
NR,PROF,N_GE4,OUT,TOTAL,PT	2318392 	2203675 	: 	: 	2680781 
NR,PROF,N_GE4,OUT,TOTAL,RO	: c	: u	: 	: 	: u
NR,PROF,N_GE4,OUT,TOTAL,SE	: 	1979472 u	: 	: 	: 
NR,PROF,N_GE4,OUT,TOTAL,SI	738611 	953009 	: 	: 	991602 
NR,PROF,N_GE4,OUT,TOTAL,SK	: c	: u	: 	: u	: u
NR,PROF,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	33538923 
NR,PROF,N_GE4,WORLD,TOTAL,AT	6659075 	7002877 	: 	: 	6929668 
NR,PROF,N_GE4,WORLD,TOTAL,BE	3679858 	4898245 	: 	: 	4215144 
NR,PROF,N_GE4,WORLD,TOTAL,BG	425996 u	596926 u	: 	: 	845546 
NR,PROF,N_GE4,WORLD,TOTAL,CH	: 	3134547 	3764283 	: 	3129346 u
NR,PROF,N_GE4,WORLD,TOTAL,CY	1173014 	933786 	: 	: 	944037 
NR,PROF,N_GE4,WORLD,TOTAL,CZ	2004401 	1459266 	: 	: 	2148799 
NR,PROF,N_GE4,WORLD,TOTAL,DE	86483350 	93847205 	: 	: 	82113428 
NR,PROF,N_GE4,WORLD,TOTAL,DK	: 	3740646 	: 	: 	6717647 
NR,PROF,N_GE4,WORLD,TOTAL,EA	: 	: 	: 	: 	209538837 e
NR,PROF,N_GE4,WORLD,TOTAL,EE	1772987 	1994559 	: 	: 	1571621 
NR,PROF,N_GE4,WORLD,TOTAL,EL	: 	2918604 	: 	: 	2753016 
NR,PROF,N_GE4,WORLD,TOTAL,ES	15889324 	18700668 	: 	: 	30947847 
NR,PROF,N_GE4,WORLD,TOTAL,EU27	: 	: 	: 	: 	315422371 e
NR,PROF,N_GE4,WORLD,TOTAL,EU28	: 	: 	: 	: 	321532328 e
NR,PROF,N_GE4,WORLD,TOTAL,FI	8245539 	9181674 	: 	: 	6155704 
NR,PROF,N_GE4,WORLD,TOTAL,FR	48923580 	35259347 	: 	: 	49543428 
NR,PROF,N_GE4,WORLD,TOTAL,HR	3946274 	2709392 	: 	: 	6044964 
NR,PROF,N_GE4,WORLD,TOTAL,HU	1110185 	1378609 	: 	: 	953539 
NR,PROF,N_GE4,WORLD,TOTAL,IE	1975077 	3214740 	: 	: 	1677062 
NR,PROF,N_GE4,WORLD,TOTAL,IT	12930674 	15770414 	: 	: 	7334172 
NR,PROF,N_GE4,WORLD,TOTAL,LT	1830832 	1749051 	: 	: 	1500390 
NR,PROF,N_GE4,WORLD,TOTAL,LU	: 	325477 	: 	: 	566501 
NR,PROF,N_GE4,WORLD,TOTAL,LV	: 	680976 u	: 	: 	1459138 
NR,PROF,N_GE4,WORLD,TOTAL,MT	338407 	322512 	378564 	400459 	365907 
NR,PROF,N_GE4,WORLD,TOTAL,NL	7975787 	5026922 	4132482 	: 	4714982 
NR,PROF,N_GE4,WORLD,TOTAL,NO	7149156 	7570012 	7166243 	10713396 	8140480 
NR,PROF,N_GE4,WORLD,TOTAL,PL	12297177 	10461192 	: 	: 	30588203 
NR,PROF,N_GE4,WORLD,TOTAL,PT	3688319 	3951254 	: 	: 	5450874 
NR,PROF,N_GE4,WORLD,TOTAL,RO	4567908 	3926066 	: 	: 	4855798 
NR,PROF,N_GE4,WORLD,TOTAL,SE	: 	7453808 	: 	: 	: 
NR,PROF,N_GE4,WORLD,TOTAL,SI	780522 	1026274 	: 	: 	1050092 
NR,PROF,N_GE4,WORLD,TOTAL,SK	: c	: u	: 	: u	3179644 u
NR,PROF,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	50821931 
NR,TOTAL,N1-3,DOM,CITY,AT	4184012 	4088353 	: 	: 	3501442 
NR,TOTAL,N1-3,DOM,CITY,BE	: 	845424 	: 	: 	876424 
NR,TOTAL,N1-3,DOM,CITY,BG	: 	1631292 	: 	: 	1871866 
NR,TOTAL,N1-3,DOM,CITY,CH	: 	334992 u	305544 u	: 	531787 u
NR,TOTAL,N1-3,DOM,CITY,CY	: 	354466 	: 	: 	112540 
NR,TOTAL,N1-3,DOM,CITY,CZ	: 	14096905 	: 	: 	14136222 
NR,TOTAL,N1-3,DOM,CITY,DE	: 	110128490 	: 	: 	104747637 
NR,TOTAL,N1-3,DOM,CITY,DK	: 	146415 u	: 	: 	18342554 
NR,TOTAL,N1-3,DOM,CITY,EA	: 	: 	: 	: 	333411968 e
NR,TOTAL,N1-3,DOM,CITY,EE	: 	1748946 	: 	: 	1284925 
NR,TOTAL,N1-3,DOM,CITY,EL	: 	1620099 	: 	: 	1161950 
NR,TOTAL,N1-3,DOM,CITY,ES	: 	74355701 	: 	: 	63341639 
NR,TOTAL,N1-3,DOM,CITY,EU27	: 	: 	: 	: 	472572014 e
NR,TOTAL,N1-3,DOM,CITY,EU28	: 	: 	: 	: 	476130594 e
NR,TOTAL,N1-3,DOM,CITY,FI	: 	22531721 	: 	: 	21996112 
NR,TOTAL,N1-3,DOM,CITY,FR	94921113 	84004098 	: 	: 	98623350 
NR,TOTAL,N1-3,DOM,CITY,HR	: 	896551 	: 	: 	3567070 
NR,TOTAL,N1-3,DOM,CITY,HU	10683539 	11042923 	: 	: 	9760197 
NR,TOTAL,N1-3,DOM,CITY,IE	: 	5799261 	: 	: 	4744760 
NR,TOTAL,N1-3,DOM,CITY,IT	: 	11374882 	: 	: 	15626161 
NR,TOTAL,N1-3,DOM,CITY,LT	: 	2573398 	: 	: 	1789389 
NR,TOTAL,N1-3,DOM,CITY,LU	: 	: u	: 	: 	31147 u
NR,TOTAL,N1-3,DOM,CITY,LV	: 	676601 	: 	: 	2380407 
NR,TOTAL,N1-3,DOM,CITY,MT	: 	218736 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CITY,NL	: 	8167635 	: 	: 	9680990 
NR,TOTAL,N1-3,DOM,CITY,NO	1079575 	1087338 	1158968 	1050323 	893373 
NR,TOTAL,N1-3,DOM,CITY,PL	: 	31929184 	: 	: 	26699262 
NR,TOTAL,N1-3,DOM,CITY,PT	: 	4502711 	: 	: 	4257928 
NR,TOTAL,N1-3,DOM,CITY,RO	8419178 	8002421 	: 	: 	7462663 
NR,TOTAL,N1-3,DOM,CITY,SE	: 	5961105 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CITY,SI	: 	792074 	: 	: 	769497 
NR,TOTAL,N1-3,DOM,CITY,SK	: 	4243710 	: 	: 	2614558 
NR,TOTAL,N1-3,DOM,CITY,UK	: 	: 	: 	: 	47741729 
NR,TOTAL,N1-3,DOM,CRS,AT	: c	: 	: 	: 	1632930 
NR,TOTAL,N1-3,DOM,CRS,BE	: 	24965 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,CY	: 	: u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,CZ	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,DE	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,DK	: 	: 	: 	: 	504891 
NR,TOTAL,N1-3,DOM,CRS,EA	: 	: 	: 	: 	2856629 e
NR,TOTAL,N1-3,DOM,CRS,EL	: 	: u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,EU27	: 	: 	: 	: 	3618462 e
NR,TOTAL,N1-3,DOM,CRS,EU28	: 	: 	: 	: 	3633917 e
NR,TOTAL,N1-3,DOM,CRS,FI	: 	359250 u	: 	: 	207902 u
NR,TOTAL,N1-3,DOM,CRS,FR	: u	: u	: 	: 	733427 
NR,TOTAL,N1-3,DOM,CRS,HR	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,IE	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,IT	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,LV	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,NL	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,NO	: u	: u	: u	: u	: u
NR,TOTAL,N1-3,DOM,CRS,PL	: 	204809 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,PT	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,RO	62444 u	91131 u	: 	: 	132674 
NR,TOTAL,N1-3,DOM,CRS,SE	: 	144909 u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,SK	: 	: 	: 	: 	: b
NR,TOTAL,N1-3,DOM,CRS,UK	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CTRY,AT	7378930 	7872954 	: 	: 	1807082 
NR,TOTAL,N1-3,DOM,CTRY,BE	: 	1256822 	: 	: 	1102302 
NR,TOTAL,N1-3,DOM,CTRY,BG	: 	771337 	: 	: 	954928 
NR,TOTAL,N1-3,DOM,CTRY,CH	: 	1355897 	997529 	: 	926670 
NR,TOTAL,N1-3,DOM,CTRY,CY	: 	19762 u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CTRY,CZ	: 	19073622 	: 	: 	17624426 
NR,TOTAL,N1-3,DOM,CTRY,DE	: 	72163036 	: 	: 	74510879 
NR,TOTAL,N1-3,DOM,CTRY,DK	: 	2402329 	: 	: 	6087719 
NR,TOTAL,N1-3,DOM,CTRY,EA	: 	: 	: 	: 	284640964 e
NR,TOTAL,N1-3,DOM,CTRY,EE	: 	1520483 	: 	: 	958872 
NR,TOTAL,N1-3,DOM,CTRY,EL	: 	178181 	: 	: 	227585 
NR,TOTAL,N1-3,DOM,CTRY,ES	: 	70057294 	: 	: 	80537968 
NR,TOTAL,N1-3,DOM,CTRY,EU27	: 	: 	: 	: 	368688292 e
NR,TOTAL,N1-3,DOM,CTRY,EU28	: 	: 	: 	: 	369735799 e
NR,TOTAL,N1-3,DOM,CTRY,FI	: 	16925933 	: 	: 	17228022 
NR,TOTAL,N1-3,DOM,CTRY,FR	74311730 	73128342 	: 	: 	79468056 
NR,TOTAL,N1-3,DOM,CTRY,HR	: 	157285 	: 	: 	1086839 
NR,TOTAL,N1-3,DOM,CTRY,HU	6501564 	6074989 	: 	: 	5834662 
NR,TOTAL,N1-3,DOM,CTRY,IE	: 	2704899 	: 	: 	2023822 
NR,TOTAL,N1-3,DOM,CTRY,IT	: 	3987970 	: 	: 	4360182 
NR,TOTAL,N1-3,DOM,CTRY,LT	: 	588313 	: 	: 	1331624 
NR,TOTAL,N1-3,DOM,CTRY,LU	: 	16918 u	: 	: 	33582 
NR,TOTAL,N1-3,DOM,CTRY,LV	: 	765228 	: 	: 	1407899 
NR,TOTAL,N1-3,DOM,CTRY,MT	: 	160237 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CTRY,NL	: 	12840540 	: 	: 	14151555 
NR,TOTAL,N1-3,DOM,CTRY,NO	1547016 	1339769 	1418018 	1643957 	1363128 
NR,TOTAL,N1-3,DOM,CTRY,PL	: 	12543815 	: 	: 	13708884 
NR,TOTAL,N1-3,DOM,CTRY,PT	: 	5753023 	: 	: 	5289419 
NR,TOTAL,N1-3,DOM,CTRY,RO	7145843 	6530895 	: 	: 	7523357 
NR,TOTAL,N1-3,DOM,CTRY,SE	: 	10477759 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CTRY,SI	: 	875509 	: 	: 	1296159 
NR,TOTAL,N1-3,DOM,CTRY,SK	: 	2561987 	: 	: 	1610554 
NR,TOTAL,N1-3,DOM,CTRY,UK	: 	: 	: 	: 	22574187 
NR,TOTAL,N1-3,DOM,MNT,AT	2673482 	2754291 	: 	: 	743994 
NR,TOTAL,N1-3,DOM,MNT,BE	: 	519465 	: 	: 	471430 
NR,TOTAL,N1-3,DOM,MNT,BG	: 	523878 	: 	: 	564718 
NR,TOTAL,N1-3,DOM,MNT,CH	: 	2297738 	2130004 	: 	2648212 
NR,TOTAL,N1-3,DOM,MNT,CY	: 	451730 	: 	: 	353215 
NR,TOTAL,N1-3,DOM,MNT,CZ	: 	4734636 	: 	: 	4009699 
NR,TOTAL,N1-3,DOM,MNT,DE	: 	16384565 	: 	: 	15860794 
NR,TOTAL,N1-3,DOM,MNT,DK	: 	: 	: 	: 	4591953 
NR,TOTAL,N1-3,DOM,MNT,EA	: 	: 	: 	: 	92370737 e
NR,TOTAL,N1-3,DOM,MNT,EL	: 	230081 	: 	: 	405895 
NR,TOTAL,N1-3,DOM,MNT,ES	: 	22353706 	: 	: 	23341458 
NR,TOTAL,N1-3,DOM,MNT,EU27	: 	: 	: 	: 	117355302 e
NR,TOTAL,N1-3,DOM,MNT,EU28	: 	: 	: 	: 	117602361 e
NR,TOTAL,N1-3,DOM,MNT,FI	: 	1238668 	: 	: 	1559643 
NR,TOTAL,N1-3,DOM,MNT,FR	31427099 	30598289 	: 	: 	34152059 
NR,TOTAL,N1-3,DOM,MNT,HR	: 	: u	: 	: 	261212 
NR,TOTAL,N1-3,DOM,MNT,HU	976488 	881661 	: 	: 	862916 
NR,TOTAL,N1-3,DOM,MNT,IE	: 	517232 	: 	: 	429752 
NR,TOTAL,N1-3,DOM,MNT,IT	: 	10463506 	: 	: 	10186904 
NR,TOTAL,N1-3,DOM,MNT,LU	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,MNT,LV	: 	: c	: 	: 	: 
NR,TOTAL,N1-3,DOM,MNT,NL	: 	1279823 	: 	: 	1430299 
NR,TOTAL,N1-3,DOM,MNT,NO	3456678 	3563175 	3127905 	3131498 	2641817 
NR,TOTAL,N1-3,DOM,MNT,PL	: 	5242940 	: 	: 	7401814 
NR,TOTAL,N1-3,DOM,MNT,PT	: 	2476075 	: 	: 	1094531 
NR,TOTAL,N1-3,DOM,MNT,RO	5970458 	6197364 	: 	: 	5043154 
NR,TOTAL,N1-3,DOM,MNT,SE	: 	532168 	: 	: 	: 
NR,TOTAL,N1-3,DOM,MNT,SI	: 	312659 	: 	: 	521446 
NR,TOTAL,N1-3,DOM,MNT,SK	: 	2879006 	: 	: 	1805096 
NR,TOTAL,N1-3,DOM,MNT,UK	: 	: 	: 	: 	282508 u
NR,TOTAL,N1-3,DOM,OTH,AT	: c	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,OTH,BE	: 	75694 	: 	: 	112044 u
NR,TOTAL,N1-3,DOM,OTH,BG	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,OTH,CH	: 	: u	: u	: 	: u
NR,TOTAL,N1-3,DOM,OTH,CY	: 	1232808 	: 	: 	10523 u
NR,TOTAL,N1-3,DOM,OTH,CZ	: 	670882 	: 	: 	391039 u
NR,TOTAL,N1-3,DOM,OTH,DE	: 	16018836 	: 	: 	19872592 
NR,TOTAL,N1-3,DOM,OTH,DK	: 	18300225 	: 	: 	1071196 
NR,TOTAL,N1-3,DOM,OTH,EA	: 	: 	: 	: 	31901884 e
NR,TOTAL,N1-3,DOM,OTH,EE	: 	1151319 	: 	: 	: u
NR,TOTAL,N1-3,DOM,OTH,EL	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,OTH,ES	: 	17990628 	: 	: 	2074592 
NR,TOTAL,N1-3,DOM,OTH,EU27	: 	: 	: 	: 	63202181 e
NR,TOTAL,N1-3,DOM,OTH,EU28	: 	: 	: 	: 	63635366 e
NR,TOTAL,N1-3,DOM,OTH,FI	: 	1141601 	: 	: 	1024679 
NR,TOTAL,N1-3,DOM,OTH,FR	9886460 	3180069 	: 	: 	3320127 
NR,TOTAL,N1-3,DOM,OTH,HR	: 	1824117 	: 	: 	435130 
NR,TOTAL,N1-3,DOM,OTH,IE	: 	472853 	: 	: 	327933 
NR,TOTAL,N1-3,DOM,OTH,IT	: 	1436506 u	: 	: 	3402398 
NR,TOTAL,N1-3,DOM,OTH,LT	: 	42190 	: 	: 	113956 
NR,TOTAL,N1-3,DOM,OTH,LU	: 	: u	: 	: 	: 
NR,TOTAL,N1-3,DOM,OTH,LV	: 	2722095 	: 	: 	276309 
NR,TOTAL,N1-3,DOM,OTH,MT	: 	52058 	: 	: 	: 
NR,TOTAL,N1-3,DOM,OTH,NL	: 	1767662 	: 	: 	625053 
NR,TOTAL,N1-3,DOM,OTH,NO	: u	: u	: u	: u	: u
NR,TOTAL,N1-3,DOM,OTH,PL	: 	381536 	: 	: 	554101 u
NR,TOTAL,N1-3,DOM,OTH,PT	: 	1393443 	: 	: 	621809 
NR,TOTAL,N1-3,DOM,OTH,RO	183581 	285261 	: 	: 	476966 
NR,TOTAL,N1-3,DOM,OTH,SE	: 	17004362 	: 	: 	: 
NR,TOTAL,N1-3,DOM,OTH,SI	: 	470892 	: 	: 	383382 
NR,TOTAL,N1-3,DOM,OTH,SK	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,OTH,UK	: 	: 	: 	: 	27200620 
NR,TOTAL,N1-3,DOM,SEA,AT	: 	: 	: 	: 	4819435 
NR,TOTAL,N1-3,DOM,SEA,BE	: 	943363 	: 	: 	1115316 
NR,TOTAL,N1-3,DOM,SEA,BG	: 	477211 	: 	: 	459054 
NR,TOTAL,N1-3,DOM,SEA,CH	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,SEA,CY	: 	690934 	: 	: 	1140883 
NR,TOTAL,N1-3,DOM,SEA,DE	: 	14747166 	: 	: 	18489740 
NR,TOTAL,N1-3,DOM,SEA,DK	: 	24173725 	: 	: 	8684605 
NR,TOTAL,N1-3,DOM,SEA,EA	: 	: 	: 	: 	134096028 e
NR,TOTAL,N1-3,DOM,SEA,EE	: 	671421 	: 	: 	302037 
NR,TOTAL,N1-3,DOM,SEA,EL	: 	1173099 	: 	: 	1306232 
NR,TOTAL,N1-3,DOM,SEA,ES	: 	54236821 	: 	: 	57150995 
NR,TOTAL,N1-3,DOM,SEA,EU27	: 	: 	: 	: 	172852275 e
NR,TOTAL,N1-3,DOM,SEA,EU28	: 	: 	: 	: 	175024090 e
NR,TOTAL,N1-3,DOM,SEA,FI	: 	2388280 	: 	: 	2482757 
NR,TOTAL,N1-3,DOM,SEA,FR	31517107 	27289807 	: 	: 	30194921 
NR,TOTAL,N1-3,DOM,SEA,HR	: 	576376 	: 	: 	2158456 
NR,TOTAL,N1-3,DOM,SEA,IE	: 	3122619 	: 	: 	2219102 
NR,TOTAL,N1-3,DOM,SEA,IT	: 	10709677 	: 	: 	6574733 
NR,TOTAL,N1-3,DOM,SEA,LT	: 	707333 	: 	: 	445783 
NR,TOTAL,N1-3,DOM,SEA,LV	: 	328697 	: 	: 	160291 
NR,TOTAL,N1-3,DOM,SEA,MT	: 	245484 	: 	: 	321574 
NR,TOTAL,N1-3,DOM,SEA,NL	: 	3658357 	: 	: 	3759326 
NR,TOTAL,N1-3,DOM,SEA,NO	1772079 	1921105 	1944989 	2199990 	1705772 
NR,TOTAL,N1-3,DOM,SEA,PL	: 	4250967 	: 	: 	4003400 
NR,TOTAL,N1-3,DOM,SEA,PT	: 	3496463 	: 	: 	3696703 
NR,TOTAL,N1-3,DOM,SEA,RO	1115755 	1254935 	: 	: 	890482 
NR,TOTAL,N1-3,DOM,SEA,SE	: 	228219 u	: 	: 	: 
NR,TOTAL,N1-3,DOM,SEA,SI	: 	464316 	: 	: 	505821 
NR,TOTAL,N1-3,DOM,SEA,SK	: 	: 	: 	: 	: b
