unit,purpose,duration,partner,tripdest,geo\time	2017 	2016 	2015 	2014 	2013 
NR,PERS,N_GE1,OUT,CITY,CY	: 	2396550 	: 	: 	10267208 
NR,PERS,N_GE1,OUT,CITY,CZ	: 	12459413 	: 	: 	10385084 
NR,PERS,N_GE1,OUT,CITY,DE	: 	363134781 	: 	: 	315790065 
NR,PERS,N_GE1,OUT,CITY,DK	: 	17954366 	: 	: 	26978369 
NR,PERS,N_GE1,OUT,CITY,EA	: 	: 	: 	: 	687206437 e
NR,PERS,N_GE1,OUT,CITY,EE	: 	3451286 	: 	: 	3991239 
NR,PERS,N_GE1,OUT,CITY,EL	: 	5604367 	: 	: 	6104748 
NR,PERS,N_GE1,OUT,CITY,ES	: 	81519246 	: 	: 	67195923 
NR,PERS,N_GE1,OUT,CITY,EU27	: 	: 	: 	: 	1199857331 e
NR,PERS,N_GE1,OUT,CITY,EU28	: 	: 	: 	: 	1212309023 e
NR,PERS,N_GE1,OUT,CITY,FI	: 	39612513 	: 	: 	39572894 
NR,PERS,N_GE1,OUT,CITY,FR	: 	63636174 	: 	: 	74777617 
NR,PERS,N_GE1,OUT,CITY,HR	: 	2615381 	: 	: 	12408609 
NR,PERS,N_GE1,OUT,CITY,HU	24950055 	24666400 	: 	: 	19295986 
NR,PERS,N_GE1,OUT,CITY,IE	: 	24163309 	: 	: 	23362676 
NR,PERS,N_GE1,OUT,CITY,IT	: 	22959745 	: 	: 	58435561 
NR,PERS,N_GE1,OUT,CITY,LT	: 	9197357 	: 	: 	6176837 
NR,PERS,N_GE1,OUT,CITY,LU	: 	4145799 	: 	: 	4680903 
NR,PERS,N_GE1,OUT,CITY,LV	: 	2798645 	: 	: 	5108742 
NR,PERS,N_GE1,OUT,CITY,MT	: 	2151819 	: 	: 	1678269 
NR,PERS,N_GE1,OUT,CITY,NL	: 	23052513 	: 	: 	26253978 
NR,PERS,N_GE1,OUT,CITY,NO	15525950 	13331628 	14942634 	13928007 	11215145 
NR,PERS,N_GE1,OUT,CITY,PL	: 	76513564 	: 	: 	48266803 
NR,PERS,N_GE1,OUT,CITY,PT	: 	5236371 	: 	: 	4793168 
NR,PERS,N_GE1,OUT,CITY,RO	5083493 	4839165 	: 	: 	5410318 
NR,PERS,N_GE1,OUT,CITY,SE	: 	8128644 	: 	: 	: 
NR,PERS,N_GE1,OUT,CITY,SI	: 	5403119 	: 	: 	3372100 
NR,PERS,N_GE1,OUT,CITY,SK	: 	6875149 	: 	: 	4596717 
NR,PERS,N_GE1,OUT,CITY,UK	: 	: 	: 	: 	365356556 
NR,PERS,N_GE1,OUT,CRS,AT	1803927 	1315617 	: 	: 	1233373 
NR,PERS,N_GE1,OUT,CRS,BE	: 	1228562 	: 	: 	1037398 
NR,PERS,N_GE1,OUT,CRS,CH	: 	2553636 u	1759283 u	: 	1633161 u
NR,PERS,N_GE1,OUT,CRS,CY	: 	: u	: 	: 	403913 u
NR,PERS,N_GE1,OUT,CRS,CZ	: 	: u	: 	: 	1037976 u
NR,PERS,N_GE1,OUT,CRS,DE	: 	30053365 	: 	: 	28178949 
NR,PERS,N_GE1,OUT,CRS,DK	: 	728026 u	: 	: 	: 
NR,PERS,N_GE1,OUT,CRS,EA	: 	: 	: 	: 	52884510 e
NR,PERS,N_GE1,OUT,CRS,EE	: 	151256 u	: 	: 	91375 u
NR,PERS,N_GE1,OUT,CRS,EL	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,ES	: 	2456000 	: 	: 	2675796 
NR,PERS,N_GE1,OUT,CRS,EU27	: 	: 	: 	: 	59216986 e
NR,PERS,N_GE1,OUT,CRS,EU28	: 	: 	: 	: 	59439681 e
NR,PERS,N_GE1,OUT,CRS,FI	: 	6187839 	: 	: 	7662178 
NR,PERS,N_GE1,OUT,CRS,FR	4361135 	4801444 	: 	: 	782401 u
NR,PERS,N_GE1,OUT,CRS,HR	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,HU	39997 u	100504 u	: 	: 	79179 u
NR,PERS,N_GE1,OUT,CRS,IE	: 	760522 	: 	: 	756352 
NR,PERS,N_GE1,OUT,CRS,IT	: 	: u	: 	: 	6012581 
NR,PERS,N_GE1,OUT,CRS,LT	: 	455267 	: 	: 	: 
NR,PERS,N_GE1,OUT,CRS,LU	: 	115561 	: 	: 	94256 u
NR,PERS,N_GE1,OUT,CRS,LV	: 	141349 u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,MT	: 	55006 u	: 	: 	25987 
NR,PERS,N_GE1,OUT,CRS,NL	: 	1846017 	: 	: 	2883218 
NR,PERS,N_GE1,OUT,CRS,NO	456132 u	1026076 u	688907 u	837584 u	957078 
NR,PERS,N_GE1,OUT,CRS,PL	: 	1413230 	: 	: 	787626 u
NR,PERS,N_GE1,OUT,CRS,PT	: 	133957 u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,RO	: c	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,SE	: 	1866535 	: 	: 	: 
NR,PERS,N_GE1,OUT,CRS,SI	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,SK	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,CRS,UK	: 	: 	: 	: 	3210361 
NR,PERS,N_GE1,OUT,CTRY,AT	18269811 	17764914 	: 	: 	10839831 
NR,PERS,N_GE1,OUT,CTRY,BE	: 	23110572 	: 	: 	22993454 
NR,PERS,N_GE1,OUT,CTRY,BG	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,CTRY,CH	: 	32388414 	25765379 	: 	16082489 
NR,PERS,N_GE1,OUT,CTRY,CY	: 	: u	: 	: 	814974 u
NR,PERS,N_GE1,OUT,CTRY,CZ	: 	6560077 	: 	: 	3616024 
NR,PERS,N_GE1,OUT,CTRY,DE	: 	297536965 	: 	: 	257960573 
NR,PERS,N_GE1,OUT,CTRY,DK	: 	7443544 	: 	: 	: 
NR,PERS,N_GE1,OUT,CTRY,EA	: 	: 	: 	: 	404731289 e
NR,PERS,N_GE1,OUT,CTRY,EE	: 	1623656 	: 	: 	1101911 
NR,PERS,N_GE1,OUT,CTRY,EL	: 	346279 u	: 	: 	385669 u
NR,PERS,N_GE1,OUT,CTRY,ES	: 	36193640 	: 	: 	28452750 
NR,PERS,N_GE1,OUT,CTRY,EU27	: 	: 	: 	: 	610091966 e
NR,PERS,N_GE1,OUT,CTRY,EU28	: 	: 	: 	: 	613938524 e
NR,PERS,N_GE1,OUT,CTRY,FI	: 	11188467 	: 	: 	12730941 
NR,PERS,N_GE1,OUT,CTRY,FR	: 	19423991 	: 	: 	27766828 
NR,PERS,N_GE1,OUT,CTRY,HR	: 	310614 	: 	: 	3871662 
NR,PERS,N_GE1,OUT,CTRY,HU	3598767 	3777735 	: 	: 	3320862 
NR,PERS,N_GE1,OUT,CTRY,IE	: 	7272780 	: 	: 	7081068 
NR,PERS,N_GE1,OUT,CTRY,IT	: 	2982486 u	: 	: 	7836931 
NR,PERS,N_GE1,OUT,CTRY,LT	: 	2060866 	: 	: 	357997 
NR,PERS,N_GE1,OUT,CTRY,LU	: 	2604239 	: 	: 	3260615 
NR,PERS,N_GE1,OUT,CTRY,LV	: 	710445 	: 	: 	387681 u
NR,PERS,N_GE1,OUT,CTRY,MT	: 	780231 	: 	: 	343886 
NR,PERS,N_GE1,OUT,CTRY,NL	: 	18204003 	: 	: 	19229072 
NR,PERS,N_GE1,OUT,CTRY,NO	6170592 	5436741 	5571140 	6788128 	3924514 
NR,PERS,N_GE1,OUT,CTRY,PL	: 	6618440 	: 	: 	5710467 
NR,PERS,N_GE1,OUT,CTRY,PT	: 	807302 	: 	: 	265899 u
NR,PERS,N_GE1,OUT,CTRY,RO	540674 	753832 	: 	: 	590140 
NR,PERS,N_GE1,OUT,CTRY,SE	: 	19284981 	: 	: 	: 
NR,PERS,N_GE1,OUT,CTRY,SI	: 	2293283 	: 	: 	1802784 
NR,PERS,N_GE1,OUT,CTRY,SK	: 	2602042 	: 	: 	1814442 
NR,PERS,N_GE1,OUT,CTRY,UK	: 	: 	: 	: 	179772131 
NR,PERS,N_GE1,OUT,MNT,AT	5471887 	4478313 	: 	: 	2592434 
NR,PERS,N_GE1,OUT,MNT,BE	: 	21139372 	: 	: 	18627893 
NR,PERS,N_GE1,OUT,MNT,BG	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,MNT,CH	: 	17505662 	6786391 	: 	4991521 
NR,PERS,N_GE1,OUT,MNT,CY	: 	: u	: 	: 	1021991 u
NR,PERS,N_GE1,OUT,MNT,CZ	: 	7472583 	: 	: 	6461611 
NR,PERS,N_GE1,OUT,MNT,DE	: 	164335645 	: 	: 	146173171 
NR,PERS,N_GE1,OUT,MNT,DK	: 	8776393 	: 	: 	2076672 
NR,PERS,N_GE1,OUT,MNT,EA	: 	: 	: 	: 	304118971 e
NR,PERS,N_GE1,OUT,MNT,EE	: 	742967 	: 	: 	534248 
NR,PERS,N_GE1,OUT,MNT,EL	: 	266391 	: 	: 	478491 
NR,PERS,N_GE1,OUT,MNT,ES	: 	24689548 	: 	: 	22121475 
NR,PERS,N_GE1,OUT,MNT,EU27	: 	: 	: 	: 	417861171 e
NR,PERS,N_GE1,OUT,MNT,EU28	: 	: 	: 	: 	420588883 e
NR,PERS,N_GE1,OUT,MNT,FI	: 	9396539 	: 	: 	10854277 
NR,PERS,N_GE1,OUT,MNT,FR	: 	11310812 	: 	: 	18640603 
NR,PERS,N_GE1,OUT,MNT,HR	: 	203309 u	: 	: 	2743144 
NR,PERS,N_GE1,OUT,MNT,HU	2263748 	2258170 	: 	: 	2290256 
NR,PERS,N_GE1,OUT,MNT,IE	: 	4726137 	: 	: 	4349542 
NR,PERS,N_GE1,OUT,MNT,IT	: 	7308064 u	: 	: 	10023694 
NR,PERS,N_GE1,OUT,MNT,LT	: 	159183 	: 	: 	155202 
NR,PERS,N_GE1,OUT,MNT,LU	: 	1191872 	: 	: 	1765606 
NR,PERS,N_GE1,OUT,MNT,LV	: 	562374 u	: 	: 	: u
NR,PERS,N_GE1,OUT,MNT,MT	: 	397171 	: 	: 	69895 
NR,PERS,N_GE1,OUT,MNT,NL	: 	62520161 	: 	: 	63886890 
NR,PERS,N_GE1,OUT,MNT,NO	1355093 	495987 u	948519 	1060369 u	951041 
NR,PERS,N_GE1,OUT,MNT,PL	: 	9983449 	: 	: 	9024442 
NR,PERS,N_GE1,OUT,MNT,PT	: 	694021 	: 	: 	462942 
NR,PERS,N_GE1,OUT,MNT,RO	770475 	453090 	: 	: 	750174 
NR,PERS,N_GE1,OUT,MNT,SE	: 	1318684 u	: 	: 	: 
NR,PERS,N_GE1,OUT,MNT,SI	: 	849681 	: 	: 	717697 
NR,PERS,N_GE1,OUT,MNT,SK	: 	: u	: 	: 	1760806 u
NR,PERS,N_GE1,OUT,MNT,UK	: 	: 	: 	: 	84871750 
NR,PERS,N_GE1,OUT,OTH,AT	1202560 	1385065 	: 	: 	2504258 
NR,PERS,N_GE1,OUT,OTH,BE	: 	9030220 	: 	: 	8240627 
NR,PERS,N_GE1,OUT,OTH,BG	: 	: 	: 	: 	: u
NR,PERS,N_GE1,OUT,OTH,CH	: 	943359 u	1453570 u	: 	6071508 
NR,PERS,N_GE1,OUT,OTH,CY	: 	10725212 	: 	: 	: u
NR,PERS,N_GE1,OUT,OTH,CZ	: 	: u	: 	: 	616803 u
NR,PERS,N_GE1,OUT,OTH,DE	: 	97772062 	: 	: 	88526119 
NR,PERS,N_GE1,OUT,OTH,DK	: 	7658369 	: 	: 	10069307 
NR,PERS,N_GE1,OUT,OTH,EA	: 	: 	: 	: 	191984592 e
NR,PERS,N_GE1,OUT,OTH,EE	: 	1804698 	: 	: 	: u
NR,PERS,N_GE1,OUT,OTH,EL	: 	167229 u	: 	: 	265594 u
NR,PERS,N_GE1,OUT,OTH,ES	: 	15598204 	: 	: 	2692453 
NR,PERS,N_GE1,OUT,OTH,EU27	: 	: 	: 	: 	260158367 e
NR,PERS,N_GE1,OUT,OTH,EU28	: 	: 	: 	: 	261459346 e
NR,PERS,N_GE1,OUT,OTH,FI	: 	2105521 	: 	: 	1961062 
NR,PERS,N_GE1,OUT,OTH,FR	203642094 	73914991 	: 	: 	67386681 
NR,PERS,N_GE1,OUT,OTH,HR	: 	4491119 	: 	: 	1318102 
NR,PERS,N_GE1,OUT,OTH,HU	205016 	323687 	: 	: 	: u
NR,PERS,N_GE1,OUT,OTH,IE	: 	2529533 	: 	: 	2665716 
NR,PERS,N_GE1,OUT,OTH,IT	: 	2958331 u	: 	: 	8634789 
NR,PERS,N_GE1,OUT,OTH,LT	: 	1942795 	: 	: 	5569450 
NR,PERS,N_GE1,OUT,OTH,LU	: 	300559 	: 	: 	121151 
NR,PERS,N_GE1,OUT,OTH,LV	: 	3260970 	: 	: 	356470 u
NR,PERS,N_GE1,OUT,OTH,MT	: 	712260 	: 	: 	974509 
NR,PERS,N_GE1,OUT,OTH,NL	: 	15254115 	: 	: 	4521114 
NR,PERS,N_GE1,OUT,OTH,NO	: u	: u	: u	: u	: u
NR,PERS,N_GE1,OUT,OTH,PL	: 	1590040 	: 	: 	4093675 
NR,PERS,N_GE1,OUT,OTH,PT	: 	784345 	: 	: 	2743860 
NR,PERS,N_GE1,OUT,OTH,RO	: c	143399 u	: 	: 	219934 u
NR,PERS,N_GE1,OUT,OTH,SE	: 	18467818 	: 	: 	: 
NR,PERS,N_GE1,OUT,OTH,SI	: 	315534 	: 	: 	192042 
NR,PERS,N_GE1,OUT,OTH,SK	: 	: u	: 	: 	: u
NR,PERS,N_GE1,OUT,OTH,UK	: 	: 	: 	: 	42295415 
NR,PERS,N_GE1,OUT,SEA,AT	33400786 	31082810 	: 	: 	24869857 
NR,PERS,N_GE1,OUT,SEA,BE	: 	39454049 	: 	: 	35545007 
NR,PERS,N_GE1,OUT,SEA,BG	: 	1368401 	: 	: 	852688 
NR,PERS,N_GE1,OUT,SEA,CH	: 	39864703 	31616061 	: 	29739952 
NR,PERS,N_GE1,OUT,SEA,CY	: 	311769 	: 	: 	933202 
NR,PERS,N_GE1,OUT,SEA,CZ	: 	20730397 	: 	: 	22783372 
NR,PERS,N_GE1,OUT,SEA,DE	: 	406810295 	: 	: 	391069504 
NR,PERS,N_GE1,OUT,SEA,DK	: 	16378419 	: 	: 	10673370 
NR,PERS,N_GE1,OUT,SEA,EA	: 	: 	: 	: 	698368719 e
NR,PERS,N_GE1,OUT,SEA,EE	: 	2615033 	: 	: 	2059398 
NR,PERS,N_GE1,OUT,SEA,EL	: 	425823 	: 	: 	1358384 
NR,PERS,N_GE1,OUT,SEA,ES	: 	33527880 	: 	: 	30698720 
NR,PERS,N_GE1,OUT,SEA,EU27	: 	: 	: 	: 	1037150591 e
NR,PERS,N_GE1,OUT,SEA,EU28	: 	: 	: 	: 	1038946727 e
NR,PERS,N_GE1,OUT,SEA,FI	: 	19176820 	: 	: 	21440390 
NR,PERS,N_GE1,OUT,SEA,FR	: 	56209800 	: 	: 	70395710 
NR,PERS,N_GE1,OUT,SEA,HR	: 	395484 u	: 	: 	1928548 
NR,PERS,N_GE1,OUT,SEA,HU	9143179 	8338368 	: 	: 	5997634 
NR,PERS,N_GE1,OUT,SEA,IE	: 	21087292 	: 	: 	21038783 
NR,PERS,N_GE1,OUT,SEA,IT	: 	15714825 	: 	: 	27187081 
NR,PERS,N_GE1,OUT,SEA,LT	: 	1425616 	: 	: 	657811 
NR,PERS,N_GE1,OUT,SEA,LU	: 	4667233 	: 	: 	4642829 
NR,PERS,N_GE1,OUT,SEA,LV	: 	1347776 	: 	: 	354220 u
NR,PERS,N_GE1,OUT,SEA,MT	: 	570792 	: 	: 	269587 
NR,PERS,N_GE1,OUT,SEA,NL	: 	46051314 	: 	: 	45662398 
NR,PERS,N_GE1,OUT,SEA,NO	23525602 	22930885 	23395039 	25394751 	22702117 
NR,PERS,N_GE1,OUT,SEA,PL	: 	29823433 	: 	: 	22262827 
NR,PERS,N_GE1,OUT,SEA,PT	: 	2798188 	: 	: 	2886946 
NR,PERS,N_GE1,OUT,SEA,RO	2436594 	2599420 	: 	: 	2141426 
NR,PERS,N_GE1,OUT,SEA,SE	: 	19083619 	: 	: 	: 
NR,PERS,N_GE1,OUT,SEA,SI	: 	10522321 	: 	: 	8896543 
NR,PERS,N_GE1,OUT,SEA,SK	: 	8893453 	: 	: 	9328691 
NR,PERS,N_GE1,OUT,SEA,UK	: 	: 	: 	: 	253355398 
NR,PERS,N_GE1,OUT,TOTAL,AT	67134783 	64350394 	: 	: 	57803638 
NR,PERS,N_GE1,OUT,TOTAL,BE	83821382 	92165154 	: 	: 	80248519 
NR,PERS,N_GE1,OUT,TOTAL,BG	4699955 	3664727 	: 	: 	3710516 
NR,PERS,N_GE1,OUT,TOTAL,CH	: 	111740849 	105848968 	: 	93979946 
NR,PERS,N_GE1,OUT,TOTAL,CY	12706834 	12050210 	: 	: 	11229079 
NR,PERS,N_GE1,OUT,TOTAL,CZ	43521929 	38171568 	: 	: 	37734003 
NR,PERS,N_GE1,OUT,TOTAL,DE	735479873 	710015465 	: 	: 	687468366 
NR,PERS,N_GE1,OUT,TOTAL,DK	: 	47061303 	: 	: 	47721046 
NR,PERS,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	1519292718 e
NR,PERS,N_GE1,OUT,TOTAL,EE	6455834 	6138680 	: 	: 	6157583 
NR,PERS,N_GE1,OUT,TOTAL,EL	: 	6608837 	: 	: 	7608731 
NR,PERS,N_GE1,OUT,TOTAL,ES	103434499 	103910998 	: 	: 	79277226 
NR,PERS,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	2298012379 e
NR,PERS,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	2314814803 e
NR,PERS,N_GE1,OUT,TOTAL,FI	47327664 	42334967 	: 	: 	43102471 
NR,PERS,N_GE1,OUT,TOTAL,FR	203642094 	188264084 	: 	: 	205072772 
NR,PERS,N_GE1,OUT,TOTAL,HR	9271368 	6285651 	: 	: 	16853207 
NR,PERS,N_GE1,OUT,TOTAL,HU	29167464 	28044466 	: 	: 	21795858 
NR,PERS,N_GE1,OUT,TOTAL,IE	45201559 	43230873 	: 	: 	42799485 
NR,PERS,N_GE1,OUT,TOTAL,IT	69205268 	65582341 	: 	: 	86828118 
NR,PERS,N_GE1,OUT,TOTAL,LT	11050420 	10867205 	: 	: 	11959497 
NR,PERS,N_GE1,OUT,TOTAL,LU	: 	10133127 	: 	: 	9675281 
NR,PERS,N_GE1,OUT,TOTAL,LV	: 	6581925 	: 	: 	6426076 
NR,PERS,N_GE1,OUT,TOTAL,MT	2802551 	2675948 	2094275 	2106167 	2186293 
NR,PERS,N_GE1,OUT,TOTAL,NL	184248233 	166928124 	162206182 	: 	162436671 
NR,PERS,N_GE1,OUT,TOTAL,NO	56892777 	52894088 	54950530 	60041150 	47158718 
NR,PERS,N_GE1,OUT,TOTAL,PL	109945436 	97619379 	: 	: 	72280049 
NR,PERS,N_GE1,OUT,TOTAL,PT	12108991 	8707106 	: 	: 	10804834 
NR,PERS,N_GE1,OUT,TOTAL,RO	8566118 	8540541 	: 	: 	8913847 
NR,PERS,N_GE1,OUT,TOTAL,SE	: 	68150282 	: 	: 	: 
NR,PERS,N_GE1,OUT,TOTAL,SI	14383915 	14869864 	: 	: 	12409445 
NR,PERS,N_GE1,OUT,TOTAL,SK	19346846 	16193276 	: 	12435438 	13997790 
NR,PERS,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	524519146 
NR,PERS,N_GE1,WORLD,CITY,AT	32494185 	33408501 	: 	: 	24225241 
NR,PERS,N_GE1,WORLD,CITY,BE	: 	31508281 	: 	: 	26403528 
NR,PERS,N_GE1,WORLD,CITY,BG	: 	5967807 	: 	: 	7840686 
NR,PERS,N_GE1,WORLD,CITY,CH	: 	30807175 	19216452 	: 	17887049 
NR,PERS,N_GE1,WORLD,CITY,CY	: 	2938842 	: 	: 	10643849 
NR,PERS,N_GE1,WORLD,CITY,CZ	: 	46299622 	: 	: 	41274293 
NR,PERS,N_GE1,WORLD,CITY,DE	: 	634257895 	: 	: 	569117355 
NR,PERS,N_GE1,WORLD,CITY,DK	: 	18251270 	: 	: 	51013389 
NR,PERS,N_GE1,WORLD,CITY,EA	: 	: 	: 	: 	1829270746 e
NR,PERS,N_GE1,WORLD,CITY,EE	: 	5611252 	: 	: 	5801547 
NR,PERS,N_GE1,WORLD,CITY,EL	: 	25200878 	: 	: 	19399577 
NR,PERS,N_GE1,WORLD,CITY,ES	: 	338014101 	: 	: 	297844140 
NR,PERS,N_GE1,WORLD,CITY,EU27	: 	: 	: 	: 	2638484602 e
NR,PERS,N_GE1,WORLD,CITY,EU28	: 	: 	: 	: 	2663809049 e
NR,PERS,N_GE1,WORLD,CITY,FI	: 	79493906 	: 	: 	79627637 
NR,PERS,N_GE1,WORLD,CITY,FR	405709129 	471162110 	: 	: 	555802138 
NR,PERS,N_GE1,WORLD,CITY,HR	: 	8111254 	: 	: 	25268621 
NR,PERS,N_GE1,WORLD,CITY,HU	43152020 	44652474 	: 	: 	38713394 
NR,PERS,N_GE1,WORLD,CITY,IE	: 	32929896 	: 	: 	31033093 
NR,PERS,N_GE1,WORLD,CITY,IT	: 	53043302 	: 	: 	125977950 
NR,PERS,N_GE1,WORLD,CITY,LT	: 	14375612 	: 	: 	10423989 
NR,PERS,N_GE1,WORLD,CITY,LU	: 	4180944 	: 	: 	4729042 
NR,PERS,N_GE1,WORLD,CITY,LV	: 	3664747 	: 	: 	8738999 
NR,PERS,N_GE1,WORLD,CITY,MT	: 	2464380 	: 	: 	1678269 
NR,PERS,N_GE1,WORLD,CITY,NL	: 	37234892 	: 	: 	43685708 
NR,PERS,N_GE1,WORLD,CITY,NO	17688576 	15900050 	17310183 	16533532 	13078011 
NR,PERS,N_GE1,WORLD,CITY,PL	: 	183640581 	: 	: 	129378886 
NR,PERS,N_GE1,WORLD,CITY,PT	: 	16355344 	: 	: 	17834608 
NR,PERS,N_GE1,WORLD,CITY,RO	19557335 	19937674 	: 	: 	21035827 
NR,PERS,N_GE1,WORLD,CITY,SE	: 	20705873 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CITY,SI	: 	6632242 	: 	: 	4453495 
NR,PERS,N_GE1,WORLD,CITY,SK	: 	18391970 	: 	: 	10789120 
NR,PERS,N_GE1,WORLD,CITY,UK	: 	: 	: 	: 	450676602 
NR,PERS,N_GE1,WORLD,CRS,AT	1876194 	1315617 	: 	: 	8672910 
NR,PERS,N_GE1,WORLD,CRS,BE	: 	1280657 	: 	: 	1052303 
NR,PERS,N_GE1,WORLD,CRS,CH	: 	2553636 u	1759283 u	: 	1633161 u
NR,PERS,N_GE1,WORLD,CRS,CY	: 	: u	: 	: 	403913 u
NR,PERS,N_GE1,WORLD,CRS,CZ	: 	724652 u	: 	: 	1175377 u
NR,PERS,N_GE1,WORLD,CRS,DE	: 	31709151 	: 	: 	29753337 
NR,PERS,N_GE1,WORLD,CRS,DK	: 	840207 u	: 	: 	847500 
NR,PERS,N_GE1,WORLD,CRS,EA	: 	: 	: 	: 	69934217 e
NR,PERS,N_GE1,WORLD,CRS,EE	: 	151256 u	: 	: 	91375 u
NR,PERS,N_GE1,WORLD,CRS,EL	: 	: u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,ES	: 	2619117 	: 	: 	2752908 
NR,PERS,N_GE1,WORLD,CRS,EU27	: 	: 	: 	: 	78256940 e
NR,PERS,N_GE1,WORLD,CRS,EU28	: 	: 	: 	: 	78698765 e
NR,PERS,N_GE1,WORLD,CRS,FI	: 	6858228 	: 	: 	8496393 
NR,PERS,N_GE1,WORLD,CRS,FR	6851807 	6271386 	: 	: 	4621125 
NR,PERS,N_GE1,WORLD,CRS,HR	: 	: u	: 	: 	446021 u
NR,PERS,N_GE1,WORLD,CRS,HU	39997 u	100504 u	: 	: 	79179 u
NR,PERS,N_GE1,WORLD,CRS,IE	: 	798408 	: 	: 	761332 
NR,PERS,N_GE1,WORLD,CRS,IT	: 	: u	: 	: 	9150275 
NR,PERS,N_GE1,WORLD,CRS,LT	: 	455267 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CRS,LU	: 	115561 	: 	: 	94256 u
NR,PERS,N_GE1,WORLD,CRS,LV	: 	141349 u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,MT	: 	55006 u	: 	: 	25987 
NR,PERS,N_GE1,WORLD,CRS,NL	: 	1890657 	: 	: 	2937072 
NR,PERS,N_GE1,WORLD,CRS,NO	529813 u	1234155 	749360 u	985505 	1242219 
NR,PERS,N_GE1,WORLD,CRS,PL	: 	2904231 	: 	: 	845992 u
NR,PERS,N_GE1,WORLD,CRS,PT	: 	133957 u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,RO	426839 	294838 	: 	: 	542878 
NR,PERS,N_GE1,WORLD,CRS,SE	: 	3849365 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CRS,SI	: 	: u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,SK	: 	: u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,UK	: 	: 	: 	: 	3260906 
NR,PERS,N_GE1,WORLD,CTRY,AT	38548964 	38534672 	: 	: 	14521079 
NR,PERS,N_GE1,WORLD,CTRY,BE	: 	26799684 	: 	: 	25761182 
NR,PERS,N_GE1,WORLD,CTRY,BG	: 	1474181 	: 	: 	2347765 
NR,PERS,N_GE1,WORLD,CTRY,CH	: 	38391950 	30295970 	: 	19314314 
NR,PERS,N_GE1,WORLD,CTRY,CY	: 	98408 u	: 	: 	814974 u
NR,PERS,N_GE1,WORLD,CTRY,CZ	: 	67037315 	: 	: 	54728219 
NR,PERS,N_GE1,WORLD,CTRY,DE	: 	529209572 	: 	: 	481531167 
NR,PERS,N_GE1,WORLD,CTRY,DK	: 	9919721 	: 	: 	8365558 
NR,PERS,N_GE1,WORLD,CTRY,EA	: 	: 	: 	: 	1455087706 e
NR,PERS,N_GE1,WORLD,CTRY,EE	: 	3935427 	: 	: 	2634654 
NR,PERS,N_GE1,WORLD,CTRY,EL	: 	3614902 	: 	: 	4135454 
NR,PERS,N_GE1,WORLD,CTRY,ES	: 	255010895 	: 	: 	244985267 
NR,PERS,N_GE1,WORLD,CTRY,EU27	: 	: 	: 	: 	1890202462 e
NR,PERS,N_GE1,WORLD,CTRY,EU28	: 	: 	: 	: 	1897819927 e
NR,PERS,N_GE1,WORLD,CTRY,FI	: 	49175069 	: 	: 	51880645 
NR,PERS,N_GE1,WORLD,CTRY,FR	384578894 	428578043 	: 	: 	482048164 
NR,PERS,N_GE1,WORLD,CTRY,HR	: 	952060 	: 	: 	7776598 
NR,PERS,N_GE1,WORLD,CTRY,HU	18938220 	17972057 	: 	: 	19527976 
NR,PERS,N_GE1,WORLD,CTRY,IE	: 	12123716 	: 	: 	11353727 
NR,PERS,N_GE1,WORLD,CTRY,IT	: 	22679081 	: 	: 	31744434 
NR,PERS,N_GE1,WORLD,CTRY,LT	: 	3112104 	: 	: 	2504979 
NR,PERS,N_GE1,WORLD,CTRY,LU	: 	2675278 	: 	: 	3312479 
NR,PERS,N_GE1,WORLD,CTRY,LV	: 	2643657 	: 	: 	2917462 
NR,PERS,N_GE1,WORLD,CTRY,MT	: 	1002340 	: 	: 	343886 
NR,PERS,N_GE1,WORLD,CTRY,NL	: 	69967225 	: 	: 	73536869 
NR,PERS,N_GE1,WORLD,CTRY,NO	11742869 	11241301 	10296224 	12059867 	8538202 
NR,PERS,N_GE1,WORLD,CTRY,PL	: 	56710435 	: 	: 	48464234 
NR,PERS,N_GE1,WORLD,CTRY,PT	: 	14195935 	: 	: 	16944666 
