c_resid,unit,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
FOR,PCH_PRE,I551,SI03	16.24 	11.86 	8.25 	3.56 	-0.9 	5.38 	7.41 	0.27 	-8.16 	20.1 	10.21 	6.95 	3.37 	5.39 	6.88 	12.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,SI04	12.86 	9.94 	10.07 	8.9 	4.49 	3.79 	7.44 	0.98 	-7.8 	10.68 	8.01 	3.7 	6.93 	7.41 	3.92 	6.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,SK	6.46 	15.98 	17.38 	-12.03 	10 	4.7 	11.4 	5.9 	-25.8 	4.54 	4.5 	7.4 	9.9 	4.9 	0.2 	12.3 	10.8 	9 	9.4 	6.3 	-12.9 	3.1 	8.1 	26.9 	44.5 	-26.8 	-24.8 	: 
FOR,PCH_PRE,I551,SK0	6.46 	15.98 	17.38 	-12.03 	10 	4.7 	11.4 	5.9 	-25.8 	4.54 	4.5 	7.4 	9.9 	4.9 	0.2 	12.3 	10.8 	9 	9.4 	6.3 	-12.9 	3.1 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,SK01	4.86 	14.91 	26.73 	-13.53 	16.1 	7.3 	19.3 	10.9 	-22.6 	3.7 	3 	8 	12.1 	23.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,SK02	17.34 	17.96 	8.43 	-1.72 	0.2 	4.5 	1.3 	-0.3 	-20.8 	12.57 	11.2 	5.5 	10.2 	4.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,SK03	3.83 	16.05 	13.7 	-15.93 	7.3 	2.8 	8.5 	0.9 	-28.4 	6.02 	0.7 	8.4 	11.9 	-1.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,SK04	3.61 	16.89 	8.37 	-12.81 	8.5 	2 	8.8 	8.1 	-32.2 	-1.23 	6.1 	6.9 	4.9 	-8.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR	: 	-38.52 	-1.77 	11.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR1	: 	-14.54 	3.67 	13.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR10	: 	-14.54 	3.67 	13.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR2	: 	-57.22 	5.1 	3.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR21	: 	-24.34 	-4.13 	35.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR22	: 	-62.51 	6.76 	-0.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR3	: 	-53.43 	5.15 	11.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR31	: 	-45.34 	7.47 	16.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR32	: 	-55.7 	5.04 	10.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR33	: 	-4.73 	-22.81 	10.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR4	: 	-22.7 	2.68 	16.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR41	: 	-28.63 	4.26 	18.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR42	: 	-14.75 	0.64 	14.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR5	: 	-40.5 	-4.95 	6.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR51	: 	-37.2 	-1.59 	10.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR52	: 	-52.9 	-15.74 	-3.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR6	: 	-42.96 	-5.29 	9.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR61	: 	-43.17 	-5.32 	9.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR62	: 	-31.67 	5.81 	20.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR63	: 	-19.88 	-21.27 	9.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR7	: 	-74.15 	-27.31 	19.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR71	: 	-78.24 	-27.64 	22.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR72	: 	10.94 	-19.63 	-13.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR8	: 	16.58 	-10.15 	33.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR81	: 	59.05 	-21.43 	23.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR82	: 	-22.66 	32.79 	-37.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR83	: 	-22.27 	-0.08 	75.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR9	: 	-37.41 	67.24 	35.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TR90	: 	-37.41 	67.24 	35.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRA	: 	-22.71 	-34.95 	11.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRA1	: 	-38.02 	-26.46 	2.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRA2	: 	1.17 	-44.88 	23.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRB	: 	-21.41 	-0.9 	84.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRB1	: 	-44.04 	9.55 	62.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRB2	: 	-14.83 	-3.57 	91.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRC	: 	-40.79 	-14.33 	-4.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRC1	: 	-28.92 	-11.12 	-12.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRC2	: 	-59.84 	-24.04 	10.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,TRC3	: 	-63.25 	-9.66 	8.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UK	: 	-7.94 	: 	: 	13.13 	-1.6 b	3.1 	6.9 	-1.2 	-6.21 	-0.1 	10 	7.5 	9.9 	1.6 	-16.7 	0 	0 	4.4 	-4.7 	1.3 	-1.3 	14.7 	4.7 	7.2 	8.2 	-4.9 	: 
FOR,PCH_PRE,I551,UKC	: 	24.42 	: 	: 	-1.84 	-12.4 b	21.9 	12.7 	-25.7 	-17.58 	-8.2 	28.1 	3.3 	-6.4 	1.7 	19.1 	0 	0 	6.6 	-78.4 	355.4 	-77.8 	317.3 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKC1	: 	22.32 	: 	: 	8.29 	-8.8 b	34.4 	23.3 	-24.4 	-22.8 	48.9 	-23.8 	9.7 	-16.1 	1.9 	22.7 	-4.3 	4.5 	7.3 	-22 	-2.6 	-26.4 	6.1 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKC2	: 	25.2 	: 	: 	-5.34 	-13.6 b	18.3 	10 	-26 	-16.15 	-17 	43 	1.6 	-3.5 	2.3 	17.3 	15.4 	-13.3 	5.6 	-82 	502.9 	-82.8 	481.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKD	: 	26.14 	: 	: 	12.79 	-1.7 b	15.8 	0.1 	-2.2 	-4.28 	-3 	7.4 	28 	5.5 	2.3 	-6.7 	0 	0 	9.9 	-69.9 	230.9 	-65.3 	211.6 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKD1	: 	-7.07 	: 	: 	-8.29 	10.6 b	22.7 	15.1 	-9.2 	-7.62 	5 	-5.9 	-2.3 	-0.3 	2.6 	-29.5 	16.1 	-13.9 	-6.2 	25.8 	-23.2 	33.9 	-21.5 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKD3	: 	8.73 	: 	: 	22.24 	-4.2 b	14.4 	2.6 	-0.1 	-4.44 	4.6 	-1.6 	19.9 	7.8 	2.2 	13.4 	-6.1 	6.5 	27.4 	7.5 	-12.3 	19.9 	-2.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKD4	: 	137.75 	: 	: 	48.34 	-12.1 b	31.2 	-27.5 	39.4 	-28.96 	17.3 	-13.7 	-1.1 	4.2 	2.2 	-26.8 	1.7 	-1.6 	0.8 	-64.8 	279.4 	-70.1 	282.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKD6	: 	86.4 	: 	: 	7.86 	-9.1 b	-7.2 	10.8 	-15.2 	18.54 	-16 	-2.8 	16.2 	25.3 	1.8 	-22 	-1.4 	1.4 	4.4 	-77.8 	324.2 	-74.6 	299.6 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKD7	: 	24.15 	: 	: 	0.61 	3.4 b	24.6 	-5.2 	-5.8 	-4.94 	-14.6 	46.5 	140 	-13.7 	2.6 	12.9 	3.1 	-3 	14.8 	-92.9 	1233 	-90.8 	963.5 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKE	: 	78.33 	: 	: 	31.37 	-3.5 b	9.2 	0 	-12.3 	-1.81 	-4.1 	9.8 	3 	17.1 	2.5 	-22.2 	0 	0 	-3.7 	145.1 	-62.8 	179.2 	-58.8 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKE1	: 	206 	: 	: 	-6.48 	23.4 b	-6.5 	9.6 	9.4 	-40.51 	24.6 	40.7 	-21.4 	16.9 	4 	0 	-13.8 	16 	-16.7 	-78.7 	104.8 	-54.3 	437.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKE2	: 	0.18 	: 	: 	43.44 	-8.4 b	1.2 	-1.8 	-10.9 	16.73 	-16 	2.9 	-6.5 	17.2 	2.1 	-34.7 	3.9 	-3.7 	-2.6 	14.8 	-14.2 	30.3 	-16 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKE3	: 	147.77 	: 	: 	54.78 	1.2 b	3 	-8 	3.7 	18.59 	-20.7 	11.2 	6.7 	-0.9 	1.8 	-10.9 	1.6 	-1.6 	16.4 	-51.2 	108.5 	-38.7 	81.8 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKE4	: 	113.11 	: 	: 	16.18 	-4.2 b	28.4 	5.3 	-24.4 	-17.41 	12.8 	14.4 	26.7 	28.8 	2.3 	8.8 	-9.1 	10 	-15.8 	24.1 	-22.2 	1.1 	-5.3 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKF	: 	83.1 	: 	: 	23.77 	-18.5 b	7.9 	1.8 	-14.4 	15.25 	-8.1 	-6.9 	7.8 	16.1 	2 	-7.8 	0 	0 	13.1 	-43 	73.9 	-41.9 	-4.7 	4.7 	7.2 e	8.2 e	85.4 e	: 
FOR,PCH_PRE,I551,UKF1	: 	129.58 	: 	: 	12.43 	-8.6 b	6.9 	-4.6 	-12.7 	26.08 	-11.2 	-8.3 	9.8 	15.1 	2.1 	-6 	-7.9 	8.6 	0.7 	324.9 	-75.6 	386.5 	-75.4 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKF2	: 	75.56 	: 	: 	27.08 	-21.2 b	-3.5 	13.4 	-17.2 	7.15 	-1.3 	-13.2 	7.8 	19 	2.5 	-2.5 	-1.6 	1.7 	22.2 	-67.9 	199.1 	-66.1 	177.8 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKF3	: 	-37.81 	: 	: 	71.62 	-43.7 b	59.1 	-6.9 	-11.7 	1.48 	-16.7 	26.1 	-0.7 	10.3 	3 	-29.8 	34.3 	-25.5 	38.2 	-49.4 	83.9 	-28.7 	55.8 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKG	: 	88.91 	: 	: 	-10.61 	-7.5 b	10.8 	4 	-14 	12.77 	-3.4 	-10 	-8.7 	3.7 	43.8 	-31.7 	0 	0 	5.9 	-91.1 	1122.8 	-92.1 	1199.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKG1	: 	-100 	: 	: 	-16.54 	-10.9 b	24.9 	-12.8 	-14.6 	12.31 	-6.4 	-4.9 	-2.2 	-5 	2.4 	-17.8 	-4.9 	5.1 	2.8 	0.9 	0.9 	-2.4 	5.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKG2	: 	91.82 	: 	: 	-1.78 	-20.5 b	39.2 	-0.6 	-8.9 	18.66 	19.8 	-37.3 	11.2 	-27.8 	2.5 	31.2 	5.7 	-5.4 	-10.6 	34.7 	0 	16.2 	3.6 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKG3	: 	121.12 	: 	: 	-10.12 	-2 b	-0.5 	13.5 	-14.8 	11.75 	-5.9 	-5.8 	-15.2 	18 	2.3 	-3.4 	-11.1 	12.5 	13 	-78.3 	392.6 	-78.8 	372.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKH	: 	121.21 	: 	: 	17.45 	-0.8 b	-9.2 	8.4 	-5.5 	-0.71 	9.7 	-6.6 	5.7 	24.1 	-1.8 	-8.1 	0 	0 	5.6 	-41.9 	80.9 	-44.9 	91.9 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKH1	: 	114.33 	: 	: 	14.71 	13.7 b	-11.8 	4.1 	-1.7 	-8.15 	24 	-11 	-1.9 	23.6 	2.2 	-12.9 	0 	0 	-4.7 	228.7 	-67.5 	147.1 	-58.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKH2	: 	146.16 	: 	: 	23.8 	-11.3 b	-1.3 	15.6 	-15.4 	-1.27 	27.5 	-8.6 	-1.3 	20.3 	2 	-16.2 	-8.2 	8.9 	20.9 	13.4 	-4.2 	7.8 	18.3 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKH3	: 	101.95 	: 	: 	14.94 	-12.1 b	-13.9 	8 	0.6 	17.46 	-26.1 	2.3 	31.3 	30.7 	2 	0 	-12.1 	13.7 	10.9 	-86.3 	603.6 	-85.5 	519.9 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKI	: 	-33.89 	: 	: 	13.38 	1 b	3.6 	8.5 	-0.3 	-5.65 	0.4 	14.1 	3.6 	12.2 	2.2 	-20.9 	-0.2 	0.2 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKI1	: 	: 	: 	: 	: 	-26.3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKI3	: 	-33.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKI4	: 	-33.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKI5	: 	-33.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKI6	: 	-33.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKI7	: 	-33.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKJ	: 	62.45 	: 	: 	10.83 	1.5 b	6.4 	5.8 	-3.4 	-5.77 	7.2 	5.2 	8.4 	-0.5 	2.2 	-17.7 	2.3 	-2.2 	0.2 	194.8 	-66.5 	212.8 	-61.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKJ1	: 	48.88 	: 	: 	2.99 	7 b	9.8 	-0.9 	-6.2 	-6.91 	7.5 	5.7 	6.2 	5.9 	2.2 	-4.1 	-5.2 	5.5 	2.8 	321 	-76.4 	336.5 	-75.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKJ2	: 	51.05 	: 	: 	18.09 	3.5 b	1.5 	1.5 	3.3 	-12.88 	7.3 	0.8 	18.6 	-6.4 	2.2 	-18.8 	3.1 	-3 	-6.4 	1549.1 	-93.4 	1680.3 	-93.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKJ3	: 	36.71 	: 	: 	18.75 	-13.3 b	26.6 	0.7 	-10.3 	14.61 	-13.6 	33.1 	-8.1 	2.2 	2.4 	-20.5 	10.2 	-9.3 	8.8 	208.3 	-69.1 	275.4 	-68.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKJ4	: 	142.41 	: 	: 	6.9 	1.1 b	-4.6 	34.6 	-4 	-3.83 	31.7 	-9.1 	7.2 	-3.8 	2.3 	-34.3 	7.7 	-7.2 	3.7 	-7.9 	-7.4 	10.2 	22.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKK	: 	26.05 	: 	: 	27.17 	-7.4 b	-8.2 	10.6 	3.8 	-6.47 	5.1 	2 	8.1 	7.2 	2 	-18.1 	0 	0 	-8.1 	151 	-54.8 	112.4 	-43.9 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKK1	: 	53.44 	: 	: 	21.11 	-7.6 b	-5.1 	1.4 	-7.6 	8.58 	7 	-13.6 	23.4 	0.2 	2.3 	-7.1 	-9.3 	10.2 	10.1 	42.3 	-52.3 	89.9 	-40.7 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKK2	: 	24.31 	: 	: 	17.36 	4.4 b	-15.1 	9.9 	12 	-6.5 	-4.5 	23.1 	-13.8 	9.8 	2.1 	-17.2 	-2.6 	2.7 	-7.9 	269.4 	21.8 	-25.3 	-30.1 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKK3	: 	-28.62 	: 	: 	33.5 	-22.1 b	-0.5 	38 	16.1 	-31.49 	29.1 	0.5 	10.9 	32.3 	2 	-40 	-1.7 	1.8 	-24.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKK4	: 	29.6 	: 	: 	52.99 	-9.7 b	-10.6 	9.1 	9.6 	-12.87 	-0.8 	10.3 	13.8 	2 	1.9 	-22.5 	-7.8 	8.5 	-9.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKL	: 	30.86 	: 	: 	3.55 	-11 b	0.4 	-9.2 	12.1 	-2.45 	-13.8 	10.1 	-2.9 	-8.3 	1.4 	-4.9 	0 	0 	36.3 	-19 	-47.1 	77.3 	49.2 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKL1	: 	54.5 	: 	: 	11.92 	-20.4 b	-4.2 	-6.4 	20.9 	-5.44 	-22.6 	23.2 	-6.8 	-7.3 	2.4 	-20.4 	-10.5 	11.8 	49.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKL2	: 	12.43 	: 	: 	-3.17 	-1.5 b	8.2 	-11.2 	1.3 	8.04 	-8.3 	-0.7 	8.7 	-19.1 	2.4 	15.1 	2.3 	-2.3 	32.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKM	: 	-55.93 	: 	: 	11.82 	-4.8 b	0.1 	8.1 	3.8 	-17.52 	-2.4 	14.9 	24.3 	14.2 	1.2 	-18.5 	0 	0 	-5.5 	961 	-90.4 	1006 	-88.1 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKM2	: 	-52 	: 	: 	14.9 	-9.4 b	4 	8.1 	3.4 	-15.46 	5.6 	13.1 	26.5 	1 	2.2 	-15.3 	8.7 	-8 	-8.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKM3	: 	-28.16 	: 	: 	3.99 	9.5 b	-14.3 	-1 	-15.9 	-17.04 	-0.5 	3.8 	47.9 	21.5 	2.1 	-23.3 	13.8 	-12.1 	6.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKM5	: 	-56.18 	: 	: 	17.66 	-9.9 b	50.5 	-0.9 	41.9 	-12.13 	-27.7 	41.1 	19.4 	20.1 	2.4 	-18.4 	3 	-2.9 	-7.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKM6	: 	-80.78 	: 	: 	9.69 	-2.7 b	-7.2 	16.7 	15.8 	-22.24 	-7.5 	20.7 	6.7 	27 	2.2 	-22.8 	22 	-18 	-3.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551,UKN	: 	-74.76 	: 	: 	2.43 	18.9 b	-16.8 	17.5 	40.8 	14.91 	-21.9 	24.7 	-8.7 	35.7 	: 	: 	-3.3 	3.4 	-21.6 	-67 	372.3 	-78.3 	156.5 	4.7 	7.2 e	8.2 e	-4.9 e	: 
FOR,PCH_PRE,I551,UKN0	: 	-74.76 	: 	: 	2.43 	18.9 b	: 	: 	40.8 	14.91 	-21.9 	24.7 	-8.7 	35.7 	: 	: 	-3.3 	3.4 	-21.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551-I553,AT	4.98 	4.81 	5.84 	2.1 	2.69 	5.1 	5.05 	3.6 	-2.8 	5.32 	3.1 	2.5 	3 	2.2 	3.1 	2.3 	1.2 	3.5 	0.5 	6 	-1.9 	0.5 	-3.5 	-1.3 	-5 	0.2 	-1.5 	5.2 
