unit,partner,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NR,EFTA,I551-I553,EL	593889 e	551391 e	543023 e	545199 e	497566 	455556 e	410225 	361659 	337663 	331105 	334369 	294417 	278243 	283294 	288142 	300656 	301771 	334552 	313336 	302018 	302986 	301496 	268058 	248185 	: 	: 	: 	: 
NR,EFTA,I551-I553,ES	2227908 	2092411 	1931913 	1913006 	1842366 	1661762 	1533340 	1313563 	1171167 	1323650 	1263417 	1151923 	977311 	1005962 	1018538 	1093913 	1114103 	1094319 	716220 	516842 	523128 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,EU27	: u	19666813 	19181511 	17774198 e	16981756 e	16023865 	14881428 e	: 	: 	10296706 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,EU28	: u	20038466 	19512301 	18107570 e	17297328 e	16289308 	15085079 e	: 	: 	10399636 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,FI	184625 	171245 	169148 	154157 	150830 	155823 	145901 	132878 	126030 	144032 	156759 	154478 	147871 	155141 	159288 	161307 	162576 	149408 	144645 	132342 	130905 	120856 	129308 	135358 	130186 	: 	: 	: 
NR,EFTA,I551-I553,FR	2640702 	2465361 	2429849 	2377966 	2365372 	2142587 	1950798 	1580027 	1563149 	1579159 	1588865 	1520102 	1605761 	1661602 	1712042 	1758209 	1817574 	1911976 	1863951 	1502834 	1502492 	1469412 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,HR	428615 	371653 	330790 	319256 	315572 	265443 b	203651 	188586 	171303 	172348 	172748 	166163 	146797 	121598 	93400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,HU	128617 	130979 	123127 	116354 	116001 	103730 b	91248 	83080 	85250 	87503 	82453 	84529 	88156 	89819 	77010 	75004 	72999 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,IE	: 	77262 e	67673 e	51469 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	177000 	64000 	38000 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,IS	: 	836350 	806741 	872969 	602442 	641129 	594839 	623872 	619677 	567724 	556433 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,IT	3345010 	3209874 	3088755 	2834672 	2744895 	2570587 	2386749 	2184769 	2066204 	1988685 	2027236 	2008021 	1926171 	1814409 	1755828 	1714832 	1706826 	1578178 	1515030 	1475789 	1464627 	1454083 	1391625 	: 	: 	: 	: 	1188569 
NR,EFTA,I551-I553,LI	25103 	21762 	18164 	19917 	19295 	21991 b	29966 	27599 	28730 	29295 	28591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,LT	46241 	49686 	52415 	41991 	36592 	33332 b	25686 	21066 	21696 	28457 	29605 	24783 	19013 	16019 	12010 	11036 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,LU	27555 	28042 	28550 	30234 	25200 	23249 b	21504 	21773 	24098 	22886 	23303 	21752 	20067 	19780 	19719 	21234 	20459 	24546 	21288 	22270 	22461 	18287 	: 	19781 	: 	: 	: 	24134 
NR,EFTA,I551-I553,LV	95484 	91425 	95067 	86343 	79156 	77890 b	83822 	73648 	59401 	71301 	66894 	50494 	26515 	20980 	16938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,ME	: 	22224 	22527 	: 	: 	16133 b	8688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,MK	10823 	7528 	7063 	5728 	4561 	4532 	4030 	3758 	3534 	4113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,MT	45800 e	43012 e	42548 e	45278 e	42068 e	35810 	33545 	31814 	21899 	31559 	30216 	34688 	32103 	38056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,NL	442427 	392824 	413833 	390704 	366506 b	343534 e	318400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233295 	230000 	214589 	176000 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,NO	: 	14821494 	14163313 	13940046 	13940354 	14235828 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,PL	266721 	262437 	260093 	231226 	201431 	177810 	143091 	139243 	127139 	137287 	129059 	117821 	106789 	101451 	91249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,PT	384557 	345537 	304948 	265641 	245259 	212387 	191319 	170604 	168082 	181353 	183481 	178885 	167453 	185493 	166996 	167408 	181059 	177397 	178063 	158098 	139820 	126618 	129680 	125646 	: 	: 	: 	134329 
NR,EFTA,I551-I553,RO	43489 	40807 	39603 	32263 	35306 	30815 b	26006 	24447 	23793 	23149 	27967 	31952 	29122 	30048 	25217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,RS	: 	30028 	26906 	24022 	19473 	18519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,SE	1645070 e	1629527 e	1660910 e	1433071 e	1393309 e	1383008 e	1348415 	1345733 	1358821 	1277725 	1232359 	1067216 	1182190 	1225343 	1072890 	1023864 	847780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,SI	68999 	59075 	54493 	46595 	45046 	41625 b	37369 	33945 	34536 	37763 	37840 	34198 	34920 	30111 	28162 	25630 	21540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,SK	30412 	28205 	23909 	21216 	25569 	21692 	19333 	15842 	14588 	16303 	17657 	16856 	17430 	16398 	13921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,TR	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I551-I553,UK	: 	2018650 	1982218 	: 	: 	1324151 b	1159215 	1044102 	1054037 	1122320 	1039102 	1147506 	1015180 	879599 	697000 	684000 	637660 	719000 	920540 	896000 	836855 	796759 	849806 	: 	: 	: 	: 	: 
NR,EFTA,I552,AT	103063 	95140 	84589 	78432 	75428 	70145 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,BE	11908 	9903 	11131 	10142 	9989 	7914 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,BG	916 	805 	655 	985 	734 	614 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,CH	: 	2262446 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,CY	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,CZ	7986 	8410 	7521 	5551 	9092 	4478 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,DE	208310 	178013 	167478 	157195 	147889 	140010 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,DK	89694 e	96446 e	90067 e	76423 e	84161 	89933 b	91387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,EA	1724982 e	1597511 	1465948 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,EE	4281 	3799 	3301 	3191 	2510 	2565 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,EL	62633 e	59507 e	61593 e	60269 e	55277 	51515 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,ES	415898 	393368 	356309 	350709 	338302 	324610 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,EU27	: u	2455339 	2296768 	1768740 e	1485009 	1453755 b	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,EU28	: u	2606232 	2415119 	1894800 e	1585405 	1528265 b	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,FI	14326 	12733 	11063 	10782 	10641 	10010 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,FR	282988 	285832 	290469 	287895 	292725 	231217 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,HR	184013 	150893 	118351 	111944 	100396 	74510 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,HU	4598 	4480 	3916 	3199 	2898 	2070 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,IE	: 	9841 e	6683 e	5494 e	3815 e	3474 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,IS	: 	131521 	149074 	149840 	110773 	67477 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,IT	564882 	491396 	424766 	374915 	344026 	311863 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,LI	3290 	3090 	3055 	3273 	2670 	3340 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,LT	2650 	2538 	1886 	1607 	1445 	790 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,LU	1187 	997 	1083 	1445 	847 	887 b	1023 	402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,LV	1832 	1823 	1393 	2001 	1941 	1392 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,ME	: 	11064 	11231 	: 	: 	7249 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,MK	341 	245 	233 	222 	198 	308 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,MT	334 e	298 e	892 e	1044 e	71 e	342 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,NL	16344 	15809 	15355 	12640 	14557 b	9498 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,NO	: 	996453 	945821 	909151 	949004 	661972 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,PL	9261 	11277 	9624 	9210 	8652 	8723 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,PT	40893 	25367 	17864 	8865 	7009 b	1412 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,RO	2479 	2355 	1949 	1451 	1524 	1374 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,RS	: 	2165 	2168 	1560 	1293 	1194 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,SE	62191 e	78325 e	72999 e	69773 e	64056 e	64113 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,SI	12289 	9498 	8681 	7412 	6074 	5393 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,SK	1567 	1649 	1412 	1515 	1346 	1093 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,TR	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552,UK	: 	655730 	644089 	: 	: 	108320 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,AT	159213 	146579 	132524 	119846 	117193 	109459 b	98302 	86195 	81524 	78821 	81722 	71477 	68680 	68020 	70290 	60759 	54357 	48781 	47014 	46007 	35442 	35057 	34051 	35829 	: 	: 	: 	36136 
NR,EFTA,I552_I553,BE	15454 	12880 	15123 	13938 	13127 	11065 b	8761 	8376 	7843 	7805 	7589 	7430 	7802 	7393 	7042 	7082 	5779 	7374 	6599 	5620 	6297 	6649 	6676 	7185 	: 	: 	: 	: 
NR,EFTA,I552_I553,BG	936 	813 	668 	994 	737 	618 b	227 	246 	199 	149 	241 	366 	811 	607 	487 	517 	325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,CH	: 	2853754 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,CY	0 	0 	48 	7 	6 	16 b	1760 	1271 	1346 	376 	276 	76 	142 	53 	9 	20 	30 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,CZ	10278 	10255 	9016 	6709 	11830 	6019 b	3775 	3949 	4681 	8379 	5778 	7292 	6718 	7703 	6433 	3778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,DE	449669 	403232 	385954 	345157 	313843 	302458 b	276388 	248609 	223294 	212047 	193845 	189001 	167052 	148267 	137971 	110495 	103933 	102992 	97539 	90789 	93055 	91467 	93934 	100366 	: 	: 	: 	52484 
NR,EFTA,I552_I553,DK	167096 e	172806 e	165091 e	150600 e	151325 	150826 b	154360 	146958 	136365 	145966 	159867 	148326 	135762 	121445 	138882 	138037 	128056 	127373 	124483 	121016 	127745 	117709 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,EA	2822733 e	2656928 	2483318 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,EE	4611 	3799 	3301 	3191 	2510 	2565 b	2534 	1940 	2289 	2079 	2923 	2707 	2563 	1934 	3311 	1409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,EL	69232 e	65026 e	67845 e	66606 e	60739 	55793 e	7143 	7722 	7123 	6456 	5979 	7134 	7880 	5711 	6699 	6062 	6321 	6328 	5425 	6084 	6030 	9638 	5088 	6674 	: 	: 	: 	: 
NR,EFTA,I552_I553,ES	492930 	465884 	416953 	406359 	385292 	366425 b	349526 	298697 	292534 	320389 	331187 	302280 	296690 	331455 	354204 	384500 	382701 	383836 	41038 	28634 	25411 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,EU27	: u	4448952 	4274666 	3493850 e	3089029 e	3027626 b	2726606 e	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,EU28	: u	4664983 	4453826 	3676837 e	3248818 e	3154734 b	2800193 e	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,FI	31754 	30887 	31274 	28053 	27790 	28087 b	28992 	26817 	24658 	26802 	30022 	30660 	29221 	30163 	30685 	29695 	31054 	27544 	28445 	22439 	20183 	18448 	19432 	22916 	22445 	: 	: 	: 
NR,EFTA,I552_I553,FR	673289 	608921 	618855 	605345 	585630 	507041 b	444404 	244555 	237268 	221412 	223404 	225684 	239857 	247314 	217626 	222465 	223283 	216571 	244069 	220051 	231797 	214742 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,HR	257734 	216031 	179160 	168871 	159789 	127108 b	73587 	67668 	71453 	69418 	67200 	61835 	55607 	53283 	44898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,HU	8049 	7556 	6961 	6419 	5777 	5032 b	3578 	3581 	4536 	4946 	5281 	5224 	4824 	5124 	5946 	5025 	5191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,IE	: 	10996 e	7682 e	6788 e	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	110000 	9000 	7000 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,IS	: 	334981 	362764 	453495 	202803 	279059 b	259745 	305482 	317002 	240489 	224925 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,IT	906475 	808825 	720128 	654968 	606574 	554106 b	508235 	466791 	449401 	411468 	413346 	398695 	374071 	350901 	346554 	322730 	318229 	282900 	242002 	234148 	229720 	206235 	188813 	: 	: 	: 	: 	145038 
NR,EFTA,I552_I553,LI	3687 	3292 	3224 	3454 	2872 	3479 b	10341 	10579 	10765 	10345 	10874 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,LT	3608 	3253 	2387 	2022 	2007 	1132 b	700 	392 	322 	235 	250 	205 	303 	234 	274 	354 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,LU	2406 	2327 	2617 	2930 	2168 	2026 b	2201 	1635 	2365 	2132 	2229 	2258 	1891 	2188 	2217 	2287 	1686 	2049 	2081 	2299 	2097 	1992 	: 	2005 	: 	: 	: 	2579 
NR,EFTA,I552_I553,LV	3071 	3010 	2000 	2662 	2661 	2015 b	1603 	944 	1055 	1772 	1478 	1510 	769 	401 	264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,ME	: 	11202 	11350 	: 	: 	7411 b	1069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,MK	429 	317 	309 	329 	255 	359 b	330 	258 	340 	386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,MT	334 e	298 e	892 e	1044 e	71 e	342 b	442 	228 	167 	453 	153 	581 	239 	297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,NL	30737 	28620 	28573 	25596 	25970 b	21796 be	20400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16016 	14000 	10065 	9000 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,NO	: 	4705754 	4384499 	4392570 	4354534 	4688652 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,PL	13384 	14879 	12545 	11309 	10371 	10232 b	8502 	8194 	6873 	8783 	7904 	9314 	5678 	4901 	5848 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,PT	61044 	43671 	30954 	20058 	16734 b	10487 b	9035 	8961 	9393 	10264 	8994 	8021 	7326 	9769 	8399 	7450 	7439 	7346 	7554 	6812 	6758 	6336 	7155 	7085 	: 	: 	: 	11366 
NR,EFTA,I552_I553,RO	2769 	2499 	2062 	1530 	1798 	1679 b	554 	714 	353 	513 	275 	911 	496 	602 	429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,RS	: 	2337 	2462 	1784 	1534 	1322 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,SE	907578 e	909736 e	935373 e	750704 e	704444 e	718018 be	722071 	705064 	768389 	738539 	704937 	560539 	696892 	763681 	564621 	530729 	446682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,SI	22335 	16669 	14419 	12225 	11024 	10086 b	7648 	6994 	5473 	5520 	6398 	5643 	6448 	5911 	4637 	4013 	3860 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,SK	2046 	2051 	1789 	1813 	1582 	1344 b	1396 	1159 	1284 	1316 	1442 	1213 	1305 	1258 	962 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,TR	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I552_I553,UK	: 	673480 	659632 	: 	: 	143514 b	51521 	51613 	62756 	99745 	70404 	103861 	75213 	59885 	31000 	32000 	29848 	34000 	50290 	52000 	45047 	10998 	50411 	: 	: 	: 	: 	: 
NR,EFTA,I553,AT	56150 	51439 	47935 	41414 	41765 	39314 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,BE	3546 	2977 	3992 	3796 	3138 	3151 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,BG	20 	8 	13 	9 	3 	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,CH	: 	591308 	550052 	477566 	497783 	509934 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,CY	0 	0 	48 	7 	6 	16 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,CZ	2292 	1845 	1495 	1158 	2738 	1541 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,DE	241359 	225219 	218476 	187962 	165954 	162448 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,DK	77402 e	76360 e	75024 e	74177 e	67164 	60893 b	62973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,EA	1097751 e	1059417 	1017370 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,EE	330 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,EL	6599 	5519 	6252 	6337 	5462 	4278 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,ES	77032 	72516 	60644 	55650 	46990 	41815 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,EU27	: u	1993613 	1977899 	1725110 e	1604019 	1573872 b	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,EU28	: u	2058751 	2038708 	1782037 e	1663412 	1626470 b	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,FI	17428 	18154 	20211 	17271 	17149 	18077 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,EFTA,I553,FR	390301 	323089 	328386 	317450 	292904 	275825 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
