c_resid,unit,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
FOR,PCH_PRE,I551-I553,RO	11.24 	10.62 	16.86 	11.51 	3.7 	9 b	12.7 	5.5 	-13 	-5.48 	12.4 	-3.5 	5.2 	23 	10.6 	9.3 	5.5 	9 	-1.8 	-2.7 	9.2 	-0.4 	-72.2 	225.1 	-28.4 	-95.9 	1901.7 	: 
FOR,PCH_PRE,I551-I553,RS	: 	13.37 	15.47 	14.64 	8.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I551-I553,SE	4.44 	4.51 	14.89 	8.46 	1.7 	-1.2 	1.1 	2 	2.7 	-7.79 	9.2 	-3.8 	4.4 	9.6 	-0.2 	4.1 	7.3 	47.5 	0.9 	-25.8 	-2.8 	: 	: 	12.4 	3.8 	-1 	-8.1 	-7.5 
FOR,PCH_PRE,I551-I553,SI	18.46 	12.05 	12.44 	6.63 	4.8 	10.6 b	8.7 	2.1 	-7.5 	9.79 	8.4 	3.7 	4.4 	9.5 	5.6 	6.7 	13.4 	20.8 	-9.2 	0.1 	17.3 	13.6 	-2.4 	20.9 	1 	: 	: 	: 
FOR,PCH_PRE,I551-I553,SK	6.7 	17.35 	16.49 	-11.67 	9.4 	4.4 	10.3 	2.3 	-26.3 	4.48 	4.5 	6.4 	8.2 	1.1 	-1.1 	14.2 	16 	8 	9.3 	10.1 	-14.5 	5.2 	-0.8 	38.1 	36 	-22.9 	-24.3 	: 
FOR,PCH_PRE,I551-I553,UK	: 	-1.82 	: 	: 	: 	3 b	3.5 	5.4 	-0.6 	-7.18 	0.5 	10.1 	8.3 	10.7 	1.4 	-17.6 	0 	0 	4.1 	-4.9 	1.5 	-0.7 	16 	5.6 	6.5 	8.2 	-5.2 	-17.9 
FOR,PCH_PRE,I552,AT	6.18 	9.7 	5.09 	3.1 	5.02 	9.2 b	5.64 	2.1 	1.4 	9.93 	5.1 	4.3 	3.3 	3.6 	6.9 	8.1 	6.4 	4.7 	12.4 	43.6 	-3 	6.3 	114 	-1.8 	0 	2.1 	-55.8 	162.1 
FOR,PCH_PRE,I552,BE	8.42 	4.14 	33.48 	3.09 	3.9 	8.1 b	0.9 	4.2 	-5.7 	2.2 	0.2 	-2.2 	3.5 	-6.9 	-1.7 	3.3 	4.6 	-5.4 	3 	4.9 	-1.8 	-2.5 	177.2 	-1.4 	-2.9 	: 	: 	: 
FOR,PCH_PRE,I552,BG	24.99 	15.17 	-0.61 	-9.19 	26.5 	181.5 b	42.9 	11.9 	-27.6 	-13.56 	-22.5 	6.8 	5.6 	29.3 	376.4 	36.8 	-6.2 	-3.6 	-12.3 	-17.6 	-42.6 	16.8 	-21.4 	-25.1 	-46.4 	20.2 	-46.1 	: 
FOR,PCH_PRE,I552,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4 	7.8 	-3.6 	-3.3 	-3.6 	-4 	-1.5 	-98.7 	3.8 	0.6 	-38.7 	81.6 
FOR,PCH_PRE,I552,CY	: 	: 	: 	: 	: 	-100 b	6.2 	-0.1 	237.5 	-11.67 	1.7 	-25.6 	32.4 	13.3 	12.7 	505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,CZ	7.61 	10.04 	16.31 	14.8 	14.3 	60.1 b	-8.9 	-7.1 	-23.6 	-10.93 	-1 	3.7 	-10.8 	13.5 	27.3 	-20.5 	46.4 	-64.9 	-18.5 	59.9 	24.7 	88.8 	-22.2 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,DE	4.94 	3.05 	1.93 	6.33 	3.8 	8.6 b	3.6 	9.6 	-5.3 	9.93 	1.1 	8 	13.9 	9.7 	6 	1 	-1.8 	6.9 	3.2 	-1 	-1 	3 	26.9 	325.5 	-10.9 	-9.4 	-78.5 	334.7 
FOR,PCH_PRE,I552,DK	9.95 e	19.02 e	53.51 e	-3.92 e	-3.3 	-3.5 b	11.9 	5.5 	-15.2 	-9.99 	10.2 	10.1 	0.3 	-12.1 	-3.9 	0.6 	-4.3 	1.6 	-5.5 	-2.8 	-1.3 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,EA	10.77 e	8.94 	9.03 	: 	: 	: 	: 	: 	: 	0.38 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,EE	9.59 	13.83 	-2.03 	17.82 	11.8 	38.1 b	43.5 	5.1 	-10.5 	-14.92 	0.3 	-6.7 	30.4 	-32.5 	54.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,EL	16.21 e	-3.43 e	9.99 e	11.4 e	13.53 	0.93 be	9.3 	0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,ES	8.39 	13.92 	4.73 	8.92 	4.6 	1.7 b	10.9 	5.8 	-11 	-2.34 	-8.5 	4.7 	-3.1 	-7.3 	-3.2 	-0.3 	-7.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,EU27	: u	7.95 	49.6 	12.66 e	7.16 e	9.18 b	: 	: 	: 	0.11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,EU28	: u	8.79 	44.33 	14.06 e	7.74 e	17.64 b	: 	: 	: 	0.45 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,FI	39.64 	-9.91 	-16.21 	2.28 	15.7 	11 b	12.6 	8 	-4.7 	9.08 	6.9 	17.9 	5.7 	20.4 	7.6 	13.1 	-1.9 	10.6 	-15.7 	-0.3 	25 	5.4 	4.4 	214.6 	: 	: 	: 	: 
FOR,PCH_PRE,I552,FR	8.65 	-5.95 	0.72 	-4.28 	7.2 	-1.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,HR	19.48 	18.69 	15.74 	11.77 	13.3 	337.1 b	10.1 	-47.2 	-0.8 	5.96 	12.4 	10.1 	-3.8 	4.6 	14.5 	-2.3 	34.4 	44.5 	-10.3 	8.3 	32 	52.2 	-28 	45.7 	: 	: 	: 	: 
FOR,PCH_PRE,I552,HU	16.51 	20.63 	27.07 	24.12 	37.3 	39.2 b	2.8 	-14 	-17.5 	-10.56 	3.5 	16.7 	4.7 	-8.4 	-0.6 	-18.9 	-61 	2.6 	-9.9 	-10.2 	-11.3 	1.3 	-3.1 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,IE	: 	28.5 e	3.36 e	23.91 e	42.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,IS	: 	-1.86 	36.69 	53.78 	38.1 	60.1 b	19.4 	-2.8 	26.6 	2.61 	1.6 	13.7 	-10.5 	7.9 	: 	: 	: 	: 	: 	: 	-64.2 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,IT	16.9 	14.69 	15.14 	7.77 	6.4 	18.2 b	10.7 	6.5 	3.3 	1.41 	4.9 	11 	9.6 	1.1 	2.4 	16.1 	4.7 	41.8 	8.5 	4.2 	29.5 	10 	96.9 	8.5 	-0.4 	28.1 	-47.8 	113.7 
FOR,PCH_PRE,I552,LI	9.14 	11.98 	6.42 	8.59 	-22.4 	-11.5 b	-6.7 	-1.3 	1.4 	-2.02 	3.5 	-33.8 	40.6 	1.4 	-0.1 	2.4 	37.2 	6.5 	-12.1 	32.5 	-4.9 	-2.4 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,LT	9.26 	18.89 	7.75 	21.06 	15.9 	623.1 b	2.7 	9.5 	-32.4 	-20.68 	49.6 	16.8 	-20.2 	-8.8 	9.2 	10.8 	21.5 	-18 	13.8 	-28.9 	22.8 	13.2 	51 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,LU	14.02 	-5.42 	9.59 	21.3 	-5 	-2.9 b	88.4 	-48.1 	-4.1 	-6.45 	1.6 	5.2 	7.9 	-12.7 	-11.7 	7.2 	-5.9 	-4.8 	-1.4 	3.5 	0.1 	27.9 	: 	: 	29.5 	-25.7 	-88.4 	: 
FOR,PCH_PRE,I552,LV	21.23 	20.88 	-18.95 	2.05 	14.8 	68.5 b	67 	-2.1 	-12.7 	0.24 	25.3 	76.8 	285.1 	28.6 	51.9 	-1.7 	38.3 	92.3 	-43.6 	-5 	16.6 	-22.6 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,ME	: 	2.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,MK	39.53 	-16.91 	-3.91 	13.19 	-13.6 	-4.3 b	-17.4 	-24.9 	-8 	: 	: 	: 	: 	: 	: 	24.3 	-65 	23.8 	-20.6 	51.2 	-30.8 	114.5 	-22.9 	21.8 	23.3 	-61.3 	-66.5 	: 
FOR,PCH_PRE,I552,MT	7.36 	38.68 	-26.67 	54.24 	87.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,NL	10.63 	6.86 	12.29 	5.34 	20.8 b	5.4 b	7.3 	0.8 	1.7 	-2.77 	4.5 	17.8 	-5.1 	0.9 	-4.3 	1.3 	-6.9 	1.1 	15 	14.2 	9.2 	-4.4 	3.9 	14.1 	7 	-1.7 	21.1 	23.4 
FOR,PCH_PRE,I552,NO	: 	9.94 	3.88 	-1.74 	64.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.9 	3.9 	5.3 	-8.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,PL	10.7 	14.67 	2.77 	4.57 	-4.6 	16.8 b	7.2 	0.8 	-1.3 	-13.45 	-4.6 	-0.1 	3.8 	-15.4 	1.8 	-9.9 	8.4 	24.6 	-20.5 	-10.3 	-9.7 	-11.7 	-7.4 	592.2 	-87.2 	43 	: 	: 
FOR,PCH_PRE,I552,PT	71.39 	51.26 	90.4 	29.38 	216.3 b	1.9 b	-7.3 	-5.2 	-6.9 	12.14 	15.9 	1.8 	-19.5 	13.3 	6.7 	15.2 	2.4 	17.8 	-0.9 	2.6 	7.8 	28.1 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,RO	20.66 	18.21 	29.59 	8.59 	14.4 	895.5 b	-3 	-1.7 	-13.9 	-8.01 	24.6 	-34.4 	7.3 	258.8 	-55.5 	-56.4 	36.5 	29.9 	-39.1 	-14 	246.4 	-66 	-68.3 	-36.3 	195 	-96.8 	1313.8 	: 
FOR,PCH_PRE,I552,RS	: 	19.18 	20.81 	14.8 	8.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552,SE	0.7 	10.02 	3.86 	9.13 	-4.5 	5.5 b	-8.1 	-1.4 	0.5 	4.74 	9.4 	1.6 	1 	-1.8 	-3 	33.8 	9.7 	2.2 	2.3 	9.6 	-13.7 	-9.6 	109.1 	27.5 	8.1 	-5.7 	-60.3 	60 
FOR,PCH_PRE,I552,SI	28.73 	20.47 	26 	9.71 	17 	81.5 b	12.2 	34.5 	-7.6 	-26.12 	4.8 	1 	2.9 	19.2 	-3.1 	3.5 	305.1 	-26.8 	-3.2 	10.8 	99.5 	13.9 	-2.1 	3.1 	13.1 	: 	: 	: 
FOR,PCH_PRE,I552,SK	9.83 	24.41 	10.29 	-7.08 	7.3 	-1.4 b	6.6 	-16 	-24 	7.16 	8.3 	4.2 	10.5 	-3.2 	-5.6 	3.4 	41 	0.6 	8.4 	23 	-15 	18.6 	-1.1 	66.9 	44 	-28.1 	-9.6 	: 
FOR,PCH_PRE,I552,UK	: 	5.54 	: 	: 	: 	76.6 b	7.2 	-13.5 	9.6 	-5.82 	-0.2 	8.6 	14.2 	9.5 	1 	-10.4 	0 	0 	3.2 	-4.7 	1.6 	1.2 	-60.6 	4.7 	7.2 	8.2 	-5.2 	: 
FOR,PCH_PRE,I552_I553,AT	7.64 	8.34 	7.09 	1.1 	3.88 	8.6 b	5.52 	0.9 	0.9 	8.05 	5.7 	1.1 	1.1 	0.9 	9.8 	7.1 	7 	1.3 	6.2 	23.2 	-3.8 	-0.1 	-5.7 	-2.6 	-8.1 	-0.9 	-1.5 	5.6 
FOR,PCH_PRE,I552_I553,BE	7.64 	0.52 	27.8 	2.87 	3 	-0.2 b	0.2 	3.7 	1.4 	1.01 	0.1 	-0.6 	1 	-7.3 	2 	5 	3.1 	-6.6 	5 	-0.5 	-2.5 	-4.3 	4.4 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,BG	25.48 	15.22 	-1.27 	-10.3 	25 	142.3 b	49.8 	11.2 	-29.2 	-13.44 	-22.5 	5.3 	-0.7 	18.2 	132.1 	-0.7 	5.4 	6.5 	-45.9 	-13.7 	-8.7 	7 	-2 	-16 	-36.7 	29.1 	-85.7 	: 
FOR,PCH_PRE,I552_I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4 	7.8 	-3.6 	-3.3 	-3.6 	-4 	-1.5 	-99.4 	-2.2 	1 	6 	5.7 
FOR,PCH_PRE,I552_I553,CY	104.1 	-84.22 	-15.43 	-3.08 	-29.2 	-94.9 b	0.9 	2.6 	207.9 	-11.54 	-1.1 	-24.8 	31.3 	20.6 	30.7 	55.6 	63.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,CZ	8.56 	8.69 	17.29 	10.95 	9.4 	41.9 b	-5.9 	-15 	-17.7 	-11.44 	-11.2 	0.7 	-9 	21 	37.8 	-21.1 	-19.6 	-42.1 	-3.9 	49.4 	11 	53.3 	-8.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,DE	4.47 	1.38 	3.97 	4.66 	1.4 	8 b	2.7 	7.1 	-1.4 	8.83 	0.2 	7.3 	8.8 	4.7 	8.2 	1.4 	-1.3 	3.9 	4.7 	-1.9 	-3.3 	0 	-3.2 	-2.3 	-13.1 	0.7 	0 	119.3 
FOR,PCH_PRE,I552_I553,DK	4.18 e	12.23 e	26.47 e	1.59 e	2 	-2.9 b	2.9 	2.6 	-11.8 	-4.95 	5.9 	4 	-0.4 	-8.9 	0.1 	0.7 	-2.9 	-2.8 	-1.7 	-8.7 	2.8 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EA	8.29 e	6.71 	6.9 	: 	: 	: 	: 	: 	: 	14.03 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EE	13.32 	13.83 	-2.03 	17.82 	11.8 	20.4 b	37.8 	4.7 	-9.1 	-14.47 	-4.1 	2.7 	28.2 	-28.6 	56.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EL	16.3 e	-3.68 e	9.77 e	11.53 e	13.73 	-20.76 e	8 	0.1 	914.6 	9.96 	3.6 	-2.6 	39.2 	-23.6 	2.5 	-10.7 	-13.6 	35.2 	-29.5 	0.1 	5.3 	5.8 	-14.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,ES	7.73 	13.48 	5.48 	7.96 	4.7 	0.7 b	7.7 	4.5 	-9.6 	-2.45 	-6.4 	4.2 	-3.4 	-7.6 	-0.3 	2 	-5.1 	468.4 	19 	12.1 	14.1 	-3.4 	4.5 	7.8 	38.3 	-6.3 	17.8 	-13.2 
FOR,PCH_PRE,I552_I553,EU27	: u	6.27 	33.09 	8.48 e	5.9 e	4.17 b	14.6 e	1.4 e	: 	6.82 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EU28	: u	6.84 	29.86 	9.25 e	6.17 e	9.07 b	14.3 e	0.1 e	: 	6.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,FI	21.94 	-4.47 	-13.42 	-1.25 	6.6 	5.5 b	10.5 	2.1 	-5 	-1.45 	4.8 	7.9 	-4.5 	6.5 	0.7 	9.2 	2.4 	1.3 	2.6 	-1 	14.4 	-2.9 	-18 	1.5 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,FR	9.26 	-3.35 	0.2 	-2.13 	5.7 	0.6 b	58.8 	1.6 	2.3 	-2.25 	-0.2 	0.8 	2.4 	-1.3 	-3.6 	3.5 	-10.4 	8.9 	0.4 	: 	: 	: 	-11.5 	9.6 	5.8 	0.9 	6.9 	: 
FOR,PCH_PRE,I552_I553,HR	16.18 	12.97 	11.72 	6.97 	8.6 	91.8 b	8.6 	-17.7 	2.6 	2.47 	7.4 	0.8 	-1.2 	4.8 	9.3 	2.5 	17 	46.1 	-11.2 	12.7 	41.4 	82.1 	-31.7 	52.5 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,HU	14.43 	10.51 	13.87 	13.25 	12.5 	31.7 b	1.8 	-19.5 	-1.8 	-0.29 	6.5 	-1.8 	-4 	-8.7 	-1.4 	-11.6 	-34.3 	0.1 	-4.9 	-8.3 	-10.1 	2.1 	-7.4 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IE	: 	22.42 e	5.21 e	21.16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-91 	827.7 	19.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IS	: 	4.11 	26.34 	66.33 	19.8 	40.3 b	13.3 	-11.7 	32.2 	9.35 	6.6 	13.3 	-5.3 	9.5 	5.5 	-7.4 	11.2 	9.3 	2.9 	16 	-2 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IT	13.47 	11.88 	9.89 	5.76 	4.1 	4.2 b	8 	3.3 	4.5 	0.32 	5.5 	6.9 	5.7 	-0.5 	-2.6 	5.8 	5.1 	18.7 	6 	3.8 	9.9 	6.8 	14.6 	15.6 	1.5 	-3.8 	8.2 	1.3 
FOR,PCH_PRE,I552_I553,LI	13.38 	12.58 	6.14 	4.28 	-17.3 	-35.7 b	-5.9 	2.1 	-1.8 	-0.45 	1.7 	0.7 	-5.4 	0.2 	-0.8 	-0.4 	26.6 	0.6 	-9.8 	131.2 	-61.6 	-2.7 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,LT	7.76 	18.13 	8.36 	17.63 	15.8 	311 b	9.9 	16.8 	-20.1 	-11.68 	34.5 	9.5 	-8.6 	7.5 	9.8 	8.3 	25.9 	-14.3 	13 	-28 	22.7 	12.9 	39.2 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,LU	8.17 	-6.63 	7.26 	12.5 	0.8 	-6 b	24.5 	-21.9 	-2.9 	-3 	-10.2 	-4.5 	-6.9 	-7.3 	-0.3 	10.5 	-1.3 	-7.1 	7.4 	-1.6 	3.2 	-3.6 	-1.6 	-5 	6.1 	-12 	4.7 	-2.3 
FOR,PCH_PRE,I552_I553,LV	17.27 	19.3 	-18.53 	6.36 	13.2 	33.9 b	24 	10.9 	-42.6 	22.7 	13.9 	41.5 	93.2 	104.9 	36.8 	160.1 	61.6 	48.3 	-38.4 	-11 	111.7 	-49.8 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,ME	: 	2.85 	: 	: 	: 	9133.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,MK	32.06 	-16.32 	-7.6 	14.57 	-2.1 	-1.2 b	-16.4 	-23.3 	-5.7 	: 	: 	: 	: 	: 	: 	24.7 	-69.6 	40.5 	-19.9 	32.8 	-23.7 	61.7 	: 	: 	40.4 	-64.7 	-75.2 	: 
FOR,PCH_PRE,I552_I553,MT	7.36 	38.68 	-26.67 	54.24 	87.3 	2.6 b	14.1 	-19 	0.6 	0.83 	33.9 	2.7 	92.4 	-9.7 	77.6 	-23.1 	-97.2 	0.3 	24.8 	-3.5 	6 	55.4 	4.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NL	10.26 	5.53 	10.02 	6.54 	18.2 b	2.9 b	5.4 	-0.5 	4.7 	-9.81 	5.7 	12.4 	-5.6 	-9.1 	4.1 	5.2 	-9.2 	-2.9 	23.5 	12.3 	6.3 	-11 	3.2 	-13 	-7.9 	-0.3 	13.9 	13.7 
FOR,PCH_PRE,I552_I553,NO	: 	10.9 	5.46 	-0.14 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	-0.2 	-7.5 	1.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,PL	10.27 	13.49 	5.38 	5.09 	-8.8 	21.4 b	7.4 	-0.1 	-2.6 	-13.3 	-3.7 	-2 	7 	-13 	3.5 	-8.1 	8.3 	19.7 	-20.5 	-9.3 	-12.7 	-10.8 	-4 	-6.2 	-7.5 	33.8 	: 	: 
FOR,PCH_PRE,I552_I553,PT	41.32 	38.58 	42.37 	17.42 	34.2 b	-2.5 b	-5.6 	-5.4 	-2.2 	8.6 	6.6 	12.5 	-8.6 	-5 	-4.4 	9.1 	-4.7 	2.7 	-17.3 	16.7 	-2.5 	-13.1 	-1.4 	-1.6 	-12.4 	-21.4 	6.7 	-0.7 
FOR,PCH_PRE,I552_I553,RO	21.66 	17.38 	31.46 	-0.51 	8.4 	432 b	6.3 	-1.6 	-25.4 	33.71 	18.5 	-28.1 	-14.5 	73.1 	-9.2 	-13.5 	36.5 	29.9 	-39.1 	-14 	246.4 	-66 	-68.3 	-36.3 	195 	-96.8 	1313.8 	: 
FOR,PCH_PRE,I552_I553,RS	: 	14.83 	18.68 	13.95 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,SE	1.24 	1.66 	20.15 	8.13 	-1.5 	-3.2 b	-1.9 	-8 	1.5 	-16.42 	16.8 	-14.8 	3.9 	20.4 	1 	11.6 	11.6 	395.8 	2.3 	-79.7 	-10.3 	: 	: 	12.7 	4.7 	-4.2 	-15.1 	-13.3 
FOR,PCH_PRE,I552_I553,SI	30.16 	16.25 	20.62 	4.38 	10.3 	35.2 b	14 	8 	-5.4 	-3.4 	7.7 	0.7 	-0.9 	19.5 	9 	2.7 	59.1 	28.4 	-19.2 	4 	53.5 	34.9 	-13.3 	44.6 	26.5 	: 	: 	: 
FOR,PCH_PRE,I552_I553,SK	8.08 	26.05 	11.17 	-9.44 	5.7 	2.1 b	4.3 	-13.4 	-28.1 	4.24 	4.2 	2.5 	1.9 	-11.1 	-5.2 	20.4 	36.4 	4.4 	8.7 	27.4 	-21 	14.7 	-28.1 	89.6 	7.1 	-5.7 	-22 	: 
FOR,PCH_PRE,I552_I553,UK	: 	4.88 	: 	: 	: 	44.7 b	7.3 	-6.2 	4.3 	-14.83 	5.6 	10.5 	15.4 	18.7 	-0.4 	-25.1 	0 	0 	2 	-6.8 	2.8 	5.1 	28.9 	15.4 	0 	8.3 	-7.7 	: 
FOR,PCH_PRE,I553,AT	11.97 	4.47 	13.18 	-4.5 	0.8 	7 b	5.21 	-2.3 	-0.4 	3.62 	7.2 	-5.6 	-3.4 	-4.2 	15.6 	5.2 	8.3 	-4.9 	-3.5 	5.1 	-8.6 	-6.1 	-9.4 	-2.5 	-11.5 	-1.7 	-4.7 	3.2 
FOR,PCH_PRE,I553,BE	4.67 	-11.3 	12.21 	2.27 	0.6 	-17 b	-1.3 	2.8 	18.7 	-1.78 	-0.1 	3.3 	-4.7 	-8.3 	11.4 	9.8 	-0.7 	-9.7 	10.2 	-12.3 	-4 	-8.1 	-53.8 	-3.2 	6.8 	: 	: 	: 
FOR,PCH_PRE,I553,BG	75.69 	20.15 	-42.57 	-49 	-11.1 	-45 b	95 	7 	-38.1 	-12.78 	-22.5 	-2 	-23.4 	-9.6 	1.5 	-13.4 	10 	11.2 	-53.9 	-12.8 	7.5 	2.8 	9.3 	-9.6 	-27.4 	39 	-92.1 	: 
FOR,PCH_PRE,I553,CH	: 	16.11 	-9.74 	-8.9 	-3.2 	-4.6 b	-7.8 	-10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8.6 	0.6 	5.7 	6.4 
FOR,PCH_PRE,I553,CY	104.1 	-84.22 	-15.43 	-3.08 	-29.2 	-24.7 b	-40 	30.5 	62.6 	-10.9 	-12.9 	-21.6 	26.4 	66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,CZ	13.05 	2.75 	21.83 	-3.99 	-6.3 	4.2 b	0.9 	-28.9 	-5 	-12.55 	-27.2 	-3.8 	-6.2 	34.6 	62.3 	-22.6 	-60.2 	-3.6 	37.6 	25.9 	-10.9 	17.8 	9.9 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,DE	3.66 	-1.35 	7.5 	1.91 	-2.4 	7 b	1.4 	3.4 	4.8 	7.14 	-1.3 	6.3 	2.1 	-1.2 	10.9 	1.8 	-0.6 	0.2 	6.6 	-2.9 	-6 	-3.2 	-22.8 	-1.6 	-15.5 	1.1 	13.1 	736.2 
FOR,PCH_PRE,I553,DK	-4.22 e	3.63 e	3.39 e	6.81 e	7.6 	-2.3 b	-5.3 	0.2 	-8.7 	0.25 	1.8 	-1.2 	-0.9 	-5.9 	4 	0.8 	-1.5 	-7 	2.2 	-14 	6.8 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EA	3.66 e	2.77 	3.34 	: 	: 	: 	: 	: 	: 	-2.89 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EE	: 	: 	: 	: 	: 	-100 b	8.2 	2.9 	-1.5 	-11.87 	-23.4 	83.7 	12.1 	24.2 	88.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EL	17.48 	-6.69 	7.22 	13.02 	16.13 	-32.31 b	-3.4 	-2.5 	4.5 	9.96 	3.6 	-2.6 	39.2 	-23.6 	2.5 	-10.7 	-13.6 	35.2 	-29.5 	0.1 	5.3 	5.8 	-14.9 	: 	: 	: 	: 	: 
