c_resid,unit,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NAT,NR,I553,TR	: 	131897 	22897 	20205 	3511 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,UK	: 	15725350 	16023250 	: 	16575000 	16330000 b	11366683 	11988209 	14628598 	11892404 	13331619 	13228745 	17636400 	6670000 	7920000 	9080000 	7340000 	8640000 	11370000 	7555800 	10000000 	27500000 	26222440 	24617718 	19704724 	20679134 	20419291 	20635824 
NAT,PCH_PRE,I551,AT	2.37 	4.77 	3 	2.2 	0.6 	3.8 	1.83 	5.8 	2.5 	3.09 	6.4 	7.3 	4.5 	2.5 	2.4 	0.4 	5.1 	6 	6.1 	5.3 	3.6 	2 	2.8 	3.1 	0.6 	0.1 	6.4 	3.4 
NAT,PCH_PRE,I551,BE	3.84 	0.5 	3.09 	5.78 	3.7 	-2 	7.8 	11.9 	4.4 	7.1 	10.8 	9.8 	7.1 	4.2 	0.8 	0.5 	2.2 	10 	7 	5.6 	6.8 	4.2 	9.8 	11.3 	-0.1 	: 	: 	: 
NAT,PCH_PRE,I551,BG	-0.33 	11.39 	7.75 	4.44 	6.5 	9.3 	12.3 	-4.9 	-14 	9.58 	16 	11.6 	14.5 	5 	5.6 	12.2 	-8.9 	4.6 	-10 	10.8 	-17 	-14.1 	-0.7 	-11.7 	-15.3 	10.2 	-49.3 	: 
NAT,PCH_PRE,I551,CH	: 	1.84 	1.51 	1.77 	1.7 	0.5 	1.6 	4.2 	-1.6 	2.85 	3.4 	5.7 	: 	: 	: 	0.2 	3.2 	6 	5.3 	3.8 	5.8 	-0.6 	-0.9 	2.8 	-1.9 	-4.4 	3.3 	0 
NAT,PCH_PRE,I551,CY	-1.09 	4.64 	2.12 	-1.4 	-13.3 	-7 	-11 	2.9 	12.1 	-1.21 	5.1 	13.3 	0.7 	11.5 	6.5 	13.5 	18.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,CZ	9.95 	9.78 	13.53 	0.14 	0 	23.1 	7.5 	2.4 	-5.8 	4.18 	5.5 	6.1 	1.3 	-3.3 	0.7 	4.4 	-3.1 	7.5 	1.6 	-10.3 	11.1 	38.7 	16.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,DE	3.78 	3.26 	3.21 	3.41 	1.3 	2.9 	6 	5.6 	0.1 	2.15 	3.8 	3.6 	3.4 	3.8 	0 	-3.1 	0.1 	5.8 	6.3 	3.6 	2.4 	2.4 	5 	2.1 	-1.2 	12.4 	4 	7.5 
NAT,PCH_PRE,I551,DK	3.79 e	5.71 e	8.44 e	6.22 e	2.9 	2.7 	7.2 	6.2 	-9.1 	-2.57 	10.4 	9.9 	8.1 	6.2 	-2.5 	3.1 	0.4 	4 	1.8 	4.1 	-0.7 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EA	1.51 e	2.93 	3.88 	: 	: 	: 	: 	: 	: 	-1.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EE	8.74 	7.9 	7.56 	8.2 	7.3 	5.5 	9.2 	9.2 	-14.9 	-2.59 	18.3 	33.5 	11.3 	25.5 	22.5 	-18.3 	4.6 	9.2 	-3 	35.1 	10.7 	-2.9 	9.8 	78.9 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EL	1.82 	4.39 	3.75 	0.32 	4.98 	-16.72 	-8.2 	-6.5 	5.5 	0.26 	13.4 	3.3 	6.6 	-1.5 	3.4 	-1.1 	-5.3 	3.9 	1.6 	2.9 	14.5 	-0.2 	2.1 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,ES	1.84 	4.25 	6.36 	4.96 	-1.1 	-6.1 	-0.9 	2.4 	-4.5 	-2.88 	2.5 	14 	6.1 	11.1 	6.1 	1.1 	2.4 	1.1 	24.3 	9.6 	7.5 	2.7 	5 	5.2 	-1.1 	-9.8 	2.3 	5.3 
NAT,PCH_PRE,I551,EU27	: u	3.06 	3.64 	2.37 e	0.35 	3.64 	2.7 	1.2 	-0.6 e	0.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EU28	: u	3.07 	3.65 	2.36 e	0.35 	3.62 	2.7 	1.2 	-0.7 e	0.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,FI	3.84 	2.3 	3.22 	-1.66 	-1.6 	0.3 	2.8 	5 	-3.6 	2.3 	5.1 	4.3 	3.7 	5.9 	1.7 	-2.1 	0.5 	2.5 	1.6 	4 	4.4 	3.7 	7.9 	4.1 	: 	: 	: 	: 
NAT,PCH_PRE,I551,FR	3.18 	1.84 	2.37 	-2.15 	-0.2 	-1.2 	3.6 	1.5 	-0.6 	0.18 	2.6 	1.6 	4.8 	5 	1.7 	-1.3 	6.4 	12.3 	2.5 	: 	: 	: 	2.6 	0.9 	-1.9 	7.6 	-0.6 	5.1 
NAT,PCH_PRE,I551,HR	0.94 	6.2 	8.26 	-1.74 	0 	-5.6 b	3.3 	-6 	-14.1 	1.61 	7.1 	3.5 	2.4 	5.5 	4.7 	8.9 	-10.2 	-4.5 	-1.4 	-0.6 	3 	6.6 	1.4 	19.8 	: 	: 	: 	: 
NAT,PCH_PRE,I551,HU	6.64 	6.77 	9.77 	11.81 	7.6 	7.2 	0.5 	2 	-7.4 	3.92 	6 	8.2 	13.3 	3 	4.7 	5.8 	0.6 	5.2 	8.3 	51.1 	4.5 	1.5 	-3.4 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,IE	: 	-8.83 e	1.89 e	7.96 e	-2.2 e	126.9 be	-5.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	-0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,IS	: 	17.57 	2.41 	5.83 	8.9 	4.7 	3.3 	4.2 	-10.1 	-1.31 	11.9 	6.6 	12.5 	5.2 	4 	6.7 	-5.8 	-10.7 	8.1 	5.7 	15.4 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,IT	3.36 	2.07 	5.59 	1.92 	-2.6 	-2.9 	1.6 	1.5 	0.5 	0.5 	1.8 	3 	1.3 	4.1 	3 	-1.6 	1.8 	4 	2.7 	1.8 	0.8 	1.2 	-1 	3 	-3.2 	1.3 	1.5 	2.7 
NAT,PCH_PRE,I551,LI	0.67 	95.52 	22.1 	-33.98 	-59.2 	-35.9 	26.5 	-4.4 	14.8 	36.28 	-0.2 	4.6 	-19.5 	32.9 	17.6 	-23.4 	-0.4 	51.4 	-29.2 	2.9 	109.3 	35.6 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,LT	12.61 	5.7 	9.69 	9.42 	10.5 	12.8 	15 	9 	-26.7 	-0.38 	22.3 	33.7 	34.5 	47.6 	12 	10.7 	-1 	-4 	-13.8 	7.2 	2.5 	-11.5 	-0.8 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,LU	2.58 	3.2 	-1.18 	2 	57.5 	29.4 b	-1.3 	12.4 	0.6 	-3.73 	7.7 	-1.6 	20.4 	3.5 	5.2 	9.9 	11.1 	-3.1 	18.6 	-4.8 	4.4 	-0.8 	1.6 	-14.6 	7.9 	-5 	1.3 	4.9 
NAT,PCH_PRE,I551,LV	5.99 	4.43 	11.45 	17.14 	6.3 	-16.8 b	20.1 	17.6 	-37.4 	-10.64 	29.2 	18.2 	23.2 	11.8 	14.1 	7.4 	2.8 	3.1 	-2.1 	0.3 	26.2 	17 	1.1 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,ME	: 	1.22 	: 	: 	: 	-6.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,MK	3.63 	10.38 	9.38 	8.66 	2.7 	3.4 	3.1 	-11.9 	-1.1 	: 	: 	: 	: 	: 	: 	29.2 	-38.8 	14.3 	-13.6 	9.8 	-5 	-3.2 	-6.9 	-0.5 	11.1 	-3 	18.4 	: 
NAT,PCH_PRE,I551,MT	10.53 	-4.06 	1.33 	4.83 	-4.8 	7.5 	-8.9 	-0.3 	11.7 	-1.18 	6.1 	28.6 	-10.1 	-1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,NL	8.01 	7.57 	2.2 	5.56 	5.2 	0.8 	3.3 	4 	-3.5 	-0.52 	11.1 	14 	4.9 	7.3 	-1.8 	-1.1 	-2.6 	3.2 	7.1 	20.7 	14.3 	6.1 	19.7 	4.1 	17.4 	-0.8 	4.4 	12.1 
NAT,PCH_PRE,I551,NO	: 	3.39 	2.31 	-0.42 	0.3 	5.2 	6.5 	2 	-0.7 	-1.15 	4 	5 	5.7 	4.6 	-0.4 	-2 	2 	1 	1 	6 	1.5 	1.3 	8.7 	1.7 	6.4 	2.2 	5.9 	4.6 
NAT,PCH_PRE,I551,PL	6.87 	12.45 	9.36 	10.81 	6 	1.2 	8.3 	11.4 	0.9 	9.92 	14.4 	11.2 	8.5 	29.8 	5.5 	5.5 	-8.5 	23.6 	-23.2 	4.7 	6.1 	15.1 	20.8 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,PT	5.59 	5.34 	6.42 	12.23 	3.5 	-6.1 	-1.6 	3.8 	2.3 	1.63 	9.5 	3.1 	6.9 	4.7 	0.8 	4.8 	1.4 	2.9 	6.2 	7.6 	6.1 	5.9 	3.9 	2.2 	-2.6 	3.3 	0.4 	6.5 
NAT,PCH_PRE,I551,RO	8.22 	9.59 	16.02 	4.59 	2 	-9.2 b	17.4 	-2.2 	-14 	4.52 	12.6 	11.2 	4.4 	9 	3.7 	-2 	-2.3 	-7.8 	-8.7 	-1.4 	-16 	-8.3 	-1.8 	-6.6 	-2.1 	-20.5 	-19.4 	: 
NAT,PCH_PRE,I551,RS	: 	11.1 	12.74 	-6.42 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,SE	3.13 	5.64 	5.93 	4.1 	3.2 	1.7 	2.7 	5.6 	-1.6 	0.92 	5 	6.9 	5.6 	1.5 	-0.2 	-2.2 	0.3 	2.3 	4.4 	6.4 	0.3 	-0.2 	7.1 	17.3 	5.2 	-1.4 	-8 	-3.7 
NAT,PCH_PRE,I551,SI	7.03 	3.57 	7.83 	2.06 	-2.1 	-4.5 	4.8 	-3.5 	0.8 	22.94 	8 	5.4 	-1.6 	0.9 	-0.1 	-1.1 	-8.6 	-1.3 	8.6 	-2.8 	-10.3 	-2.9 	2.9 	2.3 	10 	: 	: 	: 
NAT,PCH_PRE,I551,SK	7.47 	15.73 	17.23 	-4.38 	7 	7.8 	5.6 	5.1 	-9.9 	12.16 	4.8 	1.2 	5.2 	-4.1 	-5.7 	10.8 	9.1 	-2.3 	1.5 	16.5 	-8 	13 	14.7 	40.2 	-24.2 	-32.3 	-26.3 	: 
NAT,PCH_PRE,I551,TR	: 	11.61 	16.94 	1.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,UK	: 	-2 	: 	: 	-1.64 	30 b	-2 	-12.2 	4.4 	-1.6 	0.5 	-11.1 	9.4 	-7.5 	-9.8 	4.9 	1.4 	53.3 	16.6 	-16.4 	-18.4 	2.8 	12.6 	20.5 	-4.7 	1.3 	-3 	33.6 
NAT,PCH_PRE,I551-I553,AT	2.15 	5.15 	3.56 	2.2 	0.39 	3.6 	2.25 	4.6 	2.8 	3.24 	5.6 	6.1 	3.6 	1 	3.7 	0.8 	4.2 	5.1 	5.4 	5.9 	3.7 	0.8 	2 	2.5 	0.2 	1 	6.1 	2.4 
NAT,PCH_PRE,I551-I553,BE	2.66 	3.17 	10.94 	4.42 	2.5 	3.1 	5.6 	6.9 	3.1 	3.89 	5.4 	5.1 	2.8 	1.5 	0.9 	-0.3 	2.1 	5.4 	3.7 	-1.1 	1.8 	2.2 	3.7 	4.2 	0.8 	: 	: 	: 
NAT,PCH_PRE,I551-I553,BG	-0.1 	11.56 	8.25 	4.22 	5.8 	13.2 	11.6 	-5.4 	-12.8 	8.33 	15.2 	16.3 	14.6 	4.9 	6.3 	9 	-8.3 	1.8 	-10.7 	10.5 	-19 	-13.5 	-2.3 	-9.6 	-16.3 	6.5 	-52 	: 
NAT,PCH_PRE,I551-I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	5.9 	5.2 	3.9 	5.8 	-0.6 	-0.9 	-37.2 	-1.8 	-2.3 	-15.8 	-1 
NAT,PCH_PRE,I551-I553,CY	-0.85 	4.58 	1.75 	-1.49 	-13.4 	-7 	-11 	3 	11.6 	-1.04 	4.7 	13.2 	0.9 	11.5 	7.8 	11.6 	19.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,CZ	8.52 	6.82 	13.31 	-0.86 	1.4 	20.5 	5.2 	-1.3 	-3.8 	-1.51 	-0.1 	4.4 	-2.2 	-1.8 	10.5 	-3.5 	-3.5 	-0.8 	-3.2 	-0.8 	15.5 	57.5 	20.9 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,DE	3.68 	3.3 	3.27 	3.46 	1.1 	2.8 	5.3 	4.2 	-2.3 	2.54 	1.6 	2.6 	2.9 	4.6 	1.1 	-2 	0.4 	5 	6 	3.1 	2.5 	1.5 	2.7 	2.3 	-0.9 	15.6 	6.5 	9.9 
NAT,PCH_PRE,I551-I553,DK	1.06 e	4.8 e	6.85 e	3.28 e	1.5 	0.8 	4.3 	1.5 	-6.8 	0.41 	8 	6.6 	5.6 	3.4 	-0.4 	4.6 	1.3 	1 	2.3 	1.4 	0.7 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EA	1.75 e	3.14 	4.37 	: 	: 	: 	: 	: 	: 	2.62 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EE	9.49 	7.22 	7.18 	6.06 	7.7 	5.3 	9.6 	9.3 	-18.8 	-1.91 	15.8 	34.3 	13 	22.1 	12.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EL	1.95 e	5.93 e	2.31 e	0.84 e	5.51 	-15.19 e	-8.7 	-6.9 	40.9 	0.61 	13.6 	2.8 	6.9 	-1.1 	3.3 	-1.5 	-5.5 	4.4 	1.3 	2.8 	14.3 	-0.1 	1.8 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,ES	3.15 	5.38 	6.95 	6.38 	-0.8 	-5.6 	-0.3 	2.1 	-3.5 	-2.42 	1.9 	13.2 	5.7 	9.7 	7.9 	3.6 	3.1 	6.4 	23.7 	9.7 	4.6 	3.1 	5.4 	3.8 	4.1 	-8.8 	3.6 	6.1 
NAT,PCH_PRE,I551-I553,EU27	: u	3 	4.11 	2.51 e	0.66 	6.2 	5.2 	-0.2 	0.6 e	2.74 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,EU28	: u	3.01 	4.13 	2.5 e	0.66 	6.21 	5.2 	-0.2 	0.6 e	2.73 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,FI	3.55 	2.54 	2.32 	-1.43 	-0.8 	0.1 	2.8 	4.5 	-2.6 	1.56 	4.2 	4.4 	2.7 	5.9 	0.9 	-1.6 	0.5 	1.6 	1.6 	2.7 	5 	0 	6.9 	3.8 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,FR	4.99 	1.45 	3.57 	-0.75 	1.1 	-0.6 	20.3 	1.1 	1.2 	0.63 	2 	1.9 	4.8 	3.8 	2.4 	-1.5 	5.3 	10.2 	2 	: 	: 	: 	2 	1.7 	-2 	7 	0 	: 
NAT,PCH_PRE,I551-I553,HR	5.12 	7.79 	11.74 	0.93 	1.8 	9.4 b	1.3 	-7.3 	-14.1 	-0.05 	4.9 	12.4 	0.6 	2.4 	5.8 	4.5 	1.1 	-3.7 	-1.6 	-4 	7.4 	10.1 	2.9 	26.2 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,HU	7.3 	6.04 	8.51 	11.88 	6.1 	18.6 b	-0.1 	-0.1 	-5.1 	2.79 	3.9 	7.1 	8.1 	-0.6 	6.5 	5.3 	-14.6 	5.7 	7 	26.2 	5.6 	3 	-0.7 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,IE	: 	-8.73 e	-0.39 e	7.71 e	: 	: 	-7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	2.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,IS	: 	7.44 	-13.96 	52.72 	-11.8 	4.3 	-7.4 	-0.1 	8.8 	2.44 	5.7 	8.1 	2.7 	4 	2.6 	4.2 	-10.5 	11.7 	12 	-0.5 	13.8 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,IT	4.14 	3.19 	6.2 	2.46 	-2.5 	-2.3 	2.3 	1.2 	1.2 	0.89 	2.8 	3.3 	2 	3.2 	4.5 	-0.7 	2.4 	5.8 	2.7 	1.7 	1.5 	1.3 	-0.6 	3.4 	-2.4 	1.6 	1.7 	3.1 
NAT,PCH_PRE,I551-I553,LI	0.42 	69.89 	-6.74 	-6.23 	-49.9 	-61.7 b	7.9 	-8.3 	17.9 	5.33 	9.6 	-6 	-4.5 	11 	31.4 	-22.7 	1.6 	40.2 	3.7 	7.5 	47.7 	4.8 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,LT	7.94 	9.12 	7.64 	9.73 	10.1 	72.1 b	11.2 	6.1 	-26.8 	-1.71 	20.2 	23.1 	26.5 	30.5 	13.6 	10.3 	0.8 	-15.3 	-8.4 	5.4 	4.3 	-14.2 	2.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,LU	1.8 	1.49 	2.03 	4.4 	40.3 	16.7 b	24 	-16.5 	0 	-7.14 	3.4 	-2.8 	9.9 	5.6 	3.7 	15.8 	8.3 	-5.5 	21.4 	6.1 	1.8 	8.4 	-17.3 	-5.2 	8.8 	-0.5 	5.8 	-0.4 
NAT,PCH_PRE,I551-I553,LV	9.36 	9.84 	-0.41 	13.22 	7.5 	5.1 b	20.3 	20.5 	-41.1 	-4.87 	25.1 	21 	19.2 	3.3 	12.9 	16.5 	6.7 	10.5 	-3.2 	-1.6 	31 	14.2 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,ME	: 	-0.97 	: 	: 	: 	85.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,MK	6.03 	4.26 	5.76 	3.53 	-3.1 	-0.3 	-2.9 	-8.6 	-4.8 	: 	: 	: 	: 	: 	: 	29.8 	-40.2 	7.5 	-11.2 	15.7 	-3.3 	-7.4 	-6 	-1.7 	4.6 	-3.2 	9.6 	: 
NAT,PCH_PRE,I551-I553,MT	10.38 	-3.74 	1.22 	4.52 	-4.1 	7.5 	-8.9 	-0.3 	11.7 	-0.99 	5.9 	28.9 	-9.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,NL	5.45 	3.33 	1.73 	3.12 	9 b	0.8 	1.3 	0.5 	0.2 	-1.32 	8.4 	9.8 	1 	1.7 	1.2 	-0.7 	-1.2 	1.2 	8.8 	20.8 	7.8 	3.5 	10.7 	1.2 	2.9 	0.2 	0.7 	8.6 
NAT,PCH_PRE,I551-I553,NO	: 	4.59 	1.49 	-0.01 	-2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.4 	1.4 	1.7 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,PL	6.14 	11.66 	8.36 	8.02 	2.8 	3.5 	4.5 	5.4 	-0.1 	6.53 	10.3 	7.4 	4 	4.4 	2.6 	-0.5 	-3.2 	14.5 	-13 	5.7 	4.5 	6.1 	11.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,PT	7.15 	7.08 	8.84 	9.51 	5 	-5.9 	-2.1 	1.3 	2.8 	2.51 	8.3 	3.2 	7.1 	2.7 	1.4 	5.5 	0.3 	2.3 	7.1 	6.2 	5.5 	4.8 	3.4 	3.7 	-4.1 	2.2 	1.1 	6.5 
NAT,PCH_PRE,I551-I553,RO	10.2 	10.2 	17.33 	5.29 	3.4 	8.8 b	16.7 	-2.9 	-14 	4.4 	12.1 	10.5 	2.2 	8.3 	2.7 	-2.8 	-2.3 	-6.1 	-9 	-3.1 	-16.1 	-7.5 	2.5 	-8.5 	-1.6 	-17.8 	-23.5 	: 
NAT,PCH_PRE,I551-I553,RS	: 	12.76 	13.89 	-6.21 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,SE	2.26 	3.38 	6.82 	4.18 	3.4 	0.6 	1.8 	3 	1.2 	-1.3 	6.2 	-4.3 	9.6 	4.8 	3 	2.8 	2.5 	22.1 	4.1 	-14.1 	-0.1 	: 	: 	16.3 	5.3 	-1.2 	-8.1 	-4 
NAT,PCH_PRE,I551-I553,SI	5.97 	5.29 	9.82 	-1.17 	-1.5 	0.7 b	3.7 	-1.9 	3 	18.9 	7.4 	3.3 	-0.5 	-3.2 	1.1 	-1.1 	-0.4 	0 	5.2 	-3.3 	2.8 	-1.9 	-0.5 	3.3 	9.6 	: 	: 	: 
NAT,PCH_PRE,I551-I553,SK	7.11 	14.58 	15.41 	-5.13 	5.9 	6.3 	2.3 	-0.8 	-10 	10.27 	6 	2.9 	3.8 	-7.3 	-3.1 	5.3 	11.6 	-4.5 	3.8 	26.9 	-3 	20.5 	9.5 	35.4 	-23.9 	-36 	-32.3 	: 
NAT,PCH_PRE,I551-I553,UK	: 	-1.95 	: 	: 	-1.97 	48.5 b	-3.3 	-14.3 	7.7 	-2.87 	-0.3 	-14.6 	26.7 	-9.9 	-9.3 	7.8 	-4.2 	22.4 	20.9 	-15.5 	-30.4 	4.6 	10.7 	20.8 	-4.9 	3.1 	-2.2 	-44.8 
NAT,PCH_PRE,I552,AT	0.46 	5.46 	4.49 	2.4 	-1.45 	2.5 b	3.75 	-0.1 	4.7 	4.38 	0.4 	1.8 	0.4 	-2.6 	7.1 	3.2 	0.6 	2.1 	4 	24.4 	-9.5 	-2.3 	42.6 	-1.7 	1.9 	1.6 	-26.1 	36 
NAT,PCH_PRE,I552,BE	0.9 	7.23 	26.1 	3.14 	2.4 	10.2 b	2.1 	-0.2 	0.1 	-0.22 	-0.1 	-0.2 	-1.5 	0.5 	1.4 	0.3 	1.9 	3.6 	0.2 	-5 	90 	-45.7 	50 	4.6 	5 	: 	: 	: 
NAT,PCH_PRE,I552,BG	1.35 	12.34 	11.05 	3.4 	1.6 	47.7 b	5.3 	-9.3 	-1 	-0.72 	11.6 	72.4 	16.6 	5.2 	13.5 	-13.7 	-2.1 	-16.3 	-14.7 	9.8 	-34.4 	-10.2 	-6.6 	2.9 	-23.5 	-14.9 	-59.2 	: 
NAT,PCH_PRE,I552,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	-0.1 	2.9 	9.2 	3.2 	-4.9 	0.3 	-96 	-1.1 	0 	-51.3 	104 
NAT,PCH_PRE,I552,CY	: 	: 	: 	: 	: 	-100 b	-12.5 	1.7 	1312.1 	-35.51 	-74.9 	142.3 	14.8 	6.3 	-32.1 	705.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,CZ	4.29 	-1.07 	9.51 	-6.12 	4.1 	19.6 b	4 	-5.8 	-4.7 	-7.33 	-9.9 	3.6 	-2.4 	-5.8 	13.5 	-1.7 	-10.9 	-0.7 	-17.2 	10.1 	18 	121.9 	30.6 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,DE	2.97 	2.93 	1.93 	1.84 	0.2 	1.9 b	1.6 	0 	-16.1 	2.52 	-6.3 	0 	1.6 	12 	2.2 	1.6 	1.2 	4.1 	4.1 	3.6 	2.3 	2.4 	-2 	233 	0.1 	14.3 	-62.8 	210.5 
NAT,PCH_PRE,I552,DK	-1.03 e	7.19 e	8.15 e	-3.22 e	-1.4 	0.3 b	3.2 	-3.7 	-3.2 	-1.91 	5.1 	3.9 	2.5 	1.2 	-2.4 	3 	0.9 	-1.1 	-0.8 	5.8 	-1.6 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EA	3.46 e	4.44 	6.58 	: 	: 	: 	: 	: 	: 	1.16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EE	11.54 	5.23 	6.09 	0.36 	8.7 	56.6 b	16.5 	2.5 	-30.4 	2.44 	19.5 	28.6 	18.4 	-7.8 	-10.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EL	2.93 e	10.72 e	-2.21 e	3.46 e	7.56 	-9.45 be	-10.8 	-8.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,ES	9.23 	10.71 	12.37 	19.47 	-0.5 	-2.6 b	3.1 	2.6 	2.2 	1.32 	2.3 	18.5 	9.4 	12.5 	10.9 	76 	2.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EU27	: u	3.86 	7 	3.42 e	1.18 	19.16 b	: 	: 	: 	2.09 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,EU28	: u	3.91 	7.06 	3.43 e	1.2 	19.44 b	: 	: 	: 	2.06 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I552,FI	9.79 	8.74 	1.62 	4.13 	5.1 	17.6 b	1 	13.4 	12.4 	20.55 	7.5 	0.6 	11.1 	25.2 	11.6 	-7.4 	-8.8 	-1.1 	-3.9 	-1.1 	4.8 	1.8 	13.1 	33 	: 	: 	: 	: 
NAT,PCH_PRE,I552,FR	6.66 	0.63 	6.38 	2.87 	6.2 	2.1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
