unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 
THS_EUR,PERS,N1-3,IE,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,IE,PT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IS,IE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,IS,NL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,AT	86425.93 	: 	: 	108967.88 
THS_EUR,PERS,N1-3,IT,BE	: u	: 	: 	: u
THS_EUR,PERS,N1-3,IT,BG	: c	: 	: 	: 
THS_EUR,PERS,N1-3,IT,CH	: 	: 	: u	: u
THS_EUR,PERS,N1-3,IT,CY	: c	: 	: 	: 
THS_EUR,PERS,N1-3,IT,CZ	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,DE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,DK	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IT,EL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IT,ES	: c	: 	: 	15632.46 u
THS_EUR,PERS,N1-3,IT,FI	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IT,FR	75693.09 u	: 	: 	: 
THS_EUR,PERS,N1-3,IT,HR	10287.89 u	: 	: 	9012.32 u
THS_EUR,PERS,N1-3,IT,HU	10886.18 	: 	: 	3306.73 u
THS_EUR,PERS,N1-3,IT,IE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,IT	231759.48 u	: 	: 	90236.95 u
THS_EUR,PERS,N1-3,IT,LT	: c	: 	: 	: 
THS_EUR,PERS,N1-3,IT,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IT,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IT,MT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,NL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,PT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,IT,RO	: c	: 	: 	: u
THS_EUR,PERS,N1-3,IT,SI	6644.99 u	: 	: 	: u
THS_EUR,PERS,N1-3,IT,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,LT,EE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,LT,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,LT,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,LU,BE	: u	: 	: 	: u
THS_EUR,PERS,N1-3,LU,DE	: 	: 	: 	: u
THS_EUR,PERS,N1-3,LU,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,LU,IE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,LU,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,LU,NL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,LV,EE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,LV,FI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,LV,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,LV,HU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,LV,IE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,LV,LT	: c	: 	: 	665.77 
THS_EUR,PERS,N1-3,LV,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,LV,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,MAGR,ES	: c	: 	: 	: u
THS_EUR,PERS,N1-3,MAGR,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,MAGR,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,MAGR,PL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,MAGR,PT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,MT,ES	: c	: 	: 	: 
THS_EUR,PERS,N1-3,MT,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,MT,NL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,MT,PL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,NL,AT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NL,BE	: u	: 	: 	: u
THS_EUR,PERS,N1-3,NL,CH	: 	: 	: u	: u
THS_EUR,PERS,N1-3,NL,CY	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NL,CZ	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NL,DE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NL,EE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NL,ES	: c	: 	: 	: 
THS_EUR,PERS,N1-3,NL,FI	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NL,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,NL,HU	: c	: 	: 	: 
THS_EUR,PERS,N1-3,NL,IE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NL,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NL,MT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NL,NL	11028.64 u	: 	: 	: u
THS_EUR,PERS,N1-3,NL,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NL,PT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NL,SI	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NO,BE	: u	: 	: 	: 
THS_EUR,PERS,N1-3,NO,DE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NO,ES	: c	: 	: 	: 
THS_EUR,PERS,N1-3,NO,FI	: c	: 	: 	: 
THS_EUR,PERS,N1-3,NO,HU	: c	: 	: 	: 
THS_EUR,PERS,N1-3,NO,LT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,NO,NO	123529.34 	124013.32 	: 	: 
THS_EUR,PERS,N1-3,NO,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,NO,SI	: c	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,AT	296539.07 	: 	: 	389466.81 
THS_EUR,PERS,N1-3,OUT,BE	75964.56 	: 	: 	87174.35 
THS_EUR,PERS,N1-3,OUT,BG	14200.06 u	: 	: 	13271.62 u
THS_EUR,PERS,N1-3,OUT,CH	: 	: 	248578.66 u	166847.48 u
THS_EUR,PERS,N1-3,OUT,CY	: c	: 	: 	7984.86 u
THS_EUR,PERS,N1-3,OUT,CZ	40287.67 	: 	: 	46034.9 u
THS_EUR,PERS,N1-3,OUT,DE	644667.51 	: 	: 	715118.27 
THS_EUR,PERS,N1-3,OUT,DK	: 	: 	: 	40661.56 u
THS_EUR,PERS,N1-3,OUT,EE	23453.63 	: 	: 	5367.67 u
THS_EUR,PERS,N1-3,OUT,EL	: 	: 	: 	7965.21 u
THS_EUR,PERS,N1-3,OUT,ES	236383.51 	: 	: 	98177.62 
THS_EUR,PERS,N1-3,OUT,FI	287711.01 	: 	: 	298514.87 
THS_EUR,PERS,N1-3,OUT,FR	388185.58 	: 	: 	: 
THS_EUR,PERS,N1-3,OUT,HR	27796.86 	: 	: 	42149.09 
THS_EUR,PERS,N1-3,OUT,HU	248683.7 	: 	: 	162471.34 
THS_EUR,PERS,N1-3,OUT,IE	69569.81 	: 	: 	52800.28 
THS_EUR,PERS,N1-3,OUT,IT	: u	: 	: 	109650.64 u
THS_EUR,PERS,N1-3,OUT,LT	6185.2 	: 	: 	3172.25 
THS_EUR,PERS,N1-3,OUT,LU	: 	: 	: 	12303.85 
THS_EUR,PERS,N1-3,OUT,LV	: 	: 	: 	8014.91 u
THS_EUR,PERS,N1-3,OUT,MT	4115.21 u	: 	: 	4444.32 u
THS_EUR,PERS,N1-3,OUT,NL	197678.36 	: 	: 	89804.86 
THS_EUR,PERS,N1-3,OUT,NO	172423.06 	173591.36 	: 	: 
THS_EUR,PERS,N1-3,OUT,PL	16309.51 	: 	: 	29023.72 
THS_EUR,PERS,N1-3,OUT,PT	9767.91 u	: 	: 	38500.62 
THS_EUR,PERS,N1-3,OUT,RO	7528.57 u	: 	: 	7883.11 u
THS_EUR,PERS,N1-3,OUT,SI	23218.88 	: 	: 	23929.16 
THS_EUR,PERS,N1-3,OUT,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,AT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,CH	: 	: 	: u	: 
THS_EUR,PERS,N1-3,PL,CZ	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,DE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,EE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,ES	: c	: 	: 	: 
THS_EUR,PERS,N1-3,PL,FI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,PL,HR	: u	: 	: 	: u
THS_EUR,PERS,N1-3,PL,HU	: c	: 	: 	: 
THS_EUR,PERS,N1-3,PL,IE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,IT	: u	: 	: 	: 
THS_EUR,PERS,N1-3,PL,LT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,PL,NL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,PL,PL	6175.9 u	: 	: 	13011 
THS_EUR,PERS,N1-3,PL,RO	: 	: 	: 	: u
THS_EUR,PERS,N1-3,PL,SI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PL,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PT,AT	: c	: 	: 	: 
THS_EUR,PERS,N1-3,PT,BE	: u	: 	: 	: u
THS_EUR,PERS,N1-3,PT,CH	: 	: 	: u	: u
THS_EUR,PERS,N1-3,PT,ES	31677.03 u	: 	: 	11107.79 u
THS_EUR,PERS,N1-3,PT,FR	43753.3 u	: 	: 	: 
THS_EUR,PERS,N1-3,PT,HR	: 	: 	: 	: u
THS_EUR,PERS,N1-3,PT,IE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PT,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,PT,NL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,PT,PL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,PT,PT	10823.61 	: 	: 	13631.44 
THS_EUR,PERS,N1-3,RO,AT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RO,BG	: c	: 	: 	: u
THS_EUR,PERS,N1-3,RO,HR	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RO,IT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RO,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,RO,PL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RO,RO	9002.3 	: 	: 	10652.21 
THS_EUR,PERS,N1-3,RO,SI	: c	: 	: 	: 
THS_EUR,PERS,N1-3,RO,SK	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,AT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,BG	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,EE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,RU,FI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,RU,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,RU,HU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,IT	: u	: 	: 	: 
THS_EUR,PERS,N1-3,RU,LT	1461.58 u	: 	: 	: 
THS_EUR,PERS,N1-3,RU,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,NL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,RU,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,SE,AT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,BE	: u	: 	: 	: 
THS_EUR,PERS,N1-3,SE,CH	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,DE	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,DK	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,EE	9818.29 	: 	: 	1688.14 u
THS_EUR,PERS,N1-3,SE,ES	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,FI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SE,FR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,SE,HU	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SE,IE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SE,LT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SE,NL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SE,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,SE,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SE,RO	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SI,AT	24644.3 u	: 	: 	13539.11 u
THS_EUR,PERS,N1-3,SI,CZ	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SI,HR	: u	: 	: 	: u
THS_EUR,PERS,N1-3,SI,MT	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SI,NL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SI,PL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,SI,SI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SI,SK	: 	: 	: 	: u
THS_EUR,PERS,N1-3,SK,AT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SK,CZ	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SK,HR	: u	: 	: 	: u
THS_EUR,PERS,N1-3,SK,HU	: c	: 	: 	7137.61 u
THS_EUR,PERS,N1-3,SK,LT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SK,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SK,SI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,SK,SK	: c	: 	: 	: u
THS_EUR,PERS,N1-3,TR,AT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,BE	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,BG	: c	: 	: 	: u
THS_EUR,PERS,N1-3,TR,CY	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,DE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,TR,EE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,TR,EL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,ES	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,FI	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,HU	: c	: 	: 	: u
THS_EUR,PERS,N1-3,TR,LT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,LV	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,NL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,TR,RO	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UA,AT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UA,HU	: c	: 	: 	: 
THS_EUR,PERS,N1-3,UA,LT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UA,PL	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,AT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,BE	: u	: 	: 	21004.18 u
THS_EUR,PERS,N1-3,UK,CH	: 	: 	: u	: u
THS_EUR,PERS,N1-3,UK,CZ	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,DE	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,DK	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UK,EE	: c	: 	: 	: 
THS_EUR,PERS,N1-3,UK,EL	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UK,ES	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,FI	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,FR	40861.95 u	: 	: 	: 
THS_EUR,PERS,N1-3,UK,HR	: u	: 	: 	: 
THS_EUR,PERS,N1-3,UK,HU	: c	: 	: 	: 
THS_EUR,PERS,N1-3,UK,IE	12154.24 u	: 	: 	18889.03 u
THS_EUR,PERS,N1-3,UK,IT	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UK,LU	: 	: 	: 	: u
THS_EUR,PERS,N1-3,UK,MT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,NL	43833.21 	: 	: 	27804.16 u
THS_EUR,PERS,N1-3,UK,NO	: u	: u	: 	: 
THS_EUR,PERS,N1-3,UK,PL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,UK,PT	: c	: 	: 	: u
THS_EUR,PERS,N1-3,UK,RO	: c	: 	: 	: 
THS_EUR,PERS,N1-3,UK,SI	: 	: 	: 	: u
THS_EUR,PERS,N1-3,US,DK	: 	: 	: 	: u
THS_EUR,PERS,N1-3,US,IT	: u	: 	: 	: 
THS_EUR,PERS,N1-3,US,NL	: c	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,AT	644979.64 	: 	: 	800633.71 
THS_EUR,PERS,N1-3,WORLD,BE	90554.03 	: 	: 	90913.12 
THS_EUR,PERS,N1-3,WORLD,BG	22917.93 	: 	: 	21840.59 
THS_EUR,PERS,N1-3,WORLD,CH	: 	: 	251182.62 u	181157.96 u
THS_EUR,PERS,N1-3,WORLD,CY	23829.88 	: 	: 	19181.05 
THS_EUR,PERS,N1-3,WORLD,CZ	51443.97 	: 	: 	54017.1 
THS_EUR,PERS,N1-3,WORLD,DE	2243501.32 	: 	: 	2504563.44 
THS_EUR,PERS,N1-3,WORLD,DK	: 	: 	: 	293317.11 
THS_EUR,PERS,N1-3,WORLD,EE	42251.76 	: 	: 	7498.17 
THS_EUR,PERS,N1-3,WORLD,EL	: 	: 	: 	26540.71 
THS_EUR,PERS,N1-3,WORLD,ES	626426.55 	: 	: 	305877.93 
THS_EUR,PERS,N1-3,WORLD,FI	328416.26 	: 	: 	340855.76 
THS_EUR,PERS,N1-3,WORLD,FR	685362.19 	: 	: 	: 
THS_EUR,PERS,N1-3,WORLD,HR	34538.35 	: 	: 	56490.96 
THS_EUR,PERS,N1-3,WORLD,HU	257493.72 	: 	: 	169678.59 
THS_EUR,PERS,N1-3,WORLD,IE	123283.54 	: 	: 	107240.03 
THS_EUR,PERS,N1-3,WORLD,IT	395773.4 	: 	: 	199887.6 u
THS_EUR,PERS,N1-3,WORLD,LT	6185.2 	: 	: 	3172.25 
THS_EUR,PERS,N1-3,WORLD,LU	: 	: 	: 	14233.09 
THS_EUR,PERS,N1-3,WORLD,LV	: 	: 	: 	8617.36 u
THS_EUR,PERS,N1-3,WORLD,MT	4115.21 u	: 	: 	4444.32 u
THS_EUR,PERS,N1-3,WORLD,NL	208707 	: 	: 	94053.22 
THS_EUR,PERS,N1-3,WORLD,NO	295952.41 	297604.68 	: 	: 
THS_EUR,PERS,N1-3,WORLD,PL	22485.41 	: 	: 	42034.72 
THS_EUR,PERS,N1-3,WORLD,PT	20591.51 	: 	: 	52132.07 
THS_EUR,PERS,N1-3,WORLD,RO	16530.87 	: 	: 	18535.32 
THS_EUR,PERS,N1-3,WORLD,SI	24094.55 	: 	: 	25263.23 
THS_EUR,PERS,N1-3,WORLD,SK	43544.31 u	: 	: 	44821.77 u
THS_EUR,PERS,N_GE1,AFR,AT	188412.41 	: 	: 	246315.03 
THS_EUR,PERS,N_GE1,AFR,BE	208265.58 	: 	: 	220884.6 
THS_EUR,PERS,N_GE1,AFR,BG	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,CH	: 	: 	146681.56 u	208633.4 u
THS_EUR,PERS,N_GE1,AFR,CY	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,CZ	212107.88 	: 	: 	151951.5 
THS_EUR,PERS,N_GE1,AFR,DE	3006135.45 	: 	: 	2475002.43 
THS_EUR,PERS,N_GE1,AFR,DK	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,EE	: c	: 	: 	12967.13 u
THS_EUR,PERS,N_GE1,AFR,EL	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,ES	192999.28 u	: 	: 	70646.29 
THS_EUR,PERS,N_GE1,AFR,FI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,FR	1130543.48 	: 	: 	: 
THS_EUR,PERS,N_GE1,AFR,HR	: u	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,HU	37092.16 	: 	: 	39667.9 
THS_EUR,PERS,N_GE1,AFR,IE	: c	: 	: 	36844.98 u
THS_EUR,PERS,N_GE1,AFR,IT	: u	: 	: 	469709.74 u
THS_EUR,PERS,N_GE1,AFR,LT	27472.53 	: 	: 	25438.67 
THS_EUR,PERS,N_GE1,AFR,LU	: 	: 	: 	25064.31 
THS_EUR,PERS,N_GE1,AFR,LV	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,MT	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,NL	487310.36 	: 	: 	396888.17 
THS_EUR,PERS,N_GE1,AFR,NO	: u	: u	: 	: 
THS_EUR,PERS,N_GE1,AFR,PL	45318.08 	: 	: 	252358.92 
THS_EUR,PERS,N_GE1,AFR,PT	25667.56 u	: 	: 	36387.61 u
THS_EUR,PERS,N_GE1,AFR,RO	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,SI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR,SK	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,AT	162995.92 	: 	: 	202678.01 
THS_EUR,PERS,N_GE1,AFR_OTH,BE	161019.55 	: 	: 	95361.12 u
THS_EUR,PERS,N_GE1,AFR_OTH,BG	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,CH	: 	: 	: u	: u
THS_EUR,PERS,N_GE1,AFR_OTH,CY	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,CZ	155017.44 	: 	: 	100957.47 u
THS_EUR,PERS,N_GE1,AFR_OTH,DE	2339299.57 	: 	: 	1722195.15 
THS_EUR,PERS,N_GE1,AFR_OTH,DK	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,EE	: c	: 	: 	10002.12 u
THS_EUR,PERS,N_GE1,AFR_OTH,EL	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,ES	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,FI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,FR	575651.23 	: 	: 	: 
THS_EUR,PERS,N_GE1,AFR_OTH,HR	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,HU	27867.94 	: 	: 	34692.98 
THS_EUR,PERS,N_GE1,AFR_OTH,IE	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,IT	: u	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,LT	21336.07 	: 	: 	22612.05 
THS_EUR,PERS,N_GE1,AFR_OTH,LU	: 	: 	: 	10538.72 u
THS_EUR,PERS,N_GE1,AFR_OTH,LV	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,MT	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,NL	314387.92 	: 	: 	251539.62 
THS_EUR,PERS,N_GE1,AFR_OTH,NO	: u	: u	: 	: 
THS_EUR,PERS,N_GE1,AFR_OTH,PL	29263.8 	: 	: 	155851.03 
THS_EUR,PERS,N_GE1,AFR_OTH,PT	16431.25 u	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,RO	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,SI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AFR_OTH,SK	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,AT	277122.74 u	: 	: 	323505.99 u
THS_EUR,PERS,N_GE1,AME,BE	204120.99 	: 	: 	290122.35 
THS_EUR,PERS,N_GE1,AME,BG	: c	: 	: 	: 
THS_EUR,PERS,N_GE1,AME,CH	: 	: 	: u	454642.7 u
THS_EUR,PERS,N_GE1,AME,CY	: c	: 	: 	: 
THS_EUR,PERS,N_GE1,AME,CZ	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,DE	2743112.23 u	: 	: 	1475342.04 u
THS_EUR,PERS,N_GE1,AME,DK	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,EE	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,EL	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,ES	783301.97 	: 	: 	368656.08 
THS_EUR,PERS,N_GE1,AME,FI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,FR	2393519.04 	: 	: 	: 
THS_EUR,PERS,N_GE1,AME,HR	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,HU	64642.52 	: 	: 	28753.18 
THS_EUR,PERS,N_GE1,AME,IE	180049.58 	: 	: 	174377.64 
THS_EUR,PERS,N_GE1,AME,IT	: u	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,LT	9295.59 u	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,LU	: 	: 	: 	18205.66 u
THS_EUR,PERS,N_GE1,AME,MT	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,NL	1028168.34 	: 	: 	369352.36 
THS_EUR,PERS,N_GE1,AME,NO	: u	: u	: 	: 
THS_EUR,PERS,N_GE1,AME,PL	61156.14 	: 	: 	121235.08 
THS_EUR,PERS,N_GE1,AME,PT	39951.2 	: 	: 	51536.43 u
THS_EUR,PERS,N_GE1,AME,SI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME,SK	: c	: 	: 	: 
THS_EUR,PERS,N_GE1,AME_C_S,AT	136314.92 u	: 	: 	190139.19 u
THS_EUR,PERS,N_GE1,AME_C_S,BE	88324.28 u	: 	: 	178860.99 
THS_EUR,PERS,N_GE1,AME_C_S,BG	: c	: 	: 	: 
THS_EUR,PERS,N_GE1,AME_C_S,CH	: 	: 	: u	: u
THS_EUR,PERS,N_GE1,AME_C_S,CY	: c	: 	: 	: 
THS_EUR,PERS,N_GE1,AME_C_S,CZ	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,DE	1794140.45 u	: 	: 	862833.37 u
THS_EUR,PERS,N_GE1,AME_C_S,DK	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,EE	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,ES	615615.64 	: 	: 	208286.21 
THS_EUR,PERS,N_GE1,AME_C_S,FI	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,FR	1545009.19 	: 	: 	: 
THS_EUR,PERS,N_GE1,AME_C_S,HR	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,HU	36351.85 	: 	: 	5403.7 u
THS_EUR,PERS,N_GE1,AME_C_S,IE	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,IT	: u	: 	: 	: 
THS_EUR,PERS,N_GE1,AME_C_S,LT	: c	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,LU	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,MT	: 	: 	: 	: u
THS_EUR,PERS,N_GE1,AME_C_S,NL	533234.38 	: 	: 	278547.12 
THS_EUR,PERS,N_GE1,AME_C_S,NO	: u	: u	: 	: 
THS_EUR,PERS,N_GE1,AME_C_S,PL	59350.98 	: 	: 	104362.87 
THS_EUR,PERS,N_GE1,AME_C_S,PT	31352.63 u	: 	: 	40540.26 u
THS_EUR,PERS,N_GE1,AME_C_S,SI	: c	: 	: 	: u
