unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
THS_NAC,PERS,N1-3,OUT,TRA_TO_TA,RO	51820.11 u	: 	: 	36191.23 u
THS_NAC,PERS,N1-3,OUT,TRA_TO_TA,SE	: 	: 	: 	3779406.76 
THS_NAC,PERS,N1-3,OUT,TRA_TO_TA,SI	27650.8 	: 	: 	26774.86 
THS_NAC,PERS,N1-3,OUT,TRA_TO_TA,SK	: c	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,TRA_WEB,AT	435921.69 	: 	: 	368549.56 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,BE	364536.9 b	: 	: 	272741.37 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,BG	: c	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,CH	: 	: 	755272.96 	593954.7 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,CY	121477.14 	: 	: 	50491.76 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,CZ	978223.46 u	: 	: 	491695.89 u
THS_NAC,PERS,N1-3,OUT,TRA_WEB,DE	2322412.92 	: 	: 	1811174.81 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,DK	: 	: 	: 	3736336.94 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,EE	48993.65 	: 	: 	47622.06 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,EL	: 	: 	: 	13731.32 u
THS_NAC,PERS,N1-3,OUT,TRA_WEB,ES	723147.5 	: 	: 	76381.64 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,FI	1256443.29 	: 	: 	961963.7 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,FR	1198728.27 	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,HR	: 	: 	: 	216348.49 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,HU	16727633 	: 	: 	6350999 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,IE	637631.82 	: 	: 	427796.6 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,IT	725898.33 	: 	: 	380343.32 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,LT	20916.01 	: 	: 	12729.09 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,LU	: 	: 	: 	63386.07 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,LV	: 	: 	: 	14006.41 u
THS_NAC,PERS,N1-3,OUT,TRA_WEB,MT	47687.69 	: 	: 	18781.88 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,NL	743109.7 	: 	: 	317993.44 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,PL	957824.55 	: 	: 	275012.36 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,PT	57845.9 	: 	: 	: 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,RO	43680.29 u	: 	: 	: u
THS_NAC,PERS,N1-3,OUT,TRA_WEB,SE	: 	: 	: 	4084683.29 
THS_NAC,PERS,N1-3,OUT,TRA_WEB,SI	21114.25 	: 	: 	11206.97 u
THS_NAC,PERS,N1-3,OUT,TRA_WEB,SK	: c	: 	: 	: u
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,AT	840116.11 	: 	: 	637255.13 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,BE	138501.26 b	: 	: 	168167.45 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,BG	63006.86 	: 	: 	36856.43 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,CH	: 	: 	426873.46 	324133.38 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,CY	93073.68 	: 	: 	58967.32 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,CZ	1657930.51 	: 	: 	1944990.98 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,DE	1841130.36 	: 	: 	1896699.31 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,DK	: 	: 	: 	613639.77 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,EE	58019.21 	: 	: 	10124.89 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,EL	: 	: 	: 	32186.4 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,ES	2880533.34 	: 	: 	501212.03 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,FI	837421.6 	: 	: 	637647.46 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,FR	256137.85 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,HR	: 	: 	: 	435506.94 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,HU	78617097.83 	: 	: 	51828836.67 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,IE	204539.3 	: 	: 	100393.16 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,IT	674133.94 	: 	: 	368678.87 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,LT	13203.48 	: 	: 	22492.26 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,LU	: 	: 	: 	14233.09 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,LV	: 	: 	: 	9822.97 u
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,MT	40760.77 	: 	: 	11716.07 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,NL	1138281.8 	: 	: 	748874.43 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,PL	105011.97 	: 	: 	220585.02 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,PT	36487.95 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,RO	146416.11 	: 	: 	92882.3 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,SE	: 	: 	: 	6199518.15 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,SI	44175.8 	: 	: 	42448.98 
THS_NAC,PERS,N1-3,WORLD,ACC_TO_TA,SK	62670.08 u	: 	: 	59424.23 u
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,AT	1716796.71 	: 	: 	1365618.75 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,BE	809230.94 b	: 	: 	548928.35 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,BG	41064.12 	: 	: 	19119.15 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,CH	: 	: 	1443339.4 	1320723.64 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,CY	127550.9 	: 	: 	59388.01 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,CZ	6443496.74 	: 	: 	4423331.38 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,DE	9968081.65 	: 	: 	7897852.95 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,DK	: 	: 	: 	4520000.93 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,EE	129580.84 	: 	: 	70538 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,EL	: 	: 	: 	41881.01 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,ES	3670220.65 	: 	: 	314843.05 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,FI	2129652.5 	: 	: 	1605073.1 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,FR	4801896.18 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,HR	: 	: 	: 	680405.66 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,HU	119485535.24 	: 	: 	70639727.41 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,IE	978494.95 	: 	: 	637654 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,IT	2258430.63 	: 	: 	1164302.13 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,LT	34495.81 	: 	: 	25192.71 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,LU	: 	: 	: 	111240.32 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,LV	: 	: 	: 	31913.19 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,MT	58796.33 	: 	: 	21450.66 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,NL	1700368.43 	: 	: 	1162514.94 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,PL	2258997.88 	: 	: 	826854.62 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,PT	190989.79 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,RO	107442.04 	: 	: 	25772.62 u
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,SE	: 	: 	: 	6377669.77 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,SI	92743.24 	: 	: 	53443.46 
THS_NAC,PERS,N1-3,WORLD,ACC_WEB,SK	201623.38 	: 	: 	90445.28 
THS_NAC,PERS,N1-3,WORLD,DIRECT,AT	1755327.5 	: 	: 	1723416.15 
THS_NAC,PERS,N1-3,WORLD,DIRECT,BE	1041916.28 b	: 	: 	705043.08 
THS_NAC,PERS,N1-3,WORLD,DIRECT,BG	239195.86 	: 	: 	200183.94 
THS_NAC,PERS,N1-3,WORLD,DIRECT,CH	: 	: 	524572.63 	461960.82 
THS_NAC,PERS,N1-3,WORLD,DIRECT,CY	24108.01 u	: 	: 	62457.82 
THS_NAC,PERS,N1-3,WORLD,DIRECT,CZ	10401439.58 	: 	: 	5838501.59 
THS_NAC,PERS,N1-3,WORLD,DIRECT,DE	14248402.59 	: 	: 	12701409.07 
THS_NAC,PERS,N1-3,WORLD,DIRECT,DK	: 	: 	: 	10952875.13 
THS_NAC,PERS,N1-3,WORLD,DIRECT,EE	120802.72 	: 	: 	34925.75 
THS_NAC,PERS,N1-3,WORLD,DIRECT,EL	: 	: 	: 	13716.08 
THS_NAC,PERS,N1-3,WORLD,DIRECT,ES	3656328.39 	: 	: 	3343465.4 
THS_NAC,PERS,N1-3,WORLD,DIRECT,FI	1824413.85 	: 	: 	1614877.01 
THS_NAC,PERS,N1-3,WORLD,DIRECT,FR	: u	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,DIRECT,HR	: 	: 	: 	380990.41 
THS_NAC,PERS,N1-3,WORLD,DIRECT,HU	139331791.9 	: 	: 	83719128.04 
THS_NAC,PERS,N1-3,WORLD,DIRECT,IE	1312643.47 	: 	: 	967360.55 
THS_NAC,PERS,N1-3,WORLD,DIRECT,IT	3513985.32 	: 	: 	2357694.97 
THS_NAC,PERS,N1-3,WORLD,DIRECT,LT	20273.66 	: 	: 	40788.07 
THS_NAC,PERS,N1-3,WORLD,DIRECT,LU	: 	: 	: 	169587.62 
THS_NAC,PERS,N1-3,WORLD,DIRECT,LV	: 	: 	: 	11544.05 u
THS_NAC,PERS,N1-3,WORLD,DIRECT,MT	36612.36 	: 	: 	19591.43 
THS_NAC,PERS,N1-3,WORLD,DIRECT,NL	1004380.85 	: 	: 	738326.16 
THS_NAC,PERS,N1-3,WORLD,DIRECT,PL	3465778.91 	: 	: 	1442904.79 
THS_NAC,PERS,N1-3,WORLD,DIRECT,PT	302465.15 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,DIRECT,RO	398805.58 	: 	: 	173358.87 
THS_NAC,PERS,N1-3,WORLD,DIRECT,SE	: 	: 	: 	3974890.24 
THS_NAC,PERS,N1-3,WORLD,DIRECT,SI	142112.98 	: 	: 	110893.29 
THS_NAC,PERS,N1-3,WORLD,DIRECT,SK	368769.93 	: 	: 	144834.93 
THS_NAC,PERS,N1-3,WORLD,NBOOK,AT	326071.13 	: 	: 	337494.3 
THS_NAC,PERS,N1-3,WORLD,NBOOK,BE	112504.11 b	: 	: 	119866.12 
THS_NAC,PERS,N1-3,WORLD,NBOOK,BG	108961.44 	: 	: 	141298.16 
THS_NAC,PERS,N1-3,WORLD,NBOOK,CH	: 	: 	1767972.69 	1669533.96 
THS_NAC,PERS,N1-3,WORLD,NBOOK,CY	134970.64 	: 	: 	3641.41 
THS_NAC,PERS,N1-3,WORLD,NBOOK,CZ	14902547.1 	: 	: 	13364011.16 
THS_NAC,PERS,N1-3,WORLD,NBOOK,DE	2016232.72 	: 	: 	2112709.02 
THS_NAC,PERS,N1-3,WORLD,NBOOK,DK	: 	: 	: 	20369201.15 
THS_NAC,PERS,N1-3,WORLD,NBOOK,EE	93182.66 	: 	: 	155220.43 
THS_NAC,PERS,N1-3,WORLD,NBOOK,EL	: 	: 	: 	68347.38 
THS_NAC,PERS,N1-3,WORLD,NBOOK,ES	4238034.67 	: 	: 	3234575.57 
THS_NAC,PERS,N1-3,WORLD,NBOOK,FI	1817098.9 	: 	: 	1908726.09 
THS_NAC,PERS,N1-3,WORLD,NBOOK,FR	676680.26 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NBOOK,HR	: 	: 	: 	2240098.09 
THS_NAC,PERS,N1-3,WORLD,NBOOK,HU	89205593.7 	: 	: 	83218384.89 
THS_NAC,PERS,N1-3,WORLD,NBOOK,IE	228235.33 	: 	: 	201399.54 
THS_NAC,PERS,N1-3,WORLD,NBOOK,IT	656343 	: 	: 	581225.5 
THS_NAC,PERS,N1-3,WORLD,NBOOK,LT	142776.3 	: 	: 	93568.13 
THS_NAC,PERS,N1-3,WORLD,NBOOK,LU	: 	: 	: 	29145.89 
THS_NAC,PERS,N1-3,WORLD,NBOOK,LV	: 	: 	: 	115224.53 
THS_NAC,PERS,N1-3,WORLD,NBOOK,MT	6198.98 	: 	: 	15511.51 
THS_NAC,PERS,N1-3,WORLD,NBOOK,NL	374414.95 	: 	: 	330403.62 
THS_NAC,PERS,N1-3,WORLD,NBOOK,PL	4492428.79 	: 	: 	4556189.3 
THS_NAC,PERS,N1-3,WORLD,NBOOK,PT	466822.03 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NBOOK,RO	3325249.78 	: 	: 	2598881.12 
THS_NAC,PERS,N1-3,WORLD,NBOOK,SE	: 	: 	: 	9915433.45 
THS_NAC,PERS,N1-3,WORLD,NBOOK,SI	71183.41 	: 	: 	69125.15 
THS_NAC,PERS,N1-3,WORLD,NBOOK,SK	263973.22 	: 	: 	183006.31 
THS_NAC,PERS,N1-3,WORLD,NPACK,AT	2421633.53 	: 	: 	2042612.9 
THS_NAC,PERS,N1-3,WORLD,NPACK,BE	1209531.27 b	: 	: 	915433.84 
THS_NAC,PERS,N1-3,WORLD,NPACK,BG	366341.26 	: 	: 	341482.1 
THS_NAC,PERS,N1-3,WORLD,NPACK,CH	: 	: 	2504925.93 	2324563.58 
THS_NAC,PERS,N1-3,WORLD,NPACK,CY	238534.55 	: 	: 	162495.16 
THS_NAC,PERS,N1-3,WORLD,NPACK,CZ	25890709.05 	: 	: 	19733221.51 
THS_NAC,PERS,N1-3,WORLD,NPACK,DE	16212645.03 	: 	: 	14565070.07 
THS_NAC,PERS,N1-3,WORLD,NPACK,DK	: 	: 	: 	32048358.81 
THS_NAC,PERS,N1-3,WORLD,NPACK,EE	243428.6 	: 	: 	194685.76 
THS_NAC,PERS,N1-3,WORLD,NPACK,EL	: 	: 	: 	219546.79 
THS_NAC,PERS,N1-3,WORLD,NPACK,ES	11065570.15 	: 	: 	6881409.5 
THS_NAC,PERS,N1-3,WORLD,NPACK,FI	4222568.92 	: 	: 	3844514.63 
THS_NAC,PERS,N1-3,WORLD,NPACK,FR	15201015.88 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NPACK,HR	: 	: 	: 	2843680.32 
THS_NAC,PERS,N1-3,WORLD,NPACK,HU	230797825.6 	: 	: 	166937512.93 
THS_NAC,PERS,N1-3,WORLD,NPACK,IE	1679557.54 	: 	: 	1206636.85 
THS_NAC,PERS,N1-3,WORLD,NPACK,IT	4600689.03 	: 	: 	3155955.53 
THS_NAC,PERS,N1-3,WORLD,NPACK,LT	178051.37 	: 	: 	154007.15 
THS_NAC,PERS,N1-3,WORLD,NPACK,LU	: 	: 	: 	199089.94 
THS_NAC,PERS,N1-3,WORLD,NPACK,LV	: 	: 	: 	132075.96 
THS_NAC,PERS,N1-3,WORLD,NPACK,MT	88554.41 	: 	: 	45559 
THS_NAC,PERS,N1-3,WORLD,NPACK,NL	2611689.85 	: 	: 	1877045.83 
THS_NAC,PERS,N1-3,WORLD,NPACK,NO	31732656.81 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NPACK,PL	10430527.81 	: 	: 	6055997.14 
THS_NAC,PERS,N1-3,WORLD,NPACK,PT	790069.67 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NPACK,RO	3819897.76 	: 	: 	2799039.17 
THS_NAC,PERS,N1-3,WORLD,NPACK,SE	: 	: 	: 	22315431.85 
THS_NAC,PERS,N1-3,WORLD,NPACK,SI	236126.31 	: 	: 	198849.63 
THS_NAC,PERS,N1-3,WORLD,NPACK,SK	661787.23 	: 	: 	343104.13 
THS_NAC,PERS,N1-3,WORLD,PACK,AT	644979.64 	: 	: 	800633.71 
THS_NAC,PERS,N1-3,WORLD,PACK,BE	90554.03 b	: 	: 	90913.12 
THS_NAC,PERS,N1-3,WORLD,PACK,BG	44822.89 	: 	: 	42715.83 
THS_NAC,PERS,N1-3,WORLD,PACK,CH	: 	: 	268237.92 u	220034.46 u
THS_NAC,PERS,N1-3,WORLD,PACK,CY	23829.88 	: 	: 	19181.05 
THS_NAC,PERS,N1-3,WORLD,PACK,CZ	1354313.86 	: 	: 	1487414.98 
THS_NAC,PERS,N1-3,WORLD,PACK,DE	2243501.32 	: 	: 	2504563.44 
THS_NAC,PERS,N1-3,WORLD,PACK,DK	: 	: 	: 	2186620.39 
THS_NAC,PERS,N1-3,WORLD,PACK,EE	42251.76 	: 	: 	7498.17 
THS_NAC,PERS,N1-3,WORLD,PACK,EL	: 	: 	: 	26540.71 
THS_NAC,PERS,N1-3,WORLD,PACK,ES	626426.55 	: 	: 	305877.93 
THS_NAC,PERS,N1-3,WORLD,PACK,FI	328416.26 	: 	: 	340855.76 
THS_NAC,PERS,N1-3,WORLD,PACK,FR	685362.19 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,PACK,HR	: 	: 	: 	431274.59 
THS_NAC,PERS,N1-3,WORLD,PACK,HU	79614484.29 	: 	: 	52381477.58 
THS_NAC,PERS,N1-3,WORLD,PACK,IE	123283.54 	: 	: 	107240.03 
THS_NAC,PERS,N1-3,WORLD,PACK,IT	395773.4 	: 	: 	199887.6 u
THS_NAC,PERS,N1-3,WORLD,PACK,LT	6185.2 	: 	: 	3172.25 
THS_NAC,PERS,N1-3,WORLD,PACK,LU	: 	: 	: 	14233.09 
THS_NAC,PERS,N1-3,WORLD,PACK,LV	: 	: 	: 	8617.36 u
THS_NAC,PERS,N1-3,WORLD,PACK,MT	4115.21 u	: 	: 	4444.32 u
THS_NAC,PERS,N1-3,WORLD,PACK,NL	208707 	: 	: 	94053.22 
THS_NAC,PERS,N1-3,WORLD,PACK,NO	2760348.1 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,PACK,PL	95720.39 	: 	: 	175885.89 
THS_NAC,PERS,N1-3,WORLD,PACK,PT	20591.51 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,PACK,RO	75526.22 	: 	: 	82365.39 
THS_NAC,PERS,N1-3,WORLD,PACK,SE	: 	: 	: 	3438369.05 
THS_NAC,PERS,N1-3,WORLD,PACK,SI	24094.55 	: 	: 	25263.23 
THS_NAC,PERS,N1-3,WORLD,PACK,SK	43544.31 u	: 	: 	44821.77 u
THS_NAC,PERS,N1-3,WORLD,TOTAL,AT	3066613.17 	: 	: 	2843246.61 
THS_NAC,PERS,N1-3,WORLD,TOTAL,BE	1300085.3 b	: 	: 	1006346.95 
THS_NAC,PERS,N1-3,WORLD,TOTAL,BG	411164.16 	: 	: 	384197.93 
THS_NAC,PERS,N1-3,WORLD,TOTAL,CH	: 	: 	2773163.85 	2544598.04 
THS_NAC,PERS,N1-3,WORLD,TOTAL,CY	262364.43 	: 	: 	181676.21 
THS_NAC,PERS,N1-3,WORLD,TOTAL,CZ	27245022.91 	: 	: 	21220636.49 
THS_NAC,PERS,N1-3,WORLD,TOTAL,DE	18456146.35 	: 	: 	17069633.52 
THS_NAC,PERS,N1-3,WORLD,TOTAL,DK	: 	: 	: 	34234979.21 
THS_NAC,PERS,N1-3,WORLD,TOTAL,EE	285680.36 	: 	: 	202183.93 
THS_NAC,PERS,N1-3,WORLD,TOTAL,EL	: 	: 	: 	246087.49 
THS_NAC,PERS,N1-3,WORLD,TOTAL,ES	11691996.7 	: 	: 	7187287.42 
THS_NAC,PERS,N1-3,WORLD,TOTAL,FI	4550985.18 	: 	: 	4185370.39 
THS_NAC,PERS,N1-3,WORLD,TOTAL,FR	15886378.06 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TOTAL,HR	: 	: 	: 	3274954.91 
THS_NAC,PERS,N1-3,WORLD,TOTAL,HU	310412309.89 	: 	: 	219318990.51 
THS_NAC,PERS,N1-3,WORLD,TOTAL,IE	1802841.09 	: 	: 	1313876.88 
THS_NAC,PERS,N1-3,WORLD,TOTAL,IT	4996462.43 	: 	: 	3355843.13 
THS_NAC,PERS,N1-3,WORLD,TOTAL,LT	184236.57 	: 	: 	157179.41 
THS_NAC,PERS,N1-3,WORLD,TOTAL,LU	: 	: 	: 	213323.03 
THS_NAC,PERS,N1-3,WORLD,TOTAL,LV	: 	156405.27 	: 	140693.32 
THS_NAC,PERS,N1-3,WORLD,TOTAL,MT	92669.62 	80216.7 	61810.82 	50003.32 
THS_NAC,PERS,N1-3,WORLD,TOTAL,NL	2820396.85 	: 	: 	1971099.04 
THS_NAC,PERS,N1-3,WORLD,TOTAL,NO	34493004.9 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TOTAL,PL	10526248.2 	: 	: 	6231883.03 
THS_NAC,PERS,N1-3,WORLD,TOTAL,PT	810661.18 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TOTAL,RO	3895423.98 	: 	: 	2881404.56 
THS_NAC,PERS,N1-3,WORLD,TOTAL,SE	: 	: 	: 	25753800.9 
THS_NAC,PERS,N1-3,WORLD,TOTAL,SI	260220.86 	: 	: 	224112.87 
THS_NAC,PERS,N1-3,WORLD,TOTAL,SK	705331.54 	: 	: 	387925.9 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,AT	277501.8 	: 	: 	281813.39 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,BE	110568.31 b	: 	: 	112457.73 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,BG	40756.74 	: 	: 	34142.08 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,CH	: 	: 	286316.15 u	269082.23 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,CY	30730.86 	: 	: 	43673.14 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,CZ	1320343.71 	: 	: 	1265287.98 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,DE	1254569.96 	: 	: 	1286564.43 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,DK	: 	: 	: 	2694595.66 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,EE	17758.15 	: 	: 	7538.28 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,EL	: 	: 	: 	36014.29 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,ES	843950.68 	: 	: 	392821.36 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,FI	521539.38 	: 	: 	501626.91 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,FR	8874257.88 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,HR	: 	: 	: 	506223.65 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,HU	10500873.79 	: 	: 	4760938.58 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,IE	83153.84 	: 	: 	46076.77 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,IT	499829.75 	: 	: 	281795.08 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,LT	20861.93 	: 	: 	3953.2 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,LU	: 	: 	: 	12849.43 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,LV	: 	: 	: 	9728.58 u
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,MT	14437.7 	: 	: 	10166.69 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,NL	336016.56 	: 	: 	185735.95 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,PL	114215.55 	: 	: 	206531.17 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,PT	27526.51 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,RO	81738.52 	: 	: 	68108.43 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,SE	: 	: 	: 	5791056.02 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,SI	29461.68 	: 	: 	28442.03 
THS_NAC,PERS,N1-3,WORLD,TRA_TO_TA,SK	: c	: 	: 	: u
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,AT	595626.56 	: 	: 	464399.95 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,BE	405548.53 b	: 	: 	303679.53 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,BG	7360.06 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,CH	: 	: 	806135.24 	643877.98 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,CY	121477.14 	: 	: 	50747.21 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,CZ	1950294.94 	: 	: 	680251.78 u
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,DE	5029065.24 	: 	: 	4201495.32 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,DK	: 	: 	: 	20668181.87 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,EE	62884.03 	: 	: 	56335.13 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,EL	: 	: 	: 	25333.41 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,ES	1952562.17 	: 	: 	148535.35 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,FI	1836914.72 	: 	: 	1329040.19 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,FR	3236365.95 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,HR	: 	: 	: 	245109.67 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,HU	29570697.71 	: 	: 	11338337.38 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,IE	718856.41 	: 	: 	493063.65 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,IT	1412247.87 	: 	: 	710838.14 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,LT	21324.81 	: 	: 	14348.81 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,LU	: 	: 	: 	64019.84 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,LV	: 	: 	: 	14306.61 u
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,MT	47687.69 	: 	: 	18781.88 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,NL	767302.29 	: 	: 	334871.19 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,PL	1253625.27 	: 	: 	360652.27 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,PT	90359.86 	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,RO	53018.62 u	: 	: 	26352.01 u
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,SE	: 	: 	: 	8909655.24 
THS_NAC,PERS,N1-3,WORLD,TRA_WEB,SI	21767.25 	: 	: 	11338.08 u
