unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_EUR,PROF,N4-7,WORLD,EL	: 	55448.31 	41859.09 	44434.25 	62401.78 	29572.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,ES	1330068.2 	1347191.84 	784425.68 b	720016.19 	1027769.57 	1132374.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,EU27	: 	: 	17002609.95 e	17127041.23 e	20306194.24 e	22714879.67 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,EU28	: 	: 	17362639.21 e	17262206.7 e	20408184.01 e	22822532.53 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,FI	711555.85 	839287.86 	746090.05 	659880.36 	718724.87 	871900.16 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,FR	2890624.54 	2266871.84 	2259971.19 	2860782.18 	3124130.53 	2841202.69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,HR	164386.29 	92161.86 	332831.92 	136388.76 	103317.97 	109245.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,HU	109693.56 	127458.21 	101588.58 	79615.37 	65042.81 	78799.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,IE	380975.81 	396294.79 	259938.5 	288130.88 	273711.64 	230994.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,IT	856442.95 	540264.62 	660638.95 	578390.24 b	541006.48 	1418565.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,LT	85989.07 	77012.34 	69952.79 	78131.16 	70172.22 	50796.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,LU	: 	65227.28 	81152.93 	96210.96 	89354.71 	70546.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,LV	: 	36834.8 u	27822.67 u	20578.4 u	29519.22 	27986.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,MT	33838.44 	21351.41 	30376.7 	21305.16 b	27476.55 	24024.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,NL	841761.22 	512389.46 	455558.59 	398741.28 	449067.3 	402700.7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,NO	876242.18 	654535.64 	540921.22 	634889.6 	367196.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,PL	285895.95 	253937.46 	243771.25 	236943.51 b	326742.76 	975015.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,PT	81032.57 	90697.1 	87183.43 	79885.47 	67391.9 	41829.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,RO	38138.72 	20187.15 	30695.37 	17101.41 	18903.24 	13207.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,SE	: 	301888.11 	260361.47 	226162.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,SI	91615.08 	117063.81 	71811.69 	66698.11 	58447.35 	76487.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,SK	: c	: u	: u	: u	: u	88488.97 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N4-7,WORLD,UK	: 	: 	: 	: 	2713133.77 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,AT	38276.54 u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,BE	: u	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,CH	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,CY	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,CZ	: c	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,DE	: c	743301.82 u	649633.06 u	602687.01 u	614245.14 u	510448.46 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,DK	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,EA	: 	: 	: 	1223732.73 e	1313876.84 e	1143834.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,EL	: 	8215.34 u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,ES	92808 	184975.03 	69065.65 bu	67324.33 	65511.37 	103007.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,EU27	: 	: 	1680437.58 e	1624216.47 e	1618495.27 e	1544594.38 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,EU28	: 	: 	1702239.04 e	1630757.41 e	1630097.58 e	1554905.43 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,FR	415134.69 	360334.83 	436821.15 	440831.8 	482340.01 	380740.48 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,HR	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,HU	: c	: u	: u	: u	: u	4000.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,LT	: c	: u	: u	840.68 u	836.73 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,LU	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,LV	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,MT	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,NL	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,NO	62440.43 u	146626.72 u	90069.75 u	54575.61 u	63316.38 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,PL	38684.48 	34374.21 	35342.38 u	22326.74 b	120008.65 	154308.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,PT	8767.66 u	8831.4 u	8197.69 u	9509.32 u	7632.35 	5784.67 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,RO	38336.89 	34258.68 	39316.33 	34027.96 	35803.03 	26628.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,SK	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,DOM,UK	: 	: 	: 	: 	109800.56 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,AT	275520.02 u	161116.72 u	295030.33 	286624.59 	176293.93 u	175975.12 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,BE	205689.13 b	125102.09 	159930.66 	161294.93 	224116.71 	244267.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,CY	: c	: u	: u	: u	26999.88 u	18724.48 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,DE	3465973.45 u	2377684.28 u	2567579.96 u	2783864.18 u	2799917.49 u	3123970.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,DK	: 	71751.75 u	194153.28 u	: u	182628.38 bu	311319.09 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,EA	: 	: 	: 	4768472.21 e	4722956.39 e	5166108.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,EE	40843.56 u	49943.09 u	38827.63 u	48046.42 	11116.88 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,EL	: 	20753.47 u	12664.96 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,ES	272098.49 	272748.53 	187976.26 bu	99547.29 	87915.32 	144898.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,EU27	: 	: 	5992653.54 e	6016669.2 e	6241531.95 e	6540294.53 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,EU28	: 	: 	5994407.32 e	6047958.8 e	6282023.16 e	6595484.05 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,FI	211293.22 u	199074.32 u	341929.23 u	: u	265343.55 u	279134.09 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,FR	435236.18 	420219.65 	410209.22 	529863.3 	482965.6 	468994.45 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,HR	: u	: u	: u	: u	: u	55192.4 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,HU	40763.81 	41547.23 	51834.55 	24339.81 	28096.08 	18973.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,IE	172147.71 u	223003.87 	148913.99 u	126237.73 u	112023.07 u	79208.83 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,IT	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,LT	36055.81 	35795.59 	32687.6 	17409.58 	33146.88 	22852.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,LU	: 	26966.72 u	31184.44 u	28755.23 u	40016.41 u	37692.26 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,LV	: 	: c	: u	: u	: u	35083.19 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,MT	: c	: c	: c	: u	8212.16 	9585.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,NL	346141.59 	194769.4 u	100559.9 u	131260.31 u	202193.89 u	161784.85 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,NO	: u	: u	195852.7 u	118520.53 u	57586.86 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,PL	124390.22 	91663.51 	98620.92 	102823.05 b	105679.98 u	115573.02 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,PT	26652.47 u	30861.94 u	30372.09 u	21279.54 u	14646.47 u	20367.05 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,RO	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,SE	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,SI	: c	: u	45635.61 u	27422.55 u	23980.3 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,SK	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,OUT,UK	: 	: 	: 	: 	980244.65 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,AT	313796.55 	180682.56 u	313162.89 	308675.87 	182739.78 u	182270.25 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,BE	205891.16 b	125102.09 	160231.7 	161815.32 	226873.5 	248135.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,CY	: c	: u	: u	: u	26999.88 u	18724.48 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,DE	3821404.1 	3120986.1 	3217213.02 	3386551.19 	3414162.64 	3634418.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,DK	: 	77286.37 u	242225.71 u	125111.19 bu	182628.38 bu	332137.47 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,EA	: 	: 	: 	5992204.94 e	6036833.23 e	6309943.04 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,EE	41302.99 u	55017.07 	42525.88 u	48161.07 	11408.22 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,EL	: 	28968.81 	14547.55 u	12549.42 u	22154.84 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,ES	364906.49 	457723.56 	257041.91 b	166871.62 	153426.7 	247905.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,EU27	: 	: 	7673091.12 e	7640885.67 e	7860027.22 e	8084888.91 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,EU28	: 	: 	7696646.36 e	7678716.21 e	7912120.74 e	8150389.48 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,FI	238439.98 u	225081.75 u	366606.77 u	174077.46 u	279720.33 u	300348.36 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,FR	850370.87 	780554.48 	847030.37 	970695.1 	965305.61 	849734.93 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,HR	66569.66 u	32980.36 u	28757.98 u	41203.15 u	52368.95 u	65555.42 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,HU	40917.17 	42880.86 	52364.23 	24379.73 	29062.36 	22973.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,IE	179488.17 u	225174.34 	151179.68 u	129052.2 u	114080.61 u	83981.91 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,IT	: u	240758.29 u	: u	: u	337890.22 u	455815.1 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,LT	38281.11 	36870.94 	33840.59 	18250.25 	33983.61 	22983.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,LU	: 	26966.72 u	31700.87 u	28755.23 u	40016.41 u	37692.26 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,LV	: 	: c	: u	: u	: u	35449.98 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,MT	: c	: c	: c	: u	8212.16 	9585.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,NL	382647.77 	205954.17 u	105402.48 u	134797.1 u	204998.12 u	163214.33 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,PROF,N8-14,WORLD,NO	195173.42 u	373921.43 	285922.45 	173096.14 	120903.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
