duration,dest,purpose,tinfo,unit,geo\time	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 
N_GE1,TOTAL,PERS,PYM07,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22557636 	22557636 	22557636 	22557636 	21693699 	21693699 	21693699 	21693699 	24744826 	24744826 	24744826 	24744826 	24869666 	24869666 	24869666 	24869666 	29656472 	29656472 	29656472 	29656472 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150503740 	150503740 	150503740 	150503740 	147589161 	147589161 	147589161 	147589000 	159508000 	159508000 	159508000 	159508000 	181580000 	181580000 	181580000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	28853308 	: 	: 	: 	29446660 	: 	: 	: 	33400234 	: 	: 	: 	37858073 	: 	: 	: 	27363853 	: 	: 	: 	17248698 	: 	: 	: 	19153229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,ES	: 	: 	: 	: 	: 	64090071 	64090071 	64090071 	61792711 	61792711 	61792711 	61792711 	61421151 	60982889 	60982889 	60982889 	63000737 	63000737 	63000737 	63000737 	53376994 	53376994 	53376994 	53376994 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,FI	: 	: 	: 	: 	: 	1032000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26000 	: 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	127250000 	127250000 	: 	: 	130143000 	130143000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,HU	: 	: 	: 	10750393 	: 	10336795 	10336795 	10336795 	13508078 	13508078 	13508078 	13508078 	13136354 	13136354 	13136354 	13136354 	12275943 	12275943 	12275943 	12275943 	11585343 	11585343 	11585343 	11585343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	11003000 	: 	: 	: 	: 	: 	: 	: 	10040000 	: 	: 	: 	9567000000 	: 	: 	: 	8825000 	: 	: 	: 	8040000 	: 	: 	: 	7500000 	: 	: 	: 	7400000 	: 	: 	: 	6737000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,NL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,PT	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8791068 	: 	: 	11222735 	11222735 	11222735 	11222735 	: 	10171538 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	8698793 	8698793 	: 	: 	: 	1345634 	: 	: 	6836776 	6836776 	: 	: 	7801869 	7801869 	: 	: 	10891454 	10891454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,SK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1003923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM07,NR,UK	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,CY	: 	: 	: 	: 	: 	3418953 	: 	: 	: 	3317378 	: 	: 	: 	3328944 	: 	: 	: 	: 	: 	: 	: 	1483246 	: 	: 	: 	1426199 	: 	: 	: 	1147602 	: 	: 	: 	1305153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20478868 	20478868 	20478868 	20478868 	22111170 	22111170 	22111170 	22111170 	24088514 	24088514 	24088514 	24088514 	27207726 	27207726 	27207726 	27207726 	25804905 	25804905 	25804905 	25804905 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	138994574 	138994574 	138994574 	138994574 	218742684 	218742684 	218742684 	218743000 	218714000 	218714000 	218714000 	218714000 	194827000 	194827000 	194827000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	38396358 	: 	: 	: 	37015115 	: 	: 	: 	36532196 	: 	: 	: 	34049450 	: 	: 	: 	28123671 	: 	: 	: 	18213846 	: 	: 	: 	16473553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,ES	: 	: 	: 	: 	: 	158378051 	158378051 	158378051 	165212277 	165212277 	165212277 	165212277 	157128061 	156043307 	156043307 	156043307 	146538681 	146538681 	146538681 	146538681 	150628900 	150628900 	150628900 	150628900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,FI	: 	: 	: 	: 	: 	: 	929000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	512000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	415000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	36083 	0 	0 	0 	0 	0 	0 	0 	0 	0 	257376000 	257376000 	: 	: 	261672000 	261672000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,HU	: 	: 	: 	12764194 	: 	13222935 	13222935 	13222935 	15112786 	15112786 	15112786 	15112786 	15398634 	15398634 	15398634 	15398634 	16010172 	16010172 	16010172 	16010172 	14874707 	14874707 	14874707 	14874707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	8099000 	: 	: 	: 	: 	: 	: 	: 	7034000 	: 	: 	: 	7010000000 	: 	: 	: 	6366000 	: 	: 	: 	6346000 	: 	: 	: 	6145000 	: 	: 	: 	5412000 	: 	: 	: 	5016000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2961287 	2197436 	: 	: 	: 	: 	: 	: 	1668389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,NL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,PT	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16822330 	: 	: 	19116933 	19116933 	19116933 	19116933 	: 	18481538 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	13118006 	13118006 	: 	: 	: 	2058602 	: 	: 	8086781 	8086781 	: 	: 	9793865 	9793865 	: 	: 	11817105 	11817105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,SK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM08,NR,UK	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,CY	: 	: 	: 	: 	: 	1119240 	: 	: 	: 	1296686 	: 	: 	: 	1284103 	: 	: 	: 	: 	: 	: 	: 	753376 	: 	: 	: 	766072 	: 	: 	: 	651603 	: 	: 	: 	715638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10939637 	10939637 	10939637 	10939637 	12700288 	12700288 	12700288 	12700288 	10724119 	10724119 	10724119 	10724119 	11556302 	11556302 	11556302 	11556302 	11700474 	11700474 	11700474 	11700473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	69260447 	69260447 	69260447 	69260447 	103779572 	103779572 	103779572 	103780000 	132196000 	132196000 	132196000 	132196000 	127973000 	127973000 	127973000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	4227636 	: 	: 	: 	4429939 	: 	: 	: 	3061575 	: 	: 	: 	4334462 	: 	: 	: 	3708190 	: 	: 	: 	1780583 	: 	: 	: 	1190188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,ES	: 	: 	: 	: 	: 	61399616 	61399616 	61399616 	57422217 	57422217 	57422217 	57422217 	74491770 	74193135 	74193135 	74193135 	67578930 	67578930 	67578930 	67578930 	72348151 	72348151 	72348151 	72348151 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,FI	: 	860000 	: 	: 	: 	: 	: 	404000 	: 	: 	751000 	: 	: 	: 	1194000 	376000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	559000 	: 	: 	: 	: 	416000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	583993 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	443333 	93477000 	93477000 	: 	: 	99812000 	99812000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,HU	: 	: 	: 	5315906 	: 	5878420 	5878420 	5878420 	6985316 	6985316 	6985316 	6985316 	7407853 	7407853 	7407853 	7407853 	7098920 	7098920 	7098920 	7098920 	6572667 	6572667 	6572667 	6572667 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	5477000 	: 	: 	: 	: 	: 	: 	: 	4651000 	: 	: 	: 	4004000000 	: 	: 	: 	3588000 	: 	: 	: 	3675000 	: 	: 	: 	3903000 	: 	: 	: 	3586000 	: 	: 	2718000 	3253000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	378326 	: 	: 	: 	: 	: 	: 	: 	: 	250275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,NL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,PT	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3641545 	: 	: 	3756168 	3756168 	3756168 	3756168 	: 	4130560 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	2278450 	2278450 	: 	: 	: 	717093 	: 	: 	1606482 	1606482 	: 	: 	2372856 	2372856 	: 	: 	2714521 	2715421 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,SK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	1117260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM09,NR,UK	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	738839 	: 	: 	: 	729932 	: 	: 	: 	: 	: 	: 	: 	477721 	: 	: 	: 	437199 	: 	: 	: 	415055 	: 	: 	: 	414386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6306009 	6306009 	6306009 	6306009 	5936183 	5936183 	5936183 	5936183 	5274637 	5274637 	5274637 	5274637 	6133394 	6133394 	6133394 	6133394 	6548510 	6548510 	6548510 	6548510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	114109914 	114109914 	114109914 	114109914 	120324775 	120324775 	120324775 	120325000 	161862000 	161862000 	161862000 	161862000 	134795000 	134795000 	134795000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	2202078 	: 	: 	: 	2624874 	: 	: 	: 	3946079 	: 	: 	: 	4064602 	: 	: 	: 	3584557 	: 	: 	: 	2042952 	: 	: 	: 	3312706 	: 	: 	: 	1452793 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,ES	: 	: 	: 	: 	: 	39809369 	39809369 	39809369 	32319030 	32319030 	32319030 	32319030 	34412458 	34315835 	34315835 	34315835 	34448811 	34448811 	34448811 	34448811 	36543453 	36543453 	36543453 	36543453 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,FI	: 	: 	492000 	: 	: 	: 	535000 	843000 	: 	: 	500000 	: 	: 	: 	488000 	: 	: 	: 	: 	232000 	: 	: 	: 	244000 	: 	: 	: 	: 	: 	: 	: 	424000 	: 	: 	: 	168000 	: 	3000 	: 	: 	: 	: 	: 	357000 	: 	: 	445000 	374000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,FR	0 	0 	0 	878485 	0 	0 	0 	286134 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	981074 	0 	0 	0 	1065181 	53444000 	: 	: 	: 	44862000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,TOTAL,PERS,PYM10,NR,HU	: 	: 	: 	4024803 	: 	4317922 	4317922 	4317922 	5284562 	5284562 	5284562 	5284562 	5441069 	5441069 	5441069 	5441069 	5350976 	5350976 	5350976 	5350976 	4235006 	4235006 	4235006 	4235006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
