duration,dest,purpose,tinfo,unit,geo\time	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 
N_GE1,DOM,PROF,PYM05,NR,ES	: 	: 	: 	: 	: 	7572620 	7572620 	7572620 	7557411 	7557411 	7557411 	7557411 	6867921 	6867921 	6867921 	6867921 	4089028 	4089028 	4089028 	4089028 	5692649 	5692649 	5692649 	5692649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1103000 	1103000 	1103000 	: 	939000 	939000 	939000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,HU	: 	: 	: 	31637 	: 	33909 	33909 	33909 	52825 	52825 	52825 	52825 	69323 	69323 	69323 	69323 	96622 	96622 	96622 	96622 	102510 	102510 	102510 	102510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	138000 	: 	: 	: 	201000 	: 	: 	: 	251000 	: 	: 	: 	150000 	: 	: 	: 	118000 	: 	: 	: 	133000 	: 	: 	: 	153000 	: 	: 	: 	102000 	: 	: 	: 	143000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,LV	: 	: 	: 	8583 	: 	60671 	: 	60671 	82082 	82082 	82082 	82082 	124888 	124888 	124888 	124888 	47052 	47052 	47052 	47052 	61161 	61161 	61161 	36304 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,PT	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	207743 	: 	: 	548786 	548786 	548786 	548786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	95403 	95403 	95403 	: 	: 	39343 	39343 	: 	34848 	34848 	34848 	: 	34848 	34848 	34848 	: 	179628 	179628 	179628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM05,NR,SK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	621609 	621609 	621609 	621609 	527919 	527919 	527919 	527919 	713994 	713994 	713994 	713994 	530082 	530082 	530082 	530082 	724499 	724499 	724499 	724499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	4104000 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	616455 	: 	: 	: 	429961 	: 	: 	: 	270795 	: 	: 	: 	274219 	: 	: 	: 	399479 	: 	: 	: 	96567 	: 	: 	: 	259137 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,ES	: 	: 	: 	: 	: 	7789753 	7789753 	7789753 	7594403 	7594403 	7594403 	7594403 	7098776 	7098776 	7098776 	7098776 	4738159 	4738159 	4738159 	4738159 	7023138 	7023138 	7023138 	7023138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1262000 	1262000 	1262000 	: 	1881000 	1881000 	1881000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,HU	: 	: 	: 	18835 	: 	47160 	47160 	47160 	61645 	61645 	61645 	61645 	96198 	96198 	96198 	96198 	101147 	101147 	101147 	101147 	88498 	88498 	88498 	88498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150000 	: 	: 	: 	144000 	: 	: 	: 	268000 	: 	: 	: 	187000 	: 	: 	: 	171000 	: 	: 	: 	144000 	: 	: 	: 	155000 	: 	: 	: 	132000 	: 	: 	: 	154000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,LV	: 	: 	: 	11806 	: 	52001 	: 	52001 	26450 	26450 	26450 	26450 	92719 	92719 	92719 	92719 	56432 	56432 	56432 	56432 	59542 	59542 	59542 	29166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,PT	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	284374 	: 	: 	372707 	372707 	372707 	372707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	158180 	158180 	158180 	: 	: 	41390 	41390 	: 	110421 	110421 	110421 	: 	110421 	110421 	110421 	: 	134148 	134148 	194467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM06,NR,SK	0 	0 	0 	0 	: 	: 	8750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	198950 	198950 	198950 	198950 	461796 	461796 	461796 	461796 	327189 	327189 	327189 	327189 	626819 	626819 	626819 	626819 	630677 	630677 	630677 	630677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	3481000 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	972297 	: 	: 	: 	1314746 	: 	: 	: 	955441 	: 	: 	: 	1689564 	: 	: 	: 	1030141 	: 	: 	: 	463447 	: 	: 	: 	748306 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,ES	: 	: 	: 	: 	: 	6979291 	6979291 	6979291 	7053414 	7053414 	7053414 	7053414 	7243813 	7243813 	7243813 	7243813 	5898506 	5898506 	5898506 	5898506 	10467755 	10467755 	10467755 	10467755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1830000 	1830000 	: 	: 	2272000 	2272000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,HU	: 	: 	: 	20374 	: 	30346 	30346 	30346 	33179 	33179 	33179 	33179 	38713 	38713 	38713 	38713 	54929 	54929 	54929 	54929 	22365 	22365 	22365 	22365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	124000 	: 	: 	: 	: 	: 	: 	: 	202000 	: 	: 	: 	145000000 	: 	: 	: 	113000 	: 	: 	: 	107000 	: 	: 	: 	100000 	: 	: 	: 	178000 	: 	: 	: 	145000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,LV	: 	: 	: 	89636 	: 	68370 	: 	68370 	103944 	103944 	103944 	103944 	56352 	56352 	56352 	56352 	44487 	44487 	44487 	44487 	113371 	113371 	113371 	45711 	115883 	115883 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,PT	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	314220 	: 	: 	214497 	214497 	214497 	214497 	: 	279812 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	40164 	40164 	: 	: 	: 	165755 	: 	: 	50028 	50028 	: 	: 	73409 	73409 	: 	: 	103996 	103996 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM07,NR,SK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	457871 	457871 	457871 	457871 	524945 	524945 	524945 	524945 	276291 	276291 	276291 	276291 	431206 	431206 	431206 	431206 	302772 	302772 	302772 	302772 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	2909000 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	184978 	: 	: 	: 	160564 	: 	: 	: 	385499 	: 	: 	: 	255032 	: 	: 	: 	534539 	: 	: 	: 	245208 	: 	: 	: 	375566 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,ES	: 	: 	: 	: 	: 	5118429 	5118429 	5118429 	5525111 	5525111 	5525111 	5525111 	5315655 	5315655 	5315655 	5315655 	4550868 	4550868 	4550868 	4550868 	8226336 	8226336 	8226336 	8226336 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2426000 	2426000 	: 	: 	1729000 	1729000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,HU	: 	: 	: 	30745 	: 	66172 	66172 	66172 	44779 	44779 	44779 	44779 	65510 	65510 	65510 	65510 	74382 	74382 	74382 	74382 	54669 	54669 	54669 	54669 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	93000 	: 	: 	: 	: 	: 	: 	: 	76000 	: 	: 	: 	120000000 	: 	: 	: 	140000 	: 	: 	: 	114000 	: 	: 	: 	97000 	: 	: 	: 	142000 	: 	: 	: 	66000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,LV	: 	: 	: 	31176 	: 	35752 	: 	35752 	63188 	63188 	63188 	63188 	37930 	37930 	37930 	37930 	38651 	38651 	38651 	38651 	37089 	37089 	37089 	18822 	111558 	111558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,PT	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	234367 	: 	: 	129431 	129431 	129431 	129431 	: 	156240 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	31112 	31112 	: 	: 	: 	123792 	: 	: 	99313 	99313 	: 	: 	85253 	85253 	: 	: 	124640 	124640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM08,NR,SK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	258278 	258278 	258278 	258278 	489702 	489702 	489702 	489702 	649174 	649174 	649174 	649174 	592819 	592819 	592819 	592819 	338791 	338791 	338791 	338791 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	4022000 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	163114 	: 	: 	: 	344385 	: 	: 	: 	203543 	: 	: 	: 	368967 	: 	: 	: 	183425 	: 	: 	: 	112591 	: 	: 	: 	205564 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,ES	: 	: 	: 	: 	: 	7134817 	7134817 	7134817 	6468541 	6468541 	6468541 	6468541 	7406432 	7406432 	7406432 	7406432 	6114621 	6114621 	6114621 	6114621 	7610496 	7610496 	7610496 	7610496 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,FR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1265000 	1265000 	: 	: 	1430000 	1430000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,HU	: 	: 	: 	3342 	: 	27155 	27155 	27155 	46952 	46952 	46952 	46952 	47921 	47921 	47921 	47921 	69051 	69051 	69051 	69051 	48222 	48222 	48222 	48222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	103000 	: 	: 	: 	: 	: 	: 	: 	118000 	: 	: 	: 	148000000 	: 	: 	: 	129000 	: 	: 	: 	161000 	: 	: 	: 	161000 	: 	: 	: 	156000 	: 	: 	143000 	103000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	772715 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1929380 	737978 	: 	: 	: 	: 	: 	: 	2391803 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,LV	: 	: 	: 	59343 	: 	97532 	: 	97532 	120989 	120989 	120989 	120989 	61754 	61754 	61754 	61754 	58823 	58823 	58823 	58823 	70446 	70446 	70446 	30161 	149739 	149739 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE1,DOM,PROF,PYM09,NR,PT	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	333742 	: 	: 	225798 	225798 	225798 	225798 	: 	268294 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
