unit,purpose,duration,partner,tripdest,geo\time	2017 	2016 	2015 	2014 	2013 
NR,PERS,N_GE1,WORLD,CRS,EU28	: 	: 	: 	: 	11163167 e
NR,PERS,N_GE1,WORLD,CRS,FI	: 	2143764 	: 	: 	2261867 
NR,PERS,N_GE1,WORLD,CRS,FR	741545 	720145 	: 	: 	815994 
NR,PERS,N_GE1,WORLD,CRS,HR	: 	: u	: 	: 	55619 u
NR,PERS,N_GE1,WORLD,CRS,HU	6693 u	10743 u	: 	: 	8734 u
NR,PERS,N_GE1,WORLD,CRS,IE	: 	73648 	: 	: 	68569 
NR,PERS,N_GE1,WORLD,CRS,IT	: 	: u	: 	: 	1114900 
NR,PERS,N_GE1,WORLD,CRS,LT	: 	42074 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CRS,LU	: 	12499 	: 	: 	7886 u
NR,PERS,N_GE1,WORLD,CRS,LV	: 	50181 u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,MT	: 	8862 u	: 	: 	2879 
NR,PERS,N_GE1,WORLD,CRS,NL	: 	187862 	: 	: 	290372 
NR,PERS,N_GE1,WORLD,CRS,NO	97261 u	210206 	144876 u	171808 	228804 
NR,PERS,N_GE1,WORLD,CRS,PL	: 	411982 	: 	: 	86672 u
NR,PERS,N_GE1,WORLD,CRS,PT	: 	12277 u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,RO	78445 	76127 	: 	: 	130300 
NR,PERS,N_GE1,WORLD,CRS,SE	: 	721013 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CRS,SI	: 	: u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,SK	: 	: u	: 	: 	: u
NR,PERS,N_GE1,WORLD,CRS,UK	: 	: 	: 	: 	151972 
NR,PERS,N_GE1,WORLD,CTRY,AT	8059545 	8232787 	: 	: 	2858901 
NR,PERS,N_GE1,WORLD,CTRY,BE	: 	3817870 	: 	: 	3236643 
NR,PERS,N_GE1,WORLD,CTRY,BG	: 	495972 	: 	: 	643538 
NR,PERS,N_GE1,WORLD,CTRY,CH	: 	3800801 	3326242 	: 	2548030 
NR,PERS,N_GE1,WORLD,CTRY,CY	: 	16948 u	: 	: 	35179 u
NR,PERS,N_GE1,WORLD,CTRY,CZ	: 	15883328 	: 	: 	13418152 
NR,PERS,N_GE1,WORLD,CTRY,DE	: 	88577184 	: 	: 	84613104 
NR,PERS,N_GE1,WORLD,CTRY,DK	: 	1868463 	: 	: 	4470114 
NR,PERS,N_GE1,WORLD,CTRY,EA	: 	: 	: 	: 	269703125 e
NR,PERS,N_GE1,WORLD,CTRY,EE	: 	1221279 	: 	: 	758080 
NR,PERS,N_GE1,WORLD,CTRY,EL	: 	305293 	: 	: 	364005 
NR,PERS,N_GE1,WORLD,CTRY,ES	: 	55344843 	: 	: 	52775814 
NR,PERS,N_GE1,WORLD,CTRY,EU27	: 	: 	: 	: 	347387459 e
NR,PERS,N_GE1,WORLD,CTRY,EU28	: 	: 	: 	: 	348759224 e
NR,PERS,N_GE1,WORLD,CTRY,FI	: 	13082797 	: 	: 	13115971 
NR,PERS,N_GE1,WORLD,CTRY,FR	73953537 	75313057 	: 	: 	84235240 
NR,PERS,N_GE1,WORLD,CTRY,HR	: 	225189 	: 	: 	1401544 
NR,PERS,N_GE1,WORLD,CTRY,HU	5614233 	5256172 	: 	: 	5072290 
NR,PERS,N_GE1,WORLD,CTRY,IE	: 	2482201 	: 	: 	2029083 
NR,PERS,N_GE1,WORLD,CTRY,IT	: 	3882564 	: 	: 	4413493 
NR,PERS,N_GE1,WORLD,CTRY,LT	: 	639522 	: 	: 	936180 
NR,PERS,N_GE1,WORLD,CTRY,LU	: 	340721 	: 	: 	415847 
NR,PERS,N_GE1,WORLD,CTRY,LV	: 	689730 	: 	: 	1075253 
NR,PERS,N_GE1,WORLD,CTRY,MT	: 	209950 	: 	: 	41622 
NR,PERS,N_GE1,WORLD,CTRY,NL	: 	12822278 	: 	: 	13999654 
NR,PERS,N_GE1,WORLD,CTRY,NO	1844987 	1674373 	1789696 	1913196 	1583738 
NR,PERS,N_GE1,WORLD,CTRY,PL	: 	11222964 	: 	: 	10365808 
NR,PERS,N_GE1,WORLD,CTRY,PT	: 	4355589 	: 	: 	4372350 
NR,PERS,N_GE1,WORLD,CTRY,RO	4778117 	4559186 	: 	: 	5402151 
NR,PERS,N_GE1,WORLD,CTRY,SE	: 	10628614 	: 	: 	: 
NR,PERS,N_GE1,WORLD,CTRY,SI	: 	854779 	: 	: 	1161498 
NR,PERS,N_GE1,WORLD,CTRY,SK	: 	2069740 	: 	: 	1243548 
NR,PERS,N_GE1,WORLD,CTRY,UK	: 	: 	: 	: 	29705796 
NR,PERS,N_GE1,WORLD,MNT,AT	2875289 	2893484 	: 	: 	962237 
NR,PERS,N_GE1,WORLD,MNT,BE	: 	2498578 	: 	: 	2440990 
NR,PERS,N_GE1,WORLD,MNT,BG	: 	368641 	: 	: 	440130 
NR,PERS,N_GE1,WORLD,MNT,CH	: 	3664110 	3421021 	: 	3548298 
NR,PERS,N_GE1,WORLD,MNT,CY	: 	311155 	: 	: 	341996 
NR,PERS,N_GE1,WORLD,MNT,CZ	: 	5700977 	: 	: 	4549492 
NR,PERS,N_GE1,WORLD,MNT,DE	: 	34264742 	: 	: 	31402461 
NR,PERS,N_GE1,WORLD,MNT,DK	: 	1021907 	: 	: 	3779515 
NR,PERS,N_GE1,WORLD,MNT,EA	: 	: 	: 	: 	115797092 e
NR,PERS,N_GE1,WORLD,MNT,EE	: 	68802 	: 	: 	53963 
NR,PERS,N_GE1,WORLD,MNT,EL	: 	313386 	: 	: 	595987 
NR,PERS,N_GE1,WORLD,MNT,ES	: 	18227890 	: 	: 	16191998 
NR,PERS,N_GE1,WORLD,MNT,EU27	: 	: 	: 	: 	145847618 e
NR,PERS,N_GE1,WORLD,MNT,EU28	: 	: 	: 	: 	146444915 e
NR,PERS,N_GE1,WORLD,MNT,FI	: 	2490437 	: 	: 	2449782 
NR,PERS,N_GE1,WORLD,MNT,FR	33251068 	34425063 	: 	: 	39938819 
NR,PERS,N_GE1,WORLD,MNT,HR	: 	59324 	: 	: 	609396 
NR,PERS,N_GE1,WORLD,MNT,HU	1256460 	1078472 	: 	: 	1011300 
NR,PERS,N_GE1,WORLD,MNT,IE	: 	776032 	: 	: 	659718 
NR,PERS,N_GE1,WORLD,MNT,IT	: 	9666904 	: 	: 	10250290 
NR,PERS,N_GE1,WORLD,MNT,LT	: 	21251 	: 	: 	23504 
NR,PERS,N_GE1,WORLD,MNT,LU	: 	144554 	: 	: 	200074 
NR,PERS,N_GE1,WORLD,MNT,LV	: 	75322 u	: 	: 	: u
NR,PERS,N_GE1,WORLD,MNT,MT	: 	66383 	: 	: 	11066 
NR,PERS,N_GE1,WORLD,MNT,NL	: 	6961413 	: 	: 	7056295 
NR,PERS,N_GE1,WORLD,MNT,NO	2489996 	2401437 	2251996 	2309071 	2091678 
NR,PERS,N_GE1,WORLD,MNT,PL	: 	6558891 	: 	: 	7465950 
NR,PERS,N_GE1,WORLD,MNT,PT	: 	1978411 	: 	: 	1094441 
NR,PERS,N_GE1,WORLD,MNT,RO	4128696 	4097991 	: 	: 	3883214 
NR,PERS,N_GE1,WORLD,MNT,SE	: 	661056 	: 	: 	: 
NR,PERS,N_GE1,WORLD,MNT,SI	: 	343438 	: 	: 	542700 
NR,PERS,N_GE1,WORLD,MNT,SK	: 	2040139 	: 	: 	1590063 
NR,PERS,N_GE1,WORLD,MNT,UK	: 	: 	: 	: 	6110168 
NR,PERS,N_GE1,WORLD,OTH,AT	166172 	151471 	: 	: 	247355 
NR,PERS,N_GE1,WORLD,OTH,BE	: 	755099 	: 	: 	780225 
NR,PERS,N_GE1,WORLD,OTH,BG	: 	: u	: 	: 	: u
NR,PERS,N_GE1,WORLD,OTH,CH	: 	258975 u	174428 u	: 	874156 
NR,PERS,N_GE1,WORLD,OTH,CY	: 	1692060 	: 	: 	39081 
NR,PERS,N_GE1,WORLD,OTH,CZ	: 	603401 	: 	: 	426953 
NR,PERS,N_GE1,WORLD,OTH,DE	: 	23186581 	: 	: 	23792928 
NR,PERS,N_GE1,WORLD,OTH,DK	: 	14554177 	: 	: 	2720804 
NR,PERS,N_GE1,WORLD,OTH,EA	: 	: 	: 	: 	49816267 e
NR,PERS,N_GE1,WORLD,OTH,EE	: 	1014834 	: 	: 	27874 u
NR,PERS,N_GE1,WORLD,OTH,EL	: 	50247 	: 	: 	56207 
NR,PERS,N_GE1,WORLD,OTH,ES	: 	13952487 	: 	: 	6394078 
NR,PERS,N_GE1,WORLD,OTH,EU27	: 	: 	: 	: 	80732213 e
NR,PERS,N_GE1,WORLD,OTH,EU28	: 	: 	: 	: 	81394451 e
NR,PERS,N_GE1,WORLD,OTH,FI	: 	1053739 	: 	: 	923450 
NR,PERS,N_GE1,WORLD,OTH,FR	34589276 	11878674 	: 	: 	11226139 
NR,PERS,N_GE1,WORLD,OTH,HR	: 	2267382 	: 	: 	662661 
NR,PERS,N_GE1,WORLD,OTH,HU	34401 	16822 	: 	: 	: u
NR,PERS,N_GE1,WORLD,OTH,IE	: 	550048 	: 	: 	508177 
NR,PERS,N_GE1,WORLD,OTH,IT	: 	1562131 	: 	: 	3681787 
NR,PERS,N_GE1,WORLD,OTH,LT	: 	268869 	: 	: 	767432 
NR,PERS,N_GE1,WORLD,OTH,LU	: 	24319 	: 	: 	13274 
NR,PERS,N_GE1,WORLD,OTH,LV	: 	2429941 	: 	: 	257152 
NR,PERS,N_GE1,WORLD,OTH,MT	: 	118750 	: 	: 	103543 
NR,PERS,N_GE1,WORLD,OTH,NL	: 	2928896 	: 	: 	903334 
NR,PERS,N_GE1,WORLD,OTH,NO	: u	: u	: u	88890 u	98882 u
NR,PERS,N_GE1,WORLD,OTH,PL	: 	540973 	: 	: 	810952 
NR,PERS,N_GE1,WORLD,OTH,PT	: 	1192542 	: 	: 	684056 
NR,PERS,N_GE1,WORLD,OTH,RO	144024 	211752 	: 	: 	391115 
NR,PERS,N_GE1,WORLD,OTH,SE	: 	14839898 	: 	: 	: 
NR,PERS,N_GE1,WORLD,OTH,SI	: 	410600 	: 	: 	323872 
NR,PERS,N_GE1,WORLD,OTH,SK	: 	: u	: 	: 	104773 u
NR,PERS,N_GE1,WORLD,OTH,UK	: 	: 	: 	: 	23991467 
NR,PERS,N_GE1,WORLD,SEA,AT	3942392 	3813345 	: 	: 	6935554 
NR,PERS,N_GE1,WORLD,SEA,BE	: 	5044551 	: 	: 	4608248 
NR,PERS,N_GE1,WORLD,SEA,BG	: 	1135282 	: 	: 	1011370 
NR,PERS,N_GE1,WORLD,SEA,CH	: 	3009373 	2690042 	: 	2610624 
NR,PERS,N_GE1,WORLD,SEA,CY	: 	547081 	: 	: 	969518 
NR,PERS,N_GE1,WORLD,SEA,CZ	: 	2393155 	: 	: 	2565659 
NR,PERS,N_GE1,WORLD,SEA,DE	: 	57391585 	: 	: 	53689519 
NR,PERS,N_GE1,WORLD,SEA,DK	: 	21101274 	: 	: 	8659799 
NR,PERS,N_GE1,WORLD,SEA,EA	: 	: 	: 	: 	203951325 e
NR,PERS,N_GE1,WORLD,SEA,EE	: 	685362 	: 	: 	401198 
NR,PERS,N_GE1,WORLD,SEA,EL	: 	2155249 	: 	: 	2589317 
NR,PERS,N_GE1,WORLD,SEA,ES	: 	49587495 	: 	: 	47619774 
NR,PERS,N_GE1,WORLD,SEA,EU27	: 	: 	: 	: 	270897378 e
NR,PERS,N_GE1,WORLD,SEA,EU28	: 	: 	: 	: 	273515474 e
NR,PERS,N_GE1,WORLD,SEA,FI	: 	4173143 	: 	: 	3798851 
NR,PERS,N_GE1,WORLD,SEA,FR	39478167 	41934270 	: 	: 	47516463 
NR,PERS,N_GE1,WORLD,SEA,HR	: 	1023305 	: 	: 	2612024 
NR,PERS,N_GE1,WORLD,SEA,HU	1100606 	972886 	: 	: 	633053 
NR,PERS,N_GE1,WORLD,SEA,IE	: 	4320825 	: 	: 	3708195 
NR,PERS,N_GE1,WORLD,SEA,IT	: 	15757054 	: 	: 	17275894 
NR,PERS,N_GE1,WORLD,SEA,LT	: 	620240 	: 	: 	490963 
NR,PERS,N_GE1,WORLD,SEA,LU	: 	470212 	: 	: 	442159 
NR,PERS,N_GE1,WORLD,SEA,LV	: 	403271 	: 	: 	183292 
NR,PERS,N_GE1,WORLD,SEA,MT	: 	231933 	: 	: 	216302 
NR,PERS,N_GE1,WORLD,SEA,NL	: 	7120039 	: 	: 	7075515 
NR,PERS,N_GE1,WORLD,SEA,NO	3646513 	3614726 	3841188 	4133998 	3643844 
NR,PERS,N_GE1,WORLD,SEA,PL	: 	9985012 	: 	: 	7431333 
NR,PERS,N_GE1,WORLD,SEA,PT	: 	3967430 	: 	: 	4210171 
NR,PERS,N_GE1,WORLD,SEA,RO	2544680 	2488894 	: 	: 	2187744 
NR,PERS,N_GE1,WORLD,SEA,SE	: 	1915389 	: 	: 	: 
NR,PERS,N_GE1,WORLD,SEA,SI	: 	1996827 	: 	: 	1827239 
NR,PERS,N_GE1,WORLD,SEA,SK	: 	1058850 	: 	: 	1042382 
NR,PERS,N_GE1,WORLD,SEA,UK	: 	: 	: 	: 	38639148 
NR,PERS,N_GE1,WORLD,TOTAL,AT	19600944 	19682970 	: 	: 	18239891 
NR,PERS,N_GE1,WORLD,TOTAL,BE	13951289 	14617157 	: 	: 	12211145 
NR,PERS,N_GE1,WORLD,TOTAL,BG	5267997 	3419777 	: 	: 	3742658 
NR,PERS,N_GE1,WORLD,TOTAL,CH	: 	18955034 	18820168 	: 	18442005 
NR,PERS,N_GE1,WORLD,TOTAL,CY	2514958 	2379840 	: 	: 	2172985 
NR,PERS,N_GE1,WORLD,TOTAL,CZ	34413101 	31607474 	: 	: 	29608213 
NR,PERS,N_GE1,WORLD,TOTAL,DE	202296144 	213495421 	: 	: 	207226639 
NR,PERS,N_GE1,WORLD,TOTAL,DK	: 	27320116 	: 	: 	29281207 
NR,PERS,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	729969237 e
NR,PERS,N_GE1,WORLD,TOTAL,EE	3830927 	3743081 	: 	: 	2449846 
NR,PERS,N_GE1,WORLD,TOTAL,EL	: 	5192322 	: 	: 	5162644 
NR,PERS,N_GE1,WORLD,TOTAL,ES	144731444 	136718002 	: 	: 	121547454 
NR,PERS,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	1035711477 e
NR,PERS,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	1043400161 e
NR,PERS,N_GE1,WORLD,TOTAL,FI	33997694 	33206047 	: 	: 	33551261 
NR,PERS,N_GE1,WORLD,TOTAL,FR	196173554 	179613679 	: 	: 	203602292 
NR,PERS,N_GE1,WORLD,TOTAL,HR	4057749 	3757674 	: 	: 	7709380 
NR,PERS,N_GE1,WORLD,TOTAL,HU	17913939 	17389453 	: 	: 	15303319 
NR,PERS,N_GE1,WORLD,TOTAL,IE	13379728 	12406347 	: 	: 	10710602 
NR,PERS,N_GE1,WORLD,TOTAL,IT	50794932 	50828763 	: 	: 	46424986 
NR,PERS,N_GE1,WORLD,TOTAL,LT	3788279 	3757500 	: 	: 	3697248 
NR,PERS,N_GE1,WORLD,TOTAL,LU	: 	1411381 	: 	: 	1404240 
NR,PERS,N_GE1,WORLD,TOTAL,LV	: 	4071859 	: 	: 	3980389 
NR,PERS,N_GE1,WORLD,TOTAL,MT	688388 	620025 	517739 	485803 	457866 
NR,PERS,N_GE1,WORLD,TOTAL,NL	41428998 	40251419 	39309747 	: 	41109704 
NR,PERS,N_GE1,WORLD,TOTAL,NO	18374095 	17453107 	17879796 	19137212 	15919247 
NR,PERS,N_GE1,WORLD,TOTAL,PL	55176857 	52548595 	: 	: 	47381735 
NR,PERS,N_GE1,WORLD,TOTAL,PT	16025008 	14375075 	: 	: 	13658478 
NR,PERS,N_GE1,WORLD,TOTAL,RO	17270735 	16768435 	: 	: 	17177613 
NR,PERS,N_GE1,WORLD,TOTAL,SE	: 	35044151 	: 	: 	: 
NR,PERS,N_GE1,WORLD,TOTAL,SI	4288161 	4055686 	: 	: 	4216638 
NR,PERS,N_GE1,WORLD,TOTAL,SK	9321385 	8315679 	: 	: 	5733000 
NR,PERS,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	135898066 
NR,PERS,N_GE4,DOM,CITY,AT	503465 	564725 	: 	: 	496648 
NR,PERS,N_GE4,DOM,CITY,BE	: 	194779 	: 	: 	104636 
NR,PERS,N_GE4,DOM,CITY,BG	: 	324623 	: 	: 	411702 
NR,PERS,N_GE4,DOM,CITY,CH	: 	: u	72063 u	: 	94540 u
NR,PERS,N_GE4,DOM,CITY,CY	: 	33434 	: 	: 	43438 u
NR,PERS,N_GE4,DOM,CITY,CZ	: 	2669307 	: 	: 	2372668 
NR,PERS,N_GE4,DOM,CITY,DE	: 	23300995 	: 	: 	20467429 
NR,PERS,N_GE4,DOM,CITY,DK	: 	: u	: 	: 	956343 
NR,PERS,N_GE4,DOM,CITY,EA	: 	: 	: 	: 	89726796 e
NR,PERS,N_GE4,DOM,CITY,EE	: 	71023 u	: 	: 	78580 
NR,PERS,N_GE4,DOM,CITY,EL	: 	1442957 	: 	: 	943866 
NR,PERS,N_GE4,DOM,CITY,ES	: 	19852171 	: 	: 	16647977 
NR,PERS,N_GE4,DOM,CITY,EU27	: 	: 	: 	: 	111043096 e
NR,PERS,N_GE4,DOM,CITY,EU28	: 	: 	: 	: 	112139190 e
NR,PERS,N_GE4,DOM,CITY,FI	: 	2582317 	: 	: 	2639055 
NR,PERS,N_GE4,DOM,CITY,FR	34952933 	34503800 	: 	: 	40343427 
NR,PERS,N_GE4,DOM,CITY,HR	: 	406613 	: 	: 	1093171 
NR,PERS,N_GE4,DOM,CITY,HU	1311899 	1520205 	: 	: 	1618565 
NR,PERS,N_GE4,DOM,CITY,IE	: 	472940 	: 	: 	464932 
NR,PERS,N_GE4,DOM,CITY,IT	: 	2005008 	: 	: 	5398656 
NR,PERS,N_GE4,DOM,CITY,LT	: 	336784 	: 	: 	365230 
NR,PERS,N_GE4,DOM,CITY,LU	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CITY,LV	: 	: c	: 	: 	170204 
NR,PERS,N_GE4,DOM,CITY,MT	: 	17496 	: 	: 	: 
NR,PERS,N_GE4,DOM,CITY,NL	: 	625920 	: 	: 	752305 
NR,PERS,N_GE4,DOM,CITY,NO	175633 u	196581 	187358 	194266 	148932 
NR,PERS,N_GE4,DOM,CITY,PL	: 	8624764 	: 	: 	6287182 
NR,PERS,N_GE4,DOM,CITY,PT	: 	675070 	: 	: 	793241 
NR,PERS,N_GE4,DOM,CITY,RO	963831 	1072107 	: 	: 	1236440 
NR,PERS,N_GE4,DOM,CITY,SE	: 	616484 	: 	: 	: 
NR,PERS,N_GE4,DOM,CITY,SI	: 	76174 	: 	: 	56329 
NR,PERS,N_GE4,DOM,CITY,SK	: 	800780 	: 	: 	483733 
NR,PERS,N_GE4,DOM,CITY,UK	: 	: 	: 	: 	5790276 
NR,PERS,N_GE4,DOM,CRS,AT	: c	: 	: 	: 	903317 
NR,PERS,N_GE4,DOM,CRS,BE	: 	5184 	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,CZ	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,DE	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,DK	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,EA	: 	: 	: 	: 	1826961 e
NR,PERS,N_GE4,DOM,CRS,EL	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,ES	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,EU27	: 	: 	: 	: 	2005760 e
NR,PERS,N_GE4,DOM,CRS,EU28	: 	: 	: 	: 	2026876 e
NR,PERS,N_GE4,DOM,CRS,FI	: 	: u	: 	: 	70033 u
NR,PERS,N_GE4,DOM,CRS,FR	257242 	157591 u	: 	: 	312022 
NR,PERS,N_GE4,DOM,CRS,HR	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,IE	: 	: u	: 	: 	: 
NR,PERS,N_GE4,DOM,CRS,IT	: 	: u	: 	: 	293171 u
NR,PERS,N_GE4,DOM,CRS,NL	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,NO	: u	: u	: u	: u	: u
NR,PERS,N_GE4,DOM,CRS,PL	: 	134333 	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,PT	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,RO	20677 u	21784 u	: 	: 	59033 
NR,PERS,N_GE4,DOM,CRS,SE	: 	: u	: 	: 	: 
NR,PERS,N_GE4,DOM,CRS,SK	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,CRS,UK	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,CTRY,AT	1942494 	1865056 	: 	: 	262422 
NR,PERS,N_GE4,DOM,CTRY,BE	: 	316232 	: 	: 	208820 
NR,PERS,N_GE4,DOM,CTRY,BG	: 	122897 	: 	: 	149865 
NR,PERS,N_GE4,DOM,CTRY,CH	: 	566538 	460838 	: 	276877 
NR,PERS,N_GE4,DOM,CTRY,CY	: 	: u	: 	: 	: 
NR,PERS,N_GE4,DOM,CTRY,CZ	: 	5235661 	: 	: 	3931953 
NR,PERS,N_GE4,DOM,CTRY,DE	: 	21281006 	: 	: 	20521026 
NR,PERS,N_GE4,DOM,CTRY,DK	: 	: u	: 	: 	375694 
NR,PERS,N_GE4,DOM,CTRY,EA	: 	: 	: 	: 	80136327 e
NR,PERS,N_GE4,DOM,CTRY,EE	: 	108726 	: 	: 	84943 
NR,PERS,N_GE4,DOM,CTRY,EL	: 	215565 	: 	: 	241032 
NR,PERS,N_GE4,DOM,CTRY,ES	: 	14184641 	: 	: 	9700416 
NR,PERS,N_GE4,DOM,CTRY,EU27	: 	: 	: 	: 	99503172 e
NR,PERS,N_GE4,DOM,CTRY,EU28	: 	: 	: 	: 	99763168 e
NR,PERS,N_GE4,DOM,CTRY,FI	: 	3060321 	: 	: 	2971753 
NR,PERS,N_GE4,DOM,CTRY,FR	33140311 	34207235 	: 	: 	38199544 
NR,PERS,N_GE4,DOM,CTRY,HR	: 	51222 	: 	: 	271041 
NR,PERS,N_GE4,DOM,CTRY,HU	1410165 	1311704 	: 	: 	1543087 
NR,PERS,N_GE4,DOM,CTRY,IE	: 	352004 	: 	: 	322479 
NR,PERS,N_GE4,DOM,CTRY,IT	: 	1386001 	: 	: 	1702802 
NR,PERS,N_GE4,DOM,CTRY,LT	: 	71343 	: 	: 	133453 
NR,PERS,N_GE4,DOM,CTRY,LU	: 	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,CTRY,LV	: 	56333 u	: 	: 	112788 
NR,PERS,N_GE4,DOM,CTRY,MT	: 	11907 	: 	: 	: 
NR,PERS,N_GE4,DOM,CTRY,NL	: 	4217790 	: 	: 	4465273 
NR,PERS,N_GE4,DOM,CTRY,NO	463098 	462225 	409466 	457916 	413005 
NR,PERS,N_GE4,DOM,CTRY,PL	: 	3860000 	: 	: 	3699287 
NR,PERS,N_GE4,DOM,CTRY,PT	: 	764890 	: 	: 	1076409 
NR,PERS,N_GE4,DOM,CTRY,RO	1164614 	1278865 	: 	: 	1643168 
NR,PERS,N_GE4,DOM,CTRY,SE	: 	2803012 	: 	: 	: 
NR,PERS,N_GE4,DOM,CTRY,SI	: 	90207 	: 	: 	77247 
NR,PERS,N_GE4,DOM,CTRY,SK	: 	543080 	: 	: 	289446 
NR,PERS,N_GE4,DOM,CTRY,UK	: 	: 	: 	: 	5888864 
NR,PERS,N_GE4,DOM,MNT,AT	946126 	1098710 	: 	: 	181013 
NR,PERS,N_GE4,DOM,MNT,BE	: 	86669 	: 	: 	113950 
NR,PERS,N_GE4,DOM,MNT,BG	: 	117580 	: 	: 	171842 
NR,PERS,N_GE4,DOM,MNT,CH	: 	1233588 	1160441 	: 	1311217 
NR,PERS,N_GE4,DOM,MNT,CY	: 	50860 	: 	: 	87543 
NR,PERS,N_GE4,DOM,MNT,CZ	: 	2114033 	: 	: 	1607912 
NR,PERS,N_GE4,DOM,MNT,DE	: 	7619982 	: 	: 	7219866 
NR,PERS,N_GE4,DOM,MNT,DK	: 	: 	: 	: 	248235 
NR,PERS,N_GE4,DOM,MNT,EA	: 	: 	: 	: 	36982984 e
NR,PERS,N_GE4,DOM,MNT,EL	: 	185614 	: 	: 	376963 
NR,PERS,N_GE4,DOM,MNT,ES	: 	3764679 	: 	: 	2621304 
NR,PERS,N_GE4,DOM,MNT,EU27	: 	: 	: 	: 	44737281 e
NR,PERS,N_GE4,DOM,MNT,EU28	: 	: 	: 	: 	44846056 e
NR,PERS,N_GE4,DOM,MNT,FI	: 	996743 	: 	: 	888902 
NR,PERS,N_GE4,DOM,MNT,FR	16432178 	17254590 	: 	: 	19909831 
NR,PERS,N_GE4,DOM,MNT,HR	: 	: u	: 	: 	113895 
NR,PERS,N_GE4,DOM,MNT,HU	182480 	159458 	: 	: 	163735 
NR,PERS,N_GE4,DOM,MNT,IE	: 	110356 	: 	: 	80032 
NR,PERS,N_GE4,DOM,MNT,IT	: 	3550559 	: 	: 	4005438 
NR,PERS,N_GE4,DOM,MNT,LU	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,MNT,NL	: 	424756 	: 	: 	437617 
NR,PERS,N_GE4,DOM,MNT,NO	716224 	646952 	623203 	714867 	674626 
NR,PERS,N_GE4,DOM,MNT,PL	: 	3086356 	: 	: 	3067360 
NR,PERS,N_GE4,DOM,MNT,PT	: 	417491 	: 	: 	360933 
NR,PERS,N_GE4,DOM,MNT,RO	1395050 	1298128 	: 	: 	1571235 
NR,PERS,N_GE4,DOM,MNT,SE	: 	214614 u	: 	: 	: 
NR,PERS,N_GE4,DOM,MNT,SI	: 	59811 u	: 	: 	75384 
NR,PERS,N_GE4,DOM,MNT,SK	: 	625946 	: 	: 	619424 
NR,PERS,N_GE4,DOM,MNT,UK	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,OTH,AT	: c	: u	: 	: 	: u
NR,PERS,N_GE4,DOM,OTH,BE	: 	30021 	: 	: 	: u
NR,PERS,N_GE4,DOM,OTH,BG	: 	: 	: 	: 	: u
NR,PERS,N_GE4,DOM,OTH,CH	: 	: u	: u	: 	: u
NR,PERS,N_GE4,DOM,OTH,CY	: 	158175 	: 	: 	: u
NR,PERS,N_GE4,DOM,OTH,CZ	: 	216072 	: 	: 	136161 u
NR,PERS,N_GE4,DOM,OTH,DE	: 	5696440 	: 	: 	5627138 
NR,PERS,N_GE4,DOM,OTH,DK	: 	1141045 	: 	: 	403246 
NR,PERS,N_GE4,DOM,OTH,EA	: 	: 	: 	: 	14336861 e
NR,PERS,N_GE4,DOM,OTH,EE	: 	78361 	: 	: 	: u
NR,PERS,N_GE4,DOM,OTH,EL	: 	37164 	: 	: 	21862 u
NR,PERS,N_GE4,DOM,OTH,ES	: 	1919394 	: 	: 	5046002 
NR,PERS,N_GE4,DOM,OTH,EU27	: 	: 	: 	: 	21042647 e
NR,PERS,N_GE4,DOM,OTH,EU28	: 	: 	: 	: 	21241589 e
NR,PERS,N_GE4,DOM,OTH,FI	: 	173045 u	: 	: 	156384 
NR,PERS,N_GE4,DOM,OTH,FR	4598358 	1925993 	: 	: 	2045914 
NR,PERS,N_GE4,DOM,OTH,HR	: 	507986 	: 	: 	198555 
NR,PERS,N_GE4,DOM,OTH,IE	: 	41484 	: 	: 	47949 
NR,PERS,N_GE4,DOM,OTH,IT	: 	: u	: 	: 	1010161 
