unit,purpose,duration,partner,tripdest,geo\time	2017 	2016 	2015 	2014 	2013 
NR,PROF,N1-3,WORLD,TOTAL,IT	3960953 	5016894 	: 	: 	4680232 
NR,PROF,N1-3,WORLD,TOTAL,LT	517445 	516919 	: 	: 	458931 
NR,PROF,N1-3,WORLD,TOTAL,LU	: 	153630 	: 	: 	201866 
NR,PROF,N1-3,WORLD,TOTAL,LV	: 	162417 	: 	: 	261101 
NR,PROF,N1-3,WORLD,TOTAL,MT	73785 	50328 	40904 	39104 	32867 
NR,PROF,N1-3,WORLD,TOTAL,NL	2722318 	1821952 	1882103 	: 	1657795 
NR,PROF,N1-3,WORLD,TOTAL,NO	3954540 	3477716 	3737578 	4326664 	3162569 
NR,PROF,N1-3,WORLD,TOTAL,PL	1684328 	1464671 	: 	: 	3398471 
NR,PROF,N1-3,WORLD,TOTAL,PT	1077322 	1122442 	: 	: 	742037 
NR,PROF,N1-3,WORLD,TOTAL,RO	143432 	145729 	: 	: 	89161 
NR,PROF,N1-3,WORLD,TOTAL,SE	: 	6401102 	: 	: 	: 
NR,PROF,N1-3,WORLD,TOTAL,SI	411543 	349948 	: 	: 	312911 
NR,PROF,N1-3,WORLD,TOTAL,SK	1540700 	1179301 u	: 	: 	869319 u
NR,PROF,N1-3,WORLD,TOTAL,UK	: 	: 	: 	: 	17730368 
NR,PROF,N_GE1,DOM,TOTAL,AT	1745341 	1963408 	: 	: 	2047765 
NR,PROF,N_GE1,DOM,TOTAL,BE	110763 	110125 	: 	: 	78641 
NR,PROF,N_GE1,DOM,TOTAL,BG	133950 	114008 	: 	: 	153968 
NR,PROF,N_GE1,DOM,TOTAL,CH	: 	391094 	476113 	: 	406983 u
NR,PROF,N_GE1,DOM,TOTAL,CY	: c	15504 u	: 	: 	40049 
NR,PROF,N_GE1,DOM,TOTAL,CZ	883432 	984055 	: 	: 	1194620 
NR,PROF,N_GE1,DOM,TOTAL,DE	29466106 	31904002 	: 	: 	30305208 
NR,PROF,N_GE1,DOM,TOTAL,DK	: 	1287671 	: 	: 	1374180 
NR,PROF,N_GE1,DOM,TOTAL,EA	: 	: 	: 	: 	71875535 e
NR,PROF,N_GE1,DOM,TOTAL,EE	406334 	427032 	: 	: 	177207 
NR,PROF,N_GE1,DOM,TOTAL,EL	: 	282304 	: 	: 	298451 
NR,PROF,N_GE1,DOM,TOTAL,ES	6405436 	7173973 	: 	: 	9055320 
NR,PROF,N_GE1,DOM,TOTAL,EU27	: 	: 	: 	: 	98937665 e
NR,PROF,N_GE1,DOM,TOTAL,EU28	: 	: 	: 	: 	99812521 e
NR,PROF,N_GE1,DOM,TOTAL,FI	3778759 	3861265 	: 	: 	3951724 
NR,PROF,N_GE1,DOM,TOTAL,FR	20660255 	13830900 	: 	: 	18211943 
NR,PROF,N_GE1,DOM,TOTAL,HR	424228 	380134 	: 	: 	874177 
NR,PROF,N_GE1,DOM,TOTAL,HU	243848 	220726 	: 	: 	303029 
NR,PROF,N_GE1,DOM,TOTAL,IE	424827 	425968 	: 	: 	334419 
NR,PROF,N_GE1,DOM,TOTAL,IT	4218240 	5118133 	: 	: 	4338391 
NR,PROF,N_GE1,DOM,TOTAL,LT	323293 	336730 	: 	: 	317211 
NR,PROF,N_GE1,DOM,TOTAL,LU	: 	: u	: 	: 	: u
NR,PROF,N_GE1,DOM,TOTAL,LV	: 	52251 u	: 	: 	141623 
NR,PROF,N_GE1,DOM,TOTAL,MT	7726 	6300 u	3061 u	: u	: u
NR,PROF,N_GE1,DOM,TOTAL,NL	1161413 	1028538 	965546 	: 	1043986 
NR,PROF,N_GE1,DOM,TOTAL,NO	3718258 	2946481 	3105608 	3797126 	2635553 
NR,PROF,N_GE1,DOM,TOTAL,PL	1668853 	1463518 	: 	: 	3534966 
NR,PROF,N_GE1,DOM,TOTAL,PT	1038666 	1159510 	: 	: 	947240 
NR,PROF,N_GE1,DOM,TOTAL,RO	623201 	532313 	: 	: 	498687 
NR,PROF,N_GE1,DOM,TOTAL,SE	: 	6698255 	: 	: 	: 
NR,PROF,N_GE1,DOM,TOTAL,SI	92238 	100613 	: 	: 	102362 
NR,PROF,N_GE1,DOM,TOTAL,SK	919818 	903568 u	: 	: 	926568 u
NR,PROF,N_GE1,DOM,TOTAL,UK	: 	: 	: 	: 	17664937 
NR,PROF,N_GE1,OUT,TOTAL,AT	1738484 	1914776 	: 	: 	2113572 
NR,PROF,N_GE1,OUT,TOTAL,BE	1140165 	1305277 	: 	: 	1039954 
NR,PROF,N_GE1,OUT,TOTAL,BG	61620 u	55208 u	: 	: 	69088 
NR,PROF,N_GE1,OUT,TOTAL,CH	: 	887842 	849020 	: 	780916 
NR,PROF,N_GE1,OUT,TOTAL,CY	274489 	239795 	: 	: 	192621 
NR,PROF,N_GE1,OUT,TOTAL,CZ	518104 	474775 	: 	: 	477283 
NR,PROF,N_GE1,OUT,TOTAL,DE	11814859 	10248656 	: 	: 	11050172 
NR,PROF,N_GE1,OUT,TOTAL,DK	: 	1168464 	: 	: 	1136372 
NR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	25447999 e
NR,PROF,N_GE1,OUT,TOTAL,EE	318893 	422745 	: 	: 	272355 
NR,PROF,N_GE1,OUT,TOTAL,EL	: 	83947 	: 	: 	123212 
NR,PROF,N_GE1,OUT,TOTAL,ES	1570931 	1581329 	: 	: 	1747962 
NR,PROF,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	36316013 e
NR,PROF,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	36888858 e
NR,PROF,N_GE1,OUT,TOTAL,FI	1757112 	1885234 	: 	: 	1579818 
NR,PROF,N_GE1,OUT,TOTAL,FR	3941000 	2565847 	: 	: 	3135770 
NR,PROF,N_GE1,OUT,TOTAL,HR	417800 	403460 	: 	: 	567833 
NR,PROF,N_GE1,OUT,TOTAL,HU	450204 	489213 	: 	: 	443321 
NR,PROF,N_GE1,OUT,TOTAL,IE	751826 	888185 	: 	: 	623715 
NR,PROF,N_GE1,OUT,TOTAL,IT	1408016 	1638675 	: 	: 	1248744 
NR,PROF,N_GE1,OUT,TOTAL,LT	448234 	412670 	: 	: 	338338 
NR,PROF,N_GE1,OUT,TOTAL,LU	: 	194683 	: 	: 	272701 
NR,PROF,N_GE1,OUT,TOTAL,LV	: 	195694 	: 	: 	280333 
NR,PROF,N_GE1,OUT,TOTAL,MT	110951 	77584 	79002 	72618 	63306 
NR,PROF,N_GE1,OUT,TOTAL,NL	2384023 	1377272 	1416076 	: 	1093358 
NR,PROF,N_GE1,OUT,TOTAL,NO	1175384 	1468261 	1533002 	1709804 	1364869 
NR,PROF,N_GE1,OUT,TOTAL,PL	1064727 	874714 	: 	: 	1577078 
NR,PROF,N_GE1,OUT,TOTAL,PT	409898 	395764 	: 	: 	334741 
NR,PROF,N_GE1,OUT,TOTAL,RO	: c	: u	: 	: 	: u
NR,PROF,N_GE1,OUT,TOTAL,SE	: 	635564 	: 	: 	: 
NR,PROF,N_GE1,OUT,TOTAL,SI	445000 	416713 	: 	: 	317985 
NR,PROF,N_GE1,OUT,TOTAL,SK	728631 u	: u	: 	: 	234891 u
NR,PROF,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	5850523 
NR,PROF,N_GE1,WORLD,TOTAL,AT	3483825 	3878184 	: 	: 	4161337 
NR,PROF,N_GE1,WORLD,TOTAL,BE	1250928 	1415402 	: 	: 	1118595 
NR,PROF,N_GE1,WORLD,TOTAL,BG	195570 	169216 	: 	: 	223055 
NR,PROF,N_GE1,WORLD,TOTAL,CH	: 	1278936 	1325133 	: 	1187899 
NR,PROF,N_GE1,WORLD,TOTAL,CY	283878 	255299 	: 	: 	232670 
NR,PROF,N_GE1,WORLD,TOTAL,CZ	1401536 	1458830 	: 	: 	1671902 
NR,PROF,N_GE1,WORLD,TOTAL,DE	41280965 	42152657 	: 	: 	41355380 
NR,PROF,N_GE1,WORLD,TOTAL,DK	: 	2456135 	: 	: 	2510552 
NR,PROF,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	97323534 e
NR,PROF,N_GE1,WORLD,TOTAL,EE	725228 	849777 	: 	: 	449562 
NR,PROF,N_GE1,WORLD,TOTAL,EL	: 	366251 	: 	: 	421663 
NR,PROF,N_GE1,WORLD,TOTAL,ES	7976367 	8755302 	: 	: 	10803281 
NR,PROF,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	135253678 e
NR,PROF,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	136701378 e
NR,PROF,N_GE1,WORLD,TOTAL,FI	5535870 	5746499 	: 	: 	5531542 
NR,PROF,N_GE1,WORLD,TOTAL,FR	24601255 	16396747 	: 	: 	21347713 
NR,PROF,N_GE1,WORLD,TOTAL,HR	842028 	783594 	: 	: 	1442010 
NR,PROF,N_GE1,WORLD,TOTAL,HU	694052 	709939 	: 	: 	746350 
NR,PROF,N_GE1,WORLD,TOTAL,IE	1176653 	1314153 	: 	: 	958134 
NR,PROF,N_GE1,WORLD,TOTAL,IT	5626256 	6756808 	: 	: 	5587136 
NR,PROF,N_GE1,WORLD,TOTAL,LT	771526 	749400 	: 	: 	655548 
NR,PROF,N_GE1,WORLD,TOTAL,LU	: 	196024 	: 	: 	275279 
NR,PROF,N_GE1,WORLD,TOTAL,LV	: 	247945 	: 	: 	421957 
NR,PROF,N_GE1,WORLD,TOTAL,MT	118676 	83884 	82063 	77020 	68171 
NR,PROF,N_GE1,WORLD,TOTAL,NL	3545435 	2405810 	2381623 	: 	2137344 
NR,PROF,N_GE1,WORLD,TOTAL,NO	4893642 	4414742 	4638610 	5506929 	4000421 
NR,PROF,N_GE1,WORLD,TOTAL,PL	2733580 	2338232 	: 	: 	5112044 
NR,PROF,N_GE1,WORLD,TOTAL,PT	1448564 	1555275 	: 	: 	1281981 
NR,PROF,N_GE1,WORLD,TOTAL,RO	631666 	536825 	: 	: 	504579 
NR,PROF,N_GE1,WORLD,TOTAL,SE	: 	7333819 	: 	: 	: 
NR,PROF,N_GE1,WORLD,TOTAL,SI	537237 	517326 	: 	: 	420346 
NR,PROF,N_GE1,WORLD,TOTAL,SK	1648449 	1507185 u	: 	: 	1161459 
NR,PROF,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	23515460 
NR,PROF,N_GE4,DOM,TOTAL,AT	288571 	335487 	: 	: 	222511 
NR,PROF,N_GE4,DOM,TOTAL,BE	: u	10053 	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,BG	: c	29437 u	: 	: 	51482 u
NR,PROF,N_GE4,DOM,TOTAL,CH	: 	: u	: u	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,CY	: c	: u	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,CZ	115486 u	135799 u	: 	: 	185259 
NR,PROF,N_GE4,DOM,TOTAL,DE	5465822 	6805608 	: 	: 	5612366 
NR,PROF,N_GE4,DOM,TOTAL,DK	: 	220030 	: 	: 	138525 u
NR,PROF,N_GE4,DOM,TOTAL,EA	: 	: 	: 	: 	15932257 e
NR,PROF,N_GE4,DOM,TOTAL,EE	41471 u	57521 u	: 	: 	16719 u
NR,PROF,N_GE4,DOM,TOTAL,EL	: 	122493 	: 	: 	94058 
NR,PROF,N_GE4,DOM,TOTAL,ES	1342194 	1603135 	: 	: 	3359055 
NR,PROF,N_GE4,DOM,TOTAL,EU27	: 	: 	: 	: 	21071381 e
NR,PROF,N_GE4,DOM,TOTAL,EU28	: 	: 	: 	: 	21260176 e
NR,PROF,N_GE4,DOM,TOTAL,FI	366599 	417363 	: 	: 	263898 
NR,PROF,N_GE4,DOM,TOTAL,FR	5022838 	3808934 	: 	: 	5255129 
NR,PROF,N_GE4,DOM,TOTAL,HR	189530 	111286 	: 	: 	188604 
NR,PROF,N_GE4,DOM,TOTAL,HU	17896 u	38621 u	: 	: 	26185 u
NR,PROF,N_GE4,DOM,TOTAL,IE	26394 u	31900 u	: 	: 	15673 u
NR,PROF,N_GE4,DOM,TOTAL,IT	869475 u	826955 	: 	: 	503830 
NR,PROF,N_GE4,DOM,TOTAL,LT	21532 	23116 	: 	: 	22171 
NR,PROF,N_GE4,DOM,TOTAL,LU	: 	: 	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,LV	: 	: c	: 	: 	34441 u
NR,PROF,N_GE4,DOM,TOTAL,MT	: c	: c	: c	: u	: u
NR,PROF,N_GE4,DOM,TOTAL,NL	116291 u	100431 u	50350 u	: 	74348 u
NR,PROF,N_GE4,DOM,TOTAL,NO	531881 	526844 	408618 	631950 	390921 
NR,PROF,N_GE4,DOM,TOTAL,PL	435171 	370689 	: 	: 	812867 
NR,PROF,N_GE4,DOM,TOTAL,PT	188039 	246021 	: 	: 	331991 
NR,PROF,N_GE4,DOM,TOTAL,RO	481867 	386584 	: 	: 	409526 
NR,PROF,N_GE4,DOM,TOTAL,SE	: 	664918 	: 	: 	: 
NR,PROF,N_GE4,DOM,TOTAL,SI	: c	: u	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,SK	: 	: u	: 	: 	: u
NR,PROF,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	3058582 
NR,PROF,N_GE4,OUT,TOTAL,AT	490325 	662387 	: 	: 	612462 
NR,PROF,N_GE4,OUT,TOTAL,BE	380756 	480972 	: 	: 	428184 
NR,PROF,N_GE4,OUT,TOTAL,BG	34269 u	: u	: 	: 	32641 u
NR,PROF,N_GE4,OUT,TOTAL,CH	: 	321671 	383596 	: 	333361 u
NR,PROF,N_GE4,OUT,TOTAL,CY	131932 	120120 	: 	: 	106492 
NR,PROF,N_GE4,OUT,TOTAL,CZ	226793 u	107686 u	: 	: 	134076 u
NR,PROF,N_GE4,OUT,TOTAL,DE	5496528 	5054500 	: 	: 	5283657 
NR,PROF,N_GE4,OUT,TOTAL,DK	: 	395740 	: 	: 	431047 
NR,PROF,N_GE4,OUT,TOTAL,EA	: 	: 	: 	: 	10944452 e
NR,PROF,N_GE4,OUT,TOTAL,EE	121705 	151214 	: 	: 	110102 
NR,PROF,N_GE4,OUT,TOTAL,EL	: 	61231 	: 	: 	78908 
NR,PROF,N_GE4,OUT,TOTAL,ES	652671 	710741 	: 	: 	924229 
NR,PROF,N_GE4,OUT,TOTAL,EU27	: 	: 	: 	: 	15898676 e
NR,PROF,N_GE4,OUT,TOTAL,EU28	: 	: 	: 	: 	16169497 e
NR,PROF,N_GE4,OUT,TOTAL,FI	538846 	631946 	: 	: 	496471 
NR,PROF,N_GE4,OUT,TOTAL,FR	1351213 	1093608 	: 	: 	1333154 
NR,PROF,N_GE4,OUT,TOTAL,HR	178494 	117204 	: 	: 	268248 
NR,PROF,N_GE4,OUT,TOTAL,HU	150541 	167859 	: 	: 	120488 
NR,PROF,N_GE4,OUT,TOTAL,IE	265931 	351430 	: 	: 	199157 
NR,PROF,N_GE4,OUT,TOTAL,IT	795828 u	912959 u	: 	: 	403074 u
NR,PROF,N_GE4,OUT,TOTAL,LT	232550 	209366 	: 	: 	174446 
NR,PROF,N_GE4,OUT,TOTAL,LU	: 	42394 	: 	: 	73086 
NR,PROF,N_GE4,OUT,TOTAL,LV	: 	71972 u	: 	: 	126415 
NR,PROF,N_GE4,OUT,TOTAL,MT	44041 	32292 	40102 	37517 	34407 
NR,PROF,N_GE4,OUT,TOTAL,NL	706826 	483427 	449170 	: 	405201 
NR,PROF,N_GE4,OUT,TOTAL,NO	407222 	410181 	492413 	548315 	446931 
NR,PROF,N_GE4,OUT,TOTAL,PL	614080 	502871 	: 	: 	900706 
NR,PROF,N_GE4,OUT,TOTAL,PT	183203 	186812 	: 	: 	207954 
NR,PROF,N_GE4,OUT,TOTAL,RO	: c	: u	: 	: 	: u
NR,PROF,N_GE4,OUT,TOTAL,SE	: 	267800 u	: 	: 	: 
NR,PROF,N_GE4,OUT,TOTAL,SI	117838 	151630 	: 	: 	98249 
NR,PROF,N_GE4,OUT,TOTAL,SK	: c	: u	: 	: 	: u
NR,PROF,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	2726510 
NR,PROF,N_GE4,WORLD,TOTAL,AT	778895 	997874 	: 	: 	834973 
NR,PROF,N_GE4,WORLD,TOTAL,BE	396927 	491025 	: 	: 	444665 
NR,PROF,N_GE4,WORLD,TOTAL,BG	56077 u	48475 u	: 	: 	84123 
NR,PROF,N_GE4,WORLD,TOTAL,CH	: 	366181 	444334 	: 	365222 u
NR,PROF,N_GE4,WORLD,TOTAL,CY	133082 	121235 	: 	: 	116507 
NR,PROF,N_GE4,WORLD,TOTAL,CZ	342279 	243486 	: 	: 	319335 
NR,PROF,N_GE4,WORLD,TOTAL,DE	10962349 	11860108 	: 	: 	10896023 
NR,PROF,N_GE4,WORLD,TOTAL,DK	: 	615770 	: 	: 	569573 
NR,PROF,N_GE4,WORLD,TOTAL,EA	: 	: 	: 	: 	26876709 e
NR,PROF,N_GE4,WORLD,TOTAL,EE	163175 	208736 	: 	: 	126821 
NR,PROF,N_GE4,WORLD,TOTAL,EL	: 	183724 	: 	: 	172967 
NR,PROF,N_GE4,WORLD,TOTAL,ES	1994865 	2313876 	: 	: 	4283284 
NR,PROF,N_GE4,WORLD,TOTAL,EU27	: 	: 	: 	: 	36970058 e
NR,PROF,N_GE4,WORLD,TOTAL,EU28	: 	: 	: 	: 	37429674 e
NR,PROF,N_GE4,WORLD,TOTAL,FI	905445 	1049309 	: 	: 	760369 
NR,PROF,N_GE4,WORLD,TOTAL,FR	6374051 	4902542 	: 	: 	6588283 
NR,PROF,N_GE4,WORLD,TOTAL,HR	368025 	228490 	: 	: 	456852 
NR,PROF,N_GE4,WORLD,TOTAL,HU	168437 	206480 	: 	: 	146673 
NR,PROF,N_GE4,WORLD,TOTAL,IE	292325 	383331 	: 	: 	214829 
NR,PROF,N_GE4,WORLD,TOTAL,IT	1665302 	1739915 	: 	: 	906903 
NR,PROF,N_GE4,WORLD,TOTAL,LT	254082 	232481 	: 	: 	196617 
NR,PROF,N_GE4,WORLD,TOTAL,LU	: 	42394 	: 	: 	73413 
NR,PROF,N_GE4,WORLD,TOTAL,LV	: 	85528 u	: 	: 	160856 
NR,PROF,N_GE4,WORLD,TOTAL,MT	44892 	33556 	41159 	37916 	35304 
NR,PROF,N_GE4,WORLD,TOTAL,NL	823117 	583858 	499520 	: 	479549 
NR,PROF,N_GE4,WORLD,TOTAL,NO	939102 	937026 	901032 	1180265 	837852 
NR,PROF,N_GE4,WORLD,TOTAL,PL	1049251 	873561 	: 	: 	1713572 
NR,PROF,N_GE4,WORLD,TOTAL,PT	371242 	432832 	: 	: 	539945 
NR,PROF,N_GE4,WORLD,TOTAL,RO	488234 	391096 	: 	: 	415418 
NR,PROF,N_GE4,WORLD,TOTAL,SE	: 	932717 	: 	: 	: 
NR,PROF,N_GE4,WORLD,TOTAL,SI	125695 	167378 	: 	: 	107436 
NR,PROF,N_GE4,WORLD,TOTAL,SK	: c	: u	: 	: 	292140 u
NR,PROF,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	5785092 
NR,TOTAL,N1-3,DOM,CITY,AT	2238373 	2206555 	: 	: 	1980318 
NR,TOTAL,N1-3,DOM,CITY,BE	: 	542444 	: 	: 	529775 
NR,TOTAL,N1-3,DOM,CITY,BG	: 	813761 	: 	: 	934996 
NR,TOTAL,N1-3,DOM,CITY,CH	: 	200686 u	208441 u	: 	296535 u
NR,TOTAL,N1-3,DOM,CITY,CY	: 	218458 	: 	: 	71366 
NR,TOTAL,N1-3,DOM,CITY,CZ	: 	7541931 	: 	: 	7529409 
NR,TOTAL,N1-3,DOM,CITY,DE	: 	57446482 	: 	: 	53469114 
NR,TOTAL,N1-3,DOM,CITY,DK	: 	88747 u	: 	: 	12522800 
NR,TOTAL,N1-3,DOM,CITY,EA	: 	: 	: 	: 	177794399 e
NR,TOTAL,N1-3,DOM,CITY,EE	: 	1104832 	: 	: 	776835 
NR,TOTAL,N1-3,DOM,CITY,EL	: 	715753 	: 	: 	561366 
NR,TOTAL,N1-3,DOM,CITY,ES	: 	39950293 	: 	: 	31750107 
NR,TOTAL,N1-3,DOM,CITY,EU27	: 	: 	: 	: 	255337883 e
NR,TOTAL,N1-3,DOM,CITY,EU28	: 	: 	: 	: 	257356805 e
NR,TOTAL,N1-3,DOM,CITY,FI	: 	12740262 	: 	: 	12435006 
NR,TOTAL,N1-3,DOM,CITY,FR	52677808 	45909551 	: 	: 	53827428 
NR,TOTAL,N1-3,DOM,CITY,HR	: 	433905 	: 	: 	2021689 
NR,TOTAL,N1-3,DOM,CITY,HU	5412619 	5497057 	: 	: 	4991678 
NR,TOTAL,N1-3,DOM,CITY,IE	: 	3431727 	: 	: 	2777807 
NR,TOTAL,N1-3,DOM,CITY,IT	: 	5775054 	: 	: 	8320432 
NR,TOTAL,N1-3,DOM,CITY,LT	: 	1479479 	: 	: 	1042936 
NR,TOTAL,N1-3,DOM,CITY,LU	: 	: u	: 	: 	24712 u
NR,TOTAL,N1-3,DOM,CITY,LV	: 	403077 	: 	: 	1503774 
NR,TOTAL,N1-3,DOM,CITY,MT	: 	109495 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CITY,NL	: 	5651281 	: 	: 	6802782 
NR,TOTAL,N1-3,DOM,CITY,NO	519197 	515165 	583490 	544831 	445089 
NR,TOTAL,N1-3,DOM,CITY,PL	: 	16906446 	: 	: 	12278260 
NR,TOTAL,N1-3,DOM,CITY,PT	: 	2793156 	: 	: 	2634902 
NR,TOTAL,N1-3,DOM,CITY,RO	4432873 	4056796 	: 	: 	3947789 
NR,TOTAL,N1-3,DOM,CITY,SE	: 	4011196 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CITY,SI	: 	411709 	: 	: 	453453 
NR,TOTAL,N1-3,DOM,CITY,SK	: 	2174284 	: 	: 	1357181 
NR,TOTAL,N1-3,DOM,CITY,UK	: 	: 	: 	: 	27941815 
NR,TOTAL,N1-3,DOM,CRS,AT	: c	: 	: 	: 	768328 
NR,TOTAL,N1-3,DOM,CRS,BE	: 	14525 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,CY	: 	: u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,CZ	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,DE	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,DK	: 	: 	: 	: 	341179 
NR,TOTAL,N1-3,DOM,CRS,EA	: 	: 	: 	: 	1397656 e
NR,TOTAL,N1-3,DOM,CRS,EL	: 	: u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,EU27	: 	: 	: 	: 	1864247 e
NR,TOTAL,N1-3,DOM,CRS,EU28	: 	: 	: 	: 	1874196 e
NR,TOTAL,N1-3,DOM,CRS,FI	: 	165243 u	: 	: 	102457 u
NR,TOTAL,N1-3,DOM,CRS,FR	: u	: u	: 	: 	402710 
NR,TOTAL,N1-3,DOM,CRS,HR	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,IE	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,IT	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,LV	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,NL	: 	: u	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,NO	: u	: u	: u	: u	: u
NR,TOTAL,N1-3,DOM,CRS,PL	: 	114049 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,PT	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CRS,RO	37018 u	47468 u	: 	: 	67898 
NR,TOTAL,N1-3,DOM,CRS,SE	: 	99959 u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CRS,SK	: 	: 	: 	: 	: b
NR,TOTAL,N1-3,DOM,CRS,UK	: 	: 	: 	: 	: u
NR,TOTAL,N1-3,DOM,CTRY,AT	3674761 	3887346 	: 	: 	909949 
NR,TOTAL,N1-3,DOM,CTRY,BE	: 	619550 	: 	: 	581249 
NR,TOTAL,N1-3,DOM,CTRY,BG	: 	359377 	: 	: 	490296 
NR,TOTAL,N1-3,DOM,CTRY,CH	: 	710378 	514657 	: 	538076 
NR,TOTAL,N1-3,DOM,CTRY,CY	: 	10924 u	: 	: 	: 
NR,TOTAL,N1-3,DOM,CTRY,CZ	: 	9660073 	: 	: 	8959776 
NR,TOTAL,N1-3,DOM,CTRY,DE	: 	36816355 	: 	: 	36720924 
NR,TOTAL,N1-3,DOM,CTRY,DK	: 	802276 	: 	: 	4094420 
NR,TOTAL,N1-3,DOM,CTRY,EA	: 	: 	: 	: 	147673603 e
NR,TOTAL,N1-3,DOM,CTRY,EE	: 	935393 	: 	: 	547355 
NR,TOTAL,N1-3,DOM,CTRY,EL	: 	80070 	: 	: 	94746 
NR,TOTAL,N1-3,DOM,CTRY,ES	: 	37474537 	: 	: 	40629592 
NR,TOTAL,N1-3,DOM,CTRY,EU27	: 	: 	: 	: 	190774171 e
NR,TOTAL,N1-3,DOM,CTRY,EU28	: 	: 	: 	: 	191384714 e
NR,TOTAL,N1-3,DOM,CTRY,FI	: 	8713995 	: 	: 	8942471 
NR,TOTAL,N1-3,DOM,CTRY,FR	40813226 	39288201 	: 	: 	43726934 
NR,TOTAL,N1-3,DOM,CTRY,HR	: 	90391 	: 	: 	629598 
NR,TOTAL,N1-3,DOM,CTRY,HU	3091665 	2882291 	: 	: 	2881316 
NR,TOTAL,N1-3,DOM,CTRY,IE	: 	1442174 	: 	: 	1050701 
NR,TOTAL,N1-3,DOM,CTRY,IT	: 	2155060 	: 	: 	2016244 
NR,TOTAL,N1-3,DOM,CTRY,LT	: 	329767 	: 	: 	729820 
NR,TOTAL,N1-3,DOM,CTRY,LU	: 	9503 u	: 	: 	22920 
NR,TOTAL,N1-3,DOM,CTRY,LV	: 	518704 	: 	: 	900360 
NR,TOTAL,N1-3,DOM,CTRY,MT	: 	82385 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CTRY,NL	: 	6874368 	: 	: 	7694736 
NR,TOTAL,N1-3,DOM,CTRY,NO	717913 	630208 	673243 	760306 	628439 
NR,TOTAL,N1-3,DOM,CTRY,PL	: 	6713117 	: 	: 	6083423 
NR,TOTAL,N1-3,DOM,CTRY,PT	: 	3496504 	: 	: 	3269726 
NR,TOTAL,N1-3,DOM,CTRY,RO	3543263 	3192665 	: 	: 	3703697 
NR,TOTAL,N1-3,DOM,CTRY,SE	: 	5814356 	: 	: 	: 
NR,TOTAL,N1-3,DOM,CTRY,SI	: 	474902 	: 	: 	725523 
NR,TOTAL,N1-3,DOM,CTRY,SK	: 	1164289 	: 	: 	722415 
NR,TOTAL,N1-3,DOM,CTRY,UK	: 	: 	: 	: 	11635612 
NR,TOTAL,N1-3,DOM,MNT,AT	1257675 	1251734 	: 	: 	363450 
NR,TOTAL,N1-3,DOM,MNT,BE	: 	248552 	: 	: 	238278 
NR,TOTAL,N1-3,DOM,MNT,BG	: 	243185 	: 	: 	259311 
NR,TOTAL,N1-3,DOM,MNT,CH	: 	1126580 	1200723 	: 	1385733 
NR,TOTAL,N1-3,DOM,MNT,CY	: 	256009 	: 	: 	224351 
NR,TOTAL,N1-3,DOM,MNT,CZ	: 	2238921 	: 	: 	1865957 
NR,TOTAL,N1-3,DOM,MNT,DE	: 	7777920 	: 	: 	7054839 
NR,TOTAL,N1-3,DOM,MNT,DK	: 	: 	: 	: 	3059103 
NR,TOTAL,N1-3,DOM,MNT,EA	: 	: 	: 	: 	46701367 e
NR,TOTAL,N1-3,DOM,MNT,EL	: 	97348 	: 	: 	178577 
NR,TOTAL,N1-3,DOM,MNT,ES	: 	11967379 	: 	: 	11494124 
