purpose,age,duration,unit,geo\time	2016 	2013 
NTIME_WRK_STU,Y35-44,N_GE1,NR,EU27	5435021 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,EU28	5481081 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,FI	0 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,FR	237569 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,HR	46060 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,HU	79781 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,IE	20965 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,IT	797443 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,LT	3360 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,LV	15157 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,MT	: c	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,NL	25328 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,PL	775027 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,PT	390368 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,RO	451852 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,SE	20476 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,SI	19425 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,SK	63838 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,UK	434110 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,AT	112477 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,BE	247637 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,BG	203864 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,CH	32017 u	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,CY	6688 e	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,CZ	: c	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,DE	878369 u	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,DK	17112 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,EA	3398859 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,EL	146448 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,ES	469153 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,EU27	5407417 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,EU28	5467409 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,FR	259313 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,HR	59992 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,HU	83414 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,IE	15723 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,IT	782704 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,LT	22387 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,LV	12617 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,MT	: c	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,NL	31325 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,PL	714537 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,PT	353358 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,RO	457523 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,SE	24380 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,SI	34603 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,SK	33549 	: 
NTIME_WRK_STU,Y45-54,N_GE1,NR,UK	437600 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,AT	176745 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,BE	394295 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,BG	319539 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,CH	46992 u	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,CY	11192 e	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,CZ	61093 u	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,DE	1745569 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,DK	36445 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,EA	5831488 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,EL	241922 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,ES	688401 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,EU27	9109840 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,EU28	9231893 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,FR	411124 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,HR	122053 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,HU	175575 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,IE	26375 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,IT	1386293 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,LT	55577 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,LV	25382 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,MT	: c	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,NL	56101 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,PL	1193926 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,PT	555025 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,RO	655363 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,SE	33502 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,SI	52744 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,SK	33549 	: 
NTIME_WRK_STU,Y45-64,N_GE1,NR,UK	721950 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,AT	64268 u	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,BE	146659 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,BG	115675 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,CH	14975 u	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,CY	4503 e	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,CZ	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,DE	867200 u	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,DK	19333 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,EA	2432629 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,EL	95474 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,ES	219248 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,EU27	3702413 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,EU28	3764475 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,FR	151811 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,HR	62062 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,HU	92161 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,IE	10652 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,IT	603589 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,LT	33190 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,LV	12765 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,MT	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,NL	24777 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,PL	479389 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,PT	201667 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,RO	197840 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,SE	9122 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,SI	18141 	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,SK	: c	: 
NTIME_WRK_STU,Y55-64,N_GE1,NR,UK	284340 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,AT	429894 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,BE	1021233 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,BG	786101 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,CH	94709 u	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,CY	27675 e	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,CZ	182168 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,DE	4401482 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,DK	103326 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,EA	16359553 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,EE	46860 u	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,EL	592496 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,ES	1862929 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,EU27	25143695 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,EU28	25403201 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,FR	1610939 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,HR	259506 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,HU	583299 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,IE	134325 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,IT	4094361 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,LT	110842 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,LU	7643 u	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,LV	61907 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,MT	16377 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,NL	227471 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,PL	3000622 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,PT	1589323 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,RO	1639025 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,SE	184332 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,SI	112280 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,SK	153038 	: 
NTIME_WRK_STU,Y_GE15,N_GE1,NR,UK	2132520 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,AT	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,BE	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,BG	11789 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,CH	3332 u	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,CY	1069 u	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,CZ	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,DE	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,DK	1850 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,EA	423190 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,EL	27067 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,ES	47105 u	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,EU27	906530 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,EU28	935395 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,FR	43067 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,HR	28865 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,HU	188852 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,IE	4160 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,IT	130362 u	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,LT	24847 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,LV	2612 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,MT	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,NL	4650 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,PL	46801 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,PT	54125 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,RO	51673 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,SE	7987 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,SI	12024 	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,SK	: c	: 
NTIME_WRK_STU,Y_GE65,N_GE1,NR,UK	139200 	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,CH	5273 u	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,EA	: u	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,EU27	: u	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,EU28	: u	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,HU	71944 	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,NL	16706 	: 
NTIME_WRK_STU,Y_LT15,N_GE1,NR,PT	23818 	: 
OTH,Y15-24,N_GE1,NR,AT	: c	: 
OTH,Y15-24,N_GE1,NR,BE	181537 	: 
OTH,Y15-24,N_GE1,NR,BG	7345 	: 
OTH,Y15-24,N_GE1,NR,CH	0 u	: 
OTH,Y15-24,N_GE1,NR,CY	6366 u	: 
OTH,Y15-24,N_GE1,NR,CZ	: c	: 
OTH,Y15-24,N_GE1,NR,DE	0 	: 
OTH,Y15-24,N_GE1,NR,DK	41471 	: 
OTH,Y15-24,N_GE1,NR,EA	880581 	: 
OTH,Y15-24,N_GE1,NR,EE	: c	: 
OTH,Y15-24,N_GE1,NR,EL	91748 	: 
OTH,Y15-24,N_GE1,NR,ES	130239 u	: 
OTH,Y15-24,N_GE1,NR,EU27	1420886 	: 
OTH,Y15-24,N_GE1,NR,EU28	1462954 	: 
OTH,Y15-24,N_GE1,NR,FI	: c	: 
OTH,Y15-24,N_GE1,NR,FR	149101 	: 
OTH,Y15-24,N_GE1,NR,HR	42068 	: 
OTH,Y15-24,N_GE1,NR,HU	45087 	: 
OTH,Y15-24,N_GE1,NR,IE	8688 	: 
OTH,Y15-24,N_GE1,NR,IT	148584 u	: 
OTH,Y15-24,N_GE1,NR,LT	20606 	: 
OTH,Y15-24,N_GE1,NR,LU	: c	: 
OTH,Y15-24,N_GE1,NR,LV	447 	: 
OTH,Y15-24,N_GE1,NR,ME	: c	: 
OTH,Y15-24,N_GE1,NR,MT	3771 u	: 
OTH,Y15-24,N_GE1,NR,NL	35114 	: 
OTH,Y15-24,N_GE1,NR,PL	61321 	: 
OTH,Y15-24,N_GE1,NR,PT	100375 	: 
OTH,Y15-24,N_GE1,NR,RO	175827 	: 
OTH,Y15-24,N_GE1,NR,SE	27630 	: 
OTH,Y15-24,N_GE1,NR,SI	754 u	: 
OTH,Y15-24,N_GE1,NR,SK	: c	: 
OTH,Y15-24,N_GE1,NR,UK	144100 	: 
OTH,Y25-34,N_GE1,NR,AT	: c	: 
OTH,Y25-34,N_GE1,NR,BE	129366 	: 
OTH,Y25-34,N_GE1,NR,BG	10822 	: 
OTH,Y25-34,N_GE1,NR,CH	3445 u	: 
OTH,Y25-34,N_GE1,NR,CY	3785 u	: 
OTH,Y25-34,N_GE1,NR,CZ	: c	: 
OTH,Y25-34,N_GE1,NR,DE	: c	: 
OTH,Y25-34,N_GE1,NR,DK	47284 	: 
OTH,Y25-34,N_GE1,NR,EA	1025851 	: 
OTH,Y25-34,N_GE1,NR,EE	: c	: 
OTH,Y25-34,N_GE1,NR,EL	63292 	: 
OTH,Y25-34,N_GE1,NR,ES	: c	: 
OTH,Y25-34,N_GE1,NR,EU27	1544740 	: 
OTH,Y25-34,N_GE1,NR,EU28	1557491 	: 
OTH,Y25-34,N_GE1,NR,FI	: c	: 
OTH,Y25-34,N_GE1,NR,FR	113261 	: 
OTH,Y25-34,N_GE1,NR,HR	12751 	: 
OTH,Y25-34,N_GE1,NR,HU	45851 	: 
OTH,Y25-34,N_GE1,NR,IE	9598 	: 
OTH,Y25-34,N_GE1,NR,IT	200510 u	: 
OTH,Y25-34,N_GE1,NR,LT	82029 	: 
OTH,Y25-34,N_GE1,NR,LU	: c	: 
OTH,Y25-34,N_GE1,NR,LV	3913 	: 
OTH,Y25-34,N_GE1,NR,ME	: c	: 
OTH,Y25-34,N_GE1,NR,MT	: c	: 
OTH,Y25-34,N_GE1,NR,NL	34979 	: 
OTH,Y25-34,N_GE1,NR,PL	113736 	: 
OTH,Y25-34,N_GE1,NR,PT	76873 	: 
OTH,Y25-34,N_GE1,NR,RO	77459 	: 
OTH,Y25-34,N_GE1,NR,SE	32017 	: 
OTH,Y25-34,N_GE1,NR,SI	1829 u	: 
OTH,Y25-34,N_GE1,NR,SK	18017 u	: 
OTH,Y25-34,N_GE1,NR,UK	101800 	: 
OTH,Y25-44,N_GE1,NR,AT	: c	: 
OTH,Y25-44,N_GE1,NR,BE	213985 	: 
OTH,Y25-44,N_GE1,NR,BG	32794 	: 
OTH,Y25-44,N_GE1,NR,CH	17249 u	: 
OTH,Y25-44,N_GE1,NR,CY	7321 e	: 
OTH,Y25-44,N_GE1,NR,CZ	: c	: 
OTH,Y25-44,N_GE1,NR,DE	: c	: 
OTH,Y25-44,N_GE1,NR,DK	74904 	: 
OTH,Y25-44,N_GE1,NR,EA	2054245 	: 
OTH,Y25-44,N_GE1,NR,EE	: c	: 
OTH,Y25-44,N_GE1,NR,EL	109055 	: 
OTH,Y25-44,N_GE1,NR,ES	222935 	: 
OTH,Y25-44,N_GE1,NR,EU27	3082813 	: 
OTH,Y25-44,N_GE1,NR,EU28	3107054 	: 
OTH,Y25-44,N_GE1,NR,FI	: c	: 
OTH,Y25-44,N_GE1,NR,FR	250020 	: 
OTH,Y25-44,N_GE1,NR,HR	24241 	: 
OTH,Y25-44,N_GE1,NR,HU	98012 	: 
OTH,Y25-44,N_GE1,NR,IE	30563 	: 
OTH,Y25-44,N_GE1,NR,IT	418092 	: 
OTH,Y25-44,N_GE1,NR,LT	164401 	: 
OTH,Y25-44,N_GE1,NR,LU	: c	: 
OTH,Y25-44,N_GE1,NR,LV	4807 	: 
OTH,Y25-44,N_GE1,NR,ME	: c	: 
OTH,Y25-44,N_GE1,NR,MT	4138 u	: 
OTH,Y25-44,N_GE1,NR,NL	85039 	: 
OTH,Y25-44,N_GE1,NR,PL	215638 	: 
OTH,Y25-44,N_GE1,NR,PT	191363 	: 
OTH,Y25-44,N_GE1,NR,RO	158883 	: 
OTH,Y25-44,N_GE1,NR,SE	53561 	: 
OTH,Y25-44,N_GE1,NR,SI	2865 u	: 
OTH,Y25-44,N_GE1,NR,SK	78452 u	: 
OTH,Y25-44,N_GE1,NR,UK	212200 	: 
OTH,Y35-44,N_GE1,NR,AT	: c	: 
OTH,Y35-44,N_GE1,NR,BE	84618 u	: 
OTH,Y35-44,N_GE1,NR,BG	21972 	: 
OTH,Y35-44,N_GE1,NR,CH	13804 u	: 
OTH,Y35-44,N_GE1,NR,CY	3536 e	: 
OTH,Y35-44,N_GE1,NR,CZ	: c	: 
OTH,Y35-44,N_GE1,NR,DE	: c	: 
OTH,Y35-44,N_GE1,NR,DK	27620 	: 
OTH,Y35-44,N_GE1,NR,EA	1028393 	: 
OTH,Y35-44,N_GE1,NR,EE	: c	: 
OTH,Y35-44,N_GE1,NR,EL	45763 	: 
OTH,Y35-44,N_GE1,NR,ES	140998 	: 
OTH,Y35-44,N_GE1,NR,EU27	1537972 	: 
OTH,Y35-44,N_GE1,NR,EU28	1549462 	: 
OTH,Y35-44,N_GE1,NR,FI	: c	: 
OTH,Y35-44,N_GE1,NR,FR	136759 	: 
OTH,Y35-44,N_GE1,NR,HR	11490 	: 
OTH,Y35-44,N_GE1,NR,HU	52161 	: 
OTH,Y35-44,N_GE1,NR,IE	20965 	: 
OTH,Y35-44,N_GE1,NR,IT	217582 u	: 
OTH,Y35-44,N_GE1,NR,LT	82372 	: 
OTH,Y35-44,N_GE1,NR,LU	: c	: 
OTH,Y35-44,N_GE1,NR,LV	894 	: 
OTH,Y35-44,N_GE1,NR,ME	: c	: 
OTH,Y35-44,N_GE1,NR,MT	: c	: 
OTH,Y35-44,N_GE1,NR,NL	50060 	: 
OTH,Y35-44,N_GE1,NR,PL	101902 	: 
OTH,Y35-44,N_GE1,NR,PT	114490 	: 
OTH,Y35-44,N_GE1,NR,RO	81424 	: 
OTH,Y35-44,N_GE1,NR,SE	21544 	: 
OTH,Y35-44,N_GE1,NR,SI	1036 u	: 
OTH,Y35-44,N_GE1,NR,SK	60435 u	: 
OTH,Y35-44,N_GE1,NR,UK	110300 	: 
OTH,Y45-54,N_GE1,NR,AT	: c	: 
OTH,Y45-54,N_GE1,NR,BE	165738 	: 
OTH,Y45-54,N_GE1,NR,BG	23564 	: 
OTH,Y45-54,N_GE1,NR,CH	7762 u	: 
OTH,Y45-54,N_GE1,NR,CY	4461 e	: 
OTH,Y45-54,N_GE1,NR,CZ	: c	: 
OTH,Y45-54,N_GE1,NR,DE	: c	: 
OTH,Y45-54,N_GE1,NR,DK	43004 	: 
OTH,Y45-54,N_GE1,NR,EA	1510245 	: 
OTH,Y45-54,N_GE1,NR,EE	: c	: 
OTH,Y45-54,N_GE1,NR,EL	51694 	: 
OTH,Y45-54,N_GE1,NR,ES	84543 	: 
OTH,Y45-54,N_GE1,NR,EU27	2122028 	: 
OTH,Y45-54,N_GE1,NR,EU28	2139323 	: 
OTH,Y45-54,N_GE1,NR,FI	: c	: 
OTH,Y45-54,N_GE1,NR,FR	205993 	: 
OTH,Y45-54,N_GE1,NR,HR	17295 	: 
OTH,Y45-54,N_GE1,NR,HU	54536 	: 
OTH,Y45-54,N_GE1,NR,IE	16021 	: 
OTH,Y45-54,N_GE1,NR,IT	347776 	: 
OTH,Y45-54,N_GE1,NR,LT	68253 	: 
OTH,Y45-54,N_GE1,NR,LU	: c	: 
OTH,Y45-54,N_GE1,NR,LV	4593 	: 
OTH,Y45-54,N_GE1,NR,ME	: c	: 
OTH,Y45-54,N_GE1,NR,MT	: c	: 
OTH,Y45-54,N_GE1,NR,NL	67220 	: 
OTH,Y45-54,N_GE1,NR,PL	91812 	: 
OTH,Y45-54,N_GE1,NR,PT	116804 	: 
OTH,Y45-54,N_GE1,NR,RO	82862 	: 
OTH,Y45-54,N_GE1,NR,SE	51349 	: 
OTH,Y45-54,N_GE1,NR,SI	3545 u	: 
OTH,Y45-54,N_GE1,NR,SK	8012 u	: 
OTH,Y45-54,N_GE1,NR,UK	174600 	: 
OTH,Y45-64,N_GE1,NR,AT	34016 u	: 
OTH,Y45-64,N_GE1,NR,BE	337375 	: 
OTH,Y45-64,N_GE1,NR,BG	89212 	: 
OTH,Y45-64,N_GE1,NR,CH	31822 u	: 
OTH,Y45-64,N_GE1,NR,CY	9673 e	: 
OTH,Y45-64,N_GE1,NR,CZ	: c	: 
OTH,Y45-64,N_GE1,NR,DE	653680 u	: 
OTH,Y45-64,N_GE1,NR,DK	101643 	: 
OTH,Y45-64,N_GE1,NR,EA	2951833 	: 
OTH,Y45-64,N_GE1,NR,EE	: c	: 
OTH,Y45-64,N_GE1,NR,EL	113521 	: 
OTH,Y45-64,N_GE1,NR,ES	153912 	: 
OTH,Y45-64,N_GE1,NR,EU27	4187858 	: 
OTH,Y45-64,N_GE1,NR,EU28	4240649 	: 
OTH,Y45-64,N_GE1,NR,FI	: c	: 
OTH,Y45-64,N_GE1,NR,FR	555019 	: 
OTH,Y45-64,N_GE1,NR,HR	52791 	: 
OTH,Y45-64,N_GE1,NR,HU	114791 	: 
OTH,Y45-64,N_GE1,NR,IE	22090 	: 
OTH,Y45-64,N_GE1,NR,IT	688526 	: 
OTH,Y45-64,N_GE1,NR,LT	136888 	: 
OTH,Y45-64,N_GE1,NR,LU	6058 u	: 
OTH,Y45-64,N_GE1,NR,LV	5877 	: 
OTH,Y45-64,N_GE1,NR,ME	: c	: 
OTH,Y45-64,N_GE1,NR,MT	: c	: 
OTH,Y45-64,N_GE1,NR,NL	106584 	: 
OTH,Y45-64,N_GE1,NR,PL	217276 	: 
OTH,Y45-64,N_GE1,NR,PT	213252 	: 
OTH,Y45-64,N_GE1,NR,RO	163839 	: 
OTH,Y45-64,N_GE1,NR,SE	76330 	: 
OTH,Y45-64,N_GE1,NR,SI	5858 u	: 
OTH,Y45-64,N_GE1,NR,SK	18621 u	: 
OTH,Y45-64,N_GE1,NR,UK	297600 	: 
OTH,Y55-64,N_GE1,NR,AT	: c	: 
OTH,Y55-64,N_GE1,NR,BE	171637 	: 
OTH,Y55-64,N_GE1,NR,BG	65648 	: 
OTH,Y55-64,N_GE1,NR,CH	24060 u	: 
OTH,Y55-64,N_GE1,NR,CY	5212 e	: 
OTH,Y55-64,N_GE1,NR,CZ	: c	: 
OTH,Y55-64,N_GE1,NR,DE	: c	: 
OTH,Y55-64,N_GE1,NR,DK	58639 	: 
OTH,Y55-64,N_GE1,NR,EA	1441591 	: 
OTH,Y55-64,N_GE1,NR,EE	: c	: 
OTH,Y55-64,N_GE1,NR,EL	61828 	: 
OTH,Y55-64,N_GE1,NR,ES	69369 u	: 
OTH,Y55-64,N_GE1,NR,EU27	2065833 	: 
OTH,Y55-64,N_GE1,NR,EU28	2101329 	: 
OTH,Y55-64,N_GE1,NR,FI	: c	: 
OTH,Y55-64,N_GE1,NR,FR	349026 	: 
OTH,Y55-64,N_GE1,NR,HR	35496 	: 
OTH,Y55-64,N_GE1,NR,HU	60255 	: 
OTH,Y55-64,N_GE1,NR,IE	6070 	: 
OTH,Y55-64,N_GE1,NR,IT	340750 	: 
OTH,Y55-64,N_GE1,NR,LT	68635 	: 
OTH,Y55-64,N_GE1,NR,LU	: c	: 
OTH,Y55-64,N_GE1,NR,LV	1284 	: 
OTH,Y55-64,N_GE1,NR,ME	: c	: 
OTH,Y55-64,N_GE1,NR,MT	: c	: 
OTH,Y55-64,N_GE1,NR,NL	39364 	: 
OTH,Y55-64,N_GE1,NR,PL	125464 	: 
OTH,Y55-64,N_GE1,NR,PT	96448 	: 
OTH,Y55-64,N_GE1,NR,RO	80977 	: 
OTH,Y55-64,N_GE1,NR,SE	24981 	: 
OTH,Y55-64,N_GE1,NR,SI	2314 u	: 
OTH,Y55-64,N_GE1,NR,SK	10609 u	: 
OTH,Y55-64,N_GE1,NR,UK	123000 	: 
