c_resid,unit,nace_r2,terrtypo,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
TOTAL,NR,I552,NCST_A,LI	20508 	19785 	19517 	20738 	20136 	24606 
TOTAL,NR,I552,NCST_A,LT	2260980 	2182182 	2100445 	2002300 	1849915 	1760287 
TOTAL,NR,I552,NCST_A,LU	258660 	232496 	242502 	234547 	211382 	225487 
TOTAL,NR,I552,NCST_A,LV	355914 	226589 	192696 	204562 	198742 	188510 
TOTAL,NR,I552,NCST_A,ME	: 	89557 	72864 	: 	: 	41806 
TOTAL,NR,I552,NCST_A,MK	381235 	362137 	356274 	377016 	: 	: 
TOTAL,NR,I552,NCST_A,MT	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552,NCST_A,NL	28153062 	26949104 	27183852 	25155747 	25159220 b	21330183 
TOTAL,NR,I552,NCST_A,NO	: 	1410289 	1345216 	1211390 	1293087 	947460 
TOTAL,NR,I552,NCST_A,PL	23131981 	22088804 	20353328 	19371264 	19224756 	20038641 
TOTAL,NR,I552,NCST_A,PT	1690656 	1290441 	1032299 	696134 	628093 b	241572 
TOTAL,NR,I552,NCST_A,RO	4289213 	3688839 	3321741 	2661730 	2437122 	2208836 
TOTAL,NR,I552,NCST_A,RS	: 	2475104 	2204846 	2058879 	2347503 	2379476 
TOTAL,NR,I552,NCST_A,SE	3675091 	3563835 	3666907 	3458624 	3316910 	3518801 
TOTAL,NR,I552,NCST_A,SI	2499109 	2145329 	1901044 	1661125 	1655817 	1569649 
TOTAL,NR,I552,NCST_A,SK	4239366 	3990562 	3534463 	3288181 	3442200 	3298881 
TOTAL,NR,I552,NCST_A,UK	: 	155314558 	156288621 	: 	: 	39833327 
TOTAL,NR,I552,TOTAL,AT	23105878 	21941223 	20646643 	20022094 	19593528 	19150091 b
TOTAL,NR,I552,TOTAL,BE	16991695 	16900067 	16337156 	: 	10727791 	10537475 b
TOTAL,NR,I552,TOTAL,BG	1924465 	1809458 	1702845 	1683510 	1667694 	1527737 b
TOTAL,NR,I552,TOTAL,CH	: 	12078242 	: 	: 	: 	: 
TOTAL,NR,I552,TOTAL,CY	0 	0 	0 	0 	0 	0 b
TOTAL,NR,I552,TOTAL,CZ	10656674 	10421513 	10270477 	9064783 	9199630 	9359452 b
TOTAL,NR,I552,TOTAL,DE	81352690 	78792745 	76810040 	75492571 	74049894 	74250442 b
TOTAL,NR,I552,TOTAL,DK	5899997 	5814131 	5335834 	4686584 	4815762 	4962527 b
TOTAL,NR,I552,TOTAL,EA	478049874 e	457455267 	441186305 	: 	: 	: 
TOTAL,NR,I552,TOTAL,EE	1231023 	1174103 	1034819 	1003572 	976789 	895287 b
TOTAL,NR,I552,TOTAL,EL	21968111 e	20352732 e	20285216 e	19725951 e	17636256 	16182257 e
TOTAL,NR,I552,TOTAL,ES	91910107 	87146669 	79598908 	76392934 	71805482 	70672814 b
TOTAL,NR,I552,TOTAL,EU27	: u	759234663 	736215405 	519956255 e	547319266 e	537983642 b
TOTAL,NR,I552,TOTAL,EU28	: u	796312315 	768239980 	548558485 e	573997660 e	562787848 b
TOTAL,NR,I552,TOTAL,FI	2343271 	1899084 	1768434 	1846246 	1807547 	1649309 b
TOTAL,NR,I552,TOTAL,FR	94813008 	88719953 	91510425 	90677821 	93607604 	92942442 b
TOTAL,NR,I552,TOTAL,HR	42476731 	37077652 	32024575 	28602230 	26678394 	24804206 b
TOTAL,NR,I552,TOTAL,HU	5335595 	4765694 	4593198 	4340336 	3831230 	3593890 b
TOTAL,NR,I552,TOTAL,IE	: 	3807995 e	3227203 e	4337577 e	3840276 e	3856494 be
TOTAL,NR,I552,TOTAL,IS	: 	1701836 	1568600 	1256424 	925686 	682650 b
TOTAL,NR,I552,TOTAL,IT	88694426 	80972763 	76224585 	69928936 	68889280 	68755439 b
TOTAL,NR,I552,TOTAL,LI	20508 	19785 	19517 	20738 	20136 	24606 b
TOTAL,NR,I552,TOTAL,LT	3217972 	3089348 	2892599 	2849331 	2620310 	2513257 b
TOTAL,NR,I552,TOTAL,LU	258660 	232496 	242502 	234547 	211382 	225487 b
TOTAL,NR,I552,TOTAL,LV	965955 	729828 	609272 	608341 	617135 	545655 b
TOTAL,NR,I552,TOTAL,ME	: 	8094839 	8177958 	: 	: 	6149022 b
TOTAL,NR,I552,TOTAL,MK	381235 	362137 	356274 	377016 	389082 	399363 b
TOTAL,NR,I552,TOTAL,MT	270653 	270760 	241942 	248356 	235772 	155795 b
TOTAL,NR,I552,TOTAL,NL	43027147 	40711456 	40924196 	38400486 	37624700 b	31661065 b
TOTAL,NR,I552,TOTAL,NO	: 	3000013 	2877962 	2835103 	2768245 	1872346 b
TOTAL,NR,I552,TOTAL,PL	35602119 	34004991 	31439557 	30080054 	29370334 	30253405 b
TOTAL,NR,I552,TOTAL,PT	5925181 	4143747 	3010502 	1892099 	1769275 b	875018 b
TOTAL,NR,I552,TOTAL,RO	4401106 	3806974 	3438043 	2756523 	2541277 	2328409 b
TOTAL,NR,I552,TOTAL,RS	: 	2475104 	2204846 	2058879 	2347503 	2379476 b
TOTAL,NR,I552,TOTAL,SE	6361814 	6281135 	6533701 	6159791 	5781003 	5984673 b
TOTAL,NR,I552,TOTAL,SI	3019960 	2579736 	2287400 	2012301 	1993008 	1913237 b
TOTAL,NR,I552,TOTAL,SK	4239366 	3990562 	3534463 	3288181 	3442200 	3298881 b
TOTAL,NR,I552,TOTAL,UK	: 	234875500 	231715445 	: 	: u	79893105 b
TOTAL,NR,I552_I553,CST_A,AT	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,CST_A,BE	6242167 	6450154 	6474687 	: 	3256761 	3307198 
TOTAL,NR,I552_I553,CST_A,BG	1117961 	1006509 	923097 	922586 	1013304 	901777 
TOTAL,NR,I552_I553,CST_A,CH	: 	0 	: 	0 	: 	: 
TOTAL,NR,I552_I553,CST_A,CY	5088 	1641 	2871 	25832 	26332 	29851 
TOTAL,NR,I552_I553,CST_A,CZ	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,CST_A,DE	33733930 	32879481 	31409875 	30268051 	29270352 	29248631 
TOTAL,NR,I552_I553,CST_A,DK	14890861 	15202196 	14764601 	14282579 	14043928 	14084307 
TOTAL,NR,I552_I553,CST_A,EA	385584554 e	369920690 	361283893 	: 	: 	: 
TOTAL,NR,I552_I553,CST_A,EE	713063 	679231 	606246 	598461 	574878 	512965 
TOTAL,NR,I552_I553,CST_A,EL	22548417 e	20948105 e	20877483 e	20247499 e	18174827 	16592748 e
TOTAL,NR,I552_I553,CST_A,ES	105692820 	100899006 	93610209 	90112042 	87069039 	85432863 
TOTAL,NR,I552_I553,CST_A,EU27	: u	528186263 	513977370 	468437854 e	454514573 e	450204816 e
TOTAL,NR,I552_I553,CST_A,EU28	: u	580019480 	561002833 	515386949 e	496386858 e	489908021 e
TOTAL,NR,I552_I553,CST_A,FI	1220436 	1019397 	1084028 	1121971 	1097148 	1089468 
TOTAL,NR,I552_I553,CST_A,FR	103912451 	95064485 	98857759 	96176206 	97237581 	91912577 
TOTAL,NR,I552_I553,CST_A,HR	58559997 	51833217 	47025463 	43437869 	41872285 	39809761 
TOTAL,NR,I552_I553,CST_A,HU	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,CST_A,IE	: 	3403284 e	2917620 e	3577591 e	: u	: 
TOTAL,NR,I552_I553,CST_A,IS	: 	2270911 	2141339 	1950542 	1230742 	1053379 
TOTAL,NR,I552_I553,CST_A,IT	82991197 	75997533 	74545721 	69914899 	69669316 	73448943 
TOTAL,NR,I552_I553,CST_A,LI	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,CST_A,LT	976539 	920435 	808579 	861572 	784917 	761771 
TOTAL,NR,I552_I553,CST_A,LU	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,CST_A,LV	711177 	609661 	510594 	530095 	538307 	462184 
TOTAL,NR,I552_I553,CST_A,ME	: 	8029322 	8123168 	: 	: 	6125268 
TOTAL,NR,I552_I553,CST_A,MK	0 	0 	0 	0 	: 	: 
TOTAL,NR,I552_I553,CST_A,MT	270653 	270760 	241942 	248356 	235772 	155795 
TOTAL,NR,I552_I553,CST_A,NL	22322311 	21557609 	21787389 	21439725 	20070622 b	17296384 
TOTAL,NR,I552_I553,CST_A,NO	: 	6275156 	6049466 	6164939 	5855383 	6405965 
TOTAL,NR,I552_I553,CST_A,PL	13082738 	12510059 	11627316 	11160967 	10567538 	10656159 
TOTAL,NR,I552_I553,CST_A,PT	9862257 	8538729 	6933495 	6075258 	5951352 b	6044420 
TOTAL,NR,I552_I553,CST_A,RO	276379 	263393 	286283 	194513 	207076 	244809 
TOTAL,NR,I552_I553,CST_A,RS	: 	0 	0 	0 	0 	: 
TOTAL,NR,I552_I553,CST_A,SE	11598519 	11669277 	11750429 	11230973 	10807184 	10720610 
TOTAL,NR,I552_I553,CST_A,SI	796153 	681179 	615395 	550438 	533154 	561342 
TOTAL,NR,I552_I553,CST_A,SK	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,CST_A,UK	: 	117614139 	113341751 	: 	: 	82193094 
TOTAL,NR,I552_I553,NCST_A,AT	29514202 	27872641 	26099667 	25129421 	24915333 	24419036 
TOTAL,NR,I552_I553,NCST_A,BE	13490271 	13221665 	12823329 	: 	10041506 	10085446 
TOTAL,NR,I552_I553,NCST_A,BG	864844 	859956 	819578 	792613 	689806 	668029 
TOTAL,NR,I552_I553,NCST_A,CH	: 	14864450 	: 	2672542 	: 	: 
TOTAL,NR,I552_I553,NCST_A,CY	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,NCST_A,CZ	13629193 	13204218 	12833464 	11260235 	11411760 	11432334 
TOTAL,NR,I552_I553,NCST_A,DE	78670022 	76375625 	74620595 	73100466 	70493962 	70897582 
TOTAL,NR,I552_I553,NCST_A,DK	1719962 	1685842 	1642690 	1583853 	1575235 	1555745 
TOTAL,NR,I552_I553,NCST_A,EA	373498744 e	364681407 	352357137 	: 	: 	: 
TOTAL,NR,I552_I553,NCST_A,EE	529191 	494872 	428573 	405111 	401911 	382322 
TOTAL,NR,I552_I553,NCST_A,EL	1094692 e	1022252 e	967962 e	917251 e	865065 	919187 e
TOTAL,NR,I552_I553,NCST_A,ES	24929091 	22889298 	20380438 	18590351 	16112788 	16578564 
TOTAL,NR,I552_I553,NCST_A,EU27	: u	592268449 	577942617 	426740759 e	438591201 e	433809667 e
TOTAL,NR,I552_I553,NCST_A,EU28	: u	594996500 	580099810 	428466080 e	440043672 e	434603621 e
TOTAL,NR,I552_I553,NCST_A,FI	2914199 	2695374 	2512993 	2698146 	2782493 	2561599 
TOTAL,NR,I552_I553,NCST_A,FR	114871463 	105821893 	105528296 	104244873 	105787984 	106712200 
TOTAL,NR,I552_I553,NCST_A,HR	2998308 	2728051 	2157193 	1683060 	1452471 	1236185 
TOTAL,NR,I552_I553,NCST_A,HU	7302070 	6552513 	6324807 	5981749 	5461843 	5171623 
TOTAL,NR,I552_I553,NCST_A,IE	: 	1437871 e	1347318 e	1806265 e	: u	: 
TOTAL,NR,I552_I553,NCST_A,IS	: 	367950 	286048 	252180 	216173 	200658 
TOTAL,NR,I552_I553,NCST_A,IT	62504411 	59289367 	55267022 	52914472 	52356951 	51652397 
TOTAL,NR,I552_I553,NCST_A,LI	23392 	21400 	20943 	22300 	22106 	26190 
TOTAL,NR,I552_I553,NCST_A,LT	2307633 	2236961 	2159224 	2060006 	1904624 	1809286 
TOTAL,NR,I552_I553,NCST_A,LU	1197879 	1202129 	1241354 	1169038 	1067555 	1002044 
TOTAL,NR,I552_I553,NCST_A,LV	394406 	259365 	225248 	320486 	282490 	242170 
TOTAL,NR,I552_I553,NCST_A,ME	: 	95844 	75755 	: 	: 	49690 
TOTAL,NR,I552_I553,NCST_A,MK	437652 	401982 	398236 	435283 	: 	: 
TOTAL,NR,I552_I553,NCST_A,MT	0 	0 	0 	0 	0 	0 
TOTAL,NR,I552_I553,NCST_A,NL	40502675 	40065272 	40129435 	38448146 	38613561 b	31778463 
TOTAL,NR,I552_I553,NCST_A,NO	: 	4215826 	4003214 	3860391 	3679694 	3705235 
TOTAL,NR,I552_I553,NCST_A,PL	23660179 	22560353 	20802291 	19769385 	19657755 	20468067 
TOTAL,NR,I552_I553,NCST_A,PT	2639143 	2217270 	1859314 	1453922 	1429809 b	1055631 
TOTAL,NR,I552_I553,NCST_A,RO	4397283 	3778293 	3409495 	2719149 	2557071 	2343994 
TOTAL,NR,I552_I553,NCST_A,RS	: 	2517260 	2246301 	2096740 	2382931 	2413753 
TOTAL,NR,I552_I553,NCST_A,SE	10530574 	10249445 	10343540 	9975786 	9470669 	9299271 
TOTAL,NR,I552_I553,NCST_A,SI	3912857 	3295358 	3016663 	2680812 	2763679 	2649091 
TOTAL,NR,I552_I553,NCST_A,SK	4550204 	4284194 	3749706 	3472040 	3665600 	3515976 
TOTAL,NR,I552_I553,NCST_A,UK	: 	168696422 	169409615 	: 	: 	52228276 
TOTAL,NR,I552_I553,TOTAL,AT	29514202 	27872641 	26099667 	25129421 	24915333 	24419036 b
TOTAL,NR,I552_I553,TOTAL,BE	19732438 	19671819 	19298016 	: 	13298267 	13392644 b
TOTAL,NR,I552_I553,TOTAL,BG	1982805 	1866465 	1742675 	1715199 	1703110 	1569806 b
TOTAL,NR,I552_I553,TOTAL,CH	: 	14864450 	: 	2672542 	: 	: 
TOTAL,NR,I552_I553,TOTAL,CY	5088 	1641 	2871 	25832 	26332 	29851 b
TOTAL,NR,I552_I553,TOTAL,CZ	13629193 	13204218 	12833464 	11260235 	11411760 	11432334 b
TOTAL,NR,I552_I553,TOTAL,DE	112403952 	109255106 	106030470 	103369065 	100049571 	100258700 b
TOTAL,NR,I552_I553,TOTAL,DK	16610823 	16888039 	16407291 	15866432 	15619163 	15640052 b
TOTAL,NR,I552_I553,TOTAL,EA	759083296 e	734602097 	713641029 	: 	: 	: 
TOTAL,NR,I552_I553,TOTAL,EE	1242254 	1174103 	1034819 	1003572 	976789 	895287 b
TOTAL,NR,I552_I553,TOTAL,EL	23643109 e	21970357 e	21845445 e	21164755 e	19039891 	17511933 e
TOTAL,NR,I552_I553,TOTAL,ES	130621911 	123788305 	113990647 	108702393 	103181826 	102011427 b
TOTAL,NR,I552_I553,TOTAL,EU27	: u	1120454712 	1091919988 	895213170 e	893425028 e	880223354 b
TOTAL,NR,I552_I553,TOTAL,EU28	: u	1175015980 	1141102644 	943887584 e	936749784 e	921269300 b
TOTAL,NR,I552_I553,TOTAL,FI	4134635 	3714771 	3597021 	3820117 	3879641 	3651067 b
TOTAL,NR,I552_I553,TOTAL,FR	218783915 	200886378 	204386055 	200421079 	203025566 	198624777 b
TOTAL,NR,I552_I553,TOTAL,HR	61558305 	54561268 	49182656 	45120929 	43324756 	41045946 b
TOTAL,NR,I552_I553,TOTAL,HU	7302070 	6552513 	6324807 	5981749 	5461843 	5171623 b
TOTAL,NR,I552_I553,TOTAL,IE	: 	4841155 e	4264938 e	5383858 e	: u	: u
TOTAL,NR,I552_I553,TOTAL,IS	: 	2638861 	2427387 	2202722 	1446915 	1254037 b
TOTAL,NR,I552_I553,TOTAL,IT	145495608 	135286900 	129812743 	122829371 	122026267 	125101340 b
TOTAL,NR,I552_I553,TOTAL,LI	23392 	21400 	20943 	22300 	22106 	26190 b
TOTAL,NR,I552_I553,TOTAL,LT	3284172 	3157396 	2967803 	2921578 	2689541 	2571057 b
TOTAL,NR,I552_I553,TOTAL,LU	1197879 	1202129 	1241354 	1169038 	1067555 	1002044 b
TOTAL,NR,I552_I553,TOTAL,LV	1105583 	869026 	735842 	850581 	820797 	704354 b
TOTAL,NR,I552_I553,TOTAL,ME	: 	8125166 	8198923 	: 	: 	6174957 b
TOTAL,NR,I552_I553,TOTAL,MK	437652 	401982 	398236 	435283 	462728 	494196 b
TOTAL,NR,I552_I553,TOTAL,MT	270653 	270760 	241942 	248356 	235772 	155795 b
TOTAL,NR,I552_I553,TOTAL,NL	62824984 	61622880 	61916823 	59887872 	58684183 b	49074847 b
TOTAL,NR,I552_I553,TOTAL,NO	: 	10490982 	10052680 	10025330 	9535077 	10111200 b
TOTAL,NR,I552_I553,TOTAL,PL	36742917 	35070412 	32429607 	30930352 	30225293 	31124226 b
TOTAL,NR,I552_I553,TOTAL,PT	12501400 	10755999 	8792809 	7529180 	7381161 b	7100051 b
TOTAL,NR,I552_I553,TOTAL,RO	4673662 	4041686 	3695778 	2913662 	2764147 	2588803 b
TOTAL,NR,I552_I553,TOTAL,RS	: 	2517260 	2246301 	2096740 	2382931 	2413753 b
TOTAL,NR,I552_I553,TOTAL,SE	22129093 	21918722 	22093969 	21206759 	20277853 	20019881 b
TOTAL,NR,I552_I553,TOTAL,SI	4709010 	3976537 	3632058 	3231250 	3296833 	3210433 b
TOTAL,NR,I552_I553,TOTAL,SK	4550204 	4284194 	3749706 	3472040 	3665600 	3515976 b
TOTAL,NR,I552_I553,TOTAL,UK	: 	286310560 	282751368 	: 	: u	134421370 b
TOTAL,NR,I553,CST_A,AT	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,BE	454569 	501089 	538945 	: 	614436 	635566 
TOTAL,NR,I553,CST_A,BG	56229 	54478 	38220 	30087 	33368 	40104 
TOTAL,NR,I553,CST_A,CH	: 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,CY	5088 	1641 	2871 	25832 	26332 	29851 
TOTAL,NR,I553,CST_A,CZ	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,DE	8692677 	9136373 	8447921 	8062939 	7432397 	7267614 
TOTAL,NR,I553,CST_A,DK	9986733 	10387935 	10345457 	10470752 	10126652 	10017453 
TOTAL,NR,I553,CST_A,EA	160789984 e	157567087 	156413074 	: 	: 	: 
TOTAL,NR,I553,CST_A,EE	4085 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,EL	1630569 	1580473 	1520839 	1389251 	1362570 	1293068 b
TOTAL,NR,I553,CST_A,ES	30214811 	28817436 	27254627 	25568847 	24958271 	24691931 
TOTAL,NR,I553,CST_A,EU27	: u	215753803 	214306382 	212237173 e	208955071 	210436793 e
TOTAL,NR,I553,CST_A,EU28	: u	233007543 	231259053 	228591296 e	225418648 	226430323 e
TOTAL,NR,I553,CST_A,FI	683541 	681650 	704050 	740477 	736147 	746746 
TOTAL,NR,I553,CST_A,FR	73033667 	65477180 	67074855 	64813134 	64045579 	60394373 
TOTAL,NR,I553,CST_A,HR	18790352 	17253740 	16952671 	16354123 	16463577 	16066583 
TOTAL,NR,I553,CST_A,HU	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,IE	: 	664291 e	652701 e	692483 e	: u	: 
TOTAL,NR,I553,CST_A,IS	: 	784318 	716077 	794962 	402392 	443945 
TOTAL,NR,I553,CST_A,IT	39076065 	36859811 	36874446 	36646809 	36626025 	39531990 
TOTAL,NR,I553,CST_A,LI	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,LT	19547 	13269 	16425 	14541 	14522 	8801 
TOTAL,NR,I553,CST_A,LU	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,LV	101136 	106422 	94018 	126316 	119914 	105039 
TOTAL,NR,I553,CST_A,ME	: 	24040 	18074 	: 	: 	18051 
TOTAL,NR,I553,CST_A,MK	0 	0 	0 	0 	: 	: 
TOTAL,NR,I553,CST_A,MT	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,NL	7448225 	7795257 	8047045 	8194986 	7605142 b	6965502 
TOTAL,NR,I553,CST_A,NO	: 	4685432 	4516720 	4541226 	4380225 	5481079 
TOTAL,NR,I553,CST_A,PL	612600 	593872 	541087 	452177 	421960 	441395 
TOTAL,NR,I553,CST_A,PT	5627732 	5685423 	4955292 	4879293 	4810170 	5410974 
TOTAL,NR,I553,CST_A,RO	164486 	145258 	169981 	99720 	102921 	125236 
TOTAL,NR,I553,CST_A,RS	: 	0 	0 	0 	0 	: 
TOTAL,NR,I553,CST_A,SE	8911796 	8951977 	8883635 	8529806 	8343091 	8254738 
TOTAL,NR,I553,CST_A,SI	275302 	246772 	229039 	199262 	195963 	217754 
TOTAL,NR,I553,CST_A,SK	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,CST_A,UK	: 	38053196 	37914928 	: 	40678968 	42133316 
TOTAL,NR,I553,NCST_A,AT	6408324 	5931418 	5453024 	5107327 	5321805 	5268945 
TOTAL,NR,I553,NCST_A,BE	2286174 	2270663 	2421915 	: 	1956040 	2219603 
TOTAL,NR,I553,NCST_A,BG	2111 	2529 	1610 	1602 	2048 	1965 
TOTAL,NR,I553,NCST_A,CH	: 	2786208 	2657280 	2672542 	2864076 	2964456 
TOTAL,NR,I553,NCST_A,CY	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,NCST_A,CZ	2972519 	2782705 	2562987 	2195452 	2212130 	2072882 
TOTAL,NR,I553,NCST_A,DE	22358585 	21325988 	20772509 	19813007 	18396271 	18724856 
TOTAL,NR,I553,NCST_A,DK	724093 	685972 	726000 	709096 	676749 	660072 
TOTAL,NR,I553,NCST_A,EA	120243440 e	119579743 	116041651 	: 	: 	: 
TOTAL,NR,I553,NCST_A,EE	7146 	0 	0 	0 	0 	0 
TOTAL,NR,I553,NCST_A,EL	44429 	37152 	39390 	49553 	41065 	36608 b
TOTAL,NR,I553,NCST_A,ES	8496994 	7824199 	7137112 	6740612 	6418074 	6646682 
TOTAL,NR,I553,NCST_A,EU27	: u	145466245 	141398201 	137739548 e	136944685 	134098679 e
TOTAL,NR,I553,NCST_A,EU28	: u	145696121 	141603611 	137904124 e	137127470 	134135241 e
TOTAL,NR,I553,NCST_A,FI	1107823 	1134037 	1124537 	1233394 	1335947 	1255012 
TOTAL,NR,I553,NCST_A,FR	50937240 	46689245 	45800775 	44930124 	45372382 	45287963 
TOTAL,NR,I553,NCST_A,HR	291222 	229876 	205410 	164576 	182785 	175157 
TOTAL,NR,I553,NCST_A,HU	1966475 	1786819 	1731609 	1641413 	1630613 	1577733 
TOTAL,NR,I553,NCST_A,IE	: 	368869 e	385034 e	353797 e	: u	: 
TOTAL,NR,I553,NCST_A,IS	: 	152707 	142710 	151336 	118837 	127442 
TOTAL,NR,I553,NCST_A,IT	17725117 	17454326 	16713712 	16253626 	16510962 	16813911 
TOTAL,NR,I553,NCST_A,LI	2884 	1615 	1426 	1562 	1970 	1584 
TOTAL,NR,I553,NCST_A,LT	46653 	54779 	58779 	57706 	54709 	48999 
TOTAL,NR,I553,NCST_A,LU	939219 	969633 	998852 	934491 	856173 	776557 
TOTAL,NR,I553,NCST_A,LV	38492 	32776 	32552 	115924 	83748 	53660 
TOTAL,NR,I553,NCST_A,ME	: 	6287 	2891 	: 	: 	7884 
TOTAL,NR,I553,NCST_A,MK	56417 	39845 	41962 	58267 	: 	: 
TOTAL,NR,I553,NCST_A,MT	0 	0 	0 	0 	0 	0 
TOTAL,NR,I553,NCST_A,NL	12349613 	13116168 	12945583 	13292399 	13454341 b	10448280 
TOTAL,NR,I553,NCST_A,NO	: 	2805537 	2657998 	2649001 	2386607 	2757775 
TOTAL,NR,I553,NCST_A,PL	528198 	471549 	448963 	398121 	432999 	429426 
TOTAL,NR,I553,NCST_A,PT	948487 	926829 	827015 	757788 	801716 	814059 
TOTAL,NR,I553,NCST_A,RO	108070 	89454 	87754 	57419 	119949 	135158 
TOTAL,NR,I553,NCST_A,RS	: 	42156 	41455 	37861 	35428 	34277 
TOTAL,NR,I553,NCST_A,SE	6855483 	6685610 	6676633 	6517162 	6153759 	5780470 
TOTAL,NR,I553,NCST_A,SI	1413748 	1150029 	1115619 	1019687 	1107862 	1079442 
TOTAL,NR,I553,NCST_A,SK	310838 	293632 	215243 	183859 	223400 	217095 
TOTAL,NR,I553,NCST_A,UK	: 	13381864 	13120994 	: 	13421077 	12394949 
TOTAL,NR,I553,TOTAL,AT	6408324 	5931418 	5453024 	5107327 	5321805 	5268945 b
TOTAL,NR,I553,TOTAL,BE	2740743 	2771752 	2960860 	: 	2570476 	2855169 b
TOTAL,NR,I553,TOTAL,BG	58340 	57007 	39830 	31689 	35416 	42069 b
TOTAL,NR,I553,TOTAL,CH	: 	2786208 	2657280 	2672542 	2864076 	2964456 b
TOTAL,NR,I553,TOTAL,CY	5088 	1641 	2871 	25832 	26332 	29851 b
TOTAL,NR,I553,TOTAL,CZ	2972519 	2782705 	2562987 	2195452 	2212130 	2072882 b
TOTAL,NR,I553,TOTAL,DE	31051262 	30462361 	29220430 	27876494 	25999677 	26008258 b
TOTAL,NR,I553,TOTAL,DK	10710826 	11073908 	11071457 	11179848 	10803401 	10677525 b
TOTAL,NR,I553,TOTAL,EA	281033422 e	277146830 	272454724 	: 	: 	: 
TOTAL,NR,I553,TOTAL,EE	11231 	0 	0 	0 	0 	0 b
TOTAL,NR,I553,TOTAL,EL	1674998 	1617625 	1560229 	1438804 	1403635 	1329676 b
TOTAL,NR,I553,TOTAL,ES	38711804 	36641636 	34391739 	32309459 	31376344 	31338613 b
TOTAL,NR,I553,TOTAL,EU27	: u	361220049 	355704583 	350012271 e	346105765 	342239712 b
TOTAL,NR,I553,TOTAL,EU28	: u	378703665 	372862664 	366530970 e	362752127 	358481452 b
TOTAL,NR,I553,TOTAL,FI	1791364 	1815687 	1828587 	1973871 	2072094 	2001758 b
TOTAL,NR,I553,TOTAL,FR	123970907 	112166425 	112875630 	109743258 	109417961 	105682335 b
TOTAL,NR,I553,TOTAL,HR	19081574 	17483616 	17158081 	16518699 	16646362 	16241740 b
TOTAL,NR,I553,TOTAL,HU	1966475 	1786819 	1731609 	1641413 	1630613 	1577733 b
TOTAL,NR,I553,TOTAL,IE	: 	1033160 e	1037735 e	1046281 e	: u	: u
TOTAL,NR,I553,TOTAL,IS	: 	937025 	858787 	946298 	521229 	571387 b
TOTAL,NR,I553,TOTAL,IT	56801182 	54314137 	53588158 	52900435 	53136987 	56345901 b
TOTAL,NR,I553,TOTAL,LI	2884 	1615 	1426 	1562 	1970 	1584 b
TOTAL,NR,I553,TOTAL,LT	66200 	68048 	75204 	72247 	69231 	57800 b
TOTAL,NR,I553,TOTAL,LU	939219 	969633 	998852 	934491 	856173 	776557 b
TOTAL,NR,I553,TOTAL,LV	139628 	139198 	126570 	242240 	203662 	158699 b
TOTAL,NR,I553,TOTAL,ME	: 	30327 	20965 	: 	: 	25935 b
TOTAL,NR,I553,TOTAL,MK	56417 	39845 	41962 	58267 	73646 	94833 b
TOTAL,NR,I553,TOTAL,MT	0 	0 	0 	0 	0 	0 b
TOTAL,NR,I553,TOTAL,NL	19797837 	20911424 	20992627 	21487386 	21059483 b	17413782 b
TOTAL,NR,I553,TOTAL,NO	: 	7490969 	7174718 	7190227 	6766832 	8238854 b
TOTAL,NR,I553,TOTAL,PL	1140798 	1065421 	990050 	850298 	854959 	870821 b
TOTAL,NR,I553,TOTAL,PT	6576219 	6612252 	5782307 	5637081 	5611886 	6225033 b
TOTAL,NR,I553,TOTAL,RO	272556 	234712 	257735 	157139 	222870 	260394 b
TOTAL,NR,I553,TOTAL,RS	: 	42156 	41455 	37861 	35428 	34277 b
TOTAL,NR,I553,TOTAL,SE	15767279 	15637587 	15560268 	15046968 	14496850 	14035208 b
TOTAL,NR,I553,TOTAL,SI	1689050 	1396801 	1344658 	1218949 	1303825 	1297196 b
TOTAL,NR,I553,TOTAL,SK	310838 	293632 	215243 	183859 	223400 	217095 b
TOTAL,NR,I553,TOTAL,TR	: 	355240 	92125 	317613 	56865 	: 
TOTAL,NR,I553,TOTAL,UK	: 	51435060 	51035923 	: 	54135045 	54528265 b
