c_resid,unit,nace_r2,terrtypo,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
FOR,PCH_PRE,I552,TOTAL,DK	5.41 	12.53 	37.41 	0.66 	-4 	-6.1 b
FOR,PCH_PRE,I552,TOTAL,EA	7.35 e	5.3 	5.51 	: 	: 	: 
FOR,PCH_PRE,I552,TOTAL,EE	6.9 	13.17 	-0.34 	8.37 	14.8 	30.9 b
FOR,PCH_PRE,I552,TOTAL,EL	12.34 e	-4.26 e	6.71 e	15.73 e	12.93 	-10.6 b
FOR,PCH_PRE,I552,TOTAL,ES	4.32 	9.26 	1.96 	4.04 	3.1 	0.9 b
FOR,PCH_PRE,I552,TOTAL,EU27	: u	3.34 	87.12 	-2.88 e	4.23 e	: 
FOR,PCH_PRE,I552,TOTAL,EU28	: u	4.35 	75.52 	-0.21 e	4.67 e	: 
FOR,PCH_PRE,I552,TOTAL,FI	40.18 	-3.42 	-10.46 	-2 	18.5 	16.3 b
FOR,PCH_PRE,I552,TOTAL,FR	3.24 	-11.19 	-3.76 	-2.9 	2.8 	-0.4 b
FOR,PCH_PRE,I552,TOTAL,HR	15.3 	17.15 	11.77 	7.43 	8.5 	672.5 b
FOR,PCH_PRE,I552,TOTAL,HU	10.06 	22.63 	20.51 	16.25 	36 	26.5 b
FOR,PCH_PRE,I552,TOTAL,IE	: 	25.34 e	0.53 e	21.9 e	-4.8 e	: 
FOR,PCH_PRE,I552,TOTAL,IS	: 	7.98 	30.2 	40.53 	33.2 	86.7 b
FOR,PCH_PRE,I552,TOTAL,IT	12.83 	8.24 	10.48 	2.91 	3 	21 b
FOR,PCH_PRE,I552,TOTAL,LI	2.09 	-0.66 	-5.22 	3.46 	-18.6 	6.4 b
FOR,PCH_PRE,I552,TOTAL,LT	7.71 	10.8 	-2.96 	6.69 	8.3 	1534.9 b
FOR,PCH_PRE,I552,TOTAL,LU	16.46 	-7.85 	7.11 	13.6 	-13.2 	9.7 b
FOR,PCH_PRE,I552,TOTAL,LV	35.28 	16.22 	-3.28 	-2.97 	22.5 	93.7 b
FOR,PCH_PRE,I552,TOTAL,ME	: 	-0.7 	: 	: 	: 	: 
FOR,PCH_PRE,I552,TOTAL,MK	19.32 	0.13 	-13.12 	5.32 	-3.9 	-9 b
FOR,PCH_PRE,I552,TOTAL,MT	-0.31 	11.79 	-2.5 	5.94 	50.5 	: 
FOR,PCH_PRE,I552,TOTAL,NL	8.36 	5.42 	11.59 	4.15 	24.5 b	1.3 b
FOR,PCH_PRE,I552,TOTAL,NO	: 	8 	-2.01 	7.01 	48.4 	-0.4 b
FOR,PCH_PRE,I552,TOTAL,PL	16.25 	8.12 	3.91 	-1.18 	-3.2 	7.9 b
FOR,PCH_PRE,I552,TOTAL,PT	57.42 	51.53 	83.89 	24.37 	336.1 b	-1.1 b
FOR,PCH_PRE,I552,TOTAL,RO	11.55 	15.44 	37.19 	3.08 	10 	240.4 b
FOR,PCH_PRE,I552,TOTAL,RS	: 	16.5 	16.84 	10.82 	6 	: 
FOR,PCH_PRE,I552,TOTAL,SE	8.63 	0.51 	6 	11.11 	-1.4 	0 b
FOR,PCH_PRE,I552,TOTAL,SI	27.52 	18.86 	21.24 	6.63 	12.5 	102.2 b
FOR,PCH_PRE,I552,TOTAL,SK	13.76 	24.75 	8.76 	-8.39 	6.7 	-4.9 b
FOR,PCH_PRE,I552,TOTAL,UK	: 	1.28 	: 	: 	: 	97.6 b
FOR,PCH_PRE,I552_I553,CST_A,BE	2.19 	-0.51 	24.5 	: 	-1.3 	: 
FOR,PCH_PRE,I552_I553,CST_A,BG	37.88 	13.46 	-25.64 	-26.35 	32.6 	: 
FOR,PCH_PRE,I552_I553,CST_A,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	: 
FOR,PCH_PRE,I552_I553,CST_A,DE	1.35 	1.7 	1.24 	7.59 	9 	: 
FOR,PCH_PRE,I552_I553,CST_A,DK	1.27 	6.17 	13.74 	5.93 	-0.4 	: 
FOR,PCH_PRE,I552_I553,CST_A,EA	7.1 e	4.87 	3.86 	: 	: 	: 
FOR,PCH_PRE,I552_I553,CST_A,EE	4.82 	10.96 	0.6 	8.76 	15.2 	: 
FOR,PCH_PRE,I552_I553,CST_A,EL	12.15 e	-4.23 e	6.13 e	15.34 e	13.17 	: 
FOR,PCH_PRE,I552_I553,CST_A,ES	4.2 	8.19 	2.73 	2.28 	3.4 	: 
FOR,PCH_PRE,I552_I553,CST_A,EU27	: u	3.85 	22.69 	6.64 e	4.87 e	: 
FOR,PCH_PRE,I552_I553,CST_A,EU28	: u	5.07 	17.88 	7.84 e	4.92 e	: 
FOR,PCH_PRE,I552_I553,CST_A,FI	29.69 	-16.23 	-2.17 	-0.91 	5.8 	: 
FOR,PCH_PRE,I552_I553,CST_A,FR	5.15 	-3.97 	-1.77 	-1.13 	12.5 	: 
FOR,PCH_PRE,I552_I553,CST_A,HR	13.47 	10.85 	7.89 	3.81 	5.6 	: 
FOR,PCH_PRE,I552_I553,CST_A,IE	: 	24.75 e	-3.5 e	19.77 e	: 	: 
FOR,PCH_PRE,I552_I553,CST_A,IS	: 	7.22 	22.8 	64.76 	20.7 	: 
FOR,PCH_PRE,I552_I553,CST_A,IT	13.76 	5.16 	6.93 	1.18 	-0.7 	: 
FOR,PCH_PRE,I552_I553,CST_A,LT	-8.01 	43.5 	-25.39 	12.02 	10.1 	: 
FOR,PCH_PRE,I552_I553,CST_A,LV	26.7 	16.03 	-2.87 	3.38 	20.1 	: 
FOR,PCH_PRE,I552_I553,CST_A,ME	: 	-0.78 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,CST_A,MT	-0.31 	11.79 	-2.5 	5.94 	50.5 	: 
FOR,PCH_PRE,I552_I553,CST_A,NL	7.34 	2.3 	7.02 	12.35 	20.7 b	: 
FOR,PCH_PRE,I552_I553,CST_A,NO	: 	7.9 	-2.29 	10.95 	-12.4 	: 
FOR,PCH_PRE,I552_I553,CST_A,PL	9.52 	3.28 	-0.2 	0.76 	-5.7 	: 
FOR,PCH_PRE,I552_I553,CST_A,PT	30.99 	38.44 	32.22 	16.21 	21.3 b	: 
FOR,PCH_PRE,I552_I553,CST_A,RO	19.83 	-60.28 	225.92 	-32.46 	9.5 	: 
FOR,PCH_PRE,I552_I553,CST_A,SE	3.91 	1.96 	7.78 	7.17 	-4.6 	: 
FOR,PCH_PRE,I552_I553,CST_A,SI	30.39 	17.33 	9.74 	11.04 	2.2 	: 
FOR,PCH_PRE,I552_I553,CST_A,UK	: 	0.53 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NCST_A,AT	6.87 	6.93 	4.35 	-0.2 	3.15 	: 
FOR,PCH_PRE,I552_I553,NCST_A,BE	2.67 	0.66 	39.79 	: 	0.3 	: 
FOR,PCH_PRE,I552_I553,NCST_A,BG	13.18 	7 	4.57 	25.58 	7 	: 
FOR,PCH_PRE,I552_I553,NCST_A,CZ	6.86 	3.58 	8.27 	3.19 	11.6 	: 
FOR,PCH_PRE,I552_I553,NCST_A,DE	2.75 	1.01 	3.47 	4.64 	1.3 	: 
FOR,PCH_PRE,I552_I553,NCST_A,DK	1.2 	9.06 	11.81 	3.91 	8.2 	: 
FOR,PCH_PRE,I552_I553,NCST_A,EA	4.65 e	4.23 	4.67 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NCST_A,EE	27.27 	23.86 	-4.65 	6.63 	13.1 	: 
FOR,PCH_PRE,I552_I553,NCST_A,EL	16.19 e	2.03 e	31.68 e	19.11 e	34.48 	: 
FOR,PCH_PRE,I552_I553,NCST_A,ES	8.98 	15.29 	13.15 	16.77 	3.4 	: 
FOR,PCH_PRE,I552_I553,NCST_A,EU27	: u	2.64 	99.91 	-10.95 e	2.91 e	: 
FOR,PCH_PRE,I552_I553,NCST_A,EU28	: u	2.84 	99.3 	-10.72 e	3.11 e	: 
FOR,PCH_PRE,I552_I553,NCST_A,FI	26.14 	3.6 	-12.9 	-5.83 	15.2 	: 
FOR,PCH_PRE,I552_I553,NCST_A,FR	7.19 	-4.32 	-2.75 	-2.89 	-0.7 	: 
FOR,PCH_PRE,I552_I553,NCST_A,HR	10.76 	35.71 	35.82 	20.56 	20.9 	: 
FOR,PCH_PRE,I552_I553,NCST_A,HU	9.37 	6.97 	10.11 	5.12 	11.1 	: 
FOR,PCH_PRE,I552_I553,NCST_A,IE	: 	19.27 e	17.65 e	13.26 e	: 	: 
FOR,PCH_PRE,I552_I553,NCST_A,IS	: 	31.45 	26.17 	22.95 	16.4 	: 
FOR,PCH_PRE,I552_I553,NCST_A,IT	7.36 	9.23 	4.87 	2.1 	2.8 	: 
FOR,PCH_PRE,I552_I553,NCST_A,LI	8.22 	0.35 	-5.48 	1.19 	-15.9 	: 
FOR,PCH_PRE,I552_I553,NCST_A,LT	9.69 	6.43 	1.44 	5.26 	8.4 	: 
FOR,PCH_PRE,I552_I553,NCST_A,LU	0.3 	-2.38 	9.65 	8.4 	3 	12.6 
FOR,PCH_PRE,I552_I553,NCST_A,LV	67.13 	6.88 	-34.7 	-15.11 	25.5 	: 
FOR,PCH_PRE,I552_I553,NCST_A,ME	: 	43.58 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NCST_A,MK	17.06 	-1.46 	-14.12 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NCST_A,NL	9.63 	10.08 	13.12 	-1.92 	26.1 b	: 
FOR,PCH_PRE,I552_I553,NCST_A,NO	: 	9.2 	4.3 	5.89 	-1.5 	: 
FOR,PCH_PRE,I552_I553,NCST_A,PL	20 	13.03 	11.52 	-2.18 	-3.3 	: 
FOR,PCH_PRE,I552_I553,NCST_A,PT	25.8 	20.28 	34.81 	6.52 	59.9 b	: 
FOR,PCH_PRE,I552_I553,NCST_A,RO	13.34 	18.95 	34.5 	-14.11 	4.5 	: 
FOR,PCH_PRE,I552_I553,NCST_A,RS	: 	13.9 	15.78 	10.5 	5.8 	: 
FOR,PCH_PRE,I552_I553,NCST_A,SE	1.85 	-4.04 	7.62 	4.78 	1.1 	: 
FOR,PCH_PRE,I552_I553,NCST_A,SI	29.21 	13.51 	17.31 	0.08 	9.6 	: 
FOR,PCH_PRE,I552_I553,NCST_A,SK	11.7 	28.65 	9.1 	-9.1 	5.5 	: 
FOR,PCH_PRE,I552_I553,NCST_A,UK	: 	1.22 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,TOTAL,AT	6.87 	6.93 	4.35 	-0.2 	3.15 	9 b
FOR,PCH_PRE,I552_I553,TOTAL,BE	2.58 	0.45 	36.71 	: 	0 	-7.6 b
FOR,PCH_PRE,I552_I553,TOTAL,BG	30.45 	11.43 	-18.24 	-18.05 	27.8 	114.2 b
FOR,PCH_PRE,I552_I553,TOTAL,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	-93.4 b
FOR,PCH_PRE,I552_I553,TOTAL,CZ	6.86 	3.58 	8.27 	3.19 	11.6 	32.9 b
FOR,PCH_PRE,I552_I553,TOTAL,DE	2.64 	1.07 	3.29 	4.85 	1.9 	8 b
FOR,PCH_PRE,I552_I553,TOTAL,DK	1.26 	6.5 	13.52 	5.7 	0.5 	-5.7 b
FOR,PCH_PRE,I552_I553,TOTAL,EA	6.04 e	4.59 	4.21 	: 	: 	: 
FOR,PCH_PRE,I552_I553,TOTAL,EE	9.02 	13.17 	-0.34 	8.37 	14.8 	19.8 b
FOR,PCH_PRE,I552_I553,TOTAL,EL	12.25 e	-4.08 e	6.61 e	15.41 e	13.5 	-11.7 b
FOR,PCH_PRE,I552_I553,TOTAL,ES	4.54 	8.66 	3.37 	3.06 	3.4 	1.1 b
FOR,PCH_PRE,I552_I553,TOTAL,EU27	: u	3.18 	56.59 	-1.87 e	4.12 e	8.3 be
FOR,PCH_PRE,I552_I553,TOTAL,EU28	: u	3.92 	49.23 	-0.16 e	4.33 e	14.9 be
FOR,PCH_PRE,I552_I553,TOTAL,FI	27.37 	-4.27 	-8.93 	-4.07 	11.7 	7.3 b
FOR,PCH_PRE,I552_I553,TOTAL,FR	6.35 	-4.18 	-2.35 	-2.18 	4.2 	0.1 b
FOR,PCH_PRE,I552_I553,TOTAL,HR	13.35 	11.7 	8.66 	4.21 	6 	120.4 b
FOR,PCH_PRE,I552_I553,TOTAL,HU	9.37 	6.97 	10.11 	5.12 	11.1 	26.9 b
FOR,PCH_PRE,I552_I553,TOTAL,IE	: 	22.97 e	2.46 e	17.86 e	: 	: 
FOR,PCH_PRE,I552_I553,TOTAL,IS	: 	10.04 	23.18 	58.63 	20 	64 b
FOR,PCH_PRE,I552_I553,TOTAL,IT	10.55 	7.16 	5.9 	1.63 	1 	2.5 b
FOR,PCH_PRE,I552_I553,TOTAL,LI	8.22 	0.35 	-5.48 	1.19 	-15.9 	-31.7 b
FOR,PCH_PRE,I552_I553,TOTAL,LT	7.17 	10.48 	-2.4 	6.18 	8.7 	944 b
FOR,PCH_PRE,I552_I553,TOTAL,LU	0.3 	-2.38 	9.65 	8.4 	3 	12.6 b
FOR,PCH_PRE,I552_I553,TOTAL,LV	30.39 	15.13 	-7.31 	0.33 	20.9 	52 b
FOR,PCH_PRE,I552_I553,TOTAL,ME	: 	-0.6 	: 	: 	: 	5662.4 b
FOR,PCH_PRE,I552_I553,TOTAL,MK	17.06 	-1.46 	-14.12 	7.24 	1.8 	-7.9 b
FOR,PCH_PRE,I552_I553,TOTAL,MT	-0.31 	11.79 	-2.5 	5.94 	50.5 	2 b
FOR,PCH_PRE,I552_I553,TOTAL,NL	8.33 	5.54 	9.48 	6.11 	23 b	-1.3 b
FOR,PCH_PRE,I552_I553,TOTAL,NO	: 	8.31 	-0.27 	9.35 	-9.2 	-1.9 b
FOR,PCH_PRE,I552_I553,TOTAL,PL	15.24 	8.38 	5.6 	-0.72 	-4.5 	10.3 b
FOR,PCH_PRE,I552_I553,TOTAL,PT	30.2 	35.35 	32.65 	14.47 	26.8 b	-4.3 b
FOR,PCH_PRE,I552_I553,TOTAL,RO	13.46 	14.69 	38.88 	-14.64 	4.6 	241.6 b
FOR,PCH_PRE,I552_I553,TOTAL,RS	: 	13.9 	15.78 	10.5 	5.8 	: 
FOR,PCH_PRE,I552_I553,TOTAL,SE	2.89 	-1.1 	7.7 	5.94 	-1.7 	-3.4 b
FOR,PCH_PRE,I552_I553,TOTAL,SI	29.37 	14.01 	16.26 	1.47 	8.6 	41 b
FOR,PCH_PRE,I552_I553,TOTAL,SK	11.7 	28.65 	9.1 	-9.1 	5.5 	-0.6 b
FOR,PCH_PRE,I552_I553,TOTAL,UK	: 	1.04 	: 	: 	: 	81.9 b
FOR,PCH_PRE,I553,CST_A,BE	0.33 	-15.26 	: c	: 	-5 	: 
FOR,PCH_PRE,I553,CST_A,BG	-14.99 	51.87 	-60.48 	-63.37 	-27.5 	: 
FOR,PCH_PRE,I553,CST_A,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	: 
FOR,PCH_PRE,I553,CST_A,DE	-5.47 	9.04 	-1.6 	9.28 	-8.7 	: 
FOR,PCH_PRE,I553,CST_A,DK	-3.06 	2.58 	0.06 	8.47 	2.5 	: 
FOR,PCH_PRE,I553,CST_A,EA	4.76 e	3.79 	1.56 	: 	: 	: 
FOR,PCH_PRE,I553,CST_A,EL	10.2 	-0.42 	5.82 	9.63 	24.26 	: 
FOR,PCH_PRE,I553,CST_A,ES	5.18 	6.14 	8.3 	-0.88 	4.6 	: 
FOR,PCH_PRE,I553,CST_A,EU27	: u	2.92 	2.3 	1.16 e	3.57 	: 
FOR,PCH_PRE,I553,CST_A,EU28	: u	2.73 	2.54 	0.79 e	3.16 	: 
FOR,PCH_PRE,I553,CST_A,FI	-0.78 	-6.18 	-5.35 	-4 	0 	: 
FOR,PCH_PRE,I553,CST_A,FR	7.46 	-1.12 	-0.65 	-1.07 	12.1 	: 
FOR,PCH_PRE,I553,CST_A,HR	9.21 	2.05 	3.4 	-0.53 	2.3 	: 
FOR,PCH_PRE,I553,CST_A,IE	: 	38.12 e	-17.09 e	-5.98 e	: 	: 
FOR,PCH_PRE,I553,CST_A,IS	: 	16.29 	8.3 	153.96 	-11.3 	: 
FOR,PCH_PRE,I553,CST_A,IT	9.58 	5.63 	-2.17 	0.12 	-2.5 	: 
FOR,PCH_PRE,I553,CST_A,LT	7.56 	-19.18 	6.84 	14.85 	61.4 	: 
FOR,PCH_PRE,I553,CST_A,LV	0.2 	15.35 	-16.16 	10.29 	12.1 	: 
FOR,PCH_PRE,I553,CST_A,ME	: 	32.78 	: 	: 	: 	: 
FOR,PCH_PRE,I553,CST_A,NL	8.33 	1.25 	2.67 	16.91 	11.1 b	: 
FOR,PCH_PRE,I553,CST_A,NO	: 	9.62 	1.19 	9.21 	-34.4 	: 
FOR,PCH_PRE,I553,CST_A,PL	1.99 	13.91 	31.73 	25.51 	-24.9 	: 
FOR,PCH_PRE,I553,CST_A,PT	3.99 	23.18 	7 	12.52 	-3 	: 
FOR,PCH_PRE,I553,CST_A,RO	22.59 	-18.5 	111.92 	-12.6 	26.2 	: 
FOR,PCH_PRE,I553,CST_A,SE	0.33 	-0.73 	8.8 	5.3 	-5.6 	: 
FOR,PCH_PRE,I553,CST_A,SI	36.1 	9.97 	-2.27 	16.16 	-1.9 	: 
FOR,PCH_PRE,I553,CST_A,UK	: 	-21.82 	: 	: 	-15.06 	: 
FOR,PCH_PRE,I553,NCST_A,AT	7.78 	6.29 	6.17 	-6.4 	0.97 	: 
FOR,PCH_PRE,I553,NCST_A,BE	0.73 	-6.98 	: c	: 	-5.8 	: 
FOR,PCH_PRE,I553,NCST_A,BG	238.95 	19.5 	-67.35 	79.04 	22 	: 
FOR,PCH_PRE,I553,NCST_A,CH	: 	14.57 	-16.76 	-10.2 	-3.1 	: 
FOR,PCH_PRE,I553,NCST_A,CZ	8.9 	6.6 	17.57 	-6.16 	4.1 	: 
FOR,PCH_PRE,I553,NCST_A,DE	-0.05 	-2.82 	5.42 	1.07 	1.1 	: 
FOR,PCH_PRE,I553,NCST_A,DK	13.55 	-2.32 	17.42 	9.27 	15 	: 
FOR,PCH_PRE,I553,NCST_A,EA	2.42 e	2.83 	2.48 	: 	: 	: 
FOR,PCH_PRE,I553,NCST_A,EL	25.43 	-14.67 	-11.12 	19.15 	14.7 	: 
FOR,PCH_PRE,I553,NCST_A,ES	6.15 	11.52 	8.38 	5.88 	2.7 	: 
FOR,PCH_PRE,I553,NCST_A,EU27	: u	2.29 	-0.86 	-1.23 e	3.2 	: 
FOR,PCH_PRE,I553,NCST_A,EU28	: u	2.32 	-0.78 	-1.26 e	3.31 	: 
FOR,PCH_PRE,I553,NCST_A,FI	13.86 	-5.06 	-7.45 	-10.57 	4.8 	: 
FOR,PCH_PRE,I553,NCST_A,FR	8.27 	0.5 	-2.41 	-2.4 	-0.7 	: 
FOR,PCH_PRE,I553,NCST_A,HR	27.61 	10.57 	23.87 	-9.84 	4.4 	: 
FOR,PCH_PRE,I553,NCST_A,HU	8.77 	-3.69 	4 	-0.48 	1.8 	: 
FOR,PCH_PRE,I553,NCST_A,IE	: 	-11.18 e	64.42 e	14.43 e	: 	: 
FOR,PCH_PRE,I553,NCST_A,IS	: 	9.69 	11.24 	27.55 	-1 	: 
FOR,PCH_PRE,I553,NCST_A,IT	4.13 	5.47 	2.07 	-0.22 	-0.3 	: 
FOR,PCH_PRE,I553,NCST_A,LI	78.45 	13.57 	-8.73 	-20.71 	24.1 	: 
FOR,PCH_PRE,I553,NCST_A,LT	-8.86 	13.36 	13.44 	-11.89 	8.3 	: 
FOR,PCH_PRE,I553,NCST_A,LU	-2.76 	-1.26 	10.18 	7.4 	6.9 	13.4 
FOR,PCH_PRE,I553,NCST_A,LV	88.02 	-20.61 	-43.22 	31.43 	32.5 	: 
FOR,PCH_PRE,I553,NCST_A,ME	: 	70.51 	: 	: 	: 	: 
FOR,PCH_PRE,I553,NCST_A,MK	-0.01 	-12.04 	-20.22 	: 	: 	: 
FOR,PCH_PRE,I553,NCST_A,NL	8.15 	15.04 	7.56 	1.17 	36.9 b	: 
FOR,PCH_PRE,I553,NCST_A,NO	: 	5.53 	1.62 	19.05 	-30.1 	: 
FOR,PCH_PRE,I553,NCST_A,PL	9.2 	7.65 	21.14 	-10.44 	-12.7 	: 
FOR,PCH_PRE,I553,NCST_A,PT	-4.03 	16.43 	17.49 	-3.44 	2 	: 
FOR,PCH_PRE,I553,NCST_A,RO	78.53 	11.81 	71.77 	-90.09 	-14.3 	: 
FOR,PCH_PRE,I553,NCST_A,RS	: 	-13.69 	5.57 	7.54 	4 	: 
FOR,PCH_PRE,I553,NCST_A,SE	0.61 	-2.78 	8.05 	2.56 	2 	: 
FOR,PCH_PRE,I553,NCST_A,SI	31.89 	6.47 	11.38 	-7.13 	5.1 	: 
FOR,PCH_PRE,I553,NCST_A,SK	3.19 	47.66 	10.75 	-12.45 	0.3 	: 
FOR,PCH_PRE,I553,NCST_A,UK	: 	-7.75 	: 	: 	124.44 	: 
FOR,PCH_PRE,I553,TOTAL,AT	7.78 	6.29 	6.17 	-6.4 	0.97 	7.7 b
FOR,PCH_PRE,I553,TOTAL,BE	0.69 	-7.71 	19.03 	: 	-5.7 	-21.4 b
FOR,PCH_PRE,I553,TOTAL,BG	-0.24 	49.52 	-61.07 	-60.66 	-26.9 	15.2 b
FOR,PCH_PRE,I553,TOTAL,CH	: 	14.57 	-16.76 	-10.21 	-3.1 	-10.9 b
FOR,PCH_PRE,I553,TOTAL,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	-8.5 b
FOR,PCH_PRE,I553,TOTAL,CZ	8.9 	6.6 	17.57 	-6.16 	4.1 	3.2 b
FOR,PCH_PRE,I553,TOTAL,DE	-0.48 	-1.98 	4.88 	1.63 	0.4 	6.5 b
FOR,PCH_PRE,I553,TOTAL,DK	-1.97 	2.24 	1.09 	8.52 	3.2 	-5.5 b
FOR,PCH_PRE,I553,TOTAL,EA	3.68 e	3.34 	1.98 	: 	: 	: 
FOR,PCH_PRE,I553,TOTAL,EE	: 	: 	: 	: 	: 	-100 b
FOR,PCH_PRE,I553,TOTAL,EL	10.76 	-1.04 	4.96 	10.07 	23.78 	-27.5 b
FOR,PCH_PRE,I553,TOTAL,ES	5.29 	6.72 	8.3 	-0.2 	4.4 	1.7 b
FOR,PCH_PRE,I553,TOTAL,EU27	: u	2.63 	0.82 	0.02 e	3.92 	: 
FOR,PCH_PRE,I553,TOTAL,EU28	: u	2.57 	1.18 	-0.06 e	3.71 	: 
FOR,PCH_PRE,I553,TOTAL,FI	6.37 	-5.63 	-6.38 	-7.34 	2.4 	-3 b
FOR,PCH_PRE,I553,TOTAL,FR	7.88 	-0.3 	-1.55 	-1.76 	5.1 	0.3 b
FOR,PCH_PRE,I553,TOTAL,HR	9.45 	2.16 	3.61 	-0.63 	2.3 	9.6 b
FOR,PCH_PRE,I553,TOTAL,HU	8.77 	-3.69 	4 	-0.48 	1.8 	27 b
FOR,PCH_PRE,I553,TOTAL,IE	: 	11.95 e	12.51 e	0.53 e	: 	: 
FOR,PCH_PRE,I553,TOTAL,IS	: 	15.07 	8.83 	115.35 	-8.4 	29.9 b
FOR,PCH_PRE,I553,TOTAL,IT	7.06 	5.55 	-0.25 	-0.03 	-1.5 	-13.9 b
FOR,PCH_PRE,I553,TOTAL,LI	78.45 	13.57 	-8.73 	-20.71 	24.1 	-89.1 b
FOR,PCH_PRE,I553,TOTAL,LT	-5.01 	3.58 	11.37 	-4.96 	18.3 	9.1 b
FOR,PCH_PRE,I553,TOTAL,LU	-2.76 	-1.26 	10.18 	7.4 	6.9 	13.4 b
FOR,PCH_PRE,I553,TOTAL,LV	8.65 	10.53 	-21.19 	13.69 	15 	-16.3 b
FOR,PCH_PRE,I553,TOTAL,ME	: 	37.95 	: 	: 	: 	: 
FOR,PCH_PRE,I553,TOTAL,MK	-0.01 	-12.04 	-20.22 	20.72 	75.4 	8.2 b
FOR,PCH_PRE,I553,TOTAL,NL	8.26 	5.87 	4.26 	11.29 	19.1 b	-7.2 b
FOR,PCH_PRE,I553,TOTAL,NO	: 	8.58 	1.3 	11.54 	-33.4 	-2.5 b
FOR,PCH_PRE,I553,TOTAL,PL	5.15 	11.07 	26.71 	5.46 	-18.5 	46.2 b
FOR,PCH_PRE,I553,TOTAL,PT	2.97 	22.29 	8.29 	10.29 	-2.4 	-4.5 b
FOR,PCH_PRE,I553,TOTAL,RO	59.49 	-0.75 	86.4 	-85.35 	-12.6 	245.6 b
FOR,PCH_PRE,I553,TOTAL,RS	: 	-13.69 	5.57 	7.54 	4 	: 
FOR,PCH_PRE,I553,TOTAL,SE	0.47 	-1.77 	8.42 	3.9 	-1.9 	-4.7 b
FOR,PCH_PRE,I553,TOTAL,SI	32.39 	6.87 	9.62 	-4.67 	4.3 	5.7 b
FOR,PCH_PRE,I553,TOTAL,SK	3.19 	47.66 	10.75 	-12.45 	0.3 	24.4 b
FOR,PCH_PRE,I553,TOTAL,TR	: 	148.74 	-79.42 	418.24 	: 	: 
FOR,PCH_PRE,I553,TOTAL,UK	: 	-16.33 	: 	: 	49.51 	-12.8 b
NAT,NR,I551,CST_A,AT	0 	0 	0 	0 	0 	0 
NAT,NR,I551,CST_A,BE	1405345 	1444281 	1463142 	: 	1614310 	1583446 
NAT,NR,I551,CST_A,BG	2444809 	2563983 	2197612 	2009021 	1994158 	1875435 
NAT,NR,I551,CST_A,CH	: 	0 	0 	0 	0 	0 
NAT,NR,I551,CST_A,CY	650405 	666450 	663878 	816655 	880959 	1070385 
NAT,NR,I551,CST_A,CZ	0 	0 	0 	0 	0 	0 
NAT,NR,I551,CST_A,DE	32999506 	32284031 	30648389 	29502925 	28465248 	27586217 
NAT,NR,I551,CST_A,DK	7902486 	7615287 	7172838 	6601080 	6179606 	5980477 
NAT,NR,I551,CST_A,EA	251958414 e	248770360 	242178794 	: 	: 	: 
NAT,NR,I551,CST_A,EE	1051899 	976945 	890300 	811543 	750054 	699303 
NAT,NR,I551,CST_A,EL	11416342 	11355437 	10753825 	10474250 	10499046 	10054005 
NAT,NR,I551,CST_A,ES	66040719 	65557366 	63907713 	61177338 	59443769 	60618094 
NAT,NR,I551,CST_A,EU27	: u	329954878 	318838468 	313562211 e	307848929 	302984308 e
NAT,NR,I551,CST_A,EU28	: u	331643998 	320504798 	315091538 e	309442667 	304352834 e
NAT,NR,I551,CST_A,FI	4497819 	4166678 	4158929 	4033091 	4031932 	4128543 
NAT,NR,I551,CST_A,FR	32625227 	31063859 	30261972 	28920286 	30058436 	28843934 
NAT,NR,I551,CST_A,HR	1653323 	1689120 	1666330 	1529327 	1593738 	1670014 
NAT,NR,I551,CST_A,HU	0 	0 	0 	0 	0 	0 
NAT,NR,I551,CST_A,IE	: 	7665793 e	7988176 e	9164327 e	8647078 e	: 
NAT,NR,I551,CST_A,IS	: 	529754 	439587 	451687 	445696 	400332 
NAT,NR,I551,CST_A,IT	76083744 	74478611 	73096467 	69763224 	69805555 	72689976 
NAT,NR,I551,CST_A,LI	0 	0 	0 	0 	0 	0 
NAT,NR,I551,CST_A,LT	458928 	426289 	409451 	363090 	337185 	330010 
NAT,NR,I551,CST_A,LU	0 	0 	0 	0 	0 	0 
NAT,NR,I551,CST_A,LV	639354 	605763 	567948 	557627 	473498 	497500 
NAT,NR,I551,CST_A,ME	: 	163957 	160354 	: 	: 	288017 
NAT,NR,I551,CST_A,MK	0 	0 	0 	0 	: 	: 
NAT,NR,I551,CST_A,MT	392664 	345966 	371007 	350228 	325025 	332181 
NAT,NR,I551,CST_A,NL	5863659 	5754219 	5354983 	5459073 	5156673 	5069784 
NAT,NR,I551,CST_A,NO	: 	11933151 	11627751 	11286754 	11009895 	10816456 
