c_resid,unit,nace_r2,terrtypo,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
TOTAL,PCH_PRE,I551,TOTAL,ES4	3.81 	6.51 	7.34 	4.32 	-0.4 	-9 
TOTAL,PCH_PRE,I551,TOTAL,ES41	4.21 	5.56 	9.7 	3.36 	1.4 	-8.9 
TOTAL,PCH_PRE,I551,TOTAL,ES42	3.38 	8.69 	3 	8.21 	-1.4 	-11.3 
TOTAL,PCH_PRE,I551,TOTAL,ES43	3.07 	6.48 	6.26 	1.76 	-4.6 	-6.2 
TOTAL,PCH_PRE,I551,TOTAL,ES5	2.16 	7.25 	4.04 	-0.49 	1.5 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,ES51	3.05 	6.86 	3.5 	1.89 	1.9 	0.4 
TOTAL,PCH_PRE,I551,TOTAL,ES52	2.53 	7.47 	5.01 	1.53 	3.5 	-1.8 
TOTAL,PCH_PRE,I551,TOTAL,ES53	1.13 	7.51 	4.09 	-3.57 	0.3 	0.9 
TOTAL,PCH_PRE,I551,TOTAL,ES6	2.01 	8.04 	5.78 	4.5 	4.5 	-3 
TOTAL,PCH_PRE,I551,TOTAL,ES61	1.95 	7.89 	6.12 	4.56 	4.6 	-2.8 
TOTAL,PCH_PRE,I551,TOTAL,ES62	3.52 	10.25 	1.27 	2.52 	4.5 	-5.8 
TOTAL,PCH_PRE,I551,TOTAL,ES63	-1.68 	15.23 	-1.51 	4.94 	4.6 	-8.2 
TOTAL,PCH_PRE,I551,TOTAL,ES64	-2.86 	7.74 	-6.53 	25.15 	-2.2 	-4.3 
TOTAL,PCH_PRE,I551,TOTAL,ES7	1.89 	9.18 	0.51 	7.08 	3.7 	-2.2 
TOTAL,PCH_PRE,I551,TOTAL,ES70	1.89 	9.18 	0.51 	7.08 	3.7 	-2.2 
TOTAL,PCH_PRE,I551,TOTAL,EU27	3.89 e	4.21 	: 	2 e	2.46 	1.6 
TOTAL,PCH_PRE,I551,TOTAL,EU28	3.91 e	4.22 	: 	1.97 e	2.42 	1.6 
TOTAL,PCH_PRE,I551,TOTAL,FI	6.92 	3.02 	1.1 	-2.42 	-1.8 	1.8 
TOTAL,PCH_PRE,I551,TOTAL,FI1	7 	3.09 	0.99 	-2.43 	-1.9 	1.9 
TOTAL,PCH_PRE,I551,TOTAL,FI19	4.97 	1.39 	0.9 	-4.09 	-2.6 	2.6 
TOTAL,PCH_PRE,I551,TOTAL,FI1B	11.63 	3.58 	5.15 	-0.15 	-3.4 	1.6 
TOTAL,PCH_PRE,I551,TOTAL,FI1C	5.6 	3.05 	-5.63 	-4.27 	-2.4 	1.6 
TOTAL,PCH_PRE,I551,TOTAL,FI1D	4.34 	3.68 	0.42 	-2.55 	0.3 	2 
TOTAL,PCH_PRE,I551,TOTAL,FI2	1.67 	-1.7 	8.9 	-1.4 	2.7 	-4.6 
TOTAL,PCH_PRE,I551,TOTAL,FI20	1.67 	-1.7 	8.9 	-1.4 	2.7 	-4.6 
TOTAL,PCH_PRE,I551,TOTAL,FR	5.1 	-0.87 u	1.87 	-1.56 	1.58 	0 
TOTAL,PCH_PRE,I551,TOTAL,FR1	10.62 	-7.23 	-0.64 	-1.17 	-1.12 	0.3 
TOTAL,PCH_PRE,I551,TOTAL,FR10	10.62 	-7.23 	-0.64 	-1.17 	-1.12 	0.3 
TOTAL,PCH_PRE,I551,TOTAL,FR2	: 	0.74 	0.81 	0.33 	0.57 	-0.2 
TOTAL,PCH_PRE,I551,TOTAL,FR21	: 	1.34 	-3.16 	0.7 	6.6 	1.4 
TOTAL,PCH_PRE,I551,TOTAL,FR22	: 	-1.53 	0.28 	-1.19 	1.65 	-0.8 
TOTAL,PCH_PRE,I551,TOTAL,FR23	: 	2.6 	-2.48 	0.62 	1.23 	0.6 
TOTAL,PCH_PRE,I551,TOTAL,FR24	: 	1.8 	3.06 	-1.7 	-1.7 	1.2 
TOTAL,PCH_PRE,I551,TOTAL,FR25	: 	-0.15 	-0.04 	0.86 	0.52 	-1.8 
TOTAL,PCH_PRE,I551,TOTAL,FR26	: 	0.11 	3.73 	2.62 	-1.16 	-1.5 
TOTAL,PCH_PRE,I551,TOTAL,FR3	: 	3.76 	3.61 	4 	4.49 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,FR30	: 	3.76 	3.61 	4 	4.49 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,FR4	: 	1.75 	2.37 	-0.34 	5.26 	-1.8 
TOTAL,PCH_PRE,I551,TOTAL,FR41	: 	3.28 	2.08 	-4.62 	6.96 	-1.2 
TOTAL,PCH_PRE,I551,TOTAL,FR42	: 	1.55 	0.8 	2.57 	4.99 	-0.8 
TOTAL,PCH_PRE,I551,TOTAL,FR43	: 	-0.4 	8.55 	-1.67 	2.82 	-5.9 
TOTAL,PCH_PRE,I551,TOTAL,FR5	: 	3.56 	5.23 	-0.91 	3.92 	-0.1 
TOTAL,PCH_PRE,I551,TOTAL,FR51	: 	6.4 	5.23 	-0.4 	3.06 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,FR52	: 	2.06 	5.13 	-0.01 	4.96 	-0.8 
TOTAL,PCH_PRE,I551,TOTAL,FR53	: 	1.98 	5.41 	-2.94 	3.51 	0.6 
TOTAL,PCH_PRE,I551,TOTAL,FR6	: 	3.16 	3.22 	-1.77 	0.86 	-1.5 
TOTAL,PCH_PRE,I551,TOTAL,FR61	: 	3.43 	5.35 	-1.25 	5.4 	-3.5 
TOTAL,PCH_PRE,I551,TOTAL,FR62	: 	2.8 	0.88 	-2.01 	-3.51 	0.4 
TOTAL,PCH_PRE,I551,TOTAL,FR63	: 	3.51 	3.48 	-3.81 	0.01 	-1.2 
TOTAL,PCH_PRE,I551,TOTAL,FR7	: 	4.47 	4.73 	-5 	5.7 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,FR71	: 	4.98 	4.88 	-5.28 	6.8 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,FR72	: 	1.66 	3.89 	-3.4 	-0.03 	0.1 
TOTAL,PCH_PRE,I551,TOTAL,FR8	: 	-0.37 	2.35 	-2.32 	2.21 	1 
TOTAL,PCH_PRE,I551,TOTAL,FR81	: 	1.9 	1.83 	-2.55 	1.69 	-1.3 
TOTAL,PCH_PRE,I551,TOTAL,FR82	: 	-1.66 	2.14 	-1.82 	1.66 	2.2 
TOTAL,PCH_PRE,I551,TOTAL,FR83	: 	3.42 	5.2 	-5.41 	7.87 	-1.9 
TOTAL,PCH_PRE,I551,TOTAL,FRA	: 	5.82 u	5.75 	: 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,FRA1	: 	2.95 u	2.21 	: 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,FRA2	: 	-2.36 u	2.9 	-9.25 	2.48 	: 
TOTAL,PCH_PRE,I551,TOTAL,FRA3	: 	1.18 u	9.87 	-1.97 	-5.91 	: 
TOTAL,PCH_PRE,I551,TOTAL,FRA4	: 	11.93 	11.62 	-5.05 	17.85 	: 
TOTAL,PCH_PRE,I551,TOTAL,HR	5.48 	4.99 	5.49 	-0.42 	-0.2 	3.3 b
TOTAL,PCH_PRE,I551,TOTAL,HR0	5.48 	4.99 	5.49 	-0.42 	-0.2 	3.3 b
TOTAL,PCH_PRE,I551,TOTAL,HR03	4.52 	4.76 	5.18 	-0.89 	-1 	3.6 b
TOTAL,PCH_PRE,I551,TOTAL,HR04	15.01 	7.43 	8.7 	4.85 	9.8 	-0.5 b
TOTAL,PCH_PRE,I551,TOTAL,HU	6.9 	7.17 	5.71 	5.84 	5.4 	11.2 
TOTAL,PCH_PRE,I551,TOTAL,HU1	7.31 	5.62 	5.68 	3.98 	5.2 	14.5 
TOTAL,PCH_PRE,I551,TOTAL,HU10	: 	5.62 	5.68 	3.98 	5.2 	14.5 
TOTAL,PCH_PRE,I551,TOTAL,HU2	5.97 	8.53 	3.63 	4.28 	3.8 	8.8 
TOTAL,PCH_PRE,I551,TOTAL,HU21	12.71 	7.88 	5.17 	6.62 	2.3 	7.3 
TOTAL,PCH_PRE,I551,TOTAL,HU22	7.44 	9.7 	3.08 	0.98 	1.4 	3.2 
TOTAL,PCH_PRE,I551,TOTAL,HU23	-3.3 	6.41 	3.6 	10.54 	11.5 	29.8 
TOTAL,PCH_PRE,I551,TOTAL,HU3	7.64 	7.94 	9.41 	12.9 	9 	8.6 
TOTAL,PCH_PRE,I551,TOTAL,HU31	6.92 	7.49 	9.84 	12.13 	12 	13.7 
TOTAL,PCH_PRE,I551,TOTAL,HU32	4.87 	6.56 	6.98 	8.43 	6.2 	6.7 
TOTAL,PCH_PRE,I551,TOTAL,HU33	12.14 	10.39 	12.1 	20.94 	8.7 	4.2 
TOTAL,PCH_PRE,I551,TOTAL,IE	: 	3.22 e	6.99 e	1.7 e	-2 e	: 
TOTAL,PCH_PRE,I551,TOTAL,IE0	: 	3.22 e	6.99 e	1.7 e	-2 e	: 
TOTAL,PCH_PRE,I551,TOTAL,IE01	: 	4.04 e	-2.98 e	6.01 e	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,IE02	: 	2.96 e	10.59 e	0.23 e	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,IS	: 	25.81 	25 	16 	15 	8.1 
TOTAL,PCH_PRE,I551,TOTAL,IS0	: 	25.81 	25 	16 	15 	8.1 
TOTAL,PCH_PRE,I551,TOTAL,IS00	: 	25.81 	25 	16 	15 	8.1 
TOTAL,PCH_PRE,I551,TOTAL,IT	2.79 	1.8 	3.14 	0.07 	-0.3 	-1.7 
TOTAL,PCH_PRE,I551,TOTAL,ITC	3.69 	-2.36 	7.94 	0.84 	0.3 	-1.3 
TOTAL,PCH_PRE,I551,TOTAL,ITC1	6.45 	-1.75 	3.89 	2.65 	2 	-2.1 
TOTAL,PCH_PRE,I551,TOTAL,ITC2	2.62 	6.75 	7.72 	0.66 	-5.8 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,ITC3	1.15 	3.26 	3.13 	0.08 	1.2 	-4.9 
TOTAL,PCH_PRE,I551,TOTAL,ITC4	3.82 	-5.09 	10.93 	0.55 	0 	0.1 
TOTAL,PCH_PRE,I551,TOTAL,ITF	2.51 	4.91 	3.05 	-0.74 	-0.9 	-2.6 
TOTAL,PCH_PRE,I551,TOTAL,ITF1	-0.22 	-0.09 	0.34 	-12.58 	-5.4 	-2.7 
TOTAL,PCH_PRE,I551,TOTAL,ITF2	-12.35 	-1.42 	11.44 	5.52 	-19 	-19.4 
TOTAL,PCH_PRE,I551,TOTAL,ITF3	1.26 	5.17 	4.04 	2.11 	1.6 	-2.6 
TOTAL,PCH_PRE,I551,TOTAL,ITF4	3.65 	7.47 	-0.11 	1.12 	-0.3 	-1 
TOTAL,PCH_PRE,I551,TOTAL,ITF5	1.66 	-1.17 	9.6 	6.3 	6.4 	-4 
TOTAL,PCH_PRE,I551,TOTAL,ITF6	6.5 	5.97 	4.64 	-2.93 	-3.9 	-3.1 
TOTAL,PCH_PRE,I551,TOTAL,ITG	4.78 	0.32 	2.72 	1.88 	3.1 	-2.5 
TOTAL,PCH_PRE,I551,TOTAL,ITG1	4.6 	-5.56 	-1.48 	0.47 	1.8 	0.9 
TOTAL,PCH_PRE,I551,TOTAL,ITG2	4.99 	8.01 	8.78 	3.99 	5.1 	-7.4 
TOTAL,PCH_PRE,I551,TOTAL,ITH	3.23 	4.78 	3.43 	-0.93 	-1.3 	-1.3 
TOTAL,PCH_PRE,I551,TOTAL,ITH1	2.65 	6.03 	3.54 	-2.45 	-1.6 	0.9 
TOTAL,PCH_PRE,I551,TOTAL,ITH2	3.73 	4.98 	4.14 	-0.8 	-0.3 	0.4 
TOTAL,PCH_PRE,I551,TOTAL,ITH3	2.68 	4.02 	3.85 	0.93 	-0.1 	-1.4 
TOTAL,PCH_PRE,I551,TOTAL,ITH4	3.94 	5.13 	7 	-2.19 	-2 	-0.4 
TOTAL,PCH_PRE,I551,TOTAL,ITH5	3.98 	4.48 	2.13 	-1.51 	-2.6 	-3.5 
TOTAL,PCH_PRE,I551,TOTAL,ITI	0.62 	-1.17 	-1.02 	1.01 	0 	-1.7 
TOTAL,PCH_PRE,I551,TOTAL,ITI1	3.04 	-2.9 	3.23 	0.84 	0.4 	-2.5 
TOTAL,PCH_PRE,I551,TOTAL,ITI2	-9.39 	1.13 	3.04 	3.74 	-2.1 	-5.2 
TOTAL,PCH_PRE,I551,TOTAL,ITI3	-3.59 	3.71 	5.67 	2.8 	-0.8 	-4.3 
TOTAL,PCH_PRE,I551,TOTAL,ITI4	0.65 	-0.91 	-6.66 	0.5 	0 	0 
TOTAL,PCH_PRE,I551,TOTAL,LI	16.28 	19.53 	-16.76 	-2.85 	-1.4 	-2.2 
TOTAL,PCH_PRE,I551,TOTAL,LI0	16.28 	19.53 	-16.76 	-2.85 	-1.4 	: 
TOTAL,PCH_PRE,I551,TOTAL,LI00	16.28 	19.53 	-16.76 	-2.85 	-1.4 	: 
TOTAL,PCH_PRE,I551,TOTAL,LT	6.4 	6.14 	1.97 	4.23 	7.2 	11.8 
TOTAL,PCH_PRE,I551,TOTAL,LT0	6.4 	6.14 	1.97 	4.23 	7.2 	11.8 
TOTAL,PCH_PRE,I551,TOTAL,LT00	: 	6.14 	1.97 	4.23 	7.2 	11.8 
TOTAL,PCH_PRE,I551,TOTAL,LU	-3.41 	0.88 	2.32 	8.2 	1.8 	11.9 b
TOTAL,PCH_PRE,I551,TOTAL,LU0	-3.41 	0.88 	2.32 	8.2 	1.8 	11.9 b
TOTAL,PCH_PRE,I551,TOTAL,LU00	-3.41 	0.88 	2.32 	8.2 	1.8 	11.9 b
TOTAL,PCH_PRE,I551,TOTAL,LV	8.39 	5.14 	2 	11.96 	3.9 	0.6 b
TOTAL,PCH_PRE,I551,TOTAL,LV0	8.39 	5.14 	2 	11.96 	3.9 	0.6 b
TOTAL,PCH_PRE,I551,TOTAL,LV00	8.39 	5.14 	2 	11.96 	3.9 	0.6 b
TOTAL,PCH_PRE,I551,TOTAL,ME	: 	9.41 	: 	: 	: 	0.3 
TOTAL,PCH_PRE,I551,TOTAL,ME0	: 	9.41 	: 	: 	: 	0.3 
TOTAL,PCH_PRE,I551,TOTAL,ME00	: 	9.41 	: 	: 	: 	0.3 
TOTAL,PCH_PRE,I551,TOTAL,MK	18.9 	4.13 	14.58 	4.57 	7.3 	6.9 
TOTAL,PCH_PRE,I551,TOTAL,MK0	18.9 	4.13 	14.58 	4.57 	7.3 	6.9 
TOTAL,PCH_PRE,I551,TOTAL,MK00	18.9 	4.13 	14.58 	4.57 	7.3 	6.9 
TOTAL,PCH_PRE,I551,TOTAL,MT	7 	0.31 	1.65 	3.23 	7.7 	2 
TOTAL,PCH_PRE,I551,TOTAL,MT0	7 	0.31 	1.65 	3.23 	7.7 	2 
TOTAL,PCH_PRE,I551,TOTAL,MT00	7 	0.31 	1.65 	3.23 	7.7 	2 
TOTAL,PCH_PRE,I551,TOTAL,NL	9.6 	7.14 	4.4 	6.62 	6.9 	1.2 
TOTAL,PCH_PRE,I551,TOTAL,NL1	3.19 	13.21 	-5.6 	4.41 	0.9 	7.5 
TOTAL,PCH_PRE,I551,TOTAL,NL11	-0.46 	10.71 	8.65 	13.87 	-12 	6.4 
TOTAL,PCH_PRE,I551,TOTAL,NL12	7.02 	9.92 	-6.41 	6.18 	-0.9 	4.6 
TOTAL,PCH_PRE,I551,TOTAL,NL13	-0.47 	22.44 	-15.32 	-4.75 	15.3 	14.5 
TOTAL,PCH_PRE,I551,TOTAL,NL2	3.98 	9.25 	11.92 	-0.17 	-2.6 	5 
TOTAL,PCH_PRE,I551,TOTAL,NL21	2.27 	22.16 	24.06 	-8.67 	2 	9.4 
TOTAL,PCH_PRE,I551,TOTAL,NL22	3.19 	3.95 	7.39 	3.41 	-5.9 	0.7 
TOTAL,PCH_PRE,I551,TOTAL,NL23	23.04 	-1.42 	5.6 	5.08 	12.9 	51.1 
TOTAL,PCH_PRE,I551,TOTAL,NL3	11.27 	7.21 	3.73 	8.84 	10.7 	-0.3 
TOTAL,PCH_PRE,I551,TOTAL,NL31	15.76 	-0.87 	11.05 	1.66 	5.6 	-0.7 
TOTAL,PCH_PRE,I551,TOTAL,NL32	12.36 	8.02 	2.66 	9.99 	13.1 	-0.4 
TOTAL,PCH_PRE,I551,TOTAL,NL33	9.67 	6.65 	5.65 	8.02 	8.2 	2.2 
TOTAL,PCH_PRE,I551,TOTAL,NL34	-0.6 	9.22 	1.22 	6.7 	-0.9 	-7.1 
TOTAL,PCH_PRE,I551,TOTAL,NL4	9.73 	2.25 	7.4 	3.09 	2.4 	1.1 
TOTAL,PCH_PRE,I551,TOTAL,NL41	9.42 	6.21 	10.11 	2.24 	4.9 	0.1 
TOTAL,PCH_PRE,I551,TOTAL,NL42	10.06 	-1.62 	4.88 	3.89 	0.1 	1.9 
TOTAL,PCH_PRE,I551,TOTAL,NO	: 	4.39 	4.61 	4.11 	-0.1 	3.1 
TOTAL,PCH_PRE,I551,TOTAL,NO0	: 	4.39 	5.21 	4.07 	-0.7 	: 
TOTAL,PCH_PRE,I551,TOTAL,NO01	: 	5.27 	8.01 	5.82 	5.4 	4.3 
TOTAL,PCH_PRE,I551,TOTAL,NO02	: 	4.78 	3.87 	1.95 	-5.7 	2.1 
TOTAL,PCH_PRE,I551,TOTAL,NO03	: 	3.87 	5.71 	-0.63 	-9.3 	0.4 
TOTAL,PCH_PRE,I551,TOTAL,NO04	: 	1.02 	-2.58 	-0.44 	1.9 	2 
TOTAL,PCH_PRE,I551,TOTAL,NO05	: 	2.27 	5.64 	5.01 	-0.8 	2.5 
TOTAL,PCH_PRE,I551,TOTAL,NO06	: 	6.19 	3.18 	4.44 	-0.6 	9.2 
TOTAL,PCH_PRE,I551,TOTAL,NO07	: 	7.78 	7.33 	10.42 	-2 	3 
TOTAL,PCH_PRE,I551,TOTAL,PL	6.35 	14.22 	8.85 	8.91 	6 	5.9 
TOTAL,PCH_PRE,I551,TOTAL,PL1	: 	13.92 	8.78 	7.77 	7.5 	2.1 
TOTAL,PCH_PRE,I551,TOTAL,PL11	: 	1.73 	7.78 	10.36 	-2.3 	5.9 
TOTAL,PCH_PRE,I551,TOTAL,PL12	: 	17.22 	9.06 	7.08 	10.4 	1 
TOTAL,PCH_PRE,I551,TOTAL,PL2	8.68 	13.66 	9.21 	7.89 	4.6 	5.7 
TOTAL,PCH_PRE,I551,TOTAL,PL21	10.14 	13.12 	9.84 	7.47 	4.8 	9.5 
TOTAL,PCH_PRE,I551,TOTAL,PL22	5.61 	14.81 	7.89 	8.79 	4.2 	-1.5 
TOTAL,PCH_PRE,I551,TOTAL,PL3	: 	15.54 	6.78 	11.19 	7.7 	2.3 
TOTAL,PCH_PRE,I551,TOTAL,PL31	: 	17.7 	5.39 	3.43 	10.7 	5 
TOTAL,PCH_PRE,I551,TOTAL,PL32	: 	15.52 	10.6 	24.73 	6.1 	-1.3 
TOTAL,PCH_PRE,I551,TOTAL,PL33	: 	17.61 	5.64 	10.57 	3 	2.1 
TOTAL,PCH_PRE,I551,TOTAL,PL34	: 	10.43 	3.57 	3.21 	11.8 	4.5 
TOTAL,PCH_PRE,I551,TOTAL,PL4	4.48 	10.16 	8.4 	7.77 	6 	10.4 
TOTAL,PCH_PRE,I551,TOTAL,PL41	1.69 	8.97 	9.54 	13.77 	-0.5 	-3.9 
TOTAL,PCH_PRE,I551,TOTAL,PL42	5.91 	11.4 	8.6 	6.14 	12.9 	28.7 
TOTAL,PCH_PRE,I551,TOTAL,PL43	5.89 	7.46 	3.81 	-0.86 	-4.6 	-7 
TOTAL,PCH_PRE,I551,TOTAL,PL5	5.51 	21.71 	9.7 	10.37 	3.5 	5.5 
TOTAL,PCH_PRE,I551,TOTAL,PL51	5.24 	21.38 	8.26 	10.04 	3.7 	6.3 
TOTAL,PCH_PRE,I551,TOTAL,PL52	8.18 	24.95 	26.21 	14.32 	1.4 	-3 
TOTAL,PCH_PRE,I551,TOTAL,PL6	5.8 	13.93 	9.48 	10.81 	6.9 	8.4 
TOTAL,PCH_PRE,I551,TOTAL,PL61	8.8 	13.2 	22.24 	14.2 	1.6 	-0.8 
TOTAL,PCH_PRE,I551,TOTAL,PL62	-1.36 	17.26 	1.24 	7.06 	12.1 	1.8 
TOTAL,PCH_PRE,I551,TOTAL,PL63	8.54 	12.48 	9.72 	11.88 	5.8 	16.3 
TOTAL,PCH_PRE,I551,TOTAL,PT	7.74 	9.15 	6.7 	11.63 	7.1 	0.6 
TOTAL,PCH_PRE,I551,TOTAL,PT1	8.41 	8.53 	6.37 	13.19 	6.7 	1.1 
TOTAL,PCH_PRE,I551,TOTAL,PT11	8.6 	11.82 	12.51 	14.5 	10.7 	-0.1 
TOTAL,PCH_PRE,I551,TOTAL,PT15	5.5 	8.73 	3.13 	9.77 	4.5 	2.5 
TOTAL,PCH_PRE,I551,TOTAL,PT16	15.73 	9.12 	9.26 	11.42 	3.4 	-6.8 
TOTAL,PCH_PRE,I551,TOTAL,PT17	8.96 	6.25 	6.43 	17.79 	9.3 	4.6 
TOTAL,PCH_PRE,I551,TOTAL,PT18	12.24 	9.76 	9.59 	16.46 	6.9 	-8.2 
TOTAL,PCH_PRE,I551,TOTAL,PT2	15.8 	21.14 	19.78 	0.92 	10.4 	-7.6 
TOTAL,PCH_PRE,I551,TOTAL,PT20	15.8 	21.14 	19.78 	0.92 	10.4 	-7.6 
TOTAL,PCH_PRE,I551,TOTAL,PT3	1.88 	10.83 	6.56 	4.32 	9.3 	-1 
TOTAL,PCH_PRE,I551,TOTAL,PT30	1.88 	10.83 	6.56 	4.32 	9.3 	-1 
TOTAL,PCH_PRE,I551,TOTAL,RO	4.75 	7.51 	14.05 	4.71 	0.2 	-5 b
TOTAL,PCH_PRE,I551,TOTAL,RO1	5.21 	7.51 	15.94 	5.75 	3.8 	-11.7 b
TOTAL,PCH_PRE,I551,TOTAL,RO11	1.98 	12.98 	14.98 	8.39 	-2.5 	-10.2 b
TOTAL,PCH_PRE,I551,TOTAL,RO12	7.33 	4.19 	16.53 	4.19 	8 	-12.7 b
TOTAL,PCH_PRE,I551,TOTAL,RO2	4.88 	9.82 	12.59 	3.45 	-4.3 	0.9 b
TOTAL,PCH_PRE,I551,TOTAL,RO21	3.12 	12.32 	11.85 	5.31 	-3.5 	-16.9 b
TOTAL,PCH_PRE,I551,TOTAL,RO22	5.45 	9.03 	12.82 	2.88 	-4.5 	7.9 b
TOTAL,PCH_PRE,I551,TOTAL,RO3	5.61 	8.15 	13.25 	7.77 	1.6 	-0.4 b
TOTAL,PCH_PRE,I551,TOTAL,RO31	3.3 	3.87 	11.11 	0.06 	-4.9 	-6.9 b
TOTAL,PCH_PRE,I551,TOTAL,RO32	6.73 	10.36 	14.37 	12.34 	6 	4.4 b
TOTAL,PCH_PRE,I551,TOTAL,RO4	2.39 	2.45 	14.51 	1.18 	0.8 	-9 b
TOTAL,PCH_PRE,I551,TOTAL,RO41	5.92 	1.03 	10.97 	-1.93 	2.2 	-6.9 b
TOTAL,PCH_PRE,I551,TOTAL,RO42	-0.52 	3.65 	17.67 	4.13 	-0.4 	-10.9 b
TOTAL,PCH_PRE,I551,TOTAL,RS	: 	: 	13.36 	: 	1 	: 
TOTAL,PCH_PRE,I551,TOTAL,SE	3.51 	5.36 	7.87 	5.58 	3 	2.1 
TOTAL,PCH_PRE,I551,TOTAL,SE1	4.49 	4.92 	9.26 	6.91 	3.2 	1.9 
TOTAL,PCH_PRE,I551,TOTAL,SE11	4.55 	5.2 	9.5 	7.96 	3.6 	3.2 
TOTAL,PCH_PRE,I551,TOTAL,SE12	4.28 	4 	8.48 	3.61 	1.9 	-1.9 
TOTAL,PCH_PRE,I551,TOTAL,SE2	2.73 	6.19 	7.9 	5.52 	3.7 	2.2 
TOTAL,PCH_PRE,I551,TOTAL,SE21	4.58 	5.5 	5.21 	5.76 	3.2 	2.2 
TOTAL,PCH_PRE,I551,TOTAL,SE22	0.98 	10.06 	9.71 	6.76 	3 	0 
TOTAL,PCH_PRE,I551,TOTAL,SE23	3.17 	4.06 	7.83 	4.69 	4.3 	3.6 
TOTAL,PCH_PRE,I551,TOTAL,SE3	2.78 	4.63 	4.45 	2.63 	1.4 	2.2 
TOTAL,PCH_PRE,I551,TOTAL,SE31	2.34 	6.58 	2.76 	1.13 	3.5 	0.1 
TOTAL,PCH_PRE,I551,TOTAL,SE32	2.22 	1.22 	7.7 	1.85 	2.7 	5.5 
TOTAL,PCH_PRE,I551,TOTAL,SE33	3.75 	4.92 	4.08 	5.18 	-2 	2.4 
TOTAL,PCH_PRE,I551,TOTAL,SI	9.46 	7.42 	5.66 	1.04 	-0.34 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,SI0	9.46 	7.42 	5.66 	1.04 	-0.34 	0.2 
TOTAL,PCH_PRE,I551,TOTAL,SI03	7.83 	6.61 	2.8 	-0.34 	-4.56 	: 
TOTAL,PCH_PRE,I551,TOTAL,SI04	10.54 	7.96 	7.67 	2.05 	2.97 	: 
TOTAL,PCH_PRE,I551,TOTAL,SK	5.28 	14.05 	15.29 	-4.83 	5.9 	3.3 
TOTAL,PCH_PRE,I551,TOTAL,SK0	5.28 	14.05 	15.29 	-4.83 	5.9 	3.3 
TOTAL,PCH_PRE,I551,TOTAL,SK01	2.43 	12.87 	29.2 	-10.56 	11.2 	5.3 
TOTAL,PCH_PRE,I551,TOTAL,SK02	13.74 	11.83 	9.96 	1.16 	1.5 	5.5 
TOTAL,PCH_PRE,I551,TOTAL,SK03	3.42 	16.43 	12.86 	-5.75 	4.3 	0.6 
TOTAL,PCH_PRE,I551,TOTAL,SK04	2.67 	14.11 	12.95 	-4.36 	7.8 	3.5 
TOTAL,PCH_PRE,I551,TOTAL,TR	: 	-16.14 	3.14 	5.78 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR1	: 	-12.52 	10.37 	12.61 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR10	: 	-12.52 	10.37 	12.61 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR2	: 	-14.76 	5.51 	8.53 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR21	: 	-0.35 	7.79 	25.25 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR22	: 	-19.51 	4.78 	4.08 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR3	: 	-16.69 	3.31 	4.17 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR31	: 	-11.23 	4.14 	2.23 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR32	: 	-20.84 	3.21 	4.82 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR33	: 	23.9 	1.76 	1.77 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR4	: 	3.4 	13.94 	-0.38 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR41	: 	2.81 	15.87 	-1.45 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR42	: 	4.01 	12.05 	0.71 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR5	: 	2.07 	0.39 	-3.5 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR51	: 	1.41 	0.9 	-6.03 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR52	: 	4.55 	-1.49 	7.02 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR6	: 	-19.02 	0.93 	5.61 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR61	: 	-19.99 	0.66 	5.62 	: 	: 
TOTAL,PCH_PRE,I551,TOTAL,TR62	: 	14.74 	8.52 	5.07 	: 	: 
