c_resid,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
TOTAL,PCH_PRE,I552,DEG3,NO	: 	8.15 	5.65 	-2.74 	53.5 	: 
TOTAL,PCH_PRE,I552,DEG3,PL	-8.05 	10.31 	5.47 	2.79 	-4.3 	: 
TOTAL,PCH_PRE,I552,DEG3,PT	24.87 	10.34 	41.43 	9.13 	265.2 b	: 
TOTAL,PCH_PRE,I552,DEG3,RO	20.49 	13.25 	20.53 	7.62 	11.1 	: 
TOTAL,PCH_PRE,I552,DEG3,SE	-1.32 	-1.09 	4.19 	5.7 	-5.5 	: 
TOTAL,PCH_PRE,I552,DEG3,SI	10.59 	9.68 	2.08 	-1.79 	2.32 	: 
TOTAL,PCH_PRE,I552,DEG3,SK	4.19 	11.31 	2.6 	-12.66 	2.2 	: 
TOTAL,PCH_PRE,I552,DEG3,UK	: 	6.54 	: 	: 	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,AT	5.31 	6.27 	3.12 	2.2 	2.32 	6.1 b
TOTAL,PCH_PRE,I552,TOTAL,AT1	9.21 	5.37 	-1.25 	6.1 	2.9 	9.8 b
TOTAL,PCH_PRE,I552,TOTAL,AT11	10.18 	4.25 	10.25 	11.5 	-3.59 	1.2 b
TOTAL,PCH_PRE,I552,TOTAL,AT12	12.31 	1.47 	-2.99 	2.1 	1.86 	2.4 b
TOTAL,PCH_PRE,I552,TOTAL,AT13	4.99 	11.14 	-2.61 	10.4 	6.84 	28.1 b
TOTAL,PCH_PRE,I552,TOTAL,AT2	2.43 	7.86 	5.95 	3.3 	1.39 	2.1 b
TOTAL,PCH_PRE,I552,TOTAL,AT21	0.25 	6.68 	2.7 	-1.4 	2.26 	3.1 b
TOTAL,PCH_PRE,I552,TOTAL,AT22	4.41 	8.95 	9.15 	8.4 	0.46 	1.1 b
TOTAL,PCH_PRE,I552,TOTAL,AT3	5.47 	5.93 	3.15 	1.1 	2.49 	6.7 b
TOTAL,PCH_PRE,I552,TOTAL,AT31	1.67 	4.83 	-0.33 	-1 	-0.56 	-0.2 b
TOTAL,PCH_PRE,I552,TOTAL,AT32	3.86 	5.86 	5.41 	2.5 	2.78 	7.6 b
TOTAL,PCH_PRE,I552,TOTAL,AT33	7.54 	5.52 	2.45 	0.2 	2.49 	7.1 b
TOTAL,PCH_PRE,I552,TOTAL,AT34	8.91 	10.14 	1 	1.5 	6.24 	13.4 b
TOTAL,PCH_PRE,I552,TOTAL,BE	0.54 	3.45 	48.23 	: 	1.8 	1.9 b
TOTAL,PCH_PRE,I552,TOTAL,BE1	49.98 	-20.55 	-14.56 	: 	18.2 	-14.9 b
TOTAL,PCH_PRE,I552,TOTAL,BE10	49.98 	-20.55 	-14.56 	: 	18.2 	-14.9 b
TOTAL,PCH_PRE,I552,TOTAL,BE2	0.27 	2.82 	51.42 	: 	2.4 	2.9 b
TOTAL,PCH_PRE,I552,TOTAL,BE21	-3.35 	14.3 	13.26 	: 	-0.6 	1.2 b
TOTAL,PCH_PRE,I552,TOTAL,BE22	0.08 	2.54 	7.07 	: 	6.3 	-3.8 b
TOTAL,PCH_PRE,I552,TOTAL,BE23	16.38 	4.55 	19.78 	: 	8.6 	39.1 b
TOTAL,PCH_PRE,I552,TOTAL,BE24	4.84 	-0.67 	9.48 	: 	9.2 	25.4 b
TOTAL,PCH_PRE,I552,TOTAL,BE25	-0.68 	0.45 	111.04 	: 	-0.9 	2.6 b
TOTAL,PCH_PRE,I552,TOTAL,BE3	-1.35 	7.49 	45.74 	: 	-1.7 	1.2 b
TOTAL,PCH_PRE,I552,TOTAL,BE31	25.12 	-13.82 	70.46 	: 	1.3 	85 b
TOTAL,PCH_PRE,I552,TOTAL,BE32	-4.21 	7.37 	41.74 	: 	-2.1 	0.7 b
TOTAL,PCH_PRE,I552,TOTAL,BE33	2.94 	18.9 	40.99 	: 	-5.9 	7.8 b
TOTAL,PCH_PRE,I552,TOTAL,BE34	-7.98 	4.4 	57.51 	: 	0.6 	0.8 b
TOTAL,PCH_PRE,I552,TOTAL,BE35	6.53 	0.36 	33.48 	: 	0.3 	-7.6 b
TOTAL,PCH_PRE,I552,TOTAL,BG	6.36 	6.26 	1.15 	0.95 	9.2 	32.6 b
TOTAL,PCH_PRE,I552,TOTAL,BG3	8.66 	7.12 	-3.39 	-1.53 	13.3 	28.3 b
TOTAL,PCH_PRE,I552,TOTAL,BG31	0.17 	25.54 	-12.14 	28.47 	4.7 	90.8 b
TOTAL,PCH_PRE,I552,TOTAL,BG32	0.86 	2.9 	-2.63 	5.36 	-7.2 	266.7 b
TOTAL,PCH_PRE,I552,TOTAL,BG33	19.38 	13.93 	-3.22 	-4.06 	23.9 	23.3 b
TOTAL,PCH_PRE,I552,TOTAL,BG34	4.9 	2.03 	-2.46 	-4.26 	13.1 	12.1 b
TOTAL,PCH_PRE,I552,TOTAL,BG4	0.66 	4.19 	14.02 	8.71 	-2 	45.6 b
TOTAL,PCH_PRE,I552,TOTAL,BG41	-1.07 	9.94 	33.93 	19.6 	-15.6 	44 b
TOTAL,PCH_PRE,I552,TOTAL,BG42	2.21 	-0.52 	1.65 	2.89 	7.1 	46.7 b
TOTAL,PCH_PRE,I552,TOTAL,CY	: 	: 	: 	: 	: 	-100 b
TOTAL,PCH_PRE,I552,TOTAL,CY0	: 	: 	: 	: 	: 	-100 b
TOTAL,PCH_PRE,I552,TOTAL,CY00	: 	: 	: 	: 	: 	-100 b
TOTAL,PCH_PRE,I552,TOTAL,CZ	2.26 	1.47 	13.3 	-1.47 	-1.7 	11.4 b
TOTAL,PCH_PRE,I552,TOTAL,CZ0	2.26 	1.47 	13.3 	-1.47 	-1.7 	11.4 b
TOTAL,PCH_PRE,I552,TOTAL,CZ01	0.86 	6.95 	28.36 	5.7 	19.5 	83.9 b
TOTAL,PCH_PRE,I552,TOTAL,CZ02	-6.99 	-0.36 	17.7 	-11.02 	-4.5 	21.3 b
TOTAL,PCH_PRE,I552,TOTAL,CZ03	-4.88 	0.86 	11.56 	-1.48 	4.8 	14.7 b
TOTAL,PCH_PRE,I552,TOTAL,CZ04	4.19 	1.03 	3.87 	3.95 	-7 	2.1 b
TOTAL,PCH_PRE,I552,TOTAL,CZ05	6.76 	-1.83 	14.89 	-8.45 	-7.7 	9.9 b
TOTAL,PCH_PRE,I552,TOTAL,CZ06	6.62 	1.23 	8.33 	-1.59 	-3.2 	20.2 b
TOTAL,PCH_PRE,I552,TOTAL,CZ07	1.29 	3.71 	10.68 	0.83 	0.9 	-2.8 b
TOTAL,PCH_PRE,I552,TOTAL,CZ08	5.84 	1.59 	16.7 	2.91 	-9 	-2.3 b
TOTAL,PCH_PRE,I552,TOTAL,DE	3.25 	2.58 	1.75 	1.95 	-0.3 	1.3 b
TOTAL,PCH_PRE,I552,TOTAL,DE1	-0.01 	2.93 	1.9 	-0.2 	0.9 	4.2 b
TOTAL,PCH_PRE,I552,TOTAL,DE11	3.7 	-2.78 	2.12 	1.89 	6.1 	7 b
TOTAL,PCH_PRE,I552,TOTAL,DE12	-1.24 	3.33 	5.13 	0.98 	0 	3.5 b
TOTAL,PCH_PRE,I552,TOTAL,DE13	-0.86 	1.58 	0.81 	-0.81 	0.6 	5.9 b
TOTAL,PCH_PRE,I552,TOTAL,DE14	-0.58 	9.81 	1.2 	-1.71 	-2.1 	-0.1 b
TOTAL,PCH_PRE,I552,TOTAL,DE2	3.05 	3.83 	2.21 	0.57 	0.3 	0.8 b
TOTAL,PCH_PRE,I552,TOTAL,DE21	2.12 	2.23 	0.28 	2.01 	1.7 	2.4 b
TOTAL,PCH_PRE,I552,TOTAL,DE22	-0.2 	-0.7 	2.19 	-5.56 	-2.5 	-1.9 b
TOTAL,PCH_PRE,I552,TOTAL,DE23	2.93 	11.39 	-1.14 	-2.34 	-1.1 	-0.5 b
TOTAL,PCH_PRE,I552,TOTAL,DE24	-7.36 	6.66 	4.01 	-2.18 	-7.2 	1 b
TOTAL,PCH_PRE,I552,TOTAL,DE25	1.65 	12.69 	7.21 	11.8 	5.2 	-0.9 b
TOTAL,PCH_PRE,I552,TOTAL,DE26	-14.13 	-1.76 	11.25 	6.48 	0.2 	7.6 b
TOTAL,PCH_PRE,I552,TOTAL,DE27	11.1 	6.14 	3.04 	1.51 	1.2 	0.4 b
TOTAL,PCH_PRE,I552,TOTAL,DE3	3.99 	0.14 	1.79 	10.45 	2.5 	14.5 b
TOTAL,PCH_PRE,I552,TOTAL,DE30	3.99 	0.14 	1.79 	10.45 	2.5 	14.5 b
TOTAL,PCH_PRE,I552,TOTAL,DE4	0.96 	4.01 	4.92 	3.64 	2.4 	4.1 b
TOTAL,PCH_PRE,I552,TOTAL,DE40	0.96 	4.01 	4.92 	3.64 	2.4 	4.1 b
TOTAL,PCH_PRE,I552,TOTAL,DE5	3.08 	-2.65 	: 	: 	: 	-4.7 b
TOTAL,PCH_PRE,I552,TOTAL,DE50	3.08 	-2.65 	: 	: 	: 	-4.7 b
TOTAL,PCH_PRE,I552,TOTAL,DE6	2.46 	13.79 	1.44 	10.34 	45.4 	126.5 b
TOTAL,PCH_PRE,I552,TOTAL,DE60	2.46 	13.79 	1.44 	10.34 	45.4 	126.5 b
TOTAL,PCH_PRE,I552,TOTAL,DE7	6.87 	1.16 	-0.03 	-3.97 	-3 	-2.8 b
TOTAL,PCH_PRE,I552,TOTAL,DE71	13.68 	1.25 	2.32 	-0.27 	0.3 	-0.1 b
TOTAL,PCH_PRE,I552,TOTAL,DE72	4.49 	-3.78 	0.99 	-1.36 	0.9 	-1 b
TOTAL,PCH_PRE,I552,TOTAL,DE73	2.08 	2.85 	-2.25 	-7.54 	-6.5 	-5.1 b
TOTAL,PCH_PRE,I552,TOTAL,DE8	-1.69 	0.21 	3.8 	-1.9 	-2.8 	-2.7 b
TOTAL,PCH_PRE,I552,TOTAL,DE80	-1.69 	0.21 	3.8 	-1.9 	-2.8 	-2.7 b
TOTAL,PCH_PRE,I552,TOTAL,DE9	0.57 	2.84 	1.29 	0.93 	-2.1 	0.3 b
TOTAL,PCH_PRE,I552,TOTAL,DE91	-5.15 	-1.91 	-1.94 	2.13 	3.1 	-1.2 b
TOTAL,PCH_PRE,I552,TOTAL,DE92	-0.22 	-0.75 	-1.13 	-2.51 	1.1 	0.3 b
TOTAL,PCH_PRE,I552,TOTAL,DE93	-1.04 	2.1 	0.94 	4.08 	-2.7 	-0.7 b
TOTAL,PCH_PRE,I552,TOTAL,DE94	2.55 	4.53 	2.38 	-0.62 	-3 	1 b
TOTAL,PCH_PRE,I552,TOTAL,DEA	3.6 	1.83 	-0.89 	3.26 	0.9 	4.7 b
TOTAL,PCH_PRE,I552,TOTAL,DEA1	-0.76 	-1.14 	-5.44 	4.64 	2.8 	1.9 b
TOTAL,PCH_PRE,I552,TOTAL,DEA2	1.81 	-1.33 	0.97 	7.16 	5.2 	8.1 b
TOTAL,PCH_PRE,I552,TOTAL,DEA3	1.89 	2.87 	3.56 	3.91 	3.2 	1.8 b
TOTAL,PCH_PRE,I552,TOTAL,DEA4	7.74 	-0.99 	-4.7 	0.38 	-2.5 	-1.9 b
TOTAL,PCH_PRE,I552,TOTAL,DEA5	5.67 	5.79 	-0.68 	0.55 	-2.3 	5.7 b
TOTAL,PCH_PRE,I552,TOTAL,DEB	-0.54 	0.25 	0.93 	-0.48 	-3.7 	-1.8 b
TOTAL,PCH_PRE,I552,TOTAL,DEB1	0.42 	-2.19 	1.79 	-4.7 	-4.3 	-1.7 b
TOTAL,PCH_PRE,I552,TOTAL,DEB2	-0.2 	1.84 	0.36 	3.55 	-3.8 	-2.3 b
TOTAL,PCH_PRE,I552,TOTAL,DEB3	-4.03 	1.31 	0.6 	-2.01 	-1.8 	-0.3 b
TOTAL,PCH_PRE,I552,TOTAL,DEC	3.39 	1.05 	4.81 	58.39 	94.5 	-3.8 b
TOTAL,PCH_PRE,I552,TOTAL,DEC0	3.39 	1.05 	4.81 	58.39 	94.5 	-3.8 b
TOTAL,PCH_PRE,I552,TOTAL,DED	5.68 	3.07 	0.02 	1.3 	-1.1 	4.7 b
TOTAL,PCH_PRE,I552,TOTAL,DED2	6.3 	1.41 	-0.3 	2.11 	-2.5 	4 b
TOTAL,PCH_PRE,I552,TOTAL,DED4	1.65 	1.2 	-6.24 	-0.05 	-3.9 	2.3 b
TOTAL,PCH_PRE,I552,TOTAL,DED5	12.32 	10.99 	18.02 	2.83 	12.4 	15.8 b
TOTAL,PCH_PRE,I552,TOTAL,DEE	4.43 	4.61 	0.68 	-2.42 	-2.7 	1.7 b
TOTAL,PCH_PRE,I552,TOTAL,DEE0	4.43 	4.61 	0.68 	-2.42 	-2.7 	1.7 b
TOTAL,PCH_PRE,I552,TOTAL,DEF	12.45 	3.81 	2.16 	5.16 	-1 	-3 b
TOTAL,PCH_PRE,I552,TOTAL,DEF0	12.45 	3.81 	2.16 	5.16 	-1 	-3 b
TOTAL,PCH_PRE,I552,TOTAL,DEG	-0.21 	1.96 	: 	: 	: 	4.2 b
TOTAL,PCH_PRE,I552,TOTAL,DEG0	-0.21 	1.96 	: 	: 	: 	4.2 b
TOTAL,PCH_PRE,I552,TOTAL,DK	1.48 	8.96 	13.85 	-2.68 	-3 	-1.7 b
TOTAL,PCH_PRE,I552,TOTAL,DK0	1.48 	8.96 	13.85 	-2.68 	-3 	-1.7 b
TOTAL,PCH_PRE,I552,TOTAL,DK01	4.32 	16.69 	63.67 	-9.25 	4.1 	3.9 b
TOTAL,PCH_PRE,I552,TOTAL,DK02	-1.39 	4.25 	-5.45 	5.77 	-5 	-2.5 b
TOTAL,PCH_PRE,I552,TOTAL,DK03	0.75 	5.16 	7.97 	0.11 	-2.7 	-4.4 b
TOTAL,PCH_PRE,I552,TOTAL,DK04	7.47 	11.42 	19.46 	-11.09 	-3.2 	-1.2 b
TOTAL,PCH_PRE,I552,TOTAL,DK05	-1.44 	8.77 	0.29 	-4.6 	-6.6 	-1.1 b
TOTAL,PCH_PRE,I552,TOTAL,EA	6.49 e	3.69 	: 	: 	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,EE	4.85 	13.46 	3.11 	2.74 	9.1 	47.9 b
TOTAL,PCH_PRE,I552,TOTAL,EE0	4.85 	13.46 	3.11 	2.74 	9.1 	47.9 b
TOTAL,PCH_PRE,I552,TOTAL,EE00	4.85 	13.46 	3.11 	2.74 	9.1 	47.9 b
TOTAL,PCH_PRE,I552,TOTAL,EL	7.94 e	0.33 e	2.84 e	11.85 e	8.99 	-16.5 be
TOTAL,PCH_PRE,I552,TOTAL,EL3	5.04 e	1.01 e	-1.56 e	17.66 e	20.61 	-23 be
TOTAL,PCH_PRE,I552,TOTAL,EL30	5.04 e	1.01 e	-1.56 e	17.66 e	20.61 	-23 be
TOTAL,PCH_PRE,I552,TOTAL,EL4	5.65 e	4.73 e	2.78 e	9.05 e	6.79 	-18.2 be
TOTAL,PCH_PRE,I552,TOTAL,EL41	15.97 e	-14.24 e	3.95 e	16.69 e	23.08 	-24.8 be
TOTAL,PCH_PRE,I552,TOTAL,EL42	3.15 e	6.07 e	1.23 e	0.78 e	0.74 	-23.6 be
TOTAL,PCH_PRE,I552,TOTAL,EL43	8.18 e	7.96 e	5.78 e	29.46 e	21.44 	-11.9 be
TOTAL,PCH_PRE,I552,TOTAL,EL5	12.69 e	-7.48 e	4.24 e	: 	8.92 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL51	12.61 e	-6.54 e	5.39 e	: 	49.94 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL52	10.99 e	-10.71 e	4.21 e	: 	4.56 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL53	17.85 e	2.43 e	-3.53 e	: 	27.62 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL54	22.83 e	15.57 e	3.4 e	: 	11.74 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL6	5.54 e	5.02 e	1.45 e	: 	11.32 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL61	7.03 e	4.44 e	0.56 e	: 	-0.13 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL62	5.51 e	4.49 e	2.82 e	: 	16.43 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL63	10.61 e	6.36 e	-3.13 e	: 	3.39 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL64	6.18 e	10.34 e	-4.44 e	: 	-0.51 	: 
TOTAL,PCH_PRE,I552,TOTAL,EL65	3.09 e	5.88 e	-0.81 e	: 	12.12 	: 
TOTAL,PCH_PRE,I552,TOTAL,ES	5.47 	9.48 	4.2 	6.39 	1.6 	-1.1 b
TOTAL,PCH_PRE,I552,TOTAL,ES1	16.18 	17.42 	13.67 	22.36 	-7.1 	-9.2 b
TOTAL,PCH_PRE,I552,TOTAL,ES11	8.72 	24.62 	15.53 	22.53 	-2.7 	-0.3 b
TOTAL,PCH_PRE,I552,TOTAL,ES12	19.82 	22.79 	7.4 	26.2 	-10.4 	-14.2 b
TOTAL,PCH_PRE,I552,TOTAL,ES13	18.71 	7.09 	18.73 	18.51 	-7 	-9.6 b
TOTAL,PCH_PRE,I552,TOTAL,ES2	8.49 	13.83 	20.33 	26.44 	0 	-3.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES21	4.3 	24.39 	25.06 	60.5 	0 	-1.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES22	18.77 	8.19 	15.9 	17.53 	-6.6 	-13 b
TOTAL,PCH_PRE,I552,TOTAL,ES23	9.06 	10.3 	29.56 	12.29 	3 	9.4 b
TOTAL,PCH_PRE,I552,TOTAL,ES24	6.83 	8.64 	17.47 	14.36 	3.6 	-0.7 b
TOTAL,PCH_PRE,I552,TOTAL,ES3	7.44 	15.29 	18.4 	7.87 	-11.2 	-5.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES30	7.44 	15.29 	18.4 	7.87 	-11.2 	-5.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES4	7.65 	14.15 	9.99 	24.39 	-2.4 	-1.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES41	6.65 	12.51 	7.51 	21.75 	-5.9 	-3.4 b
TOTAL,PCH_PRE,I552,TOTAL,ES42	9.37 	16.89 	12.83 	30.77 	3.6 	-0.1 b
TOTAL,PCH_PRE,I552,TOTAL,ES43	8.28 	15.57 	14.97 	24.41 	3.7 	2.9 b
TOTAL,PCH_PRE,I552,TOTAL,ES5	5.79 	8.21 	5.21 	5.18 	2.7 	0 b
TOTAL,PCH_PRE,I552,TOTAL,ES51	4.83 	2.53 	4.85 	17.51 	-4.3 	1.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES52	11.23 	16.27 	10.39 	6.44 	6.6 	-0.4 b
TOTAL,PCH_PRE,I552,TOTAL,ES53	0.96 	5.21 	1.07 	-3.55 	4.5 	-0.8 b
TOTAL,PCH_PRE,I552,TOTAL,ES6	12.2 	7.94 	10.81 	16.72 	8.4 	8.4 b
TOTAL,PCH_PRE,I552,TOTAL,ES61	13.22 	8.54 	11.38 	17.89 	8.1 	9.1 b
TOTAL,PCH_PRE,I552,TOTAL,ES62	1.16 	2.58 	5.25 	5.77 	11.3 	2.2 b
TOTAL,PCH_PRE,I552,TOTAL,ES64	24.54 	-73.83 	19.82 	: 	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,ES7	1.14 	9.31 	-1.94 	0.96 	0.6 	-3.1 b
TOTAL,PCH_PRE,I552,TOTAL,ES70	1.14 	9.31 	-1.94 	0.96 	0.6 	-3.1 b
TOTAL,PCH_PRE,I552,TOTAL,EU27	4.34 e	3.13 	: 	-5 e	1.74 e	: 
TOTAL,PCH_PRE,I552,TOTAL,EU28	4.82 e	3.65 	: 	-4.43 e	1.99 e	: 
TOTAL,PCH_PRE,I552,TOTAL,FI	23.39 	7.39 	-4.21 	2.14 	9.6 	14.6 b
TOTAL,PCH_PRE,I552,TOTAL,FI1	24.36 	8.22 	-4.79 	3.18 	10.8 	15.7 b
TOTAL,PCH_PRE,I552,TOTAL,FI19	7.43 	-0.57 	-0.84 	-14.72 	6.6 	12.8 b
TOTAL,PCH_PRE,I552,TOTAL,FI1B	532.07 	-48.63 	-1.35 	38.29 	24.1 	-3.1 b
TOTAL,PCH_PRE,I552,TOTAL,FI1C	7.72 	6.54 	-6.49 	2.44 	21.8 	47.8 b
TOTAL,PCH_PRE,I552,TOTAL,FI1D	5.7 	17.2 	-5.65 	5.39 	8.7 	12.8 b
TOTAL,PCH_PRE,I552,TOTAL,FI2	1.55 	-8.39 	8.13 	-16.12 	-8.2 	1.1 b
TOTAL,PCH_PRE,I552,TOTAL,FI20	1.55 	-8.39 	8.13 	-16.12 	-8.2 	1.1 b
TOTAL,PCH_PRE,I552,TOTAL,FR	6.87 	-3.05 u	0.92 	-3.13 	0.72 	0.7 b
TOTAL,PCH_PRE,I552,TOTAL,FR1	26.56 	-6.68 	-3.76 	5.99 	4.32 	4.2 b
TOTAL,PCH_PRE,I552,TOTAL,FR10	26.56 	-6.68 	-3.76 	5.99 	4.32 	4.2 b
TOTAL,PCH_PRE,I552,TOTAL,FR2	: 	0.45 u	-1.2 	0.35 	4.95 	-0.3 b
TOTAL,PCH_PRE,I552,TOTAL,FR21	: 	-3.59 	-2.21 	3.06 	33.27 	1.6 b
TOTAL,PCH_PRE,I552,TOTAL,FR22	: 	-2.55 	-1.96 	-1.29 	1.79 	0.5 b
TOTAL,PCH_PRE,I552,TOTAL,FR23	: 	-4.5 	-5.54 	3.97 	6.89 	-8.9 b
TOTAL,PCH_PRE,I552,TOTAL,FR24	: 	5.52 u	0.72 	0.9 	3.15 	-2.6 b
TOTAL,PCH_PRE,I552,TOTAL,FR25	: 	1.82 u	-2.48 	-2.13 	9.28 	4.5 b
TOTAL,PCH_PRE,I552,TOTAL,FR26	: 	3.98 	17 	-1.12 	-13.89 	24.6 b
TOTAL,PCH_PRE,I552,TOTAL,FR3	: 	3.54 	3.34 	-2.06 	-1.53 	2.8 b
TOTAL,PCH_PRE,I552,TOTAL,FR30	: 	3.54 	3.34 	-2.06 	-1.53 	2.8 b
TOTAL,PCH_PRE,I552,TOTAL,FR4	: 	3.22 u	-2.99 	0.53 	-1.47 	12.7 b
TOTAL,PCH_PRE,I552,TOTAL,FR41	: 	5.33 u	-2.15 	3.83 	-2.61 	27.2 b
TOTAL,PCH_PRE,I552,TOTAL,FR42	: 	1.43 u	2.42 	-2.54 	2.44 	2.4 b
TOTAL,PCH_PRE,I552,TOTAL,FR43	: 	0.49 u	-15.66 	-2.36 	-5.44 	1.1 b
TOTAL,PCH_PRE,I552,TOTAL,FR5	: 	5.01 u	3.91 	1.38 	6.36 	-0.4 b
TOTAL,PCH_PRE,I552,TOTAL,FR51	: 	-5.91 	6.38 	3.95 	4.41 	1.5 b
TOTAL,PCH_PRE,I552,TOTAL,FR52	: 	-6.94 	5.27 	3.6 	10.11 	-4.6 b
TOTAL,PCH_PRE,I552,TOTAL,FR53	: 	45.53 u	-2.27 	-5.7 	3.63 	3.4 b
TOTAL,PCH_PRE,I552,TOTAL,FR6	: 	0.1 	2.47 	-6.27 	4.52 	-2.8 b
TOTAL,PCH_PRE,I552,TOTAL,FR61	: 	0.23 	2.48 	-6.8 	6.71 	-4.1 b
TOTAL,PCH_PRE,I552,TOTAL,FR62	: 	0.67 	2.18 	-3.6 	1.52 	-0.7 b
TOTAL,PCH_PRE,I552,TOTAL,FR63	: 	-8.09 	5.76 	-22.25 	0.17 	-2.7 b
TOTAL,PCH_PRE,I552,TOTAL,FR7	: 	-3.82 u	0.46 	-4.92 	-1.9 	3 b
TOTAL,PCH_PRE,I552,TOTAL,FR71	: 	-4.63 	0.53 	-4.66 	-1.96 	2.7 b
TOTAL,PCH_PRE,I552,TOTAL,FR72	: 	9.61 u	-0.63 	-8.94 	-0.9 	7.6 b
TOTAL,PCH_PRE,I552,TOTAL,FR8	: 	-7.73 	2.84 	-5.79 	-2.53 	-1 b
TOTAL,PCH_PRE,I552,TOTAL,FR81	: 	-7.93 	1.88 	-3.38 	-1.96 	3.8 b
TOTAL,PCH_PRE,I552,TOTAL,FR82	: 	-11.34 	3.13 	-6.58 	-5.95 	-1.6 b
TOTAL,PCH_PRE,I552,TOTAL,FR83	: 	16.37 	3.57 	-7.05 	25.17 	-10.5 b
TOTAL,PCH_PRE,I552,TOTAL,FRA	: 	27.67 	-61.85 	: 	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,FRA1	: 	619.75 	-43.65 	: 	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,FRA2	: 	-100 	-64.33 	-20.18 	58.24 	: 
TOTAL,PCH_PRE,I552,TOTAL,FRA4	: 	: 	: 	-100 	-82.24 	: 
TOTAL,PCH_PRE,I552,TOTAL,HR	14.56 	15.78 	11.97 	7.21 	7.6 	529.1 b
TOTAL,PCH_PRE,I552,TOTAL,HR0	14.56 	15.78 	11.97 	7.21 	7.6 	529.1 b
TOTAL,PCH_PRE,I552,TOTAL,HR03	14.43 	15.55 	11.68 	6.87 	7.2 	596.7 b
TOTAL,PCH_PRE,I552,TOTAL,HR04	18.03 	22.49 	20.78 	19.06 	23.8 	28.1 b
TOTAL,PCH_PRE,I552,TOTAL,HU	11.96 	3.76 	5.83 	13.29 	6.6 	79.2 b
TOTAL,PCH_PRE,I552,TOTAL,HU1	16.4 	22.41 	24.65 	50.39 	20.1 	71.7 b
TOTAL,PCH_PRE,I552,TOTAL,HU10	: 	22.41 	24.65 	50.39 	20.1 	71.7 b
TOTAL,PCH_PRE,I552,TOTAL,HU2	6.7 	-0.37 	2.13 	8.5 	4.5 	112.4 b
TOTAL,PCH_PRE,I552,TOTAL,HU21	4.43 	-0.23 	-1.13 	14.36 	3.5 	106.9 b
TOTAL,PCH_PRE,I552,TOTAL,HU22	12.24 	0.34 	17.03 	-5.03 	12.4 	72.3 b
TOTAL,PCH_PRE,I552,TOTAL,HU23	6.66 	-0.93 	-0.37 	8.26 	2.1 	147.2 b
TOTAL,PCH_PRE,I552,TOTAL,HU3	17.39 	0.69 	3.69 	9.51 	6.3 	44 b
TOTAL,PCH_PRE,I552,TOTAL,HU31	17.92 	4.43 	6.52 	7.7 	14.6 	45.5 b
TOTAL,PCH_PRE,I552,TOTAL,HU32	11.81 	-3.92 	9.61 	11.84 	7.8 	27.9 b
TOTAL,PCH_PRE,I552,TOTAL,HU33	22.5 	-0.07 	-5.9 	9.88 	-4.7 	58.8 b
TOTAL,PCH_PRE,I552,TOTAL,IE	: 	18 e	-25.6 e	12.95 e	-0.4 e	: 
TOTAL,PCH_PRE,I552,TOTAL,IE0	: 	18 e	-25.6 e	12.95 e	-0.4 e	: 
TOTAL,PCH_PRE,I552,TOTAL,IE01	: 	13.74 e	-30.74 e	37.63 e	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,IE02	: 	19.01 e	-24.26 e	7.9 e	: 	: 
TOTAL,PCH_PRE,I552,TOTAL,IS	: 	8.49 	24.85 	35.73 	35.6 	7.3 b
TOTAL,PCH_PRE,I552,TOTAL,IS0	: 	8.49 	24.85 	35.73 	35.6 	7.3 b
TOTAL,PCH_PRE,I552,TOTAL,IS00	: 	8.49 	24.85 	35.73 	35.6 	7.3 b
TOTAL,PCH_PRE,I552,TOTAL,IT	9.54 	6.23 	9 	1.51 	0.2 	14.4 b
TOTAL,PCH_PRE,I552,TOTAL,ITC	12.02 	14.43 	12.83 	6.57 	7.3 	14.7 b
TOTAL,PCH_PRE,I552,TOTAL,ITC1	7.39 	20.61 	11.08 	5.89 	-0.9 	22.3 b
TOTAL,PCH_PRE,I552,TOTAL,ITC2	9.3 	10.18 	10.81 	6.29 	-5.4 	6.4 b
