c_resid,unit,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
FOR,PCH_PRE,I552_I553,AT	6.87 	6.93 	4.35 	-0.2 	3.15 	9 b	1.6 	-1.1 	1.1 	4.63 	5.7 	-1.1 	-0.5 	0.7 	6.9 	6.5 	5.4 	1.3 	10.4 	40.1 	-5 	-4.7 	-6.3 	-4.5 	-5.6 	0.8 	2.5 	0.5 
FOR,PCH_PRE,I552_I553,BE	2.58 	0.45 	36.71 	2.04 	0 	-7.6 b	-0.5 	3.9 	-2.3 	-1.02 	-2.1 	2.8 	0.5 	-7.4 	2.8 	2.5 	0.4 	-4.9 	4.9 	-2.5 	-4.4 	-3.9 	12.6 	-7.6 	7.8 	-3.7 	-7.9 	7.5 
FOR,PCH_PRE,I552_I553,BG	30.45 	11.43 	-18.24 	-18.05 	27.8 	114.2 b	51.3 	11.5 	-45 	8.66 	-17.8 	10.2 	-6.9 	5.6 	134 	-1.8 	2.4 	18.3 	-63.7 	-12.2 	27 	-0.4 	30.8 	-1.4 	-30.8 	76 	-92.9 	: 
FOR,PCH_PRE,I552_I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.7 	-2.9 	-1.5 	1.8 	3908.2 	-7.4 	-97.8 	-2.3 	1.1 	0.5 	5.2 	2.5 
FOR,PCH_PRE,I552_I553,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	-93.4 b	-0.4 	1.1 	207.9 	-14.68 	-18.1 	-22.7 	30.4 	24.5 	23.3 	129.1 	-7.4 	59.7 	11.6 	6.4 	-17 	-20.1 	-41.5 	-11.8 	-0.6 	45.2 	-30.8 	: 
FOR,PCH_PRE,I552_I553,CZ	6.86 	3.58 	8.27 	3.19 	11.6 	32.9 b	-5.9 	-14.3 	-22.8 	-18.99 	-9.2 	2.3 	-3.6 	9.8 	25.9 	-12.1 	-4.7 	-36.3 	-10 	45.7 	15.2 	47.3 	12.2 	17.8 	12.3 	8.5 	-26 	: 
FOR,PCH_PRE,I552_I553,DE	2.64 	1.07 	3.29 	4.85 	1.9 	8 b	3.7 	6.1 	-3.6 	9.74 	-0.8 	8 	7.2 	5.6 	6 	0.7 	-0.3 	2.3 	3.3 	-3.2 	-3.7 	-2.6 	-3.7 	-2.7 	-12 	1.7 	5.1 	77.1 
FOR,PCH_PRE,I552_I553,DK	1.26 	6.5 	13.52 	5.7 	0.5 	-5.7 b	0.3 	1.6 	-7.4 	-6.96 	1 	1.6 	-4.5 	-10.2 	4.9 	-2.1 	-3.8 	-3.9 	-3.6 	-9.2 	1.2 	15.1 	17.1 	2.4 	-15.9 	22.1 	14.3 	6 
FOR,PCH_PRE,I552_I553,EA	6.04 e	4.59 	4.21 	: 	: 	: 	: 	: 	: 	16.73 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EE	9.02 	13.17 	-0.34 	8.37 	14.8 	19.8 b	34.8 	8.2 	-9.7 	-16.87 	-0.5 	29.5 	32.3 	-20.2 	63.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EL	12.25 e	-4.08 e	6.61 e	15.41 e	13.5 	-10.48 e	7.4 	-4.8 	1451.7 	10.3 	12.5 	-9.5 	35.6 	-24.9 	7.4 	-11.2 	-16.3 	37.1 	-28.3 	7.1 	-13.6 	18.4 	-13.3 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,ES	4.54 	8.66 	3.37 	3.06 	3.4 	1.1 b	7.9 	0.2 	-13.3 	-2.77 	-3.1 	2.6 	-4.9 	-8.1 	-4.6 	-3.6 	-2.3 	691.5 	23.9 	18.4 	20.6 	-2.5 	3.8 	20.9 	36.9 	-11.9 	9 	-16 
FOR,PCH_PRE,I552_I553,EU27	: u	3.18 	56.59 	-1.87 e	4.12 e	8.31 b	5.4 e	7.9 e	0.9 e	8.07 e	-2.3 e	4.8 	1 	-3.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,EU28	: u	3.92 	49.23 	-0.16 e	4.33 e	14.94 b	5.5 e	7 e	1.2 e	7.94 e	-1.9 e	4.7 	0.9 	-3.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,FI	27.37 	-4.27 	-8.93 	-4.07 	11.7 	7.3 b	12.5 	2.3 	-5.8 	5.99 	4.2 	8.7 	-2.1 	9.1 	0.6 	12.1 	0.8 	0.2 	6 	-0.1 	25.9 	3 	-18.5 	5.6 	23.6 	-1.2 	-3.7 	10 
FOR,PCH_PRE,I552_I553,FR	6.35 	-4.18 	-2.35 	-2.18 	4.2 	0.1 b	2.4 	57.4 	-1.1 	-0.41 	-2.5 	3.4 	4 	-1.8 	-3.4 	3 	-6.6 	12.3 	3.3 	: 	: 	: 	-12 	7.2 	9.3 	-0.1 	8.9 	-2.4 
FOR,PCH_PRE,I552_I553,HR	13.35 	11.7 	8.66 	4.21 	6 	120.4 b	6.8 	-6.1 	6 	3.72 	4.4 	2.3 	0.2 	3.7 	5.8 	0.9 	14.5 	42.8 	-11.6 	9.7 	35.8 	69.8 	-33.8 	42.5 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,HU	9.37 	6.97 	10.11 	5.12 	11.1 	26.9 b	-2.5 	-18.7 	-4.9 	-0.93 	0.9 	-7.9 	-7.1 	-10.8 	-5.1 	-15.6 	-20.9 	2.6 	-2.8 	-5 	-14.9 	6.3 	-12.4 	-9.3 	-3.1 	-17.3 	-20.4 	: 
FOR,PCH_PRE,I552_I553,IE	: 	22.97 e	2.46 e	17.86 e	: 	: 	: 	: 	: 	-10.3 u	: 	17.3 	-7.4 	-6.9 	5.7 	-5.2 	-13.4 	-13.5 	11.2 	-20.5 	2.8 	35.3 	-3.5 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,IS	: 	10.04 	23.18 	58.63 	20 	64 b	10.5 	-1.1 	25.6 	5.32 	3.3 	10.7 	-5.9 	8.6 	7.1 	3.5 	9.8 	5.1 	6.3 	21.7 	-5.6 	-7.8 	7.6 	-15.5 	1.3 	-5.1 	1.3 	17 
FOR,PCH_PRE,I552_I553,IT	10.55 	7.16 	5.9 	1.63 	1 	2.5 b	5.2 	1.9 	2.6 	1.7 	3 	6.1 	5 	-3.8 	-4.2 	3 	7.5 	18.4 	7 	3.2 	9.5 	5.9 	14.5 	19.1 	3.1 	-3.2 	11.7 	-0.2 
FOR,PCH_PRE,I552_I553,LI	8.22 	0.35 	-5.48 	1.19 	-15.9 	-31.7 b	-6.1 	-4.3 	0.7 	-3.14 	4.8 	-2.2 	-7.7 	-3 	-1.2 	5.1 	16.3 	-2.3 	-5.5 	7.7 	1 	-6.9 	1.2 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,LT	7.17 	10.48 	-2.4 	6.18 	8.7 	944 b	5.7 	-15.7 	-11.4 	-18.23 	59.6 	-5.7 	1.2 	-4.3 	-14 	28.1 	10.9 	-16.3 	-8.9 	-7.5 	-5 	-1.8 	4.5 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,LU	0.3 	-2.38 	9.65 	8.4 	3 	12.6 b	40.1 	-37.3 	-7.3 	-1.67 	-13.1 	-5.2 	-9.4 	-5.4 	7.3 	4.6 	3.4 	-9.6 	8.5 	-5.1 	5.8 	-5.9 	-3.8 	-10 	10.9 	-10.7 	10.5 	-2.3 
FOR,PCH_PRE,I552_I553,LV	30.39 	15.13 	-7.31 	0.33 	20.9 	52 b	49.5 	12 	-44.6 	29.22 	22.9 	20 	147.8 	117.3 	5.8 	85.2 	62.1 	-1.4 	-20.1 	-58.1 	-13.3 	245 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,ME	: 	-0.6 	: 	: 	: 	5662.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,MK	17.06 	-1.46 	-14.12 	7.24 	1.8 	-7.9 b	-8.4 	-25 	1.4 	: 	: 	: 	: 	: 	: 	123.6 	-76.4 	54.1 	-21.2 	36.3 	-19.9 	76.3 	: 	: 	-51.8 	-55.1 	-66.3 	: 
FOR,PCH_PRE,I552_I553,MT	-0.31 	11.79 	-2.5 	5.94 	50.5 	2 b	5.7 	-11.3 	-2.5 	0.01 	42.8 	12.5 	45.1 	-21.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,NL	8.33 	5.54 	9.48 	6.11 	23 b	-1.3 b	4 	0.4 	2.7 	-11.34 	6.5 	8.4 	-6.5 	-6.7 	0.8 	8.5 	2.8 	-16.3 	18.8 	14.8 	-1.5 	-10.2 	9.7 	0.6 	-4.1 	4.2 	10.2 	19.3 
FOR,PCH_PRE,I552_I553,NO	: 	8.31 	-0.27 	9.35 	-9.2 	-1.9 b	-5 	0.1 	-4.7 	-0.18 	7.5 	4.9 	1.3 	10.3 	0.4 	2.6 	0.1 	-4 	-3.4 	22.5 	0.8 	-5.3 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,PL	15.24 	8.38 	5.6 	-0.72 	-4.5 	10.3 b	9.2 	-4.5 	-4.6 	-10.98 	-5.1 	-1.1 	9.7 	2.5 	14 	0.6 	6.5 	16.5 	-12.3 	-4 	-9.9 	-6.7 	-1.2 	-1.9 	-3.3 	21.9 	: 	: 
FOR,PCH_PRE,I552_I553,PT	30.2 	35.35 	32.65 	14.47 	26.8 b	-4.3 b	4.4 	-1.8 	-5.8 	1.12 	16.9 	7.3 	-6.2 	-2.4 	6.4 	-5.8 	-1.9 	-3.8 	-13.9 	16.1 	0.2 	-7.3 	0.5 	-3.8 	-10.9 	-23.7 	8.7 	-4.5 
FOR,PCH_PRE,I552_I553,RO	13.46 	14.69 	38.88 	-14.64 	4.6 	241.6 b	3.9 	-4.8 	-20.5 	20.84 	22.4 	-16.2 	-28.9 	57.6 	22.1 	-29.2 	39.4 	222.3 	-75.3 	-33.6 	54.4 	43.6 	-8.3 	30.4 	-69.9 	43 	-30.1 	: 
FOR,PCH_PRE,I552_I553,RS	: 	13.9 	15.78 	10.5 	5.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,SE	2.89 	-1.1 	7.7 	5.94 	-1.7 	-3.4 b	-0.2 	-7.8 	2.8 	-5.02 	0.4 	13.7 	0.7 	-4.5 	-0.4 	16.5 	5.8 	-2.7 	12.8 	0.3 	-4.7 	-9.1 	20.4 	12 	2.7 	8.5 	-18 	-19.8 
FOR,PCH_PRE,I552_I553,SI	29.37 	14.01 	16.26 	1.47 	8.6 	41 b	14 	-0.8 	-5.9 	3.37 	7.4 	0.4 	-0.2 	12.1 	5.9 	3 	46.5 	44.3 	-21.1 	2.4 	65.1 	2.7 	-7.5 	47.8 	-9.4 	100.1 	-89.4 	: 
FOR,PCH_PRE,I552_I553,SK	11.7 	28.65 	9.1 	-9.1 	5.5 	-0.6 b	1.1 	-11.7 	-31.5 	1.8 	0 	-0.4 	-1.2 	-12 	-6.3 	13.5 	32.1 	1.8 	8.3 	32.3 	-19.8 	17.9 	-26.6 	100.8 	10.9 	13 	-22.2 	: 
FOR,PCH_PRE,I552_I553,UK	: 	1.04 	: 	: 	: 	81.9 b	13.1 	-3.9 	8.3 	-8.21 	-20.8 	12.5 	14.6 	10.3 	3.1 	-12.1 	-3.3 	-4.8 	-2.7 	6.1 	0.8 	-1 	-48 	10.5 	7.2 	8.2 	-4.9 	: 
FOR,PCH_PRE,I553,AT	7.78 	6.29 	6.17 	-6.4 	0.97 	7.7 b	2.46 	-4.4 	0 	2.35 	5.1 	-6.2 	-5.3 	-3.3 	10.8 	5.5 	7.6 	-6.2 	-0.8 	5.6 	-8.4 	-11 	-7.7 	-5.8 	-9.1 	-0.4 	1.9 	-1.7 
FOR,PCH_PRE,I553,BE	0.69 	-7.71 	19.03 	1.86 	-5.7 	-21.4 b	-0.9 	1.3 	14.4 	-4.17 	-4.2 	6.1 	-6.1 	-2.3 	14.7 	7.1 	-8 	0.7 	8.4 	-13.2 	-5.7 	-1 	-59.9 	-4.6 	8.5 	76.8 	-7.4 	15.4 
FOR,PCH_PRE,I553,BG	-0.24 	49.52 	-61.07 	-60.66 	-26.9 	15.2 b	444.7 	-3 	-72 	-13.92 	-40.3 	-12.4 	-23 	-6.7 	-42.5 	-1.7 	0.8 	19.9 	-65.3 	-10.2 	29.1 	-0.9 	38.3 	6 	-20.1 	89.8 	-95 	: 
FOR,PCH_PRE,I553,CH	: 	14.57 	-16.76 	-10.21 	-3.1 	-10.9 b	-12 	-11.3 	: 	: 	: 	: 	: 	: 	: 	: 	-0.8 	-5.1 	0.2 	4.6 	: 	: 	: 	-3 	-5.7 	0.4 	4.8 	8.6 
FOR,PCH_PRE,I553,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	-8.5 b	-7.5 	27.6 	78.2 	-17.17 	12.3 	37 	33.4 	74.5 	: 	: 	62.5 	-46.3 	11.6 	-19.9 	-17.6 	-21.1 	-25.4 	-21.7 	12.1 	53.5 	-21.1 	: 
FOR,PCH_PRE,I553,CZ	8.9 	6.6 	17.57 	-6.16 	4.1 	3.2 b	-5.9 	-30.4 	-11.9 	-11.38 	-27.2 	-10.9 	7 	31.8 	59.2 	-26.9 	-56.3 	13.1 	5.9 	30.3 	-13.3 	18.9 	24.9 	2.1 	-22.9 	-9 	-30.6 	: 
FOR,PCH_PRE,I553,DE	-0.48 	-1.98 	4.88 	1.63 	0.4 	6.5 b	0.3 	3.3 	5.7 	6.48 	-0.6 	5.1 	0.8 	-2.8 	11.3 	1.1 	-3.7 	1.6 	4.8 	-6 	-7.5 	-7.1 	-4 	-1.2 	-16.9 	4.8 	-2.9 	244.5 
FOR,PCH_PRE,I553,DK	-1.97 	2.24 	1.09 	8.52 	3.2 	-5.5 b	-5.6 	-1.1 	-4 	-4.79 	-4 	0.8 	-4.6 	-8.4 	9.4 	-3.8 	-3 	-7.5 	0.1 	-11.4 	3.1 	-7.4 	5.1 	3.1 	-16.7 	24.9 	14.7 	6.2 
FOR,PCH_PRE,I553,EA	3.68 e	3.34 	1.98 	: 	: 	: 	: 	: 	: 	-0.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EE	: 	: 	: 	: 	: 	-100 b	12.1 	-7.8 	5.5 	-19.78 	-11 	90.8 	8.5 	37.3 	76.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EL	10.76 	-1.04 	4.96 	10.07 	23.78 	-25.96 b	1 	-1.2 	1.5 	10.3 	12.5 	-9.5 	35.6 	-24.9 	7.4 	-11.2 	-16.3 	37.1 	-28.3 	7.1 	-13.6 	18.4 	-13.3 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,ES	5.29 	6.72 	8.3 	-0.2 	4.4 	1.7 b	2.9 	2.2 	-5 	-4.96 	5.2 	2.9 	2.9 	-3.7 	-4.8 	9.2 	12.6 	7 	26.6 	15.8 	20.6 	-2.5 	3.8 	20.9 	36.9 	-11.9 	9 	-16 
FOR,PCH_PRE,I553,EU27	: u	2.63 	0.82 	0.02 e	3.92 	-4.29 b	: 	: 	: 	-2.86 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,EU28	: u	2.57 	1.18 	-0.06 e	3.71 	-2.57 b	: 	: 	: 	-2.29 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,FI	6.37 	-5.63 	-6.38 	-7.34 	2.4 	-3 b	15.2 	3.2 	-12.5 	-0.49 	-0.8 	4 	-7.9 	0.7 	-4.5 	11.2 	3.2 	-3 	13 	1.3 	19.8 	-2 	-24.2 	1.6 	-0.9 	-1.2 	-3.7 	10 
FOR,PCH_PRE,I553,FR	7.88 	-0.3 	-1.55 	-1.76 	5.1 	0.3 b	0.4 	0.9 	-1.1 	-0.41 	-2.5 	3.4 	4 	-1.8 	-3.4 	3 	-6.6 	12.3 	3.3 	: 	: 	: 	-12.2 	7.4 	9.3 	-0.1 	8.9 	-2.4 
FOR,PCH_PRE,I553,HR	9.45 	2.16 	3.61 	-0.63 	2.3 	9.6 b	7.5 	0.3 	3.3 	2.66 	3 	-3.7 	0.5 	5.2 	4.2 	2.6 	9.9 	42.7 	-12.3 	10.5 	36.6 	76.3 	-34.6 	42.5 	: 	: 	: 	: 
FOR,PCH_PRE,I553,HU	8.77 	-3.69 	4 	-0.48 	1.8 	27 b	-5.7 	-20.5 	-1.2 	2.42 	2.6 	-14.2 	-8.4 	-8.3 	-4.7 	-11.7 	1.7 	0.2 	-1.1 	-6.7 	-2.8 	5.1 	-13.8 	-11.3 	1.6 	-22.2 	-8.6 	: 
FOR,PCH_PRE,I553,IE	: 	11.95 e	12.51 e	0.53 e	: 	: 	: 	: 	: 	-28.16 u	: 	15.9 	-12.6 	-9.9 	2 	-6 	-23.3 	57.7 	24 	: 	: 	24 	6 	-0.8 	-19.2 	5.6 	45.8 	: 
FOR,PCH_PRE,I553,IS	: 	15.07 	8.83 	115.35 	-8.4 	29.9 b	2.8 	-11.8 	22.6 	7.18 	8.6 	7.6 	2.1 	7.5 	1.5 	8.3 	5.5 	-3.9 	1.7 	1.9 	-10 	0.2 	21.5 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,IT	7.06 	5.55 	-0.25 	-0.03 	-1.5 	-13.9 b	4.3 	-0.4 	3.9 	1.31 	3.2 	4.1 	2.4 	-4.1 	-6.9 	-2 	8.3 	5.2 	6.5 	3 	3 	5.2 	12.6 	20.4 	4.3 	-4.8 	13.1 	-4.1 
FOR,PCH_PRE,I553,LI	78.45 	13.57 	-8.73 	-20.71 	24.1 	-89.1 b	-4.6 	0.6 	4.7 	-3.51 	-1 	: 	: 	-2 	-2.4 	1.6 	13.8 	-1.8 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,LT	-5.01 	3.58 	11.37 	-4.96 	18.3 	9.1 b	10.6 	13.9 	0.1 	15.26 	-3 	3.3 	35.3 	79.3 	24.3 	-1.2 	51.3 	33.9 	-15.5 	0.5 	-23.1 	52.6 	-44.7 	72.4 	: 	: 	: 	: 
FOR,PCH_PRE,I553,LU	-2.76 	-1.26 	10.18 	7.4 	6.9 	13.4 b	33 	-34.9 	-7.4 	1 	-15.9 	-6.8 	-11.5 	-3.8 	10.2 	5.3 	3.8 	-10.9 	12.2 	-6.6 	6.7 	-11.1 	1.8 	-11.4 	12.1 	-9.9 	6.7 	-4.5 
FOR,PCH_PRE,I553,LV	8.65 	10.53 	-21.19 	13.69 	15 	-16.3 b	54.5 	18.2 	-59.3 	33.89 	8.7 	-0.5 	110.7 	123 	28.7 	339.9 	132.1 	-45.4 	3.4 	16.5 	556 	-92.6 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,ME	: 	37.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,MK	-0.01 	-12.04 	-20.22 	20.72 	75.4 	8.2 b	-13.1 	3.1 	44.6 	: 	: 	: 	: 	: 	: 	99.6 	-92.4 	383.4 	-19.1 	-57.7 	32.9 	-31.4 	-28.2 	-19.5 	5.1 	-72.6 	-79.6 	: 
FOR,PCH_PRE,I553,NL	8.26 	5.87 	4.26 	11.29 	19.1 b	-7.2 b	2.3 	-5.8 	11.3 	-21.99 	3.2 	3 	-6.5 	-16.2 	16.8 	11.4 	33.4 	-41.3 	34.7 	4.5 	6.1 	-13.8 	5.5 	-0.3 	-15.4 	7 	7.8 	11 
FOR,PCH_PRE,I553,NO	: 	8.58 	1.3 	11.54 	-33.4 	-2.5 b	-3.5 	0.4 	-7.3 	-0.74 	6.6 	3.9 	-1.7 	2.2 	-0.7 	2.3 	-1.2 	-3.5 	-5.5 	16.7 	1.5 	-6.7 	-5.8 	-5.3 	5.1 	1.1 	3.7 	10.6 
FOR,PCH_PRE,I553,PL	5.15 	11.07 	26.71 	5.46 	-18.5 	46.2 b	6.3 	-13.6 	-9.1 	-15.12 	5.6 	-8.1 	34.5 	-1 	21.1 	27.8 	0.5 	-34 	-21.7 	-7.1 	-14.9 	-1.7 	26.2 	6.5 	-31.8 	-5.2 	: 	: 
FOR,PCH_PRE,I553,PT	2.97 	22.29 	8.29 	10.29 	-2.4 	-4.5 b	5.7 	-2.6 	-2.9 	-0.82 	17 	8.1 	-5.2 	-4.3 	6.3 	-7.2 	-1.6 	-5.5 	-14.8 	15.7 	0 	-8.9 	1.1 	-4.7 	-11.3 	-23.7 	9.2 	-4.4 
FOR,PCH_PRE,I553,RO	59.49 	-0.75 	86.4 	-85.35 	-12.6 	245.6 b	4.1 	-3.1 	-42.4 	87.17 	4.5 	5.9 	-50.2 	28 	87.5 	-18.6 	47.3 	-2.7 	0 	-53.8 	52.9 	-19 	23.5 	-58.5 	70.8 	-46.7 	-55 	: 
FOR,PCH_PRE,I553,RS	: 	-13.69 	5.57 	7.54 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,SE	0.47 	-1.77 	8.42 	3.9 	-1.9 	-4.7 b	2.8 	-10.6 	7.9 	-11.16 	-2.8 	17.4 	-0.2 	-5.1 	-0.7 	14.1 	3.3 	-2.9 	17.3 	-1.4 	-2.7 	: 	: 	10.5 	1.4 	12.5 	-18.5 	-22.1 
FOR,PCH_PRE,I553,SI	32.39 	6.87 	9.62 	-4.67 	4.3 	5.7 b	14.4 	-7 	-6 	22.29 	9.6 	-3.7 	-3.4 	12.7 	27.1 	3.4 	3.2 	53.2 	-27.8 	0.4 	40.7 	17.8 	-13.6 	57.5 	12.6 	: 	: 	: 
FOR,PCH_PRE,I553,SK	3.19 	47.66 	10.75 	-12.45 	0.3 	24.4 b	-3 	-12.8 	-42 	-6.17 	-7.4 	-7.8 	-17.3 	-24.2 	-4.1 	50.9 	23.6 	1.4 	9.2 	31.3 	-29.8 	6.3 	-52 	136.4 	-16 	42.3 	-24.1 	: 
FOR,PCH_PRE,I553,TR	: 	148.74 	-79.42 	418.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PCH_PRE,I553,UK	: 	-16.33 	: 	: 	49.51 	-12.8 b	7.6 	-9.4 	7.2 	-28.55 	-3.9 	-7.6 	56.1 	7.3 	10.4 	-28 	-3.3 	-6.3 	-2.5 	20 	-0.3 	6.6 	-40.5 	13.1 	7.2 	8.2 	-4.9 	: 
FOR,PC_TOT,I551-I553,AT	71.04 	70.7 	70.84 	70.7 	70.86 	70.4 	69.91 	69.8 	70.2 	71.37 	71 	71.4 	71.9 	71.7 	71.6 	71.8 	71.1 	71.1 	71.5 	72.1 	72 	72.7 	72.3 	73.5 	74.4 	74.9 	75 	75.3 
FOR,PC_TOT,I551-I553,BE	48.24 	46.3 	49.12 	52.35 	52.5 	52.6 	53.3 	53.4 	52.8 	54.59 	54.5 	54.6 	54.8 	54.6 	54.9 	54.7 	53.6 	53.1 	54 	53 	51.8 	50.3 	49.6 	48.2 	47.7 	46.6 	41.3 	40.8 
FOR,PC_TOT,I551-I553,BG	65.65 	64.13 	62.4 	64.88 	66.5 	66.4 	66.6 	65.4 	61.9 	64.85 	66.8 	68.8 	72.3 	72.8 	73 	68.6 	66 	60.4 	58.4 	60.2 	64.4 	60.4 	54.4 	57.8 	58.8 	46 	42.4 	41.8 
FOR,PC_TOT,I551-I553,CH	: 	47.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 	47.8 	47.3 	47.6 	47.3 	57.7 	58.4 	48.9 	49.1 	48.5 	48.2 	48.6 
FOR,PC_TOT,I551-I553,CY	95.03 	94.5 	93.84 	93.94 	93.6 	92.5 	91.8 	90.2 	89.7 	91.85 	91.8 	92.2 	93 	92.7 	93.3 	94.6 	96.1 	96.5 	96.4 	96.1 	96 	96.2 	97.5 	97.5 	96.8 	97.9 	95 	98.3 
FOR,PC_TOT,I551-I553,CZ	49.34 	48.83 	49.45 	51.48 	51.1 	50.4 	50.8 	49.8 	48.4 	50.88 	50.5 	48.5 	48.6 	46.5 	42 	42 	44.1 	35.3 	38.1 	36.8 	36.1 	37.6 	42.6 	46.5 	47.8 	45.2 	39.8 	30.5 
FOR,PC_TOT,I551-I553,DE	20.72 	20.56 	20.85 	20.41 	20.1 	19.5 	18.6 	18.3 	17.2 	17.36 	17.2 	15.1 	14 	13.4 	14.2 	13.9 	13.6 	14.2 	13.5 	13.6 	13.4 	12.9 	12.8 	12.8 	11.2 	12 	13.1 	16.6 
FOR,PC_TOT,I551-I553,DK	37.05 	36.46 	36.26 	35.78 	34.8 	34.3 	33.6 	33.1 	31.3 	31.82 	33.2 	34.7 	35.7 	36.6 	37.4 	37.3 	38.7 	39.8 	39.5 	40.9 	42 	42.1 	43.7 	42.6 	43.1 	45.3 	43.7 	41.2 
FOR,PC_TOT,I551-I553,EA	47.71 e	46.88 	46.4 	: 	: 	: 	: 	: 	: 	44.06 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PC_TOT,I551-I553,EE	63.76 	64.46 	65.21 	67.46 	68.2 	69 	69.4 	68.2 	66.5 	63.72 	62.4 	66.5 	72.5 	73.1 	73.5 	74.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PC_TOT,I551-I553,EL	80.24 e	78.57 e	79.35 e	78.51 e	77.43 	75.78 e	74.8 	70.7 	68.1 	73.1 	73.5 	74.5 	73.7 	73.8 	74.1 	75.2 	75.5 	75.6 	75.2 	74.3 	74.4 	74 	75.5 	77.1 	: 	: 	: 	: 
FOR,PC_TOT,I551-I553,ES	64.92 	64.74 	63.81 	64.27 	64.9 	63.6 	61.4 	58.5 	57.5 	59.56 	59 	59.2 	59.3 	60.7 	63.6 	65.1 	67.1 	67.9 	62.6 	60.2 	60.5 	59.7 	59.7 	59.6 	56.3 	55.1 	52.4 	53.2 
FOR,PC_TOT,I551-I553,EU27	: u	47.44 	47.22 	43.88 e	43.93 e	42.66 	42.8 e	41.3 e	40.6 e	41.72 e	42.1 e	41.5 	40.5 	40.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FOR,PC_TOT,I551-I553,EU28	: u	48.59 	48.31 	45.15 e	45.11 e	43.84 	43.5 e	42 e	41.4 e	42.48 e	42.8 e	42.2 	41.3 	41.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
