c_resid,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
FOR,PCH_PRE,I552,DEG2,FR	8.44 	-17.44 	-1.07 	0.6 	-1.8 	: 
FOR,PCH_PRE,I552,DEG2,HR	: c	: c	: c	: c	: 	: 
FOR,PCH_PRE,I552,DEG2,HU	-6.94 	20.41 	1.06 	-2.18 	468.8 	: 
FOR,PCH_PRE,I552,DEG2,IE	: 	21.82 e	-13.49 e	41.54 e	: 	: 
FOR,PCH_PRE,I552,DEG2,IS	: 	11.07 	26.86 	49.68 	50 	: 
FOR,PCH_PRE,I552,DEG2,IT	49.19 	7.4 	4.23 	2.78 	2.7 	: 
FOR,PCH_PRE,I552,DEG2,LI	2.09 	-0.66 	-5.22 	3.46 	-18.6 	: 
FOR,PCH_PRE,I552,DEG2,LT	5.95 	-10.28 	0.38 	-2.55 	1.8 	: 
FOR,PCH_PRE,I552,DEG2,LU	1505.11 	-22.44 	-78.12 	4 	-48.5 	10.3 
FOR,PCH_PRE,I552,DEG2,LV	53.87 	51.29 	-31.72 	38.81 	21.5 	: 
FOR,PCH_PRE,I552,DEG2,MT	-30.26 	38.07 	9.33 	70.18 	-90.8 	: 
FOR,PCH_PRE,I552,DEG2,NL	5.3 	4.48 	11.05 	1.08 	20.9 b	: 
FOR,PCH_PRE,I552,DEG2,NO	: 	-12.35 	-14.41 	17.49 	15.9 	: 
FOR,PCH_PRE,I552,DEG2,PL	11.98 	0.88 	-0.94 	-3.05 	-4 	: 
FOR,PCH_PRE,I552,DEG2,PT	35.87 	77.34 	81.23 	4.92 	194.7 b	: 
FOR,PCH_PRE,I552,DEG2,RO	9.8 	-12.13 	60.54 	12.14 	-2.7 	: 
FOR,PCH_PRE,I552,DEG2,SE	12.32 	-16.89 	6.06 	25.58 	-0.3 	: 
FOR,PCH_PRE,I552,DEG2,SI	30.96 	22.84 	35.98 	13.81 	11 	: 
FOR,PCH_PRE,I552,DEG2,SK	20.38 	22.75 	-3.8 	-6.13 	12.4 	: 
FOR,PCH_PRE,I552,DEG2,UK	: 	13.08 	: 	: 	: 	: 
FOR,PCH_PRE,I552,DEG3,AT	6.81 	7.15 	4.23 	1.3 	4.15 	: 
FOR,PCH_PRE,I552,DEG3,BE	: c	: c	: c	: 	-2.6 	: 
FOR,PCH_PRE,I552,DEG3,BG	23.14 	-1.71 	-21.89 	-7.08 	43.7 	: 
FOR,PCH_PRE,I552,DEG3,CZ	5.9 	-3.11 	-3.75 	-4.07 	3.2 	: 
FOR,PCH_PRE,I552,DEG3,DE	-2.25 	0.43 	1.62 	6.63 	-1.6 	: 
FOR,PCH_PRE,I552,DEG3,DK	-2.14 	5.24 	15.25 	2.66 	-4.4 	: 
FOR,PCH_PRE,I552,DEG3,EA	-11.66 e	3.01 	3.71 	: 	: 	: 
FOR,PCH_PRE,I552,DEG3,EE	8.32 	19.73 	-12.14 	-0.86 	8.6 	: 
FOR,PCH_PRE,I552,DEG3,EL	12.6 e	-5.24 e	0.3 e	16.44 e	12.32 	: 
FOR,PCH_PRE,I552,DEG3,ES	-62.11 	4.06 	0.72 	0.82 	4.1 	: 
FOR,PCH_PRE,I552,DEG3,EU27	: u	-0.09 	0.92 	14.43 e	4.79 e	: 
FOR,PCH_PRE,I552,DEG3,EU28	: u	2.63 	-0.01 	15.51 e	4.83 e	: 
FOR,PCH_PRE,I552,DEG3,FI	18.85 	6.31 	-1.85 	-2.42 	7.6 	: 
FOR,PCH_PRE,I552,DEG3,FR	2.42 	-8.91 	2.84 	-7.13 	2.2 	: 
FOR,PCH_PRE,I552,DEG3,HR	12.38 	14.87 	9.37 	5.66 	5.5 	: 
FOR,PCH_PRE,I552,DEG3,HU	-4.31 	14.46 	5.91 	-3.65 	-42.5 	: 
FOR,PCH_PRE,I552,DEG3,IE	: 	52.99 e	16.47 e	15.4 e	: 	: 
FOR,PCH_PRE,I552,DEG3,IS	: 	13.4 	26.63 	43.43 	22.1 	: 
FOR,PCH_PRE,I552,DEG3,IT	-15.18 	7.69 	1.88 	1.9 	1.1 	: 
FOR,PCH_PRE,I552,DEG3,LT	6.49 	92.4 	-38 	7.5 	10.3 	: 
FOR,PCH_PRE,I552,DEG3,LU	7.18 	-5.25 	2.96 	14.5 	-15.4 	10.4 
FOR,PCH_PRE,I552,DEG3,LV	63.38 	2.09 	16.87 	-58.04 	5.2 	: 
FOR,PCH_PRE,I552,DEG3,MT	272.61 	: 	-100 	7.48 	3.6 	: 
FOR,PCH_PRE,I552,DEG3,NL	10.01 	4.75 	11.56 	8.04 	26.2 b	: 
FOR,PCH_PRE,I552,DEG3,NO	: 	11.01 	1.66 	5.91 	46.7 	: 
FOR,PCH_PRE,I552,DEG3,PL	8.92 	24.26 	5.57 	6.43 	-7.4 	: 
FOR,PCH_PRE,I552,DEG3,PT	38.77 	-0.68 	44.14 	20.8 	1476.4 b	: 
FOR,PCH_PRE,I552,DEG3,RO	21.41 	23.49 	14.97 	7.69 	13.7 	: 
FOR,PCH_PRE,I552,DEG3,SE	-3.54 	-1.45 	6.29 	6.91 	-0.9 	: 
FOR,PCH_PRE,I552,DEG3,SI	22.37 	14.84 	8.23 	3.14 	11.1 	: 
FOR,PCH_PRE,I552,DEG3,SK	-2.16 	12.85 	5.43 	-17.82 	1.1 	: 
FOR,PCH_PRE,I552,DEG3,UK	: 	-27.98 	: 	: 	: 	: 
FOR,PCH_PRE,I552,TOTAL,AT	6.57 	7.15 	3.76 	2 	3.95 	9.4 b
FOR,PCH_PRE,I552,TOTAL,BE	3.16 	3.24 	44.02 	: 	2.6 	0.4 b
FOR,PCH_PRE,I552,TOTAL,BG	30.8 	11.11 	-17.46 	-16.4 	31.6 	127.9 b
FOR,PCH_PRE,I552,TOTAL,CY	: 	: 	: 	: 	: 	-100 b
FOR,PCH_PRE,I552,TOTAL,CZ	6.51 	3.07 	6.86 	4.78 	13 	40.3 b
FOR,PCH_PRE,I552,TOTAL,DE	4.01 	2.46 	2.58 	6.36 	2.6 	8.8 b
FOR,PCH_PRE,I552,TOTAL,DK	5.41 	12.53 	37.41 	0.66 	-4 	-6.1 b
FOR,PCH_PRE,I552,TOTAL,EA	7.35 e	5.3 	5.51 	: 	: 	: 
FOR,PCH_PRE,I552,TOTAL,EE	6.9 	13.17 	-0.34 	8.37 	14.8 	30.9 b
FOR,PCH_PRE,I552,TOTAL,EL	12.34 e	-4.26 e	6.71 e	15.73 e	12.93 	-10.6 b
FOR,PCH_PRE,I552,TOTAL,ES	4.32 	9.26 	1.96 	4.04 	3.1 	0.9 b
FOR,PCH_PRE,I552,TOTAL,EU27	: u	3.34 	87.12 	-2.88 e	4.23 e	: 
FOR,PCH_PRE,I552,TOTAL,EU28	: u	4.35 	75.52 	-0.21 e	4.67 e	: 
FOR,PCH_PRE,I552,TOTAL,FI	40.18 	-3.42 	-10.46 	-2 	18.5 	16.3 b
FOR,PCH_PRE,I552,TOTAL,FR	3.24 	-11.19 	-3.76 	-2.9 	2.8 	-0.4 b
FOR,PCH_PRE,I552,TOTAL,HR	15.3 	17.15 	11.77 	7.43 	8.5 	672.5 b
FOR,PCH_PRE,I552,TOTAL,HU	10.06 	22.63 	20.51 	16.25 	36 	26.5 b
FOR,PCH_PRE,I552,TOTAL,IE	: 	25.34 e	0.53 e	21.9 e	-4.8 e	: 
FOR,PCH_PRE,I552,TOTAL,IS	: 	7.98 	30.2 	40.53 	33.2 	86.7 b
FOR,PCH_PRE,I552,TOTAL,IT	12.83 	8.24 	10.48 	2.91 	3 	21 b
FOR,PCH_PRE,I552,TOTAL,LI	2.09 	-0.66 	-5.22 	3.46 	-18.6 	6.4 b
FOR,PCH_PRE,I552,TOTAL,LT	7.71 	10.8 	-2.96 	6.69 	8.3 	1534.9 b
FOR,PCH_PRE,I552,TOTAL,LU	16.46 	-7.85 	7.11 	13.6 	-13.2 	9.7 b
FOR,PCH_PRE,I552,TOTAL,LV	35.28 	16.22 	-3.28 	-2.97 	22.5 	93.7 b
FOR,PCH_PRE,I552,TOTAL,ME	: 	-0.7 	: 	: 	: 	: 
FOR,PCH_PRE,I552,TOTAL,MK	19.32 	0.13 	-13.12 	5.32 	-3.9 	-9 b
FOR,PCH_PRE,I552,TOTAL,MT	-0.31 	11.79 	-2.5 	5.94 	50.5 	: 
FOR,PCH_PRE,I552,TOTAL,NL	8.36 	5.42 	11.59 	4.15 	24.5 b	1.3 b
FOR,PCH_PRE,I552,TOTAL,NO	: 	8 	-2.01 	7.01 	48.4 	-0.4 b
FOR,PCH_PRE,I552,TOTAL,PL	16.25 	8.12 	3.91 	-1.18 	-3.2 	7.9 b
FOR,PCH_PRE,I552,TOTAL,PT	57.42 	51.53 	83.89 	24.37 	336.1 b	-1.1 b
FOR,PCH_PRE,I552,TOTAL,RO	11.55 	15.44 	37.19 	3.08 	10 	240.4 b
FOR,PCH_PRE,I552,TOTAL,RS	: 	16.5 	16.84 	10.82 	6 	: 
FOR,PCH_PRE,I552,TOTAL,SE	8.63 	0.51 	6 	11.11 	-1.4 	0 b
FOR,PCH_PRE,I552,TOTAL,SI	27.52 	18.86 	21.24 	6.63 	12.5 	102.2 b
FOR,PCH_PRE,I552,TOTAL,SK	13.76 	24.75 	8.76 	-8.39 	6.7 	-4.9 b
FOR,PCH_PRE,I552,TOTAL,UK	: 	1.28 	: 	: 	: 	97.6 b
FOR,PCH_PRE,I552_I553,DEG1,AT	7.18 	7.58 	-0.17 	6.1 	4.01 	: 
FOR,PCH_PRE,I552_I553,DEG1,BE	17.9 	0.34 	24.57 	: 	11.7 	: 
FOR,PCH_PRE,I552_I553,DEG1,BG	54.93 	12.53 	-3.82 	-5.84 	20.4 	: 
FOR,PCH_PRE,I552_I553,DEG1,CZ	6.34 	7.07 	17.29 	7.21 	15.1 	: 
FOR,PCH_PRE,I552_I553,DEG1,DE	5.39 	2.93 	5.5 	6.75 	5.6 	: 
FOR,PCH_PRE,I552_I553,DEG1,DK	15.73 	21.88 	91.46 	-1.31 	0.8 	: 
FOR,PCH_PRE,I552_I553,DEG1,EA	18.1 e	7 	10.1 	: 	: 	: 
FOR,PCH_PRE,I552_I553,DEG1,EE	7.33 	12.85 	3.81 	10.56 	17 	: 
FOR,PCH_PRE,I552_I553,DEG1,EL	17.48 e	-2.74 e	15.17 e	9.62 e	-2.41 	: 
FOR,PCH_PRE,I552_I553,DEG1,ES	29.09 	9.44 	18.07 	15.57 	8.7 	: 
FOR,PCH_PRE,I552_I553,DEG1,EU27	: u	2.48 	273.79 	-27.48 e	8.2 e	: 
FOR,PCH_PRE,I552_I553,DEG1,EU28	: u	2.7 	268.63 	-26.49 e	8.24 e	: 
FOR,PCH_PRE,I552_I553,DEG1,FI	115.51 	-27.72 	-9.95 	-2.63 	9.9 	: 
FOR,PCH_PRE,I552_I553,DEG1,FR	4.92 	-8.62 	-7.88 	0.55 	7.2 	: 
FOR,PCH_PRE,I552_I553,DEG1,HR	28.45 	34.69 	32.77 	90.87 	: 	: 
FOR,PCH_PRE,I552_I553,DEG1,HU	16.65 	19.89 	30.8 	15.23 	35.9 	: 
FOR,PCH_PRE,I552_I553,DEG1,IE	: 	0.75 e	-5.62 e	26.44 e	: 	: 
FOR,PCH_PRE,I552_I553,DEG1,IS	: 	6.23 	31.38 	36.45 	31.4 	: 
FOR,PCH_PRE,I552_I553,DEG1,IT	24.94 	16.58 	25.4 	2.88 	8.7 	: 
FOR,PCH_PRE,I552_I553,DEG1,LT	10.38 	17.25 	19.73 	37.16 	37.7 	: 
FOR,PCH_PRE,I552_I553,DEG1,LU	11.94 	-8.49 	4.47 	5.2 	-2.8 	6.5 
FOR,PCH_PRE,I552_I553,DEG1,LV	25.45 	17.83 	: c	14.84 	31.8 	: 
FOR,PCH_PRE,I552_I553,DEG1,MT	0.4 	9.8 	-1.68 	3.99 	182.6 	: 
FOR,PCH_PRE,I552_I553,DEG1,NL	14.03 	13.3 	10.44 	0.27 	16.5 b	: 
FOR,PCH_PRE,I552_I553,DEG1,NO	: 	4.75 	-5.8 	4.27 	12.1 	: 
FOR,PCH_PRE,I552_I553,DEG1,PL	25.49 	8.05 	11.52 	-1.8 	-2.9 	: 
FOR,PCH_PRE,I552_I553,DEG1,PT	55.45 	57.32 	68.05 	21.42 	32.9 b	: 
FOR,PCH_PRE,I552_I553,DEG1,RO	3.76 	35.43 	48.94 	-43.68 	2 	: 
FOR,PCH_PRE,I552_I553,DEG1,SE	14.72 	11.16 	6.91 	3.74 	1.5 	: 
FOR,PCH_PRE,I552_I553,DEG1,SI	31.38 	17.83 	28.95 	4.5 	14.8 	: 
FOR,PCH_PRE,I552_I553,DEG1,SK	: c	35.06 	32.88 	-0.37 	3.9 	: 
FOR,PCH_PRE,I552_I553,DEG1,UK	: 	0.77 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,DEG2,AT	6.38 	5.92 	4.26 	-1.7 	0.32 	: 
FOR,PCH_PRE,I552_I553,DEG2,BE	10.55 	-0.56 	36.82 	: 	-1.9 	: 
FOR,PCH_PRE,I552_I553,DEG2,BG	23.79 	51.45 	-17.68 	-43.17 	18 	: 
FOR,PCH_PRE,I552_I553,DEG2,CZ	22.45 	-6.32 	-4.82 	7.1 	19.4 	: 
FOR,PCH_PRE,I552_I553,DEG2,DE	8.8 	0.52 	3.32 	3.08 	2.9 	: 
FOR,PCH_PRE,I552_I553,DEG2,DK	-12.51 	3.88 	-2.25 	10.55 	3.4 	: 
FOR,PCH_PRE,I552_I553,DEG2,EA	18.82 e	5.53 	3.74 	: 	: 	: 
FOR,PCH_PRE,I552_I553,DEG2,EE	18.59 	4.1 	1.07 	17.26 	18.1 	: 
FOR,PCH_PRE,I552_I553,DEG2,EL	10.39 e	2.74 e	119.64 e	7.12 e	26.53 	: 
FOR,PCH_PRE,I552_I553,DEG2,ES	25.09 	10.02 	0.16 	0.95 	2.1 	: 
FOR,PCH_PRE,I552_I553,DEG2,EU27	: u	6.85 	21.92 	2.97 e	1.6 e	: 
FOR,PCH_PRE,I552_I553,DEG2,EU28	: u	7.38 	19.98 	4.59 e	1.5 e	: 
FOR,PCH_PRE,I552_I553,DEG2,FI	3.74 	-9 	-26.51 	-4.2 	34.6 	: 
FOR,PCH_PRE,I552_I553,DEG2,FR	5.69 	-6.05 	-0.85 	-2.26 	2.3 	: 
FOR,PCH_PRE,I552_I553,DEG2,HR	17.34 	13.55 	10.31 	13.1 	: 	: 
FOR,PCH_PRE,I552_I553,DEG2,HU	8.32 	7.34 	3.1 	5 	708.5 	: 
FOR,PCH_PRE,I552_I553,DEG2,IE	: 	11.53 e	0.1 e	10.76 e	: 	: 
FOR,PCH_PRE,I552_I553,DEG2,IS	: 	10.9 	28.39 	63.04 	39.9 	: 
FOR,PCH_PRE,I552_I553,DEG2,IT	26.88 	5.42 	2.56 	1.34 	-0.4 	: 
FOR,PCH_PRE,I552_I553,DEG2,LI	8.22 	0.35 	-5.48 	1.19 	-15.9 	: 
FOR,PCH_PRE,I552_I553,DEG2,LT	5.71 	-9.82 	0.47 	-2.79 	1.7 	: 
FOR,PCH_PRE,I552_I553,DEG2,LU	3.21 	-0.38 	32.3 	25.5 	9.1 	15.8 
FOR,PCH_PRE,I552_I553,DEG2,LV	28.79 	16.87 	-28.39 	27.74 	18.6 	: 
FOR,PCH_PRE,I552_I553,DEG2,MT	-30.26 	38.07 	9.33 	70.18 	-90.8 	: 
FOR,PCH_PRE,I552_I553,DEG2,NL	4.94 	5.94 	10.85 	2.13 	21.7 b	: 
FOR,PCH_PRE,I552_I553,DEG2,NO	: 	-8 	-2.85 	13.96 	-25.6 	: 
FOR,PCH_PRE,I552_I553,DEG2,PL	13.71 	0.46 	0.35 	-2.32 	-4.9 	: 
FOR,PCH_PRE,I552_I553,DEG2,PT	12.89 	0.41 	16.27 	11.82 	4.4 b	: 
FOR,PCH_PRE,I552_I553,DEG2,RO	11.43 	-11.86 	60.84 	9.52 	0.6 	: 
FOR,PCH_PRE,I552_I553,DEG2,SE	5.28 	-6.59 	6.99 	12.26 	-7.9 	: 
FOR,PCH_PRE,I552_I553,DEG2,SI	32.69 	15.61 	34.98 	0.73 	3.4 	: 
FOR,PCH_PRE,I552_I553,DEG2,SK	: c	31.87 	-2.21 	-5.89 	9.8 	: 
FOR,PCH_PRE,I552_I553,DEG2,UK	: 	12.21 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,DEG3,AT	6.91 	7.02 	4.85 	-0.6 	3.5 	: 
FOR,PCH_PRE,I552_I553,DEG3,BE	-12.78 	1.75 	41.72 	: 	-1.6 	: 
FOR,PCH_PRE,I552_I553,DEG3,BG	22.6 	-0.97 	-22.93 	-10.62 	35.1 	: 
FOR,PCH_PRE,I552_I553,DEG3,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	: 
FOR,PCH_PRE,I552_I553,DEG3,CZ	2.65 	1.21 	0.2 	-3.36 	5.2 	: 
FOR,PCH_PRE,I552_I553,DEG3,DE	-2.38 	0.13 	1.94 	4.58 	-0.8 	: 
FOR,PCH_PRE,I552_I553,DEG3,DK	-1.16 	3.3 	5.56 	6.11 	0.2 	: 
FOR,PCH_PRE,I552_I553,DEG3,EA	-8.29 e	3.02 	2.57 	: 	: 	: 
FOR,PCH_PRE,I552_I553,DEG3,EE	8.95 	19.73 	-12.14 	-0.86 	8.6 	: 
FOR,PCH_PRE,I552_I553,DEG3,EL	12.42 e	-4.9 e	0.48 e	15.95 e	13.04 	: 
FOR,PCH_PRE,I552_I553,DEG3,ES	-54.69 	5.46 	1.56 	1.15 	3.7 	: 
FOR,PCH_PRE,I552_I553,DEG3,EU27	: u	0.92 	1.25 	8.64 e	3.43 e	: 
FOR,PCH_PRE,I552_I553,DEG3,EU28	: u	2.62 	0.85 	9.23 e	3.55 e	: 
FOR,PCH_PRE,I552_I553,DEG3,FI	14.29 	4.9 	-0.84 	-4.52 	4.5 	: 
FOR,PCH_PRE,I552_I553,DEG3,FR	7.02 	-2.01 	-0.88 	-3.1 	3.9 	: 
FOR,PCH_PRE,I552_I553,DEG3,HR	11.21 	10.12 	7.31 	3.35 	4.6 	: 
FOR,PCH_PRE,I552_I553,DEG3,HU	2.46 	-4.74 	2.63 	-0.78 	-41.4 	: 
FOR,PCH_PRE,I552_I553,DEG3,IE	: 	46.02 e	11.66 e	12.45 e	: 	: 
FOR,PCH_PRE,I552_I553,DEG3,IS	: 	12.92 	14.61 	78.57 	3.9 	: 
FOR,PCH_PRE,I552_I553,DEG3,IT	-10.84 	4.97 	2.57 	1.5 	-0.1 	: 
FOR,PCH_PRE,I552_I553,DEG3,LT	5.78 	84.2 	-36.42 	5.01 	10.2 	: 
FOR,PCH_PRE,I552_I553,DEG3,LU	-1.64 	-2.04 	6.55 	6.4 	2.9 	13.1 
FOR,PCH_PRE,I552_I553,DEG3,LV	53.85 	3.05 	4.8 	-45.61 	5.5 	: 
FOR,PCH_PRE,I552_I553,DEG3,MT	272.61 	: 	-100 	7.48 	3.6 	: 
FOR,PCH_PRE,I552_I553,DEG3,NL	10.37 	4.2 	8.26 	10.41 	25.1 b	: 
FOR,PCH_PRE,I552_I553,DEG3,NO	: 	11.81 	1.29 	9.6 	-9.3 	: 
FOR,PCH_PRE,I552_I553,DEG3,PL	4.8 	25.24 	8.91 	4.79 	-6 	: 
FOR,PCH_PRE,I552_I553,DEG3,PT	18.05 	64.57 	28.95 	13.21 	93.8 b	: 
FOR,PCH_PRE,I552_I553,DEG3,RO	24.22 	23.24 	16.14 	5.5 	11.4 	: 
FOR,PCH_PRE,I552_I553,DEG3,SE	-1.32 	-2.03 	8.18 	4.2 	-0.1 	: 
FOR,PCH_PRE,I552_I553,DEG3,SI	26.19 	11.8 	2.74 	1.31 	10.7 	: 
FOR,PCH_PRE,I552_I553,DEG3,SK	2.84 	17.88 	8.52 	-19.06 	1.1 	: 
FOR,PCH_PRE,I552_I553,DEG3,UK	: 	-27.25 	: 	: 	: 	: 
FOR,PCH_PRE,I552_I553,TOTAL,AT	6.87 	6.93 	4.35 	-0.2 	3.15 	9 b
FOR,PCH_PRE,I552_I553,TOTAL,BE	2.58 	0.45 	36.71 	: 	0 	-7.6 b
FOR,PCH_PRE,I552_I553,TOTAL,BG	30.45 	11.43 	-18.24 	-18.05 	27.8 	114.2 b
FOR,PCH_PRE,I552_I553,TOTAL,CY	36.15 	-87.27 	-82.3 	1.7 	-3.7 	-93.4 b
FOR,PCH_PRE,I552_I553,TOTAL,CZ	6.86 	3.58 	8.27 	3.19 	11.6 	32.9 b
FOR,PCH_PRE,I552_I553,TOTAL,DE	2.64 	1.07 	3.29 	4.85 	1.9 	8 b
FOR,PCH_PRE,I552_I553,TOTAL,DK	1.26 	6.5 	13.52 	5.7 	0.5 	-5.7 b
FOR,PCH_PRE,I552_I553,TOTAL,EA	6.04 e	4.59 	4.21 	: 	: 	: 
FOR,PCH_PRE,I552_I553,TOTAL,EE	9.02 	13.17 	-0.34 	8.37 	14.8 	19.8 b
FOR,PCH_PRE,I552_I553,TOTAL,EL	12.25 e	-4.08 e	6.61 e	15.41 e	13.5 	-11.7 b
FOR,PCH_PRE,I552_I553,TOTAL,ES	4.54 	8.66 	3.37 	3.06 	3.4 	1.1 b
FOR,PCH_PRE,I552_I553,TOTAL,EU27	: u	3.18 	56.59 	-1.87 e	4.12 e	8.3 be
FOR,PCH_PRE,I552_I553,TOTAL,EU28	: u	3.92 	49.23 	-0.16 e	4.33 e	14.9 be
FOR,PCH_PRE,I552_I553,TOTAL,FI	27.37 	-4.27 	-8.93 	-4.07 	11.7 	7.3 b
FOR,PCH_PRE,I552_I553,TOTAL,FR	6.35 	-4.18 	-2.35 	-2.18 	4.2 	0.1 b
FOR,PCH_PRE,I552_I553,TOTAL,HR	13.35 	11.7 	8.66 	4.21 	6 	120.4 b
FOR,PCH_PRE,I552_I553,TOTAL,HU	9.37 	6.97 	10.11 	5.12 	11.1 	26.9 b
FOR,PCH_PRE,I552_I553,TOTAL,IE	: 	22.97 e	2.46 e	17.86 e	: 	: 
FOR,PCH_PRE,I552_I553,TOTAL,IS	: 	10.04 	23.18 	58.63 	20 	64 b
FOR,PCH_PRE,I552_I553,TOTAL,IT	10.55 	7.16 	5.9 	1.63 	1 	2.5 b
FOR,PCH_PRE,I552_I553,TOTAL,LI	8.22 	0.35 	-5.48 	1.19 	-15.9 	-31.7 b
FOR,PCH_PRE,I552_I553,TOTAL,LT	7.17 	10.48 	-2.4 	6.18 	8.7 	944 b
FOR,PCH_PRE,I552_I553,TOTAL,LU	0.3 	-2.38 	9.65 	8.4 	3 	12.6 b
FOR,PCH_PRE,I552_I553,TOTAL,LV	30.39 	15.13 	: c	0.33 	20.9 	52 b
FOR,PCH_PRE,I552_I553,TOTAL,ME	: 	-0.6 	: 	: 	: 	5662.4 b
FOR,PCH_PRE,I552_I553,TOTAL,MK	17.06 	-1.46 	-14.12 	7.24 	1.8 	-7.9 b
FOR,PCH_PRE,I552_I553,TOTAL,MT	-0.31 	11.79 	-2.5 	5.94 	50.5 	2 b
FOR,PCH_PRE,I552_I553,TOTAL,NL	8.33 	5.54 	9.48 	6.11 	23 b	-1.3 b
FOR,PCH_PRE,I552_I553,TOTAL,NO	: 	8.31 	-0.27 	9.35 	-9.2 	-1.9 b
FOR,PCH_PRE,I552_I553,TOTAL,PL	15.24 	8.38 	5.6 	-0.72 	-4.5 	10.3 b
FOR,PCH_PRE,I552_I553,TOTAL,PT	30.2 	35.35 	32.65 	14.47 	26.8 b	-4.3 b
FOR,PCH_PRE,I552_I553,TOTAL,RO	13.46 	14.69 	38.88 	-14.64 	4.6 	241.6 b
FOR,PCH_PRE,I552_I553,TOTAL,RS	: 	13.9 	15.78 	10.5 	5.8 	: 
FOR,PCH_PRE,I552_I553,TOTAL,SE	2.89 	-1.1 	7.7 	5.94 	-1.7 	-3.4 b
FOR,PCH_PRE,I552_I553,TOTAL,SI	29.37 	14.01 	16.26 	1.47 	8.6 	41 b
FOR,PCH_PRE,I552_I553,TOTAL,SK	11.7 	28.65 	9.1 	-9.1 	5.5 	-0.6 b
FOR,PCH_PRE,I552_I553,TOTAL,UK	: 	1.04 	: 	: 	: 	81.9 b
FOR,PCH_PRE,I553,DEG1,AT	13.51 	-3.78 	-0.27 	-12.9 	0.56 	: 
FOR,PCH_PRE,I553,DEG1,BE	: c	: c	: c	: 	-13.6 	: 
FOR,PCH_PRE,I553,DEG1,CH	: 	28.29 	-12.56 	-1.7 	-4.2 	: 
FOR,PCH_PRE,I553,DEG1,CZ	71 	-5.46 	25.58 	-32.5 	-10.3 	: 
FOR,PCH_PRE,I553,DEG1,DE	1.55 	-10.97 	12.56 	0.77 	-4.2 	: 
FOR,PCH_PRE,I553,DEG1,DK	6.21 	-0.26 	5.97 	11.42 	4.2 	: 
FOR,PCH_PRE,I553,DEG1,EA	9.79 e	6.88 	1.31 	: 	: 	: 
FOR,PCH_PRE,I553,DEG1,EL	36.29 	-12.51 	3.18 	18.57 	13.96 	: 
FOR,PCH_PRE,I553,DEG1,ES	9.24 	4.99 	18.32 	-1.2 	3.7 	: 
FOR,PCH_PRE,I553,DEG1,EU27	: u	4.6 	-12.24 	-0.85 e	19.49 	: 
FOR,PCH_PRE,I553,DEG1,EU28	: u	4.55 	-12.11 	-0.75 e	19.44 e	: 
FOR,PCH_PRE,I553,DEG1,FI	7.82 	-1.45 	-10.17 	-12.83 	-8.8 	: 
FOR,PCH_PRE,I553,DEG1,FR	10.74 	-6.24 	0.46 	1.66 	9.3 	: 
FOR,PCH_PRE,I553,DEG1,HR	: c	: c	: c	: c	: 	: 
FOR,PCH_PRE,I553,DEG1,HU	2.46 	-6.3 	17.97 	-30.09 	-6.6 	: 
FOR,PCH_PRE,I553,DEG1,IE	: 	20.48 e	28.11 e	128.49 e	: 	: 
FOR,PCH_PRE,I553,DEG1,IS	: 	43.57 	4.87 	54.55 	4.8 	: 
FOR,PCH_PRE,I553,DEG1,IT	33.48 	63.39 	-31.7 	-6.19 	8.7 	: 
FOR,PCH_PRE,I553,DEG1,LT	-1.64 	-0.93 	24.31 	15.13 	34.7 	: 
FOR,PCH_PRE,I553,DEG1,LU	-1.22 	-0.95 	-18.2 	-3.6 	-1.3 	4.6 
FOR,PCH_PRE,I553,DEG1,LV	1.54 	67.25 	: c	-5.39 	21.2 	: 
FOR,PCH_PRE,I553,DEG1,NL	7.36 	4.61 	4.3 	3.78 	-2.4 b	: 
FOR,PCH_PRE,I553,DEG1,NO	: 	6.66 	0.79 	2.91 	-13.2 	: 
FOR,PCH_PRE,I553,DEG1,PL	5.66 	3.16 	20.06 	9.51 	-33.5 	: 
FOR,PCH_PRE,I553,DEG1,PT	1.83 	19.97 	10.73 	5.93 	-1.7 	: 
FOR,PCH_PRE,I553,DEG1,RO	41.33 	-13.84 	227.98 	-97.07 	-16.3 	: 
FOR,PCH_PRE,I553,DEG1,SE	2.19 	3.63 	8.93 	-2.23 	7.8 	: 
FOR,PCH_PRE,I553,DEG1,SI	23.46 	1.16 	16.6 	5.24 	-5 	: 
FOR,PCH_PRE,I553,DEG1,SK	: c	-23.85 	19.73 	6.25 	-6.7 	: 
FOR,PCH_PRE,I553,DEG1,UK	: 	-16.33 	: 	: 	178.45 	: 
FOR,PCH_PRE,I553,DEG2,AT	8.37 	7.73 	5.07 	-4.8 	-0.82 	: 
FOR,PCH_PRE,I553,DEG2,BE	: c	: c	: c	: 	-9.6 	: 
FOR,PCH_PRE,I553,DEG2,BG	88 	-13.79 	-72.56 	64.25 	359.5 	: 
FOR,PCH_PRE,I553,DEG2,CH	: 	13.31 	-22.47 	-9.94 	-8.1 	: 
FOR,PCH_PRE,I553,DEG2,CZ	13.52 	-2.36 	29.63 	4.38 	-3.6 	: 
