c_resid,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
FOR,NR,I551-I553,TOTAL,SK	5316945 	5038214 	4384800 	3852147 	4277598 	4039410 
FOR,NR,I551-I553,TOTAL,TR	: 	65793316 	96400316 	97581075 	89594261 	: 
FOR,NR,I551-I553,TOTAL,UK	: 	279453071 	275650028 	: 	: 	105455528 b
FOR,NR,I552,DEG1,AT	1364439 	1284758 	1172366 	1174104 	1063767 	1014939 
FOR,NR,I552,DEG1,BE	: c	: c	: c	: 	617249 	522854 
FOR,NR,I552,DEG1,BG	103659 	66909 	59459 	61819 	65656 	54552 
FOR,NR,I552,DEG1,CY	0 	0 	0 	0 	0 	0 
FOR,NR,I552,DEG1,CZ	1381537 	1327411 	1233991 	1054833 	962367 	822111 
FOR,NR,I552,DEG1,DE	4070102 	3844658 	3663453 	3504034 	3256179 	3037451 
FOR,NR,I552,DEG1,DK	923798 	782682 	607803 	237666 	261486 	264745 
FOR,NR,I552,DEG1,EA	45125825 e	37339470 	34882393 	: 	: 	: 
FOR,NR,I552,DEG1,EE	318012 	300128 	265958 	256191 	231727 	198040 
FOR,NR,I552,DEG1,EL	148226 e	130741 e	131151 e	110583 e	103048 	109520 be
FOR,NR,I552,DEG1,ES	13604830 	9893694 	8878012 	7526525 	6016832 	5387514 
FOR,NR,I552,DEG1,EU27	: u	192399187 	188021738 	38580109 e	58869352 e	55760589 e
FOR,NR,I552,DEG1,EU28	: u	194139680 	189279490 	39586824 e	59306618 e	56143558 e
FOR,NR,I552,DEG1,FI	187506 	55294 	99917 	110780 	105150 	80409 
FOR,NR,I552,DEG1,FR	6309559 	6232139 	6929926 	7901301 	7903059 	7447665 
FOR,NR,I552,DEG1,HR	: c	: c	: c	: c	: 	: c
FOR,NR,I552,DEG1,HU	707047 	594350 	473175 	353186 	257273 	147269 
FOR,NR,I552,DEG1,IE	: 	961159 e	973083 e	1058141 e	863641 	: 
FOR,NR,I552,DEG1,IS	: 	696761 	675864 	503512 	373655 	277523 
FOR,NR,I552,DEG1,IT	13011058 	10560530 	9585979 	6768376 	6398381 	5885080 
FOR,NR,I552,DEG1,LI	0 	0 	0 	0 	0 	0 
FOR,NR,I552,DEG1,LT	267226 	239679 	200929 	168510 	120334 	87162 
FOR,NR,I552,DEG1,LU	69609 	58461 	66521 	55191 	49076 	51140 
FOR,NR,I552,DEG1,LV	289268 	226885 	197432 	201154 	172722 	130157 
FOR,NR,I552,DEG1,MK	13267 	: 	: 	: 	: 	: 
FOR,NR,I552,DEG1,MT	250518 	249531 	227252 	231140 	222276 	78654 
FOR,NR,I552,DEG1,NL	727971 	604598 	491291 	415450 	432135 b	286123 
FOR,NR,I552,DEG1,NO	: 	139376 	137616 	163420 	153568 	74737 
FOR,NR,I552,DEG1,PL	999507 	784929 	723228 	653035 	671191 	665358 
FOR,NR,I552,DEG1,PT	2197952 	1260779 	713516 	310527 	215467 b	78767 
FOR,NR,I552,DEG1,RO	147405 	143567 	104251 	71772 	79757 	67472 
FOR,NR,I552,DEG1,SE	656890 	534732 	458339 	434488 	400710 	412790 
FOR,NR,I552,DEG1,SI	345605 	260798 	216098 	164539 	157675 	131824 
FOR,NR,I552,DEG1,SK	326327 	278126 	203115 	152322 	153217 	146852 
FOR,NR,I552,DEG1,UK	: 	150825137 	149479099 	: 	: 	28088977 
FOR,NR,I552,DEG2,AT	1204594 	1150099 	1100890 	1062460 	1052577 	1039245 
FOR,NR,I552,DEG2,BE	: c	: c	: c	: 	1707881 	1685183 
FOR,NR,I552,DEG2,BG	84946 	68660 	45298 	54815 	96814 	82162 
FOR,NR,I552,DEG2,CY	0 	0 	0 	0 	0 	0 
FOR,NR,I552,DEG2,CZ	230416 	182984 	198400 	228775 	212257 	167082 
FOR,NR,I552,DEG2,DE	2011028 	1749538 	1713359 	1696854 	1643797 	1578395 
FOR,NR,I552,DEG2,DK	107567 	102811 	99179 	104315 	98943 	105864 
FOR,NR,I552,DEG2,EA	79301368 e	64355337 	59993795 	: 	: 	: 
FOR,NR,I552,DEG2,EE	58986 	53894 	51770 	51222 	43682 	36977 
FOR,NR,I552,DEG2,EL	1641734 e	1489244 e	1434548 e	619259 e	591635 	455253 be
FOR,NR,I552,DEG2,ES	43033079 	34686954 	31227374 	31630599 	31174219 	30802175 
FOR,NR,I552,DEG2,EU27	: u	98047348 	90039155 	68667299 e	65535917 e	64079334 e
FOR,NR,I552,DEG2,EU28	: u	107381047 	97841567 	76361581 e	70981932 e	69508168 e
FOR,NR,I552,DEG2,FI	81489 	82043 	76255 	118973 	127779 	86219 
FOR,NR,I552,DEG2,FR	3932512 	3626275 	4392307 	4439980 	4413663 	4493347 
FOR,NR,I552,DEG2,HR	: c	: c	: c	: c	: 	: c
FOR,NR,I552,DEG2,HU	171941 	184754 	153435 	151821 	155203 	27286 
FOR,NR,I552,DEG2,IE	: 	314586 e	258235 e	298486 e	210892 	: 
FOR,NR,I552,DEG2,IS	: 	337499 	303854 	239525 	160030 	106721 
FOR,NR,I552,DEG2,IT	17055372 	11432191 	10644388 	10212078 	9936090 	9678076 
FOR,NR,I552,DEG2,LI	18888 	18501 	18624 	19650 	18993 	23347 
FOR,NR,I552,DEG2,LT	415071 	391770 	436666 	435009 	446381 	438651 
FOR,NR,I552,DEG2,LU	9101 	567 	731 	3341 	3211 	6233 
FOR,NR,I552,DEG2,LV	53609 	34840 	23028 	33724 	24295 	19996 
FOR,NR,I552,DEG2,MK	15319 	: 	: 	: 	: 	: 
FOR,NR,I552,DEG2,MT	11993 	17197 	12455 	11392 	6694 	72534 
FOR,NR,I552,DEG2,NL	5803420 	5511552 	5275019 	4750293 	4699444 b	3885856 
FOR,NR,I552,DEG2,NO	: 	99823 	113884 	133061 	113255 	97691 
FOR,NR,I552,DEG2,PL	1195540 	1067650 	1058286 	1068277 	1101885 	1148258 
FOR,NR,I552,DEG2,PT	760604 	559815 	315668 	174182 	166011 b	56337 
FOR,NR,I552,DEG2,RO	114976 	104715 	119176 	74236 	66197 	68060 
FOR,NR,I552,DEG2,SE	321362 	286108 	344255 	324588 	258461 	259132 
FOR,NR,I552,DEG2,SI	702656 	536554 	436784 	321210 	282236 	254369 
FOR,NR,I552,DEG2,SK	364236 	302560 	246475 	256211 	272934 	242728 
FOR,NR,I552,DEG2,UK	: 	31694329 	28027331 	: 	: 	6742736 
FOR,NR,I552,DEG3,AT	11968020 	11205364 	10457184 	10032579 	9906513 	9511635 
FOR,NR,I552,DEG3,BE	: c	: c	: c	: 	1128223 	1157771 
FOR,NR,I552,DEG3,BG	181075 	147052 	149615 	191543 	206146 	143461 
FOR,NR,I552,DEG3,CY	0 	0 	0 	0 	0 	0 
FOR,NR,I552,DEG3,CZ	565818 	534298 	551449 	572932 	597268 	579004 
FOR,NR,I552,DEG3,DE	4098620 	4192761 	4174838 	4108438 	3852815 	3915946 
FOR,NR,I552,DEG3,DK	1269907 	1297711 	1233106 	1069957 	1042246 	1089833 
FOR,NR,I552,DEG3,EA	70898261 e	80255187 	77912366 	: 	: 	: 
FOR,NR,I552,DEG3,EE	109625 	101206 	84528 	96210 	97042 	89339 
FOR,NR,I552,DEG3,EL	13149594 e	11678324 e	12323729 e	12286651 e	10552226 	9394712 be
FOR,NR,I552,DEG3,ES	5778017 	15251229 	14656881 	14551463 	14433157 	13870277 
FOR,NR,I552,DEG3,EU27	: u	90538125 	90616959 	89802680 e	78480060 e	74894674 e
FOR,NR,I552,DEG3,EU28	: u	113618647 	110710484 	110738383 e	95868943 e	91452305 e
FOR,NR,I552,DEG3,FI	425919 	358376 	337101 	343465 	351990 	327099 
FOR,NR,I552,DEG3,FR	8062808 	7871979 	8641508 	8402552 	9047439 	8849890 
FOR,NR,I552,DEG3,HR	25938513 	23080522 	20093525 	18372462 	17388883 	16485149 
FOR,NR,I552,DEG3,HU	143367 	149820 	130898 	123597 	128280 	223062 
FOR,NR,I552,DEG3,IE	: 	1481131 e	968141 e	831249 e	720320 	: 
FOR,NR,I552,DEG3,IS	: 	492885 	434626 	343230 	239305 	195970 
FOR,NR,I552,DEG3,IT	15903215 	18748909 	17409737 	17088806 	16770553 	16588497 
FOR,NR,I552,DEG3,LI	0 	0 	0 	0 	0 	0 
FOR,NR,I552,DEG3,LT	188348 	176862 	91925 	148267 	137922 	125048 
FOR,NR,I552,DEG3,LU	115031 	107324 	113266 	110006 	96088 	113609 
FOR,NR,I552,DEG3,LV	64934 	39743 	38928 	33309 	79386 	75437 
FOR,NR,I552,DEG3,MK	36983 	: 	: 	: 	: 	: 
FOR,NR,I552,DEG3,MT	4639 	1245 	0 	3319 	3088 	2980 
FOR,NR,I552,DEG3,NL	6397023 	5814758 	5551245 	4975996 	4605604 b	3649220 
FOR,NR,I552,DEG3,NO	: 	1198155 	1079322 	1061663 	1002400 	683115 
FOR,NR,I552,DEG3,PL	616279 	565806 	455345 	431326 	405274 	437769 
FOR,NR,I552,DEG3,PT	689218 	496675 	500053 	346913 	287178 b	18217 
FOR,NR,I552,DEG3,RO	179315 	147693 	119600 	104028 	96601 	84946 
FOR,NR,I552,DEG3,SE	686470 	711695 	722137 	679397 	635496 	641154 
FOR,NR,I552,DEG3,SI	747468 	610832 	531884 	491457 	476513 	428735 
FOR,NR,I552,DEG3,SK	183957 	188025 	166617 	158038 	192300 	190230 
FOR,NR,I552,DEG3,UK	: 	6728863 	9342443 	: 	: 	2630392 
FOR,NR,I552,TOTAL,AT	14537053 	13640221 	12730440 	12269164 	12022857 	11565819 b
FOR,NR,I552,TOTAL,BE	5409274 	5243614 	5079038 	: 	3453353 	3365808 b
FOR,NR,I552,TOTAL,BG	369680 	282621 	254372 	308177 	368616 	280175 b
FOR,NR,I552,TOTAL,CH	: 	3727081 	: 	: 	: 	: 
FOR,NR,I552,TOTAL,CY	0 	0 	0 	0 	0 	0 b
FOR,NR,I552,TOTAL,CZ	2177771 	2044693 	1983840 	1856540 	1771892 	1568197 b
FOR,NR,I552,TOTAL,DE	10179750 	9786957 	9551650 	9311682 	8754726 	8533554 b
FOR,NR,I552,TOTAL,DK	2301272 	2183204 	1940088 	1411938 	1402675 	1460442 b
FOR,NR,I552,TOTAL,EA	195325455 e	181949992 	172788554 	: 	: 	: 
FOR,NR,I552,TOTAL,EE	486623 	455228 	402256 	403623 	372451 	324356 b
FOR,NR,I552,TOTAL,EL	14939554 e	13298309 e	13889428 e	13016493 e	11246909 	9959485 e
FOR,NR,I552,TOTAL,ES	62415927 	59831876 	54762267 	53708588 	51624209 	50059965 b
FOR,NR,I552,TOTAL,EU27	: u	380984659 	368677854 	197052815 e	202887265 e	194654846 b
FOR,NR,I552,TOTAL,EU28	: u	415139373 	397831543 	226689510 e	227165631 e	217023276 b
FOR,NR,I552,TOTAL,FI	694914 	495713 	513273 	573218 	584919 	493727 b
FOR,NR,I552,TOTAL,FR	18304878 	17730393 	19963741 	20743832 	21364161 	20790902 b
FOR,NR,I552,TOTAL,HR	39379924 	34154714 	29153689 	26083210 	24278366 	22368430 b
FOR,NR,I552,TOTAL,HU	1022355 	928924 	757508 	628604 	540756 	397617 b
FOR,NR,I552,TOTAL,IE	: 	2756876 e	2199459 e	2187876 e	1794853 e	1885244 be
FOR,NR,I552,TOTAL,IS	: 	1527145 	1414344 	1086267 	772990 	580214 b
FOR,NR,I552,TOTAL,IT	45969645 	40741630 	37640104 	34069260 	33105024 	32151653 b
FOR,NR,I552,TOTAL,LI	18888 	18501 	18624 	19650 	18993 	23347 b
FOR,NR,I552,TOTAL,LT	870645 	808311 	729520 	751786 	704637 	650861 b
FOR,NR,I552,TOTAL,LU	193741 	166352 	180518 	168538 	148375 	170982 b
FOR,NR,I552,TOTAL,LV	407811 	301468 	259388 	268187 	276403 	225590 b
FOR,NR,I552,TOTAL,ME	: 	7605502 	7659270 	: 	: 	5496670 b
FOR,NR,I552,TOTAL,MK	65569 	54952 	54879 	63170 	59981 	62428 b
FOR,NR,I552,TOTAL,MT	267150 	267973 	239707 	245851 	232058 	154168 b
FOR,NR,I552,TOTAL,NL	12928414 	11930907 	11317555 	10141739 	9737183 b	7821198 b
FOR,NR,I552,TOTAL,NO	: 	1437354 	1330822 	1358144 	1269223 	855543 b
FOR,NR,I552,TOTAL,PL	2811326 	2418385 	2236859 	2152638 	2178350 	2251385 b
FOR,NR,I552,TOTAL,PT	3647774 	2317269 	1529237 	831622 	668656 b	153321 b
FOR,NR,I552,TOTAL,RO	441696 	395975 	343027 	250036 	242555 	220478 b
FOR,NR,I552,TOTAL,RS	: 	357633 	306987 	262731 	237073 	223554 b
FOR,NR,I552,TOTAL,SE	1664722 	1532535 	1524731 	1438473 	1294667 	1313076 b
FOR,NR,I552,TOTAL,SI	1795729 	1408184 	1184766 	977206 	916424 	814928 b
FOR,NR,I552,TOTAL,SK	874520 	768711 	616207 	566571 	618451 	579810 b
FOR,NR,I552,TOTAL,UK	: 	189248330 	186848875 	: 	: u	37462105 b
FOR,NR,I552_I553,DEG1,AT	1590750 	1484129 	1379559 	1381866 	1302223 	1252062 
FOR,NR,I552_I553,DEG1,BE	1151703 	976849 	973533 	: 	729630 	652937 
FOR,NR,I552_I553,DEG1,BG	103659 	66909 	59459 	61819 	65656 	54552 
FOR,NR,I552_I553,DEG1,CY	0 	0 	0 	0 	0 	0 
FOR,NR,I552_I553,DEG1,CZ	1461015 	1373890 	1283154 	1093983 	1020370 	886743 
FOR,NR,I552_I553,DEG1,DE	4549703 	4316930 	4193898 	3975283 	3723844 	3525544 
FOR,NR,I552_I553,DEG1,DK	1124385 	971544 	797148 	416348 	421854 	418688 
FOR,NR,I552_I553,DEG1,EA	58717989 e	49720020 	46466235 	: 	: 	: 
FOR,NR,I552_I553,DEG1,EE	322114 	300128 	265958 	256191 	231727 	198040 
FOR,NR,I552_I553,DEG1,EL	187099 e	159263 e	163750 e	142176 e	129694 	132901 e
FOR,NR,I552_I553,DEG1,ES	18186870 	14088171 	12873016 	10902963 	9434223 	8683057 
FOR,NR,I552_I553,DEG1,EU27	: u	206466215 	201469584 	53903840 e	74324652 e	68694565 e
FOR,NR,I552_I553,DEG1,EU28	: u	208335100 	202857129 	55035390 e	74872178 e	69175281 e
FOR,NR,I552_I553,DEG1,FI	255931 	118754 	164308 	182464 	187385 	170530 
FOR,NR,I552_I553,DEG1,FR	10674823 	10173935 	11134152 	12086074 	12019654 	11215142 
FOR,NR,I552_I553,DEG1,HR	2400673 	1868885 	1387545 	1045066 	: 	: c
FOR,NR,I552_I553,DEG1,HU	806181 	691103 	576434 	440715 	382470 	281352 
FOR,NR,I552_I553,DEG1,IE	: 	1078219 e	1070241 e	1133978 e	: u	: 
FOR,NR,I552_I553,DEG1,IS	: 	778329 	732677 	557688 	408710 	310975 
FOR,NR,I552_I553,DEG1,IT	15876948 	12707663 	10900110 	8692312 	8449356 	7771480 
FOR,NR,I552_I553,DEG1,LI	0 	0 	0 	0 	0 	0 
FOR,NR,I552_I553,DEG1,LT	289112 	261930 	223389 	186578 	136027 	98813 
FOR,NR,I552_I553,DEG1,LU	100897 	90137 	98502 	94288 	89647 	92241 
FOR,NR,I552_I553,DEG1,LV	309009 	246326 	: c	214277 	186593 	141603 
FOR,NR,I552_I553,DEG1,MK	13267 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,DEG1,MT	250518 	249531 	227252 	231140 	222276 	78654 
FOR,NR,I552_I553,DEG1,NL	1347615 	1181788 	1043048 	944471 	941906 b	808191 
FOR,NR,I552_I553,DEG1,NO	: 	405445 	387074 	410913 	394073 	351677 
FOR,NR,I552_I553,DEG1,PL	1076782 	858067 	794127 	712088 	725116 	746440 
FOR,NR,I552_I553,DEG1,PT	2650277 	1704960 	1083755 	644884 	531112 b	399767 
FOR,NR,I552_I553,DEG1,RO	153300 	147738 	109092 	73248 	130056 	127545 
FOR,NR,I552_I553,DEG1,SE	1011207 	881464 	792937 	741661 	714900 	704305 
FOR,NR,I552_I553,DEG1,SI	391860 	298264 	253136 	196303 	187857 	163604 
FOR,NR,I552_I553,DEG1,SK	: c	283043 	209572 	157715 	158293 	152295 
FOR,NR,I552_I553,DEG1,UK	: 	151755480 	150590998 	: 	: 	29244287 
FOR,NR,I552_I553,DEG2,AT	2231458 	2097647 	1980438 	1899586 	1931971 	1925902 
FOR,NR,I552_I553,DEG2,BE	3565676 	3225490 	3243766 	: 	2358773 	2405441 
FOR,NR,I552_I553,DEG2,BG	85087 	68735 	45385 	55132 	97007 	82204 
FOR,NR,I552_I553,DEG2,CY	0 	0 	0 	0 	0 	0 
FOR,NR,I552_I553,DEG2,CZ	311060 	254025 	271160 	284903 	266028 	222865 
FOR,NR,I552_I553,DEG2,DE	3617481 	3324859 	3307698 	3201527 	3105728 	3017623 
FOR,NR,I552_I553,DEG2,DK	334889 	382775 	368494 	376970 	340984 	329794 
FOR,NR,I552_I553,DEG2,EA	120374747 e	101311752 	96004950 	: 	: 	: 
FOR,NR,I552_I553,DEG2,EE	63914 	53894 	51770 	51222 	43682 	36977 
FOR,NR,I552_I553,DEG2,EL	1722475 e	1560402 e	1518846 e	691510 e	645544 	510188 e
FOR,NR,I552_I553,DEG2,ES	53587492 	42840365 	38938137 	38877423 	38512126 	37726396 
FOR,NR,I552_I553,DEG2,EU27	: u	137496304 	128685352 	105553555 e	102512385 e	100893380 e
FOR,NR,I552_I553,DEG2,EU28	: u	150109996 	139794165 	116527599 e	111416628 e	109773584 e
FOR,NR,I552_I553,DEG2,FI	155313 	149711 	164512 	223842 	233657 	173614 
FOR,NR,I552_I553,DEG2,FR	11749105 	11116674 	11831999 	11933630 	12210058 	11933294 
FOR,NR,I552_I553,DEG2,HR	14800839 	12613692 	11108813 	10070279 	: 	: c
FOR,NR,I552_I553,DEG2,HU	741481 	684499 	637698 	618531 	589098 	72864 
FOR,NR,I552_I553,DEG2,IE	: 	424831 e	380914 e	380546 e	: u	: 
FOR,NR,I552_I553,DEG2,IS	: 	466356 	420518 	327530 	200884 	143632 
FOR,NR,I552_I553,DEG2,IT	33210819 	26174345 	24828080 	24208596 	23888524 	23983502 
FOR,NR,I552_I553,DEG2,LI	21770 	20116 	20046 	21208 	20958 	24931 
FOR,NR,I552_I553,DEG2,LT	419368 	396717 	439928 	437877 	450432 	442778 
FOR,NR,I552_I553,DEG2,LU	170231 	164944 	165565 	125140 	99676 	91379 
FOR,NR,I552_I553,DEG2,LV	85688 	66534 	56932 	79499 	62236 	52472 
FOR,NR,I552_I553,DEG2,MK	19995 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,DEG2,MT	11993 	17197 	12455 	11392 	6694 	72534 
FOR,NR,I552_I553,DEG2,NL	7315092 	6970839 	6580285 	5936411 	5812407 b	4775448 
FOR,NR,I552_I553,DEG2,NO	: 	337581 	366922 	377693 	331413 	445333 
FOR,NR,I552_I553,DEG2,PL	1279332 	1125126 	1119935 	1115974 	1142435 	1201195 
FOR,NR,I552_I553,DEG2,PT	1628276 	1442397 	1436440 	1235423 	1104818 b	1058626 
FOR,NR,I552_I553,DEG2,RO	123243 	110600 	125486 	78017 	71238 	70835 
FOR,NR,I552_I553,DEG2,SE	1211177 	1150478 	1231595 	1151129 	1025405 	1113876 
FOR,NR,I552_I553,DEG2,SI	1154610 	870155 	752667 	557604 	553582 	535617 
FOR,NR,I552_I553,DEG2,SK	: c	414751 	314518 	321615 	341726 	311305 
FOR,NR,I552_I553,DEG2,UK	: 	32408314 	28880649 	: 	: 	7727661 
FOR,NR,I552_I553,DEG3,AT	15580334 	14572817 	13617506 	12987822 	13062264 	12620571 
FOR,NR,I552_I553,DEG3,BE	2307549 	2645785 	2600236 	: 	1798821 	1827855 
FOR,NR,I552_I553,DEG3,BG	184199 	150250 	151717 	196849 	220248 	162977 
FOR,NR,I552_I553,DEG3,CY	354 	260 	2043 	11545 	11352 	11790 
FOR,NR,I552_I553,DEG3,CZ	791609 	771140 	761935 	760395 	786806 	747972 
FOR,NR,I552_I553,DEG3,DE	6291178 	6444375 	6435986 	6313543 	6037053 	6087405 
FOR,NR,I552_I553,DEG3,DK	3592621 	3634666 	3518709 	3333225 	3141352 	3135840 
FOR,NR,I552_I553,DEG3,EA	121287614 e	132244277 	128365931 	: 	: 	: 
FOR,NR,I552_I553,DEG3,EE	110266 	101206 	84528 	96210 	97042 	89339 
FOR,NR,I552_I553,DEG3,EL	13900580 e	12364673 e	13001088 e	12939497 e	11159120 	9871787 e
FOR,NR,I552_I553,DEG3,ES	9377311 	20698081 	19626126 	19324667 	19105183 	18421251 
FOR,NR,I552_I553,DEG3,EU27	: u	148627757 	147270741 	145460536 e	133890812 e	129448387 e
FOR,NR,I552_I553,DEG3,EU28	: u	185337763 	180606179 	179089169 e	163949288 e	158324851 e
FOR,NR,I552_I553,DEG3,FI	605311 	529628 	504885 	509181 	533270 	510369 
FOR,NR,I552_I553,DEG3,FR	34649921 	32377435 	33041920 	33336050 	34401526 	33105742 
FOR,NR,I552_I553,DEG3,HR	40826840 	36710006 	33335438 	31065392 	30058476 	28748846 
FOR,NR,I552_I553,DEG3,HU	640065 	624691 	655742 	638968 	643993 	1099699 
FOR,NR,I552_I553,DEG3,IE	: 	1783287 e	1221233 e	1093698 e	: u	: 
FOR,NR,I552_I553,DEG3,IS	: 	947867 	839393 	732362 	410118 	394862 
FOR,NR,I552_I553,DEG3,IT	25456923 	28551099 	27198876 	26517859 	26125214 	26139663 
FOR,NR,I552_I553,DEG3,LI	0 	0 	0 	0 	0 	0 
FOR,NR,I552_I553,DEG3,LT	195990 	185274 	100581 	158198 	150655 	136712 
FOR,NR,I552_I553,DEG3,LU	776045 	788971 	805392 	755892 	710381 	690175 
FOR,NR,I552_I553,DEG3,LV	86753 	56387 	54720 	52216 	96009 	91041 
FOR,NR,I552_I553,DEG3,MK	39572 	: 	: 	: 	: 	: 
FOR,NR,I552_I553,DEG3,MT	4639 	1245 	0 	3319 	3088 	2980 
FOR,NR,I552_I553,DEG3,NL	9162954 	8301672 	7966689 	7358883 	6665227 b	5328250 
FOR,NR,I552_I553,DEG3,NO	: 	2356890 	2107984 	2081069 	1898872 	2092885 
FOR,NR,I552_I553,DEG3,PL	710333 	677813 	541227 	496957 	474252 	504414 
FOR,NR,I552_I553,DEG3,PT	1753592 	1485485 	902620 	699974 	618274 b	318997 
FOR,NR,I552_I553,DEG3,RO	191434 	154115 	125052 	107678 	102067 	91642 
FOR,NR,I552_I553,DEG3,SE	3081309 	3122680 	3187390 	2946492 	2827626 	2830829 
FOR,NR,I552_I553,DEG3,SI	1386735 	1098964 	982938 	956703 	944356 	853043 
FOR,NR,I552_I553,DEG3,SK	264952 	257633 	218564 	201410 	248840 	246237 
FOR,NR,I552_I553,DEG3,UK	: 	7248125 	9963038 	: 	: 	3214421 
FOR,NR,I552_I553,TOTAL,AT	19402542 	18154593 	16977503 	16269295 	16296458 	15798535 b
FOR,NR,I552_I553,TOTAL,BE	7024928 	6848124 	6817535 	: 	4887224 	4886233 b
FOR,NR,I552_I553,TOTAL,BG	372945 	285894 	256561 	313800 	382911 	299733 b
FOR,NR,I552_I553,TOTAL,CH	: 	4720836 	: 	: 	: 	: 
FOR,NR,I552_I553,TOTAL,CY	354 	260 	2043 	11545 	11352 	11790 b
FOR,NR,I552_I553,TOTAL,CZ	2563684 	2399055 	2316249 	2139281 	2073204 	1857580 b
FOR,NR,I552_I553,TOTAL,DE	14458362 	14086164 	13937582 	13493364 	12869278 	12632353 b
FOR,NR,I552_I553,TOTAL,DK	5051895 	4988984 	4684349 	4126543 	3904190 	3884322 b
FOR,NR,I552_I553,TOTAL,EA	300380349 e	283276046 	270837115 	: 	: 	: 
FOR,NR,I552_I553,TOTAL,EE	496294 	455228 	402256 	403623 	372451 	324356 b
FOR,NR,I552_I553,TOTAL,EL	15810154 e	14084338 e	14683684 e	13773183 e	11934358 	10514876 e
FOR,NR,I552_I553,TOTAL,ES	81151674 	77626616 	71437279 	69105054 	67051532 	64830705 b
FOR,NR,I552_I553,TOTAL,EU27	: u	492590273 	477425677 	304921311 e	310730502 e	298426754 b
FOR,NR,I552_I553,TOTAL,EU28	: u	543782856 	523257473 	350655533 e	351208796 e	336627369 b
FOR,NR,I552_I553,TOTAL,FI	1016555 	798093 	833705 	915487 	954312 	854513 b
FOR,NR,I552_I553,TOTAL,FR	57073848 	53668043 	56008070 	57355753 	58631238 	56254177 b
FOR,NR,I552_I553,TOTAL,HR	58028352 	51192583 	45831796 	42180737 	40478294 	38200615 b
FOR,NR,I552_I553,TOTAL,HU	2187727 	2000293 	1869874 	1698214 	1615561 	1453915 b
FOR,NR,I552_I553,TOTAL,IE	: 	3286337 e	2672388 e	2608221 e	: u	: u
FOR,NR,I552_I553,TOTAL,IS	: 	2192552 	1992588 	1617580 	1019712 	849469 b
FOR,NR,I552_I553,TOTAL,IT	74544690 	67433107 	62927066 	59418767 	58463094 	57894645 b
FOR,NR,I552_I553,TOTAL,LI	21770 	20116 	20046 	21208 	20958 	24931 b
FOR,NR,I552_I553,TOTAL,LT	904470 	843921 	763898 	782653 	737114 	678303 b
FOR,NR,I552_I553,TOTAL,LU	1047173 	1044052 	1069459 	975320 	899704 	873795 b
FOR,NR,I552_I553,TOTAL,LV	481450 	369247 	: c	345992 	344838 	285116 b
FOR,NR,I552_I553,TOTAL,ME	: 	7633992 	7679923 	: 	: 	5521665 b
FOR,NR,I552_I553,TOTAL,MK	72834 	62218 	63140 	73525 	68559 	67318 b
FOR,NR,I552_I553,TOTAL,MT	267150 	267973 	239707 	245851 	232058 	154168 b
FOR,NR,I552_I553,TOTAL,NL	17825660 	16454298 	15590022 	14239764 	13419540 b	10911888 b
FOR,NR,I552_I553,TOTAL,NO	: 	3099916 	2861980 	2869675 	2624358 	2889895 b
FOR,NR,I552_I553,TOTAL,PL	3066447 	2661006 	2455289 	2325019 	2341803 	2452049 b
FOR,NR,I552_I553,TOTAL,PT	6032145 	4632842 	3422815 	2580281 	2254204 b	1777390 b
FOR,NR,I552_I553,TOTAL,RO	467977 	412453 	359630 	258943 	303361 	290022 b
FOR,NR,I552_I553,TOTAL,RS	: 	382608 	335923 	290140 	262560 	248050 b
FOR,NR,I552_I553,TOTAL,SE	5303693 	5154622 	5211922 	4839282 	4567931 	4649010 b
FOR,NR,I552_I553,TOTAL,SI	2933205 	2267383 	1988741 	1710610 	1685795 	1552264 b
FOR,NR,I552_I553,TOTAL,SK	1067183 	955427 	742654 	680740 	748859 	709837 b
FOR,NR,I552_I553,TOTAL,UK	: 	191411920 	189434688 	: 	: u	40186370 b
FOR,NR,I553,DEG1,AT	226311 	199371 	207193 	207762 	238456 	237123 
FOR,NR,I553,DEG1,BE	: c	: c	: c	: 	112381 	130083 
FOR,NR,I553,DEG1,BG	0 	0 	0 	0 	0 	0 
FOR,NR,I553,DEG1,CH	: 	114181 	89004 	101790 	103550 	108093 
FOR,NR,I553,DEG1,CY	0 	0 	0 	0 	0 	0 
FOR,NR,I553,DEG1,CZ	79478 	46479 	49163 	39150 	58003 	64632 
FOR,NR,I553,DEG1,DE	479601 	472272 	530445 	471249 	467665 	488093 
FOR,NR,I553,DEG1,DK	200587 	188862 	189345 	178682 	160368 	153943 
FOR,NR,I553,DEG1,EA	13592164 e	12380550 	11583842 	: 	: 	: 
FOR,NR,I553,DEG1,EE	4102 	0 	0 	0 	0 	0 
FOR,NR,I553,DEG1,EL	38873 	28522 	32599 	31593 	26646 	23381 b
FOR,NR,I553,DEG1,ES	4582040 	4194477 	3995004 	3376438 	3417391 	3295544 
FOR,NR,I553,DEG1,EU27	: u	14067028 	13447846 	15323731 e	15455300 	12933978 e
FOR,NR,I553,DEG1,EU28	: u	14195420 	13577639 	15448566 e	15565560 e	13031724 e
