unit,nace_r2,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
PCH_PRE,I551-I553,MT,SE	51.26 	7.07 	15.64 	11.01 	34 	-2.4 	40.8 	-7.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,SI	24.29 	-1.07 	57.43 	-23.18 	45.7 	-12.3 b	21.7 	2.6 	104.4 	57.57 	31 	-22.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,SK	-20.55 	65.38 	73.68 	-9.52 	13.3 	81.5 	-71.6 	-61.9 	246.6 	56.83 	-4.4 	44.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,MT,UK	: 	17.78 	: 	: 	: 	61.9 b	3 	-5 	20.7 	-13.86 	15.6 	78.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,AT	3.58 	3.44 	1.59 	-2 	-3.37 	6.2 	-1.9 	-4.3 	-1.7 	3.81 	5.2 	1.6 	1.5 	16.6 	-10.9 	7.7 	4.8 	5.5 	4 	7.7 	-4.9 	-6.4 	-6.8 	-7.7 	-7.4 	-2.1 	1 	: 
PCH_PRE,I551-I553,NL,BE	2.03 	-2.85 	19.82 	-3.29 	-5 	-11.2 	-2.7 	4.5 	-3.5 	1.18 	-0.8 	4.7 	-1 	-5.2 	4.3 	2.4 	1.8 	2.3 	4.8 	0.2 	-2.5 	4.1 	6.6 	-5.7 	4.4 	-3.6 	-8.9 	: 
PCH_PRE,I551-I553,NL,BG	38.8 	36.03 	-9.46 	-4.62 	-20.5 	-3.7 	4.4 	-9.5 	-11.9 	11.23 	12.5 	16.2 	57.2 	30.5 	23.4 	-2.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-48.4 	-1.6 	2.1 	2.4 	2.4 	235.4 	-4.7 	: 	: 	-0.7 	0.5 	1.5 	: 
PCH_PRE,I551-I553,NL,CY	22.67 	-6.88 	20.39 	4.74 	-39.1 	-23.2 	23.7 	22 	19.4 	3.06 	-9.3 	-8.2 	-2.9 	0.6 	-33.8 	-25 	1.4 	-56.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,CZ	8.93 	6.01 	-0.65 	-3.01 	-5.5 	9.9 	-1.3 	-11.3 	-15.3 	-4.9 	-13.1 	-5.1 	14.6 	11.7 	33.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,DE	-0.46 	0.74 	1.69 	1.47 	-1 	2.7 	1.6 	5.2 	2.7 	7.69 	2.4 	4.2 	5.1 	2.1 	4.3 	1.8 	0.7 	3.6 	4.3 	-1.6 	-2.1 	-0.8 	2.2 	-5 	-9.6 	-2.8 	44.7 	: 
PCH_PRE,I551-I553,NL,DK	5.19 	11.74 	8.88 	10.4 	0.9 	-14.2 	-8 	3.8 	-2.3 	-6.18 	-1 	7 	-7.6 	1.8 	16.2 	-5.1 	1.8 	-3.2 	-1.3 	-12.1 	-2.2 	-7.3 	16.6 	7.1 	-31.6 	59.2 	23.5 	: 
PCH_PRE,I551-I553,NL,EA	2.38 e	4.48 	-0.42 	: 	: 	: 	: 	: 	: 	584.33 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,EE	3.79 	19.21 	2.65 	3.59 	-12.3 	-0.1 	60.7 	-2.6 	-10.1 	2.94 	-7.8 	11.7 	20.2 	34.8 	-0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,EL	19.37 e	-3.51 e	-0.24 e	8.62 e	12.13 	-11.93 e	4.1 	-1.3 	-6.2 	-2.58 	14.9 	19.7 	12.3 	-3.6 	-2.7 	-2.7 	-11.5 	0.3 	24.4 	7.8 	20.7 	-2 	-23.7 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,ES	7.48 	41.95 	-13.95 	-2.7 	-1.2 	3 	10.8 	3.2 	-6.1 	5.19 	-1.9 	6.1 	-5.1 	-11.2 	-3.7 	2.5 	-1.1 	62.6 	32.4 	12.6 	11.7 	-1.9 	-4.6 	42.6 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,EU27	: u	4.62 	-1.71 	2.79 e	5.04 e	-0.19 	3.3 e	-0.5 e	-1.6 e	861.35 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,EU28	: u	4.66 	-1.64 	2.69 e	4.9 e	0.22 	3.2 e	-0.7 e	-1.5 e	856.83 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,FI	30.14 	9.51 	0.48 	0.08 	-3.8 	0.2 	-0.7 	-2 	-7.1 	-4.78 	-3.8 	-1.1 	-6.3 	-2.3 	11.5 	24 	5.3 	0.9 	4.8 	16.6 	11.9 	0 	1.7 	21.7 	8.8 	13.1 	-6.8 	: 
PCH_PRE,I551-I553,NL,FR	7.28 	-2.92 	-3.88 	-5.69 	-4.6 	-2 	12.3 	-1 	-0.5 	1.27 	-1.5 	6 	-0.8 	-2.5 	-4.1 	: 	: 	-4.2 	14.1 	6 	14.9 	-12.7 	-9.9 	8.5 	9.1 	-7.7 	11.6 	: 
PCH_PRE,I551-I553,NL,HR	9.15 	7.44 	2.58 	-2.79 	-2.8 	28.8 b	-1.4 	-7.8 	4.5 	14.18 	3.5 	0.3 	11.8 	12.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,HU	2.1 	4.5 	1.7 	-13.07 	2.1 	48.9 b	4.5 	-8.9 	-8.7 	3.76 	0.4 	-13.8 	-4.9 	-4.2 	-1.4 	-16.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,IE	: 	39.24 e	54.02 e	-2.66 e	: 	: 	: 	: 	: 	1.96 e	: 	: 	: 	: 	: 	: 	: 	120.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,IS	: 	20.67 	14.27 	12.94 	13.4 	11.4 	9.2 	1.7 	-2.3 	15.9 	21.3 	15.2 	5.8 	-5.5 	11.6 	8.7 	9.3 	2.3 	10.6 	: 	: 	13.6 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,IT	0.51 	6.31 	-3.1 	-5.37 	-1.4 	2.4 	3.5 	-1.8 	1.9 	10.98 	7.8 	8 	13.7 	-4.4 	0.6 	1.9 	11.4 	17.1 	14.6 	5.2 	4.6 	16.9 	4.6 	27.1 	1.2 	-10.7 	4.8 	: 
PCH_PRE,I551-I553,NL,LI	13.14 	24.98 	-16.61 	-8.74 	1.3 	-0.4 b	6.7 	-15.2 	-5 	-7.83 	11.8 	-20.1 	24 	-7.4 	-5.1 	: 	: 	: 	: 	-14.5 	-2.7 	-3 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,LT	22.36 	20.17 	17.93 	-8.45 	-6.9 	15.2 b	56 	0.4 	-23.3 	4.57 	3.6 	-12.9 	30 	51.7 	17.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,LU	-3 	-0.55 	5.83 	6.2 	0.7 	9.3 b	30 	-35.5 	-3.9 	-5.59 	-12.2 	-6.6 	-8 	-4 	8.6 	6.7 	3.7 	-10.9 	12.7 	-6 	7.8 	-11.1 	-0.6 	-6.2 	16.3 	-15.4 	2.6 	: 
PCH_PRE,I551-I553,NL,LV	3.82 	-13.68 	18.84 	13.62 	9.8 	-4.4 b	6.1 	3.8 	7.1 	11.31 	3.2 	-3.3 	28.9 	72.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,ME	: 	56.1 	: 	: 	: 	84 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,MK	11.09 	-24.13 	31.38 	0.89 	-12.7 	29.6 	547.7 	39.3 	-31.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,MT	10.14 e	10.02 e	-4.92 e	-0.4 e	11.9 e	-7.2 	36.1 	-11.9 	-10.5 	-1.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,NL	1.41 	0.53 	1.39 	1.59 	14.4 b	-2.5 	-0.8 	-2.4 	0.5 	-1.87 	5.7 	3.8 	-1 	-0.6 	-0.2 	1.9 	-0.6 	-0.9 	7.9 	19.7 	2.1 	0.4 	10.5 	-2.1 	-3.9 	3.6 	-0.6 	: 
PCH_PRE,I551-I553,NL,NO	: 	16.06 	4.74 	3.79 	-23.3 	-8.7 	-7.2 	-3.2 	-2.4 	-3.19 	13.6 	0.5 	-3 	10.4 	6.9 	2.6 	-3.6 	4.1 	0.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,PL	5.08 	7.12 	3.06 	11.22 	11.6 	6.2 	0.9 	6.7 	-9.6 	-3.4 	-3.7 	-4.8 	8.7 	20.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,PT	0.87 	15.19 	5.81 	-0.26 	1.7 	6.8 	6.4 	2.9 	-8.2 	7.65 	3.5 	6 	10 	-10.2 	-5.6 	1.4 	-3.2 	2.6 	3.4 	10.1 	6.4 	-2.3 	-2.6 	23.1 	-22.3 	-14.3 	16.4 	: 
PCH_PRE,I551-I553,NL,RO	9.72 	6.01 	2.52 	8.99 	6.9 	2.8 b	9.8 	-0.2 	-17.4 	-0.76 	25.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,RS	: 	9.12 	6.51 	8.79 	-9.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,SE	11.18 	-1.3 	8 	9.61 	0.6 	-11.3 	-8.5 	-3.5 	-6.1 	-4.83 	-2.5 	28.5 	-4.4 	1.1 	6.5 	10.2 	2.8 	1.2 	0.9 	7.5 	4.3 	-8.3 	16.1 	15.4 	0.6 	5.1 	-15.6 	: 
PCH_PRE,I551-I553,NL,SI	35.29 	5.68 	3.94 	-7.64 	6.3 	31.2 b	12.1 	-11.3 	-5.4 	21.9 	12.6 	-7.3 	-10.5 	10.4 	30.6 	7.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,SK	0.84 	14.38 	25.41 	-20.16 	1.3 	10.9 	-8.6 	-11.5 	-9.3 	-18.95 	0.3 	-13 	1 	2.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NL,UK	: 	5.93 	: 	: 	: 	12.2 b	12.4 	15.9 	-22.7 	10.09 	5.9 	22.5 	11.1 	-4.2 	2.3 	7.1 	-1.2 	-33.9 	379.4 	-79.6 	19.8 	-2.4 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,AT	0.31 	-1.86 	1.29 	2.4 	0.62 	8.9 	5.23 	15.2 	-5.9 	7.22 	2.8 	22.6 	18 	7.8 	-12.2 	5.9 	2.4 	-3.8 	3.2 	-5.4 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,BE	3.46 	-6.72 	-6.91 	2.89 	4.1 	5.1 	11.9 	14.5 	-7.6 	-0.51 	-7.1 	1.6 	-3.3 	1.7 	3.1 	15.1 	-24.7 	25.7 	-10.6 	-18.2 	24.2 	13.6 	3.9 	8 	3 	-23.5 	3 	: 
PCH_PRE,I551-I553,NO,BG	1.83 	9.86 	-10.95 	-2.15 	18.2 	-5.7 	35 	1.9 	-25.2 	-19.5 	6.7 	86.3 	61.8 	23.7 	23.2 	-9.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-19.9 	-2.9 	10.1 	-2 	0.5 	44.4 	-2.3 	: 	: 	-13.7 	-5.5 	-0.8 	: 
PCH_PRE,I551-I553,NO,CY	0.34 	0.9 	-20.88 	-18.86 	-7.6 	-1.4 	3 	20.3 	-15.3 	18.21 	-7.4 	11 	-10.7 	: 	: 	-8.2 	15.5 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,CZ	2.33 	-3.63 	3.35 	-4.74 	15.6 	-17.1 	-9.5 	-11.1 	9.4 	-3.77 	-8.3 	1.7 	39.3 	23.6 	35.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,DE	-5.48 	-2.79 	-1.12 	2.7 	2.4 	12.6 	2.2 	17.6 	-4.7 	4.13 	8.9 	10 	7.8 	7.4 	-4.4 	6.8 	-5.6 	11.2 	-0.5 	3.5 	4.5 	-7.9 	-11.6 	15.6 	-16.1 	0.7 	-6.6 	: 
PCH_PRE,I551-I553,NO,DK	-3.15 	-3.88 	2.38 	0.28 	-0.7 	0.2 	6.6 	10.4 	-5.4 	-6.32 	2.5 	2.8 	1.5 	-6 	3.1 	10.2 	2.4 	2.8 	-0.2 	-0.6 	9 	13.6 	-3.4 	2.3 	-2.6 	7.3 	3.8 	: 
PCH_PRE,I551-I553,NO,EA	4.62 e	0.95 	-7.26 	: 	: 	: 	: 	: 	: 	-25.85 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,EE	-10.35 	4.54 	-0.58 	-4.87 	-17.7 	-9.2 	20 	-5.7 	-13.9 	-15.22 	10 	27.8 	29.7 	32.4 	8.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,EL	3.57 e	3.21 e	-2.34 e	-0.65 e	7 	3.56 e	7.2 	15.8 	0.5 	4.46 	11.1 	5.7 	-8.7 	3.1 	-0.9 	7 	-2.2 	17.2 	39.2 	-4 	-7.1 	23.3 	-0.7 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,ES	6.78 	3.72 	-9.5 	3.24 	5.2 	17.5 	15.6 	4.4 	-4.5 	10.96 	10.9 	11.7 	2.3 	-3.6 	-15.2 	-3 	5.3 	218 	50.9 	14.9 	-1.5 	5.5 	-10.7 	20.3 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,EU27	: u	-1.73 	0.21 	0.75 e	5.22 e	7.92 	: 	: 	: 	-33.27 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,EU28	: u	-1.03 	-0.37 	1.03 e	6 e	9.09 	: 	: 	: 	-32.93 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,FI	10.23 	-2.77 	3.93 	2.77 	-4.6 	5.4 	8.7 	6.8 	-18.2 	-9.39 	-2.3 	7.6 	-7.5 	-3.7 	-8.8 	2.2 	14.3 	3.4 	15.6 	2.8 	18.7 	-1.7 	-5.7 	10.2 	18.6 	4.8 	-8.1 	: 
PCH_PRE,I551-I553,NO,FR	3.52 	-14.83 	-5.45 	-14.84 	8.8 	19.6 	34.4 	16.2 	-9.3 	4.99 	27.6 	-3.5 	10.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,HR	18.97 	19.7 	-9.12 	1.7 	32.7 	72.9 b	6.7 	26.3 	-10.1 	7.2 	11.1 	4.2 	96 	45.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,HU	-8.08 	0.22 	7.45 	-2.84 	9.3 	28.1 b	11.6 	-7.5 	-14.6 	31.01 	-7.1 	12.4 	20.7 	14.3 	5 	-4.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,IE	: 	-50.54 e	24.06 e	-14.16 e	: 	: 	: 	: 	: 	-13.87 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,IS	: 	-19.1 	0.84 	5.51 	9 	20.7 	19.3 	5.5 	3.7 	0.4 	8.6 	6 	-4.2 	6.7 	10 	7.2 	-4.5 	-4.1 	14.2 	: 	: 	-2.4 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,IT	2.34 	-0.07 	-16.75 	-2.09 	5.4 	6.5 	3.8 	4.9 	-9.9 	3.27 	10.2 	11.8 	22 	12.4 	7.6 	2.8 	7.2 	16.3 	16.2 	3.5 	2 	26.6 	1 	26.5 	-7.5 	-6.5 	-10.2 	: 
PCH_PRE,I551-I553,NO,LI	7.42 	33.57 	0.57 	-0.43 	12.6 	-23.1 b	47.5 	33.3 	1.2 	-28.87 	9.9 	14.9 	-9.9 	-31.3 	49.7 	: 	: 	: 	: 	2 	48.1 	-30.1 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,LT	-14.21 	-11.32 	41.06 	5.94 	11.2 	31.2 b	31.7 	-1.3 	-32.3 	14.11 	2.9 	10.6 	56.2 	29.1 	2.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,LU	-3.65 	1.67 	12.07 	17.3 	15.7 	7.8 b	15.2 	-20 	-11.8 	-9.56 	-0.3 	15.6 	8.4 	-14.6 	5.6 	13.9 	-61.3 	110 	-15.6 	-1.8 	39.7 	-17.2 	-1.7 	-5.5 	-9.9 	-5.7 	19.5 	: 
PCH_PRE,I551-I553,NO,LV	-1.11 	-3.78 	9.88 	-12.32 	-3.2 	-5.4 b	8.3 	34.2 	-15.1 	1 	13.9 	174 	29 	19.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,ME	: 	-1.49 	: 	: 	: 	17 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,MK	35.26 	24.37 	40.77 	6.23 	-6.5 	48.7 	-27.4 	-10.8 	-26.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,MT	6.22 e	-14.92 e	-26.11 e	-3.9 e	15.4 e	9.3 	-3 	195.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,NL	11.36 e	-8.31 e	4.13 e	-2.47 e	8.4 be	10.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-14 	6.4 	-1 	: 
PCH_PRE,I551-I553,NO,NO	: 	2.47 	2.6 	2.52 	-1.6 	3.5 	2.9 	0.7 	0.3 	0.54 	3.9 	5 	4.5 	5.8 	-1.5 	0.6 	1.2 	1 	0.7 	27.5 	3.6 	1.6 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,PL	-0.98 	-0.25 	17.14 	11.21 	17 	31.8 	2 	14.3 	-2.9 	-3.12 	20.7 	17.5 	16.1 	16.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,PT	14.97 	-6.06 	-1.33 	-14.7 	20.9 	12.2 	5.3 	3.8 	-20.4 	-18.55 	10.4 	-4 	-9.2 	0.8 	10.8 	-8.2 	12.3 	8.2 	35.2 	26.1 	5.7 	6.7 	-2.7 	11.4 	-9.1 	27.4 	-14 	: 
PCH_PRE,I551-I553,NO,RO	19.75 	-8.35 	5.82 	-5.36 	34.3 	30.2 b	12.1 	-12.2 	-37.8 	-6.78 	-42.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,RS	: 	-0.62 	3.76 	-14.55 	-13.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,SE	-0.15 	-3.45 	6.97 	0.48 	-1.3 	2.4 	1.6 	-4.7 	8.4 	4.56 	4 	10 	-2.7 	2.7 	-3 	23.8 	9.9 	-4.3 	26.6 	0.1 	0 	-3.9 	20.2 	17.9 	-0.4 	4.7 	-29.9 	: 
PCH_PRE,I551-I553,NO,SI	-71.83 	322.54 	35.18 	-19.45 	25.4 	12.2 b	-9.9 	1.2 	-23.3 	37.46 	3.4 	-0.5 	11.9 	16.3 	-1.9 	10.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,SK	9.96 	12.17 	8.31 	-39.45 	11 	43.6 	21.5 	14.1 	-11.3 	-13.32 	-2.4 	8 	31.9 	12.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,NO,UK	: 	-9.31 	: 	: 	: 	-0.2 b	33.1 	11.9 	-9.2 	6.46 	-20.7 	15.9 	42.2 	43 	1.7 	-13.2 	-17.1 	-10.6 	-6.5 	17.1 	-11.6 	-4.9 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,AT	7.39 	-6.99 	9.04 	-0.5 	2.99 	10.7 	9.07 	10.2 	-13.8 	4.65 	-5 	8 	5.9 	27.8 	-4.1 	-4 	-15 	13.6 	-1.9 	17.7 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,BE	23.38 	-26.1 	13.27 	10.35 	6.2 	5.5 	17.5 	14.6 	-4.1 	0.75 	9 	12.2 	-1.6 	9.7 	-1.7 	13.8 	-7.6 	9.2 	0.1 	3.2 	3.9 	13.7 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,BG	28.48 	8.99 	-12.6 	33.59 	-10.6 	22.1 	57.8 	0.5 	-42.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-11.4 	-11 	6.9 	-5.1 	5.8 	59.3 	7.5 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,CY	10.55 	-0.26 	17.4 	0.03 	19.7 	11.5 	-27.5 	-6 	22 	60.51 	-11.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,CZ	-0.02 	-3.41 	-0.8 	10.07 	9.9 	12.8 	8.1 	20.2 	-13.8 	8.22 	14.7 	12.4 	11.2 	50.3 	38.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,DE	4.37 	0.01 	4.68 	1.92 	2.6 	10.4 	3.1 	26.2 	-6.1 	3.82 	-5.4 	30.9 	9.4 	21.6 	0.2 	0.1 	-11.4 	17.7 	-4.1 	1.1 	0.8 	-1.6 	-1.9 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,DK	4.81 	8.14 	-4.28 	21.28 	14.6 	13.5 	19.6 	27 	-1.3 	-13.13 	1.6 	4.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,EA	8.77 e	-1.01 	6.41 	: 	: 	: 	: 	: 	: 	13.28 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,EE	7.44 	9.86 	-21.6 	25.1 	9.1 	2.2 	35.1 	-2.7 	-8 	-10.28 	14.9 	44 	25.1 	60.3 	-42.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,EL	18.02 e	-4.91 e	9.77 e	19.35 e	16.98 	-10.85 e	14.3 	27.2 	-14.2 	2.93 	11.6 	13.4 	40.6 	-17 	21.2 	-25.7 	-9 	4.5 	13.2 	4.5 	31.5 	-8.8 	18.6 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,ES	16.08 	6.49 	8.71 	2.37 	5.7 	7 	24 	26.2 	-7.8 	13.55 	16.1 	14.1 	-13.8 	6.1 	5.2 	6.4 	-4 	22 	82.9 	17.7 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,EU27	: u	-6.4 	99.6 	-7.54 e	12.4 e	10.35 	: 	: 	: 	7.09 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,EU28	: u	-6.05 	97.21 	-7.01 e	12.54 e	11.01 	: 	: 	: 	7.11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,FI	42.99 	0.6 	1.58 	9.64 	6.6 	6.4 	13.8 	-0.2 	-20.2 	18.53 	2 	23.6 	4.9 	18 	-1.5 	0.2 	14.2 	-6.1 	7.8 	0 	11.3 	-12.7 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,FR	-0.81 	-14.55 	-0.08 	-13.5 	12.6 	18.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,HR	21.77 	18.21 	15.07 	10.93 	19.3 	59 b	20.2 	20.1 	-29.1 	8.85 	33.5 	29.3 	32.6 	29.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,I551-I553,OCE,HU	16.97 	7.65 	18.75 	9.43 	33.5 	13.9 b	13.4 	15.7 	-21.7 	17.01 	6.3 	1.1 	17.7 	37.2 	5.7 	9.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
