unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
EUR,PERS,N1-3,OUT,REST,BE	31.89 	0 	0 	0 	: 
EUR,PERS,N1-3,OUT,REST,BG	23.25 	24.15 	19.04 	25.51 	21.62 
EUR,PERS,N1-3,OUT,REST,CH	44.47 	43.41 	38.62 	37.26 	32.38 
EUR,PERS,N1-3,OUT,REST,CY	43.1 	46.73 	45.63 	46.84 	: 
EUR,PERS,N1-3,OUT,REST,CZ	15.01 	12.59 	12.52 	13.23 	12.88 
EUR,PERS,N1-3,OUT,REST,DK	: 	: 	: b	: b	: 
EUR,PERS,N1-3,OUT,REST,EA	: 	: 	12.57 e	12.09 	12.02 
EUR,PERS,N1-3,OUT,REST,EE	20.8 	21.75 	21.47 	22.63 	15.13 
EUR,PERS,N1-3,OUT,REST,EL	33.38 	31.15 	33.47 	38.07 	21.48 
EUR,PERS,N1-3,OUT,REST,ES	36.38 	36.29 b	23.65 	21.11 	18.27 
EUR,PERS,N1-3,OUT,REST,EU27	: 	12.18 	11.45 e	10.6 	10.61 
EUR,PERS,N1-3,OUT,REST,EU28	: 	12.41 	11.63 e	10.68 	10.68 
EUR,PERS,N1-3,OUT,REST,FI	59.44 	55.9 	51.9 	55.7 	59.37 
EUR,PERS,N1-3,OUT,REST,FR	32.46 	31.89 	32.54 	30.69 	30.56 
EUR,PERS,N1-3,OUT,REST,HR	23.83 	26.71 	22.14 	15.68 	14.74 
EUR,PERS,N1-3,OUT,REST,HU	12.55 	9.91 	10.46 	9.81 	8.63 
EUR,PERS,N1-3,OUT,REST,IT	: 	: 	: b	: 	: 
EUR,PERS,N1-3,OUT,REST,LT	10.91 	11.97 	10.48 	9.22 	12.06 
EUR,PERS,N1-3,OUT,REST,LU	42.76 	45.23 	35.04 	33.5 	33.25 
EUR,PERS,N1-3,OUT,REST,LV	10.16 	11.2 	7.34 	10.15 	6.53 
EUR,PERS,N1-3,OUT,REST,MT	: 	: 	: b	: 	: 
EUR,PERS,N1-3,OUT,REST,NL	21.92 	20.35 	20.03 	23.72 	22.54 
EUR,PERS,N1-3,OUT,REST,PL	20.72 	19.04 	17.46 b	35.43 	34.26 
EUR,PERS,N1-3,OUT,REST,PT	27.16 	28.87 	25.35 	16.49 	19.07 
EUR,PERS,N1-3,OUT,REST,RO	14.84 	16.61 	10.53 	16.06 	16.63 
EUR,PERS,N1-3,OUT,REST,SI	10.24 	10.33 	10.49 	10.56 	12.81 
EUR,PERS,N1-3,OUT,REST,SK	16.47 	14.06 	13.96 	10.79 b	: 
EUR,PERS,N1-3,OUT,REST,UK	: 	: 	: 	0 	0 
EUR,PERS,N1-3,OUT,TOTAL,AT	166.35 	175.56 	182.28 	167.23 	154.7 
EUR,PERS,N1-3,OUT,TOTAL,BE	131.41 	121.29 	127.58 	133.95 	129 
EUR,PERS,N1-3,OUT,TOTAL,BG	99.36 	94.43 	82.19 	86.86 	82.9 
EUR,PERS,N1-3,OUT,TOTAL,CH	187.1 	180.88 	165.95 	192.29 	152.16 
EUR,PERS,N1-3,OUT,TOTAL,CY	210.26 	198.72 	198.88 	192.65 	161.43 
EUR,PERS,N1-3,OUT,TOTAL,CZ	71.47 	66.72 	65.97 	69.05 	67.35 
EUR,PERS,N1-3,OUT,TOTAL,DE	130.47 	147.9 	133.32 	143.29 	157.77 
EUR,PERS,N1-3,OUT,TOTAL,DK	183.95 	167.66 	160.6 b	154.9 b	120.56 
EUR,PERS,N1-3,OUT,TOTAL,EA	: 	: 	139.25 e	145.27 	147.59 
EUR,PERS,N1-3,OUT,TOTAL,EE	106.43 	100.44 	86.47 	93.11 	70.25 
EUR,PERS,N1-3,OUT,TOTAL,EL	124.53 	130.99 	127.78 	138.09 	100.32 
EUR,PERS,N1-3,OUT,TOTAL,ES	155.91 	147.42 b	121.33 	120.66 	106.41 
EUR,PERS,N1-3,OUT,TOTAL,EU27	: 	144.58 	134.31 e	139.8 	136.7 
EUR,PERS,N1-3,OUT,TOTAL,EU28	: 	144 	133.66 e	139.36 	135.83 
EUR,PERS,N1-3,OUT,TOTAL,FI	215.47 	211.09 	213.39 	231.62 	229.48 
EUR,PERS,N1-3,OUT,TOTAL,FR	161.6 	168.53 	166.5 	159.53 	161.93 
EUR,PERS,N1-3,OUT,TOTAL,HR	99.09 	107.55 	95.2 	111.93 	84.84 
EUR,PERS,N1-3,OUT,TOTAL,HU	71.93 	63.28 	71.46 	72.52 	66.06 
EUR,PERS,N1-3,OUT,TOTAL,IE	165.1 	177.5 	166.63 	153.3 	158.28 
EUR,PERS,N1-3,OUT,TOTAL,IT	158.27 	143.81 	118.27 b	152.77 	137.87 
EUR,PERS,N1-3,OUT,TOTAL,LT	82.26 	84.34 	86.53 	81.51 	76.51 
EUR,PERS,N1-3,OUT,TOTAL,LU	165.07 	169.67 	161 	148.1 	144.78 
EUR,PERS,N1-3,OUT,TOTAL,LV	77.68 	94.54 	69.95 	74.84 	74.69 
EUR,PERS,N1-3,OUT,TOTAL,MT	226.42 	230.9 	234 b	231.3 	238.34 
EUR,PERS,N1-3,OUT,TOTAL,NL	101.78 	96.89 	94.84 	103.52 	103.47 
EUR,PERS,N1-3,OUT,TOTAL,PL	98.47 	102.45 	92.5 b	143.18 	169.44 
EUR,PERS,N1-3,OUT,TOTAL,PT	110.96 	115.78 	119.22 	90.04 	90.01 
EUR,PERS,N1-3,OUT,TOTAL,RO	93.76 	101.29 	89.86 	87.35 	110.2 
EUR,PERS,N1-3,OUT,TOTAL,SE	179.3 	210.64 	154.65 	: 	: 
EUR,PERS,N1-3,OUT,TOTAL,SI	53.63 	54.25 	54.54 	54.92 	60.45 
EUR,PERS,N1-3,OUT,TOTAL,SK	82.49 	85.86 	74.81 	70.08 b	102.6 
EUR,PERS,N1-3,OUT,TOTAL,UK	: 	: 	: 	136.9 	102.84 
EUR,PERS,N1-3,OUT,TRA,AT	51.83 	55.76 	60.62 	55.67 	48.9 
EUR,PERS,N1-3,OUT,TRA,BE	35.04 	31.68 	33.4 	34.33 	37.99 
EUR,PERS,N1-3,OUT,TRA,BG	39.21 	35.5 	34.27 	28.76 	24.31 
EUR,PERS,N1-3,OUT,TRA,CH	50.41 	50.06 	43.46 	53.43 	40.12 
EUR,PERS,N1-3,OUT,TRA,CY	70.8 	68.58 	79.36 	84.79 	84.5 
EUR,PERS,N1-3,OUT,TRA,CZ	17.56 	16 	18.7 	18.33 	18.56 
EUR,PERS,N1-3,OUT,TRA,DE	45.67 	49.16 	51.56 	51.7 	71.86 
EUR,PERS,N1-3,OUT,TRA,DK	60.45 	56.26 	55.18 b	52.22 b	40.64 
EUR,PERS,N1-3,OUT,TRA,EA	: 	: 	46.93 e	47.8 	54.26 
EUR,PERS,N1-3,OUT,TRA,EE	33.73 	31.56 	23.14 	27.59 	21.28 
EUR,PERS,N1-3,OUT,TRA,EL	43.16 	43.7 	44.8 	51.34 	50.89 
EUR,PERS,N1-3,OUT,TRA,ES	49.3 	47.09 b	31.18 	27.67 	26.15 
EUR,PERS,N1-3,OUT,TRA,EU27	: 	47.15 	45.78 e	46.37 	47.41 
EUR,PERS,N1-3,OUT,TRA,EU28	: 	46.94 	45.53 e	46.15 	47.13 
EUR,PERS,N1-3,OUT,TRA,FI	52.41 	56.35 	54.59 	57.79 	54.55 
EUR,PERS,N1-3,OUT,TRA,FR	49.47 	56.48 	56.53 	56.34 	57.69 
EUR,PERS,N1-3,OUT,TRA,HR	32.94 	34.22 	31.18 	32.24 	31.13 
EUR,PERS,N1-3,OUT,TRA,HU	7.68 	7.11 	7.17 	2.43 	2.73 
EUR,PERS,N1-3,OUT,TRA,IE	53.23 	58.06 	56.71 	53.42 	55.88 
EUR,PERS,N1-3,OUT,TRA,IT	53.49 	56.48 	50.91 b	58.39 	53.82 
EUR,PERS,N1-3,OUT,TRA,LT	23.49 	26.42 	26.68 	18.87 	23.54 
EUR,PERS,N1-3,OUT,TRA,LU	46.73 	46.65 	53 	44.6 	48.23 
EUR,PERS,N1-3,OUT,TRA,LV	25.08 	32.92 	26.44 	29.89 	35.18 
EUR,PERS,N1-3,OUT,TRA,MT	50.56 	51.04 	58.85 b	57.26 	63.53 
EUR,PERS,N1-3,OUT,TRA,NL	29.06 	28.66 	27.67 	31.79 	30.52 
EUR,PERS,N1-3,OUT,TRA,PL	29.73 	37.62 	28.35 b	51.07 	71.37 
EUR,PERS,N1-3,OUT,TRA,PT	42.33 	39.33 	42.61 	36.14 	34.15 
EUR,PERS,N1-3,OUT,TRA,RO	33.26 	39.92 	37.98 	33.93 	34.95 
EUR,PERS,N1-3,OUT,TRA,SE	54.59 	90.72 	76.2 	: 	: 
EUR,PERS,N1-3,OUT,TRA,SI	16.77 	16.75 	19.09 	19.16 	22.32 
EUR,PERS,N1-3,OUT,TRA,SK	20 	17.75 	17.49 	17.38 b	29.37 
EUR,PERS,N1-3,OUT,TRA,UK	: 	: 	: 	51.23 	20.43 
EUR,PERS,N1-3,WORLD,ACC,AT	54.99 	55.01 	51.35 	54.61 	64.77 
EUR,PERS,N1-3,WORLD,ACC,BE	44.5 	40.88 	44.81 	46.63 	45.8 
EUR,PERS,N1-3,WORLD,ACC,BG	7.5 	8.03 	7.91 	6.64 	5.58 
EUR,PERS,N1-3,WORLD,ACC,CH	57.91 	54.56 	52.67 	59.88 	45.71 
EUR,PERS,N1-3,WORLD,ACC,CY	18.87 	20.58 	22.41 	17.82 	25.9 
EUR,PERS,N1-3,WORLD,ACC,CZ	4.54 	3.66 	2.85 	3.07 	2.8 
EUR,PERS,N1-3,WORLD,ACC,DE	30.31 	28.44 	28.46 	31.53 	29.11 
EUR,PERS,N1-3,WORLD,ACC,DK	42.74 	34.53 	37.21 b	35.38 b	19.91 
EUR,PERS,N1-3,WORLD,ACC,EA	: 	: 	18.9 e	20.02 	19.18 
EUR,PERS,N1-3,WORLD,ACC,EE	12.34 	11.3 	10.75 	11.54 	12.44 
EUR,PERS,N1-3,WORLD,ACC,EL	12.83 	12.57 	11.04 	11.27 	9.57 
EUR,PERS,N1-3,WORLD,ACC,ES	11.59 	11.61 b	10.08 	9.87 	8.93 
EUR,PERS,N1-3,WORLD,ACC,EU27	: 	19.12 	17.56 e	20.98 	19.76 
EUR,PERS,N1-3,WORLD,ACC,EU28	: 	19.07 	17.5 e	20.91 	19.7 
EUR,PERS,N1-3,WORLD,ACC,FI	16.17 	15.78 	15.97 	16.73 	16.92 
EUR,PERS,N1-3,WORLD,ACC,FR	14.39 	13.57 	12.88 	12.21 	11.98 
EUR,PERS,N1-3,WORLD,ACC,HR	15.78 	11.51 	9.69 	10.27 	10.81 
EUR,PERS,N1-3,WORLD,ACC,HU	10.99 	9.91 	9.44 	8.45 	7.57 
EUR,PERS,N1-3,WORLD,ACC,IE	37.71 	37.96 	35.5 	34.49 	33.94 
EUR,PERS,N1-3,WORLD,ACC,IT	31.9 	30.41 	24.24 b	28.19 	27.52 
EUR,PERS,N1-3,WORLD,ACC,LT	14.92 	12.87 	9.39 	7.76 	8.4 
EUR,PERS,N1-3,WORLD,ACC,LU	47.95 	49.01 	42.36 	38.03 	39.66 
EUR,PERS,N1-3,WORLD,ACC,LV	5.52 	6.31 	5.06 	4.77 	3.27 
EUR,PERS,N1-3,WORLD,ACC,MT	33.89 	33.53 	34.34 b	26.14 	33.51 
EUR,PERS,N1-3,WORLD,ACC,NL	21.81 	19.8 	16.88 	18.94 	18.54 
EUR,PERS,N1-3,WORLD,ACC,PL	8.29 	8.06 	6.03 b	14.19 	14.33 
EUR,PERS,N1-3,WORLD,ACC,PT	5.94 	6.25 	5.36 	3.52 	5.11 
EUR,PERS,N1-3,WORLD,ACC,RO	5.37 	4.81 	3.91 	3.82 	3.78 
EUR,PERS,N1-3,WORLD,ACC,SE	25.99 	23.45 	18.13 	: 	: 
EUR,PERS,N1-3,WORLD,ACC,SI	15.56 	15.64 	12.88 	11.68 	10.68 
EUR,PERS,N1-3,WORLD,ACC,SK	13.57 	12.66 	13.29 	11.71 b	15.48 
EUR,PERS,N1-3,WORLD,ACC,UK	: 	: 	: 	36.16 	35.57 
EUR,PERS,N1-3,WORLD,DUR,AT	2.26 	2.78 	4.18 	2.43 	1.19 
EUR,PERS,N1-3,WORLD,DUR,BE	2.26 	4.67 	5.24 	6.66 	6.37 
EUR,PERS,N1-3,WORLD,DUR,BG	0 	0 	0 	0 	0 
EUR,PERS,N1-3,WORLD,DUR,CH	2.56 	3.42 	3.51 	: 	: 
EUR,PERS,N1-3,WORLD,DUR,CY	0 	0 	0.03 	0.8 	0.72 
EUR,PERS,N1-3,WORLD,DUR,CZ	0.02 	0.07 	0.01 	0.01 	0.08 
EUR,PERS,N1-3,WORLD,DUR,DE	7.2 	7.55 	8.61 	9.06 	5.45 
EUR,PERS,N1-3,WORLD,DUR,DK	16.58 	14.33 	15.04 b	14.97 b	8.43 
EUR,PERS,N1-3,WORLD,DUR,EA	: 	: 	2.91 e	3.46 	2.48 
EUR,PERS,N1-3,WORLD,DUR,EE	0.21 	0.44 	3.73 	3.36 	2.9 
EUR,PERS,N1-3,WORLD,DUR,EL	0.24 	0.18 	0.24 	0.07 	12.68 
EUR,PERS,N1-3,WORLD,DUR,ES	1.05 	1.83 b	0.06 	0.19 	0.68 
EUR,PERS,N1-3,WORLD,DUR,EU27	: 	3.24 	2.96 e	4.92 	5.06 
EUR,PERS,N1-3,WORLD,DUR,EU28	: 	3.22 	2.94 e	4.88 	5.04 
EUR,PERS,N1-3,WORLD,DUR,FI	3.69 	3.42 	3.42 	4.87 	2.54 
EUR,PERS,N1-3,WORLD,DUR,FR	1.01 	1.03 	0.78 	0.85 	0.86 
EUR,PERS,N1-3,WORLD,DUR,HR	0.71 	0 	0 	0.44 	1.23 
EUR,PERS,N1-3,WORLD,DUR,HU	1.18 	1.04 	0.91 	0.43 	0.5 
EUR,PERS,N1-3,WORLD,DUR,IE	2.84 	2.7 	2.61 	2.15 	2.69 
EUR,PERS,N1-3,WORLD,DUR,IT	0.28 	0.72 	0.44 b	0 	0.38 
EUR,PERS,N1-3,WORLD,DUR,LT	1.84 	0.81 	0.11 	0.22 	2.66 
EUR,PERS,N1-3,WORLD,DUR,LU	0.51 	0.44 	2.65 	0.43 	0.91 
EUR,PERS,N1-3,WORLD,DUR,LV	0.39 	0.19 	0.18 	0.62 	1.42 
EUR,PERS,N1-3,WORLD,DUR,MT	3.06 	9.57 	13.64 b	0 	0 
EUR,PERS,N1-3,WORLD,DUR,NL	0.51 	0.02 	0.09 	5.13 	5.04 
EUR,PERS,N1-3,WORLD,DUR,PL	0.57 	0.87 	0.58 b	2.12 	3.05 
EUR,PERS,N1-3,WORLD,DUR,PT	0.46 	1.99 	0.84 	0.07 	0.03 
EUR,PERS,N1-3,WORLD,DUR,RO	0.05 	0.06 	0.05 	0.04 	0.01 
EUR,PERS,N1-3,WORLD,DUR,SE	4.51 	2.63 	2.56 	: 	: 
EUR,PERS,N1-3,WORLD,DUR,SI	0.01 	0.02 	0 	0.06 	0.13 
EUR,PERS,N1-3,WORLD,DUR,SK	0.35 	0.83 	0.71 	0.9 b	4.94 
EUR,PERS,N1-3,WORLD,DUR,UK	: 	: 	: 	14.83 	22.95 
EUR,PERS,N1-3,WORLD,OTH,AT	52.93 	55.13 	51.99 	44.87 	34.16 
EUR,PERS,N1-3,WORLD,OTH,BE	14.35 	42.94 	42.15 	44.96 	37.36 
EUR,PERS,N1-3,WORLD,OTH,BG	6.29 	5.22 	4.86 	4.56 	5.2 
EUR,PERS,N1-3,WORLD,OTH,CH	25 	26.83 	20.82 	24.54 	21.91 
EUR,PERS,N1-3,WORLD,OTH,CY	23.67 	13.96 	11.24 	7.14 	6.65 
EUR,PERS,N1-3,WORLD,OTH,CZ	9.84 	9.08 	7.2 	7.67 	7.52 
EUR,PERS,N1-3,WORLD,OTH,DE	28.12 	29.64 	26.5 	27.8 	27.02 
EUR,PERS,N1-3,WORLD,OTH,DK	49.65 	42.97 	45.13 b	44.9 b	25.27 
EUR,PERS,N1-3,WORLD,OTH,EA	: 	: 	22.89 e	23.3 	22.87 
EUR,PERS,N1-3,WORLD,OTH,EE	12.64 	12.33 	8.67 	9 	5.44 
EUR,PERS,N1-3,WORLD,OTH,EL	11.44 	12.04 	12.4 	11.46 	6.35 
EUR,PERS,N1-3,WORLD,OTH,ES	15.48 	10.29 b	15.06 	15.69 	16.17 
EUR,PERS,N1-3,WORLD,OTH,EU27	: 	23 	21.95 e	20.37 	19.86 
EUR,PERS,N1-3,WORLD,OTH,EU28	: 	22.95 	21.91 e	20.4 	19.8 
EUR,PERS,N1-3,WORLD,OTH,FI	31.26 	30.49 	31 	32.03 	32.28 
EUR,PERS,N1-3,WORLD,OTH,FR	23.71 	23.49 	22.67 	22.19 	21.9 
EUR,PERS,N1-3,WORLD,OTH,HR	9.95 	14.18 	15.8 	24.21 	11.12 
EUR,PERS,N1-3,WORLD,OTH,HU	14.9 	12.67 	12.99 	13.34 	10.69 
EUR,PERS,N1-3,WORLD,OTH,IE	49.36 	50.58 	49.15 	46.44 	46.14 
EUR,PERS,N1-3,WORLD,OTH,IT	36.19 	37.72 	26.19 b	33.15 	35.34 
EUR,PERS,N1-3,WORLD,OTH,LT	9.37 	7.64 	10.51 	11.97 	9.75 
EUR,PERS,N1-3,WORLD,OTH,LU	27.12 	28.48 	30.32 	30.86 	21.7 
EUR,PERS,N1-3,WORLD,OTH,LV	10.57 	11.39 	9.25 	9.72 	11.29 
EUR,PERS,N1-3,WORLD,OTH,MT	73.08 	65.25 	62.33 b	62.93 	55.36 
EUR,PERS,N1-3,WORLD,OTH,NL	11.36 	10.12 	9.99 	6.5 	5.82 
EUR,PERS,N1-3,WORLD,OTH,PL	8.65 	8.58 	8.88 b	7.17 	12.65 
EUR,PERS,N1-3,WORLD,OTH,PT	7.14 	7.79 	8.26 	6.78 	7.08 
EUR,PERS,N1-3,WORLD,OTH,RO	8.83 	7.76 	7.38 	7.52 	9.62 
EUR,PERS,N1-3,WORLD,OTH,SE	39.11 	37.65 	31.85 	: 	: 
EUR,PERS,N1-3,WORLD,OTH,SI	8.27 	8.66 	9.91 	9.85 	9.62 
EUR,PERS,N1-3,WORLD,OTH,SK	17.04 	17.74 	16.43 	15.93 b	34.35 
EUR,PERS,N1-3,WORLD,OTH,UK	: 	: 	: 	10.44 	11.91 
EUR,PERS,N1-3,WORLD,REST,BE	30.82 	0 	0 	0 	: 
EUR,PERS,N1-3,WORLD,REST,BG	13.21 	13.96 	15.45 	14 	11.44 
EUR,PERS,N1-3,WORLD,REST,CH	43.5 	40.36 	36.59 	34.21 	32.32 
EUR,PERS,N1-3,WORLD,REST,CY	24.55 	23.92 	31.58 	31.65 	: 
EUR,PERS,N1-3,WORLD,REST,CZ	5.25 	5.59 	3.83 	4.37 	4.09 
EUR,PERS,N1-3,WORLD,REST,DK	: 	: 	: b	: b	: 
EUR,PERS,N1-3,WORLD,REST,EA	: 	: 	7.72 e	7.17 	7.25 
EUR,PERS,N1-3,WORLD,REST,EE	11.32 	12.29 	11.89 	12.02 	9.39 
EUR,PERS,N1-3,WORLD,REST,EL	22.83 	22.7 	19.98 	17.54 	16.89 
EUR,PERS,N1-3,WORLD,REST,ES	16.71 	17.84 b	6.58 	5.55 	5.91 
EUR,PERS,N1-3,WORLD,REST,EU27	: 	8.92 	6.94 e	8.99 	9 
EUR,PERS,N1-3,WORLD,REST,EU28	: 	8.97 	6.98 e	9 	9.01 
EUR,PERS,N1-3,WORLD,REST,FI	23.57 	22.62 	21.24 	22.33 	23.23 
EUR,PERS,N1-3,WORLD,REST,FR	15.55 	15.04 	14.79 	14.06 	14.1 
EUR,PERS,N1-3,WORLD,REST,HR	16.34 	16.94 	13.05 	10.57 	9.67 
EUR,PERS,N1-3,WORLD,REST,HU	4.99 	3.9 	3.72 	3.43 	2.9 
EUR,PERS,N1-3,WORLD,REST,IT	: 	: 	: b	: 	: 
EUR,PERS,N1-3,WORLD,REST,LT	6.99 	7.53 	6.71 	6.81 	6.77 
EUR,PERS,N1-3,WORLD,REST,LU	42.75 	45.16 	34.7 	33.03 	32.46 
EUR,PERS,N1-3,WORLD,REST,LV	4.02 	4.92 	3.32 	3.86 	2.2 
EUR,PERS,N1-3,WORLD,REST,MT	: 	: 	: b	: 	: 
EUR,PERS,N1-3,WORLD,REST,NL	13.87 	12.48 	11.56 	12.86 	11.9 
EUR,PERS,N1-3,WORLD,REST,PL	10.92 	10.13 	8.49 b	16.19 	15.79 
EUR,PERS,N1-3,WORLD,REST,PT	12.75 	14.39 	10.82 	5.96 	7.59 
EUR,PERS,N1-3,WORLD,REST,RO	9.1 	8.26 	7.25 	7.13 	5.39 
EUR,PERS,N1-3,WORLD,REST,SI	8.67 	8.69 	9.14 	8.68 	9.05 
EUR,PERS,N1-3,WORLD,REST,SK	10.5 	9.26 	9.45 	7.82 b	: 
EUR,PERS,N1-3,WORLD,REST,UK	: 	: 	: 	21 	21.56 
EUR,PERS,N1-3,WORLD,TOTAL,AT	142.89 	148.04 	142 	136.79 	131.78 
EUR,PERS,N1-3,WORLD,TOTAL,BE	117.84 	106.99 	114.21 	118.26 	111.81 
EUR,PERS,N1-3,WORLD,TOTAL,BG	39.05 	39.49 	43.74 	38.75 	34.63 
EUR,PERS,N1-3,WORLD,TOTAL,CH	162.03 	158.23 	141.98 	155.12 	129.22 
EUR,PERS,N1-3,WORLD,TOTAL,CY	87.83 	80.81 	91.14 	85.37 	59.38 
EUR,PERS,N1-3,WORLD,TOTAL,CZ	25.21 	23.8 	19.34 	20.74 	19.71 
EUR,PERS,N1-3,WORLD,TOTAL,DE	89.6 	89.1 	87.79 	93.13 	93.9 
EUR,PERS,N1-3,WORLD,TOTAL,DK	137.8 	116.57 	131.35 b	121.11 b	68.15 
EUR,PERS,N1-3,WORLD,TOTAL,EA	: 	: 	73.29 e	74.48 	74.07 
EUR,PERS,N1-3,WORLD,TOTAL,EE	52.11 	53.81 	46.3 	49.24 	41.96 
EUR,PERS,N1-3,WORLD,TOTAL,EL	67.7 	68.11 	64.21 	61.48 	51.78 
EUR,PERS,N1-3,WORLD,TOTAL,ES	59.47 	56.74 b	42.94 	41.87 	40.79 
EUR,PERS,N1-3,WORLD,TOTAL,EU27	: 	74.2 	68.83 e	73.58 	71.51 
EUR,PERS,N1-3,WORLD,TOTAL,EU28	: 	74.15 	68.75 e	73.52 	71.38 
EUR,PERS,N1-3,WORLD,TOTAL,FI	97.05 	97.02 	96.72 	100.42 	102.65 
EUR,PERS,N1-3,WORLD,TOTAL,FR	76.8 	76.61 	74.58 	72.64 	72.42 
EUR,PERS,N1-3,WORLD,TOTAL,HR	64.79 	65.38 	58.3 	65.74 	52.78 
EUR,PERS,N1-3,WORLD,TOTAL,HU	37.17 	32.48 	32.46 	30.68 	26.61 
EUR,PERS,N1-3,WORLD,TOTAL,IE	112 	115.76 	112.72 	108.73 	108.31 
EUR,PERS,N1-3,WORLD,TOTAL,IT	98.97 	100.05 	79.57 b	91.97 	94.49 
EUR,PERS,N1-3,WORLD,TOTAL,LT	43.66 	40.36 	37.09 	34.95 	34.08 
EUR,PERS,N1-3,WORLD,TOTAL,LU	164.69 	169.53 	161.08 	146.53 	140.68 
EUR,PERS,N1-3,WORLD,TOTAL,LV	31.3 	35.94 	28.89 	30.81 	29.47 
EUR,PERS,N1-3,WORLD,TOTAL,MT	128.17 	118.52 	118.12 b	110.34 	109.06 
EUR,PERS,N1-3,WORLD,TOTAL,NL	61.8 	57.01 	53.24 	52.76 	50.09 
EUR,PERS,N1-3,WORLD,TOTAL,PL	38 	37.42 	32.68 b	55.07 	64.01 
EUR,PERS,N1-3,WORLD,TOTAL,PT	40.47 	41.28 	38.58 	28.19 	32.67 
EUR,PERS,N1-3,WORLD,TOTAL,RO	36.06 	33.12 	29.64 	29.04 	25.22 
EUR,PERS,N1-3,WORLD,TOTAL,SE	87.17 	90.17 	76.73 	: 	: 
EUR,PERS,N1-3,WORLD,TOTAL,SI	44.46 	45.36 	45.05 	43.63 	43.44 
EUR,PERS,N1-3,WORLD,TOTAL,SK	51.1 	49.2 	52.99 	44.89 b	67.42 
EUR,PERS,N1-3,WORLD,TOTAL,UK	: 	: 	: 	94.76 	93.14 
EUR,PERS,N1-3,WORLD,TRA,AT	34.97 	37.9 	38.66 	37.3 	32.85 
EUR,PERS,N1-3,WORLD,TRA,BE	28.17 	23.17 	27.24 	26.67 	28.65 
EUR,PERS,N1-3,WORLD,TRA,BG	12.05 	12.28 	15.52 	13.56 	12.41 
EUR,PERS,N1-3,WORLD,TRA,CH	35.61 	36.48 	31.9 	36.49 	29.28 
EUR,PERS,N1-3,WORLD,TRA,CY	20.74 	22.35 	25.91 	28.75 	26.83 
EUR,PERS,N1-3,WORLD,TRA,CZ	5.58 	5.47 	5.46 	5.62 	5.3 
EUR,PERS,N1-3,WORLD,TRA,DE	31.16 	31.02 	32.83 	33.8 	37.77 
EUR,PERS,N1-3,WORLD,TRA,DK	45.41 	39.07 	49 b	40.83 b	22.97 
EUR,PERS,N1-3,WORLD,TRA,EA	: 	: 	23.77 e	23.99 	24.78 
EUR,PERS,N1-3,WORLD,TRA,EE	15.8 	17.88 	15 	16.68 	14.68 
EUR,PERS,N1-3,WORLD,TRA,EL	20.6 	20.8 	20.79 	21.22 	18.96 
EUR,PERS,N1-3,WORLD,TRA,ES	15.68 	16.99 b	11.22 	10.76 	9.77 
EUR,PERS,N1-3,WORLD,TRA,EU27	: 	23.16 	22.38 e	23.23 	22.88 
EUR,PERS,N1-3,WORLD,TRA,EU28	: 	23.16 	22.36 e	23.21 	22.87 
EUR,PERS,N1-3,WORLD,TRA,FI	26.06 	28.13 	28.51 	29.32 	30.21 
EUR,PERS,N1-3,WORLD,TRA,FR	23.14 	24.51 	24.24 	24.19 	24.44 
EUR,PERS,N1-3,WORLD,TRA,HR	22.72 	22.76 	19.75 	20.69 	21.18 
EUR,PERS,N1-3,WORLD,TRA,HU	6.29 	6 	6.3 	5.45 	5.45 
EUR,PERS,N1-3,WORLD,TRA,IE	24.93 	27.23 	28.06 	27.79 	28.23 
EUR,PERS,N1-3,WORLD,TRA,IT	30.89 	31.93 	29.14 b	30.63 	31.62 
EUR,PERS,N1-3,WORLD,TRA,LT	12.37 	12.31 	10.48 	8.4 	9.17 
EUR,PERS,N1-3,WORLD,TRA,LU	46.87 	46.89 	53.69 	44.61 	46.85 
EUR,PERS,N1-3,WORLD,TRA,LV	11.19 	13.32 	11.25 	12.47 	12.71 
EUR,PERS,N1-3,WORLD,TRA,MT	21.21 	19.75 	21.44 b	21.28 	20.19 
EUR,PERS,N1-3,WORLD,TRA,NL	14.76 	14.61 	14.81 	14.47 	13.83 
EUR,PERS,N1-3,WORLD,TRA,PL	10.14 	10.64 	9.28 b	17.52 	21.25 
EUR,PERS,N1-3,WORLD,TRA,PT	14.64 	12.85 	14.15 	11.93 	12.89 
EUR,PERS,N1-3,WORLD,TRA,RO	12.75 	12.3 	11.1 	10.57 	6.43 
EUR,PERS,N1-3,WORLD,TRA,SE	22.08 	29.07 	26.75 	: 	: 
EUR,PERS,N1-3,WORLD,TRA,SI	11.95 	12.36 	13.12 	13.42 	14.08 
EUR,PERS,N1-3,WORLD,TRA,SK	9.99 	9.55 	13.81 	9.44 b	17.59 
EUR,PERS,N1-3,WORLD,TRA,UK	: 	: 	: 	27.16 	24.1 
EUR,PERS,N_GE1,DOM,ACC,AT	47.63 	45.93 	40.42 	46.65 	59.11 
EUR,PERS,N_GE1,DOM,ACC,BE	23.5 	25.01 	24.64 	24.25 	24.65 
EUR,PERS,N_GE1,DOM,ACC,BG	7.56 	7.5 	7.93 	5.91 	6.3 
