unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
EUR,PROF,N_GE1,OUT,ACC,EE	235.63 	208.54 	288.66 	211.37 	232.88 
EUR,PROF,N_GE1,OUT,ACC,EL	327.6 	210.94 	223.67 	265.47 	218.8 
EUR,PROF,N_GE1,OUT,ACC,ES	437.79 	257.13 b	111.06 	124.84 	55.38 
EUR,PROF,N_GE1,OUT,ACC,EU27	: 	338.96 	310.2 e	382.9 	332.99 
EUR,PROF,N_GE1,OUT,ACC,EU28	: 	337.5 	307.34 e	381.15 	331.04 
EUR,PROF,N_GE1,OUT,ACC,FI	339.08 	356.17 	304.4 	349.06 	354.18 
EUR,PROF,N_GE1,OUT,ACC,FR	310.61 	297.76 	268.47 	275.02 	260.91 
EUR,PROF,N_GE1,OUT,ACC,HR	192.78 	256.41 	194.29 	270.92 	171.48 
EUR,PROF,N_GE1,OUT,ACC,HU	167.59 	168.39 	135.19 	156.55 	140.19 
EUR,PROF,N_GE1,OUT,ACC,IE	396.33 	366.4 	339.63 	378.37 	333.2 
EUR,PROF,N_GE1,OUT,ACC,IT	249.7 	330.95 	265.62 b	295.29 	425.91 
EUR,PROF,N_GE1,OUT,ACC,LT	209.64 	173.56 	159.7 	166.25 	159.19 
EUR,PROF,N_GE1,OUT,ACC,LU	384.76 	334.67 	354.45 	434.72 	357.47 
EUR,PROF,N_GE1,OUT,ACC,LV	221.22 	275.92 	147.04 	176.65 	95.58 
EUR,PROF,N_GE1,OUT,ACC,MT	282.5 	348.23 	275.94 b	331.17 	318.91 
EUR,PROF,N_GE1,OUT,ACC,NL	355.25 	276.14 	330.95 	398.3 	321.68 
EUR,PROF,N_GE1,OUT,ACC,PL	214.38 	231.47 	263.77 b	377.72 	203.48 
EUR,PROF,N_GE1,OUT,ACC,PT	173.1 	161.09 	147.14 	73.3 	100.86 
EUR,PROF,N_GE1,OUT,ACC,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE1,OUT,ACC,SE	315.57 	306.65 	220.82 	: 	: 
EUR,PROF,N_GE1,OUT,ACC,SI	241.97 	240.25 	238.62 	224.93 	216.77 
EUR,PROF,N_GE1,OUT,ACC,SK	: u	145.01 u	: u	358.6 bu	142.09 u
EUR,PROF,N_GE1,OUT,ACC,UK	: 	: 	: 	474.34 	367.75 
EUR,PROF,N_GE1,OUT,DUR,AT	15.64 	33.99 	32.16 	33.3 	14.21 
EUR,PROF,N_GE1,OUT,DUR,BE	15.13 	8.94 	23.67 	20.64 	35.55 
EUR,PROF,N_GE1,OUT,DUR,BG	0 u	0 u	0 u	0 	0 u
EUR,PROF,N_GE1,OUT,DUR,CH	1.31 	31.95 	3.78 	: 	: 
EUR,PROF,N_GE1,OUT,DUR,CY	7.32 	1.14 	5.42 	32.86 	10.35 
EUR,PROF,N_GE1,OUT,DUR,CZ	1.86 	0 	0 	0 	18.19 
EUR,PROF,N_GE1,OUT,DUR,DE	42.58 	33.5 	48.86 	13.2 	105.84 
EUR,PROF,N_GE1,OUT,DUR,DK	10.12 	10.36 	14.64 b	15.46 b	14.63 
EUR,PROF,N_GE1,OUT,DUR,EA	: 	: 	28.61 e	18.03 	62.08 
EUR,PROF,N_GE1,OUT,DUR,EE	7.97 	12.48 	23.73 	11.84 	4.74 
EUR,PROF,N_GE1,OUT,DUR,EL	9.23 	5.52 	0 	14.76 	87.88 
EUR,PROF,N_GE1,OUT,DUR,ES	1.97 	30.9 b	0 	0.23 	106.19 
EUR,PROF,N_GE1,OUT,DUR,EU27	: 	21.82 	25.39 e	25.99 	94.16 
EUR,PROF,N_GE1,OUT,DUR,EU28	: 	21.51 	25.2 e	25.87 	93.18 
EUR,PROF,N_GE1,OUT,DUR,FI	3.16 	11.97 	3.05 	46.34 	3.97 
EUR,PROF,N_GE1,OUT,DUR,FR	50.71 	37.93 	40.5 	34.33 	37.01 
EUR,PROF,N_GE1,OUT,DUR,HR	7.38 	4.15 	17.51 	18.49 	12.21 
EUR,PROF,N_GE1,OUT,DUR,HU	7.8 	5.66 	6.13 	3.72 	14.75 
EUR,PROF,N_GE1,OUT,DUR,IE	14.74 	33.39 	10.93 	14.4 	21.26 
EUR,PROF,N_GE1,OUT,DUR,IT	0 	0 	0 b	0 	2.1 
EUR,PROF,N_GE1,OUT,DUR,LT	24.65 	5.47 	4.73 	1.55 	3.17 
EUR,PROF,N_GE1,OUT,DUR,LU	0.8 	0.48 	8.24 	67.67 	34.73 
EUR,PROF,N_GE1,OUT,DUR,LV	0 	0 	1.68 	0.37 	8.04 
EUR,PROF,N_GE1,OUT,DUR,MT	102.18 	24.86 	6.47 b	0 	0 
EUR,PROF,N_GE1,OUT,DUR,NL	0 	0 	0 	0 	0 
EUR,PROF,N_GE1,OUT,DUR,PL	0.02 	16.56 	3.23 b	124.1 	19.79 
EUR,PROF,N_GE1,OUT,DUR,PT	0.36 	0.36 	0.61 	0.82 	1.55 
EUR,PROF,N_GE1,OUT,DUR,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE1,OUT,DUR,SE	0 	0 	0 	: 	: 
EUR,PROF,N_GE1,OUT,DUR,SI	0 	14.14 	2.76 	2.25 	3.16 
EUR,PROF,N_GE1,OUT,DUR,SK	: u	0 u	: u	0 bu	7.1 u
EUR,PROF,N_GE1,OUT,DUR,UK	: 	: 	: 	42.96 	325.71 
EUR,PROF,N_GE1,OUT,OTH,AT	165.33 	189 	188.89 	148.79 	135.86 
EUR,PROF,N_GE1,OUT,OTH,BE	39.02 	213.01 	164.48 	205.43 	192.81 
EUR,PROF,N_GE1,OUT,OTH,BG	58.79 u	26.58 u	11.12 u	27.06 	38.92 u
EUR,PROF,N_GE1,OUT,OTH,CH	139.89 	116.09 	42.63 	53.72 	37.53 
EUR,PROF,N_GE1,OUT,OTH,CY	118.61 	119.16 	102.55 	83.18 	130.2 
EUR,PROF,N_GE1,OUT,OTH,CZ	53.48 	63.86 	72.12 	58.04 	90.17 
EUR,PROF,N_GE1,OUT,OTH,DE	155.98 	167.36 	126.92 	151.47 	124.28 
EUR,PROF,N_GE1,OUT,OTH,DK	116.34 	118.15 	168.44 b	177.81 b	168.27 
EUR,PROF,N_GE1,OUT,OTH,EA	: 	: 	131.02 e	149.92 	138.62 
EUR,PROF,N_GE1,OUT,OTH,EE	62.77 	70.54 	39.27 	41.13 	22.24 
EUR,PROF,N_GE1,OUT,OTH,EL	86.83 	76.34 	114.27 	95.29 	33.94 
EUR,PROF,N_GE1,OUT,OTH,ES	71.59 	56.23 b	203.83 	258 	239.95 
EUR,PROF,N_GE1,OUT,OTH,EU27	: 	136.68 	126.11 e	127.78 	127.06 
EUR,PROF,N_GE1,OUT,OTH,EU28	: 	135.51 	124.53 e	127.45 	126.85 
EUR,PROF,N_GE1,OUT,OTH,FI	90.94 	107.37 	120.65 	108.42 	119.63 
EUR,PROF,N_GE1,OUT,OTH,FR	136.31 	125.62 	119.46 	120.92 	116.4 
EUR,PROF,N_GE1,OUT,OTH,HR	66.54 	70.4 	62.04 	106.99 	109.76 
EUR,PROF,N_GE1,OUT,OTH,HU	140.03 	127.03 	121.29 	133.54 	138.94 
EUR,PROF,N_GE1,OUT,OTH,IE	335.11 	313.98 	261.05 	296.9 	304.58 
EUR,PROF,N_GE1,OUT,OTH,IT	155.1 	166.94 	107.57 b	175.98 	195.37 
EUR,PROF,N_GE1,OUT,OTH,LT	73.96 	75.12 	105.7 	118.33 	90.22 
EUR,PROF,N_GE1,OUT,OTH,LU	39.76 	37.56 	64.63 	0 	0 
EUR,PROF,N_GE1,OUT,OTH,LV	63.34 	101.1 	58.46 	82.93 	76.6 
EUR,PROF,N_GE1,OUT,OTH,MT	269.1 	289.82 	276.95 b	467.85 	471.23 
EUR,PROF,N_GE1,OUT,OTH,NL	68.12 	38.16 	55.82 	62.04 	66.36 
EUR,PROF,N_GE1,OUT,OTH,PL	90.83 	94.03 	62.57 b	45.08 	94.15 
EUR,PROF,N_GE1,OUT,OTH,PT	40.45 	72.47 	55.7 	20.32 	18.1 
EUR,PROF,N_GE1,OUT,OTH,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE1,OUT,OTH,SE	85.39 	113.26 	31.55 	: 	: 
EUR,PROF,N_GE1,OUT,OTH,SI	55.47 	45.61 	55.41 	85.95 	61.07 
EUR,PROF,N_GE1,OUT,OTH,SK	: u	46.84 u	: u	152.54 bu	138.28 u
EUR,PROF,N_GE1,OUT,OTH,UK	: 	: 	: 	53.26 	79.9 
EUR,PROF,N_GE1,OUT,REST,BE	148.13 	0 	0 	0 	: 
EUR,PROF,N_GE1,OUT,REST,BG	148.3 u	134.54 u	95.85 u	92.03 	93.93 u
EUR,PROF,N_GE1,OUT,REST,CH	214.1 	197.3 	120.4 	252.62 	186.19 
EUR,PROF,N_GE1,OUT,REST,CY	180.83 	260.63 	263 	259.27 	: 
EUR,PROF,N_GE1,OUT,REST,CZ	56.92 	77.51 	55.99 	81.41 	82.29 
EUR,PROF,N_GE1,OUT,REST,DK	: 	: 	: b	: b	: 
EUR,PROF,N_GE1,OUT,REST,EA	: 	: 	106.6 e	101.66 	103.75 
EUR,PROF,N_GE1,OUT,REST,EE	110.39 	104.94 	82.32 	66.22 	38.78 
EUR,PROF,N_GE1,OUT,REST,EL	219.92 	180 	169.02 	217.09 	161.68 
EUR,PROF,N_GE1,OUT,REST,ES	178.85 	135.78 b	69.03 	34.51 	27.92 
EUR,PROF,N_GE1,OUT,REST,EU27	: 	114.27 	105.14 e	71.64 	74.12 
EUR,PROF,N_GE1,OUT,REST,EU28	: 	114.64 	104.25 e	73.45 	74.26 
EUR,PROF,N_GE1,OUT,REST,FI	130.98 	145.31 	125.43 	128.35 	145.19 
EUR,PROF,N_GE1,OUT,REST,FR	137.03 	113.05 	124.25 	128.4 	119.3 
EUR,PROF,N_GE1,OUT,REST,HR	121.05 	123.69 	88.83 	135.14 	79.43 
EUR,PROF,N_GE1,OUT,REST,HU	159.99 	164.53 	133.02 	109.17 	131.18 
EUR,PROF,N_GE1,OUT,REST,IT	: 	: 	: b	: 	: 
EUR,PROF,N_GE1,OUT,REST,LT	65.28 	64.31 	47.31 	53.61 	85.75 
EUR,PROF,N_GE1,OUT,REST,LU	229.62 	187.05 	195.23 	161.01 	190.99 
EUR,PROF,N_GE1,OUT,REST,LV	44.02 	58.33 	26.61 	45.72 	32.47 
EUR,PROF,N_GE1,OUT,REST,MT	: 	: 	: b	: 	: 
EUR,PROF,N_GE1,OUT,REST,NL	128.26 	102.94 	142.94 	149.16 	133.41 
EUR,PROF,N_GE1,OUT,REST,PL	143.83 	144.61 	140.34 b	134.64 	134.99 
EUR,PROF,N_GE1,OUT,REST,PT	113.05 	123.18 	78.24 	36.38 	44.06 
EUR,PROF,N_GE1,OUT,REST,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE1,OUT,REST,SI	87.29 	87.48 	79.48 	88.3 	88.34 
EUR,PROF,N_GE1,OUT,REST,SK	: u	117.25 u	: u	187.31 bu	: 
EUR,PROF,N_GE1,OUT,REST,UK	: 	: 	: 	0 	0 
EUR,PROF,N_GE1,OUT,TOTAL,AT	969.42 	999.37 	972.84 	965.97 	901.51 
EUR,PROF,N_GE1,OUT,TOTAL,BE	952.97 	841.02 	813.44 	1118.68 	685.51 
EUR,PROF,N_GE1,OUT,TOTAL,BG	605.65 u	540.02 u	431.8 u	432.74 	568.42 u
EUR,PROF,N_GE1,OUT,TOTAL,CH	1420.63 	1849.45 	853.01 	1697.78 	1344.13 
EUR,PROF,N_GE1,OUT,TOTAL,CY	1041.02 	1178.44 	1210.55 	1094.99 	932.5 
EUR,PROF,N_GE1,OUT,TOTAL,CZ	383.83 	513.58 	426.46 	439 	502.21 
EUR,PROF,N_GE1,OUT,TOTAL,DE	1379.39 	1333.4 	1224.64 	1410.62 	1356.9 
EUR,PROF,N_GE1,OUT,TOTAL,DK	734.34 	833.61 	1174.09 b	1047.8 b	1068.87 
EUR,PROF,N_GE1,OUT,TOTAL,EA	: 	: 	994.12 e	1140.86 	1078.45 
EUR,PROF,N_GE1,OUT,TOTAL,EE	678.73 	679.98 	612.3 	490.52 	428.13 
EUR,PROF,N_GE1,OUT,TOTAL,EL	963.59 	711.25 	832.96 	875.06 	713.37 
EUR,PROF,N_GE1,OUT,TOTAL,ES	1257.02 	793.65 b	427.59 	462.65 	353.7 
EUR,PROF,N_GE1,OUT,TOTAL,EU27	: 	1032.4 	962.71 e	1044.43 	965.76 
EUR,PROF,N_GE1,OUT,TOTAL,EU28	: 	1030.84 	954.04 e	1039.18 	960.96 
EUR,PROF,N_GE1,OUT,TOTAL,FI	1030.52 	1131.9 	1021.49 	1108.27 	1181.45 
EUR,PROF,N_GE1,OUT,TOTAL,FR	1065.2 	1141.04 	1007.37 	1055.1 	990.95 
EUR,PROF,N_GE1,OUT,TOTAL,HR	648.28 	944.39 	611.33 	710.23 	567.82 
EUR,PROF,N_GE1,OUT,TOTAL,HU	620.38 	617.01 	507.44 	452.6 	425.82 
EUR,PROF,N_GE1,OUT,TOTAL,IE	1208.22 	1117.08 	1065.25 	1172.24 	1062.24 
EUR,PROF,N_GE1,OUT,TOTAL,IT	702.18 	899.52 	692.9 b	810.86 	1095.54 
EUR,PROF,N_GE1,OUT,TOTAL,LT	489.12 	478.52 	476.4 	490.17 	461.74 
EUR,PROF,N_GE1,OUT,TOTAL,LU	1127.96 	979.18 	1028.63 	1048.21 	929.43 
EUR,PROF,N_GE1,OUT,TOTAL,LV	480.54 	586.4 	359.43 	429.64 	353.05 
EUR,PROF,N_GE1,OUT,TOTAL,MT	771.51 	1001.56 	866.6 b	1109.18 	1113.68 
EUR,PROF,N_GE1,OUT,TOTAL,NL	945.58 	756.82 	938.18 	1137.84 	907.96 
EUR,PROF,N_GE1,OUT,TOTAL,PL	684.04 	719.47 	770.66 b	769.41 	849.55 
EUR,PROF,N_GE1,OUT,TOTAL,PT	517.12 	487.07 	473.82 	316.56 	264.56 
EUR,PROF,N_GE1,OUT,TOTAL,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE1,OUT,TOTAL,SE	623.36 	1058.13 	759.63 	: 	: 
EUR,PROF,N_GE1,OUT,TOTAL,SI	637.89 	603.08 	634.76 	669.7 	634.02 
EUR,PROF,N_GE1,OUT,TOTAL,SK	: u	555.55 u	: u	1077.77 bu	418.35 u
EUR,PROF,N_GE1,OUT,TOTAL,UK	: 	: 	: 	862.12 	579.93 
EUR,PROF,N_GE1,OUT,TRA,AT	410.71 	453.53 	466.88 	476.15 	423.92 
EUR,PROF,N_GE1,OUT,TRA,BE	445.77 	303.27 	360.42 	508.63 	259 
EUR,PROF,N_GE1,OUT,TRA,BG	194.03 u	184.1 u	184.33 u	139 	226.55 u
EUR,PROF,N_GE1,OUT,TRA,CH	629.41 	1000.66 	360.31 	882.67 	741.01 
EUR,PROF,N_GE1,OUT,TRA,CY	419.96 	423.35 	449.99 	406.21 	410.49 
EUR,PROF,N_GE1,OUT,TRA,CZ	147.11 	178.44 	147.36 	148.85 	156.95 
EUR,PROF,N_GE1,OUT,TRA,DE	787.31 	739.82 	703.56 	776.42 	809.99 
EUR,PROF,N_GE1,OUT,TRA,DK	288.98 	342.82 	537.26 b	531.79 b	489.97 
EUR,PROF,N_GE1,OUT,TRA,EA	: 	: 	501.25 e	571.34 	564.54 
EUR,PROF,N_GE1,OUT,TRA,EE	269.94 	295.96 	202.05 	171.81 	134.23 
EUR,PROF,N_GE1,OUT,TRA,EL	329.24 	243.97 	326.01 	297.21 	298.94 
EUR,PROF,N_GE1,OUT,TRA,ES	568.79 	344.51 b	43.66 	45.3 	30.45 
EUR,PROF,N_GE1,OUT,TRA,EU27	: 	505.73 	480.08 e	494.76 	470.8 
EUR,PROF,N_GE1,OUT,TRA,EU28	: 	505.52 	474.8 e	490.09 	467.62 
EUR,PROF,N_GE1,OUT,TRA,FI	469.52 	523.05 	471 	522.45 	562.44 
EUR,PROF,N_GE1,OUT,TRA,FR	481.25 	604.61 	495.19 	530.76 	494.33 
EUR,PROF,N_GE1,OUT,TRA,HR	267.9 	493.88 	266.18 	197.19 	207.15 
EUR,PROF,N_GE1,OUT,TRA,HU	152.77 	157.06 	117.94 	53.35 	15.52 
EUR,PROF,N_GE1,OUT,TRA,IE	476.78 	436.7 	464.56 	496.96 	424.46 
EUR,PROF,N_GE1,OUT,TRA,IT	297.38 	401.63 	319.72 b	339.59 	474.26 
EUR,PROF,N_GE1,OUT,TRA,LT	140.24 	165.52 	163.7 	151.98 	126.58 
EUR,PROF,N_GE1,OUT,TRA,LU	473.81 	419.89 	414.32 	452.48 	380.97 
EUR,PROF,N_GE1,OUT,TRA,LV	151.95 	151.05 	127.32 	124.34 	148.4 
EUR,PROF,N_GE1,OUT,TRA,MT	219.91 	363.51 	313.71 b	310.16 	323.54 
EUR,PROF,N_GE1,OUT,TRA,NL	393.94 	339.58 	408.47 	528.34 	386.49 
EUR,PROF,N_GE1,OUT,TRA,PL	235 	249.36 	303.98 b	211.98 	416.92 
EUR,PROF,N_GE1,OUT,TRA,PT	190.52 	130.33 	192.74 	186.55 	101.54 
EUR,PROF,N_GE1,OUT,TRA,RO	: u	: u	: u	: u	: u
EUR,PROF,N_GE1,OUT,TRA,SE	222.4 	638.22 	507.27 	: 	: 
EUR,PROF,N_GE1,OUT,TRA,SI	253.16 	229.73 	261.27 	270.52 	267.84 
EUR,PROF,N_GE1,OUT,TRA,SK	: u	246.46 u	: u	379.32 bu	137.98 u
EUR,PROF,N_GE1,OUT,TRA,UK	: 	: 	: 	334.52 	132.28 
EUR,PROF,N_GE1,WORLD,ACC,AT	287.32 	257.26 	237.51 	250.84 	270.3 
EUR,PROF,N_GE1,WORLD,ACC,BE	305.44 	301.99 	278.16 	385.02 	211.84 
EUR,PROF,N_GE1,WORLD,ACC,BG	103.79 	93.27 	62.54 	79.38 	104.97 
EUR,PROF,N_GE1,WORLD,ACC,CH	357.63 	416.54 	308.99 	430.13 	332.87 
EUR,PROF,N_GE1,WORLD,ACC,CY	306.62 	343.69 	358.34 	307.33 	348.3 
EUR,PROF,N_GE1,WORLD,ACC,CZ	72.37 	106.73 	72.65 	68.72 	92.21 
EUR,PROF,N_GE1,WORLD,ACC,DE	230.58 	241.88 	223.02 	265.54 	231.76 
EUR,PROF,N_GE1,WORLD,ACC,DK	273.92 	297.17 	332.42 b	227.51 b	324.52 
EUR,PROF,N_GE1,WORLD,ACC,EA	: 	: 	174.79 e	200.12 	181.72 
EUR,PROF,N_GE1,WORLD,ACC,EE	136.82 	125.12 	176.18 	139.75 	147.16 
EUR,PROF,N_GE1,WORLD,ACC,EL	136.78 	101.16 	106.36 	126.59 	88 
EUR,PROF,N_GE1,WORLD,ACC,ES	192.52 	134.9 b	54.08 	59.51 	34.61 
EUR,PROF,N_GE1,WORLD,ACC,EU27	: 	197.52 	172.49 e	200.14 	180.72 
EUR,PROF,N_GE1,WORLD,ACC,EU28	: 	197.47 	171.84 e	199.61 	179.92 
EUR,PROF,N_GE1,WORLD,ACC,FI	208.77 	204.59 	184.05 	189.27 	203.46 
EUR,PROF,N_GE1,WORLD,ACC,FR	148.24 	149.8 	138.74 	140.19 	132.05 
EUR,PROF,N_GE1,WORLD,ACC,HR	151.37 	192.36 	125.24 	150.63 	96.7 
EUR,PROF,N_GE1,WORLD,ACC,HU	128.05 	111.82 	88.81 	109.49 	88.58 
EUR,PROF,N_GE1,WORLD,ACC,IE	303.75 	277.76 	258.29 	281.38 	250.72 
EUR,PROF,N_GE1,WORLD,ACC,IT	145.6 	159.72 	108.57 b	166.8 	194.24 
EUR,PROF,N_GE1,WORLD,ACC,LT	138.48 	116.16 	103.68 	97.23 	82.72 
EUR,PROF,N_GE1,WORLD,ACC,LU	383.06 	333.74 	352.69 	431.8 	353.29 
EUR,PROF,N_GE1,WORLD,ACC,LV	182.31 	183.74 	115.47 	127 	66.89 
EUR,PROF,N_GE1,WORLD,ACC,MT	265.75 	337.17 	265.67 b	312.22 	299.47 
EUR,PROF,N_GE1,WORLD,ACC,NL	269.25 	211.05 	250.51 	264.38 	230.37 
EUR,PROF,N_GE1,WORLD,ACC,PL	128.52 	135.7 	146.17 b	179.07 	124.27 
EUR,PROF,N_GE1,WORLD,ACC,PT	72.5 	65.52 	68.47 	32.16 	54.8 
EUR,PROF,N_GE1,WORLD,ACC,RO	50.93 	53.39 	54.13 	65.01 	87.65 
EUR,PROF,N_GE1,WORLD,ACC,SE	187.84 	156.02 	147.4 	: 	: 
EUR,PROF,N_GE1,WORLD,ACC,SI	217.01 	220.86 	213.54 	190.42 	195.91 
EUR,PROF,N_GE1,WORLD,ACC,SK	80.84 u	93.64 	93.31 u	102.46 b	72.2 
EUR,PROF,N_GE1,WORLD,ACC,UK	: 	: 	: 	222.36 	191.2 
EUR,PROF,N_GE1,WORLD,DUR,AT	12.29 	17.88 	17.76 	17.97 	7.71 
EUR,PROF,N_GE1,WORLD,DUR,BE	14.06 	8.21 	22.61 	19.26 	32.81 
EUR,PROF,N_GE1,WORLD,DUR,BG	0 	0 	0 	0 	0 
EUR,PROF,N_GE1,WORLD,DUR,CH	0.91 	20.47 	3.11 	: 	: 
EUR,PROF,N_GE1,WORLD,DUR,CY	6.88 	1.02 	4.81 	27.21 	9.02 
EUR,PROF,N_GE1,WORLD,DUR,CZ	0.61 	1.01 	0 	0 	7 
EUR,PROF,N_GE1,WORLD,DUR,DE	17.01 	12.4 	14.03 	6.36 	53.87 
EUR,PROF,N_GE1,WORLD,DUR,DK	6.07 	7.16 	9.56 b	10.11 b	11.21 
EUR,PROF,N_GE1,WORLD,DUR,EA	: 	: 	13.31 e	7.16 	30.64 
EUR,PROF,N_GE1,WORLD,DUR,EE	4.27 	6.57 	14.74 	7.56 	3.25 
EUR,PROF,N_GE1,WORLD,DUR,EL	4.04 	1.41 	1.87 	5.96 	65.91 
EUR,PROF,N_GE1,WORLD,DUR,ES	0.75 	11.95 b	0 	0.1 	32.92 
EUR,PROF,N_GE1,WORLD,DUR,EU27	: 	9.79 	11.97 e	10.45 	38.22 
EUR,PROF,N_GE1,WORLD,DUR,EU28	: 	9.72 	11.93 e	10.42 	37.91 
EUR,PROF,N_GE1,WORLD,DUR,FI	4.42 	4.84 	17.14 	14.31 	7 
EUR,PROF,N_GE1,WORLD,DUR,FR	13.93 	10.93 	11.45 	10.05 	10.13 
EUR,PROF,N_GE1,WORLD,DUR,HR	3.8 	2.2 	8.98 	7.34 	5.14 
EUR,PROF,N_GE1,WORLD,DUR,HU	5.37 	3.7 	5.42 	2.21 	7.76 
EUR,PROF,N_GE1,WORLD,DUR,IE	11.22 	23.04 	7.79 	10.07 	15.75 
EUR,PROF,N_GE1,WORLD,DUR,IT	5.01 	8.98 	32.37 b	0 	0.47 
EUR,PROF,N_GE1,WORLD,DUR,LT	13.69 	2.9 	2.47 	1 	1.69 
EUR,PROF,N_GE1,WORLD,DUR,LU	0.79 	0.47 	8.11 	67.51 	34.31 
EUR,PROF,N_GE1,WORLD,DUR,LV	0 	0 	1.11 	0.61 	5.11 
EUR,PROF,N_GE1,WORLD,DUR,MT	94.5 	23.98 	6.1 b	0 	0 
EUR,PROF,N_GE1,WORLD,DUR,NL	0 	0 	0 	0 	0 
EUR,PROF,N_GE1,WORLD,DUR,PL	0.01 	6.38 	2.08 b	40.54 	12.27 
EUR,PROF,N_GE1,WORLD,DUR,PT	0.6 	0.22 	0.23 	0.27 	1.92 
EUR,PROF,N_GE1,WORLD,DUR,RO	0.02 	0.41 	0.03 	0.29 	0 
EUR,PROF,N_GE1,WORLD,DUR,SE	5.81 	1.54 	2.39 	: 	: 
EUR,PROF,N_GE1,WORLD,DUR,SI	0 	11.93 	2.23 	1.7 	2.58 
EUR,PROF,N_GE1,WORLD,DUR,SK	0 u	0 	0.93 u	0.93 b	2.49 
EUR,PROF,N_GE1,WORLD,DUR,UK	: 	: 	: 	19.32 	87.62 
EUR,PROF,N_GE1,WORLD,OTH,AT	134.74 	137.95 	147.63 	107.63 	97.44 
EUR,PROF,N_GE1,WORLD,OTH,BE	37.52 	202.91 	158.65 	197.14 	175.57 
EUR,PROF,N_GE1,WORLD,OTH,BG	29.41 	12.18 	3.36 	10.17 	18.18 
EUR,PROF,N_GE1,WORLD,OTH,CH	115.99 	83.16 	44.33 	74.41 	29.59 
EUR,PROF,N_GE1,WORLD,OTH,CY	113.02 	107.75 	92.6 	70.53 	114.78 
EUR,PROF,N_GE1,WORLD,OTH,CZ	28.85 	31.85 	32.01 	30.12 	43.46 
EUR,PROF,N_GE1,WORLD,OTH,DE	79.83 	87.45 	75.01 	85.33 	70.97 
EUR,PROF,N_GE1,WORLD,OTH,DK	69.81 	81.73 	109.99 b	116.31 b	128.92 
EUR,PROF,N_GE1,WORLD,OTH,EA	: 	: 	78.93 e	86.88 	82.06 
EUR,PROF,N_GE1,WORLD,OTH,EE	37.93 	42.02 	24.53 	27.12 	15.26 
EUR,PROF,N_GE1,WORLD,OTH,EL	51.88 	51.13 	73.31 	65.56 	22.93 
EUR,PROF,N_GE1,WORLD,OTH,ES	34.05 	22.74 b	105.03 	118.34 	118.78 
EUR,PROF,N_GE1,WORLD,OTH,EU27	: 	77.44 	75.16 e	71.94 	72.01 
EUR,PROF,N_GE1,WORLD,OTH,EU28	: 	77.18 	74.67 e	71.82 	71.76 
EUR,PROF,N_GE1,WORLD,OTH,FI	50.89 	55.67 	59.11 	53.34 	60.91 
EUR,PROF,N_GE1,WORLD,OTH,FR	83.53 	80.24 	79.44 	76.97 	74.41 
EUR,PROF,N_GE1,WORLD,OTH,HR	42.73 	50.36 	39.46 	60.85 	46.29 
EUR,PROF,N_GE1,WORLD,OTH,HU	98.68 	78.7 	71.74 	82.04 	79.32 
EUR,PROF,N_GE1,WORLD,OTH,IE	253.73 	233.24 	197.85 	221.17 	220.1 
EUR,PROF,N_GE1,WORLD,OTH,IT	82.97 	86 	53.87 b	98.77 	100.61 
EUR,PROF,N_GE1,WORLD,OTH,LT	42.63 	41.51 	57.75 	65.36 	52.72 
EUR,PROF,N_GE1,WORLD,OTH,LU	39.67 	37.68 	64.29 	0 	0 
EUR,PROF,N_GE1,WORLD,OTH,LV	53.57 	68.72 	44.01 	59.2 	56.36 
EUR,PROF,N_GE1,WORLD,OTH,MT	257.27 	282.26 	266.27 b	436.21 	439.03 
EUR,PROF,N_GE1,WORLD,OTH,NL	49.01 	31.7 	41.53 	41.83 	43.97 
EUR,PROF,N_GE1,WORLD,OTH,PL	39.31 	48.43 	32.2 b	22.23 	53.86 
EUR,PROF,N_GE1,WORLD,OTH,PT	19.58 	28.23 	21.04 	19.25 	12.33 
EUR,PROF,N_GE1,WORLD,OTH,RO	25.77 	26.39 	26.21 	23.69 	31.13 
EUR,PROF,N_GE1,WORLD,OTH,SE	55.48 	64.61 	40.98 	: 	: 
EUR,PROF,N_GE1,WORLD,OTH,SI	53.58 	42.22 	55.21 	73.42 	55.91 
EUR,PROF,N_GE1,WORLD,OTH,SK	26.35 u	23.22 	39.62 u	39.46 b	84.33 
EUR,PROF,N_GE1,WORLD,OTH,UK	: 	: 	: 	20.89 	28.89 
EUR,PROF,N_GE1,WORLD,REST,BE	140.43 	0 	0 	0 	: 
EUR,PROF,N_GE1,WORLD,REST,BG	77.13 	65.18 	46.81 	47.52 	56.37 
EUR,PROF,N_GE1,WORLD,REST,CH	180.79 	154.98 	120.92 	213.27 	170.11 
EUR,PROF,N_GE1,WORLD,REST,CY	172.45 	240.05 	239.99 	230.5 	: 
EUR,PROF,N_GE1,WORLD,REST,CZ	34.01 	45.02 	32.05 	39.9 	46.46 
EUR,PROF,N_GE1,WORLD,REST,DK	: 	: 	: b	: b	: 
