unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
EUR,TOTAL,N_GE1,WORLD,DUR,PL	0.76 	1.23 	1.35 b	11.99 	11.05 
EUR,TOTAL,N_GE1,WORLD,DUR,PT	1.08 	3.2 	1.58 	1.15 	1.03 
EUR,TOTAL,N_GE1,WORLD,DUR,RO	0.28 	0.43 	0.41 	0.19 	0.08 
EUR,TOTAL,N_GE1,WORLD,DUR,SE	7.39 	4.24 	4.85 	: 	: 
EUR,TOTAL,N_GE1,WORLD,DUR,SI	0.25 	1.84 	0.52 	0.84 	0.88 
EUR,TOTAL,N_GE1,WORLD,DUR,SK	2.03 	2.3 	3.73 	5.43 b	15.02 
EUR,TOTAL,N_GE1,WORLD,DUR,UK	: 	: 	: 	36.08 	116.93 
EUR,TOTAL,N_GE1,WORLD,OTH,AT	176.9 	171.08 	165.02 	148.28 	117.48 
EUR,TOTAL,N_GE1,WORLD,OTH,BE	72.86 	205.26 	210.7 	218.78 	175.09 
EUR,TOTAL,N_GE1,WORLD,OTH,BG	22.64 	20.72 	13.42 	13.42 	18.81 
EUR,TOTAL,N_GE1,WORLD,OTH,CH	91.8 	97.37 	73.01 	94.92 	77.91 
EUR,TOTAL,N_GE1,WORLD,OTH,CY	130.6 	94.66 	90.78 	55.82 	68.21 
EUR,TOTAL,N_GE1,WORLD,OTH,CZ	40.59 	39.71 	34.26 	37.92 	37.66 
EUR,TOTAL,N_GE1,WORLD,OTH,DE	102.54 	102.99 	99.32 	100.27 	92.2 
EUR,TOTAL,N_GE1,WORLD,OTH,DK	137.85 	113.78 	123.9 b	113.06 b	96.59 
EUR,TOTAL,N_GE1,WORLD,OTH,EA	: 	: 	94.36 e	95.08 	90.51 
EUR,TOTAL,N_GE1,WORLD,OTH,EE	39.69 	40.89 	25.91 	30.9 	15.78 
EUR,TOTAL,N_GE1,WORLD,OTH,EL	75.04 	68.5 	72.05 	80.98 	23.54 
EUR,TOTAL,N_GE1,WORLD,OTH,ES	55.26 	42.7 b	76.34 	77.1 	75.46 
EUR,TOTAL,N_GE1,WORLD,OTH,EU27	: 	84.26 	86.86 e	80.51 	78.68 
EUR,TOTAL,N_GE1,WORLD,OTH,EU28	: 	84.05 	86.53 e	80.5 	78.41 
EUR,TOTAL,N_GE1,WORLD,OTH,FI	76.41 	80.05 	80.8 	79.02 	80.59 
EUR,TOTAL,N_GE1,WORLD,OTH,FR	97.16 	95.47 	94.55 	91.63 	89.15 
EUR,TOTAL,N_GE1,WORLD,OTH,HR	38.57 	52.34 	45.05 	78.28 	41.78 
EUR,TOTAL,N_GE1,WORLD,OTH,HU	55.98 	50.61 	49.32 	47.87 	41.52 
EUR,TOTAL,N_GE1,WORLD,OTH,IE	194.52 	193.92 	194.83 	197.23 	192.75 
EUR,TOTAL,N_GE1,WORLD,OTH,IT	127.27 	119.38 	108.45 b	147.55 	144.29 
EUR,TOTAL,N_GE1,WORLD,OTH,LT	47.44 	42.89 	51.92 	78.75 	73.06 
EUR,TOTAL,N_GE1,WORLD,OTH,LU	96.42 	98.55 	100.21 	80.51 	69.36 
EUR,TOTAL,N_GE1,WORLD,OTH,LV	31.28 	33.44 	27.76 	34.93 	35.66 
EUR,TOTAL,N_GE1,WORLD,OTH,MT	337.93 	291.39 	284.23 b	371.59 	345.55 
EUR,TOTAL,N_GE1,WORLD,OTH,NL	56.99 	50.92 	52.83 	37.82 	36.95 
EUR,TOTAL,N_GE1,WORLD,OTH,PL	35.59 	35.06 	34.67 b	29.45 	53.69 
EUR,TOTAL,N_GE1,WORLD,OTH,PT	21.87 	35.58 	35.46 	22 	19.55 
EUR,TOTAL,N_GE1,WORLD,OTH,RO	24.74 	21.63 	20.9 	22.02 	28.06 
EUR,TOTAL,N_GE1,WORLD,OTH,SE	83.68 	82.11 	72.87 	: 	: 
EUR,TOTAL,N_GE1,WORLD,OTH,SI	42.98 	40.46 	40.56 	43 	38.26 
EUR,TOTAL,N_GE1,WORLD,OTH,SK	53.5 	61.11 	59.29 	62.92 b	150.2 
EUR,TOTAL,N_GE1,WORLD,OTH,UK	: 	: 	: 	36.37 	42.08 
EUR,TOTAL,N_GE1,WORLD,REST,BE	120.58 	0 	0 	0 	: 
EUR,TOTAL,N_GE1,WORLD,REST,BG	57.85 	58.15 	49.05 	47.03 	45.84 
EUR,TOTAL,N_GE1,WORLD,REST,CH	188.22 	160.89 	145 	137.12 	134.19 
EUR,TOTAL,N_GE1,WORLD,REST,CY	125.97 	142.95 	163.34 	175.31 	: 
EUR,TOTAL,N_GE1,WORLD,REST,CZ	26.79 	29.96 	22.23 	28.43 	26.36 
EUR,TOTAL,N_GE1,WORLD,REST,DK	: 	: 	: b	: b	: 
EUR,TOTAL,N_GE1,WORLD,REST,EA	: 	: 	51.46 e	49.28 	49.28 
EUR,TOTAL,N_GE1,WORLD,REST,EE	43.93 	50.1 	40.33 	40.11 	24.27 
EUR,TOTAL,N_GE1,WORLD,REST,EL	110.92 	101.4 	89.51 	88.55 	73.26 
EUR,TOTAL,N_GE1,WORLD,REST,ES	60.19 	64.69 b	30.31 	28.93 	27.42 
EUR,TOTAL,N_GE1,WORLD,REST,EU27	: 	56.22 	47.54 e	45.03 	44.99 
EUR,TOTAL,N_GE1,WORLD,REST,EU28	: 	56.31 	47.59 e	44.94 	44.89 
EUR,TOTAL,N_GE1,WORLD,REST,FI	69.53 	69.19 	65.93 	66.19 	68.17 
EUR,TOTAL,N_GE1,WORLD,REST,FR	65.04 	61.49 	61.29 	59.24 	58.7 
EUR,TOTAL,N_GE1,WORLD,REST,HR	66.49 	65.07 	50.98 	37.24 	35.96 
EUR,TOTAL,N_GE1,WORLD,REST,HU	24.15 	21.7 	20.45 	18.25 	17.68 
EUR,TOTAL,N_GE1,WORLD,REST,IT	: 	: 	: b	: 	: 
EUR,TOTAL,N_GE1,WORLD,REST,LT	29.89 	28.1 	27.58 	28.56 	31.65 
EUR,TOTAL,N_GE1,WORLD,REST,LU	229.81 	213.59 	172.31 	166.54 	172.73 
EUR,TOTAL,N_GE1,WORLD,REST,LV	13.81 	15.69 	11.5 	15.41 	7.77 
EUR,TOTAL,N_GE1,WORLD,REST,MT	: 	: 	: b	: 	: 
EUR,TOTAL,N_GE1,WORLD,REST,NL	58.7 	55.71 	53.53 	55.07 	54.05 
EUR,TOTAL,N_GE1,WORLD,REST,PL	53.41 	50.94 	47.76 b	64.85 	66.08 
EUR,TOTAL,N_GE1,WORLD,REST,PT	44.9 	49.53 	36.73 	23.7 	24.94 
EUR,TOTAL,N_GE1,WORLD,REST,RO	32.11 	28.86 	25.83 	26.36 	24.3 
EUR,TOTAL,N_GE1,WORLD,REST,SI	40.39 	41.16 	35.56 	33.52 	37.79 
EUR,TOTAL,N_GE1,WORLD,REST,SK	50.84 	54.27 	42.33 	43.33 b	: 
EUR,TOTAL,N_GE1,WORLD,REST,UK	: 	: 	: 	34.64 	36 
EUR,TOTAL,N_GE1,WORLD,TOTAL,AT	617.81 	619.61 	607.68 	610.84 	579.17 
EUR,TOTAL,N_GE1,WORLD,TOTAL,BE	618.28 	581.57 	619.41 	695.99 	565.53 
EUR,TOTAL,N_GE1,WORLD,TOTAL,BG	163.02 	165.22 	154.41 	137.76 	138.5 
EUR,TOTAL,N_GE1,WORLD,TOTAL,CH	836.76 	785.21 	699.57 	741.8 	741.7 
EUR,TOTAL,N_GE1,WORLD,TOTAL,CY	537.11 	503.94 	536.42 	504.47 	348.9 
EUR,TOTAL,N_GE1,WORLD,TOTAL,CZ	132.88 	131.3 	110.31 	126.97 	122.39 
EUR,TOTAL,N_GE1,WORLD,TOTAL,DE	469.76 	461.91 	470.16 	485.9 	469.39 
EUR,TOTAL,N_GE1,WORLD,TOTAL,DK	411.21 	334.62 	368.07 b	320.78 b	291.67 
EUR,TOTAL,N_GE1,WORLD,TOTAL,EA	: 	: 	368.1 e	376.99 	363.89 
EUR,TOTAL,N_GE1,WORLD,TOTAL,EE	219.36 	236.85 	214.28 	226.26 	183.17 
EUR,TOTAL,N_GE1,WORLD,TOTAL,EL	324.64 	293.4 	287.92 	305.47 	205.92 
EUR,TOTAL,N_GE1,WORLD,TOTAL,ES	247.73 	230 b	190.31 	189.41 	178.14 
EUR,TOTAL,N_GE1,WORLD,TOTAL,EU27	: 	342.97 	335.32 e	354.34 	335.98 
EUR,TOTAL,N_GE1,WORLD,TOTAL,EU28	: 	342.66 	334.48 e	353.44 	335.06 
EUR,TOTAL,N_GE1,WORLD,TOTAL,FI	344.8 	348.11 	348.13 	343.62 	358.77 
EUR,TOTAL,N_GE1,WORLD,TOTAL,FR	363.13 	353.45 	351.75 	341.25 	333.24 
EUR,TOTAL,N_GE1,WORLD,TOTAL,HR	266.69 	295.75 	229.42 	240.26 	210.88 
EUR,TOTAL,N_GE1,WORLD,TOTAL,HU	151.89 	141.31 	138.5 	126.45 	112.28 
EUR,TOTAL,N_GE1,WORLD,TOTAL,IE	519.34 	507.27 	523.54 	509.9 	505.67 
EUR,TOTAL,N_GE1,WORLD,TOTAL,IT	363.3 	367.87 	319.62 b	426.21 	427.22 
EUR,TOTAL,N_GE1,WORLD,TOTAL,LT	232.69 	215.37 	207.99 	212.66 	202.28 
EUR,TOTAL,N_GE1,WORLD,TOTAL,LU	811.08 	777.84 	800.04 	760.67 	748.66 
EUR,TOTAL,N_GE1,WORLD,TOTAL,LV	124.39 	132.99 	128.35 	137.42 	114.92 
EUR,TOTAL,N_GE1,WORLD,TOTAL,MT	655.42 	643.17 	618.62 b	696.17 	667.12 
EUR,TOTAL,N_GE1,WORLD,TOTAL,NL	376.54 	358.36 	351.37 	349.2 	337 
EUR,TOTAL,N_GE1,WORLD,TOTAL,PL	199.31 	198.2 	187.55 b	262.93 	296.4 
EUR,TOTAL,N_GE1,WORLD,TOTAL,PT	145.19 	161.6 	147.63 	108.77 	113.95 
EUR,TOTAL,N_GE1,WORLD,TOTAL,RO	125.25 	118.02 	107.46 	105.67 	103.28 
EUR,TOTAL,N_GE1,WORLD,TOTAL,SE	236.93 	266.09 	248.29 	: 	: 
EUR,TOTAL,N_GE1,WORLD,TOTAL,SI	251.74 	251.78 	228.66 	215.73 	228.29 
EUR,TOTAL,N_GE1,WORLD,TOTAL,SK	235.75 	270.31 	247.74 	257.38 b	337.67 
EUR,TOTAL,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	383.99 	318.62 
EUR,TOTAL,N_GE1,WORLD,TRA,AT	178.12 	185.49 	191.81 	189.78 	164.96 
EUR,TOTAL,N_GE1,WORLD,TRA,BE	217.93 	147.6 	174.16 	209.84 	142.38 
EUR,TOTAL,N_GE1,WORLD,TRA,BG	42.36 	44.98 	49.99 	40.67 	40.81 
EUR,TOTAL,N_GE1,WORLD,TRA,CH	243.13 	245.59 	204.17 	217.43 	238.16 
EUR,TOTAL,N_GE1,WORLD,TRA,CY	166.27 	152.05 	164.5 	163.39 	159.15 
EUR,TOTAL,N_GE1,WORLD,TRA,CZ	29.22 	28.93 	27.88 	29.71 	29.13 
EUR,TOTAL,N_GE1,WORLD,TRA,DE	169.81 	174.83 	170.33 	180.55 	181.91 
EUR,TOTAL,N_GE1,WORLD,TRA,DK	114.79 	94.14 	114.08 b	97.06 b	86.76 
EUR,TOTAL,N_GE1,WORLD,TRA,EA	: 	: 	117.2 e	121.92 	119.16 
EUR,TOTAL,N_GE1,WORLD,TRA,EE	76.17 	86.78 	66.54 	76.13 	66.59 
EUR,TOTAL,N_GE1,WORLD,TRA,EL	81.29 	72.96 	76.62 	82.26 	66.01 
EUR,TOTAL,N_GE1,WORLD,TRA,ES	68.16 	66.53 b	42.08 	40.84 	36.82 
EUR,TOTAL,N_GE1,WORLD,TRA,EU27	: 	110.59 	106.9 e	114.06 	104.65 
EUR,TOTAL,N_GE1,WORLD,TRA,EU28	: 	110.56 	106.66 e	113.66 	104.44 
EUR,TOTAL,N_GE1,WORLD,TRA,FI	113.54 	116.77 	118.2 	116.73 	124.1 
EUR,TOTAL,N_GE1,WORLD,TRA,FR	98.4 	100.27 	101.9 	100 	98.15 
EUR,TOTAL,N_GE1,WORLD,TRA,HR	88.51 	106.11 	76.98 	63.53 	76.33 
EUR,TOTAL,N_GE1,WORLD,TRA,HU	29.69 	28.82 	30.01 	21.96 	18.48 
EUR,TOTAL,N_GE1,WORLD,TRA,IE	156.87 	152.6 	168.35 	163.75 	159.58 
EUR,TOTAL,N_GE1,WORLD,TRA,IT	101.61 	111.73 	100.11 b	122.82 	126.1 
EUR,TOTAL,N_GE1,WORLD,TRA,LT	71.42 	73.21 	65.08 	55 	51.69 
EUR,TOTAL,N_GE1,WORLD,TRA,LU	229.87 	214.65 	252.41 	259.1 	260.04 
EUR,TOTAL,N_GE1,WORLD,TRA,LV	46.14 	45.32 	50.78 	51.18 	51.12 
EUR,TOTAL,N_GE1,WORLD,TRA,MT	134.11 	157.27 	157.21 b	161.42 	159.72 
EUR,TOTAL,N_GE1,WORLD,TRA,NL	114.82 	114.36 	114.33 	121.3 	115.81 
EUR,TOTAL,N_GE1,WORLD,TRA,PL	51.86 	54.35 	52.48 b	72.88 	93.26 
EUR,TOTAL,N_GE1,WORLD,TRA,PT	40.88 	38.05 	42.49 	39.53 	37.69 
EUR,TOTAL,N_GE1,WORLD,TRA,RO	40.61 	39.74 	37.63 	34.67 	22.77 
EUR,TOTAL,N_GE1,WORLD,TRA,SE	60.55 	107.16 	108.32 	: 	: 
EUR,TOTAL,N_GE1,WORLD,TRA,SI	72.1 	69.85 	70.1 	64.29 	69.41 
EUR,TOTAL,N_GE1,WORLD,TRA,SK	51.67 	65.38 	65.22 	63.43 b	90.66 
EUR,TOTAL,N_GE1,WORLD,TRA,UK	: 	: 	: 	130.02 	73.67 
EUR,TOTAL,N_GE4,DOM,ACC,AT	298.55 	292.19 	253.32 	291.09 	364.02 
EUR,TOTAL,N_GE4,DOM,ACC,BE	145.46 	122.27 	150.79 	153.71 	151.82 
EUR,TOTAL,N_GE4,DOM,ACC,BG	53.1 	54.83 	59.73 	46.08 	52.23 
EUR,TOTAL,N_GE4,DOM,ACC,CH	321.77 	274.71 	265.77 	275.22 	233.92 
EUR,TOTAL,N_GE4,DOM,ACC,CY	58.24 	69.02 	50.97 	45.59 	74.3 
EUR,TOTAL,N_GE4,DOM,ACC,CZ	38.27 	35.49 	23.67 	32.75 	31.71 
EUR,TOTAL,N_GE4,DOM,ACC,DE	199.97 	201.64 	201.05 	202.82 	186.55 
EUR,TOTAL,N_GE4,DOM,ACC,DK	181.64 	175.31 	175.41 b	123.22 b	119.66 
EUR,TOTAL,N_GE4,DOM,ACC,EA	: 	: 	130.47 e	132.42 	130.61 
EUR,TOTAL,N_GE4,DOM,ACC,EE	37.69 	33.84 	36.29 	17.22 	23.45 
EUR,TOTAL,N_GE4,DOM,ACC,EL	54.47 	51.44 	51.46 	51.92 	53.39 
EUR,TOTAL,N_GE4,DOM,ACC,ES	111.54 	97.73 b	62.58 	65.73 	62.76 
EUR,TOTAL,N_GE4,DOM,ACC,EU27	: 	130.22 	118.02 e	126.36 	125.32 
EUR,TOTAL,N_GE4,DOM,ACC,EU28	: 	129.74 	117.46 e	125.8 	124.84 
EUR,TOTAL,N_GE4,DOM,ACC,FI	72.89 	62.19 	65.69 	65.07 	69.91 
EUR,TOTAL,N_GE4,DOM,ACC,FR	128.01 	124.11 	118.97 	115.39 	113 
EUR,TOTAL,N_GE4,DOM,ACC,HR	65.78 	64.34 	40.75 	58.36 	63.51 
EUR,TOTAL,N_GE4,DOM,ACC,HU	58.98 	55.62 	60.24 	54.61 	45.89 
EUR,TOTAL,N_GE4,DOM,ACC,IE	139.89 	131.64 	130.31 	121.29 	132.27 
EUR,TOTAL,N_GE4,DOM,ACC,IT	192.68 	202.16 	156.65 b	191.99 	204.77 
EUR,TOTAL,N_GE4,DOM,ACC,LT	50.31 	51.79 	36.49 	25.07 	23.67 
EUR,TOTAL,N_GE4,DOM,ACC,LU	: u	230.62 u	: u	152.63 u	: u
EUR,TOTAL,N_GE4,DOM,ACC,LV	13.81 	19.03 	19.94 	20.73 	8.73 
EUR,TOTAL,N_GE4,DOM,ACC,MT	96.44 	66.81 	79.03 b	101.85 u	69.05 u
EUR,TOTAL,N_GE4,DOM,ACC,NL	122.16 	113.72 	106.76 	100.19 	96.35 
EUR,TOTAL,N_GE4,DOM,ACC,PL	72.65 	69.43 	61.88 b	107.4 	108.86 
EUR,TOTAL,N_GE4,DOM,ACC,PT	65.97 	71.1 	61.58 	40.18 	53.21 
EUR,TOTAL,N_GE4,DOM,ACC,RO	48.29 	48.1 	38.44 	37.97 	47.67 
EUR,TOTAL,N_GE4,DOM,ACC,SE	56.01 	42.14 	47.82 	: 	: 
EUR,TOTAL,N_GE4,DOM,ACC,SI	132.87 	136.64 	125.79 	123.84 	135.99 
EUR,TOTAL,N_GE4,DOM,ACC,SK	94.45 	100.83 	90.1 	73.89 b	91.23 
EUR,TOTAL,N_GE4,DOM,ACC,UK	: 	: 	: 	151.66 	151.89 
EUR,TOTAL,N_GE4,DOM,DUR,AT	8.37 	5.07 	6.27 	3.18 	6 
EUR,TOTAL,N_GE4,DOM,DUR,BE	16.97 	12.44 	12.01 	15.64 	20.23 
EUR,TOTAL,N_GE4,DOM,DUR,BG	0 	0 	0 	0 	0 
EUR,TOTAL,N_GE4,DOM,DUR,CH	5.43 	4.13 	4.89 	: 	: 
EUR,TOTAL,N_GE4,DOM,DUR,CY	0.11 	0 	0 	0 	0 
EUR,TOTAL,N_GE4,DOM,DUR,CZ	0 	0.29 	0.32 	0.44 	0 
EUR,TOTAL,N_GE4,DOM,DUR,DE	26.68 	17.04 	20.54 	30.88 	19.6 
EUR,TOTAL,N_GE4,DOM,DUR,DK	59.69 	56.78 	64.69 b	46.86 b	43.87 
EUR,TOTAL,N_GE4,DOM,DUR,EA	: 	: 	16.16 e	18.36 	18.93 
EUR,TOTAL,N_GE4,DOM,DUR,EE	0 	0.34 	3.49 	2.11 	1.44 
EUR,TOTAL,N_GE4,DOM,DUR,EL	1.09 	0.98 	1.97 	0.71 	76.21 
EUR,TOTAL,N_GE4,DOM,DUR,ES	6.51 	9.16 b	4.03 	1.82 	16.45 
EUR,TOTAL,N_GE4,DOM,DUR,EU27	: 	14.67 	14.59 e	21.05 	22.22 
EUR,TOTAL,N_GE4,DOM,DUR,EU28	: 	14.56 	14.5 e	20.89 	22.09 
EUR,TOTAL,N_GE4,DOM,DUR,FI	5.84 	2.62 	18.55 	7.91 	5.38 
EUR,TOTAL,N_GE4,DOM,DUR,FR	27.47 	27.68 	24.54 	23.92 	23.25 
EUR,TOTAL,N_GE4,DOM,DUR,HR	0.47 	0 	1.88 	2 	5.11 
EUR,TOTAL,N_GE4,DOM,DUR,HU	0.51 	0.24 	0.49 	0.34 	0.4 
EUR,TOTAL,N_GE4,DOM,DUR,IE	12.79 	9.64 	11.56 	23.08 	12.02 
EUR,TOTAL,N_GE4,DOM,DUR,IT	0.64 	0.9 	0.07 b	0.48 	0.79 
EUR,TOTAL,N_GE4,DOM,DUR,LT	1.59 	0.44 	1.71 	1.17 	0.43 
EUR,TOTAL,N_GE4,DOM,DUR,LU	: u	0 u	: u	2.23 u	: u
EUR,TOTAL,N_GE4,DOM,DUR,LV	0 	0 	0 	1.39 	0.25 
EUR,TOTAL,N_GE4,DOM,DUR,MT	3.11 	0 	2.91 b	0 u	0 u
EUR,TOTAL,N_GE4,DOM,DUR,NL	5.68 	1.69 	2.83 	30.31 	27.1 
EUR,TOTAL,N_GE4,DOM,DUR,PL	0.14 	0.1 	0.14 b	6.29 	10.62 
EUR,TOTAL,N_GE4,DOM,DUR,PT	2.25 	2.99 	2.25 	3.73 	3.01 
EUR,TOTAL,N_GE4,DOM,DUR,RO	0.24 	0.2 	0.19 	0.17 	0.07 
EUR,TOTAL,N_GE4,DOM,DUR,SE	12.78 	7.55 	11.78 	: 	: 
EUR,TOTAL,N_GE4,DOM,DUR,SI	0 	0 	0 	0.51 	0.1 
EUR,TOTAL,N_GE4,DOM,DUR,SK	2.12 	0.82 	2.54 	4.36 b	13.22 
EUR,TOTAL,N_GE4,DOM,DUR,UK	: 	: 	: 	62.88 	66.74 
EUR,TOTAL,N_GE4,DOM,OTH,AT	221.25 	198.28 	186.6 	168.53 	101.36 
EUR,TOTAL,N_GE4,DOM,OTH,BE	38.48 	149.61 	140.96 	162.73 	144.52 
EUR,TOTAL,N_GE4,DOM,OTH,BG	21 	20.37 	13.86 	13.87 	19.69 
EUR,TOTAL,N_GE4,DOM,OTH,CH	57.51 	59.84 	57.02 	71.51 	61.07 
EUR,TOTAL,N_GE4,DOM,OTH,CY	66.69 	42.88 	51.35 	8.26 	3.29 
EUR,TOTAL,N_GE4,DOM,OTH,CZ	42.41 	42.04 	34.03 	39.83 	38.04 
EUR,TOTAL,N_GE4,DOM,OTH,DE	113.19 	112.08 	110.41 	115.17 	98.68 
EUR,TOTAL,N_GE4,DOM,OTH,DK	155.37 	151.19 	167.84 b	122.27 b	114.31 
EUR,TOTAL,N_GE4,DOM,OTH,EA	: 	: 	125.45 e	127.83 	120.56 
EUR,TOTAL,N_GE4,DOM,OTH,EE	29.62 	34.28 	16.1 	22.91 	22.56 
EUR,TOTAL,N_GE4,DOM,OTH,EL	89.64 	82.8 	87.4 	98.54 	28.05 
EUR,TOTAL,N_GE4,DOM,OTH,ES	95.04 	78.16 b	138.26 	136.19 	124.03 
EUR,TOTAL,N_GE4,DOM,OTH,EU27	: 	105.89 	112.05 e	106.3 	102.42 
EUR,TOTAL,N_GE4,DOM,OTH,EU28	: 	105.51 	111.54 e	106.16 	101.98 
EUR,TOTAL,N_GE4,DOM,OTH,FI	101.41 	109.7 	107.58 	110.25 	106.64 
EUR,TOTAL,N_GE4,DOM,OTH,FR	140.49 	140.41 	137.69 	132.7 	130.48 
EUR,TOTAL,N_GE4,DOM,OTH,HR	41.6 	54.49 	42.65 	89.85 	46.02 
EUR,TOTAL,N_GE4,DOM,OTH,HU	30.36 	31.07 	30.56 	29.46 	27.74 
EUR,TOTAL,N_GE4,DOM,OTH,IE	182.22 	178.57 	179.19 	164.72 	169.95 
EUR,TOTAL,N_GE4,DOM,OTH,IT	175.35 	148.18 	137.04 b	186.82 	196.82 
EUR,TOTAL,N_GE4,DOM,OTH,LT	11.71 	7 	8.54 	14.28 	11.92 
EUR,TOTAL,N_GE4,DOM,OTH,LU	: u	98.51 u	: u	43.24 u	: u
EUR,TOTAL,N_GE4,DOM,OTH,LV	29.86 	27.54 	24.15 	22.98 	32.3 
EUR,TOTAL,N_GE4,DOM,OTH,MT	159.87 	111.91 	125.51 b	130.56 u	58.04 u
EUR,TOTAL,N_GE4,DOM,OTH,NL	50.68 	51.84 	50.05 	29.75 	28.16 
EUR,TOTAL,N_GE4,DOM,OTH,PL	32.13 	33.33 	33.43 b	33.74 	59.02 
EUR,TOTAL,N_GE4,DOM,OTH,PT	41.77 	48.45 	61.42 	42.13 	37.85 
EUR,TOTAL,N_GE4,DOM,OTH,RO	29.1 	26.45 	23.88 	26.98 	32.56 
EUR,TOTAL,N_GE4,DOM,OTH,SE	75.46 	75.38 	70.39 	: 	: 
EUR,TOTAL,N_GE4,DOM,OTH,SI	47.16 	43.64 	44.03 	47.17 	29.67 
EUR,TOTAL,N_GE4,DOM,OTH,SK	51.93 	68.72 	56.97 	59.76 b	143.13 
EUR,TOTAL,N_GE4,DOM,OTH,UK	: 	: 	: 	31.63 	32.74 
EUR,TOTAL,N_GE4,DOM,REST,BE	117.87 	0 	0 	0 	: 
EUR,TOTAL,N_GE4,DOM,REST,BG	77 	82.37 	65.35 	60.13 	73.01 
EUR,TOTAL,N_GE4,DOM,REST,CH	169.23 	148.74 	155.58 	134.53 	134.23 
EUR,TOTAL,N_GE4,DOM,REST,CY	88.39 	82.88 	123.93 	140.53 	: 
EUR,TOTAL,N_GE4,DOM,REST,CZ	25.15 	31.96 	21.61 	30.12 	28.22 
EUR,TOTAL,N_GE4,DOM,REST,DK	: 	: 	: b	: b	: 
EUR,TOTAL,N_GE4,DOM,REST,EA	: 	: 	67.54 e	65.42 	64.45 
EUR,TOTAL,N_GE4,DOM,REST,EE	38.55 	31.85 	28.74 	25.49 	20.23 
EUR,TOTAL,N_GE4,DOM,REST,EL	125.24 	116.65 	101.22 	99.78 	95.89 
EUR,TOTAL,N_GE4,DOM,REST,ES	101.27 	114.83 b	59.43 	61.15 	54.24 
EUR,TOTAL,N_GE4,DOM,REST,EU27	: 	74.48 	62.5 e	64.7 	64.28 
EUR,TOTAL,N_GE4,DOM,REST,EU28	: 	74.33 	62.45 e	64.39 	64.05 
EUR,TOTAL,N_GE4,DOM,REST,FI	52.42 	53.66 	52.7 	55.75 	55.51 
EUR,TOTAL,N_GE4,DOM,REST,FR	76.98 	73.45 	73.33 	70.88 	71.48 
EUR,TOTAL,N_GE4,DOM,REST,HR	80.64 	60.43 	57.7 	37.06 	43.03 
EUR,TOTAL,N_GE4,DOM,REST,HU	13.31 	14.19 	13.95 	13.69 	11.64 
EUR,TOTAL,N_GE4,DOM,REST,IT	: 	: 	: b	: 	: 
EUR,TOTAL,N_GE4,DOM,REST,LT	20.61 	14.57 	14.08 	20.57 	15.05 
EUR,TOTAL,N_GE4,DOM,REST,LU	: u	291.01 u	: u	80.82 u	: u
EUR,TOTAL,N_GE4,DOM,REST,LV	7.96 	11.61 	7.41 	10.3 	3.93 
EUR,TOTAL,N_GE4,DOM,REST,MT	: 	: 	: b	: 	: 
EUR,TOTAL,N_GE4,DOM,REST,NL	42.89 	41.98 	36.97 	35.4 	35.47 
EUR,TOTAL,N_GE4,DOM,REST,PL	67.38 	62.98 	59.11 b	77.49 	83.32 
EUR,TOTAL,N_GE4,DOM,REST,PT	84.27 	81.32 	69.96 	42.95 	50.79 
EUR,TOTAL,N_GE4,DOM,REST,RO	50.38 	43.45 	39.2 	39.23 	39.61 
EUR,TOTAL,N_GE4,DOM,REST,SI	39.23 	32.86 	39.13 	31.87 	33.19 
EUR,TOTAL,N_GE4,DOM,REST,SK	48.99 	47.71 	43.64 	46.27 b	: 
EUR,TOTAL,N_GE4,DOM,REST,UK	: 	: 	: 	75.95 	75.49 
EUR,TOTAL,N_GE4,DOM,TOTAL,AT	613.4 	577.02 	532.53 	546.34 	543.14 
EUR,TOTAL,N_GE4,DOM,TOTAL,BE	341.34 	296.22 	323.98 	351.19 	331.23 
EUR,TOTAL,N_GE4,DOM,TOTAL,BG	180.43 	190.2 	179.95 	156.55 	182.34 
EUR,TOTAL,N_GE4,DOM,TOTAL,CH	600.12 	547.12 	532.33 	549.92 	486.44 
EUR,TOTAL,N_GE4,DOM,TOTAL,CY	233.8 	229.26 	265.29 	222.03 	108.38 
EUR,TOTAL,N_GE4,DOM,TOTAL,CZ	121.69 	126.27 	95.89 	119.14 	116.43 
EUR,TOTAL,N_GE4,DOM,TOTAL,DE	415.22 	442.25 	431.96 	429.83 	405.72 
EUR,TOTAL,N_GE4,DOM,TOTAL,DK	424.41 	412.38 	453.65 b	312.32 b	295.47 
EUR,TOTAL,N_GE4,DOM,TOTAL,EA	: 	: 	386.58 e	387.09 	378.99 
EUR,TOTAL,N_GE4,DOM,TOTAL,EE	142.89 	131.99 	109.6 	97.61 	105.04 
EUR,TOTAL,N_GE4,DOM,TOTAL,EL	338.44 	316.68 	306.19 	319.59 	242.45 
EUR,TOTAL,N_GE4,DOM,TOTAL,ES	383.48 	370.48 b	313.7 	314 	288.46 
EUR,TOTAL,N_GE4,DOM,TOTAL,EU27	: 	367.89 	349.95 e	355.95 	353.47 
EUR,TOTAL,N_GE4,DOM,TOTAL,EU28	: 	366.91 	348.76 e	354.96 	352.47 
